"row_id","cisi","subtype","target_label","is_h_series","priority","type","site","sides","direction","short_side_index","order","short_text","context_class","side_relation","longer_row_count","longer_texts","sequence_family_key","horizontal_mm","vertical_mm","thickness_mm","h_bin","v_bin","area_bin","aspect_bin","th_bin","long_family","long_token_set","long_edge_frames","long_first_tokens","long_last_tokens","long_length_bin"
"427.1","H-1854","034","FRAME700_SUBTYPE034","false","P1_mixed_short_long_core","TAB:B","Harappa","2","R/L","1","700_first","+700-034+","single_longer_text","short_before_all_longer","1","+400-740-717+","1:+700-034+|2:+400-740-717+","15.3","8.3","","h_13_16","v_7_8p5","area_120_180","aspect_1p5_1p9","th_missing","+400-740-717+","400;717;740","400...717","400","717","long_len_1_3"
"557.1","H-1855","032","FRAME700_SUBTYPE032","false","P1_mixed_short_long_core","TAB:B","Harappa","2","R/L","1","700_last","+032-700+","single_longer_text","short_before_all_longer","1","+400-153-118+","1:+032-700+|2:+400-153-118+","17.7","9.6","5.8","h_ge_16","v_8p5_10","area_120_180","aspect_1p5_1p9","th_ge_5","+400-153-118+","118;153;400","400...118","400","118","long_len_1_3"
"392.1","H-1858","033","FRAME700_SUBTYPE033","false","P2_tab_b_core_short_queue","TAB:B","Harappa","2","R/L","1","700_last","+033-700+","all_short_or_no_longer_text","no_longer_text","0","","1:+033-700+|2:+400-137+","14.4","7.4","4","h_13_16","v_7_8p5","area_80_120","aspect_ge_1p9","th_3_5","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"598.1","H-1859","033","FRAME700_SUBTYPE033","false","P2_tab_b_core_short_queue","TAB:B","Harappa","2","R/L","1","700_last","+033-700+","all_short_or_no_longer_text","no_longer_text","0","","1:+033-700+|2:+400-137+","13.5","7.4","4.8","h_13_16","v_7_8p5","area_80_120","aspect_1p5_1p9","th_3_5","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"637.1","H-1860","034","FRAME700_SUBTYPE034","false","P2_tab_b_core_short_queue","TAB:B","Harappa","2","R/L","1","700_first","+700-034+","all_short_or_no_longer_text","no_longer_text","0","","1:+700-034+|2:+400-097+","13.5","8","4","h_13_16","v_7_8p5","area_80_120","aspect_1p5_1p9","th_3_5","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"774.1","H-1861","033","FRAME700_SUBTYPE033","false","P2_tab_b_core_short_queue","TAB:B","Harappa","2","R/L","1","700_first","+700-033+","all_short_or_no_longer_text","no_longer_text","0","","1:+700-033+|2:+368-091+","13.2","7.2","3.8","h_13_16","v_7_8p5","area_80_120","aspect_1p5_1p9","th_3_5","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"599.1","H-1864","032","FRAME700_SUBTYPE032","false","P1_mixed_short_long_core","TAB:B","Harappa","2","R/L","1","700_last","+032-700+","single_longer_text","short_before_all_longer","1","+740-142-062-002-817+","1:+032-700+|2:+740-142-062-002-817+","18.5","10.4","4.6","h_ge_16","v_ge_10","area_ge_180","aspect_1p5_1p9","th_3_5","+740-142-062-002-817+","002;062;142;740;817","740...817","740","817","long_len_4_5"
"411.1","H-1865","032","FRAME700_SUBTYPE032","false","P2_tab_b_core_short_queue","TAB:B","Harappa","2","R/L","1","700_first","+700-032+","single_short_no_longer_text","no_longer_text","0","","1:+700-032+|2:+740-702-061-002-000+","13","8","2","h_13_16","v_7_8p5","area_80_120","aspect_1p5_1p9","th_lt_3","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"506.1","H-1867","034","FRAME700_SUBTYPE034","false","P1_mixed_short_long_core","TAB:B","Harappa","2","R/L","1","700_first","+700-034+","single_longer_text","short_before_all_longer","1","+151-740-221+","1:+700-034+|2:+151-740-221+","16","8","","h_ge_16","v_7_8p5","area_120_180","aspect_ge_1p9","th_missing","+151-740-221+","151;221;740","151...221","151","221","long_len_1_3"
"509.1","H-1868","034","FRAME700_SUBTYPE034","false","P1_mixed_short_long_core","TAB:B","Harappa","2","R/L","1","700_first","+700-034+","single_longer_text","short_before_all_longer","1","+151-740-222+","1:+700-034+|2:+151-740-222+","15.5","7","","h_13_16","v_7_8p5","area_80_120","aspect_ge_1p9","th_missing","+151-740-222+","151;222;740","151...222","151","222","long_len_1_3"
"508.1","H-1869","034","FRAME700_SUBTYPE034","false","P1_mixed_short_long_core","TAB:B","Harappa","2","R/L","1","700_first","+700-034+","single_longer_text","short_before_all_longer","1","+151-740-222+","1:+700-034+|2:+151-740-222+","15.5","7","","h_13_16","v_7_8p5","area_80_120","aspect_ge_1p9","th_missing","+151-740-222+","151;222;740","151...222","151","222","long_len_1_3"
"901.1","H-1870","034","FRAME700_SUBTYPE034","false","P2_tab_b_core_short_queue","TAB:B","Harappa","2","R/L","1","700_first","+700-034+","all_short_or_no_longer_text","no_longer_text","0","","1:+700-034+|2:+158-221+","16","9","3.7","h_ge_16","v_8p5_10","area_120_180","aspect_1p5_1p9","th_3_5","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"784.1","H-1871","034","FRAME700_SUBTYPE034","false","P1_mixed_short_long_core","TAB:B","Harappa","2","R/L","1","700_first","+700-034+","single_longer_text","short_before_all_longer","1","+151-740-235+","1:+700-034+|2:+151-740-235+","13","7.2","","h_13_16","v_7_8p5","area_80_120","aspect_1p5_1p9","th_missing","+151-740-235+","151;235;740","151...235","151","235","long_len_1_3"
"751.1","H-1872","033","FRAME700_SUBTYPE033","false","P1_mixed_short_long_core","TAB:B","Harappa","2","R/L","1","700_first","+700-033+","single_longer_text","short_before_all_longer","1","+400-236-220+","1:+700-033+|2:+400-236-220+","13.9","8","4.2","h_13_16","v_7_8p5","area_80_120","aspect_1p5_1p9","th_3_5","+400-236-220+","220;236;400","400...220","400","220","long_len_1_3"
"560.1","H-1873","033","FRAME700_SUBTYPE033","false","P1_mixed_short_long_core","TAB:B","Harappa","2","R/L","1","700_first","+700-033+","single_longer_text","short_before_all_longer","1","+400-236-233+","1:+700-033+|2:+400-236-233+","13.7","8.3","3.3","h_13_16","v_7_8p5","area_80_120","aspect_1p5_1p9","th_3_5","+400-236-233+","233;236;400","400...233","400","233","long_len_1_3"
"388.1","H-1874","034","FRAME700_SUBTYPE034","false","P2_tab_b_core_short_queue","TAB:B","Harappa","2","R/L","1","700_first","+700-034+","single_short_no_longer_text","no_longer_text","0","","1:+700-034+|2:+002-220-455-000+","14.8","9","3.4","h_13_16","v_8p5_10","area_120_180","aspect_1p5_1p9","th_3_5","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"468.1","H-1876","034","FRAME700_SUBTYPE034","false","P1_mixed_short_long_core","TAB:B","Harappa","2","R/L","1","700_last","+034-700+","single_longer_text","short_before_all_longer","1","+400-775-516+","1:+034-700+|2:+400-775-516+","15","9","3","h_13_16","v_8p5_10","area_120_180","aspect_1p5_1p9","th_3_5","+400-775-516+","400;516;775","400...516","400","516","long_len_1_3"
"396.1","H-1877","034","FRAME700_SUBTYPE034","false","P1_mixed_short_long_core","TAB:B","Harappa","2","R/L","1","700_last","+034-700+","single_longer_text","short_before_all_longer","1","+400-775-516+","1:+034-700+|2:+400-775-516+","14.5","8.2","1.8","h_13_16","v_7_8p5","area_80_120","aspect_1p5_1p9","th_lt_3","+400-775-516+","400;516;775","400...516","400","516","long_len_1_3"
"831.1","H-1880","034","FRAME700_SUBTYPE034","false","P2_tab_b_core_short_queue","TAB:B","Harappa","2","R/L","1","700_last","+034-700+","single_longer_text","short_before_all_longer","1","+520-033-033+","1:+034-700+|2:+520-033-033+","13.3","8","2.7","h_13_16","v_7_8p5","area_80_120","aspect_1p5_1p9","th_lt_3","+520-033-033+","033;520","520...033","520","033","long_len_1_3"
"930.1","H-1883","033","FRAME700_SUBTYPE033","false","P1_mixed_short_long_core","TAB:B","Harappa","2","R/L","1","700_first","+700-033+","single_longer_text","short_before_all_longer","1","+740-790-032+","1:+700-033+|2:+740-790-032+","13.3","7","2","h_13_16","v_7_8p5","area_80_120","aspect_ge_1p9","th_lt_3","+740-790-032+","032;740;790","740...032","740","032","long_len_1_3"
"382.1","H-1894","034","FRAME700_SUBTYPE034","false","P1_mixed_short_long_core","TAB:B","Harappa","2","R/L","1","700_first","+700-034+","single_longer_text","short_before_all_longer","1","+400-740-061-140+","1:+700-034+|2:+400-740-061-140+","14.4","7","2.7","h_13_16","v_7_8p5","area_80_120","aspect_ge_1p9","th_lt_3","+400-740-061-140+","061;140;400;740","400...140","400","140","long_len_4_5"
"406.1","H-1895","034","FRAME700_SUBTYPE034","false","P1_mixed_short_long_core","TAB:B","Harappa","2","L/R","1","700_first","+700-034+","single_longer_text","short_before_all_longer","1","+400-740-100-240+","1:+700-034+|2:+400-740-100-240+","13.5","8.8","2","h_13_16","v_8p5_10","area_80_120","aspect_1p5_1p9","th_lt_3","+400-740-100-240+","100;240;400;740","400...240","400","240","long_len_4_5"
"863.1","H-1896","033","FRAME700_SUBTYPE033","false","P1_mixed_short_long_core","TAB:B","Harappa","2","R/L","1","700_first","+700-033+","single_longer_text","short_before_all_longer","1","+400-892-831+","1:+700-033+|2:+400-892-831+","16","11","3.2","h_ge_16","v_ge_10","area_120_180","aspect_lt_1p5","th_3_5","+400-892-831+","400;831;892","400...831","400","831","long_len_1_3"
"410.1","H-1897","033","FRAME700_SUBTYPE033","false","P1_mixed_short_long_core","TAB:B","Harappa","2","R/L","1","700_last","+033-700+","single_longer_text","short_before_all_longer","1","+400-740-904-240+","1:+033-700+|2:+400-740-904-240+","15.5","7","2.1","h_13_16","v_7_8p5","area_80_120","aspect_ge_1p9","th_lt_3","+400-740-904-240+","240;400;740;904","400...240","400","240","long_len_4_5"
"419.1","H-1898","033","FRAME700_SUBTYPE033","false","P1_mixed_short_long_core","TAB:B","Harappa","2","R/L","1","700_first","+700-033+","single_longer_text","short_before_all_longer","1","+400-368-741+","1:+700-033+|2:+400-368-741+","15","6.8","2.7","h_13_16","v_lt_7","area_80_120","aspect_ge_1p9","th_lt_3","+400-368-741+","368;400;741","400...741","400","741","long_len_1_3"
"922.1","H-1902","032","FRAME700_SUBTYPE032","false","P2_tab_b_core_short_queue","TAB:B","Harappa","2","R/L","1","700_first","+700-032+","single_longer_text","short_before_all_longer","1","+158-003-494+","1:+700-032+|2:+158-003-494+","14.1","8","2.5","h_13_16","v_7_8p5","area_80_120","aspect_1p5_1p9","th_lt_3","+158-003-494+","003;158;494","158...494","158","494","long_len_1_3"
"675.1","H-1903","033","FRAME700_SUBTYPE033","false","P1_mixed_short_long_core","TAB:B","Harappa","2","R/L","1","700_last","+033-700+","single_longer_text","short_before_all_longer","1","+740-923-235+","1:+033-700+|2:+740-923-235+","20.3","10.7","2.8","h_ge_16","v_ge_10","area_ge_180","aspect_1p5_1p9","th_lt_3","+740-923-235+","235;740;923","740...235","740","235","long_len_1_3"
"433.2","H-1905","033","FRAME700_SUBTYPE033","false","P2_tab_b_core_short_queue","TAB:B","Harappa","2","R/L","2","700_first","+700-033+","all_short_or_no_longer_text","no_longer_text","0","","1:+740-843+|2:+700-033+","14.5","9.3","","h_13_16","v_8p5_10","area_120_180","aspect_1p5_1p9","th_missing","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"554.1","H-1906","032","FRAME700_SUBTYPE032","false","P1_mixed_short_long_core","TAB:B","Harappa","2","R/L","1","700_first","+700-032+","single_longer_text","short_before_all_longer","1","+400-090-740-400-090+","1:+700-032+|2:+400-090-740-400-090+","","","4.8","h_missing","v_missing","area_missing","aspect_missing","th_3_5","+400-090-740-400-090+","090;400;740","400...090","400","090","long_len_4_5"
"743.2","H-1907","034","FRAME700_SUBTYPE034","false","P2_tab_b_core_short_queue","TAB:B","Harappa","2","R/L","2","700_first","+700-034+","all_short_or_no_longer_text","no_longer_text","0","","1:+520-240+|2:+700-034+","11","8","2.5","h_10_13","v_7_8p5","area_80_120","aspect_lt_1p5","th_lt_3","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"515.1","H-1908","033","FRAME700_SUBTYPE033","false","P2_tab_b_core_short_queue","TAB:B","Harappa","2","R/L","1","700_first","+700-033+","all_short_or_no_longer_text","no_longer_text","0","","1:+700-033+|2:+520-240+","14","6","","h_13_16","v_lt_7","area_80_120","aspect_ge_1p9","th_missing","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"453.1","H-1909","032","FRAME700_SUBTYPE032","false","P1_mixed_short_long_core","TAB:B","Harappa","2","R/L","1","700_first","+700-032+","single_longer_text","short_before_all_longer","1","+740-817-491+","1:+700-032+|2:+740-817-491+","16.4","7.4","2.2","h_ge_16","v_7_8p5","area_120_180","aspect_ge_1p9","th_lt_3","+740-817-491+","491;740;817","740...491","740","491","long_len_1_3"
"437.1","H-1912","033","FRAME700_SUBTYPE033","false","P2_tab_b_core_short_queue","TAB:B","Harappa","2","L/R","1","700_last","+033-700+","all_short_or_no_longer_text","no_longer_text","0","","1:+033-700+|2:+520-240+","13.6","11.7","3","h_13_16","v_ge_10","area_120_180","aspect_lt_1p5","th_3_5","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"414.1","H-1915","033","FRAME700_SUBTYPE033","false","P2_tab_b_core_short_queue","TAB:B","Harappa","2","R/L","1","700_first","+700-033+","single_longer_text","short_before_all_longer","1","+032-920-491+","1:+700-033+|2:+032-920-491+","18.3","7.3","4.4","h_ge_16","v_7_8p5","area_120_180","aspect_ge_1p9","th_3_5","+032-920-491+","032;491;920","032...491","032","491","long_len_1_3"
"569.1","H-1922","032","FRAME700_SUBTYPE032","false","P1_mixed_short_long_core","TAB:B","Harappa","2","R/L","1","700_first","+700-032+","single_longer_text","short_before_all_longer","1","+400-740-920-320-233-240-798+","1:+700-032+|2:+400-740-920-320-233-240-798+","","","3","h_missing","v_missing","area_missing","aspect_missing","th_3_5","+400-740-920-320-233-240-798+","233;240;320;400;740;798;920","400...798","400","798","long_len_6_plus"
"567.1","H-1923","032","FRAME700_SUBTYPE032","false","P1_mixed_short_long_core","TAB:B","Harappa","2","R/L","1","700_first","+700-032+","single_longer_text","short_before_all_longer","1","+400-740-032-840+","1:+700-032+|2:+400-740-032-840+","","","3.5","h_missing","v_missing","area_missing","aspect_missing","th_3_5","+400-740-032-840+","032;400;740;840","400...840","400","840","long_len_4_5"
"373.1","H-1924","033","FRAME700_SUBTYPE033","false","P2_tab_b_core_short_queue","TAB:B","Harappa","2","R/L","1","700_last","+033-700+","single_longer_text","short_before_all_longer","1","+550-003-435+","1:+033-700+|2:+550-003-435+","","","2.7","h_missing","v_missing","area_missing","aspect_missing","th_lt_3","+550-003-435+","003;435;550","550...435","550","435","long_len_1_3"
"921.1","H-1929","033","FRAME700_SUBTYPE033","false","P1_mixed_short_long_core","TAB:B","Harappa","2","R/L","1","700_first","+700-033+","single_longer_text","short_before_all_longer","1","+400-740-061-140+","1:+700-033+|2:+400-740-061-140+","15","9","","h_13_16","v_8p5_10","area_120_180","aspect_1p5_1p9","th_missing","+400-740-061-140+","061;140;400;740","400...140","400","140","long_len_4_5"
"548.1","H-1931","032","FRAME700_SUBTYPE032","false","P1_mixed_short_long_core","TAB:B","Harappa","2","R/L","1","700_first","+700-032+","single_longer_text","short_before_all_longer","1","+400-740-176-791+","1:+700-032+|2:+400-740-176-791+","18.5","8.8","","h_ge_16","v_8p5_10","area_120_180","aspect_ge_1p9","th_missing","+400-740-176-791+","176;400;740;791","400...791","400","791","long_len_4_5"
"504.1","H-1932","032","FRAME700_SUBTYPE032","false","P2_tab_b_core_short_queue","TAB:B","Harappa","2","R/L","1","700_last","+032-700+","single_short_no_longer_text","no_longer_text","0","","1:+032-700+|2:+400-740-000-832-000+","17.5","9","","h_ge_16","v_8p5_10","area_120_180","aspect_ge_1p9","th_missing","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"917.1","H-1933","033","FRAME700_SUBTYPE033","false","P1_mixed_short_long_core","TAB:B","Harappa","2","R/L","1","700_first","+700-033+","single_longer_text","short_before_all_longer","1","+400-520-400-352+","1:+700-033+|2:+400-520-400-352+","17.7","9","","h_ge_16","v_8p5_10","area_120_180","aspect_ge_1p9","th_missing","+400-520-400-352+","352;400;520","400...352","400","352","long_len_4_5"
"765.1","H-1936","032","FRAME700_SUBTYPE032","false","P2_tab_b_core_short_queue","TAB:B","Harappa","2","L/R","1","700_first","+700-032+","single_longer_text","short_before_all_longer","1","+511-032-142+","1:+700-032+|2:+511-032-142+","15.4","7","","h_13_16","v_7_8p5","area_80_120","aspect_ge_1p9","th_missing","+511-032-142+","032;142;511","511...142","511","142","long_len_1_3"
"938.1","H-1937","034","FRAME700_SUBTYPE034","false","P1_mixed_short_long_core","TAB:B","Harappa","2","R/L","1","700_last","+034-700+","single_longer_text","short_before_all_longer","1","+740-690-435-255+","1:+034-700+|2:+740-690-435-255+","17.7","9.5","","h_ge_16","v_8p5_10","area_120_180","aspect_1p5_1p9","th_missing","+740-690-435-255+","255;435;690;740","740...255","740","255","long_len_4_5"
"516.1","H-1938","033","FRAME700_SUBTYPE033","false","P1_mixed_short_long_core","TAB:B","Harappa","2","R/L","1","700_last","+033-700+","single_longer_text","short_before_all_longer","1","+740-690-435-255+","1:+033-700+|2:+740-690-435-255+","18","10.5","","h_ge_16","v_ge_10","area_ge_180","aspect_1p5_1p9","th_missing","+740-690-435-255+","255;435;690;740","740...255","740","255","long_len_4_5"
"458.1","H-1940","033","FRAME700_SUBTYPE033","false","P1_mixed_short_long_core","TAB:B","Harappa","2","L/R","1","700_first","+700-033+","single_longer_text","short_before_all_longer","1","+400-740-067-100+","1:+700-033+|2:+400-740-067-100+","15","7.5","","h_13_16","v_7_8p5","area_80_120","aspect_ge_1p9","th_missing","+400-740-067-100+","067;100;400;740","400...100","400","100","long_len_4_5"
"927.1","H-1941","032","FRAME700_SUBTYPE032","false","P1_mixed_short_long_core","TAB:B","Harappa","2","R/L","1","700_first","+700-032+","single_longer_text","short_before_all_longer","1","+400-236-220+","1:+700-032+|2:+400-236-220+","14","7.5","","h_13_16","v_7_8p5","area_80_120","aspect_1p5_1p9","th_missing","+400-236-220+","220;236;400","400...220","400","220","long_len_1_3"
"409.1","H-1942","032","FRAME700_SUBTYPE032","false","P2_tab_b_core_short_queue","TAB:B","Harappa","2","R/L","1","700_last","+032-700+","single_longer_text","short_before_all_longer","1","+405-035-002-861+","1:+032-700+|2:+405-035-002-861+","16.3","8.1","","h_ge_16","v_7_8p5","area_120_180","aspect_ge_1p9","th_missing","+405-035-002-861+","002;035;405;861","405...861","405","861","long_len_4_5"
"422.1","H-1943","034","FRAME700_SUBTYPE034","false","P1_mixed_short_long_core","TAB:B","Harappa","2","R/L","1","700_first","+700-034+","single_longer_text","short_before_all_longer","1","+740-384-031+","1:+700-034+|2:+740-384-031+","12.8","6.6","","h_10_13","v_lt_7","area_80_120","aspect_ge_1p9","th_missing","+740-384-031+","031;384;740","740...031","740","031","long_len_1_3"
"923.1","H-1945","032","FRAME700_SUBTYPE032","false","P1_mixed_short_long_core","TAB:B","Harappa","2","R/L","1","700_last","+032-700+","single_longer_text","short_before_all_longer","1","+400-740-388-717-705+","1:+032-700+|2:+400-740-388-717-705+","15.8","10","","h_13_16","v_ge_10","area_120_180","aspect_1p5_1p9","th_missing","+400-740-388-717-705+","388;400;705;717;740","400...705","400","705","long_len_4_5"
"755.1","H-1947","033","FRAME700_SUBTYPE033","false","P2_tab_b_core_short_queue","TAB:B","Harappa","3","R/L","1","700_first","+700-033+","single_short_no_longer_text","no_longer_text","0","","1:+700-033+|2:+740-000-031+|3:+740-630-000+","19","8","","h_ge_16","v_7_8p5","area_120_180","aspect_ge_1p9","th_missing","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"393.1","H-1981","034","FRAME700_SUBTYPE034","false","P2_tab_b_core_short_queue","TAB:B","Harappa","2","R/L","1","700_first","+700-034+","single_short_no_longer_text","no_longer_text","0","","1:+700-034+|2:+000-004-745-590+","26.5","10","8","h_ge_16","v_ge_10","area_ge_180","aspect_ge_1p9","th_ge_5","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"690.1","H-1982","034","FRAME700_SUBTYPE034","false","P2_tab_b_core_short_queue","TAB:B","Harappa","2","R/L","1","700_first","+700-034+","single_short_no_longer_text","no_longer_text","0","","1:+700-034+|2:+390-000-742-000+","28.1","","8","h_ge_16","v_missing","area_missing","aspect_missing","th_ge_5","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"394.1","H-1987","034","FRAME700_SUBTYPE034","false","P2_tab_b_core_short_queue","TAB:B","Harappa","2","R/L","1","700_first","+700-034+","single_longer_text","short_before_all_longer","1","+390-004-455-371-741-590+","1:+700-034+|2:+390-004-455-371-741-590+","23.2","9.2","7","h_ge_16","v_8p5_10","area_ge_180","aspect_ge_1p9","th_ge_5","+390-004-455-371-741-590+","004;371;390;455;590;741","390...590","390","590","long_len_6_plus"
"744.1","H-1993","033","FRAME700_SUBTYPE033","false","P2_tab_b_core_short_queue","TAB:B","Harappa","2","R/L","1","700_first","+700-033+","single_short_no_longer_text","no_longer_text","0","","1:+700-033+|2:+740-000-220-004-002-390-095+","29.2","10.7","6.2","h_ge_16","v_ge_10","area_ge_180","aspect_ge_1p9","th_ge_5","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"869.1","H-1995","033","FRAME700_SUBTYPE033","false","P1_mixed_short_long_core","TAB:B","Harappa","2","R/L","1","700_first","+700-033+","single_longer_text","short_before_all_longer","1","+400-151-142+","1:+700-033+|2:+400-151-142+","28.4","","9","h_ge_16","v_missing","area_missing","aspect_missing","th_ge_5","+400-151-142+","142;151;400","400...142","400","142","long_len_1_3"
"1237.2","H-206","033","FRAME700_SUBTYPE033","false","P1_mixed_short_long_core","TAB:B","Harappa","2","R/L","2","700_first","+700-033+","single_longer_text","short_after_all_longer","1","+740-642-240-204-705-621+","1:+740-642-240-204-705-621+|2:+700-033+","21.6","10.2","","h_ge_16","v_ge_10","area_ge_180","aspect_ge_1p9","th_missing","+740-642-240-204-705-621+","204;240;621;642;705;740","740...621","740","621","long_len_6_plus"
"862.1","H-2070","034","FRAME700_SUBTYPE034","false","P1_mixed_short_long_core","TAB:I","Harappa","2","R/L","1","700_first","+700-034+","single_longer_text","short_before_all_longer","1","+400-740-817-276+","1:+700-034+|2:+400-740-817-276+","13.2","8","2.4","h_13_16","v_7_8p5","area_80_120","aspect_1p5_1p9","th_lt_3","+400-740-817-276+","276;400;740;817","400...276","400","276","long_len_4_5"
"1240.2","H-209","032","FRAME700_SUBTYPE032","false","P1_mixed_short_long_core","TAB:B","Harappa","2","R/L","2","700_first","+700-032+","single_longer_text","short_after_all_longer","1","+400-921-690-435-255-055+","1:+400-921-690-435-255-055+|2:+700-032+","17.8","10.9","","h_ge_16","v_ge_10","area_ge_180","aspect_1p5_1p9","th_missing","+400-921-690-435-255-055+","055;255;400;435;690;921","400...055","400","055","long_len_6_plus"
"476.1","H-2094","034","FRAME700_SUBTYPE034","false","P2_tab_i_core_short_queue","TAB:I","Harappa","2","R/L","1","700_first","+700-034+","single_longer_text","short_before_all_longer","1","+002-861-416+","1:+700-034+|2:+002-861-416+","12.6","7","2.5","h_10_13","v_7_8p5","area_80_120","aspect_1p5_1p9","th_lt_3","+002-861-416+","002;416;861","002...416","002","416","long_len_1_3"
"518.1","H-2095","034","FRAME700_SUBTYPE034","false","P2_tab_i_core_short_queue","TAB:I","Harappa","2","R/L","1","700_first","+700-034+","single_longer_text","short_before_all_longer","1","+002-861-416+","1:+700-034+|2:+002-861-416+","17","7.5","","h_ge_16","v_7_8p5","area_120_180","aspect_ge_1p9","th_missing","+002-861-416+","002;416;861","002...416","002","416","long_len_1_3"
"665.1","H-2096","034","FRAME700_SUBTYPE034","false","P2_tab_i_core_short_queue","TAB:I","Harappa","2","R/L","1","700_first","+700-034+","single_longer_text","short_before_all_longer","1","+002-861-416+","1:+700-034+|2:+002-861-416+","13.5","8","","h_13_16","v_7_8p5","area_80_120","aspect_1p5_1p9","th_missing","+002-861-416+","002;416;861","002...416","002","416","long_len_1_3"
"488.1","H-2097","034","FRAME700_SUBTYPE034","false","P2_tab_i_core_short_queue","TAB:I","Harappa","2","R/L","1","700_last","+034-700+","single_longer_text","short_before_all_longer","1","+002-861-416+","1:+034-700+|2:+002-861-416+","14.5","7.8","3.5","h_13_16","v_7_8p5","area_80_120","aspect_1p5_1p9","th_3_5","+002-861-416+","002;416;861","002...416","002","416","long_len_1_3"
"1018.1","H-2102","034","FRAME700_SUBTYPE034","false","P2_tab_i_core_short_queue","TAB:I","Harappa","2","R/L","1","700_first","+700-034+","all_short_or_no_longer_text","no_longer_text","0","","1:+700-034+|2:+137-413+","13.6","7.5","2.5","h_13_16","v_7_8p5","area_80_120","aspect_1p5_1p9","th_lt_3","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"642.2","H-2105","034","FRAME700_SUBTYPE034","false","P2_tab_i_core_short_queue","TAB:I","Harappa","2","R/L","2","700_first","+700-034+","single_short_no_longer_text","no_longer_text","0","","1:+137+|2:+700-034+","11.5","7.5","3","h_10_13","v_7_8p5","area_80_120","aspect_1p5_1p9","th_3_5","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","NO_LONGER_TEXT","long_len_0"
"1242.2","H-211","033","FRAME700_SUBTYPE033","false","P1_mixed_short_long_core","TAB:B","Harappa","2","R/L","2","700_last","+033-700+","single_longer_text","short_after_all_longer","1","+400-740-898-617+","1:+400-740-898-617+|2:+033-700+","20","9","","h_ge_16","v_8p5_10","area_ge_180","aspect_ge_1p9","th_missing","+400-740-898-617+","400;617;740;898","400...617","400","617","long_len_4_5"
"544.1","H-2115","033","FRAME700_SUBTYPE033","false","P1_mixed_short_long_core","TAB:I","Harappa","2","R/L","1","700_first","+700-033+","single_longer_text","short_before_all_longer","1","+400-740-032-028+","1:+700-033+|2:+400-740-032-028+","17","10","3.5","h_ge_16","v_ge_10","area_120_180","aspect_1p5_1p9","th_3_5","+400-740-032-028+","028;032;400;740","400...028","400","028","long_len_4_5"
"1243.2","H-212","032","FRAME700_SUBTYPE032","false","P1_mixed_short_long_core","TAB:B","Harappa","2","R/L","2","700_last","+032-700+","single_longer_text","short_after_all_longer","1","+400-156-118+","1:+400-156-118+|2:+032-700+","14","7.1","","h_13_16","v_7_8p5","area_80_120","aspect_ge_1p9","th_missing","+400-156-118+","118;156;400","400...118","400","118","long_len_1_3"
