checked_date,target,label,object,row_id,site,type,text,prev2,prev1,sequence,next1,next2,at_end
2026-05-31,Ns-66,terminal_002_context,H-12,1073.1,Harappa,SEAL:S,+740-690-435-255-803-220-240-235-002-817+,240,235,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-13,1074.1,Harappa,SEAL:S,+740-760-615-503-002-817+,615,503,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-15,1076.1,Harappa,SEAL:S,]000-000-002-817+,000,000,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-18,1078.1,Harappa,SEAL:S,]000-220-032-002-820+,220,032,002,820,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-21,1081.1,Harappa,SEAL:S,+405-061-527-555-233-235-806-002-817+,235,806,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-22,1082.1,Harappa,SEAL:S,+740-920-320-233-806-002-405-321+,233,806,002,405,321,false
2026-05-31,Ns-66,terminal_002_context,H-31,1091.1,Harappa,SEAL:S,+740-100-415-240-002-365-374-000+,415,240,002,365,374,false
2026-05-31,Ns-66,terminal_002_context,H-41,1100.1,Harappa,SEAL:S,]000-002-690+,<START>,000,002,690,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-42,1101.1,Harappa,SEAL:S,+740-380-235-002-817+,380,235,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-44,1103.1,Harappa,SEAL:S,+520-033-706-235-798-803-002-031-892+,798,803,002,031,892,false
2026-05-31,Ns-66,terminal_002_context,H-45,1104.1,Harappa,SEAL:S,+090-740-101-002-820+,740,101,002,820,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-51,1110.1,Harappa,SEAL:S,+740-643-240-002-861+,643,240,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-55,1114.1,Harappa,SEAL:S,+390-004-002-861-125+,390,004,002,861,125,false
2026-05-31,Ns-66,terminal_002_context,H-60,1119.1,Harappa,SEAL:S,+621-740-900-003/002-820+,900,003,002,820,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-68,1127.1,Harappa,SEAL:S,+090-740-220-003-002-390-072+,220,003,002,390,072,false
2026-05-31,Ns-66,terminal_002_context,H-74,1132.1,Harappa,SEAL:S,+002-610-125-032+,<START>,<START>,002,610,125,false
2026-05-31,Ns-66,terminal_002_context,H-78,1135.1,Harappa,SEAL:S,]000-806-002-575-000+,000,806,002,575,000,false
2026-05-31,Ns-66,terminal_002_context,H-82,1139.1,Harappa,SEAL:S,+390-017-002-220-455-741+,390,017,002,220,455,false
2026-05-31,Ns-66,terminal_002_context,H-85,1141.1,Harappa,SEAL:S,+520-219-002-817+,520,219,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-92,1148.1,Harappa,SEAL:S,+156-176-518-220-416-002-615+,220,416,002,615,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-100,1155.1,Harappa,SEAL:S,+520-031-000-002-000+,031,000,002,000,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-129,1170.1,Harappa,SEAL:R,+409-061-740-235-220-031-002-861-244-165+,220,031,002,861,244,false
2026-05-31,Ns-66,terminal_002_context,H-130,1171.1,Harappa,SEAL:R,+409-032-845-033-705-231-806-002-595-812-125-717+,231,806,002,595,812,false
2026-05-31,Ns-66,terminal_002_context,H-131,1172.1,Harappa,SEAL:R,+740-032-840-233-240-033-706-055-002-595-575-794-000+,706,055,002,595,575,false
2026-05-31,Ns-66,terminal_002_context,H-134,1175.1,Harappa,SEAL:R,+740-405-590-220-003-002-861+,220,003,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-135,1176.1,Harappa,SEAL:R,+740-773-231-806-002-861+,231,806,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-137,1178.1,Harappa,SEAL:R,+740-443-388-033-705-233-002-817+,705,233,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-140,1181.1,Harappa,SEAL:R,+740-384-032-002-817+,384,032,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-141,1182.1,Harappa,SEAL:R,+405-032-900-003-070-002-233-235+,003,070,002,233,235,false
2026-05-31,Ns-66,terminal_002_context,H-149,1190.1,Harappa,SEAL:R,+405-061-033-706-794-630-220-002-820+,630,220,002,820,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-164,1204.1,Harappa,SEAL:R,+161-097-002-817+,161,097,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-177,1211.1,Harappa,TAB:B,+700-033-151-706-031-002-817+,706,031,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-231,1258.1,Harappa,TAB:B,+520-220-240-002-820+,220,240,002,820,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-244,1269.1,Harappa,TAB:B,+104-002-820+,<START>,104,002,820,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-252,1277.1,Harappa,TAB:B,+520-240-002-405-501+,520,240,002,405,501,false
2026-05-31,Ns-66,terminal_002_context,H-253,1278.1,Harappa,TAB:B,+520-240-002-405-501+,520,240,002,405,501,false
2026-05-31,Ns-66,terminal_002_context,H-254,1279.1,Harappa,TAB:B,+520-240-002-405-501+,520,240,002,405,501,false
2026-05-31,Ns-66,terminal_002_context,H-255,1280.1,Harappa,TAB:B,+520-240-002-405-501+,520,240,002,405,501,false
2026-05-31,Ns-66,terminal_002_context,H-256,1281.1,Harappa,TAB:B,+520-240-002-405-501+,520,240,002,405,501,false
2026-05-31,Ns-66,terminal_002_context,H-257,1282.1,Harappa,TAB:B,+520-240-002-405-501+,520,240,002,405,501,false
2026-05-31,Ns-66,terminal_002_context,H-258,1283.1,Harappa,TAB:B,+520-240-002-405-501+,520,240,002,405,501,false
2026-05-31,Ns-66,terminal_002_context,H-259,1284.1,Harappa,TAB:B,+520-240-002-405-501+,520,240,002,405,501,false
2026-05-31,Ns-66,terminal_002_context,H-260,1285.1,Harappa,TAB:B,+520-240-002-405-501+,520,240,002,405,501,false
2026-05-31,Ns-66,terminal_002_context,H-261,1286.1,Harappa,TAB:B,+520-240-002-405-501+,520,240,002,405,501,false
2026-05-31,Ns-66,terminal_002_context,H-262,1287.1,Harappa,TAB:B,+520-240-002-405-501+,520,240,002,405,501,false
2026-05-31,Ns-66,terminal_002_context,H-263,1288.1,Harappa,TAB:B,+520-240-002-405-501+,520,240,002,405,501,false
2026-05-31,Ns-66,terminal_002_context,H-264,1289.1,Harappa,TAB:B,+520-240-002-405-501+,520,240,002,405,501,false
2026-05-31,Ns-66,terminal_002_context,H-265,1290.1,Harappa,TAB:B,+520-240-002-405-501+,520,240,002,405,501,false
2026-05-31,Ns-66,terminal_002_context,H-268,1293.1,Harappa,SEAL:S,+740-585-017-033-706-803-002-220-455-920+,706,803,002,220,455,false
2026-05-31,Ns-66,terminal_002_context,H-272,1296.1,Harappa,SEAL:S,+740-585-017-240-002-305-032-904+,017,240,002,305,032,false
2026-05-31,Ns-66,terminal_002_context,H-273,1297.1,Harappa,SEAL:S,]000-240-002-820+,000,240,002,820,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-276,1298.1,Harappa,TAB:B,+520-240-002-405-501+,520,240,002,405,501,false
2026-05-31,Ns-66,terminal_002_context,H-277,1299.1,Harappa,TAB:B,+520-240-002-405-501+,520,240,002,405,501,false
2026-05-31,Ns-66,terminal_002_context,H-285,1307.1,Harappa,TAB:I,+740-382-002[,740,382,002,<END>,<END>,true
2026-05-31,Ns-66,terminal_002_context,H-292,1314.1,Harappa,TAB:I,+002-817+,<START>,<START>,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-293,1315.1,Harappa,TAB:I,+002-817+,<START>,<START>,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-375,1394.1,Harappa,POT:T:g,]000-220-002-000[,000,220,002,000,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-383,1398.1,Harappa,SEAL:S,+740-585-017-033-705-002-000+,033,705,002,000,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-385,1399.1,Harappa,SEAL:S,+000-220-002-595-632-354-850+,000,220,002,595,632,false
2026-05-31,Ns-66,terminal_002_context,H-388,1401.1,Harappa,SEAL:S,+520-033-706-231-806-002-817+,231,806,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-389,1402.1,Harappa,SEAL:S,+740-405-590-235-002-031-480-625+,590,235,002,031,480,false
2026-05-31,Ns-66,terminal_002_context,H-405,1410.1,Harappa,SEAL:S,+236-806-002-863+,236,806,002,863,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-407,1412.1,Harappa,SEAL:S,+390-003-002-817+,390,003,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-408,1413.1,Harappa,SEAL:S,+740-176-240-002-702-503+,176,240,002,702,503,false
2026-05-31,Ns-66,terminal_002_context,H-410,1414.1,Harappa,SEAL:S,+368-840-830-002-861+,840,830,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-417,1420.1,Harappa,SEAL:S,+740-255-706-002-000[,255,706,002,000,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-426,1426.1,Harappa,SEAL:S,]000-240-235-002-460-511+,240,235,002,460,511,false
2026-05-31,Ns-66,terminal_002_context,H-444,1434.1,Harappa,SEAL:S,+241-220-032-002-861+,220,032,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-445,1435.1,Harappa,SEAL:S,]235-803-002-000+,235,803,002,000,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-446,1436.1,Harappa,SEAL:S,+740-585-798-002-861-216+,585,798,002,861,216,false
2026-05-31,Ns-66,terminal_002_context,H-455,1445.1,Harappa,SEAL:S,+520-033-705-002-172-032+,033,705,002,172,032,false
2026-05-31,Ns-66,terminal_002_context,H-456,1446.1,Harappa,SEAL:S,+520-033-706-002-817-808+,033,706,002,817,808,false
2026-05-31,Ns-66,terminal_002_context,H-457,1447.1,Harappa,SEAL:S,+740-798-003-002-416+,798,003,002,416,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-459,1449.1,Harappa,SEAL:S,+527-555-231-002-817+,555,231,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-461,1450.1,Harappa,SEAL:S,+090-740-384-002-452-000+,740,384,002,452,000,false
2026-05-31,Ns-66,terminal_002_context,H-464,1452.1,Harappa,SEAL:S,+000-176-002-798-590-032+,000,176,002,798,590,false
2026-05-31,Ns-66,terminal_002_context,H-468,1456.1,Harappa,SEAL:S,+740-900-003-002-940-705+,900,003,002,940,705,false
2026-05-31,Ns-66,terminal_002_context,H-476,1463.1,Harappa,SEAL:S,+740-100-717-002-000[,100,717,002,000,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-478,1466.1,Harappa,SEAL:S,+740-770-235-002-817+,770,235,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-480,1468.1,Harappa,SEAL:S,]002-416+,<START>,<START>,002,416,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-484,1472.1,Harappa,SEAL:S,]233-002-817+,<START>,233,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-486,1474.1,Harappa,SEAL:S,]002-000-861-031+,<START>,<START>,002,000,861,false
2026-05-31,Ns-66,terminal_002_context,H-501,1479.1,Harappa,SEAL:S,+520-233-803-002-817+,233,803,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-506,1484.1,Harappa,SEAL:S,+294-350-595-820-002-820+,595,820,002,820,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-507,1485.1,Harappa,SEAL:S,]000-032-002-820+,000,032,002,820,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-514,1491.1,Harappa,SEAL:S,+151-220-016-002-820+,220,016,002,820,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-561,1515.1,Harappa,SEAL:S,+226-002-000[,<START>,226,002,000,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-563,1517.1,Harappa,SEAL,+740-335-002-630[,740,335,002,630,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-574,1526.1,Harappa,SEAL,]000-803-002-820+,000,803,002,820,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-593,1537.1,Harappa,SEAL:S,+740-760-235-240-002-220-000[,235,240,002,220,000,false
2026-05-31,Ns-66,terminal_002_context,H-597,1540.1,Harappa,SEAL:S,+740-390-590-070-032-002-861+,070,032,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-597,1540.2,Harappa,SEAL:S,+740-390-590-070-032-002-861+,070,032,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-598,1541.2,Harappa,SEAL:S,+740-639-240-002-435-255-777+,639,240,002,435,255,false
2026-05-31,Ns-66,terminal_002_context,H-600,1543.1,Harappa,SEAL:S,+002-368-260+,<START>,<START>,002,368,260,false
2026-05-31,Ns-66,terminal_002_context,H-609,1549.1,Harappa,SEAL:S,]798-233-231-002-817-000+,233,231,002,817,000,false
2026-05-31,Ns-66,terminal_002_context,H-611,1551.1,Harappa,SEAL:S,+527-550-002-125-590+,527,550,002,125,590,false
2026-05-31,Ns-66,terminal_002_context,H-612,1552.1,Harappa,SEAL:S,+740-615-495-002-825+,615,495,002,825,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-639,1554.1,Harappa,SEAL:R,+407-000-000-705-832-904-845-235-002-717-747+,845,235,002,717,747,false
2026-05-31,Ns-66,terminal_002_context,H-640,1555.1,Harappa,SEAL:R,]220-032-002-817+,220,032,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-649,1564.1,Harappa,SEAL:R,+520-033-705-233-240-806-002-820+,240,806,002,820,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-651,1566.1,Harappa,SEAL:R,]031-002-861+,<START>,031,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-653,1568.1,Harappa,SEAL:R,+000-000-000-000-002-820+,000,000,002,820,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-658,1573.1,Harappa,SEAL:R,]900-002-817+,<START>,900,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-663,1578.1,Harappa,SEAL:R,]405-002[,<START>,405,002,<END>,<END>,true
2026-05-31,Ns-66,terminal_002_context,H-688,1594.1,Harappa,SEAL,+520-233-002-861-831-165+,520,233,002,861,831,false
2026-05-31,Ns-66,terminal_002_context,H-697,1602.1,Harappa,TAB:B,+740-904-240-002-817+,904,240,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-701,1606.1,Harappa,TAB:B,]240-002-418+,<START>,240,002,418,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-702,1607.1,Harappa,TAB:B,+137-002-820+,<START>,137,002,820,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-706,1611.1,Harappa,TAB:B,+700-033-137-002-820+,033,137,002,820,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-719,1622.1,Harappa,TAB:B,+405-004-002-861+,405,004,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-773,1665.1,Harappa,TAB:B,+740-798-803-002-390-530-741+,798,803,002,390,530,false
2026-05-31,Ns-66,terminal_002_context,H-806,1695.1,Harappa,TAB:B,+740-482-240-002-861+,482,240,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-807,1696.1,Harappa,TAB:B,+740-482-240-002-861+,482,240,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-808,1697.1,Harappa,TAB:B,+740-482-240-002-861+,482,240,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-811,1700.1,Harappa,TAB:B,+317-740-335-740-176-002-920-491+,740,176,002,920,491,false
2026-05-31,Ns-66,terminal_002_context,H-829,1717.1,Harappa,TAB:B,+139-002-820+,<START>,139,002,820,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-833,1719.1,Harappa,TAB:B,+526-554-002-820+,526,554,002,820,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-838,1724.1,Harappa,TAB:B,+740-615-495-002-817+,615,495,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-844,1730.1,Harappa,TAB:B,+740-840-002+,740,840,002,<END>,<END>,true
2026-05-31,Ns-66,terminal_002_context,H-859,1742.1,Harappa,TAB:B,+520-240-002-405-501+,520,240,002,405,501,false
2026-05-31,Ns-66,terminal_002_context,H-860,1743.1,Harappa,TAB:B,+520-240-002-405-501+,520,240,002,405,501,false
2026-05-31,Ns-66,terminal_002_context,H-861,1744.1,Harappa,TAB:B,+520-240-002-405-501+,520,240,002,405,501,false
2026-05-31,Ns-66,terminal_002_context,H-862,1745.1,Harappa,TAB:B,+520-240-002-405-501+,520,240,002,405,501,false
2026-05-31,Ns-66,terminal_002_context,H-863,1746.1,Harappa,TAB:B,+520-240-002-405-501+,520,240,002,405,501,false
2026-05-31,Ns-66,terminal_002_context,H-864,1747.1,Harappa,TAB:B,+520-240-002-405-501+,520,240,002,405,501,false
2026-05-31,Ns-66,terminal_002_context,H-865,1748.1,Harappa,TAB:B,+520-240-002-405-501+,520,240,002,405,501,false
2026-05-31,Ns-66,terminal_002_context,H-866,1749.1,Harappa,TAB:B,+520-240-002-405-501+,520,240,002,405,501,false
2026-05-31,Ns-66,terminal_002_context,H-867,1750.1,Harappa,TAB:B,+520-240-002-405-501+,520,240,002,405,501,false
2026-05-31,Ns-66,terminal_002_context,H-868,1751.1,Harappa,TAB:B,+520-240-002-405-501+,520,240,002,405,501,false
2026-05-31,Ns-66,terminal_002_context,H-869,1752.1,Harappa,TAB:B,+520-240-002-405-501+,520,240,002,405,501,false
2026-05-31,Ns-66,terminal_002_context,H-870,1753.1,Harappa,TAB:B,+520-240-002-405-501+,520,240,002,405,501,false
2026-05-31,Ns-66,terminal_002_context,H-887,1769.1,Harappa,TAB:I,+002-817+,<START>,<START>,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,H-904,1786.1,Harappa,TAB:I,+740-032-840-002+,032,840,002,<END>,<END>,true
2026-05-31,Ns-66,terminal_002_context,H-909,1791.1,Harappa,TAB:I,+002-820-000[,<START>,<START>,002,820,000,false
2026-05-31,Ns-66,terminal_002_context,H-910,1792.1,Harappa,TAB:I,+002-861-416+,<START>,<START>,002,861,416,false
2026-05-31,Ns-66,terminal_002_context,Jk-2,1875.1,Jhukar,SEAL:S,+740-803-233-002-817+,803,233,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,K-2,1878.1,Kalibangan,SEAL:S,+740-585-017-002-000+,585,017,002,000,<END>,false
2026-05-31,Ns-66,terminal_002_context,K-4,1879.1,Kalibangan,SEAL:S,+036-269-140-002-741-060-920+,269,140,002,741,060,false
2026-05-31,Ns-66,terminal_002_context,K-10,1885.1,Kalibangan,SEAL:S,+740-690-435-255-002-368-861-590-032-368+,435,255,002,368,861,false
2026-05-31,Ns-66,terminal_002_context,K-12,1887.1,Kalibangan,SEAL:S,+000-003-002-820+,000,003,002,820,<END>,false
2026-05-31,Ns-66,terminal_002_context,K-18,1893.1,Kalibangan,SEAL:S,+307-002-762-463-140+,<START>,307,002,762,463,false
2026-05-31,Ns-66,terminal_002_context,K-23,1897.1,Kalibangan,SEAL:S,+740-441-002-820-033+,740,441,002,820,033,false
2026-05-31,Ns-66,terminal_002_context,K-24,1898.1,Kalibangan,SEAL:S,+740-760-093-002-252-575+,760,093,002,252,575,false
2026-05-31,Ns-66,terminal_002_context,K-25,1899.1,Kalibangan,SEAL:S,+520-231-002-220-065-132-082+,520,231,002,220,065,false
2026-05-31,Ns-66,terminal_002_context,K-27,1901.1,Kalibangan,SEAL:S,+002-817+,<START>,<START>,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,K-28,1902.1,Kalibangan,SEAL:S,+440-411-740-335-002-285-491+,740,335,002,285,491,false
2026-05-31,Ns-66,terminal_002_context,K-33,1906.1,Kalibangan,SEAL:S,+226-002-861+,<START>,226,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,K-40,1908.1,Kalibangan,SEAL:S,+760-031-002-861-791-440-717+,760,031,002,861,791,false
2026-05-31,Ns-66,terminal_002_context,K-44,1910.1,Kalibangan,SEAL:S,+740-337-176-002-000-000[,337,176,002,000,000,false
2026-05-31,Ns-66,terminal_002_context,K-54,1917.1,Kalibangan,SEAL:S,+000-002-870+,<START>,000,002,870,<END>,false
2026-05-31,Ns-66,terminal_002_context,K-69,1927.1,Kalibangan,TAG,+892-890-417-002-056-091+,890,417,002,056,091,false
2026-05-31,Ns-66,terminal_002_context,K-70,1928.1,Kalibangan,TAG,+892-890-417-002-056-091+,890,417,002,056,091,false
2026-05-31,Ns-66,terminal_002_context,K-71,1929.1,Kalibangan,TAG,+892-890-417-002-056-091+,890,417,002,056,091,false
2026-05-31,Ns-66,terminal_002_context,K-72,1930.1,Kalibangan,TAG,+892-890-417-002-056-091+,890,417,002,056,091,false
2026-05-31,Ns-66,terminal_002_context,K-73,1931.1,Kalibangan,TAG,+892-890-417-002-056-091+,890,417,002,056,091,false
2026-05-31,Ns-66,terminal_002_context,K-74,1932.1,Kalibangan,TAG,+892-890-417-002-056-091+,890,417,002,056,091,false
2026-05-31,Ns-66,terminal_002_context,K-75,1933.1,Kalibangan,TAG,+892-890-417-002-056-091+,890,417,002,056,091,false
2026-05-31,Ns-66,terminal_002_context,K-78,1935.1,Kalibangan,TAB:B,+740-817-390-002-820+,817,390,002,820,<END>,false
2026-05-31,Ns-66,terminal_002_context,K-82,1938.1,Kalibangan,TAG:L,+390-003-002-861+,390,003,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,K-85,1940.1,Kalibangan,TAG:L,+520-033-002-861+,520,033,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,K-87,1942.2,Kalibangan,TAG:L,+740-000-000-002-861[,000,000,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,K-88,1943.1,Kalibangan,TAG:L,+740-000-460-002-861+,000,460,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,K-89,1944.1,Kalibangan,TAG:L,+090-740-362-002-360-832+,740,362,002,360,832,false
2026-05-31,Ns-66,terminal_002_context,K-89,1944.2,Kalibangan,TAG:L,+000-033-705-000-002-000+,705,000,002,000,<END>,false
2026-05-31,Ns-66,terminal_002_context,K-89,1944.3,Kalibangan,TAG:L,+001-350-002-595-390-000+,001,350,002,595,390,false
2026-05-31,Ns-66,terminal_002_context,Kd-15,1979.1,Kot-Diji,POT:T:g,]002-700+,<START>,<START>,002,700,<END>,false
2026-05-31,Ns-66,terminal_002_context,Lh-1,1981.1,Lohumjo-daro,SEAL:S,+740-760-615-104-717-235-002-392-590-125+,717,235,002,392,590,false
2026-05-31,Ns-66,terminal_002_context,L-1,1984.1,Lothal,SEAL:S,+527-550-233-002-812-095+,550,233,002,812,095,false
2026-05-31,Ns-66,terminal_002_context,L-4,1986.1,Lothal,SEAL:S,+090-740-100-233-002-575-031+,100,233,002,575,031,false
2026-05-31,Ns-66,terminal_002_context,L-5,1987.1,Lothal,SEAL:S,+740-760-552/000-002-455-692-416+,552,000,002,455,692,false
2026-05-31,Ns-66,terminal_002_context,L-10,1989.1,Lothal,SEAL:S,+520-033-705-233-240-460-491-002-000+,460,491,002,000,<END>,false
2026-05-31,Ns-66,terminal_002_context,L-11,1990.1,Lothal,SEAL:S,+590-705-435-255-778-002-817+,255,778,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,L-12,1991.1,Lothal,SEAL:S,+000-798-000-354-002-130-035[,000,354,002,130,035,false
2026-05-31,Ns-66,terminal_002_context,L-15,1993.1,Lothal,SEAL:S,+000-000-000-000/032-832-032-002-415+,832,032,002,415,<END>,false
2026-05-31,Ns-66,terminal_002_context,L-18,1996.1,Lothal,SEAL:S,+415-031-002-820+,415,031,002,820,<END>,false
2026-05-31,Ns-66,terminal_002_context,L-25,2002.1,Lothal,SEAL:S,+740-016-002-000[,740,016,002,000,<END>,false
2026-05-31,Ns-66,terminal_002_context,L-39,2012.1,Lothal,SEAL:S,+520-315-002-861-626+,520,315,002,861,626,false
2026-05-31,Ns-66,terminal_002_context,L-41,2013.1,Lothal,SEAL:S,+090-740-233-002-817+,740,233,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,L-46,2017.1,Lothal,SEAL:S,+527-388-233-740-176-002-861-392+,740,176,002,861,392,false
2026-05-31,Ns-66,terminal_002_context,L-47,2018.1,Lothal,SEAL:S,+409-190-002-798-055+,409,190,002,798,055,false
2026-05-31,Ns-66,terminal_002_context,L-57,2024.1,Lothal,SEAL:S,+832-002-861+,<START>,832,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,L-62,2028.1,Lothal,SEAL,]003-002-861[,<START>,003,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,L-65,2031.1,Lothal,SEAL:S,]240-002-861+,<START>,240,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,L-82,2036.1,Lothal,SEAL:R,+806-231-002-221+,806,231,002,221,<END>,false
2026-05-31,Ns-66,terminal_002_context,L-83,2037.1,Lothal,SEAL:L,+740-806-240-002-820+,806,240,002,820,<END>,false
2026-05-31,Ns-66,terminal_002_context,L-84,2038.1,Lothal,SEAL:R,+048-002-817+,<START>,048,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,L-87,2041.1,Lothal,SEAL:R,+740-032-840-233-220-032-060-825-002+,060,825,002,<END>,<END>,true
2026-05-31,Ns-66,terminal_002_context,L-89,2043.1,Lothal,SEAL:R,+527-555-235-002-861+,555,235,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,L-91,2045.1,Lothal,SEAL:R,+416-002-824+,<START>,416,002,824,<END>,false
2026-05-31,Ns-66,terminal_002_context,L-92,2046.1,Lothal,SEAL:R,+520-070-255-832-002-817+,255,832,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,L-95,2049.1,Lothal,SEAL:R,+740-000-175-002-880+,000,175,002,880,<END>,false
2026-05-31,Ns-66,terminal_002_context,L-112,2061.1,Lothal,SEAL:R,+740-760-605-002-540-590+,760,605,002,540,590,false
2026-05-31,Ns-66,terminal_002_context,L-130,2073.1,Lothal,TAG,+236-002-861+,<START>,236,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,L-131,2074.1,Lothal,TAG,+236-002-861+,<START>,236,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,L-133,2076.1,Lothal,TAG,]002-861+,<START>,<START>,002,861,<END>,false
2026-05-31,Ns-66,terminal_002_context,L-134,2077.1,Lothal,TAG,+520-233-220-240-002-617+,220,240,002,617,<END>,false
2026-05-31,Ns-66,terminal_002_context,L-136,2078.1,Lothal,TAG,]002-617+,<START>,<START>,002,617,<END>,false
2026-05-31,Ns-66,terminal_002_context,L-137,2079.1,Lothal,TAG,]000-000-002-820+,000,000,002,820,<END>,false
2026-05-31,Ns-66,terminal_002_context,L-138,2080.1,Lothal,TAG:L,+520-070-002-000[,520,070,002,000,<END>,false
2026-05-31,Ns-66,terminal_002_context,L-139,2081.1,Lothal,TAG,]390-590-032-002-880[,590,032,002,880,<END>,false
2026-05-31,Ns-66,terminal_002_context,L-145,2087.1,Lothal,TAG,+390-415-002-550+,390,415,002,550,<END>,false
2026-05-31,Ns-66,terminal_002_context,L-161,2093.1,Lothal,TAG:B,+740-048-002-817+,740,048,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,L-162,2094.1,Lothal,TAG:B,+740-048-002-817+,740,048,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,L-163,2095.1,Lothal,TAG:B,+740-048-002-817+,740,048,002,817,<END>,false
2026-05-31,Ns-66,terminal_002_context,L-164,2096.1,Lothal,TAG:B,+740-048-002-817+,740,048,002,817,<END>,false
