checked_date,head_after_002,frame_count,terminal_count,terminal_share,next_entropy_bits,top_next_share,top_exact_text_share,top_next,top_sites,top_types,classifier_class,confidence_movement,examples
2026-05-31,354,1,0,0.000000,0.000000,1.000000,1.000000,004:1,Mohenjo-daro:1,SEAL:R:1,low_count_unclassified,background,M-413:]415-798-002-354-004+
2026-05-31,360,1,0,0.000000,0.000000,1.000000,1.000000,832:1,Kalibangan:1,TAG:L:1,low_count_unclassified,background,K-89:+090-740-362-002-360-832+
2026-05-31,392,1,0,0.000000,0.000000,1.000000,1.000000,590:1,Lohumjo-daro:1,SEAL:S:1,low_count_unclassified,background,Lh-1:+740-760-615-104-717-235-002-392-590-125+
2026-05-31,400,1,0,0.000000,0.000000,1.000000,1.000000,703:1,Mohenjo-daro:1,SEAL:S:1,low_count_unclassified,background,M-1135:+740-061-002-400-703+
2026-05-31,407,1,0,0.000000,0.000000,1.000000,1.000000,125:1,Mohenjo-daro:1,TAB:C:1,low_count_unclassified,background,M-2055:+002-407-125-590-831+
2026-05-31,413,1,0,0.000000,0.000000,1.000000,1.000000,368:1,Mohenjo-daro:1,SEAL:S:1,low_count_unclassified,background,M-1894:+740-440-233-002-413-368-031+
2026-05-31,415,1,1,1.000000,0.000000,1.000000,1.000000,<END>:1,Lothal:1,SEAL:S:1,low_count_unclassified,background,L-15:+000-000-000-000/032-832-032-002-415+
2026-05-31,418,1,1,1.000000,0.000000,1.000000,1.000000,<END>:1,Harappa:1,TAB:B:1,low_count_unclassified,background,H-701:]240-002-418+
2026-05-31,452,1,0,0.000000,0.000000,1.000000,1.000000,000:1,Harappa:1,SEAL:S:1,low_count_unclassified,background,H-461:+090-740-384-002-452-000+
2026-05-31,454,1,1,1.000000,0.000000,1.000000,1.000000,<END>:1,Mohenjo-daro:1,SEAL:R:1,low_count_unclassified,background,M-367:+001-226-032-002-454+
2026-05-31,456,1,1,1.000000,0.000000,1.000000,1.000000,<END>:1,Mohenjo-daro:1,SEAL:S:1,low_count_unclassified,background,M-1150:+621-520-231-240-002-456+
2026-05-31,457,1,1,1.000000,0.000000,1.000000,1.000000,<END>:1,Dholavira:1,MISC:1,low_count_unclassified,background,-:+033-705-233-235-002-457+
2026-05-31,463,1,0,0.000000,0.000000,1.000000,1.000000,575:1,Dholavira:1,SEAL:S:1,low_count_unclassified,background,-:+463-513/390-017-002-463-575+
2026-05-31,504,1,0,0.000000,0.000000,1.000000,1.000000,717:1,Mohenjo-daro:1,SEAL:S:1,low_count_unclassified,background,M-52:+740-904-032-220-415-235-803-002-504-717+
2026-05-31,518,1,1,1.000000,0.000000,1.000000,1.000000,<END>:1,Mohenjo-daro:1,SEAL:S:1,low_count_unclassified,background,M-1916:+740-604-142-002-518+
2026-05-31,520,1,0,0.000000,0.000000,1.000000,1.000000,000:1,Mohenjo-daro:1,TAB:B:1,low_count_unclassified,background,M-451:+000-002-520-000-000-000-906-388+
2026-05-31,527,1,0,0.000000,0.000000,1.000000,1.000000,475:1,Mohenjo-daro:1,SEAL:S:1,low_count_unclassified,background,M-40:+391-002-527-475-005+
2026-05-31,546,1,1,1.000000,0.000000,1.000000,1.000000,<END>:1,Harappa:1,SEAL:S:1,low_count_unclassified,background,H-1662:+033-033/740-142-061-140-002-546+
2026-05-31,564,1,0,0.000000,0.000000,1.000000,1.000000,617:1,Mohenjo-daro:1,SEAL:S:1,low_count_unclassified,background,M-4:+298-465-033-705-231-002-564-617-033+
2026-05-31,577,1,1,1.000000,0.000000,1.000000,1.000000,<END>:1,Mohenjo-daro:1,SEAL:S:1,low_count_unclassified,background,M-957:+740-760-705-002-577+
2026-05-31,585,1,1,1.000000,0.000000,1.000000,1.000000,<END>:1,Mohenjo-daro:1,SEAL:R:1,low_count_unclassified,background,M-1967:+520-033-705-002-585[
2026-05-31,590,1,0,0.000000,0.000000,1.000000,1.000000,455:1,Mohenjo-daro:1,SEAL:S:1,low_count_unclassified,background,M-1909:+368-005-002-590-455+
2026-05-31,611,1,0,0.000000,0.000000,1.000000,1.000000,615:1,Harappa:1,SEAL:S:1,low_count_unclassified,background,H-3:+740-585-017-002-611-615-703+
2026-05-31,615,1,1,1.000000,0.000000,1.000000,1.000000,<END>:1,Harappa:1,SEAL:S:1,low_count_unclassified,background,H-92:+156-176-518-220-416-002-615+
2026-05-31,629,1,0,0.000000,0.000000,1.000000,1.000000,279:1,Dholavira:1,SEAL:S:1,low_count_unclassified,background,-:+740-384-002-629-279+
2026-05-31,630,1,1,1.000000,0.000000,1.000000,1.000000,<END>:1,Harappa:1,SEAL:1,low_count_unclassified,background,H-563:+740-335-002-630[
2026-05-31,679,1,1,1.000000,0.000000,1.000000,1.000000,<END>:1,Mohenjo-daro:1,SEAL:S:1,low_count_unclassified,background,M-267:+740-630-155-002-679+
2026-05-31,693,1,1,1.000000,0.000000,1.000000,1.000000,<END>:1,Mohenjo-daro:1,SEAL:S:1,low_count_unclassified,background,M-57:+226-032-231-798-002-693+
2026-05-31,702,1,0,0.000000,0.000000,1.000000,1.000000,503:1,Harappa:1,SEAL:S:1,low_count_unclassified,background,H-408:+740-176-240-002-702-503+
2026-05-31,703,1,0,0.000000,0.000000,1.000000,1.000000,000:1,Mohenjo-daro:1,SEAL:S:1,low_count_unclassified,background,M-1787:+740-061-002-703-000+
2026-05-31,727,1,0,0.000000,0.000000,1.000000,1.000000,317:1,Mohenjo-daro:1,SEAL:S:1,low_count_unclassified,background,M-308:+520-220-002-727-317+
2026-05-31,735,1,1,1.000000,0.000000,1.000000,1.000000,<END>:1,Mohenjo-daro:1,SEAL:S:1,low_count_unclassified,background,M-1733:]000-002-735+
2026-05-31,762,1,0,0.000000,0.000000,1.000000,1.000000,463:1,Kalibangan:1,SEAL:S:1,low_count_unclassified,background,K-18:+307-002-762-463-140+
2026-05-31,764,1,1,1.000000,0.000000,1.000000,1.000000,<END>:1,Mohenjo-daro:1,SEAL:S:1,low_count_unclassified,background,M-713:+226-803-717-002-764+
2026-05-31,768,1,1,1.000000,0.000000,1.000000,1.000000,<END>:1,Mohenjo-daro:1,SEAL:S:1,low_count_unclassified,background,M-1759:+740-032-840-002-768+
2026-05-31,790,1,0,0.000000,0.000000,1.000000,1.000000,290:1,Mohenjo-daro:1,BNGL:1,low_count_unclassified,background,M-1631:+002-790-290-741+
2026-05-31,803,1,1,1.000000,0.000000,1.000000,1.000000,<END>:1,Mohenjo-daro:1,SEAL:S:1,low_count_unclassified,background,M-177:+390-003-002-803+
2026-05-31,818,1,1,1.000000,0.000000,1.000000,1.000000,<END>:1,Mohenjo-daro:1,SEAL:S:1,low_count_unclassified,background,M-272:+002-818+
2026-05-31,825,1,1,1.000000,0.000000,1.000000,1.000000,<END>:1,Harappa:1,SEAL:S:1,low_count_unclassified,background,H-612:+740-615-495-002-825+
2026-05-31,862,1,0,0.000000,0.000000,1.000000,1.000000,032:1,Harappa:1,SEAL:S:1,low_count_unclassified,background,H-1033:+220-500-520-002-862-032+
2026-05-31,863,1,1,1.000000,0.000000,1.000000,1.000000,<END>:1,Harappa:1,SEAL:S:1,low_count_unclassified,background,H-405:+236-806-002-863+
2026-05-31,870,1,1,1.000000,0.000000,1.000000,1.000000,<END>:1,Kalibangan:1,SEAL:S:1,low_count_unclassified,background,K-54:+000-002-870+
2026-05-31,904,1,0,0.000000,0.000000,1.000000,1.000000,346:1,Mohenjo-daro:1,SEAL:R:1,low_count_unclassified,background,M-1319:]798-806-002-904-346+
2026-05-31,905,1,1,1.000000,0.000000,1.000000,1.000000,<END>:1,Mohenjo-daro:1,IMPL:1,low_count_unclassified,background,M-2128:+041-705-002-905+
2026-05-31,933,1,1,1.000000,0.000000,1.000000,1.000000,<END>:1,Harappa:1,SEAL:S:1,low_count_unclassified,background,H-1049:+405-004-002-933+
2026-05-31,944,1,0,0.000000,0.000000,1.000000,1.000000,920:1,Mohenjo-daro:1,SEAL:S:1,low_count_unclassified,background,M-280:+740-482-240-002-944-920-140+
