slice,iteration,shuffled_satisfied,shuffled_total,shuffled_share,share_ge_observed,satisfied_ge_observed
medium_4_6_rect_copper,7,28,61,0.45901639344262296,false,false
medium_4_6_rect_copper,8,29,61,0.47540983606557374,false,false
medium_4_6_rect_copper,9,24,61,0.39344262295081966,false,false
medium_4_6_rect_copper,10,27,61,0.4426229508196721,false,false
medium_4_6_rect_copper,11,30,61,0.4918032786885246,false,false
medium_4_6_rect_copper,12,24,61,0.39344262295081966,false,false
medium_4_6_rect_copper,13,33,61,0.5409836065573771,false,false
medium_4_6_rect_copper,14,24,61,0.39344262295081966,false,false
medium_4_6_rect_copper,15,33,61,0.5409836065573771,false,false
medium_4_6_rect_copper,16,34,61,0.5573770491803278,false,false
medium_4_6_rect_copper,17,31,61,0.5081967213114754,false,false
medium_4_6_rect_copper,18,33,61,0.5409836065573771,false,false
medium_4_6_rect_copper,19,28,61,0.45901639344262296,false,false
medium_4_6_rect_copper,20,31,61,0.5081967213114754,false,false
medium_4_6_rect_copper,21,30,61,0.4918032786885246,false,false
medium_4_6_rect_copper,22,35,61,0.5737704918032787,false,false
medium_4_6_rect_copper,23,23,61,0.3770491803278688,false,false
medium_4_6_rect_copper,24,26,61,0.4262295081967213,false,false
medium_4_6_rect_copper,25,33,61,0.5409836065573771,false,false
medium_4_6_rect_copper,26,34,61,0.5573770491803278,false,false
medium_4_6_rect_copper,27,31,61,0.5081967213114754,false,false
medium_4_6_rect_copper,28,35,61,0.5737704918032787,false,false
medium_4_6_rect_copper,29,28,61,0.45901639344262296,false,false
medium_4_6_rect_copper,30,26,61,0.4262295081967213,false,false
medium_4_6_rect_copper,31,30,61,0.4918032786885246,false,false
medium_4_6_rect_copper,32,31,61,0.5081967213114754,false,false
medium_4_6_rect_copper,33,26,61,0.4262295081967213,false,false
medium_4_6_rect_copper,34,33,61,0.5409836065573771,false,false
medium_4_6_rect_copper,35,33,61,0.5409836065573771,false,false
medium_4_6_rect_copper,36,26,61,0.4262295081967213,false,false
medium_4_6_rect_copper,37,31,61,0.5081967213114754,false,false
medium_4_6_rect_copper,38,30,61,0.4918032786885246,false,false
medium_4_6_rect_copper,39,28,61,0.45901639344262296,false,false
medium_4_6_rect_copper,40,30,61,0.4918032786885246,false,false
medium_4_6_rect_copper,41,34,61,0.5573770491803278,false,false
medium_4_6_rect_copper,42,31,61,0.5081967213114754,false,false
medium_4_6_rect_copper,43,32,61,0.5245901639344263,false,false
medium_4_6_rect_copper,44,39,61,0.639344262295082,false,false
medium_4_6_rect_copper,45,35,61,0.5737704918032787,false,false
medium_4_6_rect_copper,46,28,61,0.45901639344262296,false,false
medium_4_6_rect_copper,47,35,61,0.5737704918032787,false,false
medium_4_6_rect_copper,48,36,61,0.5901639344262295,false,false
medium_4_6_rect_copper,49,35,61,0.5737704918032787,false,false
medium_4_6_square_seal,0,200,446,0.4484304932735426,false,false
medium_4_6_square_seal,1,230,446,0.515695067264574,false,false
medium_4_6_square_seal,2,203,446,0.4551569506726457,false,false
medium_4_6_square_seal,3,253,446,0.5672645739910314,false,false
medium_4_6_square_seal,4,232,446,0.5201793721973094,false,false
medium_4_6_square_seal,5,216,446,0.484304932735426,false,false
medium_4_6_square_seal,6,228,446,0.5112107623318386,false,false
medium_4_6_square_seal,7,241,446,0.5403587443946188,false,false
medium_4_6_square_seal,8,219,446,0.4910313901345291,false,false
medium_4_6_square_seal,9,214,446,0.4798206278026906,false,false
medium_4_6_square_seal,10,219,446,0.4910313901345291,false,false
medium_4_6_square_seal,11,223,446,0.5,false,false
medium_4_6_square_seal,12,234,446,0.5246636771300448,false,false
medium_4_6_square_seal,13,225,446,0.5044843049327354,false,false
medium_4_6_square_seal,14,211,446,0.4730941704035874,false,false
medium_4_6_square_seal,15,215,446,0.4820627802690583,false,false
medium_4_6_square_seal,16,228,446,0.5112107623318386,false,false
medium_4_6_square_seal,17,216,446,0.484304932735426,false,false
medium_4_6_square_seal,18,215,446,0.4820627802690583,false,false
medium_4_6_square_seal,19,218,446,0.48878923766816146,false,false
medium_4_6_square_seal,20,222,446,0.4977578475336323,false,false
medium_4_6_square_seal,21,232,446,0.5201793721973094,false,false
medium_4_6_square_seal,22,193,446,0.4327354260089686,false,false
medium_4_6_square_seal,23,224,446,0.5022421524663677,false,false
medium_4_6_square_seal,24,217,446,0.48654708520179374,false,false
medium_4_6_square_seal,25,227,446,0.5089686098654709,false,false
medium_4_6_square_seal,26,205,446,0.45964125560538116,false,false
medium_4_6_square_seal,27,230,446,0.515695067264574,false,false
medium_4_6_square_seal,28,220,446,0.49327354260089684,false,false
medium_4_6_square_seal,29,221,446,0.49551569506726456,false,false
medium_4_6_square_seal,30,206,446,0.4618834080717489,false,false
medium_4_6_square_seal,31,240,446,0.5381165919282511,false,false
medium_4_6_square_seal,32,223,446,0.5,false,false
medium_4_6_square_seal,33,218,446,0.48878923766816146,false,false
medium_4_6_square_seal,34,209,446,0.46860986547085204,false,false
medium_4_6_square_seal,35,213,446,0.47757847533632286,false,false
medium_4_6_square_seal,36,231,446,0.5179372197309418,false,false
medium_4_6_square_seal,37,228,446,0.5112107623318386,false,false
medium_4_6_square_seal,38,213,446,0.47757847533632286,false,false
medium_4_6_square_seal,39,225,446,0.5044843049327354,false,false
medium_4_6_square_seal,40,221,446,0.49551569506726456,false,false
medium_4_6_square_seal,41,228,446,0.5112107623318386,false,false
medium_4_6_square_seal,42,225,446,0.5044843049327354,false,false
medium_4_6_square_seal,43,225,446,0.5044843049327354,false,false
medium_4_6_square_seal,44,226,446,0.5067264573991032,false,false
medium_4_6_square_seal,45,206,446,0.4618834080717489,false,false
medium_4_6_square_seal,46,226,446,0.5067264573991032,false,false
medium_4_6_square_seal,47,231,446,0.5179372197309418,false,false
medium_4_6_square_seal,48,224,446,0.5022421524663677,false,false
medium_4_6_square_seal,49,233,446,0.5224215246636771,false,false
long_7_9_rect_copper,0,18,41,0.43902439024390244,false,false
long_7_9_rect_copper,1,24,41,0.5853658536585366,false,false
long_7_9_rect_copper,2,29,41,0.7073170731707317,false,false
long_7_9_rect_copper,3,24,41,0.5853658536585366,false,false
long_7_9_rect_copper,4,20,41,0.4878048780487805,false,false
long_7_9_rect_copper,5,16,41,0.3902439024390244,false,false
long_7_9_rect_copper,6,24,41,0.5853658536585366,false,false
long_7_9_rect_copper,7,24,41,0.5853658536585366,false,false
long_7_9_rect_copper,8,21,41,0.5121951219512195,false,false
long_7_9_rect_copper,9,24,41,0.5853658536585366,false,false
long_7_9_rect_copper,10,23,41,0.5609756097560976,false,false
long_7_9_rect_copper,11,22,41,0.5365853658536586,false,false
long_7_9_rect_copper,12,22,41,0.5365853658536586,false,false
long_7_9_rect_copper,13,24,41,0.5853658536585366,false,false
long_7_9_rect_copper,14,22,41,0.5365853658536586,false,false
long_7_9_rect_copper,15,16,41,0.3902439024390244,false,false
long_7_9_rect_copper,16,22,41,0.5365853658536586,false,false
long_7_9_rect_copper,17,21,41,0.5121951219512195,false,false
long_7_9_rect_copper,18,18,41,0.43902439024390244,false,false
long_7_9_rect_copper,19,18,41,0.43902439024390244,false,false
long_7_9_rect_copper,20,20,41,0.4878048780487805,false,false
long_7_9_rect_copper,21,26,41,0.6341463414634146,false,false
long_7_9_rect_copper,22,21,41,0.5121951219512195,false,false
long_7_9_rect_copper,23,20,41,0.4878048780487805,false,false
long_7_9_rect_copper,24,18,41,0.43902439024390244,false,false
long_7_9_rect_copper,25,15,41,0.36585365853658536,false,false
long_7_9_rect_copper,26,18,41,0.43902439024390244,false,false
long_7_9_rect_copper,27,17,41,0.4146341463414634,false,false
long_7_9_rect_copper,28,17,41,0.4146341463414634,false,false
long_7_9_rect_copper,29,19,41,0.4634146341463415,false,false
long_7_9_rect_copper,30,23,41,0.5609756097560976,false,false
long_7_9_rect_copper,31,25,41,0.6097560975609756,false,false
long_7_9_rect_copper,32,24,41,0.5853658536585366,false,false
long_7_9_rect_copper,33,23,41,0.5609756097560976,false,false
long_7_9_rect_copper,34,20,41,0.4878048780487805,false,false
long_7_9_rect_copper,35,22,41,0.5365853658536586,false,false
long_7_9_rect_copper,36,26,41,0.6341463414634146,false,false
long_7_9_rect_copper,37,23,41,0.5609756097560976,false,false
long_7_9_rect_copper,38,22,41,0.5365853658536586,false,false
long_7_9_rect_copper,39,24,41,0.5853658536585366,false,false
long_7_9_rect_copper,40,24,41,0.5853658536585366,false,false
long_7_9_rect_copper,41,15,41,0.36585365853658536,false,false
long_7_9_rect_copper,42,22,41,0.5365853658536586,false,false
long_7_9_rect_copper,43,14,41,0.34146341463414637,false,false
long_7_9_rect_copper,44,27,41,0.6585365853658537,false,false
long_7_9_rect_copper,45,20,41,0.4878048780487805,false,false
long_7_9_rect_copper,46,16,41,0.3902439024390244,false,false
long_7_9_rect_copper,47,22,41,0.5365853658536586,false,false
long_7_9_rect_copper,48,20,41,0.4878048780487805,false,false
long_7_9_rect_copper,49,27,41,0.6585365853658537,false,false
long_7_9_square_seal,0,98,217,0.45161290322580644,false,false
long_7_9_square_seal,1,112,217,0.5161290322580645,false,false
long_7_9_square_seal,2,121,217,0.5576036866359447,false,false
long_7_9_square_seal,3,112,217,0.5161290322580645,false,false
long_7_9_square_seal,4,115,217,0.5299539170506913,false,false
long_7_9_square_seal,5,98,217,0.45161290322580644,false,false
long_7_9_square_seal,6,110,217,0.5069124423963134,false,false
long_7_9_square_seal,7,94,217,0.43317972350230416,false,false
long_7_9_square_seal,8,103,217,0.47465437788018433,false,false
long_7_9_square_seal,9,119,217,0.5483870967741935,false,false
long_7_9_square_seal,10,110,217,0.5069124423963134,false,false
long_7_9_square_seal,11,118,217,0.543778801843318,false,false
long_7_9_square_seal,12,113,217,0.5207373271889401,false,false
long_7_9_square_seal,13,97,217,0.4470046082949309,false,false
long_7_9_square_seal,14,119,217,0.5483870967741935,false,false
long_7_9_square_seal,15,112,217,0.5161290322580645,false,false
long_7_9_square_seal,16,106,217,0.48847926267281105,false,false
long_7_9_square_seal,17,119,217,0.5483870967741935,false,false
long_7_9_square_seal,18,112,217,0.5161290322580645,false,false
long_7_9_square_seal,19,108,217,0.4976958525345622,false,false
long_7_9_square_seal,20,117,217,0.5391705069124424,false,false
long_7_9_square_seal,21,105,217,0.4838709677419355,false,false
long_7_9_square_seal,22,100,217,0.4608294930875576,false,false
long_7_9_square_seal,23,109,217,0.5023041474654378,false,false
long_7_9_square_seal,24,100,217,0.4608294930875576,false,false
long_7_9_square_seal,25,105,217,0.4838709677419355,false,false
long_7_9_square_seal,26,103,217,0.47465437788018433,false,false
long_7_9_square_seal,27,113,217,0.5207373271889401,false,false
long_7_9_square_seal,28,101,217,0.46543778801843316,false,false
long_7_9_square_seal,29,121,217,0.5576036866359447,false,false
long_7_9_square_seal,30,117,217,0.5391705069124424,false,false
long_7_9_square_seal,31,121,217,0.5576036866359447,false,false
long_7_9_square_seal,32,102,217,0.4700460829493088,false,false
long_7_9_square_seal,33,112,217,0.5161290322580645,false,false
long_7_9_square_seal,34,119,217,0.5483870967741935,false,false
long_7_9_square_seal,35,118,217,0.543778801843318,false,false
long_7_9_square_seal,36,107,217,0.4930875576036866,false,false
long_7_9_square_seal,37,92,217,0.423963133640553,false,false
long_7_9_square_seal,38,115,217,0.5299539170506913,false,false
long_7_9_square_seal,39,119,217,0.5483870967741935,false,false
long_7_9_square_seal,40,109,217,0.5023041474654378,false,false
long_7_9_square_seal,41,102,217,0.4700460829493088,false,false
long_7_9_square_seal,42,108,217,0.4976958525345622,false,false
long_7_9_square_seal,43,113,217,0.5207373271889401,false,false
long_7_9_square_seal,44,105,217,0.4838709677419355,false,false
long_7_9_square_seal,45,119,217,0.5483870967741935,false,false
long_7_9_square_seal,46,116,217,0.5345622119815668,false,false
long_7_9_square_seal,47,105,217,0.4838709677419355,false,false
long_7_9_square_seal,48,111,217,0.511520737327189,false,false
long_7_9_square_seal,49,108,217,0.4976958525345622,false,false
very_long_10_plus_square_seal,0,16,36,0.4444444444444444,false,false
very_long_10_plus_square_seal,1,14,36,0.3888888888888889,false,false
very_long_10_plus_square_seal,2,22,36,0.6111111111111112,false,false
very_long_10_plus_square_seal,3,14,36,0.3888888888888889,false,false
very_long_10_plus_square_seal,4,19,36,0.5277777777777778,false,false
very_long_10_plus_square_seal,5,17,36,0.4722222222222222,false,false
very_long_10_plus_square_seal,6,24,36,0.6666666666666666,false,false
very_long_10_plus_square_seal,7,16,36,0.4444444444444444,false,false
very_long_10_plus_square_seal,8,21,36,0.5833333333333334,false,false
very_long_10_plus_square_seal,9,21,36,0.5833333333333334,false,false
very_long_10_plus_square_seal,10,20,36,0.5555555555555556,false,false
very_long_10_plus_square_seal,11,18,36,0.5,false,false
very_long_10_plus_square_seal,12,22,36,0.6111111111111112,false,false
very_long_10_plus_square_seal,13,18,36,0.5,false,false
very_long_10_plus_square_seal,14,24,36,0.6666666666666666,false,false
very_long_10_plus_square_seal,15,17,36,0.4722222222222222,false,false
very_long_10_plus_square_seal,16,10,36,0.2777777777777778,false,false
very_long_10_plus_square_seal,17,21,36,0.5833333333333334,false,false
very_long_10_plus_square_seal,18,18,36,0.5,false,false
very_long_10_plus_square_seal,19,14,36,0.3888888888888889,false,false
very_long_10_plus_square_seal,20,13,36,0.3611111111111111,false,false
very_long_10_plus_square_seal,21,23,36,0.6388888888888888,false,false
very_long_10_plus_square_seal,22,13,36,0.3611111111111111,false,false
very_long_10_plus_square_seal,23,21,36,0.5833333333333334,false,false
very_long_10_plus_square_seal,24,17,36,0.4722222222222222,false,false
very_long_10_plus_square_seal,25,13,36,0.3611111111111111,false,false
very_long_10_plus_square_seal,26,20,36,0.5555555555555556,false,false
very_long_10_plus_square_seal,27,22,36,0.6111111111111112,false,false
very_long_10_plus_square_seal,28,15,36,0.4166666666666667,false,false
very_long_10_plus_square_seal,29,16,36,0.4444444444444444,false,false
very_long_10_plus_square_seal,30,17,36,0.4722222222222222,false,false
very_long_10_plus_square_seal,31,20,36,0.5555555555555556,false,false
very_long_10_plus_square_seal,32,16,36,0.4444444444444444,false,false
very_long_10_plus_square_seal,33,19,36,0.5277777777777778,false,false
very_long_10_plus_square_seal,34,20,36,0.5555555555555556,false,false
very_long_10_plus_square_seal,35,19,36,0.5277777777777778,false,false
very_long_10_plus_square_seal,36,16,36,0.4444444444444444,false,false
very_long_10_plus_square_seal,37,20,36,0.5555555555555556,false,false
very_long_10_plus_square_seal,38,12,36,0.3333333333333333,false,false
very_long_10_plus_square_seal,39,18,36,0.5,false,false
very_long_10_plus_square_seal,40,18,36,0.5,false,false
very_long_10_plus_square_seal,41,18,36,0.5,false,false
very_long_10_plus_square_seal,42,21,36,0.5833333333333334,false,false
very_long_10_plus_square_seal,43,17,36,0.4722222222222222,false,false
very_long_10_plus_square_seal,44,17,36,0.4722222222222222,false,false
very_long_10_plus_square_seal,45,17,36,0.4722222222222222,false,false
very_long_10_plus_square_seal,46,19,36,0.5277777777777778,false,false
very_long_10_plus_square_seal,47,15,36,0.4166666666666667,false,false
very_long_10_plus_square_seal,48,16,36,0.4444444444444444,false,false
very_long_10_plus_square_seal,49,17,36,0.4722222222222222,false,false
