checked_date,cisi,row_id,site,type,symbol,cult,prev_before_002,head_after_002,template_4,contains_125_in_template_4,contains_125_anywhere_after_002,phrase_after_002,text
2026-05-31,H-612,1552.1,Harappa,SEAL:S,Bull1:L,SAN,495,825,825-<END>-<END>-<END>,false,false,825,+740-615-495-002-825+
2026-05-31,H-639,1554.1,Harappa,SEAL:R,None,None,235,717,717-747-<END>-<END>,false,false,717-747,+407-000-000-705-832-904-845-235-002-717-747+
2026-05-31,H-640,1555.1,Harappa,SEAL:R,None,None,032,817,817-<END>-<END>-<END>,false,false,817,]220-032-002-817+
2026-05-31,H-649,1564.1,Harappa,SEAL:R,None,None,806,820,820-<END>-<END>-<END>,false,false,820,+520-033-705-233-240-806-002-820+
2026-05-31,H-651,1566.1,Harappa,SEAL:R,None,None,031,861,861-<END>-<END>-<END>,false,false,861,]031-002-861+
2026-05-31,H-653,1568.1,Harappa,SEAL:R,None,None,000,820,820-<END>-<END>-<END>,false,false,820,+000-000-000-000-002-820+
2026-05-31,H-658,1573.1,Harappa,SEAL:R,None,None,900,817,817-<END>-<END>-<END>,false,false,817,]900-002-817+
2026-05-31,H-688,1594.1,Harappa,SEAL,None,None,233,861,861-831-165-<END>,false,false,861-831-165,+520-233-002-861-831-165+
2026-05-31,H-697,1602.1,Harappa,TAB:B,Bull2,SAN,240,817,817-<END>-<END>-<END>,false,false,817,+740-904-240-002-817+
2026-05-31,H-701,1606.1,Harappa,TAB:B,Goat,Plant,240,418,418-<END>-<END>-<END>,false,false,418,]240-002-418+
2026-05-31,H-702,1607.1,Harappa,TAB:B,Mult,None,137,820,820-<END>-<END>-<END>,false,false,820,+137-002-820+
2026-05-31,H-706,1611.1,Harappa,TAB:B,Gavi,None,137,820,820-<END>-<END>-<END>,false,false,820,+700-033-137-002-820+
2026-05-31,H-719,1622.1,Harappa,TAB:B,Phyt,None,004,861,861-<END>-<END>-<END>,false,false,861,+405-004-002-861+
2026-05-31,H-773,1665.1,Harappa,TAB:B,None,None,803,390,390-530-741-<END>,false,false,390-530-741,+740-798-803-002-390-530-741+
2026-05-31,H-806,1695.1,Harappa,TAB:B,None,None,240,861,861-<END>-<END>-<END>,false,false,861,+740-482-240-002-861+
2026-05-31,H-807,1696.1,Harappa,TAB:B,None,None,240,861,861-<END>-<END>-<END>,false,false,861,+740-482-240-002-861+
2026-05-31,H-808,1697.1,Harappa,TAB:B,None,None,240,861,861-<END>-<END>-<END>,false,false,861,+740-482-240-002-861+
2026-05-31,H-811,1700.1,Harappa,TAB:B,None,None,176,920,920-491-<END>-<END>,false,false,920-491,+317-740-335-740-176-002-920-491+
2026-05-31,H-829,1717.1,Harappa,TAB:B,None,None,139,820,820-<END>-<END>-<END>,false,false,820,+139-002-820+
2026-05-31,H-833,1719.1,Harappa,TAB:B,None,None,554,820,820-<END>-<END>-<END>,false,false,820,+526-554-002-820+
2026-05-31,H-838,1724.1,Harappa,TAB:B,None,None,495,817,817-<END>-<END>-<END>,false,false,817,+740-615-495-002-817+
2026-05-31,H-859,1742.1,Harappa,TAB:B,Bull1:I,None,240,405,405-501-<END>-<END>,false,false,405-501,+520-240-002-405-501+
2026-05-31,H-860,1743.1,Harappa,TAB:B,Bull1:I,None,240,405,405-501-<END>-<END>,false,false,405-501,+520-240-002-405-501+
2026-05-31,H-861,1744.1,Harappa,TAB:B,Bull1:I,None,240,405,405-501-<END>-<END>,false,false,405-501,+520-240-002-405-501+
2026-05-31,H-862,1745.1,Harappa,TAB:B,Bull1:I,None,240,405,405-501-<END>-<END>,false,false,405-501,+520-240-002-405-501+
2026-05-31,H-863,1746.1,Harappa,TAB:B,Bull1:I,None,240,405,405-501-<END>-<END>,false,false,405-501,+520-240-002-405-501+
2026-05-31,H-864,1747.1,Harappa,TAB:B,Bull1:I,None,240,405,405-501-<END>-<END>,false,false,405-501,+520-240-002-405-501+
2026-05-31,H-865,1748.1,Harappa,TAB:B,Bull1:I,None,240,405,405-501-<END>-<END>,false,false,405-501,+520-240-002-405-501+
2026-05-31,H-866,1749.1,Harappa,TAB:B,Bull1:U,None,240,405,405-501-<END>-<END>,false,false,405-501,+520-240-002-405-501+
2026-05-31,H-867,1750.1,Harappa,TAB:B,Bull1:U,None,240,405,405-501-<END>-<END>,false,false,405-501,+520-240-002-405-501+
2026-05-31,H-868,1751.1,Harappa,TAB:B,Bull1:I,None,240,405,405-501-<END>-<END>,false,false,405-501,+520-240-002-405-501+
2026-05-31,H-869,1752.1,Harappa,TAB:B,Bull1:I,None,240,405,405-501-<END>-<END>,false,false,405-501,+520-240-002-405-501+
2026-05-31,H-870,1753.1,Harappa,TAB:B,Bull1:I,None,240,405,405-501-<END>-<END>,false,false,405-501,+520-240-002-405-501+
2026-05-31,H-887,1769.1,Harappa,TAB:I,None,SAN,<START>,817,817-<END>-<END>-<END>,false,false,817,+002-817+
2026-05-31,H-909,1791.1,Harappa,TAB:I,None,None,<START>,820,820-000-<END>-<END>,false,false,820-000,+002-820-000[
2026-05-31,H-910,1792.1,Harappa,TAB:I,None,None,<START>,861,861-416-<END>-<END>,false,false,861-416,+002-861-416+
2026-05-31,Jk-2,1875.1,Jhukar,SEAL:S,Bull1:J,SAN,233,817,817-<END>-<END>-<END>,false,false,817,+740-803-233-002-817+
2026-05-31,K-2,1878.1,Kalibangan,SEAL:S,Bull1:W,RBF,017,000,000-<END>-<END>-<END>,false,false,000,+740-585-017-002-000+
2026-05-31,K-4,1879.1,Kalibangan,SEAL:S,Bull1:W,SAF,140,741,741-060-920-<END>,false,false,741-060-920,+036-269-140-002-741-060-920+
2026-05-31,K-10,1885.1,Kalibangan,SEAL:S,Bull1:I,RAN,255,368,368-861-590-032,false,false,368-861-590-032-368,+740-690-435-255-002-368-861-590-032-368+
2026-05-31,K-12,1887.1,Kalibangan,SEAL:S,Bull1:I,RAN,003,820,820-<END>-<END>-<END>,false,false,820,+000-003-002-820+
2026-05-31,K-18,1893.1,Kalibangan,SEAL:S,Bull1:X,RAF,307,762,762-463-140-<END>,false,false,762-463-140,+307-002-762-463-140+
2026-05-31,K-23,1897.1,Kalibangan,SEAL:S,Bull1:I,RAN,441,820,820-033-<END>-<END>,false,false,820-033,+740-441-002-820-033+
2026-05-31,K-24,1898.1,Kalibangan,SEAL:S,Bull1,R,093,252,252-575-<END>-<END>,false,false,252-575,+740-760-093-002-252-575+
2026-05-31,K-25,1899.1,Kalibangan,SEAL:S,Bull1,-,231,220,220-065-132-082,false,false,220-065-132-082,+520-231-002-220-065-132-082+
2026-05-31,K-27,1901.1,Kalibangan,SEAL:S,Bull2,None,<START>,817,817-<END>-<END>-<END>,false,false,817,+002-817+
2026-05-31,K-28,1902.1,Kalibangan,SEAL:S,Gaur,None,335,285,285-491-<END>-<END>,false,false,285-491,+440-411-740-335-002-285-491+
2026-05-31,K-33,1906.1,Kalibangan,SEAL:S,Buff,Trough,226,861,861-<END>-<END>-<END>,false,false,861,+226-002-861+
2026-05-31,K-40,1908.1,Kalibangan,SEAL:S,Elep,None,031,861,861-791-440-717,false,false,861-791-440-717,+760-031-002-861-791-440-717+
2026-05-31,K-44,1910.1,Kalibangan,SEAL:S,-,-,176,000,000-000-<END>-<END>,false,false,000-000,+740-337-176-002-000-000[
2026-05-31,K-54,1917.1,Kalibangan,SEAL:S,None,None,000,870,870-<END>-<END>-<END>,false,false,870,+000-002-870+
2026-05-31,K-69,1927.1,Kalibangan,TAG,Bull1,-,417,056,056-091-<END>-<END>,false,false,056-091,+892-890-417-002-056-091+
2026-05-31,K-70,1928.1,Kalibangan,TAG,Bull1,-,417,056,056-091-<END>-<END>,false,false,056-091,+892-890-417-002-056-091+
2026-05-31,K-71,1929.1,Kalibangan,TAG,None,None,417,056,056-091-<END>-<END>,false,false,056-091,+892-890-417-002-056-091+
2026-05-31,K-72,1930.1,Kalibangan,TAG,Bull1,-,417,056,056-091-<END>-<END>,false,false,056-091,+892-890-417-002-056-091+
2026-05-31,K-73,1931.1,Kalibangan,TAG,Bull1,-,417,056,056-091-<END>-<END>,false,false,056-091,+892-890-417-002-056-091+
2026-05-31,K-74,1932.1,Kalibangan,TAG,Bull1,-,417,056,056-091-<END>-<END>,false,false,056-091,+892-890-417-002-056-091+
2026-05-31,K-75,1933.1,Kalibangan,TAG,Bull1,-,417,056,056-091-<END>-<END>,false,false,056-091,+892-890-417-002-056-091+
2026-05-31,K-78,1935.1,Kalibangan,TAB:B,Gavi,None,390,820,820-<END>-<END>-<END>,false,false,820,+740-817-390-002-820+
2026-05-31,K-82,1938.1,Kalibangan,TAG:L,Bull1,-,003,861,861-<END>-<END>-<END>,false,false,861,+390-003-002-861+
2026-05-31,K-85,1940.1,Kalibangan,TAG:L,Elep,None,033,861,861-<END>-<END>-<END>,false,false,861,+520-033-002-861+
2026-05-31,K-87,1942.2,Kalibangan,TAG:L,Mult,-,000,861,861-<END>-<END>-<END>,false,false,861,+740-000-000-002-861[
2026-05-31,K-88,1943.1,Kalibangan,TAG:L,Bull1,?,460,861,861-<END>-<END>-<END>,false,false,861,+740-000-460-002-861+
2026-05-31,K-89,1944.1,Kalibangan,TAG:L,Bull1,SAN,362,360,360-832-<END>-<END>,false,false,360-832,+090-740-362-002-360-832+
2026-05-31,K-89,1944.2,Kalibangan,TAG:L,Bull1,SAN,000,000,000-<END>-<END>-<END>,false,false,000,+000-033-705-000-002-000+
2026-05-31,K-89,1944.3,Kalibangan,TAG:L,Bull1,SAN,350,595,595-390-000-<END>,false,false,595-390-000,+001-350-002-595-390-000+
2026-05-31,Kd-15,1979.1,Kot-Diji,POT:T:g,None,None,<START>,700,700-<END>-<END>-<END>,false,false,700,]002-700+
2026-05-31,Lh-1,1981.1,Lohumjo-daro,SEAL:S,Bull1:S,SAN,235,392,392-590-125-<END>,true,true,392-590-125,+740-760-615-104-717-235-002-392-590-125+
2026-05-31,L-1,1984.1,Lothal,SEAL:S,Bull1:W,SAF,233,812,812-095-<END>-<END>,false,false,812-095,+527-550-233-002-812-095+
2026-05-31,L-4,1986.1,Lothal,SEAL:S,Bull1,SAN,233,575,575-031-<END>-<END>,false,false,575-031,+090-740-100-233-002-575-031+
2026-05-31,L-5,1987.1,Lothal,SEAL:S,Bull1:J,RAF,000,455,455-692-416-<END>,false,false,455-692-416,+740-760-552/000-002-455-692-416+
2026-05-31,L-10,1989.1,Lothal,SEAL:S,Bull1:L,SAN,491,000,000-<END>-<END>-<END>,false,false,000,+520-033-705-233-240-460-491-002-000+
2026-05-31,L-11,1990.1,Lothal,SEAL:S,Bull1:L,SAN,778,817,817-<END>-<END>-<END>,false,false,817,+590-705-435-255-778-002-817+
2026-05-31,L-12,1991.1,Lothal,SEAL:S,Bull1:L,SAN,354,130,130-035-<END>-<END>,false,false,130-035,+000-798-000-354-002-130-035[
2026-05-31,L-15,1993.1,Lothal,SEAL:S,None,None,032,415,415-<END>-<END>-<END>,false,false,415,+000-000-000-000/032-832-032-002-415+
2026-05-31,L-18,1996.1,Lothal,SEAL:S,Bull1:S,SAN,031,820,820-<END>-<END>-<END>,false,false,820,+415-031-002-820+
2026-05-31,L-25,2002.1,Lothal,SEAL:S,Bull1,-,016,000,000-<END>-<END>-<END>,false,false,000,+740-016-002-000[
2026-05-31,L-39,2012.1,Lothal,SEAL:S,Bull1,SAN,315,861,861-626-<END>-<END>,false,false,861-626,+520-315-002-861-626+
2026-05-31,L-41,2013.1,Lothal,SEAL:S,Bull,-,233,817,817-<END>-<END>-<END>,false,false,817,+090-740-233-002-817+
2026-05-31,L-46,2017.1,Lothal,SEAL:S,Gaur,Trough,176,861,861-392-<END>-<END>,false,false,861-392,+527-388-233-740-176-002-861-392+
2026-05-31,L-47,2018.1,Lothal,SEAL:S,Bull1,-,190,798,798-055-<END>-<END>,false,false,798-055,+409-190-002-798-055+
2026-05-31,L-57,2024.1,Lothal,SEAL:S,-,-,832,861,861-<END>-<END>-<END>,false,false,861,+832-002-861+
2026-05-31,L-62,2028.1,Lothal,SEAL,None,None,003,861,861-<END>-<END>-<END>,false,false,861,]003-002-861[
2026-05-31,L-65,2031.1,Lothal,SEAL:S,Bull1:W,SAF,240,861,861-<END>-<END>-<END>,false,false,861,]240-002-861+
2026-05-31,L-82,2036.1,Lothal,SEAL:R,None,None,231,221,221-<END>-<END>-<END>,false,false,221,+806-231-002-221+
2026-05-31,L-83,2037.1,Lothal,SEAL:L,None,None,240,820,820-<END>-<END>-<END>,false,false,820,+740-806-240-002-820+
2026-05-31,L-84,2038.1,Lothal,SEAL:R,-,-,048,817,817-<END>-<END>-<END>,false,false,817,+048-002-817+
2026-05-31,L-89,2043.1,Lothal,SEAL:R,None,None,235,861,861-<END>-<END>-<END>,false,false,861,+527-555-235-002-861+
2026-05-31,L-91,2045.1,Lothal,SEAL:R,-,-,416,824,824-<END>-<END>-<END>,false,false,824,+416-002-824+
2026-05-31,L-92,2046.1,Lothal,SEAL:R,None,None,832,817,817-<END>-<END>-<END>,false,false,817,+520-070-255-832-002-817+
2026-05-31,L-95,2049.1,Lothal,SEAL:R,None,None,175,880,880-<END>-<END>-<END>,false,false,880,+740-000-175-002-880+
2026-05-31,L-112,2061.1,Lothal,SEAL:R,None,None,605,540,540-590-<END>-<END>,false,false,540-590,+740-760-605-002-540-590+
2026-05-31,L-130,2073.1,Lothal,TAG,Bull1,-,236,861,861-<END>-<END>-<END>,false,false,861,+236-002-861+
2026-05-31,L-131,2074.1,Lothal,TAG,-,-,236,861,861-<END>-<END>-<END>,false,false,861,+236-002-861+
2026-05-31,L-133,2076.1,Lothal,TAG,Bull1,-,<START>,861,861-<END>-<END>-<END>,false,false,861,]002-861+
2026-05-31,L-134,2077.1,Lothal,TAG,-,-,240,617,617-<END>-<END>-<END>,false,false,617,+520-233-220-240-002-617+
2026-05-31,L-136,2078.1,Lothal,TAG,Bull1,SAN,<START>,617,617-<END>-<END>-<END>,false,false,617,]002-617+
2026-05-31,L-137,2079.1,Lothal,TAG,Bull1,-,000,820,820-<END>-<END>-<END>,false,false,820,]000-000-002-820+
2026-05-31,L-138,2080.1,Lothal,TAG:L,-,-,070,000,000-<END>-<END>-<END>,false,false,000,+520-070-002-000[
2026-05-31,L-139,2081.1,Lothal,TAG,-,-,032,880,880-<END>-<END>-<END>,false,false,880,]390-590-032-002-880[
2026-05-31,L-145,2087.1,Lothal,TAG,Bull1,-,415,550,550-<END>-<END>-<END>,false,false,550,+390-415-002-550+
2026-05-31,L-161,2093.1,Lothal,TAG:B,Elep,None,048,817,817-<END>-<END>-<END>,false,false,817,+740-048-002-817+
2026-05-31,L-162,2094.1,Lothal,TAG:B,Elep,None,048,817,817-<END>-<END>-<END>,false,false,817,+740-048-002-817+
2026-05-31,L-163,2095.1,Lothal,TAG:B,Elep,None,048,817,817-<END>-<END>-<END>,false,false,817,+740-048-002-817+
2026-05-31,L-164,2096.1,Lothal,TAG:B,Elep,None,048,817,817-<END>-<END>-<END>,false,false,817,+740-048-002-817+
2026-05-31,L-165,2097.1,Lothal,TAG:B,Elep,None,048,817,817-<END>-<END>-<END>,false,false,817,+740-048-002-817+
2026-05-31,L-166,2098.1,Lothal,TAG:B,Elep,None,048,817,817-<END>-<END>-<END>,false,false,817,+740-048-002-817+
2026-05-31,L-167,2099.1,Lothal,TAG:B,Elep,None,048,817,817-<END>-<END>-<END>,false,false,817,+740-048-002-817+
2026-05-31,L-168,2100.1,Lothal,TAG:B,Elep,None,048,817,817-<END>-<END>-<END>,false,false,817,+740-048-002-817+
2026-05-31,L-169,2101.1,Lothal,TAG:B,Elep,None,048,817,817-<END>-<END>-<END>,false,false,817,+740-048-002-817+
2026-05-31,L-170,2102.1,Lothal,TAG:B,Elep,None,048,817,817-<END>-<END>-<END>,false,false,817,+740-048-002-817+
2026-05-31,L-190,2112.2,Lothal,TAG,-,-,000,920,920-317-<END>-<END>,false,false,920-317,+000-000-000-002-920-317[
2026-05-31,L-191,2113.2,Lothal,TAG,-,-,235,861,861-<END>-<END>-<END>,false,false,861,]235-002-861+
2026-05-31,L-196,2116.1,Lothal,TAG,-,-,032,000,000-<END>-<END>-<END>,false,false,000,]390-590-032-002-000[
2026-05-31,L-196,2116.2,Lothal,TAG,-,-,<START>,861,861-<END>-<END>-<END>,false,false,861,]002-861+
2026-05-31,L-198,2118.2,Lothal,TAG,-,-,032,000,000-<END>-<END>-<END>,false,false,000,+740-390-590-032-002-000[
2026-05-31,L-199,2119.1,Lothal,TAG,-,-,240,000,000-<END>-<END>-<END>,false,false,000,]000-220-240-002-000[
2026-05-31,L-202,2122.2,Lothal,TAG,-,-,236,861,861-<END>-<END>-<END>,false,false,861,]236-002-861+
2026-05-31,L-205,2124.2,Lothal,TAG,None,None,803,000,000-<END>-<END>-<END>,false,false,000,+740-798-803-002-000[
2026-05-31,L-207,2126.1,Lothal,TAG,Bull1,-,482,820,820-<END>-<END>-<END>,false,false,820,+740-482-002-820+
2026-05-31,L-208,2127.1,Lothal,TAG,-,-,000,000,000-<END>-<END>-<END>,false,false,000,]000-002-000[
2026-05-31,L-208,2127.2,Lothal,TAG,-,-,220,820,820-<END>-<END>-<END>,false,false,820,]234-220-002-820[
2026-05-31,L-211,2129.2,Lothal,TAG,Bull,-,220,000,000-<END>-<END>-<END>,false,false,000,+740-388-233-220-002-000[
2026-05-31,L-213,2131.1,Lothal,TAG,-,-,220,368,368-840-900-<END>,false,false,368-840-900,]220-002-368-840-900+
2026-05-31,L-226,2142.1,Lothal,POT:T:g,-,-,495,861,861-<END>-<END>-<END>,false,false,861,]000-495-002-861+
2026-05-31,M-2060,2165.2,Mohenjo-daro,POT:T:g,None,None,176,861,861-<END>-<END>-<END>,false,false,861,+740-176-002-861+
2026-05-31,M-1696,2178.1,Mohenjo-daro,SEAL:S,Bull1:II,SAN,415,861,861-<END>-<END>-<END>,false,false,861,+520-033-705-220-415-002-861+
2026-05-31,M-1880,2179.1,Mohenjo-daro,SEAL:S,Gaur,Trough,176,861,861-<END>-<END>-<END>,false,false,861,+151-176-002-861+
2026-05-31,M-1850,2188.1,Mohenjo-daro,SEAL:S,Bull1:S,None,506,817,817-<END>-<END>-<END>,false,false,817,+506-002-817+
2026-05-31,M-1766,2193.1,Mohenjo-daro,SEAL:S,Bull1:W,SAF,240,269,269-892-810-033,false,false,269-892-810-033,+740-032-845-240-002-269-892-810-033+
2026-05-31,M-1895,2198.1,Mohenjo-daro,SEAL:S,Zebu,-,000,285,285-<END>-<END>-<END>,false,false,285,+740-923-000-002-285+
2026-05-31,M-2005,2202.1,Mohenjo-daro,POT:T:g,None,None,033,000,000-031-<END>-<END>,false,false,000-031,+808-033-002-000-031+
2026-05-31,M-1976,2204.1,Mohenjo-daro,SEAL:R,None,None,142,817,817-<END>-<END>-<END>,false,false,817,+617-142-002-817+
2026-05-31,M-2090,2208.1,Mohenjo-daro,ROD,Bult,None,<START>,861,861-096-<END>-<END>,false,false,861-096,+002-861-096[
2026-05-31,M-235,2213.1,Mohenjo-daro,SEAL:S,Gaur,Trough,350,820,820-<END>-<END>-<END>,false,false,820,+368-001-550/740-543-350-002-820+
2026-05-31,M-1675,2220.1,Mohenjo-daro,SEAL:S,Bull1:W,RBF,844,820,820-<END>-<END>-<END>,false,false,820,+621-390-844-002-820+
2026-05-31,M-1676,2224.1,Mohenjo-daro,SEAL:S,Bull1:S,-,240,595,595-504-803-<END>,false,false,595-504-803,+740-760-070-255-832-240-002-595-504-803+
2026-05-31,M-1692,2226.1,Mohenjo-daro,SEAL:S,Bull1:L,SAN,617,190,190-125-632-032,true,true,190-125-632-032,+390-600-617-002-190-125-632-032+
2026-05-31,M-1697,2228.1,Mohenjo-daro,SEAL:S,Bull1:W,SAF,003,861,861-<END>-<END>-<END>,false,false,861,+390-003-002-861+
2026-05-31,M-1737,2229.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,032,820,820-<END>-<END>-<END>,false,false,820,+740-760-072-921-032-002-820+
2026-05-31,M-1688,2231.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,255,286,286-220-031-012,false,false,286-220-031-012-031-455-033-590,+125-435-255-002-286-220-031-012-031-455-033-590+
2026-05-31,M-1916,2232.1,Mohenjo-daro,SEAL:S,Tigr,Trough,142,518,518-<END>-<END>-<END>,false,false,518,+740-604-142-002-518+
2026-05-31,M-1677,2236.1,Mohenjo-daro,SEAL:S,Bull1:W,-,032,820,820-001-440-012,false,false,820-001-440-012,+520-382-032-002-820-001-440-012+
2026-05-31,M-1778,2239.1,Mohenjo-daro,SEAL:S,Bull1:I,SAN,235,861,861-<END>-<END>-<END>,false,false,861,]000-235-002-861+
2026-05-31,M-1674,2240.1,Mohenjo-daro,SEAL:S,Bull1:J,RAF,231,861,861-683-<END>-<END>,false,false,861-683,+090-740-222-231-002-861-683+
2026-05-31,M-940,2243.1,Mohenjo-daro,SEAL:S,Bull1:J,SAN,555,817,817-<END>-<END>-<END>,false,false,817,+527-555-002-817+
2026-05-31,M-1704,2251.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,605,861,861-<END>-<END>-<END>,false,false,861,+740-760-605-002-861+
2026-05-31,M-1765,2255.1,Mohenjo-daro,SEAL:S,Bull1:W,SAF,705,093,093-033-<END>-<END>,false,false,093-033,+215-031-480-140-632-705-002-093-033+
2026-05-31,M-1753,2256.1,Mohenjo-daro,SEAL:S,Bull1:L,SAN,240,861,861-<END>-<END>-<END>,false,false,861,+740-760-519-240-002-861+
2026-05-31,M-656,2257.1,Mohenjo-daro,SEAL:S,Bull1,SA?,803,861,861-<END>-<END>-<END>,false,false,861,]000-920-705-803-002-861+
2026-05-31,-,2258.1,Mohenjo-daro,SEAL:L,None,None,000,000,000-<END>-<END>-<END>,false,false,000,+000-000-000-002-000+
2026-05-31,M-1721,2261.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,042,820,820-<END>-<END>-<END>,false,false,820,+740-042-002-820+
2026-05-31,M-963,2263.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,176,817,817-<END>-<END>-<END>,false,false,817,+740-176-002-817+
2026-05-31,M-1709,2268.1,Mohenjo-daro,SEAL:S,Bull1:S,RAF,220,817,817-<END>-<END>-<END>,false,false,817,+621-520-220-002-817+
2026-05-31,M-1668,2270.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,803,320,320-705-125-<END>,true,true,320-705-125,+740-773-233-803-002-320-705-125+
2026-05-31,M-1860,2274.1,Mohenjo-daro,SEAL:S,Bull1,S,231,861,861-<END>-<END>-<END>,false,false,861,]231-002-861+
2026-05-31,M-1726,2276.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,240,861,861-<END>-<END>-<END>,false,false,861,+740-615-495-240-002-861+
2026-05-31,M-1990,2277.1,Mohenjo-daro,SEAL,None,None,220,861,861-<END>-<END>-<END>,false,false,861,+740-760-440-240-220-002-861+
2026-05-31,M-1974,2278.1,Mohenjo-daro,SEAL:R,None,None,521,820,820-<END>-<END>-<END>,false,false,820,+064-031-400-521-002-820+
2026-05-31,M-1746,2283.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,240,817,817-<END>-<END>-<END>,false,false,817,+090-740-100-415-240-002-817+
2026-05-31,M-1791,2290.1,Mohenjo-daro,SEAL:S,Bull1:J,RAF,268,840,840-032-<END>-<END>,false,false,840-032,+740-760-268-002-840-032+
2026-05-31,M-1706,2292.1,Mohenjo-daro,SEAL:S,Bull1:I,SAN,220,820,820-<END>-<END>-<END>,false,false,820,+740-803-220-032-220-002-820+
2026-05-31,M-1711,2296.1,Mohenjo-daro,SEAL:S,Bull1:W,RAF,049,817,817-<END>-<END>-<END>,false,false,817,+740-760-049-002-817+
2026-05-31,M-1772,2297.1,Mohenjo-daro,SEAL:S,Bull1:I,SAF,061,798,798-435-255-705,false,false,798-435-255-705,+740-400-142-061-002-798-435-255-705+
2026-05-31,M-1708,2299.1,Mohenjo-daro,SEAL:S,Bull1:I,RAN,017,817,817-<END>-<END>-<END>,false,false,817,+740-585-017-002-817+
2026-05-31,-,2301.1,Mohenjo-daro,ROD,None,None,003,000,000-<END>-<END>-<END>,false,false,000,+000-000-122-003-002-000+
2026-05-31,M-1810,2310.1,Mohenjo-daro,SEAL:S,Bull1:J,SAN,003,156,156-920-<END>-<END>,false,false,156-920,+740-100-140-003-002-156-920+
2026-05-31,M-1832,2311.1,Mohenjo-daro,SEAL:S,Bull1,?,031,000,000-<END>-<END>-<END>,false,false,000,+527-554-031-002-000+
2026-05-31,M-1763,2313.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,032,861,861-<END>-<END>-<END>,false,false,861,+416-001-565-740-220-032-002-861+
2026-05-31,M-1783,2315.1,Mohenjo-daro,SEAL:S,Bull1,?,003,000,000-215-<END>-<END>,false,false,000-215,+520-442/425-003-002-000-215+
2026-05-31,M-2089,2318.1,Mohenjo-daro,ROD,None,None,<START>,861,861-096-<END>-<END>,false,false,861-096,+002-861-096+
2026-05-31,M-1755,2323.1,Mohenjo-daro,SEAL:S,Bull1:L,SAN,176,861,861-<END>-<END>-<END>,false,false,861,+740-176-002-861+
2026-05-31,M-1967,2326.1,Mohenjo-daro,SEAL:R,None,None,705,585,585-<END>-<END>-<END>,false,false,585,+520-033-705-002-585[
2026-05-31,M-1955,2338.1,Mohenjo-daro,SEAL:R,None,None,803,820,820-<END>-<END>-<END>,false,false,820,+390-920-322-803-002-820+
2026-05-31,M-1914,2341.1,Mohenjo-daro,SEAL:S,Elep,None,832,817,817-<END>-<END>-<END>,false,false,817,]000-832-002-817+
2026-05-31,M-1661,2342.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,219,861,861-032-520-919,false,false,861-032-520-919-140,+520-070-219-002-861-032-520-919-140+
2026-05-31,M-1899,2350.1,Mohenjo-daro,SEAL:S,Zebu,None,132,861,861-<END>-<END>-<END>,false,false,861,+924-132-002-861+
2026-05-31,M-1928,2357.3,Mohenjo-daro,SEAL:S,Buff,Trough,220,861,861-<END>-<END>-<END>,false,false,861,+000-233-220-002-861+
2026-05-31,M-1693,2359.1,Mohenjo-daro,SEAL:S,Bull1,SAN,235,817,817-<END>-<END>-<END>,false,false,817,+527-555-033-706-235-002-817+
2026-05-31,M-1789,2366.1,Mohenjo-daro,SEAL:S,Bull1:I,RAF,455,368,368-260-<END>-<END>,false,false,368-260,+740-455-002-368-260+
2026-05-31,M-1733,2374.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,000,735,735-<END>-<END>-<END>,false,false,735,]000-002-735+
2026-05-31,M-1759,2375.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,840,768,768-<END>-<END>-<END>,false,false,768,+740-032-840-002-768+
2026-05-31,M-1842,2376.1,Mohenjo-daro,SEAL:S,Bull1,RBF,235,861,861-<END>-<END>-<END>,false,false,861,+520-000-235-002-861+
2026-05-31,M-1960,2379.1,Mohenjo-daro,SEAL:R,None,None,000,820,820-<END>-<END>-<END>,false,false,820,+740-000-000-002-820+
2026-05-31,M-1686,2381.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,032,142,142-<END>-<END>-<END>,false,false,142,+740-904-220-032-002-142+
2026-05-31,M-1729,2386.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,003,820,820-<END>-<END>-<END>,false,false,820,+390-003-002-820+
2026-05-31,-,2388.1,Mohenjo-daro,SEAL:S,Bull1:S,RAN,240,861,861-<END>-<END>-<END>,false,false,861,+740-637-240-002-861+
2026-05-31,M-1681,2389.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,798,861,861-832-<END>-<END>,false,false,861-832,+520-072-233-740-798-002-861-832+
2026-05-31,M-1745,2393.1,Mohenjo-daro,SEAL:S,Bull1:L,SAN,031,031,031-892-<END>-<END>,false,false,031-892,+368-821-055-031-002-031-892+
