id,cisi,site,type,symbol,shape,material,condition,direction,text_length,text,prefix_before_002_861,prefix_before_002_861_last1,prefix_before_002_861_last2,tail_after_002_861,tail_len,terminal_after_tail,source_status,is_mohenjo_no_icon_seal_r,family_key
3208.1,M-794,Mohenjo-daro,SEAL:S,Bull1:S,square,Steatite,Good,R/L,4,+804-231-002-861+,804 231,231,804 231,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1:S|square|<END>|804 231
3226.1,M-813,Mohenjo-daro,SEAL:S,Bull1:S,square,-,Good,R/L,5,+161-390-590-002-861+,161 390 590,590,390 590,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1:S|square|<END>|390 590
3228.1,M-815,Mohenjo-daro,SEAL:S,Bull1:W,square,Faience,Good,R/L,6,+520-070-233-798-002-861+,520 070 233 798,798,233 798,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1:W|square|<END>|233 798
3246.1,M-834,Mohenjo-daro,SEAL:S,Bull1:J,square,Faience,Good,R/L,6,+151-390-590-900-002-861+,151 390 590 900,900,590 900,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1:J|square|<END>|590 900
3262.1,M-850,Mohenjo-daro,SEAL:S,Bull1:L,square,Steatite,Fair,R/L,5,+740-100-415-002-861+,740 100 415,415,100 415,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1:L|square|<END>|100 415
3279.1,M-869,Mohenjo-daro,SEAL:S,Bull1:S,square,-,Poor,R/L,5,+740-100-415-002-861+,740 100 415,415,100 415,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1:S|square|<END>|100 415
3306.1,M-901,Mohenjo-daro,SEAL:S,Bull1,square,Steatite,Poor,R/L,4,+090-125-002-861+,090 125,125,090 125,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1|square|<END>|090 125
3315.1,M-918,Mohenjo-daro,SEAL:S,Bull1,square,-,Poor,R/L,4,+390-869-002-861+,390 869,869,390 869,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1|square|<END>|390 869
3329.1,M-934,Mohenjo-daro,SEAL:S,Bull1:W,square,Steatite,Good,R/L,5,+526-555-235-002-861+,526 555 235,235,555 235,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1:W|square|<END>|555 235
3336.1,M-941,Mohenjo-daro,SEAL:S,Bull1:S,square,Steatite,Good,R/L,6,+000-642-240-031-002-861+,000 642 240 031,031,240 031,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1:S|square|<END>|240 031
3421.1,M-1044,Mohenjo-daro,SEAL:S,Bull,square,Steatite,Poor,R/L,5,+520-220-032-002-861+,520 220 032,032,220 032,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull|square|<END>|220 032
3437.1,M-1063,Mohenjo-daro,SEAL:S,-,square,Steatite,Poor,R/L,4,+407-004-002-861+,407 004,004,407 004,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|-|square|<END>|407 004
3486.1,M-1115,Mohenjo-daro,SEAL:S,Zebu,square,Steatite,Poor,R/L,5,+740-335-233-002-861+,740 335 233,233,335 233,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Zebu|square|<END>|335 233
3509.1,M-1148,Mohenjo-daro,SEAL:S,Elep,square,Steatite,Good,R/L,4,+520-220-002-861+,520 220,220,520 220,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Elep|square|<END>|520 220
3513.1,M-1152,Mohenjo-daro,SEAL:S,Elep,square,Steatite,Good,R/L,6,+740-032-840-235-002-861+,740 032 840 235,235,840 235,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Elep|square|<END>|840 235
3520.1,M-1160,Mohenjo-daro,SEAL:S,Elep,square,Steatite,Fair,R/L,5,+000-136-031-002-861+,000 136 031,031,136 031,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Elep|square|<END>|136 031
3521.1,M-1161,Mohenjo-daro,SEAL:S,Elep,square,Steatite,Good,R/L,5,+520-233-031-002-861+,520 233 031,031,233 031,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Elep|square|<END>|233 031
3556.2,M-1206,Mohenjo-daro,SEAL:S,Gaur,square,Steatite,Good,R/L,6,+740-690-435-255-002-861+,740 690 435 255,255,435 255,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Gaur|square|<END>|435 255
3574.1,M-1267,Mohenjo-daro,SEAL:R,None,rectangular,Steatite,Poor,R/L,7,+416-001-740-720-175-002-861+,416 001 740 720 175,175,720 175,<END>,0,true,source_visible,true,Mohenjo-daro|SEAL:R|None|rectangular|<END>|720 175
3580.1,M-1273,Mohenjo-daro,SEAL:R,None,rectangular,Steatite,Good,R/L,5,+740-055-002-861-603+,740 055,055,740 055,603,1,true,source_visible,true,Mohenjo-daro|SEAL:R|None|rectangular|603|740 055
3648.1,M-1343,Mohenjo-daro,SEAL,None,-,Steatite,Poor,R/L,6,+740-390-590-235-002-861+,740 390 590 235,235,590 235,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL|None|-|<END>|590 235
3711.1,M-1426,Mohenjo-daro,TAB:B,None,prism,Clay,Fair,R/L,8,+740-760-036-220-415-798-002-861+,740 760 036 220 415 798,798,415 798,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|TAB:B|None|prism|<END>|415 798
3844.2,M-1658,Mohenjo-daro,MISC,None,-,-,Poor,R/L,4,+000-016-002-861+,000 016,016,000 016,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|MISC|None|-|<END>|000 016
3908.1,M-1670,Mohenjo-daro,SEAL:S,Bull1:II,square,-,Good,R/L,6,+740-760-001-233-002-861+,740 760 001 233,233,001 233,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1:II|square|<END>|001 233
3909.1,M-1698,Mohenjo-daro,SEAL:S,Bull1:W,square,-,Good,R/L,7,+740-482-033-705-002-861-803+,740 482 033 705,705,033 705,803,1,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1:W|square|803|033 705
3970.1,H-1130,Harappa,TAB:B,None,rectangular-round,-,Poor,R/L,5,+740-482-240-002-861+,740 482 240,240,482 240,<END>,0,true,source_pending_or_not_checked,false,Harappa|TAB:B|None|rectangular-round|<END>|482 240
3971.1,H-1131,Harappa,TAB:B,None,twisted rectangular,-,Poor,R/L,5,+740-482-240-002-861+,740 482 240,240,482 240,<END>,0,true,source_pending_or_not_checked,false,Harappa|TAB:B|None|twisted rectangular|<END>|482 240
4010.1,M-1973,Mohenjo-daro,SEAL:R,None,rectangular,-,Fair,R/L,7,+740-575-017-233-550-002-861+,740 575 017 233 550,550,233 550,<END>,0,true,source_pending_target,true,Mohenjo-daro|SEAL:R|None|rectangular|<END>|233 550
4034.1,M-2087,Mohenjo-daro,ROD,None,-,Ivory,Poor,R/L,7,+820-000-032-740-904-002-861+,820 000 032 740 904,904,740 904,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|ROD|None|-|<END>|740 904
4195.1,-,Dholavira,SEAL:S,Bull1:V,square,Steatite,Good,R/L,5,+820-390-590-002-861+,820 390 590,590,390 590,<END>,0,true,source_pending_or_not_checked,false,Dholavira|SEAL:S|Bull1:V|square|<END>|390 590
4272.1,-,Dholavira,SEAL:R,None,cuboid-convex,Steatite,Good,R/L,4,+405-016-002-861+,405 016,016,405 016,<END>,0,true,source_pending_or_not_checked,false,Dholavira|SEAL:R|None|cuboid-convex|<END>|405 016
4345.1,-,Dholavira,TAG,Bull1,square,Clay,Fair,R/L,4,+000-705-002-861+,000 705,705,000 705,<END>,0,true,source_pending_or_not_checked,false,Dholavira|TAG|Bull1|square|<END>|000 705
5575.1,-,Unknown,SEAL:S,Bull:i:J,square,-,Fair,R/L,3,+136-002-861+,136,136,136,<END>,0,true,source_pending_or_not_checked,false,Unknown|SEAL:S|Bull:i:J|square|<END>|136
