"id","cisi","site","region","area_section","material","shape","type","sides","condition","complete","dir","class","text_length","text","signs","second","third","fourth","length","exact_pair","exact_triplet","tail_after_second","tail_after_third","damaged_or_open"
"2376.1","M-1842","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Poor","N","R/L","??","5","+520-000-235-002-861+","520-000-235-002-861","000","235","002","5","False","False","235-002-861","002-861","False"
"2389.1","M-1681","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Good","Y","R/L","MS","8","+520-072-233-740-798-002-861-832+","520-072-233-740-798-002-861-832","072","233","740","8","False","False","233-740-798-002-861-832","740-798-002-861-832","False"
"2403.1","M-1690","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Good","Y","R/L","LP","10","+520-070-220-032-240-838-741-958-220-278+","520-070-220-032-240-838-741-958-220-278","070","220","032","10","False","False","220-032-240-838-741-958-220-278","032-240-838-741-958-220-278","False"
"2414.1","M-1910","Mohenjo-daro","Lower Indus","DKE","Steatite","square","SEAL:S","1","Poor","Y","R/L","LC","6","+520-240-031-001-740-121+","520-240-031-001-740-121","240","031","001","6","False","False","031-001-740-121","001-740-121","False"
"2420.1","M-1814","Mohenjo-daro","Lower Indus","DKE","Steatite","square","SEAL:S","1","Poor","Y","R/L","MT","4","+520-220-415-240+","520-220-415-240","220","415","240","4","False","False","415-240","240","False"
"2426.1","M-1836","Mohenjo-daro","Lower Indus","DKE","Steatite","square","SEAL:S","1","Poor","Y","R/L","MT","2","+520-233+","520-233","233","<END>","<END>","2","True","False","","","False"
"2441.1","M-1912","Mohenjo-daro","Lower Indus","HRA","Steatite","square","SEAL:S","1","Fair","Y","R/L","MT","3","+520-220-003+","520-220-003","220","003","<END>","3","False","True","003","","False"
"2451.1","M-1801","Mohenjo-daro","Lower Indus","HR-","Steatite","square","SEAL:S","1","Poor","Y","R/L","LC","6","+520-400-350-031-741-759+","520-400-350-031-741-759","400","350","031","6","False","False","350-031-741-759","031-741-759","False"
"2473.1","M-1665","Mohenjo-daro","Lower Indus","HR-","Steatite","square","SEAL:S","1","Fair","Y","R/L","LP","9","+520-033-705-233-240-002-610-125-032+","520-033-705-233-240-002-610-125-032","033","705","233","9","False","False","705-233-240-002-610-125-032","233-240-002-610-125-032","False"
"2478.1","M-1906","Mohenjo-daro","Lower Indus","DK-","Steatite","square","SEAL:S","1","Poor","Y","R/L","LP","7","+520-033-705-233-235-060-820+","520-033-705-233-235-060-820","033","705","233","7","False","False","705-233-235-060-820","233-235-060-820","False"
"2485.1","M-1687","Mohenjo-daro","Lower Indus","HRA","Steatite","square","SEAL:S","1","Fair","Y","R/L","IT","4","+520-220-368-817+","520-220-368-817","220","368","817","4","False","False","368-817","817","False"
"2506.1","M-1716","Mohenjo-daro","Lower Indus","VS-","Steatite","square","SEAL:S","1","Good","Y","R/L","SP","6","+520-220-240-803-002-820+","520-220-240-803-002-820","220","240","803","6","False","False","240-803-002-820","803-002-820","False"
"2510.1","M-1884","Mohenjo-daro","Lower Indus","DKA","Steatite","square","SEAL:S","1","Poor","N","R/L","??","6","+520-220-016-002-416-000+","520-220-016-002-416-000","220","016","002","6","False","False","016-002-416-000","002-416-000","False"
"2512.1","M-1826","Mohenjo-daro","Lower Indus","VSA","Steatite","square","SEAL:S","1","Fair","Y","R/L","SC","3","+520-072-921+","520-072-921","072","921","<END>","3","False","True","921","","False"
"2513.1","M-1776","Mohenjo-daro","Lower Indus","VSA","Steatite","square","SEAL:S","1","Poor","Y","R/L","SP","5","+520-220-803-741-262+","520-220-803-741-262","220","803","741","5","False","False","803-741-262","741-262","False"
"2516.1","M-1672","Mohenjo-daro","Lower Indus","VSA","Steatite","square","SEAL:S","1","Good","Y","R/L","SP","6","+520-220-003-741-060-920+","520-220-003-741-060-920","220","003","741","6","False","False","003-741-060-920","741-060-920","False"
"2526.1","M-1662","Mohenjo-daro","Lower Indus","VSA","Steatite","square","SEAL:S","1","Poor","N","R/L","??","8","+520-033-706-233-002-817-192-000+","520-033-706-233-002-817-192-000","033","706","233","8","False","False","706-233-002-817-192-000","233-002-817-192-000","False"
"2565.1","M-37","Mohenjo-daro","Lower Indus","DKB","Steatite","square","SEAL:S","1","Fine","Y","R/L","MT","3","+520-220-415+","520-220-415","220","415","<END>","3","False","True","415","","False"
"2592.1","M-64","Mohenjo-daro","Lower Indus","DKG","Steatite","square","SEAL:S","1","Fair","Y","R/L","IT","6","+520-033-706-060-220-004+","520-033-706-060-220-004","033","706","060","6","False","False","706-060-220-004","060-220-004","False"
"2593.1","M-65","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Good","Y","R/L","MS","6","+520-220-031-001-706-575+","520-220-031-001-706-575","220","031","001","6","False","False","031-001-706-575","001-706-575","False"
"2603.1","M-75","Mohenjo-daro","Lower Indus","VSA","Steatite","square","SEAL:S","1","Good","Y","R/L","SP","5","+520-220-004-002-817+","520-220-004-002-817","220","004","002","5","False","False","004-002-817","002-817","False"
"2612.1","M-85","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Good","Y","R/L","SP","5","+520-233-741-081-272+","520-233-741-081-272","233","741","081","5","False","False","741-081-272","081-272","False"
"2613.1","M-86","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Good","Y","R/L","LP","7","+520-033-705-231-002-820-700+","520-033-705-231-002-820-700","033","705","231","7","False","False","705-231-002-820-700","231-002-820-700","False"
"2644.1","M-117","Mohenjo-daro","Lower Indus","SD-","Steatite","square","SEAL:S","1","Fair","Y","R/L","LP","8","+520-033-705-220-803-055-002-820+","520-033-705-220-803-055-002-820","033","705","220","8","False","False","705-220-803-055-002-820","220-803-055-002-820","False"
"2649.1","M-122","Mohenjo-daro","Lower Indus","DKG. (N)","Steatite","square","SEAL:S","1","Good","Y","R/L","SS","3","+520-033-705+","520-033-705","033","705","<END>","3","False","True","705","","False"
"2653.1","M-126","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Fair","Y","R/L","IT","4","+520-552-060-692+","520-552-060-692","552","060","692","4","False","False","060-692","692","False"
"2656.1","M-129","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Good","Y","R/L","SP","6","+520-233-240-235-741-360+","520-233-240-235-741-360","233","240","235","6","False","False","240-235-741-360","235-741-360","False"
"2662.1","M-135","Mohenjo-daro","Lower Indus","HRB","Steatite","square","SEAL:S","1","Good","Y","R/L","SS","4","+520-033-705-031+","520-033-705-031","033","705","031","4","False","False","705-031","031","False"
"2681.1","M-154","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Good","Y","R/L","2L","7","+520-220-621-415-002-257-898+","520-220-621-415-002-257-898","220","621","415","7","False","False","621-415-002-257-898","415-002-257-898","False"
"2689.1","M-163","Mohenjo-daro","Lower Indus","HRB","Steatite","square","SEAL:S","1","Poor","Y","R/L","SP","5","+520-220-415-060-820+","520-220-415-060-820","220","415","060","5","False","False","415-060-820","060-820","False"
"2707.1","M-181","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Good","Y","R/L","IT","5","+520-175-002-295-502+","520-175-002-295-502","175","002","295","5","False","False","002-295-502","295-502","False"
"2708.1","M-183","Mohenjo-daro","Lower Indus","DK-","Steatite","square","SEAL:S","1","Fair","Y","R/L","SP","4","+520-233-060-297+","520-233-060-297","233","060","297","4","False","False","060-297","297","False"
"2710.1","M-185","Mohenjo-daro","Lower Indus","DK-","Steatite","square","SEAL:S","1","Poor","Y","R/L","MT","2","+520-220+","520-220","220","<END>","<END>","2","True","False","","","False"
"2711.1","M-186","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Fair","Y","R/L","MT","2","+520-240+","520-240","240","<END>","<END>","2","True","False","","","False"
"2732.1","M-208","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Good","Y","R/L","MT","2","+520-240+","520-240","240","<END>","<END>","2","True","False","","","False"
"2759.1","M-236","Mohenjo-daro","Lower Indus","DKG. (N)","Steatite","square","SEAL:S","1","Good","Y","R/L","MT","6","+520-033-706-240-233-803+","520-033-706-240-233-803","033","706","240","6","False","False","706-240-233-803","240-233-803","False"
"2763.1","M-240","Mohenjo-daro","Lower Indus","HRB","Steatite","square","SEAL:S","1","Good","Y","R/L","LP","7","+520-240-220-032-002-861-603+","520-240-220-032-002-861-603","240","220","032","7","False","False","220-032-002-861-603","032-002-861-603","False"
"2782.1","M-259","Mohenjo-daro","Lower Indus","DKG. (N)","Steatite","square","SEAL:S","1","Good","Y","R/L","SP","4","+520-231-002-817+","520-231-002-817","231","002","817","4","False","False","002-817","817","False"
"2797.1","M-276","Mohenjo-daro","Lower Indus","DK-","Steatite","square","SEAL:S","1","Good","Y","R/L","SS","4","+520-033-705-176+","520-033-705-176","033","705","176","4","False","False","705-176","176","False"
"2800.1","M-279","Mohenjo-daro","Lower Indus","DK-","Steatite","square","SEAL:S","1","Poor","N","R/L","??","6","+520-220-415-002-700-000+","520-220-415-002-700-000","220","415","002","6","False","False","415-002-700-000","002-700-000","False"
"2821.1","M-302","Mohenjo-daro","Lower Indus","HRB","Steatite","square","SEAL:S","1","Fair","Y","R/L","MT","3","+520-231-235+","520-231-235","231","235","<END>","3","False","True","235","","False"
"2822.1","M-303","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Fair","Y","R/L","IT","5","+520-033-705-060-820+","520-033-705-060-820","033","705","060","5","False","False","705-060-820","060-820","False"
"2827.1","M-308","Mohenjo-daro","Lower Indus","DKG. (N)","Steatite","square","SEAL:S","1","Good","Y","R/L","SP","5","+520-220-002-727-317+","520-220-002-727-317","220","002","727","5","False","False","002-727-317","727-317","False"
"2841.1","M-323","Mohenjo-daro","Lower Indus","DKE","Steatite","square","SEAL:S","1","Poor","Y","R/L","MT","4","+520-220-415-235+","520-220-415-235","220","415","235","4","False","False","415-235","235","False"
"2891.1","M-395","Mohenjo-daro","Lower Indus","DKG. (N)","Steatite","cuboid-convex","SEAL:R","1","Good","Y","R/L","MT","4","+520-220-415-798+","520-220-415-798","220","415","798","4","False","False","415-798","798","False"
"2969.1","M-486","Mohenjo-daro","Lower Indus","HRB","Clay","prism","TAB:B","3","Poor","Y","R/L","SS","2","+520-235+","520-235","235","<END>","<END>","2","True","False","","","False"
"2970.1","M-487","Mohenjo-daro","Lower Indus","DKG. (S)","Clay","prism","TAB:B","3","Poor","Y","R/L","SS","2","+520-235+","520-235","235","<END>","<END>","2","True","False","","","False"
"3081.1","M-631","Mohenjo-daro","Lower Indus","HRA","Steatite","square","SEAL:S","1","Good","Y","R/L","LP","8","+520-033-706-240-220-032-368-263+","520-033-706-240-220-032-368-263","033","706","240","8","False","False","706-240-220-032-368-263","240-220-032-368-263","False"
"3094.1","M-650","Mohenjo-daro","Lower Indus","HRB","Steatite","square","SEAL:S","1","Fair","Y","R/L","SP","6","+520-220-415-519-002-817+","520-220-415-519-002-817","220","415","519","6","False","False","415-519-002-817","519-002-817","False"
"3098.1","M-657","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Fair","Y","R/L","MT","2","+520-240+","520-240","240","<END>","<END>","2","True","False","","","False"
"3113.1","M-674","Mohenjo-daro","Lower Indus","DKD","Steatite","square","SEAL:S","1","Fair","Y","R/L","MT","5","+520-033-706-220-415+","520-033-706-220-415","033","706","220","5","False","False","706-220-415","220-415","False"
"3118.1","-","Unknown","Other","--","-","square","SEAL:S","1","Good","Y","R/L","LP","7","+520-070-255-832-220-003-853+","520-070-255-832-220-003-853","070","255","832","7","False","False","255-832-220-003-853","832-220-003-853","False"
"3122.1","M-686","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","-","SEAL","1","Poor","Y","R/L","MT","3","+520-235-806+","520-235-806","235","806","<END>","3","False","True","806","","False"
"3125.1","M-696","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Poor","?","-","UC","1+?","+520[","520","<END>","<END>","<END>","1","False","False","","","True"
"3140.1","M-715","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Poor","N","R/L","??","6+?","+520-220-016-741-556-000[","520-220-016-741-556-000","220","016","741","6","False","False","016-741-556-000","741-556-000","True"
"3156.1","M-732","Mohenjo-daro","Lower Indus","DKG","Steatite","square","SEAL:S","1","Good","Y","R/L","MT","5","+520-400-350-002-817+","520-400-350-002-817","400","350","002","5","False","False","350-002-817","002-817","False"
"3176.1","M-753","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Good","Y","R/L","SS","4","+520-033-706-806+","520-033-706-806","033","706","806","4","False","False","706-806","806","False"
"3180.1","M-757","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Fair","Y","R/L","MT","6","+520-033-705-233-235-808+","520-033-705-233-235-808","033","705","233","6","False","False","705-233-235-808","233-235-808","False"
"3182.1","M-759","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","-","SEAL","1","Fair","Y","R/L","MT","3","+520-240-806+","520-240-806","240","806","<END>","3","False","True","806","","False"
"3186.1","M-768","Mohenjo-daro","Lower Indus","DKE","Steatite","square","SEAL:S","1","Poor","?","R/L","UC","5+?","+520-920-320-220-415[","520-920-320-220-415","920","320","220","5","False","False","320-220-415","220-415","True"
"3193.1","M-779","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Fair","Y","R/L","SC","3","+520-515-921+","520-515-921","515","921","<END>","3","False","True","921","","False"
"3195.1","M-781","Mohenjo-daro","Lower Indus","DKG. (N)","Steatite","square","SEAL:S","1","Fair","Y","R/L","IT","5","+520-033-706-002-861+","520-033-706-002-861","033","706","002","5","False","False","706-002-861","002-861","False"
"3219.1","M-806","Mohenjo-daro","Lower Indus","MN-","Steatite","square","SEAL:S","1","Poor","Y","R/L","SP","6","+520-235-803-001-368-861+","520-235-803-001-368-861","235","803","001","6","False","False","803-001-368-861","001-368-861","False"
"3222.1","M-809","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Good","Y","R/L","IT","6","+520-460-495-002-595-906+","520-460-495-002-595-906","460","495","002","6","False","False","495-002-595-906","002-595-906","False"
"3228.1","M-815","Mohenjo-daro","Lower Indus","DKG. (S)","Faience","square","SEAL:S","1","Good","Y","R/L","SP","6","+520-070-233-798-002-861+","520-070-233-798-002-861","070","233","798","6","False","False","233-798-002-861","798-002-861","False"
"3230.1","M-817","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Good","Y","R/L","SC","3","+520-382-878+","520-382-878","382","878","<END>","3","False","True","878","","False"
"3232.1","M-819","Mohenjo-daro","Lower Indus","DKG. (N)","Steatite","square","SEAL:S","1","Good","Y","R/L","SP","6","+520-233-240-803-002-817+","520-233-240-803-002-817","233","240","803","6","False","False","240-803-002-817","803-002-817","False"
"3271.1","M-860","Mohenjo-daro","Lower Indus","DK-","-","square","SEAL:S","1","Poor","Y","R/L","MT","4","+520-033-705-240+","520-033-705-240","033","705","240","4","False","False","705-240","240","False"
"3278.1","M-868","Mohenjo-daro","Lower Indus","DK-","-","square","SEAL:S","1","Fair","Y","R/L","LP","7","+520-033-705-231-220-002-817+","520-033-705-231-220-002-817","033","705","231","7","False","False","705-231-220-002-817","231-220-002-817","False"
"3282.1","M-873","Mohenjo-daro","Lower Indus","DKE","Steatite","square","SEAL:S","1","Poor","Y","R/L","SP","6","+520-033-705-231-060-550+","520-033-705-231-060-550","033","705","231","6","False","False","705-231-060-550","231-060-550","False"
"3311.1","M-914","Mohenjo-daro","Lower Indus","DKG. (N)","Steatite","square","SEAL:S","1","Fair","Y","R/L","MT","5","+520-920-320-220-415+","520-920-320-220-415","920","320","220","5","False","False","320-220-415","220-415","False"
"3326.1","M-931","Mohenjo-daro","Lower Indus","DKB","-","square","SEAL:S","1","Fair","Y","R/L","SP","5","+520-233-803-060-820+","520-233-803-060-820","233","803","060","5","False","False","803-060-820","060-820","False"
"3331.1","M-936","Mohenjo-daro","Lower Indus","DKC","Steatite","square","SEAL:S","1","Poor","Y","R/L","SS","2","+520-460+","520-460","460","<END>","<END>","2","True","False","","","False"
"3354.1","M-959","Mohenjo-daro","Lower Indus","DKC","Steatite","square","SEAL:S","1","Poor","Y","R/L","MT","5","+520-033-705-236-803+","520-033-705-236-803","033","705","236","5","False","False","705-236-803","236-803","False"
"3355.1","M-960","Mohenjo-daro","Lower Indus","VSA","Steatite","square","SEAL:S","1","Poor","Y","R/L","SP","5","+520-240-740-590-575+","520-240-740-590-575","240","740","590","5","False","False","740-590-575","590-575","False"
"3357.1","M-962","Mohenjo-daro","Lower Indus","DK-","-","square","SEAL:S","1","Fair","Y","R/L","MT","4","+520-220-240-235+","520-220-240-235","220","240","235","4","False","False","240-235","235","False"
"3371.1","M-978","Mohenjo-daro","Lower Indus","--","-","square","SEAL:S","1","Poor","Y","R/L","MT","2","+520-220+","520-220","220","<END>","<END>","2","True","False","","","False"
"3378.1","M-985","Mohenjo-daro","Lower Indus","DK-","-","square","SEAL:S","1","Poor","Y","R/L","MT","7","+520-070-033-705-233-235-803+","520-070-033-705-233-235-803","070","033","705","7","False","False","033-705-233-235-803","705-233-235-803","False"
"3413.1","M-1031","Mohenjo-daro","Lower Indus","SD-","-","square","SEAL:S","1","Poor","?","R/L","UC","4+?","+520-220-415-817[","520-220-415-817","220","415","817","4","False","False","415-817","817","True"
"3421.1","M-1044","Mohenjo-daro","Lower Indus","HRB","Steatite","square","SEAL:S","1","Poor","Y","R/L","SP","5","+520-220-032-002-861+","520-220-032-002-861","220","032","002","5","False","False","032-002-861","002-861","False"
"3426.1","M-1050","Mohenjo-daro","Lower Indus","DKC","Steatite","square","SEAL:S","1","Poor","?","-","UC","1+?","+520[","520","<END>","<END>","<END>","1","False","False","","","True"
"3442.1","M-1068","Mohenjo-daro","Lower Indus","DK-","-","square","SEAL:S","1","Poor","?","R/L","UC","4+?","+520-033-705-240[","520-033-705-240","033","705","240","4","False","False","705-240","240","True"
"3464.1","M-1090","Mohenjo-daro","Lower Indus","DKG","Steatite","square","SEAL:S","1","Poor","N","R/L","??","6","+520-220-235-000-130-741+","520-220-235-000-130-741","220","235","000","6","False","False","235-000-130-741","000-130-741","False"
"3480.1","M-1109","Mohenjo-daro","Lower Indus","DKC","Steatite","square","SEAL:S","1","Poor","Y","R/L","SP","4","+520-231-002-820+","520-231-002-820","231","002","820","4","False","False","002-820","820","False"
"3509.1","M-1148","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Good","Y","R/L","SP","4","+520-220-002-861+","520-220-002-861","220","002","861","4","False","False","002-861","861","False"
"3518.1","M-1157","Mohenjo-daro","Lower Indus","DKG. (N)","Steatite","square","SEAL:S","1","Fair","N","R/L","??","4","+520-000-000-233+","520-000-000-233","000","000","233","4","False","False","000-233","233","False"
"3521.1","M-1161","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Good","Y","R/L","SP","5","+520-233-031-002-861+","520-233-031-002-861","233","031","002","5","False","False","031-002-861","002-861","False"
"3529.1","M-1169","Mohenjo-daro","Lower Indus","DKG. (N)","Steatite","square","SEAL:S","1","Good","Y","R/L","2L","11","+520-033-705-220-032/231-072-002-270-633-032+","520-033-705-220-032-231-072-002-270-633-032","033","705","220","11","False","False","705-220-032-231-072-002-270-633-032","220-032-231-072-002-270-633-032","False"
"3556.1","M-1206","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","2","Good","Y","R/L","MT","3","+520-220-034+","520-220-034","220","034","<END>","3","False","True","034","","False"
"3561.1","M-1226","Mohenjo-daro","Lower Indus","DKC","Steatite","square","SEAL:S","1","Fair","Y","R/L","LP","7","+520-033-705-235-233-002-817+","520-033-705-235-233-002-817","033","705","235","7","False","False","705-235-233-002-817","235-233-002-817","False"
"3576.1","M-1269","Mohenjo-daro","Lower Indus","DK-","-","rectangular","SEAL:R","1","Fine","Y","R/L","MT","5","+520-033-706-240-235+","520-033-706-240-235","033","706","240","5","False","False","706-240-235","240-235","False"
"3579.1","M-1272","Mohenjo-daro","Lower Indus","VSA","Steatite","rectangular","SEAL:R","1","Good","Y","R/L","LC","6","+520-070-921-742-615-920+","520-070-921-742-615-920","070","921","742","6","False","False","921-742-615-920","742-615-920","False"
"3616.1","M-1311","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","rectangular","SEAL:R","1","Good","Y","R/L","IT","5","+520-400-354-002-817+","520-400-354-002-817","400","354","002","5","False","False","354-002-817","002-817","False"
"3658.1","M-1359","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","-","SEAL","1","Poor","Y","R/L","SS","3","+520-033-705+","520-033-705","033","705","<END>","3","False","True","705","","False"
"3688.1","M-1396","Mohenjo-daro","Lower Indus","DKE","Clay","-","TAB:B","1","Poor","Y","R/L","SS","5","+520-033-705-803-853+","520-033-705-803-853","033","705","803","5","False","False","705-803-853","803-853","False"
"3816.1","M-1605","Mohenjo-daro","Lower Indus","--","Clay","-","POT:T:g","1","Poor","?","R/L","UC","3+?","+520-515-240[","520-515-240","515","240","<END>","3","False","False","240","","True"
"3847.1","M-769","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Poor","N","R/L","??","7+?","+520-075-235-220-032-060-000[","520-075-235-220-032-060-000","075","235","220","7","False","False","235-220-032-060-000","220-032-060-000","True"
"3854.1","Ns-6","Nausharo","Lower Indus","--","Steatite","square","SEAL:S","1","Good","Y","R/L","SP","4","+520-240-060-922+","520-240-060-922","240","060","922","4","False","False","060-922","922","False"
"3984.1","M-1727","Mohenjo-daro","Lower Indus","--","-","square","SEAL:S","1","Good","Y","R/L","SC","4","+520-070-503-240+","520-070-503-240","070","503","240","4","False","False","503-240","240","False"
"3985.1","M-1736","Mohenjo-daro","Lower Indus","DK-","-","square","SEAL:S","1","Fair","Y","R/L","LP","8","+520-033-705-235-240-741-903-903+","520-033-705-235-240-741-903-903","033","705","235","8","False","False","705-235-240-741-903-903","235-240-741-903-903","False"
"3995.1","M-1843","Mohenjo-daro","Lower Indus","DK-","-","square","SEAL:S","1","Fair","Y","R/L","LP","7","+520-220-001-820-220-063-315+","520-220-001-820-220-063-315","220","001","820","7","False","False","001-820-220-063-315","820-220-063-315","False"
"4069.1","H-1284","Harappa","Inter-Riverine","--","-","rectangular","TAB:I","2","Good","Y","L/R","MT","3","+520-220-415+","520-220-415","220","415","<END>","3","False","True","415","","False"
"4128.1","H-1470","Harappa","Inter-Riverine","--","Clay","-","POT:T:g","1","Poor","?","R/L","UC","1+?","]520+","520","<END>","<END>","<END>","1","False","False","","","True"
"4149.1","-","Dholavira","Gujarat/Kutch","Castle-","-","square","SEAL:S","1","Fair","Y","R/L","SS","3","+520-033-033+","520-033-033","033","033","<END>","3","False","True","033","","False"
"4153.1","-","Rakhigarhi","Eastern Headwaters","--","-","square","SEAL:S","1","Good","Y","R/L","SC","2","+520-073+","520-073","073","<END>","<END>","2","True","False","","","False"
"4156.1","-","Dholavira","Gujarat/Kutch","Bailey-","Clay","-","TAG","2","Poor","N","R/L","??","4","+520-000-002-820+","520-000-002-820","000","002","820","4","False","False","002-820","820","False"
"4167.1","-","Dholavira","Gujarat/Kutch","Castle-","Steatite","rectangular","SEAL:R","1","Good","Y","R/L","SS","3","+520-033-706+","520-033-706","033","706","<END>","3","False","True","706","","False"
"4177.1","-","Dholavira","Gujarat/Kutch","East Reservoir-","-","square","SEAL:S","1","Poor","N","R/L","??","9","+520-233-803-060-001-031-905-032-000+","520-233-803-060-001-031-905-032-000","233","803","060","9","False","False","803-060-001-031-905-032-000","060-001-031-905-032-000","False"
"4210.1","-","Dholavira","Gujarat/Kutch","--","Steatite","-","SEAL:S","1","Fair","?","R/L","UC","5+?","+520-033-705-235-803[","520-033-705-235-803","033","705","235","5","False","False","705-235-803","235-803","True"
"4216.1","-","Dholavira","Gujarat/Kutch","-Castle  south of","-","square","SEAL:S","1","Poor","N","R/L","??","3","+520-000-235+","520-000-235","000","235","<END>","3","False","True","235","","False"
"4220.1","-","Dholavira","Gujarat/Kutch","East Reservoir-","Steatite","square","SEAL:S","1","Fair","Y","R/L","SC","3","+520-742-861+","520-742-861","742","861","<END>","3","False","True","861","","False"
"4232.1","-","Dholavira","Gujarat/Kutch","Castle-","-","square","SEAL:S","1","Fair","Y","R/L","SS","2","+520-235+","520-235","235","<END>","<END>","2","True","False","","","False"
"4243.1","-","Dholavira","Gujarat/Kutch","Middle Town-","-","-","TAB:I","1","Poor","?","R/L","UC","2+?","]520-175[","520-175","175","<END>","<END>","2","False","False","","","True"
"4250.1","-","Dholavira","Gujarat/Kutch","Middle TownGreat multipurpose ground","-","square","SEAL:S","1","Fair","Y","R/L","LC","7","+520-090-803-564-741-798-892+","520-090-803-564-741-798-892","090","803","564","7","False","False","803-564-741-798-892","564-741-798-892","False"
"4263.1","-","Dholavira","Gujarat/Kutch","Middle Town-","-","rectangular","SEAL:R","1","Poor","N","R/L","??","3+?","+520-095-000[","520-095-000","095","000","<END>","3","False","False","000","","True"
"4314.1","-","Dholavira","Gujarat/Kutch","--","-","-","TAG","1","Poor","N","R/L","??","4","+520-000-002-820+","520-000-002-820","000","002","820","4","False","False","002-820","820","False"
"4314.2","-","Dholavira","Gujarat/Kutch","--","-","-","TAG","1","Poor","N","R/L","??","4","+520-000-002-000+","520-000-002-000","000","002","000","4","False","False","002-000","000","False"
"4325.1","-","Dholavira","Gujarat/Kutch","Middle Town-","-","square","SEAL:S","1","Poor","N","R/L","??","4+?","+520-000-000-000[","520-000-000-000","000","000","000","4","False","False","000-000","000","True"
"4530.1","H-1285","Harappa","Inter-Riverine","F-","Steatite","-","TAB:I","1","Poor","?","L/R","UC","2+?","+520-400[","520-400","400","<END>","<END>","2","False","False","","","True"
"4580.1","H-1155","Harappa","Inter-Riverine","--","-","cylindrical","TAB:B","1","Fair","Y","R/L","SP","5","+520-240-002-405-501+","520-240-002-405-501","240","002","405","5","False","False","002-405-501","405-501","False"
"5218.1","-","Gola Dhoro (Bagasra)","Gujarat/Kutch","Trench Eh 1-","-","square","SEAL:S","1","Good","Y","R/L","LP","9","+520-070-495-240-060-297-368-632-032+","520-070-495-240-060-297-368-632-032","070","495","240","9","False","False","495-240-060-297-368-632-032","240-060-297-368-632-032","False"
"5220.1","-","Bhirrana","Eastern Headwaters","--","Steatite","square","SEAL:S","1","Good","Y","R/L","SC","3","+520-463-510+","520-463-510","463","510","<END>","3","False","True","510","","False"
"5269.1","Rhd-1","Rahman-deri","Upper Indus","--","Bone","square-rounded","SEAL","1","Good","Y","-","SS","2","+520-031+","520-031","031","<END>","<END>","2","True","False","","","False"
"5277.1","K-150","Kalibangan","Inter-Riverine","KLB-1-","Steatite","square","SEAL:S","1","Fine","Y","R/L","MT","3","+520-220-006+","520-220-006","220","006","<END>","3","False","True","006","","False"
"5360.1","Ns-59","Nausharo","Lower Indus","--","Steatite","square","SEAL:S","1","Poor","Y","R/L","SP","5","+520-220-742-060-920+","520-220-742-060-920","220","742","060","5","False","False","742-060-920","060-920","False"
"5421.1","-","Kanmer","Gujarat/Kutch","Central AreaTrench X30","Steatite","square","SEAL:S","1","Fair","Y","R/L","SS","2","+520-031+","520-031","031","<END>","<END>","2","True","False","","","False"
"5441.1","-","Banawali","Eastern Headwaters","--","Steatite","square","SEAL:S","1","Fair","Y","R/L","SS","2","+520-001+","520-001","001","<END>","<END>","2","True","False","","","False"
