iteration,best_terminal,best_feature,best_value,best_a,best_fisher_p,max_mi_bits,p_le_observed,mi_ge_observed
1382,861,site,Chanhu-daro,7,0.008515247255600763,0.4694248911730144,true,false
1384,817,site,Harappa,35,0.009188205769924533,0.4916069900970461,true,true
1385,817,symbol,Bull1:W,35,0.003791175358978686,0.4622557408511106,true,false
1386,820,symbol,Bull1,18,0.001454415333518421,0.474408005900104,true,false
1387,861,type,SEAL,7,0.0016215156151059946,0.4829545688097235,true,true
1388,817,prev,803,11,0.008782077126427264,0.4922514157050331,true,true
1389,820,material,Clay,12,0.009022821467793577,0.48517341968856875,true,true
1390,820,prev,240,11,0.012970904060060453,0.46243228379333556,true,false
1391,820,symbol,Zebu,8,0.00036173775270606756,0.4981029498470801,true,true
1392,817,symbol,Bull1:S,16,0.00304338366273714,0.46421038328761044,true,false
1393,820,first,740,46,0.003998030063708393,0.49988024024771144,true,true
1394,861,prev,233,10,0.0075573570914726955,0.4523774742729784,true,false
1395,820,symbol,Zebu,7,0.0032362947109295043,0.4495374859206109,true,false
1396,820,prev,240,11,0.012970904060060453,0.4851862356889786,true,true
1397,817,type,TAG,7,0.021808946779711146,0.4853452272354896,false,true
1398,820,condition,Poor,44,0.018051890490968194,0.4399867657339148,true,false
1399,861,prev,003,7,0.025232058259180314,0.4839752654950042,false,true
1400,861,prev,017,5,0.010381314257198251,0.45566190337623447,true,false
1401,861,prev,061,6,0.0041117003097333234,0.4617149245951433,true,false
1402,817,symbol,Bull1:S,15,0.009828731909575941,0.45965240130676943,true,false
1403,817,material,Clay,14,0.017871504831524415,0.4563617679462675,true,false
1404,820,material,Clay,13,0.002605783528312325,0.48307380300388947,true,true
1405,861,symbol,Bull1,22,0.01679056850890744,0.4306127477900219,true,false
1406,817,site,Dholavira,10,0.01767181686122424,0.48536903562436207,true,true
1407,817,prev,235,13,0.012651289482086223,0.5018063048585593,true,true
1408,817,prev,806,5,0.019613291832013206,0.48242269095736606,true,true
1409,820,symbol,Zebu,9,0.0000238700505268359,0.47004593783750676,true,false
1410,861,type,POT:T:g,5,0.010381314257198251,0.45740817684790996,true,false
1411,820,first,405,5,0.012552559477795188,0.47835640003115937,true,false
1412,861,prev,235,15,0.006390146092671265,0.48254620326380665,true,true
1413,861,prev,003,7,0.025232058259180314,0.49091820872450603,false,true
1415,820,first,000,16,0.004478953114239453,0.5030130524428104,true,true
1416,820,symbol,Bull1,17,0.004432006288988536,0.47491431936118633,true,false
1417,820,prev,235,11,0.008567285309409619,0.4690089652763996,true,false
1418,820,prev,000,8,0.009488306533542046,0.4768252226167419,true,false
1419,817,prev,032,17,0.001525541769461036,0.48065112833813106,true,false
1420,861,type,TAB:B,19,0.00712568197131985,0.46610557048339246,true,false
1421,817,material,Clay,14,0.017871504831524415,0.47716007203032157,true,false
1423,817,first,390,11,0.004394932841721345,0.5015210628276021,true,true
1424,817,first,390,10,0.01767181686122424,0.4498776188215544,true,false
1425,817,prev,176,7,0.0028627866293049996,0.491334134621121,true,true
1426,861,complete,?,13,0.0053355434789211665,0.44678858338213434,true,false
1427,861,symbol,Gavi,5,0.010381314257198251,0.46419857266228925,true,false
1428,817,condition,Poor,58,0.013399844164207562,0.45328232814796154,true,false
1429,817,complete,Y,108,0.004773982665411159,0.46321401415335867,true,false
1430,861,complete,N,32,0.00684752806819519,0.42403182884857954,true,false
1431,820,symbol,Elep,7,0.013460970967018237,0.40293713104452705,true,false
1432,820,prev,233,8,0.005132734684787917,0.505823385978227,true,true
1433,861,prev,220,9,0.0016171881696068794,0.549215366580329,true,true
1434,861,site,Unknown,5,0.010381314257198251,0.4896418125551122,true,true
1435,817,prev,240,14,0.006619085139746639,0.5172100306300237,true,true
1436,817,shape,circular,5,0.004531039514728302,0.4742199224773567,true,false
1438,817,type,SEAL,6,0.007581478152420626,0.47800820884259215,true,false
1439,820,symbol,Bull1:J,13,0.006264143438186972,0.46284527558911137,true,false
1440,817,prev,061,6,0.0015145890512716672,0.4929903276539941,true,true
1441,861,first,390,12,0.0045906221187026214,0.4877210222884134,true,true
1443,820,shape,cuboid-convex,12,0.00594264325684314,0.44814331527577855,true,false
1444,817,symbol,Zebu,8,0.0037564492718906673,0.5219675548483185,true,true
1445,817,first,520,20,0.011185127281793356,0.5005332722353821,true,true
1446,861,site,Unknown,5,0.010381314257198251,0.48981590357778876,true,true
1447,861,symbol,Bull1:L,6,0.01905280847749524,0.47106908644233625,true,false
1448,817,symbol,Bull1:W,35,0.003791175358978686,0.5073498346097618,true,true
1449,817,prev,000,10,0.004423546815901876,0.5154494418775655,true,true
1450,817,site,Dholavira,11,0.004394932841721345,0.45164012751515936,true,false
1451,817,prev,003,7,0.009172198524237892,0.5092128932954452,true,true
1452,861,prev,<START>,8,0.012226325023033762,0.4896164389750977,true,true
1453,820,shape,circular,5,0.0009358805878209541,0.4763717738784441,true,false
1454,817,prev,220,7,0.021808946779711146,0.5010217429307211,false,true
1455,820,symbol,Zebu,6,0.01903790340187208,0.506993653625119,true,true
1456,817,first,090,9,0.009758098008440293,0.4605014497457078,true,false
1457,861,prev,032,19,0.0010833707369008133,0.4947205977418843,true,true
1458,817,prev,235,13,0.012651289482086223,0.4669149300615344,true,false
1459,820,site,Harappa,27,0.013152807668419687,0.4568677493834236,true,false
1460,861,complete,?,13,0.0053355434789211665,0.4342553525144399,true,false
1461,861,prev,004,8,0.012226325023033762,0.4538665793985988,true,false
1462,820,material,Faience,11,0.005423389016386649,0.47008735950122044,true,false
1463,817,site,Lothal,10,0.030371445053797175,0.49909892651682064,false,true
1464,861,prev,<START>,8,0.012226325023033762,0.5188102867639253,true,true
1465,820,condition,Good,39,0.008771857737101705,0.44285581703261523,true,false
1466,820,site,Dholavira,9,0.006670183127678552,0.4695216609897438,true,false
1467,817,prev,798,9,0.004242147419125905,0.49409079746477064,true,true
1468,820,symbol,Gaur,7,0.013460970967018237,0.4734080860814053,true,false
1469,817,prev,590,7,0.0005034408677465668,0.44255439654728307,true,false
1470,817,first,621,6,0.007581478152420626,0.47180689048318436,true,false
1471,817,prev,031,10,0.009373764349035342,0.4620840926047683,true,false
1472,861,first,621,6,0.01905280847749524,0.46181460067505997,true,false
1474,820,type,SEAL:R,18,0.010866610457374954,0.46688971578209854,true,false
1475,861,type,SEAL:S,111,0.008734304350883184,0.4808342732864375,true,false
1476,861,prev,235,14,0.020419717212291792,0.48840872979431615,false,true
1478,861,first,527,7,0.008515247255600763,0.48261015779650523,true,true
1479,817,prev,590,6,0.007581478152420626,0.4476144121781564,true,false
1480,820,complete,N,22,0.010602393075277718,0.4959576769796998,true,true
1482,817,condition,Fine,8,0.0037564492718906673,0.5006173575146282,true,true
1483,817,shape,circular,5,0.004531039514728302,0.46936576284465015,true,false
1485,820,condition,Fair,33,0.012483684205396308,0.4715016770062582,true,false
1486,820,first,527,6,0.00400171595588435,0.4345225518251785,true,false
1487,820,condition,Poor,45,0.009600191594151429,0.4288698378645628,true,false
1489,861,first,527,7,0.008515247255600763,0.4441633524506771,true,false
1490,817,shape,rectangular,21,0.00648978948373783,0.5107307355472963,true,true
1491,820,type,SEAL:S,73,0.0037617859042767972,0.49267778331727213,true,true
1492,861,prev,003,8,0.00373901554029275,0.49142995583031623,true,true
1493,817,first,390,10,0.01767181686122424,0.48568565811888337,true,true
1494,861,symbol,Bull1:J,17,0.012086347822044088,0.45059359996683485,true,false
1495,861,prev,032,17,0.012086347822044088,0.5134509447381006,true,true
1496,820,type,SEAL:R,19,0.004180924414638725,0.4430880969193365,true,false
1497,861,site,Harappa,41,0.0037986258179042672,0.44395351204313127,true,false
1498,820,symbol,Bull1:W,26,0.014538310082120923,0.4383447650555875,true,false
1499,817,prev,<START>,8,0.0037564492718906673,0.47222998793901655,true,false
1500,817,symbol,Bull1,19,0.0263890782469285,0.5198525768538714,false,true
1501,820,symbol,Zebu,7,0.0032362947109295043,0.47120061638250393,true,false
1502,820,symbol,Zebu,7,0.0032362947109295043,0.46850135309594376,true,false
1503,817,prev,240,15,0.0017944555388710222,0.49236957897195244,true,true
1504,861,material,Steatite,113,0.004895647888611146,0.4540154652850542,true,false
1505,817,complete,N,28,0.0088898306861197,0.48150345589083116,true,false
1507,820,first,520,17,0.004432006288988536,0.5192068138468691,true,true
1508,817,prev,061,5,0.019613291832013206,0.4962304918017277,true,true
1509,861,prev,016,5,0.010381314257198251,0.4849716624669082,true,true
1510,817,shape,square,99,0.001678153201079895,0.48394668766935217,true,true
1511,820,shape,square,73,0.007720488309691351,0.47300354136473416,true,false
1512,861,prev,003,8,0.00373901554029275,0.5127692633085678,true,true
1513,861,first,740,69,0.0025964167273036585,0.5100457343501059,true,true
1514,820,symbol,Bull1:W,27,0.0067508085115197,0.48703618039180097,true,true
1516,861,complete,N,33,0.00292992005080286,0.47994618661178506,true,false
1518,817,symbol,Bull1:I,10,0.004423546815901876,0.4628769468161815,true,false
1519,861,prev,235,16,0.001641675867569127,0.4563850282430809,true,false
1520,861,prev,806,5,0.04172938399452996,0.5066615105202512,false,true
1521,861,condition,Fine,8,0.012226325023033762,0.4759855698644416,true,false
1522,861,symbol,Bull1:J,20,0.00025154529445884445,0.4289786054448435,true,false
1523,817,condition,Poor,58,0.013399844164207562,0.4485109459319131,true,false
1524,820,prev,017,5,0.0009358805878209541,0.4954795820892154,true,true
1525,820,shape,square,73,0.007720488309691351,0.5044536113759722,true,true
1526,820,site,Mohenjo-daro,66,0.0033629601074285863,0.44721456220289235,true,false
1528,861,type,SEAL:R,25,0.014611614939604157,0.474414078694423,true,false
1529,820,prev,231,6,0.00400171595588435,0.5210683443222766,true,true
1530,820,condition,Fair,35,0.0028044685757161116,0.4763698290390356,true,false
1531,817,prev,235,13,0.012651289482086223,0.48143489122193134,true,false
1532,861,first,527,7,0.008515247255600763,0.45366727409648683,true,false
1534,861,prev,031,11,0.008991621074830463,0.5136996222264925,true,true
1535,817,prev,016,5,0.004531039514728302,0.5177019179661033,true,true
1536,820,symbol,Elep,7,0.013460970967018237,0.46788129569288234,true,false
1537,861,prev,176,7,0.008515247255600763,0.4752746676138835,true,false
1540,861,first,151,6,0.01905280847749524,0.457104500724474,true,false
1541,817,shape,cuboid-convex,15,0.0033646012669666945,0.4987102003929462,true,true
1542,861,condition,Good,57,0.014094207847729757,0.4443336724412191,true,false
1543,861,shape,cuboid-convex,15,0.020402820310384033,0.5067216163860525,false,true
1544,817,prev,003,7,0.009172198524237892,0.488846706378626,true,true
1545,861,first,405,6,0.01905280847749524,0.45926761465882254,true,false
1546,861,site,Harappa,40,0.00801625788599572,0.4975702259202125,true,true
1548,861,complete,?,14,0.0011247969315832974,0.4779457825201692,true,false
1549,817,symbol,Bull1:W,33,0.01656225810933118,0.4283460182998289,true,false
1550,861,type,SEAL,6,0.01905280847749524,0.4257460016478076,true,false
1551,820,site,Mohenjo-daro,64,0.013932364564691421,0.4713213538886843,true,false
1552,861,shape,rectangular,23,0.010611905035383994,0.47911334555712454,true,false
1553,820,symbol,Bull1,18,0.001454415333518421,0.45129575715583775,true,false
1554,817,material,Clay,13,0.04627481100633987,0.4888462490955967,false,true
1555,820,symbol,Elep,7,0.013460970967018237,0.4789602222122914,true,false
1556,817,type,SEAL:R,23,0.007048642696274113,0.5270549997428351,true,true
1557,820,prev,806,5,0.004484865962985306,0.4826930945137421,true,true
1558,820,condition,Good,42,0.0008667922732241175,0.4990989265168206,true,true
1559,861,symbol,Bull1:J,18,0.003923274786487775,0.4404261112279216,true,false
1560,817,material,Steatite,98,0.002893220320561119,0.4913069755022769,true,true
1561,820,prev,003,5,0.04836274929809304,0.5214185210041489,false,true
1562,817,symbol,Bull1:L,7,0.0005034408677465668,0.4458427651264668,true,false
1563,817,first,740,59,0.005844960625482547,0.46750789022487893,true,false
1564,820,prev,016,5,0.0009358805878209541,0.5280413529338098,true,true
1565,861,first,405,6,0.01905280847749524,0.47074473148029317,true,false
1566,861,site,Chanhu-daro,7,0.008515247255600763,0.48408025289993584,true,true
1567,861,complete,N,33,0.00292992005080286,0.48497733474575205,true,true
1568,820,type,TAB:B,14,0.006421308019884566,0.4813355599821863,true,false
1569,817,symbol,Bull1:J,17,0.001525541769461036,0.487107576628516,true,true
1570,817,prev,231,6,0.021737552721773596,0.4976632155615927,false,true
1571,861,prev,798,9,0.015095843943391904,0.5163792120495341,true,true
1572,817,prev,240,15,0.0017944555388710222,0.5204898587402929,true,true
1573,817,symbol,Bull1:S,16,0.00304338366273714,0.5085852348877891,true,true
1574,820,complete,?,10,0.00467667338455326,0.47658827582626445,true,false
1575,817,symbol,Bull1:J,16,0.005251153689320589,0.46676091998829455,true,false
1576,817,prev,003,7,0.009172198524237892,0.45353019883535284,true,false
1577,820,first,621,5,0.012552559477795188,0.5098660278161393,true,true
1578,817,condition,Good,50,0.011381982606644794,0.5000538739873586,true,true
1579,861,symbol,Bull1:S,17,0.006946635170026809,0.4940057068104359,true,true
1580,820,condition,Good,38,0.016921429792654638,0.4754701927406468,true,false
1581,820,first,527,6,0.00400171595588435,0.46716351986555754,true,false
1584,817,site,Kalibangan,9,0.009758098008440293,0.4916031692678002,true,true
1586,817,symbol,Bull1:J,17,0.001525541769461036,0.46008499187069124,true,false
1587,861,symbol,Bull1:W,38,0.01268599651307914,0.45025431314040154,true,false
1588,817,first,405,6,0.007581478152420626,0.480815291101899,true,false
1590,861,complete,Y,124,0.01819013611225965,0.4496843771705465,true,false
1591,820,symbol,Zebu,6,0.01903790340187208,0.5219741665914825,true,true
1592,820,condition,Fair,37,0.0004916294106459287,0.5163714517443607,true,true
1593,817,prev,<START>,8,0.0037564492718906673,0.4763158497957174,true,false
1594,820,site,Chanhu-daro,6,0.00400171595588435,0.4668425284497309,true,false
1595,820,prev,798,8,0.002492840919854811,0.503399912268431,true,true
1596,817,first,621,6,0.007581478152420626,0.48933220231922925,true,true
1597,861,site,Unknown,5,0.010381314257198251,0.46225196067576146,true,false
1599,861,complete,?,13,0.0053355434789211665,0.42281361240001625,true,false
1600,817,type,SEAL:S,95,0.01222548059345831,0.4782547761724442,true,false
1601,861,condition,Fine,9,0.0016171881696068794,0.4744213817165669,true,false
1602,820,prev,240,10,0.03778673850104998,0.488736112605619,false,true
1603,820,prev,235,10,0.026997245265835985,0.4922643342384667,false,true
1604,817,prev,233,9,0.009758098008440293,0.4542073288831502,true,false
1606,861,site,Mohenjo-daro,102,0.0012304360364630426,0.49099459046613386,true,true
1609,817,type,SEAL:R,22,0.01664684786929565,0.5078344844758552,true,true
1610,817,prev,803,11,0.008782077126427264,0.5165047189924943,true,true
1611,820,complete,N,23,0.004458249788107785,0.48411455574034556,true,true
1612,817,symbol,Zebu,8,0.0037564492718906673,0.4404403331188942,true,false
1613,820,material,Faience,11,0.005423389016386649,0.46245902628304714,true,false
1614,820,prev,503,5,0.004484865962985306,0.44611363510908647,true,false
1615,820,first,621,6,0.0012577885570611836,0.4733436742656776,true,false
1616,820,site,Kalibangan,8,0.005132734684787917,0.4616199901143549,true,false
1617,817,material,Faience,13,0.0073514640162391925,0.4916548687083935,true,true
1618,820,prev,032,12,0.01880252345986182,0.4737602167459003,true,false
1619,820,prev,240,13,0.0009193016034705417,0.4971867426298051,true,true
1620,817,first,390,10,0.01767181686122424,0.4704908988428032,true,false
1622,820,shape,square,71,0.030929371583075536,0.5022809424544061,false,true
1623,817,prev,032,15,0.015550704684896102,0.4343946427597811,true,false
1624,820,symbol,Bull1,16,0.012070880540203027,0.4932573676641539,true,true
1625,861,prev,176,7,0.008515247255600763,0.47686475217695984,true,false
1627,861,first,527,7,0.008515247255600763,0.4873875758260061,true,true
1628,820,material,Faience,10,0.01861999074018965,0.46652531720925344,true,false
1629,817,prev,061,5,0.019613291832013206,0.48078231651728986,true,false
1631,817,first,000,20,0.0031155603282438057,0.5058521509421097,true,true
1632,861,condition,Poor,71,0.0008381899722623443,0.496914773882287,true,true
1633,817,prev,803,11,0.008782077126427264,0.5043844707773615,true,true
1634,820,first,405,5,0.012552559477795188,0.4997305650543008,true,true
1635,820,type,SEAL:R,18,0.010866610457374954,0.4659129175783414,true,false
1636,817,type,TAG,8,0.0037564492718906673,0.47551161440436074,true,false
1637,820,site,Dholavira,9,0.006670183127678552,0.45862631860110115,true,false
1638,817,prev,503,5,0.019613291832013206,0.494326698226262,true,true
1640,820,type,TAB:B,14,0.006421308019884566,0.4955841122111178,true,true
1641,861,symbol,Bull1:W,38,0.01268599651307914,0.45932758906169713,true,false
1642,820,first,151,5,0.012552559477795188,0.4687441680880987,true,false
1643,817,first,740,61,0.001468746524130246,0.47331598316843176,true,false
1644,861,first,151,6,0.01905280847749524,0.42929803166952824,true,false
1645,861,condition,Fair,51,0.002411992399160181,0.4397627034353958,true,false
1646,820,shape,cuboid-convex,12,0.00594264325684314,0.4524700344689809,true,false
1647,817,prev,000,10,0.004423546815901876,0.49883749287473617,true,true
1648,817,shape,cuboid-convex,14,0.011175362561640093,0.46685097552883575,true,false
1649,820,symbol,Bull1,17,0.004432006288988536,0.5080194744971849,true,true
1650,861,symbol,Bull1:V,5,0.010381314257198251,0.5109366617357871,true,true
1651,861,symbol,Bull1,22,0.01679056850890744,0.46051233960114674,true,false
1652,820,material,Steatite,73,0.006479905914223628,0.4690132027347777,true,false
1653,817,prev,031,10,0.009373764349035342,0.5163157147998645,true,true
1654,820,prev,233,9,0.0008429073167711647,0.49993081896394714,true,true
1655,820,prev,176,5,0.02680396534765307,0.4945513771083889,false,true
1656,817,type,SEAL:S,97,0.0030327135279194983,0.4967583895242613,true,true
1657,820,site,Mohenjo-daro,65,0.007062833831092141,0.4629121642226491,true,false
1658,817,material,Steatite,96,0.011887184882981986,0.4848229358810315,true,true
1659,820,prev,000,8,0.009488306533542046,0.4932458271836319,true,true
1660,861,site,Kalibangan,11,0.0012243169578553315,0.47059584559383805,true,false
1661,861,site,Chanhu-daro,7,0.008515247255600763,0.48860620890370227,true,true
1662,820,first,090,10,0.00009926556333452808,0.4945027838854581,true,true
1663,861,first,621,6,0.01905280847749524,0.46779258416377706,true,false
1664,820,prev,590,5,0.012552559477795188,0.48060822549461363,true,false
1665,861,first,520,22,0.01679056850890744,0.48629433434200137,true,true
1666,817,material,Faience,14,0.0019038772088840988,0.5310811445252153,true,true
1667,861,prev,176,7,0.008515247255600763,0.4797005309086008,true,false
1668,820,site,Mohenjo-daro,66,0.0033629601074285863,0.4494884354146508,true,false
1669,820,prev,032,13,0.006264143438186972,0.4732716274038793,true,false
1670,820,symbol,Bull1:I,9,0.0018660557982234584,0.472530043187682,true,false
1671,817,type,SEAL:S,97,0.0030327135279194983,0.45590148628509997,true,false
1673,820,prev,231,6,0.00400171595588435,0.5082914432447035,true,true
1674,817,prev,000,11,0.000737440627065773,0.47743915960114375,true,false
1675,820,symbol,Bull1:I,10,0.00027449149374205985,0.46882909944185475,true,false
1676,820,prev,803,9,0.011215033028061499,0.47885924277483577,true,false
1677,820,prev,240,11,0.012970904060060453,0.4693495554603721,true,false
1678,861,symbol,Bull1:I,13,0.00005020615733173412,0.5135973440696631,true,true
1679,820,first,151,5,0.012552559477795188,0.47320500060394394,true,false
1680,817,site,Mohenjo-daro,85,0.011649389252167621,0.49016116066551707,true,true
1681,820,condition,Good,39,0.008771857737101705,0.4786640156305231,true,false
1682,820,type,TAG,6,0.01903790340187208,0.5197529414278517,true,true
1683,861,condition,Fine,9,0.0016171881696068794,0.5174543174235108,true,true
1684,861,prev,176,7,0.008515247255600763,0.4901847736049629,true,true
1685,861,condition,Fair,48,0.018001956219240733,0.47310623615069586,true,false
1686,817,prev,798,9,0.004242147419125905,0.49030381445707444,true,true
1687,820,prev,004,6,0.01903790340187208,0.4839814975899019,true,true
1688,820,prev,031,8,0.01611580490859327,0.4901379410226004,true,true
1689,820,material,Steatite,74,0.0028427606839158646,0.48572906527590193,true,true
1690,861,complete,Y,124,0.01819013611225965,0.43819965934448163,true,false
1691,861,condition,Poor,68,0.006523903593528996,0.4616271338359203,true,false
1692,820,symbol,Gaur,8,0.002492840919854811,0.4838874000404091,true,true
1693,817,symbol,Gaur,10,0.0005858003048424968,0.4450886233306649,true,false
1695,861,symbol,Bull1:J,18,0.003923274786487775,0.48415180843722944,true,true
1696,820,first,740,47,0.0018769947745454316,0.4714658708538342,true,false
1697,817,material,Steatite,98,0.002893220320561119,0.4294351069306623,true,false
1698,861,shape,square,112,0.012073199364738007,0.461157256533639,true,false
1699,817,shape,rectangular,21,0.00648978948373783,0.39514513937608675,true,false
1700,861,site,Mohenjo-daro,100,0.004892270303106861,0.4811195153173942,true,false
1701,817,prev,590,6,0.007581478152420626,0.47416036470361445,true,false
1702,820,material,Steatite,74,0.0028427606839158646,0.4584490888849446,true,false
1703,861,first,090,10,0.0075573570914726955,0.4985724383578811,true,true
1704,861,prev,806,6,0.0041117003097333234,0.47249462582673885,true,false
1705,861,condition,Fair,48,0.018001956219240733,0.43596433924775596,true,false
1706,861,prev,798,9,0.015095843943391904,0.4786912154032637,true,false
1707,817,first,740,61,0.001468746524130246,0.4760243101177047,true,false
1708,820,site,Kalibangan,8,0.005132734684787917,0.4866924968064109,true,true
1709,817,symbol,Bull1:S,15,0.009828731909575941,0.46235495344417404,true,false
1710,861,prev,798,9,0.015095843943391904,0.4714812321636021,true,false
1711,820,prev,003,7,0.0012241048401732692,0.5240218327108387,true,true
1712,820,prev,<START>,7,0.0032362947109295043,0.5534674368348209,true,true
1714,861,shape,rectangular,23,0.010611905035383994,0.4325348729249422,true,false
1715,820,prev,000,9,0.0018660557982234584,0.49454798572452074,true,true
1717,817,prev,000,11,0.000737440627065773,0.4869198524608225,true,true
1718,861,prev,233,10,0.0075573570914726955,0.47466634614077075,true,false
1719,817,symbol,Elep,8,0.02083755048525066,0.5092758424530552,false,true
1720,861,type,SEAL:R,25,0.014611614939604157,0.4987699174672669,true,true
1721,817,prev,798,9,0.004242147419125905,0.4495160518165241,true,false
1722,817,material,Steatite,96,0.011887184882981986,0.4428578025259202,true,false
1723,820,prev,590,5,0.012552559477795188,0.4920003831246758,true,true
1724,820,condition,Good,40,0.004295926970839798,0.49409063816419185,true,true
1725,817,prev,031,10,0.009373764349035342,0.4840648915901683,true,true
1727,817,material,Clay,18,0.00007830255025373263,0.48003016935800713,true,false
1729,820,type,SEAL,6,0.0012577885570611836,0.48977575743396257,true,true
1730,820,prev,806,6,0.0002260835127882296,0.5046466937264017,true,true
1731,820,site,Lothal,9,0.011215033028061499,0.47383360761913446,true,false
1734,817,condition,Good,52,0.0030216978785518713,0.4695944920469244,true,false
1735,817,site,Harappa,34,0.018232696952591762,0.5028757947212463,true,true
1736,820,first,740,44,0.01537653256679922,0.4530346869514724,true,false
1737,817,prev,<START>,8,0.0037564492718906673,0.4580162364874201,true,false
1738,861,prev,<START>,10,0.0000968757233214391,0.5022150024284027,true,true
1739,820,shape,cuboid-convex,11,0.018917893970475625,0.4535985501270082,true,false
1740,817,condition,Poor,58,0.013399844164207562,0.5022150024284023,true,true
1742,861,material,Faience,15,0.003152552757374652,0.5075058920554342,true,true
1743,861,condition,Fair,52,0.0011096218955668658,0.5306404209782969,true,true
1744,817,complete,N,28,0.0088898306861197,0.43427449399955675,true,false
1745,817,first,090,9,0.009758098008440293,0.45467688758427466,true,false
1746,820,prev,803,9,0.011215033028061499,0.4895358765426466,true,true
1748,861,type,TAB:B,19,0.00712568197131985,0.4599443982678113,true,false
1749,861,type,TAG,8,0.012226325023033762,0.4356810511994213,true,false
1750,820,condition,Good,40,0.004295926970839798,0.4987382462401969,true,true
1751,861,prev,000,10,0.017202504421409363,0.4951008682355877,true,true
1752,861,symbol,Gaur,10,0.002685787757920896,0.5171641466551955,true,true
1753,820,prev,231,6,0.00400171595588435,0.5238778008663691,true,true
1754,861,site,Chanhu-daro,8,0.000636696809321411,0.4652893373284845,true,false
1755,817,symbol,Bull1:I,9,0.019360290155008782,0.45055256709460223,true,false
1756,817,prev,220,8,0.0037564492718906673,0.48571863270349236,true,true
1757,817,prev,000,9,0.019360290155008782,0.4687614833804892,true,false
1758,817,prev,220,8,0.0037564492718906673,0.5120242877085022,true,true
1759,817,material,Clay,17,0.0003953019419951873,0.4261543671937247,true,false
1760,861,first,405,7,0.0016215156151059946,0.4857629884680452,true,true
1761,820,prev,240,11,0.012970904060060453,0.4655775134602809,true,false
1762,820,complete,Y,80,0.011112411177323046,0.5347054085469641,true,true
1763,861,first,621,7,0.0016215156151059946,0.47778975291214865,true,false
1764,861,prev,220,8,0.012226325023033762,0.4485586930803342,true,false
1765,861,first,621,7,0.0016215156151059946,0.5120171439869368,true,true
1766,820,material,Faience,10,0.01861999074018965,0.4634458367570508,true,false
1767,861,complete,?,13,0.0053355434789211665,0.48310146005965915,true,true
1768,861,prev,017,5,0.010381314257198251,0.4828018620940228,true,true
1769,817,complete,N,28,0.0088898306861197,0.46775155129154405,true,false
1770,817,prev,<START>,8,0.0037564492718906673,0.48952449536270287,true,true
1771,861,prev,031,11,0.008991621074830463,0.4913590915720029,true,true
1773,861,prev,003,8,0.00373901554029275,0.48379063022368013,true,true
1774,820,condition,Poor,44,0.018051890490968194,0.4941356105123526,true,true
1775,820,prev,032,13,0.006264143438186972,0.5603999672786011,true,true
1776,817,prev,032,16,0.005251153689320589,0.5092005067404128,true,true
1777,820,symbol,Bull1:I,8,0.009488306533542046,0.44253436833375936,true,false
1778,820,condition,Good,39,0.008771857737101705,0.42500132403019275,true,false
1779,820,first,151,5,0.012552559477795188,0.44901001764345494,true,false
1780,861,first,390,12,0.0045906221187026214,0.4828301419372244,true,true
1781,861,type,TAB:B,20,0.002280200559145552,0.5068608158223633,true,true
1782,820,symbol,Elep,7,0.013460970967018237,0.48119446223855616,true,false
1783,861,symbol,Bull1:W,38,0.01268599651307914,0.4723866341306445,true,false
1784,820,prev,032,12,0.01880252345986182,0.4920748727628083,true,true
1785,861,symbol,Gaur,10,0.002685787757920896,0.4910175121265997,true,true
1786,817,first,520,20,0.011185127281793356,0.4744002455949309,true,false
1787,820,symbol,Elep,8,0.002492840919854811,0.501831519137995,true,true
1788,820,prev,031,8,0.01611580490859327,0.5320595079201145,true,true
1789,861,type,SEAL:S,114,0.0010073238666852354,0.4853661015235232,true,true
1790,820,site,Dholavira,9,0.006670183127678552,0.47844693775299124,true,false
1792,820,type,TAG,7,0.0032362947109295043,0.44088884480863727,true,false
1793,820,symbol,Zebu,6,0.01903790340187208,0.49309847865066686,true,true
1794,817,complete,?,11,0.015936693241893507,0.4955049556692298,true,true
1796,820,prev,240,12,0.0037633375814269568,0.4590819740124096,true,false
1797,861,symbol,Bull1:W,42,0.0004883255136526725,0.46698941969966684,true,false
1798,820,first,520,17,0.004432006288988536,0.4844846383160289,true,true
1799,820,prev,503,5,0.004484865962985306,0.4850494500990986,true,true
1800,817,site,Mohenjo-daro,85,0.011649389252167621,0.481145869015625,true,false
1801,861,site,Unknown,5,0.010381314257198251,0.4741102432704082,true,false
1802,820,material,Steatite,73,0.006479905914223628,0.4302244382952803,true,false
1804,861,first,090,10,0.0075573570914726955,0.48798666555122455,true,true
1805,820,prev,803,10,0.0026303165495618775,0.5136883390745239,true,true
1806,817,site,Kalibangan,9,0.009758098008440293,0.49767182194127585,true,true
1807,861,prev,220,8,0.012226325023033762,0.5016389687659673,true,true
1808,817,material,Steatite,97,0.00604339433403107,0.4397589232600468,true,false
1809,861,shape,square,117,0.00027348488272427334,0.42078206905973176,true,false
1810,817,type,SEAL:S,95,0.01222548059345831,0.5758641617168352,true,true
1811,861,prev,798,9,0.015095843943391904,0.4979560864347959,true,true
1812,861,site,Chanhu-daro,8,0.000636696809321411,0.5313893767081866,true,true
1814,820,shape,rectangular,18,0.0021365878744003582,0.5035693455305659,true,true
1815,817,condition,Good,52,0.0030216978785518713,0.48137570612601216,true,false
