id,object,site,type,symbol,cult,material,shape,period,phase,area_section,excavation_idno,horizontal_mm,vertical_mm,thickness_mm,sign,pos_1based,prev2,prev1,next1,next2,is_terminal,scope,prev_before_002,tail_after_sign,prefix_before_sign,context_cell,source_status,text
1502.1,H-531,Harappa,SEAL:S,None,None,Steatite,square,,Stratum V,AB-,12149172,35.1,35.1,0,705,4,520,033,,,True,non_frame,,<END>,482 520 033,Harappa|SEAL:S|None|None|square|Steatite,metadata_only_unbound,]482-520-033-705[
1551.1,H-611,Harappa,SEAL:S,None,None,Steatite,square,,Stratum VI,FTrench III,2731260,26.7,0,0,125,4,550,002,590,,False,non_frame,,590,527 550 002,Harappa|SEAL:S|None|None|square|Steatite,metadata_only_unbound,+527-550-002-125-590+
1554.1,H-639,Harappa,SEAL:R,None,None,Unknown,cuboid-convex,,,--,13557,51.5,14,4 - 10,705,4,000,000,832,904,False,non_frame,,832 904 845 235 002 717 747,407 000 000,Harappa|SEAL:R|None|None|cuboid-convex|Unknown,metadata_only_unbound,+407-000-000-705-832-904-845-235-002-717-747+
1556.1,H-641,Harappa,SEAL:R,None,None,Steatite,cuboid-convex,,Stratum I,H-,H160698,45.7,15.2,10.6 - 16.2,705,6,100,503,000,,False,non_frame,,000,405 061 740 100 503,Harappa|SEAL:R|None|None|cuboid-convex|Steatite,metadata_only_unbound,+405-061-740-100-503-705-000[
1557.1,H-642,Harappa,SEAL:R,None,None,Steatite,cuboid-convex,,,AB-,PIII-7266,38.1,21.6,7.2 - 13,125,4,304,354,812,033,False,non_frame,,812 033,001 304 354,Harappa|SEAL:R|None|None|cuboid-convex|Steatite,metadata_only_unbound,+001-304-354-125-812-033+
1561.1,H-646,Harappa,SEAL:R,None,None,Unknown,rectangular,,,--,12934,0,0,0,692,5,033,060,,,True,non_frame,,<END>,000 033 033 060,Harappa|SEAL:R|None|None|rectangular|Unknown,metadata_only_unbound,+000-033-033-060-692+
1564.1,H-649,Harappa,SEAL:R,None,None,Steatite,cuboid-convex,,Stratum II,FTrench IV+V,10695281,33.9,14,0,705,3,520,033,233,240,False,non_frame,,233 240 806 002 820,520 033,Harappa|SEAL:R|None|None|cuboid-convex|Steatite,metadata_only_unbound,+520-033-705-233-240-806-002-820+
1575.1,H-660,Harappa,SEAL:R,None,None,Unknown,cuboid-convex,,,--,14208,29,13,0,095,2,,520,033,706,False,non_frame,,033 706 240 798,520,Harappa|SEAL:R|None|None|cuboid-convex|Unknown,metadata_only_unbound,+520-095-033-706-240-798+
1580.1,H-665,Harappa,SEAL:R,None,None,Unknown,rectangular,,,--,12915,16,10.7,0,692,4,004,060,,,True,non_frame,,<END>,407 004 060,Harappa|SEAL:R|None|None|rectangular|Unknown,metadata_only_unbound,+407-004-060-692+
1620.1,H-717,Harappa,TAB:B,None,None,Faience,cylindrical,,Stratum VI,FTrench I,2543594,17.8,0,8.9,705,1,,,904,,False,non_frame,,904,<END>,Harappa|TAB:B|None|None|cylindrical|Faience,metadata_only_unbound,+705-904+
1660.1,H-768,Harappa,TAB:B,None,None,Faience,rectangular,,Stratum II,FTrench VI,10997358,21.6,10.2,0,705,4,740,033,233,235,False,non_frame,,233 235 000,400 740 033,Harappa|TAB:B|None|None|rectangular|Faience,metadata_only_unbound,+400-740-033-705-233-235-000+
1661.1,H-769,Harappa,TAB:B,None,None,Faience,rectangular,,Stratum II,FTrench IV+V,10137667,0,10.2,0,705,1,,,233,235,False,non_frame,,233 235 803,<END>,Harappa|TAB:B|None|None|rectangular|Faience,metadata_only_unbound,]705-233-235-803+
1666.1,H-774,Harappa,TAB:B,None,None,Faience,rectangular,,Stratum II,FTrench Ab,Ab473672,19.1,8.9,0,705,5,550,033,240,,False,non_frame,,240,400 525 550 033,Harappa|TAB:B|None|None|rectangular|Faience,metadata_only_unbound,+400-525-550-033-705-240+
1691.1,H-800,Harappa,TAB:B,None,None,Faience,plano-convex,,Stratum II,D-,J228689,17.8,7.6,0,692,3,740,337,490,,False,non_frame,,490,740 337,Harappa|TAB:B|None|None|plano-convex|Faience,metadata_only_unbound,+740-337-692-490+
1710.2,H-821,Harappa,TAB:B,None,None,Unknown,fish,,,--,13858,23,14,0,692,5,240,001,,,True,non_frame,,<END>,740 642 240 001,Harappa|TAB:B|None|None|fish|Unknown,metadata_only_unbound,+740-642-240-001-692+
1711.2,H-822,Harappa,TAB:B,None,None,Unknown,fish,,,--,13095,24,11.5,0,692,5,240,001,,,True,non_frame,,<END>,740 642 240 001,Harappa|TAB:B|None|None|fish|Unknown,metadata_only_unbound,+740-642-240-001-692+
1712.2,H-823,Harappa,TAB:B,None,None,Unknown,rectangular,,,--,H88-1196,23.5,11,0,692,5,240,060,,,True,non_frame,,<END>,740 636 240 060,Harappa|TAB:B|None|None|rectangular|Unknown,metadata_only_unbound,+740-636-240-060-692+
1714.1,H-824,Harappa,TAB:B,None,None,Unknown,oval,,,--,13564,0,10.5,0,692,3,240,060,,,True,non_frame,,<END>,240 060,Harappa|TAB:B|None|None|oval|Unknown,metadata_only_unbound,]240-060-692+
1732.1,H-846,Harappa,TAB:B,Gavi,None,Faience,prism,,,--,12750641,15.2,6.4,0,705,5,100,031,,,True,non_frame,,<END>,400 740 100 031,Harappa|TAB:B|Gavi|None|prism|Faience,metadata_only_unbound,+400-740-100-031-705+
1759.1,H-876,Harappa,TAB:B,None,None,Steatite,cylindrical,,Stratum I,D-,J466675,22,0,0,705,2,,200,380,,False,non_frame,,380,200,Harappa|TAB:B|None|None|cylindrical|Steatite,metadata_only_unbound,+200-705-380+
1761.1,H-878,Harappa,TAB:B,None,None,Clay,cylindrical,,,F-,1792687,12.7,0,0,705,1,,,692,,False,non_frame,,692,<END>,Harappa|TAB:B|None|None|cylindrical|Clay,metadata_only_unbound,]705-692[
1761.1,H-878,Harappa,TAB:B,None,None,Clay,cylindrical,,,F-,1792687,12.7,0,0,692,2,,705,,,True,non_frame,,<END>,705,Harappa|TAB:B|None|None|cylindrical|Clay,metadata_only_unbound,]705-692[
1768.1,H-885,Harappa,TAB:I,None,None,Steatite,Unknown,,,D-,J238530,0,0,0,705,2,,400,,,True,non_frame,,<END>,400,Harappa|TAB:I|None|None|Unknown|Steatite,metadata_only_unbound,]400-705[
1776.2,H-894,Harappa,TAB:I,None,None,Steatite,rectangular,,Stratum VI,FTrench I,1419487,16.5,7.6,0,125,2,,700,,,True,non_frame,,<END>,700,Harappa|TAB:I|None|None|rectangular|Steatite,metadata_only_unbound,+700-125+
1778.1,H-896,Harappa,TAB:I,None,None,Steatite,rectangular,,Stratum V,FTrench I,1497480,15.2,8.9,364,705,2,,868,590,,False,non_frame,,590,868,Harappa|TAB:I|None|None|rectangular|Steatite,metadata_only_unbound,+868-705-590+
1781.1,H-899,Harappa,TAB:I,None,None,Steatite,rectangular,,Stratum II,D-,J274471,17.8,6.9,0,705,2,,868,590,,False,non_frame,,590,868,Harappa|TAB:I|None|None|rectangular|Steatite,metadata_only_unbound,+868-705-590+
1798.1,H-918,Harappa,TAB:I,None,None,Steatite,rectangular,,Stratum VI,FTrench IV+V,11798481,17.8,7.6,0,692,1,,,687,,False,non_frame,,687,<END>,Harappa|TAB:I|None|None|rectangular|Steatite,metadata_only_unbound,+692-687+
1800.1,H-920,Harappa,TAB:I,None,None,Steatite,rectangular,,,F-,12684527,0,0,0,692,1,,,,,True,non_frame,,<END>,<END>,Harappa|TAB:I|None|None|rectangular|Steatite,metadata_only_unbound,]692[
1880.1,K-5,Kalibangan,SEAL:S,Bull1:W,SAN,Steatite,square,2,Late,KLB-1-,KLB1 7295 (2),29.5,28,0,125,6,803,741,,,True,non_frame,,<END>,520 233 240 803 741,Kalibangan|SEAL:S|Bull1:W|SAN|square|Steatite,metadata_only_unbound,+520-233-240-803-741-125+
1944.2,K-89,Kalibangan,TAG:L,Bull1,SAN,Unknown,Unknown,,,--,KLB1+2 868,0,0,0,705,3,000,033,000,002,False,non_frame,,000 002 000,000 033,Kalibangan|TAG:L|Bull1|SAN|Unknown|Unknown,metadata_only_unbound,+000-033-705-000-002-000+
1974.1,Kd-9,Kot-Diji,POT:T:g,None,None,Clay,Unknown,,,--,KD2018,0,0,0,095,2,,033,,,True,non_frame,,<END>,033,Kot-Diji|POT:T:g|None|None|Unknown|Clay,metadata_only_unbound,+033-095+
1981.1,Lh-1,Lohumjo-daro,SEAL:S,Bull1:S,SAN,Unknown,square,,,--,LIII:81,32,31,0,125,10,392,590,,,True,non_frame,,<END>,740 760 615 104 717 235 002 392 590,Lohumjo-daro|SEAL:S|Bull1:S|SAN|square|Unknown,metadata_only_unbound,+740-760-615-104-717-235-002-392-590-125+
1984.1,L-1,Lothal,SEAL:S,Bull1:W,SAF,Steatite,square,Layer 10,II,SRG 3AX 1,03017(S001) CLIII-A,38.1,38.1,0,095,6,002,812,,,True,non_frame,,<END>,527 550 233 002 812,Lothal|SEAL:S|Bull1:W|SAF|square|Steatite,metadata_only_unbound,+527-550-233-002-812-095+
1987.1,L-5,Lothal,SEAL:S,Bull1:J,RAF,Steatite,square,Layer 2,III,SRG 3E 4,06492(S016) CLVII-A1,38.1,38.1,0,692,7,002,455,416,,False,non_frame,,416,740 760 552 000 002 455,Lothal|SEAL:S|Bull1:J|RAF|square|Steatite,metadata_only_unbound,+740-760-552/000-002-455-692-416+
1989.1,L-10,Lothal,SEAL:S,Bull1:L,SAN,Steatite,square,,III,--,15338(S035) CLVIII-A1,35.6,35.6,0,705,3,520,033,233,240,False,non_frame,,233 240 460 491 002 000,520 033,Lothal|SEAL:S|Bull1:L|SAN|square|Steatite,metadata_only_unbound,+520-033-705-233-240-460-491-002-000+
1990.1,L-11,Lothal,SEAL:S,Bull1:L,SAN,Steatite,square,Layer 12,II,SRG 2B 14,04879(S012) CLVI-C1,31.8,31.8,0,705,2,,590,435,255,False,non_frame,,435 255 778 002 817,590,Lothal|SEAL:S|Bull1:L|SAN|square|Steatite,metadata_only_unbound,+590-705-435-255-778-002-817+
2039.1,L-85,Lothal,SEAL:R,None,None,Unknown,cuboid-convex,,,--,01980(1),19,12,6 - 11,705,2,,285,,,True,non_frame,,<END>,285,Lothal|SEAL:R|None|None|cuboid-convex|Unknown,metadata_only_unbound,+285-705+
2050.1,L-96,Lothal,SEAL:R,None,None,Clay,rectangular,Layer 6,IV,SRG 2AX 6,04346(S081) CLX-E4,38.1,19.1,6 - 15,692,3,400,000,,,True,non_frame,,<END>,400 000,Lothal|SEAL:R|None|None|rectangular|Clay,metadata_only_unbound,+400-000-692+
2064.1,L-115,Lothal,SEAL:R,None,None,Clay,rectangular,Layer 3-8,III,SRG 3FX 6,13017(S066) CLX-B4,40.6,15.2,0,705,2,,575,056,031,False,non_frame,,056 031,575,Lothal|SEAL:R|None|None|rectangular|Clay,metadata_only_unbound,+575-705-056-031+
2068.1,L-124,Lothal,TAG:L,None,None,Clay,Unknown,Layer 2,II-III,SRG 3GX 10,01853(T027) CLXIII-E3,38.1,38.1,0,705,8,741,500,,,True,non_frame,,<END>,090 740 220 055 001 741 500,Lothal|TAG:L|None|None|Unknown|Clay,metadata_only_unbound,+090-740-220-055-001-741-500-705+
2069.1,L-125,Lothal,TAG:L,Bull1,S,Clay,Unknown,Layer 2,II-III,SRG 3GX 10,01876(T018) CLXIII-B4,38.1,27.9,0,705,8,741,500,,,True,non_frame,,<END>,090 740 220 055 001 741 500,Lothal|TAG:L|Bull1|S|Unknown|Clay,metadata_only_unbound,+090-740-220-055-001-741-500-705+
2070.1,L-126,Lothal,TAG:L,Bull1,None,Clay,Unknown,Layer 2,III,SRG 3GX 10,01877(T011) CLXIII-A1,35.6,30.5,0,705,8,741,500,,,True,non_frame,,<END>,090 740 220 055 001 741 500,Lothal|TAG:L|Bull1|None|Unknown|Clay,metadata_only_unbound,+090-740-220-055-001-741-500-705+
2071.1,L-128,Lothal,TAG:L,None,None,Clay,Unknown,Layer 3,II-III,SRG 3GX 10,01873(T026) CLXIII-E2,25.4,19.1,0,705,8,741,500,,,True,non_frame,,<END>,090 740 220 055 001 741 500,Lothal|TAG:L|None|None|Unknown|Clay,metadata_only_unbound,+090-740-220-055-001-741-500-705+
2072.1,L-129,Lothal,TAG,None,None,Clay,Unknown,Layer 3,II-III,SRG 3GX 10,01838(T025) CLXIII-E1,19.1,12.7,0,705,8,741,500,,,True,non_frame,,<END>,090 740 220 055 001 741 500,Lothal|TAG|None|None|Unknown|Clay,metadata_only_unbound,+090-740-220-055-001-741-500-705+
2084.1,L-142,Lothal,TAG:P,Bull1,?AN,Clay,square,Layer 2,III,SRG 3GX 10,01831(T005) CLXII-B,34.5,0,0,692,5,001,031,,,True,non_frame,,<END>,140 015 001 031,Lothal|TAG:P|Bull1|?AN|square|Clay,metadata_only_unbound,+140-015-001-031-692+
2088.1,L-146,Lothal,TAG:O,Bull1,None,Clay,Unknown,Layer 8,IV,SRG 3L 5,13191(T001) CLXI-E,44.5,25.4,0,705,3,520,033,,,True,non_frame,,<END>,520 033,Lothal|TAG:O|Bull1|None|Unknown|Clay,metadata_only_unbound,+520-033-705+
2107.1,L-183,Lothal,TAG,None,None,Clay,Unknown,,,--,03746(T091),0,0,0,705,2,,717,002,,False,non_frame,,002,717,Lothal|TAG|None|None|Unknown|Clay,metadata_only_unbound,]717-705-002[
2112.1,L-190,Lothal,TAG,None,None,Clay,Unknown,Layer 3,II-III,SRG 3GX 10,01870(T029) CLXIV-E2,53.3,25.4,0,705,8,741,500,,,True,non_frame,,<END>,090 740 220 055 001 741 500,Lothal|TAG|None|None|Unknown|Clay,metadata_only_unbound,+090-740-220-055-001-741-500-705+
2113.1,L-191,Lothal,TAG,None,None,Clay,Unknown,,,--,01884(T066),38.1,190.5,0,705,8,741,500,,,True,non_frame,,<END>,090 740 220 055 001 741 500,Lothal|TAG|None|None|Unknown|Clay,metadata_only_unbound,+090-740-220-055-001-741-500-705+
2115.1,L-193,Lothal,TAG,Bull1,None,Clay,Unknown,Layer 2,III,SRG 3GX 10,01888(T008) CLXII-E,47,34.3,0,705,8,741,500,,,True,non_frame,,<END>,090 740 220 055 001 741 500,Lothal|TAG|Bull1|None|Unknown|Clay,metadata_only_unbound,+090-740-220-055-001-741-500-705+
2115.3,L-193,Lothal,TAG,Bull1,None,Clay,Unknown,Layer 2,III,SRG 3GX 10,01888(T008) CLXII-E,47,34.3,0,125,1,,,070,,False,non_frame,,070,<END>,Lothal|TAG|Bull1|None|Unknown|Clay,metadata_only_unbound,+125-070[
2117.1,L-197,Lothal,TAG,None,None,Clay,Unknown,,,--,01871(T051),12.7,25.4,0,705,8,741,500,,,True,non_frame,,<END>,090 740 220 055 001 741 500,Lothal|TAG|None|None|Unknown|Clay,metadata_only_unbound,+090-740-220-055-001-741-500-705+
2125.1,L-206,Lothal,TAG:W,None,None,Clay,Unknown,Layer 3,III,SRG 3GX 10,02077(T009) CLXII-D,76.2,76.2,0,705,8,741,500,,,True,non_frame,,<END>,090 740 220 055 001 741 500,Lothal|TAG:W|None|None|Unknown|Clay,metadata_only_unbound,+090-740-220-055-001-741-500-705+
2178.1,M-1696,Mohenjo-daro,SEAL:S,Bull1:II,SAN,Steatite,square,,,DKB,DK-B 426094,29.2,29.2,0,705,3,520,033,220,415,False,non_frame,,220 415 002 861,520 033,Mohenjo-daro|SEAL:S|Bull1:II|SAN|square|Steatite,metadata_only_unbound,+520-033-705-220-415-002-861+
2195.1,M-1749,Mohenjo-daro,SEAL:S,Bull1:W,SAN,Steatite,square,,,DKC,DK-C 3024190,25.4,26.7,0,125,3,220,455,031,,False,non_frame,,031,220 455,Mohenjo-daro|SEAL:S|Bull1:W|SAN|square|Steatite,metadata_only_unbound,+220-455-125-031+
2200.1,M-2003,Mohenjo-daro,POT:T:s,None,None,Clay,Unknown,,,MN-,Channel 82-1535798,0,0,0,705,4,831,820,,,True,non_frame,,<END>,740 831 820,Mohenjo-daro|POT:T:s|None|None|Unknown|Clay,metadata_only_unbound,]740-831-820-705+
2201.1,M-2004,Mohenjo-daro,POT:T:s,None,None,Clay,Unknown,,,MN-,Channel 82-1536799,0,0,0,705,3,000,035,,,True,non_frame,,<END>,000 035,Mohenjo-daro|POT:T:s|None|None|Unknown|Clay,metadata_only_unbound,+000-035-705+
2211.1,-:2211.1,Mohenjo-daro,SEAL,None,None,Steatite,Unknown,,,DK-,DK496,0,0,7.6,705,2,,140,,,True,non_frame,,<END>,140,Mohenjo-daro|SEAL|None|None|Unknown|Steatite,metadata_only_unbound,+140-705[
2214.1,M-682,Mohenjo-daro,SEAL:S,None,None,Steatite,square,Intermediate,III,DKH,DK H64690,41.9,19.6,9.9,692,10,803,060,740,690,False,non_frame,,740 690 435 255 060 692,000 000 000 000 000 000 740 803 060,Mohenjo-daro|SEAL:S|None|None|square|Steatite,metadata_only_unbound,+000-000-000-000-000-000/740-803-060-692-740-690-435-255-060-692+
2214.1,M-682,Mohenjo-daro,SEAL:S,None,None,Steatite,square,Intermediate,III,DKH,DK H64690,41.9,19.6,9.9,692,16,255,060,,,True,non_frame,,<END>,000 000 000 000 000 000 740 803 060 692 740 690 435 255 060,Mohenjo-daro|SEAL:S|None|None|square|Steatite,metadata_only_unbound,+000-000-000-000-000-000/740-803-060-692-740-690-435-255-060-692+
2218.1,M-1683,Mohenjo-daro,SEAL:S,Bull1:W,SAN,Steatite,square,Late,I,DKG. (N),DK1010723,30.2,30.2,9.1,692,5,467,001,,,True,non_frame,,<END>,155 806 467 001,Mohenjo-daro|SEAL:S|Bull1:W|SAN|square|Steatite,metadata_only_unbound,+155-806-467-001-692+
2226.1,M-1692,Mohenjo-daro,SEAL:S,Bull1:L,SAN,Steatite,square,Late,I,DKG. (N),DK1088927,33,31.8,8.6,125,6,002,190,632,032,False,non_frame,,632 032,390 600 617 002 190,Mohenjo-daro|SEAL:S|Bull1:L|SAN|square|Steatite,metadata_only_unbound,+390-600-617-002-190-125-632-032+
2231.1,M-1688,Mohenjo-daro,SEAL:S,Bull1:S,SAN,Steatite,square,Late,II,DKG. (N),DK11196109,31.2,31.2,0.7,125,1,,,435,255,False,non_frame,,435 255 002 286 220 031 012 031 455 033 590,<END>,Mohenjo-daro|SEAL:S|Bull1:S|SAN|square|Steatite,metadata_only_unbound,+125-435-255-002-286-220-031-012-031-455-033-590+
2245.1,M-1890,Mohenjo-daro,SEAL:S,Gaur,Trough,Steatite,square,Late,III,DKG. (N),DK12211275,22.4,22.4,7.1,705,3,520,033,240,235,False,non_frame,,240 235,520 033,Mohenjo-daro|SEAL:S|Gaur|Trough|square|Steatite,metadata_only_unbound,+520-033-705-240-235[
2255.1,M-1765,Mohenjo-daro,SEAL:S,Bull1:W,SAF,Steatite,square,Late,II,DKG. (N),DK12963111,25.9,25.7,7.6,705,6,140,632,002,093,False,non_frame,,002 093 033,215 031 480 140 632,Mohenjo-daro|SEAL:S|Bull1:W|SAF|square|Steatite,metadata_only_unbound,+215-031-480-140-632-705-002-093-033+
2257.1,M-656,Mohenjo-daro,SEAL:S,Bull1,SA?,Steatite,square,Intermediate,II,DKG,DK13006491,26.9,26.2,10.4,705,3,000,920,803,002,False,non_frame,,803 002 861,000 920,Mohenjo-daro|SEAL:S|Bull1|SA?|square|Steatite,metadata_only_unbound,]000-920-705-803-002-861+
2270.1,M-1668,Mohenjo-daro,SEAL:S,Bull1:S,SAN,Steatite,square,,,DKB,DK-B 3054142,34.3,34.3,0,705,7,002,320,125,,False,non_frame,,125,740 773 233 803 002 320,Mohenjo-daro|SEAL:S|Bull1:S|SAN|square|Steatite,metadata_only_unbound,+740-773-233-803-002-320-705-125+
2270.1,M-1668,Mohenjo-daro,SEAL:S,Bull1:S,SAN,Steatite,square,,,DKB,DK-B 3054142,34.3,34.3,0,125,8,320,705,,,True,non_frame,,<END>,740 773 233 803 002 320 705,Mohenjo-daro|SEAL:S|Bull1:S|SAN|square|Steatite,metadata_only_unbound,+740-773-233-803-002-320-705-125+
2284.2,M-2053,Mohenjo-daro,TAB:C,None,None,Copper,rectangular,Late,II,DKG. (S),DK369793.1,33.3,15.7,2.8,095,4,032,520,585,017,False,non_frame,,585 017 220,407 032 520,Mohenjo-daro|TAB:C|None|None|rectangular|Copper,metadata_only_unbound,+407-032-520-095-585-017-220+
2297.1,M-1772,Mohenjo-daro,SEAL:S,Bull1:I,SAF,Steatite,square,Late,II,DKG. (S),DK4695107,27.4,27.9,7.6,705,9,435,255,,,True,non_frame,,<END>,740 400 142 061 002 798 435 255,Mohenjo-daro|SEAL:S|Bull1:I|SAF|square|Steatite,metadata_only_unbound,+740-400-142-061-002-798-435-255-705+
2326.1,M-1967,Mohenjo-daro,SEAL:R,None,None,Steatite,rectangular,Intermediate,I,DKG. (S),DK6080391,27.9,15.2,10.2,705,3,520,033,002,585,False,non_frame,,002 585,520 033,Mohenjo-daro|SEAL:R|None|None|rectangular|Steatite,metadata_only_unbound,+520-033-705-002-585[
2367.1,M-2020,Mohenjo-daro,TAB:B,None,None,Clay,Unknown,Early,I,DKG. (S),DK7832101.9,41.4,14,6.4,705,2,,167,,,True,non_frame,,<END>,167,Mohenjo-daro|TAB:B|None|None|Unknown|Clay,metadata_only_unbound,+167-705+
2367.2,M-2020,Mohenjo-daro,TAB:B,None,None,Clay,Unknown,Early,I,DKG. (S),DK7832101.9,41.4,14,6.4,705,2,,167,,,True,non_frame,,<END>,167,Mohenjo-daro|TAB:B|None|None|Unknown|Clay,metadata_only_unbound,+167-705+
2385.1,M-1715,Mohenjo-daro,SEAL:S,Bull1:J,RAF,Steatite,square,Intermediate,II,DKG. (S),DK8204492,30,30,6.4,705,4,923,033,060,692,False,non_frame,,060 692,740 923 033,Mohenjo-daro|SEAL:S|Bull1:J|RAF|square|Steatite,metadata_only_unbound,+740-923-033-705-060-692+
2385.1,M-1715,Mohenjo-daro,SEAL:S,Bull1:J,RAF,Steatite,square,Intermediate,II,DKG. (S),DK8204492,30,30,6.4,692,6,705,060,,,True,non_frame,,<END>,740 923 033 705 060,Mohenjo-daro|SEAL:S|Bull1:J|RAF|square|Steatite,metadata_only_unbound,+740-923-033-705-060-692+
2402.1,M-1901,Mohenjo-daro,SEAL:S,Zebu,None,Steatite,square,Intermediate,III,DKG. (S),DK8963611,29.2,29.2,8.1 - 16.8,692,6,002,252,,,True,non_frame,,<END>,151 061 156 002 252,Mohenjo-daro|SEAL:S|Zebu|None|square|Steatite,metadata_only_unbound,+151-061/156-002-252-692+
2416.1,-:2416.1,Mohenjo-daro,TAB:B,Elep,Trough,Faience,circular,,,DKE,DK-E 1451CXVI:24,0,0,0 - 7.6,705,5,590,033,000,,False,non_frame,,000,740 390 590 033,Mohenjo-daro|TAB:B|Elep|Trough|circular|Faience,metadata_only_unbound,+740-390-590-033-705-000+
2422.1,M-1954,Mohenjo-daro,SEAL:R,None,None,Steatite,rectangular,,,DKE,DK-E 2475429,41.9,15.2,0,705,7,752,033,220,415,False,non_frame,,220 415 798 002 861,740 407 590 031 752 033,Mohenjo-daro|SEAL:R|None|None|rectangular|Steatite,metadata_only_unbound,+740-407-590-031-752-033-705-220-415-798-002-861+
2428.1,M-1738,Mohenjo-daro,SEAL:S,Bull1:S,SAN,Steatite,square,,,DKE,DK-E 297235,22.9,22.9,0,692,5,235,060,,,True,non_frame,,<END>,226 240 235 060,Mohenjo-daro|SEAL:S|Bull1:S|SAN|square|Steatite,metadata_only_unbound,+226-240-235-060-692+
2445.1,M-1978,Mohenjo-daro,SEAL:R,None,None,Steatite,rectangular,,,HR-,HR 2780425,24.1,7.6,0,705,4,061,033,236,,False,non_frame,,236,405 061 033,Mohenjo-daro|SEAL:R|None|None|rectangular|Steatite,metadata_only_unbound,+405-061-033-705-236+
2455.1,M-1747,Mohenjo-daro,SEAL:S,Bull1:S,SAN,Steatite,square,,,HRB,HR 4238106,21.6,21.6,0,692,5,031,060,,,True,non_frame,,<END>,165 741 031 060,Mohenjo-daro|SEAL:S|Bull1:S|SAN|square|Steatite,metadata_only_unbound,+165-741-031-060-692+
2471.1,M-1903,Mohenjo-daro,SEAL:S,Buff,Trough,Steatite,square,,,HRB,HR 5225305,19.1,19.1,0,125,3,740,861,,,True,non_frame,,<END>,740 861,Mohenjo-daro|SEAL:S|Buff|Trough|square|Steatite,metadata_only_unbound,+740-861-125+
2473.1,M-1665,Mohenjo-daro,SEAL:S,Bull1:W,SAN,Steatite,square,,,HR-,HR 5320065,38.1,38.1,0,705,3,520,033,233,240,False,non_frame,,233 240 002 610 125 032,520 033,Mohenjo-daro|SEAL:S|Bull1:W|SAN|square|Steatite,metadata_only_unbound,+520-033-705-233-240-002-610-125-032+
2473.1,M-1665,Mohenjo-daro,SEAL:S,Bull1:W,SAN,Steatite,square,,,HR-,HR 5320065,38.1,38.1,0,125,8,002,610,032,,False,non_frame,,032,520 033 705 233 240 002 610,Mohenjo-daro|SEAL:S|Bull1:W|SAN|square|Steatite,metadata_only_unbound,+520-033-705-233-240-002-610-125-032+
2478.1,M-1906,Mohenjo-daro,SEAL:S,Rhin,Trough,Steatite,square,,,DK-,HR 5635345,33,33,0,705,3,520,033,233,235,False,non_frame,,233 235 060 820,520 033,Mohenjo-daro|SEAL:S|Rhin|Trough|square|Steatite,metadata_only_unbound,+520-033-705-233-235-060-820+
2486.1,M-1723,Mohenjo-daro,SEAL:S,Bull1:W,SAN,Steatite,square,,,HRA,HR 99541,30.5,30.5,0,705,5,840,033,798,,False,non_frame,,798,740 032 840 033,Mohenjo-daro|SEAL:S|Bull1:W|SAN|square|Steatite,metadata_only_unbound,+740-032-840-033-705-798+
2488.2,-:2488.2,Mohenjo-daro,TAB:C,Comp,None,Copper,rectangular,,,L-,L 461CXVII:4,25,19,0,705,5,923,033,,,True,non_frame,,<END>,001 740 923 033,Mohenjo-daro|TAB:C|Comp|None|rectangular|Copper,metadata_only_unbound,+001-740-923-033-705+
2497.1,M-1679,Mohenjo-daro,SEAL:S,Bull1,None,Steatite,square,,,SD-,SD 1911020,35.6,35.6,0,705,5,585,000,741,460,False,non_frame,,741 460 353,740 176 585 000,Mohenjo-daro|SEAL:S|Bull1|None|square|Steatite,metadata_only_unbound,+740-176-585-000-705-741-460-353+
2500.1,M-1786,Mohenjo-daro,SEAL:S,Bull1,RBN,Steatite,square,Late,I,SD-,SD 2823693,22.9,22.9,22.9,692,3,000,060,,,True,non_frame,,<END>,000 060,Mohenjo-daro|SEAL:S|Bull1|RBN|square|Steatite,metadata_only_unbound,]000-060-692+
2517.1,M-1700,Mohenjo-daro,SEAL:S,Bull1:W,SAF,Steatite,square,,,VSA,VS 2664070,30.5,30.5,0,125,2,,400,745,,False,non_frame,,745,400,Mohenjo-daro|SEAL:S|Bull1:W|SAF|square|Steatite,metadata_only_unbound,+400-125-745+
2523.1,-:2523.1,Mohenjo-daro,TAB:C,Comp,Trough,Copper,rectangular,,,VSA,VS 3590CXVIII:2,35,21,0,705,4,585,033,233,235,False,non_frame,,233 235 806,407 585 033,Mohenjo-daro|TAB:C|Comp|Trough|rectangular|Copper,metadata_only_unbound,+407-585-033-705-233-235-806+
2533.1,M-4,Mohenjo-daro,SEAL:S,Bull1:W,SAF,Steatite,square,,,DK-,DK-i 94,45.2,44,13.6 - 19,705,4,465,033,231,002,False,non_frame,,231 002 564 617 033,298 465 033,Mohenjo-daro|SEAL:S|Bull1:W|SAF|square|Steatite,metadata_only_unbound,+298-465-033-705-231-002-564-617-033+
2534.1,M-5,Mohenjo-daro,SEAL:S,Bull1:W,SAF,Steatite,square,Late,III,DKG. (N),DK12070247,43.7,43.2,12.7 - 18.1,692,6,235,060,,,True,non_frame,,<END>,740 773 240 235 060,Mohenjo-daro|SEAL:S|Bull1:W|SAF|square|Steatite,metadata_only_unbound,+740-773-240-235-060-692+
