checked_date,branch,row_id,object,site,type,prev2,next1,next2,next4,terminal,in_002390_frame,text
2026-05-31,140,2044.1,L-90,Lothal,SEAL:R,060 407,<END>,<END>,<END>,true,false,+423-003-060-407-140+
2026-05-31,692,2050.1,L-96,Lothal,SEAL:R,400 000,<END>,<END>,<END>,true,false,+400-000-692+
2026-05-31,590,2061.1,L-112,Lothal,SEAL:R,002 540,<END>,<END>,<END>,true,false,+740-760-605-002-540-590+
2026-05-31,590,2063.1,L-114,Lothal,SEAL:R,740 407,904,904 220,904 220 032 803,false,false,+740-407-590-904-220-032-803-060-920+
2026-05-31,705,2064.1,L-115,Lothal,SEAL:R,575,056,056 031,056 031,false,false,+575-705-056-031+
2026-05-31,140,2066.1,L-118,Lothal,SEAL:R,<START>,032,032,032,false,false,+140-032+
2026-05-31,705,5388.1,L-127,Lothal,TAG:L,741 500,<END>,<END>,<END>,true,false,+090-740-220-055-001-741-500-705+
2026-05-31,590,2081.1,L-139,Lothal,TAG,390,032,032 002,032 002 880,false,false,]390-590-032-002-880[
2026-05-31,140,2084.1,L-142,Lothal,TAG:P,<START>,015,015 001,015 001 031 692,false,false,+140-015-001-031-692+
2026-05-31,692,2084.1,L-142,Lothal,TAG:P,001 031,<END>,<END>,<END>,true,false,+140-015-001-031-692+
2026-05-31,705,3658.1,M-1359,Mohenjo-daro,SEAL,520 033,<END>,<END>,<END>,true,false,+520-033-705+
2026-05-31,140,2104.1,L-180,Lothal,TAG,740 100,000,000,000,false,false,+740-100-140-000[
2026-05-31,705,2107.1,L-183,Lothal,TAG,717,002,002,002,false,false,]717-705-002[
2026-05-31,125,2115.3,L-193,Lothal,TAG,<START>,070,070,070,false,false,+125-070[
2026-05-31,590,2116.1,L-196,Lothal,TAG,390,032,032 002,032 002 000,false,false,]390-590-032-002-000[
2026-05-31,590,2118.2,L-198,Lothal,TAG,740 390,032,032 002,032 002 000,false,false,+740-390-590-032-002-000[
2026-05-31,590,2122.1,L-202,Lothal,TAG,000 390,220,220,220,false,false,]000-390-590-220[
2026-05-31,590,2134.1,L-218,Lothal,TAG:P,317,111,111,111,false,false,+317-590-111+
2026-05-31,346,2139.1,L-223,Lothal,POT:T:g,255,510,510,510,false,false,+255-346-510+
2026-05-31,140,5312.1,K-381,Kalibangan,POT:T:g,<START>,<END>,<END>,<END>,true,false,+140[
2026-05-31,590,2172.1,-:2172.1,Mohenjo-daro,BNGL,<START>,252,252,252,false,false,+590-252+
2026-05-31,705,2178.1,M-1696,Mohenjo-daro,SEAL:S,520 033,220,220 415,220 415 002 861,false,false,+520-033-705-220-415-002-861+
2026-05-31,125,2195.1,M-1749,Mohenjo-daro,SEAL:S,220 455,031,031,031,false,false,+220-455-125-031+
2026-05-31,705,2200.1,M-2003,Mohenjo-daro,POT:T:s,831 820,<END>,<END>,<END>,true,false,]740-831-820-705+
2026-05-31,705,2201.1,M-2004,Mohenjo-daro,POT:T:s,000 035,<END>,<END>,<END>,true,false,+000-035-705+
2026-05-31,140,3441.1,M-1067,Mohenjo-daro,SEAL:S,<START>,705,705,705,false,false,+140-705[
2026-05-31,705,3441.1,M-1067,Mohenjo-daro,SEAL:S,140,<END>,<END>,<END>,true,false,+140-705[
2026-05-31,692,2214.1,M-682,Mohenjo-daro,SEAL:S,803 060,740,740 690,740 690 435 255,false,false,+000-000-000-000-000-000/740-803-060-692-740-690-435-255-060-692+
2026-05-31,692,2214.1,M-682,Mohenjo-daro,SEAL:S,255 060,<END>,<END>,<END>,true,false,+000-000-000-000-000-000/740-803-060-692-740-690-435-255-060-692+
2026-05-31,692,2218.1,M-1683,Mohenjo-daro,SEAL:S,467 001,<END>,<END>,<END>,true,false,+155-806-467-001-692+
2026-05-31,125,2226.1,M-1692,Mohenjo-daro,SEAL:S,002 190,632,632 032,632 032,false,false,+390-600-617-002-190-125-632-032+
2026-05-31,072,2229.1,M-1737,Mohenjo-daro,SEAL:S,740 760,921,921 032,921 032 002 820,false,false,+740-760-072-921-032-002-820+
2026-05-31,140,2230.1,M-1743,Mohenjo-daro,SEAL:S,064 840,740,740 176,740 176,false,false,+064-840-140-740-176+
2026-05-31,125,2231.1,M-1688,Mohenjo-daro,SEAL:S,<START>,435,435 255,435 255 002 286,false,false,+125-435-255-002-286-220-031-012-031-455-033-590+
2026-05-31,590,2231.1,M-1688,Mohenjo-daro,SEAL:S,455 033,<END>,<END>,<END>,true,false,+125-435-255-002-286-220-031-012-031-455-033-590+
2026-05-31,705,2245.1,M-1890,Mohenjo-daro,SEAL:S,520 033,240,240 235,240 235,false,false,+520-033-705-240-235[
2026-05-31,140,2255.1,M-1765,Mohenjo-daro,SEAL:S,031 480,632,632 705,632 705 002 093,false,false,+215-031-480-140-632-705-002-093-033+
2026-05-31,705,2255.1,M-1765,Mohenjo-daro,SEAL:S,140 632,002,002 093,002 093 033,false,false,+215-031-480-140-632-705-002-093-033+
2026-05-31,705,2257.1,M-656,Mohenjo-daro,SEAL:S,000 920,803,803 002,803 002 861,false,false,]000-920-705-803-002-861+
2026-05-31,140,2260.1,M-1710,Mohenjo-daro,SEAL:S,617 255,<END>,<END>,<END>,true,false,+690-319/617-255-140+
2026-05-31,705,2270.1,M-1668,Mohenjo-daro,SEAL:S,002 320,125,125,125,false,false,+740-773-233-803-002-320-705-125+
2026-05-31,125,2270.1,M-1668,Mohenjo-daro,SEAL:S,320 705,<END>,<END>,<END>,true,false,+740-773-233-803-002-320-705-125+
2026-05-31,095,2284.2,M-2053,Mohenjo-daro,TAB:C,032 520,585,585 017,585 017 220,false,false,+407-032-520-095-585-017-220+
2026-05-31,705,2297.1,M-1772,Mohenjo-daro,SEAL:S,435 255,<END>,<END>,<END>,true,false,+740-400-142-061-002-798-435-255-705+
2026-05-31,590,2304.1,M-1761,Mohenjo-daro,SEAL:S,820,<END>,<END>,<END>,true,false,+820-590+
2026-05-31,140,2310.1,M-1810,Mohenjo-daro,SEAL:S,740 100,003,003 002,003 002 156 920,false,false,+740-100-140-003-002-156-920+
2026-05-31,590,2312.1,M-1900,Mohenjo-daro,SEAL:S,240 741,575,575,575,false,false,+520-240-741-590-575+
2026-05-31,140,2316.1,M-1821,Mohenjo-daro,SEAL:S,390 900,<END>,<END>,<END>,true,false,+740-838-741-390-900-140+
2026-05-31,140,2317.1,M-1977,Mohenjo-daro,SEAL:R,142 746,<END>,<END>,<END>,true,false,+617-142-746-140+
2026-05-31,705,2326.1,M-1967,Mohenjo-daro,SEAL:R,520 033,002,002 585,002 585,false,false,+520-033-705-002-585[
2026-05-31,590,2327.1,M-1922,Mohenjo-daro,SEAL:S,740 405,<END>,<END>,<END>,true,false,+740-405-590+
2026-05-31,140,2332.1,M-1741,Mohenjo-daro,SEAL:S,031 416,220,220 001,220 001,false,false,+565-031-416-140-220-001+
2026-05-31,590,2334.1,-:2334.1,Mohenjo-daro,BNGL,<START>,906,906,906,false,false,+590-906+
2026-05-31,140,2342.1,M-1661,Mohenjo-daro,SEAL:S,520 919,<END>,<END>,<END>,true,false,+520-070-219-002-861-032-520-919-140+
2026-05-31,590,2344.1,M-1902,Mohenjo-daro,SEAL:S,151 390,741,741 060,741 060 920,false,false,+151-390-590-741-060-920+
2026-05-31,140,2356.1,M-2098,Mohenjo-daro,ROD,740 176,<END>,<END>,<END>,true,false,+400-740-176-140+
2026-05-31,590,3704.1,M-1416,Mohenjo-daro,TAB:B,240 235,645,645 104,645 104,false,false,+090-740-240-235-590-645-104+
2026-05-31,705,2385.1,M-1715,Mohenjo-daro,SEAL:S,923 033,060,060 692,060 692,false,false,+740-923-033-705-060-692+
2026-05-31,692,2385.1,M-1715,Mohenjo-daro,SEAL:S,705 060,<END>,<END>,<END>,true,false,+740-923-033-705-060-692+
2026-05-31,072,2389.1,M-1681,Mohenjo-daro,SEAL:S,520,233,233 740,233 740 798 002,false,false,+520-072-233-740-798-002-861-832+
2026-05-31,692,2402.1,M-1901,Mohenjo-daro,SEAL:S,002 252,<END>,<END>,<END>,true,false,+151-061/156-002-252-692+
2026-05-31,140,2411.1,M-1725,Mohenjo-daro,SEAL:S,740 100,003,003,003,false,false,+400-740-100-140-003+
2026-05-31,590,2927.1,M-433,Mohenjo-daro,TAB:B,740 390,033,033 705,033 705 000,false,false,+740-390-590-033-705-000+
2026-05-31,705,2927.1,M-433,Mohenjo-daro,TAB:B,590 033,000,000,000,false,false,+740-390-590-033-705-000+
2026-05-31,140,2419.2,M-2039,Mohenjo-daro,SEAL:C,<START>,001,001 000,001 000 000,false,false,+140-001-000-000+
2026-05-31,590,2422.1,M-1954,Mohenjo-daro,SEAL:R,740 407,031,031 752,031 752 033 705,false,false,+740-407-590-031-752-033-705-220-415-798-002-861+
2026-05-31,705,2422.1,M-1954,Mohenjo-daro,SEAL:R,752 033,220,220 415,220 415 798 002,false,false,+740-407-590-031-752-033-705-220-415-798-002-861+
2026-05-31,692,2428.1,M-1738,Mohenjo-daro,SEAL:S,235 060,<END>,<END>,<END>,true,false,+226-240-235-060-692+
2026-05-31,705,2445.1,M-1978,Mohenjo-daro,SEAL:R,061 033,236,236,236,false,false,+405-061-033-705-236+
2026-05-31,590,2448.1,M-1739,Mohenjo-daro,SEAL:S,740 390,032,032 060,032 060 201,false,false,+740-390-590-032-060-201+
2026-05-31,692,2455.1,M-1747,Mohenjo-daro,SEAL:S,031 060,<END>,<END>,<END>,true,false,+165-741-031-060-692+
2026-05-31,140,2461.1,M-1853,Mohenjo-daro,SEAL:S,032 820,005,005,005,false,false,+032-820-140-005+
2026-05-31,125,2471.1,M-1903,Mohenjo-daro,SEAL:S,740 861,<END>,<END>,<END>,true,false,+740-861-125+
2026-05-31,705,2473.1,M-1665,Mohenjo-daro,SEAL:S,520 033,233,233 240,233 240 002 610,false,false,+520-033-705-233-240-002-610-125-032+
2026-05-31,125,2473.1,M-1665,Mohenjo-daro,SEAL:S,002 610,032,032,032,false,false,+520-033-705-233-240-002-610-125-032+
2026-05-31,140,2477.1,-:2477.1,Mohenjo-daro,BNGL,000 100,002,002,002,false,false,+000-100-140-002+
2026-05-31,705,2478.1,M-1906,Mohenjo-daro,SEAL:S,520 033,233,233 235,233 235 060 820,false,false,+520-033-705-233-235-060-820+
2026-05-31,705,2486.1,M-1723,Mohenjo-daro,SEAL:S,840 033,798,798,798,false,false,+740-032-840-033-705-798+
2026-05-31,705,2488.2,-:2488.2,Mohenjo-daro,TAB:C,923 033,<END>,<END>,<END>,true,false,+001-740-923-033-705+
2026-05-31,590,2489.1,-:2489.1,Dholavira,SEAL:S,740 390,002,002 817,002 817,false,false,+740-390-590-002-817+
2026-05-31,530,2491.1,-:2491.1,Mohenjo-daro,MISC,<START>,000,000 000,000 000 000 808,false,false,+530-000-000-000-808[
2026-05-31,705,2497.1,M-1679,Mohenjo-daro,SEAL:S,585 000,741,741 460,741 460 353,false,false,+740-176-585-000-705-741-460-353+
2026-05-31,072,2512.1,M-1826,Mohenjo-daro,SEAL:S,520,921,921,921,false,false,+520-072-921+
2026-05-31,125,2517.1,M-1700,Mohenjo-daro,SEAL:S,400,745,745,745,false,false,+400-125-745+
2026-05-31,705,3777.1,M-1524,Mohenjo-daro,TAB:C,585 033,233,233 235,233 235 806,false,false,+407-585-033-705-233-235-806+
2026-05-31,072,2528.1,M-1961,Mohenjo-daro,SEAL,406,002,002 817,002 817,false,false,+406-072-002-817+
2026-05-31,705,2533.1,M-4,Mohenjo-daro,SEAL:S,465 033,231,231 002,231 002 564 617,false,false,+298-465-033-705-231-002-564-617-033+
2026-05-31,692,2534.1,M-5,Mohenjo-daro,SEAL:S,235 060,<END>,<END>,<END>,true,false,+740-773-240-235-060-692+
2026-05-31,140,2536.1,M-7,Mohenjo-daro,SEAL:S,407 845,740,740 101,740 101 923 240,false,false,+407-845-140-740-101-923-240-002-861+
2026-05-31,140,2537.1,M-8,Mohenjo-daro,SEAL:S,706,632,632,632,false,false,+706-140-632+
2026-05-31,590,2540.1,M-12,Mohenjo-daro,SEAL:S,740 390,233,233 002,233 002 368 202,false,false,+740-390-590-233-002-368-202-892-371+
2026-05-31,125,2541.1,M-13,Mohenjo-daro,SEAL:S,368 304,<END>,<END>,<END>,true,false,+368-304-125+
2026-05-31,692,2549.1,M-21,Mohenjo-daro,SEAL:S,740 362,032,032 002,032 002 861,false,false,+350-001-740-362-692-032-002-861+
2026-05-31,692,2551.1,M-23,Mohenjo-daro,SEAL:S,482 060,520,520 220,520 220 235 001,false,false,+842-871-192-368/740-482-060-692-520-220-235-001-920+
2026-05-31,140,2552.1,M-24,Mohenjo-daro,SEAL:S,002 906,<END>,<END>,<END>,true,false,+090-740-240-235-002-906-140+
2026-05-31,692,2554.1,M-26,Mohenjo-daro,SEAL:S,531 060,<END>,<END>,<END>,true,false,+090-740-531-060-692+
2026-05-31,590,2563.1,M-35,Mohenjo-daro,SEAL:S,740 390,233,233 231,233 231 002 107,false,false,+740-390-590-233-231-002-107+
2026-05-31,125,2566.1,M-38,Mohenjo-daro,SEAL:S,002 390,632,632 032,632 032,false,true,+740-690-435-255-220-032-240-235-002-390-125-632-032+
2026-05-31,705,2567.1,M-39,Mohenjo-daro,SEAL:S,<START>,240,240 235,240 235 013 204,false,false,]705-240-235-013-204-346+
2026-05-31,346,2567.1,M-39,Mohenjo-daro,SEAL:S,013 204,<END>,<END>,<END>,true,false,]705-240-235-013-204-346+
2026-05-31,125,2569.1,M-41,Mohenjo-daro,SEAL:S,002 405,820,820,820,false,false,+740-636-240-233-235-002-405-125-820+
2026-05-31,705,2572.1,M-44,Mohenjo-daro,SEAL:S,760 033,803,803 002,803 002 920 317,false,false,+740-760-033-705-803-002-920-317+
2026-05-31,705,2578.1,M-50,Mohenjo-daro,SEAL:S,017 033,240,240 798,240 798 002 820,false,false,+740-585-017-033-705-240-798-002-820+
2026-05-31,140,2579.1,M-51,Mohenjo-daro,SEAL:S,741 390,<END>,<END>,<END>,true,false,+740-798-460-350-235-741-390-140+
2026-05-31,140,2581.1,M-53,Mohenjo-daro,SEAL:S,190 920,<END>,<END>,<END>,true,false,+090-740-220-016-002-297-190-920-140+
2026-05-31,705,2582.1,M-54,Mohenjo-daro,SEAL:S,240 033,798,798 002,798 002 820,false,false,+236-240-033-705-798-002-820+
2026-05-31,692,2583.1,M-55,Mohenjo-daro,SEAL:S,510 001,<END>,<END>,<END>,true,false,+000-760-463-510-001-692+
2026-05-31,590,2594.1,M-66,Mohenjo-daro,SEAL:S,740 390,235,235 002,235 002 374 309,false,false,+740-390-590-235-002-374-309-350+
2026-05-31,692,2597.1,M-69,Mohenjo-daro,SEAL:S,231 060,<END>,<END>,<END>,true,false,+740-803-231-060-692+
2026-05-31,692,2598.1,M-70,Mohenjo-daro,SEAL:S,002 390,<END>,<END>,<END>,true,true,+226-032-002-390-692+
2026-05-31,095,2599.1,M-71,Mohenjo-daro,SEAL:S,002 390,<END>,<END>,<END>,true,true,+151-279-142-002-390-095+
2026-05-31,705,2600.1,M-72,Mohenjo-daro,SEAL:S,740 255,140,140 003,140 003 002 861,false,false,+740-255-705-140-003-002-861+
2026-05-31,140,2600.1,M-72,Mohenjo-daro,SEAL:S,255 705,003,003 002,003 002 861,false,false,+740-255-705-140-003-002-861+
2026-05-31,140,2602.1,M-74,Mohenjo-daro,SEAL:S,575 704,<END>,<END>,<END>,true,false,+595-575-704-140+
2026-05-31,705,2613.1,M-86,Mohenjo-daro,SEAL:S,520 033,231,231 002,231 002 820 700,false,false,+520-033-705-231-002-820-700+
2026-05-31,590,2621.1,M-94,Mohenjo-daro,SEAL:S,740 390,220,220 003,220 003,false,false,+740-390-590-220-003+
2026-05-31,705,2627.1,M-100,Mohenjo-daro,SEAL:S,740 255,002,002 861,002 861,false,false,+090-740-255-705-002-861+
2026-05-31,140,2636.1,M-109,Mohenjo-daro,SEAL:S,002 287,<END>,<END>,<END>,true,false,+740-879-220-415-002-287-140+
2026-05-31,140,2642.1,M-115,Mohenjo-daro,SEAL:S,390 844,176,176 803,176 803 002 301,false,false,+390-844-140-176-803-002-301-190+
2026-05-31,705,2644.1,M-117,Mohenjo-daro,SEAL:S,520 033,220,220 803,220 803 055 002,false,false,+520-033-705-220-803-055-002-820+
2026-05-31,705,2645.1,M-118,Mohenjo-daro,SEAL:S,772 033,233,233 803,233 803 002 861,false,false,+740-772-033-705-233-803-002-861+
2026-05-31,125,2646.1,M-119,Mohenjo-daro,SEAL:S,002 390,632,632 032,632 032 900 563,false,true,+151-337-484-002-390-125-632-032-900-563+
2026-05-31,346,2647.1,M-120,Mohenjo-daro,SEAL:S,741 840,<END>,<END>,<END>,true,false,+858/740-100-585-741-840-346+
2026-05-31,072,2650.1,M-123,Mohenjo-daro,SEAL:S,093 368,<END>,<END>,<END>,true,false,+400-093-368-072+
2026-05-31,692,2653.1,M-126,Mohenjo-daro,SEAL:S,552 060,<END>,<END>,<END>,true,false,+520-552-060-692+
2026-05-31,705,2655.1,M-128,Mohenjo-daro,SEAL:S,741 500,<END>,<END>,<END>,true,false,+740-923-803-741-500-705+
2026-05-31,590,2658.1,M-131,Mohenjo-daro,SEAL:S,740 390,741,741 390,741 390 790,false,false,+740-390-590-741-390-790+
2026-05-31,692,2661.1,M-134,Mohenjo-daro,SEAL:S,872 032,<END>,<END>,<END>,true,false,+872-032-692+
2026-05-31,705,2662.1,M-135,Mohenjo-daro,SEAL:S,520 033,031,031,031,false,false,+520-033-705-031+
2026-05-31,140,2669.1,M-142,Mohenjo-daro,SEAL:S,136,002,002 861,002 861,false,false,+136-140-002-861+
2026-05-31,692,2673.1,M-146,Mohenjo-daro,SEAL:S,920 060,<END>,<END>,<END>,true,false,+740-255-920-060-692+
2026-05-31,705,2693.1,M-168,Mohenjo-daro,SEAL:S,031 277,000,000 060,000 060 920,false,false,+031-277-705-000-060-920+
2026-05-31,692,2696.1,M-171,Mohenjo-daro,SEAL:S,806 060,<END>,<END>,<END>,true,false,+407-061-740-923-233-806-060-692+
2026-05-31,125,2716.1,M-191,Mohenjo-daro,SEAL:S,090,<END>,<END>,<END>,true,false,+090-125+
2026-05-31,590,2720.1,M-195,Mohenjo-daro,SEAL:S,298 350,032,032 900,032 900 853,false,false,+298-350-590-032-900-853+
2026-05-31,590,2728.1,M-203,Mohenjo-daro,SEAL:S,740 390,741,741 081,741 081 220,false,false,+740-390-590-741-081-220+
2026-05-31,346,2737.1,M-213,Mohenjo-daro,SEAL:S,002 390,<END>,<END>,<END>,true,true,+740-384-002-390-346+
2026-05-31,590,2744.1,M-220,Mohenjo-daro,SEAL:S,000,165,165 741,165 741 545,false,false,+000-590-165-741-545+
2026-05-31,705,2747.1,M-223,Mohenjo-daro,SEAL:S,740,<END>,<END>,<END>,true,false,+740-705+
2026-05-31,707,2756.1,M-232,Mohenjo-daro,SEAL:S,002 390,<END>,<END>,<END>,true,true,+236-002-390-707+
2026-05-31,692,2757.1,M-234,Mohenjo-daro,SEAL:S,482 060,520,520 220,520 220 235 001,false,false,+842-535-099-004/740-482-060-692-520-220-235-001-920+
2026-05-31,590,2766.1,M-243,Mohenjo-daro,SEAL:S,892,894,894 140,894 140 545,false,false,+892-590-894-140-545+
2026-05-31,140,2766.1,M-243,Mohenjo-daro,SEAL:S,590 894,545,545,545,false,false,+892-590-894-140-545+
2026-05-31,705,2771.1,M-248,Mohenjo-daro,SEAL:S,415 002,590,590,590,false,false,+740-100-415-002-705-590+
2026-05-31,590,2771.1,M-248,Mohenjo-daro,SEAL:S,002 705,<END>,<END>,<END>,true,false,+740-100-415-002-705-590+
2026-05-31,140,2772.1,M-249,Mohenjo-daro,SEAL:S,<START>,165,165 740,165 740 176 220,false,false,+140-165-740-176-220-803+
2026-05-31,125,2774.1,M-251,Mohenjo-daro,SEAL:S,003 002,350,350,350,false,false,+390-003-002-125-350+
2026-05-31,705,2797.1,M-276,Mohenjo-daro,SEAL:S,520 033,176,176,176,false,false,+520-033-705-176+
2026-05-31,140,2801.1,M-280,Mohenjo-daro,SEAL:S,944 920,<END>,<END>,<END>,true,false,+740-482-240-002-944-920-140+
2026-05-31,705,2807.1,M-286,Mohenjo-daro,SEAL:S,740 255,<END>,<END>,<END>,true,false,+740-255-705+
2026-05-31,692,2811.1,M-291,Mohenjo-daro,SEAL:S,740 890,<END>,<END>,<END>,true,false,+740-890-692+
2026-05-31,140,2818.1,M-299,Mohenjo-daro,SEAL:S,000 840,<END>,<END>,<END>,true,false,]000-840-140+
2026-05-31,590,2819.1,M-300,Mohenjo-daro,SEAL:S,740 390,001,001 060,001 060 820,false,false,+740-390-590-001/060-820+
2026-05-31,705,2822.1,M-303,Mohenjo-daro,SEAL:S,520 033,060,060 820,060 820,false,false,+520-033-705-060-820+
2026-05-31,590,3636.1,M-1331,Mohenjo-daro,SEAL:R,000,233,233,233,false,false,]000-590-233+
2026-05-31,125,2832.1,M-314,Mohenjo-daro,SEAL:S,817 390,308,308 809,308 809 033 740,false,false,+953-817-390-125-308-809-033/740-760-706-466/520-231-240-235-002-820+
2026-05-31,692,2835.1,M-317,Mohenjo-daro,SEAL:S,255 060,401,401 920,401 920,false,false,+255-060-692-401-920+
2026-05-31,125,2838.1,M-320,Mohenjo-daro,SEAL:S,741 390,<END>,<END>,<END>,true,false,+740-176-741-390-125+
2026-05-31,125,2850.1,M-354,Mohenjo-daro,SEAL:R,002 906,<END>,<END>,<END>,true,false,+740-729-407-845-236-002-906-125+
2026-05-31,705,2851.1,M-355,Mohenjo-daro,SEAL:R,032 033,231,231 235,231 235 002 861,false,false,+740-877-032-033-705-231-235-002-861-360-520-919-140+
2026-05-31,140,2851.1,M-355,Mohenjo-daro,SEAL:R,520 919,<END>,<END>,<END>,true,false,+740-877-032-033-705-231-235-002-861-360-520-919-140+
2026-05-31,125,2852.1,M-356,Mohenjo-daro,SEAL:R,595 420,032,032 820,032 820 920 140,false,false,+400-595-420-125-032-820-920-140+
2026-05-31,140,2852.1,M-356,Mohenjo-daro,SEAL:R,820 920,<END>,<END>,<END>,true,false,+400-595-420-125-032-820-920-140+
2026-05-31,590,2855.1,M-359,Mohenjo-daro,SEAL:R,740 405,220,220 235,220 235 803 002,false,false,+740-405-590-220-235-803-002-388-385-705-632+
2026-05-31,705,2855.1,M-359,Mohenjo-daro,SEAL:R,388 385,632,632,632,false,false,+740-405-590-220-235-803-002-388-385-705-632+
2026-05-31,705,2861.1,M-365,Mohenjo-daro,SEAL:R,550 033,220,220 415,220 415 060 550,false,false,+527-550-033-705-220-415-060-550+
2026-05-31,590,2874.1,M-378,Mohenjo-daro,SEAL:R,746 740,<END>,<END>,<END>,true,false,+407-005-001-746-740-590+
2026-05-31,590,2888.1,M-392,Mohenjo-daro,SEAL:R,740 405,220,220 032,220 032 806,false,false,+740-405-590-220-032-806+
2026-05-31,095,2899.1,M-403,Mohenjo-daro,SEAL:R,063 520,<END>,<END>,<END>,true,false,+407-063-520-095+
2026-05-31,140,2908.1,M-412,Mohenjo-daro,SEAL:R,031 625,220,220 415,220 415,false,false,+031-625-140-220-415+
2026-05-31,140,2913.1,M-417,Mohenjo-daro,SEAL:C,000,<END>,<END>,<END>,true,false,]000-140+
2026-05-31,590,2915.1,M-421,Mohenjo-daro,POT:T:s,000 000,705,705,705,false,false,+000-000-590-705+
2026-05-31,705,2915.1,M-421,Mohenjo-daro,POT:T:s,000 590,<END>,<END>,<END>,true,false,+000-000-590-705+
2026-05-31,692,2916.1,M-422,Mohenjo-daro,POT:T:s,<START>,904,904 000,904 000 031 000,false,false,+692-904-000-031-000+
2026-05-31,692,2917.1,M-423,Mohenjo-daro,POT:T:s,000 904,000,000,000,false,false,+000-000-904-692-000+
2026-05-31,095,2919.1,H-2584,Harappa,TAG:R,468 520,033,033 705,033 705,false,false,]806-468-520-095-033-705[
2026-05-31,705,2919.1,H-2584,Harappa,TAG:R,095 033,<END>,<END>,<END>,true,false,]806-468-520-095-033-705[
2026-05-31,705,2920.2,M-426,Mohenjo-daro,TAG:W,595,000,000,000,false,false,+595-705-000[
2026-05-31,530,2920.3,M-426,Mohenjo-daro,TAG:W,000 000,000,000,000,false,false,+000-000-530-000+
2026-05-31,590,2926.1,M-432,Mohenjo-daro,TAB:B,740 390,033,033 705,033 705,false,false,+740-390-590-033-705+
2026-05-31,705,2926.1,M-432,Mohenjo-daro,TAB:B,590 033,<END>,<END>,<END>,true,false,+740-390-590-033-705+
2026-05-31,590,2929.1,M-437,Mohenjo-daro,TAG:P,740 390,002,002 820,002 820,false,false,+740-390-590-002-820+
2026-05-31,140,2971.1,M-488,Mohenjo-daro,TAB:B,400 136,<END>,<END>,<END>,true,false,+615-016-435-255-400-136-140+
2026-05-31,140,2973.1,M-491,Mohenjo-daro,TAB:B,850,803,803 002,803 002 840 016,false,false,+850-140-803-002-840-016+
2026-05-31,140,2977.1,M-500,Mohenjo-daro,SEAL:C,400 592,003,003 900,003 900 692 003,false,false,+400-592-140-003-900-692-003-700+
2026-05-31,692,2977.1,M-500,Mohenjo-daro,SEAL:C,003 900,003,003 700,003 700,false,false,+400-592-140-003-900-692-003-700+
2026-05-31,095,2995.1,M-520,Mohenjo-daro,TAB:C,001 595,760,760 744,760 744,false,false,+617-142-001-595-095-760-744+
2026-05-31,705,3787.1,M-1547,Mohenjo-daro,TAB:C,845 033,235,235,235,false,false,+407-321-407-845-033-705-235+
2026-05-31,095,5587.1,-:5587.1,Mohenjo-daro,TAB:C,032 520,585,585 017,585 017 231,false,false,+407-032-520-095-585-017-231+
2026-05-31,095,3061.2,M-599,Mohenjo-daro,TAB:C,032 520,585,585 017,585 017 220,false,false,+408-032-520-095-585-017-220+
2026-05-31,590,3066.2,M-605,Mohenjo-daro,TAB:C,740 405,220,220 003,220 003,false,false,+740-405-590-220-003+
2026-05-31,705,3797.2,M-1568,Mohenjo-daro,TAB:C,904 033,231,231 798,231 798,false,false,+740-100-904-033-705-231-798+
2026-05-31,530,3074.1,M-623,Mohenjo-daro,SEAL:S,002 299,820,820,820,false,false,+740-760-175-176-220-415-798-002-299-530-820+
2026-05-31,125,3075.1,M-624,Mohenjo-daro,SEAL:S,190,575,575,575,false,false,+190-125-575+
2026-05-31,125,3077.1,M-626,Mohenjo-daro,SEAL:S,842 374,740,740 803,740 803 060 692,false,false,+842-374-125/740-803-060-692-740-690-435-255-060-692+
2026-05-31,692,3077.1,M-626,Mohenjo-daro,SEAL:S,803 060,740,740 690,740 690 435 255,false,false,+842-374-125/740-803-060-692-740-690-435-255-060-692+
2026-05-31,692,3077.1,M-626,Mohenjo-daro,SEAL:S,255 060,<END>,<END>,<END>,true,false,+842-374-125/740-803-060-692-740-690-435-255-060-692+
2026-05-31,140,3084.1,M-634,Mohenjo-daro,SEAL:S,812 820,820,820,820,false,false,+679-740-220-415-001-820-812-820-140-820+
2026-05-31,590,3087.1,M-638,Mohenjo-daro,SEAL:S,745 740,<END>,<END>,<END>,true,false,+740-482-055-240-235-745-740-590+
2026-05-31,072,3100.1,M-661,Mohenjo-daro,SEAL:S,415 741,<END>,<END>,<END>,true,false,+740-798-220-415-741-072+
2026-05-31,692,3105.1,M-666,Mohenjo-daro,SEAL:S,231 060,<END>,<END>,<END>,true,false,+740-440-231-060-692+
2026-05-31,140,3106.1,M-667,Mohenjo-daro,SEAL:S,679 850,803,803,803,false,false,+679-850-140-803[
2026-05-31,705,3109.1,M-670,Mohenjo-daro,SEAL:S,520 033,<END>,<END>,<END>,true,false,+154-031-001-520-033-705+
2026-05-31,590,3111.1,M-672,Mohenjo-daro,SEAL:S,740 405,235,235,235,false,false,+740-405-590-235+
2026-05-31,590,3117.1,M-681,Mohenjo-daro,SEAL:S,405,<END>,<END>,<END>,true,false,]405-590+
2026-05-31,140,3134.1,M-708,Mohenjo-daro,SEAL:S,002 390,<END>,<END>,<END>,true,true,+740-061-002-390-140+
