"id","cisi","site","type","material","shape","condition","complete","dir","class","text","signs","length","occurrence_index","prev2","prev1","sign","next1","next2","before_pair","after_pair","tail_after_032","terminal","tail_string","category","after_220","a_before_220","strict_closed","damaged_or_open","has_slash"
"710.1","-","Harappa","POT:T:g","Clay","-","Poor","Y","NR","NU","+032+","032","1","0","<START>","<START>","032","<END>","<END>","<START>-<START>","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"714.1","-","Harappa","POT:T:g","Clay","-","Poor","Y","NR","NU","+032+","032","1","0","<START>","<START>","032","<END>","<END>","<START>-<START>","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"748.1","-","Dholavira","TAG","-","circular","Fair","Y","NR","NU","+032+","032","1","0","<START>","<START>","032","<END>","<END>","<START>-<START>","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"749.1","H-2183","Harappa","TAB:I","Steatite","rectangular-round","Poor","Y","R/L","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"753.1","H-2201","Harappa","TAB:I","Steatite","prism","Poor","Y","R/L","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"765.1","H-1936","Harappa","TAB:B","Faience","prism","Fair","Y","L/R","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"765.2","H-1936","Harappa","TAB:B","Faience","prism","Fair","Y","L/R","SC","+511-032-142+","511-032-142","3","1","<START>","511","032","142","<END>","<START>-511","142-<END>","1","false","142","outside_a_220_x_032","false","","true","false","false"
"771.1","H-1930","Harappa","TAB:B","Faience","prism","Fair","Y","R/L","NV","+032-700-601+","032-700-601","3","0","<START>","<START>","032","700","601","<START>-<START>","700-601","2","false","700-601","outside_a_220_x_032","false","","true","false","false"
"801.1","H-2173","Harappa","TAB:I","Steatite","oval","Good","Y","R/L","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"814.1","H-2134","Harappa","TAB:I","Steatite","rectangular","Poor","Y","-","SC","+001-480-388-032+","001-480-388-032","4","3","480","388","032","<END>","<END>","480-388","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"829.1","H-2211","Harappa","TAB:I","Steatite","prism","Fair","Y","R/L","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"829.2","H-2211","Harappa","TAB:I","Steatite","prism","Fair","Y","R/L","SC","+700-840-032-741+","700-840-032-741","4","2","700","840","032","741","<END>","700-840","741-<END>","1","false","741","outside_a_220_x_032","false","","true","false","false"
"834.1","H-2185","Harappa","TAB:I","Steatite","rectangular-round","Fair","Y","R/L","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"841.2","H-2146","Harappa","TAB:I","Steatite","rectangular","Fair","Y","R/L","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"843.1","H-2109","Harappa","TAB:I","Steatite","rectangular","Poor","Y","R/L","SC","+690-032-025+","690-032-025","3","1","<START>","690","032","025","<END>","<START>-690","025-<END>","1","false","025","outside_a_220_x_032","false","","true","false","false"
"848.2","H-2149","Harappa","TAB:I","Steatite","rectangular","Fair","Y","R/L","SC","+590-032-645-003+","590-032-645-003","4","1","<START>","590","032","645","003","<START>-590","645-003","2","false","645-003","outside_a_220_x_032","false","","true","false","false"
"866.2","H-2133","Harappa","TAB:I","Steatite","rectangular","Fair","Y","-","SC","+031-480-388-032+","031-480-388-032","4","3","480","388","032","<END>","<END>","480-388","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"871.2","H-2206","Harappa","TAB:I","Steatite","prism","Poor","Y","R/L","SS","+740-032-025+","740-032-025","3","1","<START>","740","032","025","<END>","<START>-740","025-<END>","1","false","025","outside_a_220_x_032","false","","true","false","false"
"876.1","H-1879","Harappa","TAB:B","Faience","rectangular","Good","Y","R/L","NV","+032-032-700+","032-032-700","3","0","<START>","<START>","032","032","700","<START>-<START>","032-700","2","false","032-700","outside_a_220_x_032","false","","true","false","false"
"876.1","H-1879","Harappa","TAB:B","Faience","rectangular","Good","Y","R/L","NV","+032-032-700+","032-032-700","3","1","<START>","032","032","700","<END>","<START>-032","700-<END>","1","false","700","outside_a_220_x_032","false","","true","false","false"
"877.2","-","Harappa","TAB:I","Steatite","-","Poor","N","R/L","??","+740-032-000+","740-032-000","3","1","<START>","740","032","000","<END>","<START>-740","000-<END>","1","false","000","outside_a_220_x_032","false","","true","false","false"
"902.2","H-2020","Harappa","TAB:B","Clay","prism","Poor","Y","R/L","SC","+690-590-032-220+","690-590-032-220","4","2","690","590","032","220","<END>","690-590","220-<END>","1","false","220","outside_a_220_x_032","false","","true","false","false"
"904.2","H-2019","Harappa","TAB:B","Clay","prism","Good","Y","R/L","SC","+690-590-032-220+","690-590-032-220","4","2","690","590","032","220","<END>","690-590","220-<END>","1","false","220","outside_a_220_x_032","false","","true","false","false"
"920.1","H-1678","Harappa","SEAL:S","Steatite","square","Good","Y","R/L","MT","+520-233-240-220-032+","520-233-240-220-032","5","4","240","220","032","<END>","<END>","240-220","<END>","0","true","<END>","target_240_220_032","true","240","true","false","false"
"922.1","H-1902","Harappa","TAB:B","Faience","rectangular-notched","Good","Y","R/L","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"923.1","H-1945","Harappa","TAB:B","Faience","prism","Poor","Y","R/L","VN","+032-700+","032-700","2","0","<START>","<START>","032","700","<END>","<START>-<START>","700-<END>","1","false","700","outside_a_220_x_032","false","","true","false","false"
"927.1","H-1941","Harappa","TAB:B","Faience","prism","Fair","Y","R/L","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"930.2","H-1883","Harappa","TAB:B","Faience","rectangular","Good","Y","L/R","SC","+740-790-032+","740-790-032","3","2","740","790","032","<END>","<END>","740-790","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"962.1","-","Harappa","POT:T:g","Clay","-","Poor","Y","NR","NU","+032+","032","1","0","<START>","<START>","032","<END>","<END>","<START>-<START>","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"964.1","-","Harappa","POT:T:g","Clay","-","Poor","Y","-","2L","+032/032+","032-032","2","0","<START>","<START>","032","032","<END>","<START>-<START>","032-<END>","1","false","032","outside_a_220_x_032","false","","true","false","true"
"964.1","-","Harappa","POT:T:g","Clay","-","Poor","Y","-","2L","+032/032+","032-032","2","1","<START>","032","032","<END>","<END>","<START>-032","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","true"
"965.1","-","Harappa","POT:T:g","Clay","-","Poor","Y","NR","NU","+032+","032","1","0","<START>","<START>","032","<END>","<END>","<START>-<START>","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"968.1","-","Harappa","POT:T:g","Clay","-","Poor","Y","NR","NU","+032+","032","1","0","<START>","<START>","032","<END>","<END>","<START>-<START>","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"970.1","-","Harappa","POT:T:g","Clay","-","Poor","Y","NR","NU","+032+","032","1","0","<START>","<START>","032","<END>","<END>","<START>-<START>","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"972.1","-","Harappa","POT:T:g","Clay","-","Poor","Y","NR","NU","+032+","032","1","0","<START>","<START>","032","<END>","<END>","<START>-<START>","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"973.1","-","Harappa","POT:T:g","Clay","-","Poor","Y","NR","NU","+032+","032","1","0","<START>","<START>","032","<END>","<END>","<START>-<START>","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"976.1","-","Harappa","POT:T:g","Clay","-","Poor","Y","NR","NU","+032+","032","1","0","<START>","<START>","032","<END>","<END>","<START>-<START>","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"977.1","-","Harappa","POT:T:g","Clay","-","Poor","Y","NR","NU","+032+","032","1","0","<START>","<START>","032","<END>","<END>","<START>-<START>","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"980.1","-","Harappa","POT:T:g","Clay","-","Poor","Y","NR","NU","+032+","032","1","0","<START>","<START>","032","<END>","<END>","<START>-<START>","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"982.1","-","Harappa","POT:T:g","Clay","-","Poor","Y","NR","NU","+032+","032","1","0","<START>","<START>","032","<END>","<END>","<START>-<START>","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"985.1","-","Harappa","POT:T:g","Clay","-","Poor","Y","NR","NU","+032+","032","1","0","<START>","<START>","032","<END>","<END>","<START>-<START>","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"987.1","-","Harappa","POT:T:g","Clay","-","Poor","Y","NR","NU","+032+","032","1","0","<START>","<START>","032","<END>","<END>","<START>-<START>","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1020.1","H-1657","Harappa","SEAL:S","Steatite","square","Good","Y","R/L","LP","+740-405-590-032-900-003-806-235-220-032-002-690-921+","740-405-590-032-900-003-806-235-220-032-002-690-921","13","3","405","590","032","900","003","405-590","900-003","9","false","900-003-806-235-220-032-002-690-921","outside_a_220_x_032","false","","true","false","false"
"1020.1","H-1657","Harappa","SEAL:S","Steatite","square","Good","Y","R/L","LP","+740-405-590-032-900-003-806-235-220-032-002-690-921+","740-405-590-032-900-003-806-235-220-032-002-690-921","13","9","235","220","032","002","690","235-220","002-690","3","false","002-690-921","non240_a_220_032","true","235","true","false","false"
"1021.2","H-1774","Harappa","TAB:B","Faience","rectangular","Good","Y","R/L","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1046.1","-","Harappa","POT:T:g","Clay","-","Poor","N","-","??","+035/032-001-000/033+","035-032-001-000-033","5","1","<START>","035","032","001","000","<START>-035","001-000","3","false","001-000-033","outside_a_220_x_032","false","","true","false","true"
"1049.2","H-1353","Harappa","TAB:B","Steatite","prism","Poor","Y","-","NV","+032-700+","032-700","2","0","<START>","<START>","032","700","<END>","<START>-<START>","700-<END>","1","false","700","outside_a_220_x_032","false","","true","false","false"
"1054.2","H-1325","Harappa","TAB:I","Steatite","fish","Poor","N","R/L","??","+740-032-165-000+","740-032-165-000","4","1","<START>","740","032","165","000","<START>-740","165-000","2","false","165-000","outside_a_220_x_032","false","","true","false","false"
"1061.2","H-1294","Harappa","TAB:I","Steatite","rectangular","Fair","Y","R/L","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1066.1","H-5","Harappa","SEAL:S","Steatite","square","Fine","Y","R/L","LC","+920-706-193-384-032-920-140-902+","920-706-193-384-032-920-140-902","8","4","193","384","032","920","140","193-384","920-140","3","false","920-140-902","outside_a_220_x_032","false","","true","false","false"
"1067.1","H-6","Harappa","SEAL:S","Steatite","square","Good","Y","R/L","LC","+317-890-001-032-776-625+","317-890-001-032-776-625","6","3","890","001","032","776","625","890-001","776-625","2","false","776-625","outside_a_220_x_032","false","","true","false","false"
"1080.1","H-20","Harappa","SEAL:S","Steatite","square","Fine","Y","R/L","LP","+740-176-690-435-255-220-032-806-060-550+","740-176-690-435-255-220-032-806-060-550","10","6","255","220","032","806","060","255-220","806-060","3","false","806-060-550","non240_a_220_032","true","255","true","false","false"
"1087.1","H-27","Harappa","SEAL:S","Steatite","square","Fair","Y","R/L","MS","+154-806-468-001-740-877-032+","154-806-468-001-740-877-032","7","6","740","877","032","<END>","<END>","740-877","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1102.1","H-43","Harappa","SEAL:S","Steatite","square","Fine","Y","R/L","SC","+405-690-032+","405-690-032","3","2","405","690","032","<END>","<END>","405-690","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1124.1","H-65","Harappa","SEAL:S","Steatite","square","Good","Y","R/L","SS","+740-032-028+","740-032-028","3","1","<START>","740","032","028","<END>","<START>-740","028-<END>","1","false","028","outside_a_220_x_032","false","","true","false","false"
"1132.1","H-74","Harappa","SEAL:S","Steatite","square","Fair","Y","R/L","SC","+002-610-125-032+","002-610-125-032","4","3","610","125","032","<END>","<END>","610-125","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1144.1","H-88","Harappa","SEAL:S","Steatite","square","Fine","Y","R/L","SC","+740-032-840-820+","740-032-840-820","4","1","<START>","740","032","840","820","<START>-740","840-820","2","false","840-820","outside_a_220_x_032","false","","true","false","false"
"1171.1","H-130","Harappa","SEAL:R","-","rectangular","Fair","Y","R/L","LP","+409-032-845-033-705-231-806-002-595-812-125-717+","409-032-845-033-705-231-806-002-595-812-125-717","12","1","<START>","409","032","845","033","<START>-409","845-033","10","false","845-033-705-231-806-002-595-812-125-717","outside_a_220_x_032","false","","true","false","false"
"1172.1","H-131","Harappa","SEAL:R","Steatite","cuboid-convex","Poor","N","R/L","??","+740-032-840-233-240-033-706-055-002-595-575-794-000+","740-032-840-233-240-033-706-055-002-595-575-794-000","13","1","<START>","740","032","840","233","<START>-740","840-233","11","false","840-233-240-033-706-055-002-595-575-794-000","outside_a_220_x_032","false","","true","false","false"
"1181.1","H-140","Harappa","SEAL:R","Steatite","cuboid-convex","Fine","Y","R/L","IT","+740-384-032-002-817+","740-384-032-002-817","5","2","740","384","032","002","817","740-384","002-817","2","false","002-817","outside_a_220_x_032","false","","true","false","false"
"1182.1","H-141","Harappa","SEAL:R","Steatite","cuboid-convex","Good","Y","R/L","LC","+405-032-900-003-070-002-233-235+","405-032-900-003-070-002-233-235","8","1","<START>","405","032","900","003","<START>-405","900-003","6","false","900-003-070-002-233-235","outside_a_220_x_032","false","","true","false","false"
"1184.1","H-143","Harappa","SEAL:R","Terracotta","rectangular","Good","Y","R/L","MS","+154-806-469-001-740-877-032+","154-806-469-001-740-877-032","7","6","740","877","032","<END>","<END>","740-877","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1215.1","H-182","Harappa","TAB:B","Faience","rectangular","Good","Y","R/L","SS","+740-032-840+","740-032-840","3","1","<START>","740","032","840","<END>","<START>-740","840-<END>","1","false","840","outside_a_220_x_032","false","","true","false","false"
"1215.2","H-182","Harappa","TAB:B","Faience","rectangular","Good","Y","R/L","SS","+740-032-840+","740-032-840","3","1","<START>","740","032","840","<END>","<START>-740","840-<END>","1","false","840","outside_a_220_x_032","false","","true","false","false"
"1219.1","H-186","Harappa","TAB:B","Faience","cylindrical","Poor","Y","R/L","SS","+032-840+","032-840","2","0","<START>","<START>","032","840","<END>","<START>-<START>","840-<END>","1","false","840","outside_a_220_x_032","false","","true","false","false"
"1227.3","H-196","Harappa","TAB:B","Faience","cylindrical","Fair","Y","R/L","VX","+032-700-100-001+","032-700-100-001","4","0","<START>","<START>","032","700","100","<START>-<START>","700-100","3","false","700-100-001","outside_a_220_x_032","false","","true","false","false"
"1240.2","H-209","Harappa","TAB:B","Faience","rectangular","Poor","Y","R/L","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1243.2","H-212","Harappa","TAB:B","Faience","rectangular","Fair","Y","R/L","NV","+032-700+","032-700","2","0","<START>","<START>","032","700","<END>","<START>-<START>","700-<END>","1","false","700","outside_a_220_x_032","false","","true","false","false"
"1244.2","H-213","Harappa","TAB:B","-","rectangular","Good","Y","R/L","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1245.2","H-214","Harappa","TAB:B","Faience","cuboid-convex","Fair","Y","L/R","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1248.2","H-217","Harappa","TAB:B","Steatite","rectangular","Fair","Y","R/L","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1257.2","H-230","Harappa","TAB:B","Faience","hexagonal","Good","Y","R/L","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1259.2","H-232","Harappa","TAB:B","Faience","notched oval","Fair","Y","R/L","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1262.2","H-236","Harappa","TAB:B","Faience","fish","Fair","Y","R/L","SC","+740-032-840-679+","740-032-840-679","4","1","<START>","740","032","840","679","<START>-740","840-679","2","false","840-679","outside_a_220_x_032","false","","true","false","false"
"1265.1","H-240","Harappa","TAG:P","Clay","circular","Good","Y","R/L","MT","+740-904-032-233-803+","740-904-032-233-803","5","2","740","904","032","233","803","740-904","233-803","2","false","233-803","outside_a_220_x_032","false","","true","false","false"
"1272.2","H-247","Harappa","TAB:B","Faience","circular","Poor","Y","R/L","SC","+116-032+","116-032","2","1","<START>","116","032","<END>","<END>","<START>-116","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1276.2","H-251","Harappa","TAB:B","Faience","prism","Fair","Y","R/L","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1296.1","H-272","Harappa","SEAL:S","Steatite","square","Poor","Y","R/L","LP","+740-585-017-240-002-305-032-904+","740-585-017-240-002-305-032-904","8","6","002","305","032","904","<END>","002-305","904-<END>","1","false","904","outside_a_220_x_032","false","","true","false","false"
"1317.1","H-295","Harappa","SEAL:S","Steatite","square","Poor","Y","R/L","SC","+511-032+","511-032","2","1","<START>","511","032","<END>","<END>","<START>-511","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1323.2","H-301","Harappa","TAB:I","Steatite","rectangular","Fair","Y","R/L","LP","+400-740-636-240-031-032-171+","400-740-636-240-031-032-171","7","5","240","031","032","171","<END>","240-031","171-<END>","1","false","171","outside_a_220_x_032","false","","true","false","false"
"1325.1","H-303","Harappa","TAB:I","Steatite","rectangular","Fair","Y","R/L","SS","+400-740-032-027+","400-740-032-027","4","2","400","740","032","027","<END>","400-740","027-<END>","1","false","027","outside_a_220_x_032","false","","true","false","false"
"1326.2","H-304","Harappa","TAB:I","Steatite","rectangular","Poor","Y","R/L","SC","+740-032-059+","740-032-059","3","1","<START>","740","032","059","<END>","<START>-740","059-<END>","1","false","059","outside_a_220_x_032","false","","true","false","false"
"1328.1","H-306","Harappa","TAB:I","-","rectangular","Fair","Y","L/R","SS","+740-032-840+","740-032-840","3","1","<START>","740","032","840","<END>","<START>-740","840-<END>","1","false","840","outside_a_220_x_032","false","","true","false","false"
"1337.2","H-315","Harappa","TAB:I","Steatite","oval","Fair","Y","R/L","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1343.2","H-321","Harappa","TAB:I","Steatite","rectangular-round","Good","Y","R/L","NV","+032-700+","032-700","2","0","<START>","<START>","032","700","<END>","<START>-<START>","700-<END>","1","false","700","outside_a_220_x_032","false","","true","false","false"
"1344.1","H-322","Harappa","TAB:I","-","rectangular-round","Poor","Y","R/L","SS","+400-740-032-028+","400-740-032-028","4","2","400","740","032","028","<END>","400-740","028-<END>","1","false","028","outside_a_220_x_032","false","","true","false","false"
"1344.2","H-322","Harappa","TAB:I","-","rectangular-round","Poor","Y","R/L","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1349.2","H-327","Harappa","TAB:I","-","crescent","Poor","Y","R/L","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1357.1","H-336","Harappa","TAB:I","Steatite","hare","Poor","N","R/L","??","+000-032+","000-032","2","1","<START>","000","032","<END>","<END>","<START>-000","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1361.2","H-340","Harappa","TAB:I","Steatite","triangular","Poor","Y","R/L","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1362.2","H-341","Harappa","TAB:I","Steatite","triangular","Poor","Y","R/L","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1370.1","H-351","Harappa","TAB:I","Steatite","prism","Good","Y","R/L","IT","+400-740-032-060-013+","400-740-032-060-013","5","2","400","740","032","060","013","400-740","060-013","2","false","060-013","outside_a_220_x_032","false","","true","false","false"
"1378.2","H-359","Harappa","TAB:I","Steatite","prism","Poor","Y","R/L","VN","+032-700+","032-700","2","0","<START>","<START>","032","700","<END>","<START>-<START>","700-<END>","1","false","700","outside_a_220_x_032","false","","true","false","false"
"1379.1","H-360","Harappa","TAB:I","Steatite","prism","Good","Y","R/L","SC","+824-032-578-415+","824-032-578-415","4","1","<START>","824","032","578","415","<START>-824","578-415","2","false","578-415","outside_a_220_x_032","false","","true","false","false"
"1380.2","H-361","Harappa","TAB:I","-","prism","Poor","Y","R/L","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1381.2","H-362","Harappa","TAB:I","Steatite","prism","Fair","Y","R/L","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1416.1","H-412","Harappa","SEAL:S","Steatite","square","Poor","Y","R/L","LP","+161-233-220-032-741-831+","161-233-220-032-741-831","6","3","233","220","032","741","831","233-220","741-831","2","false","741-831","non240_a_220_032","true","233","true","false","false"
"1434.1","H-444","Harappa","SEAL:S","-","square","Good","Y","R/L","SP","+241-220-032-002-861+","241-220-032-002-861","5","2","241","220","032","002","861","241-220","002-861","2","false","002-861","non240_a_220_032","true","241","true","false","false"
"1445.1","H-455","Harappa","SEAL:S","Steatite","square","Poor","Y","R/L","IT","+520-033-705-002-172-032+","520-033-705-002-172-032","6","5","002","172","032","<END>","<END>","002-172","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1452.1","H-464","Harappa","SEAL:S","Steatite","square","Poor","N","R/L","??","+000-176-002-798-590-032+","000-176-002-798-590-032","6","5","798","590","032","<END>","<END>","798-590","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1471.1","H-483","Harappa","SEAL:S","Steatite","square","Poor","Y","R/L","SP","+740-032-840-233-060-550+","740-032-840-233-060-550","6","1","<START>","740","032","840","233","<START>-740","840-233","4","false","840-233-060-550","outside_a_220_x_032","false","","true","false","false"
"1480.1","H-502","Harappa","SEAL:S","Steatite","square","Fair","Y","R/L","MT","+090-740-220-032+","090-740-220-032","4","3","740","220","032","<END>","<END>","740-220","<END>","0","true","<END>","non240_a_220_032","true","740","true","false","false"
"1492.1","H-515","Harappa","SEAL:S","Steatite","square","Good","Y","R/L","LP","+740-798-463-350-741-590-032+","740-798-463-350-741-590-032","7","6","741","590","032","<END>","<END>","741-590","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1533.1","H-586","Harappa","SEAL:S","Steatite","square","Poor","Y","R/L","SS","+740-877-032+","740-877-032","3","2","740","877","032","<END>","<END>","740-877","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1540.1","H-597","Harappa","SEAL:S","Steatite","square","Fair","Y","R/L","LP","+740-390-590-070-032-002-861+","740-390-590-070-032-002-861","7","4","590","070","032","002","861","590-070","002-861","2","false","002-861","outside_a_220_x_032","false","","true","false","false"
"1540.2","H-597","Harappa","SEAL:S","Steatite","square","Fair","Y","R/L","LP","+740-390-590-070-032-002-861+","740-390-590-070-032-002-861","7","4","590","070","032","002","861","590-070","002-861","2","false","002-861","outside_a_220_x_032","false","","true","false","false"
"1544.1","H-601","Harappa","SEAL:S","Clay","square","Poor","Y","R/L","MT","+740-717-233-220-032+","740-717-233-220-032","5","4","233","220","032","<END>","<END>","233-220","<END>","0","true","<END>","non240_a_220_032","true","233","true","false","false"
"1584.1","H-669","Harappa","SEAL:R","Steatite","cuboid-convex","Fair","Y","R/L","SS","+740-220-032+","740-220-032","3","2","740","220","032","<END>","<END>","740-220","<END>","0","true","<END>","non240_a_220_032","true","740","true","false","false"
"1602.2","H-697","Harappa","TAB:B","Clay","rectangular","Fair","Y","R/L","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1620.2","H-717","Harappa","TAB:B","Faience","cylindrical","Fair","Y","R/L","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1625.1","H-723","Harappa","TAB:B","-","rectangular","Good","Y","R/L","SS","+740-032-840+","740-032-840","3","1","<START>","740","032","840","<END>","<START>-740","840-<END>","1","false","840","outside_a_220_x_032","false","","true","false","false"
"1658.2","H-766","Harappa","TAB:B","Faience","rectangular","Good","Y","R/L","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1660.2","H-768","Harappa","TAB:B","Faience","rectangular","Fair","Y","R/L","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1663.1","H-771","Harappa","TAB:B","Faience","rectangular","Good","Y","R/L","SC","+032-257-840+","032-257-840","3","0","<START>","<START>","032","257","840","<START>-<START>","257-840","2","false","257-840","outside_a_220_x_032","false","","true","false","false"
"1667.1","H-776","Harappa","TAB:B","Faience","rectangular","Fair","Y","R/L","IT","+740-803-741-031-032-716+","740-803-741-031-032-716","6","4","741","031","032","716","<END>","741-031","716-<END>","1","false","716","outside_a_220_x_032","false","","true","false","false"
"1668.1","H-777","Harappa","TAB:B","-","rectangular","Fair","Y","R/L","NV","+032-700+","032-700","2","0","<START>","<START>","032","700","<END>","<START>-<START>","700-<END>","1","false","700","outside_a_220_x_032","false","","true","false","false"
"1669.1","H-778","Harappa","TAB:B","-","rectangular","Good","Y","R/L","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
"1670.1","H-779","Harappa","TAB:B","-","rectangular","Poor","Y","R/L","NV","+032-700+","032-700","2","0","<START>","<START>","032","700","<END>","<START>-<START>","700-<END>","1","false","700","outside_a_220_x_032","false","","true","false","false"
"1675.2","H-784","Harappa","TAB:B","Faience","oval","Poor","Y","-","VN","+700-032+","700-032","2","1","<START>","700","032","<END>","<END>","<START>-700","<END>","0","true","<END>","outside_a_220_x_032","false","","true","false","false"
