"dataset","category","tail_class","y_after_002","y_terminal","post_y_string","next002","core_tail_861_820_817","core_terminal_tail","terminal","before_pair","prev2","prev1","next1","next2","after_pair","tail_string","tail_after_032","text","occurrence_index","row_count","id","ids","cisi","cisis","site","sites","type","types","material","materials","has_slash"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"679.1",,"H-2217",,"Harappa",,"TAB:I",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","400-854","400","854","<END>","<END>","<END>","<END>","0","+400-854-032+","2",,"679.2",,"H-2217",,"Harappa",,"TAB:I",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"682.1",,"H-1146",,"Harappa",,"TAB:B",,"-",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","840","<END>","840-<END>","840","1","+740-032-840+","1",,"694.1",,"H-2187",,"Harappa",,"TAB:I",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-700","<START>","700","000","091","000-091","000-091","2","+700-032-000-091+","1",,"697.1",,"H-2000",,"Harappa",,"TAB:B",,"Clay",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-<START>","<START>","<START>","<END>","<END>","<END>","<END>","0","+032+","0",,"710.1",,"-",,"Harappa",,"POT:T:g",,"Clay",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-<START>","<START>","<START>","<END>","<END>","<END>","<END>","0","+032+","0",,"714.1",,"-",,"Harappa",,"POT:T:g",,"Clay",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-<START>","<START>","<START>","<END>","<END>","<END>","<END>","0","+032+","0",,"748.1",,"-",,"Dholavira",,"TAG",,"-",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"749.1",,"H-2183",,"Harappa",,"TAB:I",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"753.1",,"H-2201",,"Harappa",,"TAB:I",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"765.1",,"H-1936",,"Harappa",,"TAB:B",,"Faience",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-511","<START>","511","142","<END>","142-<END>","142","1","+511-032-142+","1",,"765.2",,"H-1936",,"Harappa",,"TAB:B",,"Faience",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-<START>","<START>","<START>","700","601","700-601","700-601","2","+032-700-601+","0",,"771.1",,"H-1930",,"Harappa",,"TAB:B",,"Faience",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"801.1",,"H-2173",,"Harappa",,"TAB:I",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","480-388","480","388","<END>","<END>","<END>","<END>","0","+001-480-388-032+","3",,"814.1",,"H-2134",,"Harappa",,"TAB:I",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"829.1",,"H-2211",,"Harappa",,"TAB:I",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","700-840","700","840","741","<END>","741-<END>","741","1","+700-840-032-741+","2",,"829.2",,"H-2211",,"Harappa",,"TAB:I",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"834.1",,"H-2185",,"Harappa",,"TAB:I",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"841.2",,"H-2146",,"Harappa",,"TAB:I",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-690","<START>","690","025","<END>","025-<END>","025","1","+690-032-025+","1",,"843.1",,"H-2109",,"Harappa",,"TAB:I",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-590","<START>","590","645","003","645-003","645-003","2","+590-032-645-003+","1",,"848.2",,"H-2149",,"Harappa",,"TAB:I",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","480-388","480","388","<END>","<END>","<END>","<END>","0","+031-480-388-032+","3",,"866.2",,"H-2133",,"Harappa",,"TAB:I",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","025","<END>","025-<END>","025","1","+740-032-025+","1",,"871.2",,"H-2206",,"Harappa",,"TAB:I",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-<START>","<START>","<START>","032","700","032-700","032-700","2","+032-032-700+","0",,"876.1",,"H-1879",,"Harappa",,"TAB:B",,"Faience",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-032","<START>","032","700","<END>","700-<END>","700","1","+032-032-700+","1",,"876.1",,"H-1879",,"Harappa",,"TAB:B",,"Faience",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","000","<END>","000-<END>","000","1","+740-032-000+","1",,"877.2",,"-",,"Harappa",,"TAB:I",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","690-590","690","590","220","<END>","220-<END>","220","1","+690-590-032-220+","2",,"902.2",,"H-2020",,"Harappa",,"TAB:B",,"Clay",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","690-590","690","590","220","<END>","220-<END>","220","1","+690-590-032-220+","2",,"904.2",,"H-2019",,"Harappa",,"TAB:B",,"Clay",,"false"
"strict_occurrence","target_240_220_032","a_220_032_terminal","","False","","False","False","False","True","240-220","240","220","<END>","<END>","<END>","<END>","0","+520-233-240-220-032+","4",,"920.1",,"H-1678",,"Harappa",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"922.1",,"H-1902",,"Harappa",,"TAB:B",,"Faience",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-<START>","<START>","<START>","700","<END>","700-<END>","700","1","+032-700+","0",,"923.1",,"H-1945",,"Harappa",,"TAB:B",,"Faience",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"927.1",,"H-1941",,"Harappa",,"TAB:B",,"Faience",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","740-790","740","790","<END>","<END>","<END>","<END>","0","+740-790-032+","2",,"930.2",,"H-1883",,"Harappa",,"TAB:B",,"Faience",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-<START>","<START>","<START>","<END>","<END>","<END>","<END>","0","+032+","0",,"962.1",,"-",,"Harappa",,"POT:T:g",,"Clay",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-<START>","<START>","<START>","032","<END>","032-<END>","032","1","+032/032+","0",,"964.1",,"-",,"Harappa",,"POT:T:g",,"Clay",,"true"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-032","<START>","032","<END>","<END>","<END>","<END>","0","+032/032+","1",,"964.1",,"-",,"Harappa",,"POT:T:g",,"Clay",,"true"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-<START>","<START>","<START>","<END>","<END>","<END>","<END>","0","+032+","0",,"965.1",,"-",,"Harappa",,"POT:T:g",,"Clay",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-<START>","<START>","<START>","<END>","<END>","<END>","<END>","0","+032+","0",,"968.1",,"-",,"Harappa",,"POT:T:g",,"Clay",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-<START>","<START>","<START>","<END>","<END>","<END>","<END>","0","+032+","0",,"970.1",,"-",,"Harappa",,"POT:T:g",,"Clay",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-<START>","<START>","<START>","<END>","<END>","<END>","<END>","0","+032+","0",,"972.1",,"-",,"Harappa",,"POT:T:g",,"Clay",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-<START>","<START>","<START>","<END>","<END>","<END>","<END>","0","+032+","0",,"973.1",,"-",,"Harappa",,"POT:T:g",,"Clay",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-<START>","<START>","<START>","<END>","<END>","<END>","<END>","0","+032+","0",,"976.1",,"-",,"Harappa",,"POT:T:g",,"Clay",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-<START>","<START>","<START>","<END>","<END>","<END>","<END>","0","+032+","0",,"977.1",,"-",,"Harappa",,"POT:T:g",,"Clay",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-<START>","<START>","<START>","<END>","<END>","<END>","<END>","0","+032+","0",,"980.1",,"-",,"Harappa",,"POT:T:g",,"Clay",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-<START>","<START>","<START>","<END>","<END>","<END>","<END>","0","+032+","0",,"982.1",,"-",,"Harappa",,"POT:T:g",,"Clay",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-<START>","<START>","<START>","<END>","<END>","<END>","<END>","0","+032+","0",,"985.1",,"-",,"Harappa",,"POT:T:g",,"Clay",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-<START>","<START>","<START>","<END>","<END>","<END>","<END>","0","+032+","0",,"987.1",,"-",,"Harappa",,"POT:T:g",,"Clay",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","405-590","405","590","900","003","900-003","900-003-806-235-220-032-002-690-921","9","+740-405-590-032-900-003-806-235-220-032-002-690-921+","3",,"1020.1",,"H-1657",,"Harappa",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","non240_a_220_032","a_220_032_002_other_tail","690","False","921","True","False","False","False","235-220","235","220","002","690","002-690","002-690-921","3","+740-405-590-032-900-003-806-235-220-032-002-690-921+","9",,"1020.1",,"H-1657",,"Harappa",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"1021.2",,"H-1774",,"Harappa",,"TAB:B",,"Faience",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-035","<START>","035","001","000","001-000","001-000-033","3","+035/032-001-000/033+","1",,"1046.1",,"-",,"Harappa",,"POT:T:g",,"Clay",,"true"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-<START>","<START>","<START>","700","<END>","700-<END>","700","1","+032-700+","0",,"1049.2",,"H-1353",,"Harappa",,"TAB:B",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","165","000","165-000","165-000","2","+740-032-165-000+","1",,"1054.2",,"H-1325",,"Harappa",,"TAB:I",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"1061.2",,"H-1294",,"Harappa",,"TAB:I",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","193-384","193","384","920","140","920-140","920-140-902","3","+920-706-193-384-032-920-140-902+","4",,"1066.1",,"H-5",,"Harappa",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","890-001","890","001","776","625","776-625","776-625","2","+317-890-001-032-776-625+","3",,"1067.1",,"H-6",,"Harappa",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","non240_a_220_032","a_220_032_non002_tail","","False","","False","False","False","False","255-220","255","220","806","060","806-060","806-060-550","3","+740-176-690-435-255-220-032-806-060-550+","6",,"1080.1",,"H-20",,"Harappa",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","740-877","740","877","<END>","<END>","<END>","<END>","0","+154-806-468-001-740-877-032+","6",,"1087.1",,"H-27",,"Harappa",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","405-690","405","690","<END>","<END>","<END>","<END>","0","+405-690-032+","2",,"1102.1",,"H-43",,"Harappa",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","028","<END>","028-<END>","028","1","+740-032-028+","1",,"1124.1",,"H-65",,"Harappa",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","610-125","610","125","<END>","<END>","<END>","<END>","0","+002-610-125-032+","3",,"1132.1",,"H-74",,"Harappa",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","840","820","840-820","840-820","2","+740-032-840-820+","1",,"1144.1",,"H-88",,"Harappa",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-409","<START>","409","845","033","845-033","845-033-705-231-806-002-595-812-125-717","10","+409-032-845-033-705-231-806-002-595-812-125-717+","1",,"1171.1",,"H-130",,"Harappa",,"SEAL:R",,"-",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","840","233","840-233","840-233-240-033-706-055-002-595-575-794-000","11","+740-032-840-233-240-033-706-055-002-595-575-794-000+","1",,"1172.1",,"H-131",,"Harappa",,"SEAL:R",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_002_core_tail","817","True","<END>","True","True","True","False","740-384","740","384","002","817","002-817","002-817","2","+740-384-032-002-817+","2",,"1181.1",,"H-140",,"Harappa",,"SEAL:R",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-405","<START>","405","900","003","900-003","900-003-070-002-233-235","6","+405-032-900-003-070-002-233-235+","1",,"1182.1",,"H-141",,"Harappa",,"SEAL:R",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","740-877","740","877","<END>","<END>","<END>","<END>","0","+154-806-469-001-740-877-032+","6",,"1184.1",,"H-143",,"Harappa",,"SEAL:R",,"Terracotta",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","840","<END>","840-<END>","840","1","+740-032-840+","1",,"1215.1",,"H-182",,"Harappa",,"TAB:B",,"Faience",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","840","<END>","840-<END>","840","1","+740-032-840+","1",,"1215.2",,"H-182",,"Harappa",,"TAB:B",,"Faience",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-<START>","<START>","<START>","840","<END>","840-<END>","840","1","+032-840+","0",,"1219.1",,"H-186",,"Harappa",,"TAB:B",,"Faience",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-<START>","<START>","<START>","700","100","700-100","700-100-001","3","+032-700-100-001+","0",,"1227.3",,"H-196",,"Harappa",,"TAB:B",,"Faience",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"1240.2",,"H-209",,"Harappa",,"TAB:B",,"Faience",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-<START>","<START>","<START>","700","<END>","700-<END>","700","1","+032-700+","0",,"1243.2",,"H-212",,"Harappa",,"TAB:B",,"Faience",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"1244.2",,"H-213",,"Harappa",,"TAB:B",,"-",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"1245.2",,"H-214",,"Harappa",,"TAB:B",,"Faience",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"1248.2",,"H-217",,"Harappa",,"TAB:B",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"1257.2",,"H-230",,"Harappa",,"TAB:B",,"Faience",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"1259.2",,"H-232",,"Harappa",,"TAB:B",,"Faience",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","840","679","840-679","840-679","2","+740-032-840-679+","1",,"1262.2",,"H-236",,"Harappa",,"TAB:B",,"Faience",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","740-904","740","904","233","803","233-803","233-803","2","+740-904-032-233-803+","2",,"1265.1",,"H-240",,"Harappa",,"TAG:P",,"Clay",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-116","<START>","116","<END>","<END>","<END>","<END>","0","+116-032+","1",,"1272.2",,"H-247",,"Harappa",,"TAB:B",,"Faience",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"1276.2",,"H-251",,"Harappa",,"TAB:B",,"Faience",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","002-305","002","305","904","<END>","904-<END>","904","1","+740-585-017-240-002-305-032-904+","6",,"1296.1",,"H-272",,"Harappa",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-511","<START>","511","<END>","<END>","<END>","<END>","0","+511-032+","1",,"1317.1",,"H-295",,"Harappa",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","240-031","240","031","171","<END>","171-<END>","171","1","+400-740-636-240-031-032-171+","5",,"1323.2",,"H-301",,"Harappa",,"TAB:I",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","400-740","400","740","027","<END>","027-<END>","027","1","+400-740-032-027+","2",,"1325.1",,"H-303",,"Harappa",,"TAB:I",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","059","<END>","059-<END>","059","1","+740-032-059+","1",,"1326.2",,"H-304",,"Harappa",,"TAB:I",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","840","<END>","840-<END>","840","1","+740-032-840+","1",,"1328.1",,"H-306",,"Harappa",,"TAB:I",,"-",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"1337.2",,"H-315",,"Harappa",,"TAB:I",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-<START>","<START>","<START>","700","<END>","700-<END>","700","1","+032-700+","0",,"1343.2",,"H-321",,"Harappa",,"TAB:I",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","400-740","400","740","028","<END>","028-<END>","028","1","+400-740-032-028+","2",,"1344.1",,"H-322",,"Harappa",,"TAB:I",,"-",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"1344.2",,"H-322",,"Harappa",,"TAB:I",,"-",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"1349.2",,"H-327",,"Harappa",,"TAB:I",,"-",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-000","<START>","000","<END>","<END>","<END>","<END>","0","+000-032+","1",,"1357.1",,"H-336",,"Harappa",,"TAB:I",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"1361.2",,"H-340",,"Harappa",,"TAB:I",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"1362.2",,"H-341",,"Harappa",,"TAB:I",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","400-740","400","740","060","013","060-013","060-013","2","+400-740-032-060-013+","2",,"1370.1",,"H-351",,"Harappa",,"TAB:I",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-<START>","<START>","<START>","700","<END>","700-<END>","700","1","+032-700+","0",,"1378.2",,"H-359",,"Harappa",,"TAB:I",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-824","<START>","824","578","415","578-415","578-415","2","+824-032-578-415+","1",,"1379.1",,"H-360",,"Harappa",,"TAB:I",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"1380.2",,"H-361",,"Harappa",,"TAB:I",,"-",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"1381.2",,"H-362",,"Harappa",,"TAB:I",,"Steatite",,"false"
"strict_occurrence","non240_a_220_032","a_220_032_non002_tail","","False","","False","False","False","False","233-220","233","220","741","831","741-831","741-831","2","+161-233-220-032-741-831+","3",,"1416.1",,"H-412",,"Harappa",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","non240_a_220_032","a_220_032_002_core_tail","861","True","<END>","True","True","True","False","241-220","241","220","002","861","002-861","002-861","2","+241-220-032-002-861+","2",,"1434.1",,"H-444",,"Harappa",,"SEAL:S",,"-",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","002-172","002","172","<END>","<END>","<END>","<END>","0","+520-033-705-002-172-032+","5",,"1445.1",,"H-455",,"Harappa",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","798-590","798","590","<END>","<END>","<END>","<END>","0","+000-176-002-798-590-032+","5",,"1452.1",,"H-464",,"Harappa",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","840","233","840-233","840-233-060-550","4","+740-032-840-233-060-550+","1",,"1471.1",,"H-483",,"Harappa",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","non240_a_220_032","a_220_032_terminal","","False","","False","False","False","True","740-220","740","220","<END>","<END>","<END>","<END>","0","+090-740-220-032+","3",,"1480.1",,"H-502",,"Harappa",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","741-590","741","590","<END>","<END>","<END>","<END>","0","+740-798-463-350-741-590-032+","6",,"1492.1",,"H-515",,"Harappa",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","740-877","740","877","<END>","<END>","<END>","<END>","0","+740-877-032+","2",,"1533.1",,"H-586",,"Harappa",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_002_core_tail","861","True","<END>","True","True","True","False","590-070","590","070","002","861","002-861","002-861","2","+740-390-590-070-032-002-861+","4",,"1540.1",,"H-597",,"Harappa",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_002_core_tail","861","True","<END>","True","True","True","False","590-070","590","070","002","861","002-861","002-861","2","+740-390-590-070-032-002-861+","4",,"1540.2",,"H-597",,"Harappa",,"SEAL:S",,"Steatite",,"false"
"strict_occurrence","non240_a_220_032","a_220_032_terminal","","False","","False","False","False","True","233-220","233","220","<END>","<END>","<END>","<END>","0","+740-717-233-220-032+","4",,"1544.1",,"H-601",,"Harappa",,"SEAL:S",,"Clay",,"false"
"strict_occurrence","non240_a_220_032","a_220_032_terminal","","False","","False","False","False","True","740-220","740","220","<END>","<END>","<END>","<END>","0","+740-220-032+","2",,"1584.1",,"H-669",,"Harappa",,"SEAL:R",,"Steatite",,"false"
"strict_occurrence","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1",,"1602.2",,"H-697",,"Harappa",,"TAB:B",,"Clay",,"false"
