checked_date,object,row_id,site,type,head,x,terminal,next1,tail,text
2026-05-31,M-735,3159.1,Mohenjo-daro,SEAL:S,390,125,false,195,195,+740-760-235-002-390-125-195+
2026-05-31,M-739,3163.1,Mohenjo-daro,SEAL:S,031,350,false,550,550-692,+090-740-100-415-002-031-350-550-692+
2026-05-31,M-756,3179.1,Mohenjo-daro,SEAL:S,812,031,true,<END>,<END>,+740-100-176-002-812-031+
2026-05-31,M-761,3184.1,Mohenjo-daro,SEAL:S,741,455,false,125,125,]002-741-455-125+
2026-05-31,M-809,3222.1,Mohenjo-daro,SEAL:S,595,906,true,<END>,<END>,+520-460-495-002-595-906+
2026-05-31,M-845,3257.1,Mohenjo-daro,SEAL:S,460,632,true,<END>,<END>,+000-061-002-460-632+
2026-05-31,M-849,3261.1,Mohenjo-daro,SEAL:S,550,615,true,<END>,<END>,+151-350-002-550-615+
2026-05-31,M-855,3267.1,Mohenjo-daro,SEAL:S,817,690,false,544,544,+861-260-832-390-590-002-817-690-544+
2026-05-31,M-902,3307.1,Mohenjo-daro,SEAL:S,000,090,true,<END>,<END>,+740-798-002-000-090+
2026-05-31,M-937,3332.1,Mohenjo-daro,SEAL:S,900,615,true,<END>,<END>,+740-460-503-031-002-900-615+
2026-05-31,-:3335.1,3335.1,Unknown,SEAL:S,390,590,false,032,032,+740-205-032-002-390-590-032+
2026-05-31,M-948,3343.1,Mohenjo-daro,SEAL:S,388,031,true,<END>,<END>,+426-003-002-388-031+
2026-05-31,M-958,3353.1,Mohenjo-daro,SEAL:S,900,003,false,590,590,+740-772-240-002-900-003-590+
2026-05-31,M-979,3372.1,Mohenjo-daro,SEAL:S,900,003,false,590,590,+740-773-240/002-900-003-590+
2026-05-31,M-1002,3394.1,Mohenjo-daro,SEAL:S,315,850,true,<END>,<END>,+740-373-031-002-315-850+
2026-05-31,M-1027,3409.1,Mohenjo-daro,SEAL:S,435,000,true,<END>,<END>,+740-176-220-415-002-435-000[
2026-05-31,M-1045,3422.1,Mohenjo-daro,SEAL:S,820,000,true,<END>,<END>,+740-100-415-070-032-002-820-000+
2026-05-31,M-1082,3456.1,Mohenjo-daro,SEAL:S,065,834,true,<END>,<END>,]000-235-002-065-834+
2026-05-31,M-1089,3463.1,Mohenjo-daro,SEAL:S,374,840,true,<END>,<END>,+151-390-590-002-374-840+
2026-05-31,M-1112,3483.1,Mohenjo-daro,SEAL:S,130,035,false,171,171,+740-585-220/002-130-035-171+
2026-05-31,M-1114,3485.1,Mohenjo-daro,SEAL:S,741,060,false,920,920,+740-140-002-741-060-920+
2026-05-31,M-1119,3490.1,Mohenjo-daro,SEAL:S,820,741,true,<END>,<END>,+740-803-002-820-741+
2026-05-31,M-1135,3502.1,Mohenjo-daro,SEAL:S,400,703,true,<END>,<END>,+740-061-002-400-703+
2026-05-31,M-1155,3516.1,Mohenjo-daro,SEAL:S,033,705,true,<END>,<END>,+740-760-335-002-033-705+
2026-05-31,M-1159,3519.1,Mohenjo-daro,SEAL:S,168,032,true,<END>,<END>,+232-220-032-002-168-032+
2026-05-31,M-1169,3529.1,Mohenjo-daro,SEAL:S,270,633,false,032,032,+520-033-705-220-032/231-072-002-270-633-032+
2026-05-31,M-1178,3534.1,Mohenjo-daro,SEAL:S,820,906,false,000,000,+002-820-906-000[
2026-05-31,M-1188,3539.1,Mohenjo-daro,SEAL:S,244,632,true,<END>,<END>,]000/000-125-632-032/240-002-244-632+
2026-05-31,M-1273,3580.1,Mohenjo-daro,SEAL:R,861,603,true,<END>,<END>,+740-055-002-861-603+
2026-05-31,M-1284,3589.1,Mohenjo-daro,SEAL:R,502,031,true,<END>,<END>,+416-001-520-240-806-002-502-031+
2026-05-31,M-1319,3624.1,Mohenjo-daro,SEAL:R,904,346,true,<END>,<END>,]798-806-002-904-346+
2026-05-31,M-1341,3646.1,Mohenjo-daro,SEAL:R,595,342,false,632,632,+016-002-595-342-632+
2026-05-31,M-1358,3657.1,Mohenjo-daro,SEAL:R,900,285,true,<END>,<END>,+032-002-900-285+
2026-05-31,M-1369,3668.1,Mohenjo-daro,SEAL:C,060,820,true,<END>,<END>,]000-055-592-140-832-002-060-820[
2026-05-31,M-1386,3682.1,Mohenjo-daro,TAB:B,031,480,true,<END>,<END>,]000-000-335-235-002-031-480[
2026-05-31,M-1391,3685.1,Mohenjo-daro,TAG:O,817,032,false,320,320,+000-000-000-798-002-817-032-320+
2026-05-31,M-1427,3712.1,Mohenjo-daro,TAG:O,220,627,false,615,615-906-388,+484-140-002-220-627-615-906-388+
2026-05-31,M-1532,3782.1,Mohenjo-daro,TAB:C,365,460,false,495,495,+407-004-002-365-460-495+
2026-05-31,M-1631,3825.1,Mohenjo-daro,BNGL,790,290,false,741,741,+002-790-290-741+
2026-05-31,Ns-9,3857.1,Nausharo,SEAL:S,374,310,false,350,350-495-834,+740-142-067/002-374-310-350-495-834+
2026-05-31,Sktd-1,3875.1,Surkotada,SEAL:S,390,125,false,820,820,+390-004-002-390-125-820+
2026-05-31,-:3882.1,3882.1,Susa,SEAL:CY,055,031,false,319,319-001-924,+416-150-002-055-031-319-001-924+
2026-05-31,-:3884.1,3884.1,Tell Umma,TAG:L,705,127,true,<END>,<END>,+390-004-002-705-127+
2026-05-31,TY-106,3886.1,Tepe Yahya,POT:T:s,095,000,true,<END>,<END>,+002-095-000[
2026-05-31,?-3,3892.1,Unknown,SEAL:S,368,590,false,900,900,+002-368-590-900+
2026-05-31,-:3898.1,3898.1,Ur,SEAL:C,004,328,false,001,001-803-415,+002-004-328-001-803-415+
2026-05-31,M-1698,3909.1,Mohenjo-daro,SEAL:S,861,803,true,<END>,<END>,+740-482-033-705-002-861-803+
2026-05-31,M-1823,3991.1,Mohenjo-daro,SEAL:S,031,376,true,<END>,<END>,+390-004-002-031-376+
2026-05-31,M-1825,3992.1,Mohenjo-daro,SEAL:S,390,705,true,<END>,<END>,+157-031-002-390-705+
2026-05-31,M-1894,4001.1,Mohenjo-daro,SEAL:S,413,368,false,031,031,+740-440-233-002-413-368-031+
2026-05-31,M-1909,4002.1,Mohenjo-daro,SEAL:S,590,455,true,<END>,<END>,+368-005-002-590-455+
2026-05-31,M-1995,4018.1,Mohenjo-daro,SEAL,000,000,true,<END>,<END>,]000-220-832-002-000-000[
2026-05-31,M-2055,4030.1,Mohenjo-daro,TAB:C,407,125,false,590,590-831,+002-407-125-590-831+
2026-05-31,-:4148.1,4148.1,Rakhigarhi,SEAL:S,267,000,false,033,033,+740-690-435-255-002-267-000-033+
2026-05-31,-:4164.1,4164.1,Dholavira,SEAL:R,031,104,true,<END>,<END>,+423-003-001-423-002-031-104+
2026-05-31,-:4173.1,4173.1,Salut,SEAL:S,278,595,true,<END>,<END>,+392-004-002-278-595+
2026-05-31,-:4182.1,4182.1,Dholavira,SEAL:S,705,530,false,904,904,+740-390-590-231-002-705-530-904+
2026-05-31,-:4196.1,4196.1,Dholavira,SEAL:S,365,550,true,<END>,<END>,+391-002-365-550+
2026-05-31,-:4200.1,4200.1,Dholavira,TAB:I,226,231,true,<END>,<END>,+575-031-002-226-231[
2026-05-31,-:4203.1,4203.1,Dholavira,SEAL:S,463,575,true,<END>,<END>,+463-513/390-017-002-463-575+
2026-05-31,-:4209.1,4209.1,Dholavira,SEAL:S,629,279,true,<END>,<END>,+740-384-002-629-279+
2026-05-31,-:4237.1,4237.1,Dholavira,SEAL:S,390,705,true,<END>,<END>,+151-032-388-002-390-705+
2026-05-31,-:4302.1,4302.1,Dholavira,TAB:B,900,630,true,<END>,<END>,+740-519-002-900-630+
2026-05-31,-:4344.1,4344.1,Dholavira,TAG,031,000,true,<END>,<END>,]240-002-031-000[
2026-05-31,-:4348.1,4348.1,Dholavira,TAG,861,390,true,<END>,<END>,]740-142-000-002-861-390[
2026-05-31,H-1155,4580.1,Harappa,TAB:B,405,501,true,<END>,<END>,+520-240-002-405-501+
2026-05-31,Ns-56,4894.1,Nausharo,SEAL:S,001,250,true,<END>,<END>,+111-002-001-250+
2026-05-31,-:5226.1,5226.1,Unknown,SEAL:C,000,090,false,725,725-000,+002/000-090-725-000+
2026-05-31,K-146,5274.1,Kalibangan,SEAL:S,296,000,true,<END>,<END>,]460-350-002-296-000[
2026-05-31,K-156,5281.1,Kalibangan,TAG,056,091,true,<END>,<END>,+892-890-417-002-056-091+
2026-05-31,K-155,5282.1,Kalibangan,TAG,817,000,true,<END>,<END>,]002-817-000+
2026-05-31,K-429,5343.1,Kalibangan,POT:T:g,031,820,true,<END>,<END>,]002-031-820[
2026-05-31,Ns-60,5361.1,Nausharo,SEAL:R,297,350,false,125,125-413,+407-063-740-176-236-798-002-297-350-125-413+
2026-05-31,Ns-66,5367.1,Nausharo,POT:T:g,892,000,false,002,002,+033-999-400-090-740-100-000-002-892-000-002+
2026-05-31,Ns-67,5368.1,Nausharo,POT:T:g,000,000,true,<END>,<END>,+000-151-390-000-002-000-000[
2026-05-31,-:5468.1,5468.1,Rakhigarhi,SEAL:CY,000,317,false,688,688,+361-002-000-317-688+
2026-05-31,-:5541.1,5541.1,Shikarpur,POT:T:p,861,000,true,<END>,<END>,+002-861-000[
2026-05-31,-:5572.1,5572.1,Unknown,SEAL:S,298,741,true,<END>,<END>,+136-002-298-741+
2026-05-31,-:5579.1,5579.1,Dholavira,SEAL:R,031,575,true,<END>,<END>,]231-226-002-031-575+
