source_layer,target,x,term,volume,leaf,reader_url,page_image_url,context_class,context
local_text_file,H-823,636,H-823,,,,,local_context,"C:/Users/Acer/OneDrive/Documents/ivc/data/sign_crosswalk/artifact_witnesses.csv: 033,L/R,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1710.2,H-821,lipi_numeric,1710.2,1710.2,analytic_row_id,+740-642-240-001-692+,740 642 240 001 692,L/R,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1711.1,H-822,lipi_numeric,1711.1,1711.1,analytic_row_id,+700-033+,700 033,L/R,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1711.2,H-822,lipi_numeric,1711.2,1711.2,analytic_row_id,+740-642-240-001-692+,740 642 240 001 692,L/R,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1712.1,H-823,lipi_numeric,1712.1,1712.1,analytic_row_id,+700-034+,700 034,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1712.2, [[H-823]] ,lipi_numeric,1712.2,1712.2,analytic_row_id,+740-636-240-060-692+,740 636 240 060 692,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1713.1,H-1741,lipi_numeric,1713.1,1713.1,analytic_row_id,+000+,000,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1714.1,H-824,lipi_numeric,1714.1,1714.1,analytic_row_id,]240-060-692+,240 060 692,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1714.2,H-824,lipi_numeric,1714.2,1714.2,analytic_row_id,]033-700+,033 700,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1715.1,H-825,lipi_numeric,1715.1,1715.1,analytic_row_id,+368-817+,368 817,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1715.2,H-825,lipi_numeric,1715.2,1715.2,analytic_row_id,+740-032-840+,740 032 840,R/L,lipi_filtered_metadata,,T3_quarantined_metadata"
local_text_file,H-1845,642,H-1845,,,,,local_context,"C:/Users/Acer/OneDrive/Documents/ivc/data/sign_crosswalk/artifact_witnesses.csv: 415 717,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:421.1,H-1984,lipi_numeric,421.1,421.1,analytic_row_id,+400-740-798-463[,400 740 798 463,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:422.1,H-1943,lipi_numeric,422.1,422.1,analytic_row_id,+700-034+,700 034,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:422.2,H-1943,lipi_numeric,422.2,422.2,analytic_row_id,+740-384-031+,740 384 031,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:423.1,H-1997,lipi_numeric,423.1,423.1,analytic_row_id,+400-740-176-235+,400 740 176 235,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:424.1, [[H-1845]] ,lipi_numeric,424.1,424.1,analytic_row_id,+700-034+,700 034,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:424.2,H-1845,lipi_numeric,424.2,424.2,analytic_row_id,+740-642-240-060-692+,740 642 240 060 692,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:425.1,H-2125,lipi_numeric,425.1,425.1,analytic_row_id,+700-033+,700 033,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:425.2,H-2125,lipi_numeric,425.2,425.2,analytic_row_id,+740-143-067+,740 143 067,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:426.1,H-1714,lipi_numeric,426.1,426.1,analytic_row_id,+407-790-032+,407 790 032,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:427.1,H-1854,lipi_numeric,427.1,427.1,analytic_row_id,+700-034+,700"
local_text_file,H-1845,642,H-1845,,,,,local_context,"C:/Users/Acer/OneDrive/Documents/ivc/data/sign_crosswalk/artifact_witnesses.csv: lipi:421.1,H-1984,lipi_numeric,421.1,421.1,analytic_row_id,+400-740-798-463[,400 740 798 463,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:422.1,H-1943,lipi_numeric,422.1,422.1,analytic_row_id,+700-034+,700 034,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:422.2,H-1943,lipi_numeric,422.2,422.2,analytic_row_id,+740-384-031+,740 384 031,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:423.1,H-1997,lipi_numeric,423.1,423.1,analytic_row_id,+400-740-176-235+,400 740 176 235,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:424.1,H-1845,lipi_numeric,424.1,424.1,analytic_row_id,+700-034+,700 034,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:424.2, [[H-1845]] ,lipi_numeric,424.2,424.2,analytic_row_id,+740-642-240-060-692+,740 642 240 060 692,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:425.1,H-2125,lipi_numeric,425.1,425.1,analytic_row_id,+700-033+,700 033,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:425.2,H-2125,lipi_numeric,425.2,425.2,analytic_row_id,+740-143-067+,740 143 067,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:426.1,H-1714,lipi_numeric,426.1,426.1,analytic_row_id,+407-790-032+,407 790 032,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:427.1,H-1854,lipi_numeric,427.1,427.1,analytic_row_id,+700-034+,700 034,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:427.2,H-1854,lipi_numeric,427.2,427.2,analytic_row_id,+400-740-717+,400"
local_text_file,H-1845,642,+740-642-240-060-692+,,,,,local_context,"C:/Users/Acer/OneDrive/Documents/ivc/data/sign_crosswalk/artifact_witnesses.csv: lipi:421.1,H-1984,lipi_numeric,421.1,421.1,analytic_row_id,+400-740-798-463[,400 740 798 463,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:422.1,H-1943,lipi_numeric,422.1,422.1,analytic_row_id,+700-034+,700 034,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:422.2,H-1943,lipi_numeric,422.2,422.2,analytic_row_id,+740-384-031+,740 384 031,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:423.1,H-1997,lipi_numeric,423.1,423.1,analytic_row_id,+400-740-176-235+,400 740 176 235,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:424.1,H-1845,lipi_numeric,424.1,424.1,analytic_row_id,+700-034+,700 034,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:424.2,H-1845,lipi_numeric,424.2,424.2,analytic_row_id, [[+740-642-240-060-692+]] ,740 642 240 060 692,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:425.1,H-2125,lipi_numeric,425.1,425.1,analytic_row_id,+700-033+,700 033,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:425.2,H-2125,lipi_numeric,425.2,425.2,analytic_row_id,+740-143-067+,740 143 067,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:426.1,H-1714,lipi_numeric,426.1,426.1,analytic_row_id,+407-790-032+,407 790 032,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:427.1,H-1854,lipi_numeric,427.1,427.1,analytic_row_id,+700-034+,700 034,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:427.2,H-1854,lipi_numeric,427.2,427.2,analytic_row_id,+400-740-717+,400"
local_text_file,H-1845,642,+740-642-240-060-692+,,,,,local_context,"C:/Users/Acer/OneDrive/Documents/ivc/data/sign_crosswalk/artifact_witnesses.csv: 740 176,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1260.2,H-233,lipi_numeric,1260.2,1260.2,analytic_row_id,+700-033+,700 033,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1261.1,H-234,lipi_numeric,1261.1,1261.1,analytic_row_id,+000-000-861-000+,000 000 861 000,-,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1262.1,H-236,lipi_numeric,1262.1,1262.1,analytic_row_id,+690-368-817+,690 368 817,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1262.2,H-236,lipi_numeric,1262.2,1262.2,analytic_row_id,+740-032-840-679+,740 032 840 679,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1263.1,H-237,lipi_numeric,1263.1,1263.1,analytic_row_id, [[+740-642-240-060-692+]] ,740 642 240 060 692,L/R,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1263.2,H-237,lipi_numeric,1263.2,1263.2,analytic_row_id,+700-033+,700 033,L/R,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1264.1,H-239,lipi_numeric,1264.1,1264.1,analytic_row_id,+390-060/740-500-091+,390 500 091,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1264.2,H-239,lipi_numeric,1264.2,1264.2,analytic_row_id,+700-033+,700 033,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1265.1,H-240,lipi_numeric,1265.1,1265.1,analytic_row_id,+740-904-032-233-803+,740 904 032 233"
local_text_file,H-1845,642,H-1845,,,,,local_context,"C:/Users/Acer/OneDrive/Documents/ivc/data/sign_crosswalk/artifact_witnesses.csv: 415 717,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:421.1,H-1984,lipi_numeric,421.1,421.1,analytic_row_id,+400-740-798-463[,400 740 798 463,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:422.1,H-1943,lipi_numeric,422.1,422.1,analytic_row_id,+700-034+,700 034,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:422.2,H-1943,lipi_numeric,422.2,422.2,analytic_row_id,+740-384-031+,740 384 031,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:423.1,H-1997,lipi_numeric,423.1,423.1,analytic_row_id,+400-740-176-235+,400 740 176 235,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:424.1, [[H-1845]] ,lipi_numeric,424.1,424.1,analytic_row_id,+700-034+,700 034,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:424.2,H-1845,lipi_numeric,424.2,424.2,analytic_row_id,+740-642-240-060-692+,740 642 240 060 692,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:425.1,H-2125,lipi_numeric,425.1,425.1,analytic_row_id,+700-033+,700 033,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:425.2,H-2125,lipi_numeric,425.2,425.2,analytic_row_id,+740-143-067+,740 143 067,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:426.1,H-1714,lipi_numeric,426.1,426.1,analytic_row_id,+407-790-032+,407 790 032,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:427.1,H-1854,lipi_numeric,427.1,427.1,analytic_row_id,+700-034+,700"
local_text_file,H-1845,642,H-1845,,,,,local_context,"C:/Users/Acer/OneDrive/Documents/ivc/data/sign_crosswalk/artifact_witnesses.csv: lipi:421.1,H-1984,lipi_numeric,421.1,421.1,analytic_row_id,+400-740-798-463[,400 740 798 463,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:422.1,H-1943,lipi_numeric,422.1,422.1,analytic_row_id,+700-034+,700 034,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:422.2,H-1943,lipi_numeric,422.2,422.2,analytic_row_id,+740-384-031+,740 384 031,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:423.1,H-1997,lipi_numeric,423.1,423.1,analytic_row_id,+400-740-176-235+,400 740 176 235,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:424.1,H-1845,lipi_numeric,424.1,424.1,analytic_row_id,+700-034+,700 034,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:424.2, [[H-1845]] ,lipi_numeric,424.2,424.2,analytic_row_id,+740-642-240-060-692+,740 642 240 060 692,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:425.1,H-2125,lipi_numeric,425.1,425.1,analytic_row_id,+700-033+,700 033,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:425.2,H-2125,lipi_numeric,425.2,425.2,analytic_row_id,+740-143-067+,740 143 067,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:426.1,H-1714,lipi_numeric,426.1,426.1,analytic_row_id,+407-790-032+,407 790 032,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:427.1,H-1854,lipi_numeric,427.1,427.1,analytic_row_id,+700-034+,700 034,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:427.2,H-1854,lipi_numeric,427.2,427.2,analytic_row_id,+400-740-717+,400"
local_text_file,H-237,642,H-237,,,,,local_context,"C:/Users/Acer/OneDrive/Documents/ivc/data/sign_crosswalk/artifact_witnesses.csv: 740 176,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1260.2,H-233,lipi_numeric,1260.2,1260.2,analytic_row_id,+700-033+,700 033,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1261.1,H-234,lipi_numeric,1261.1,1261.1,analytic_row_id,+000-000-861-000+,000 000 861 000,-,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1262.1,H-236,lipi_numeric,1262.1,1262.1,analytic_row_id,+690-368-817+,690 368 817,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1262.2,H-236,lipi_numeric,1262.2,1262.2,analytic_row_id,+740-032-840-679+,740 032 840 679,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1263.1, [[H-237]] ,lipi_numeric,1263.1,1263.1,analytic_row_id,+740-642-240-060-692+,740 642 240 060 692,L/R,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1263.2,H-237,lipi_numeric,1263.2,1263.2,analytic_row_id,+700-033+,700 033,L/R,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1264.1,H-239,lipi_numeric,1264.1,1264.1,analytic_row_id,+390-060/740-500-091+,390 500 091,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1264.2,H-239,lipi_numeric,1264.2,1264.2,analytic_row_id,+700-033+,700 033,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1265.1,H-240,lipi_numeric,1265.1,1265.1,analytic_row_id,+740-904-032-233-803+,740 904 032 233"
local_text_file,H-237,642,H-237,,,,,local_context,"C:/Users/Acer/OneDrive/Documents/ivc/data/sign_crosswalk/artifact_witnesses.csv: 000 861 000,-,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1262.1,H-236,lipi_numeric,1262.1,1262.1,analytic_row_id,+690-368-817+,690 368 817,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1262.2,H-236,lipi_numeric,1262.2,1262.2,analytic_row_id,+740-032-840-679+,740 032 840 679,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1263.1,H-237,lipi_numeric,1263.1,1263.1,analytic_row_id,+740-642-240-060-692+,740 642 240 060 692,L/R,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1263.2, [[H-237]] ,lipi_numeric,1263.2,1263.2,analytic_row_id,+700-033+,700 033,L/R,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1264.1,H-239,lipi_numeric,1264.1,1264.1,analytic_row_id,+390-060/740-500-091+,390 500 091,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1264.2,H-239,lipi_numeric,1264.2,1264.2,analytic_row_id,+700-033+,700 033,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1265.1,H-240,lipi_numeric,1265.1,1265.1,analytic_row_id,+740-904-032-233-803+,740 904 032 233 803,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1266.1,H-241,lipi_numeric,1266.1,1266.1,analytic_row_id,+001-142+,001 142,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1267.1,H-242,lipi_numeric,1267.1,1267.1,analytic_row_id,+400-740-392-000-000-000-000-255-000+,400 740"
local_text_file,H-237,642,+740-642-240-060-692+,,,,,local_context,"C:/Users/Acer/OneDrive/Documents/ivc/data/sign_crosswalk/artifact_witnesses.csv: lipi:421.1,H-1984,lipi_numeric,421.1,421.1,analytic_row_id,+400-740-798-463[,400 740 798 463,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:422.1,H-1943,lipi_numeric,422.1,422.1,analytic_row_id,+700-034+,700 034,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:422.2,H-1943,lipi_numeric,422.2,422.2,analytic_row_id,+740-384-031+,740 384 031,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:423.1,H-1997,lipi_numeric,423.1,423.1,analytic_row_id,+400-740-176-235+,400 740 176 235,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:424.1,H-1845,lipi_numeric,424.1,424.1,analytic_row_id,+700-034+,700 034,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:424.2,H-1845,lipi_numeric,424.2,424.2,analytic_row_id, [[+740-642-240-060-692+]] ,740 642 240 060 692,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:425.1,H-2125,lipi_numeric,425.1,425.1,analytic_row_id,+700-033+,700 033,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:425.2,H-2125,lipi_numeric,425.2,425.2,analytic_row_id,+740-143-067+,740 143 067,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:426.1,H-1714,lipi_numeric,426.1,426.1,analytic_row_id,+407-790-032+,407 790 032,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:427.1,H-1854,lipi_numeric,427.1,427.1,analytic_row_id,+700-034+,700 034,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:427.2,H-1854,lipi_numeric,427.2,427.2,analytic_row_id,+400-740-717+,400"
local_text_file,H-237,642,+740-642-240-060-692+,,,,,local_context,"C:/Users/Acer/OneDrive/Documents/ivc/data/sign_crosswalk/artifact_witnesses.csv: 740 176,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1260.2,H-233,lipi_numeric,1260.2,1260.2,analytic_row_id,+700-033+,700 033,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1261.1,H-234,lipi_numeric,1261.1,1261.1,analytic_row_id,+000-000-861-000+,000 000 861 000,-,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1262.1,H-236,lipi_numeric,1262.1,1262.1,analytic_row_id,+690-368-817+,690 368 817,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1262.2,H-236,lipi_numeric,1262.2,1262.2,analytic_row_id,+740-032-840-679+,740 032 840 679,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1263.1,H-237,lipi_numeric,1263.1,1263.1,analytic_row_id, [[+740-642-240-060-692+]] ,740 642 240 060 692,L/R,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1263.2,H-237,lipi_numeric,1263.2,1263.2,analytic_row_id,+700-033+,700 033,L/R,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1264.1,H-239,lipi_numeric,1264.1,1264.1,analytic_row_id,+390-060/740-500-091+,390 500 091,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1264.2,H-239,lipi_numeric,1264.2,1264.2,analytic_row_id,+700-033+,700 033,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1265.1,H-240,lipi_numeric,1265.1,1265.1,analytic_row_id,+740-904-032-233-803+,740 904 032 233"
local_text_file,H-237,642,H-237,,,,,local_context,"C:/Users/Acer/OneDrive/Documents/ivc/data/sign_crosswalk/artifact_witnesses.csv: 740 176,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1260.2,H-233,lipi_numeric,1260.2,1260.2,analytic_row_id,+700-033+,700 033,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1261.1,H-234,lipi_numeric,1261.1,1261.1,analytic_row_id,+000-000-861-000+,000 000 861 000,-,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1262.1,H-236,lipi_numeric,1262.1,1262.1,analytic_row_id,+690-368-817+,690 368 817,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1262.2,H-236,lipi_numeric,1262.2,1262.2,analytic_row_id,+740-032-840-679+,740 032 840 679,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1263.1, [[H-237]] ,lipi_numeric,1263.1,1263.1,analytic_row_id,+740-642-240-060-692+,740 642 240 060 692,L/R,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1263.2,H-237,lipi_numeric,1263.2,1263.2,analytic_row_id,+700-033+,700 033,L/R,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1264.1,H-239,lipi_numeric,1264.1,1264.1,analytic_row_id,+390-060/740-500-091+,390 500 091,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1264.2,H-239,lipi_numeric,1264.2,1264.2,analytic_row_id,+700-033+,700 033,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1265.1,H-240,lipi_numeric,1265.1,1265.1,analytic_row_id,+740-904-032-233-803+,740 904 032 233"
local_text_file,H-237,642,H-237,,,,,local_context,"C:/Users/Acer/OneDrive/Documents/ivc/data/sign_crosswalk/artifact_witnesses.csv: 000 861 000,-,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1262.1,H-236,lipi_numeric,1262.1,1262.1,analytic_row_id,+690-368-817+,690 368 817,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1262.2,H-236,lipi_numeric,1262.2,1262.2,analytic_row_id,+740-032-840-679+,740 032 840 679,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1263.1,H-237,lipi_numeric,1263.1,1263.1,analytic_row_id,+740-642-240-060-692+,740 642 240 060 692,L/R,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1263.2, [[H-237]] ,lipi_numeric,1263.2,1263.2,analytic_row_id,+700-033+,700 033,L/R,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1264.1,H-239,lipi_numeric,1264.1,1264.1,analytic_row_id,+390-060/740-500-091+,390 500 091,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1264.2,H-239,lipi_numeric,1264.2,1264.2,analytic_row_id,+700-033+,700 033,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1265.1,H-240,lipi_numeric,1265.1,1265.1,analytic_row_id,+740-904-032-233-803+,740 904 032 233 803,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1266.1,H-241,lipi_numeric,1266.1,1266.1,analytic_row_id,+001-142+,001 142,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1267.1,H-242,lipi_numeric,1267.1,1267.1,analytic_row_id,+400-740-392-000-000-000-000-255-000+,400 740"
local_text_file,H-823,636,H-823,,,,,local_context,"C:/Users/Acer/OneDrive/Documents/ivc/data/open_prototype/lipi/metadata_filtered.csv: -"",""-"",""-"",""-"",""heart"",""-"",""complete"",""None"",""None"",""TAB:B"",""2"",""Fair"",""Y"",""R/L"",""VN"",""2"",""2"","""","""","""",""0"",""0"",""0"",""+700-034+"" ""1709.1"",""H-820"",""Inter-Riverine"",""Harappa"",""FGranery"",""--"",""-J9/4"",""2701385"",""Period 3C-1"",""-"",""Stratum IV"",""-10.0 ft"",""-"",""Faience"",""White"",""crescent"",""-"",""complete"",""None"",""None"",""TAB:B"",""1"",""Poor"",""N"",""-"",""??"",""4"",""2"",""0.8"","""","""",""20.3"",""0"",""2.3 - 6.4"",""+000-740-861-000+"" ""1710.1"",""H-821"",""Inter-Riverine"",""Harappa"",""--"",""--"",""--"",""13858"",""-"",""-"",""-"",""- -"",""-"",""-"",""-"",""fish"",""-"",""complete"",""None"",""None"",""TAB:B"",""2"",""Good"",""Y"",""L/R"",""VN"",""2"",""2"","""","""","""",""23"",""14"",""0"",""+700-033+"" ""1710.2"",""H-821"",""Inter-Riverine"",""Harappa"",""--"",""--"",""--"",""13858"",""-"",""-"",""-"",""- -"",""-"",""-"",""-"",""fish"",""-"",""complete"",""None"",""None"",""TAB:B"",""2"",""Good"",""Y"",""L/R"",""SP"",""5"",""5"","""","""","""",""23"",""14"",""0"",""+740-642-240-001-692+"" ""1711.1"",""H-822"",""Inter-Riverine"",""Harappa"",""--"",""--"",""--"",""13095"",""-"",""-"",""-"",""- -"",""-"",""-"",""-"",""fish"",""-"",""complete"",""None"",""None"",""TAB:B"",""2"",""Fair"",""Y"",""L/R"",""VN"",""2"",""2"","""","""","""",""24"",""11.5"",""0"",""+700-033+"" ""1711.2"",""H-822"",""Inter-Riverine"",""Harappa"",""--"",""--"",""--"",""13095"",""-"",""-"",""-"",""- -"",""-"",""-"",""-"",""fish"",""-"",""complete"",""None"",""None"",""TAB:B"",""2"",""Fair"",""Y"",""L/R"",""SP"",""5"",""5"","""","""","""",""24"",""11.5"",""0"",""+740-642-240-001-692+"" ""1712.1"","" [[H-823]] "",""Inter-Riverine"",""Harappa"",""--"",""--"",""--"",""H88-1196"",""-"",""-"",""-"",""- -"",""-"",""-"",""-"",""rectangular"",""-"",""complete"",""None"",""None"",""TAB:B"",""2"",""Fair"",""Y"",""R/L"",""VN"",""2"",""2"","""","""","""",""23.5"",""11"",""0"",""+700-034+"" ""1712.2"",""H-823"",""Inter-Riverine"",""Harappa"",""--"",""--"",""--"",""H88-1196"",""-"",""-"",""-"",""- -"",""-"",""-"",""-"",""rectangular"",""-"",""complete"",""None"",""None"",""TAB:B"",""2"",""Fair"",""Y"",""R/L"",""SP"",""5"",""5"","""","""","""",""23.5"",""11"",""0"",""+740-636-240-060-692+"" ""1713.1"",""H-1741"",""Inter-Riverine"",""Harappa"",""ETrench 54"",""--"",""--"",""H2000-4460Figure 70.01"",""Period 3C"",""3"",""C"",""0 -"",""-"",""Terracotta"",""-"",""-"",""-"",""fragment"",""None"",""None"",""TAG"",""1"",""Poor"",""N"",""R/L"",""??"",""1"",""0"","""","""","""",""0"",""0"",""0"",""+000+"" ""1714.1"",""H-824"",""Inter-Riverine"",""Harappa"",""--"",""--"",""--"",""13564"",""-"",""-"",""-"",""- -"",""-"",""-"",""-"",""oval"",""-"",""fragment"",""None"",""None"",""TAB:B"",""2"",""Poor"",""?"",""R/L"",""UC"",""3+?"",""3"","""","""","""",""0"",""10.5"",""0"",""]240-060-692+"" ""1714.2"",""H-824"",""Inter-Riverine"",""Harappa"",""--"",""--"",""--"",""13564"",""-"",""-"",""-"",""- -"",""-"",""-"",""-"",""oval"",""-"",""fragment"",""None"",""None"",""TAB:B"",""2"",""Poor"",""?"",""R/L"",""UC"",""2+?"",""2"","""","""","""",""0"",""10.5"",""0"",""]033-700+"" ""1715.1"",""H-825"",""Inter-Riverine"",""Harappa"",""--"",""--"",""--"",""13358"",""-"",""-"",""-"",""- -"",""-"",""-"",""-"",""crescent"",""-"",""chipped"",""None"",""None"",""TAB:B"",""2"",""Poor"",""Y"",""R/L"",""SS"",""2"",""2"","""","""","""",""0"",""0"",""0"",""+368-817+"" ""1715.2"",""H-825"",""Inter-Riverine"",""Harappa"",""--"",""--"",""--"",""13358"",""-"",""-"",""-"",""-"
