governor,closure,edge,exact_cells,terminal_cells,terminal_share,sites,types,examples
760,335,760-335,4,0,0,2,2,M-2024:+740-760-335-803+ | M-221:+740-760-335-220-032-002-820+ | M-1155:+740-760-335-002-033-705+ | Rgr-1:+740-760-335-741-060-920+
772,240,772-240,4,1,0.25,2,2,H-14:+740-772-240-060-415-056+ | M-1988:+740-772-240+ | M-705:+740-772-240-803+ | M-958:+740-772-240-002-900-003-590+
790,740,790-740,4,1,0.25,2,3,H-668:+790-740+ | M-543:+790-740-100-176-421-003+ | M-1202:+790/740-100-415-740-257-840+ | M-1457:+790-740-100-405-590+
798,060,798-060,4,0,0,1,2,H-423:+520-220-240-798-060-692+ | H-1705:+740-904-231-240-798-060-692+ | H-133:+740-554-220-415-798-060-692+ | H-386:+527-555-740-055-240-415-798-060-201+
798,235,798-235,4,2,0.5,2,1,H-40:+740-798-235-001-368-831-165+ | M-1809:+740-798-235+ | M-1705:+740-798-235+ | M-266:+565-740-798-235-233-013-269-632+
824,892,824-892,4,0,0,1,2,H-1187:+824-892-413+ | H-1866:+824-892-413+ | H-2084:+824-892-413+ | H-1939:+824-892-413+
832,904,832-904,4,0,0,2,2,H-602:+832-904-001+ | M-205:+832-904-001-820+ | M-370:+832-904-740-444-388-233-798-806+ | M-396:+204-630-233-832-904-794-630-235-060-550+
840,032,840-032,4,3,0.75,2,3,H-2211:+700-840-032-741+ | M-1791:+740-760-268-002-840-032+ | M-45:+617-831-013-302-840-032+ | M-619:+840-032+
892,413,892-413,4,4,1,1,2,H-1187:+824-892-413+ | H-1866:+824-892-413+ | H-2084:+824-892-413+ | H-1939:+824-892-413+
900,740,900-740,4,0,0,1,1,M-525:+423-003-001-900-740-690-435-255+ | M-1475:+424-003-001-900-740-690-435-255+ | M-1476:+422-003-900-740-690-435-255+ | M-1479:+422-003-900-740-690-435-255+
904,032,904-032,4,0,0,2,3,H-240:+740-904-032-233-803+ | M-52:+740-904-032-220-415-235-803-002-504-717+ | M-307:+740-904-032-060-550+ | M-1569:+904-032-904+
904,240,904-240,4,2,0.5,2,2,-:+740-904-240-002-817+ | -:+740-904-240+ | H-1897:+400-740-904-240+ | L-111:+740-904-240-235+
923,033,923-033,4,0,0,1,2,M-1715:+740-923-033-705-060-692+ | -:+001-740-923-033-705+ | M-527:+001-740-923-033-706+ | M-1482:+740-923-033-706+
923,240,923-240,4,0,0,1,2,M-1760:+740-923-240-235-060-820+ | M-7:+407-845-140-740-101-923-240-002-861+ | M-405:+740-923-240-235-806+ | M-1166:+740-923-240-002-817+
001,032,001-032,3,1,0.3333333333333333,2,3,-:+740-031-904-001-032+ | H-6:+317-890-001-032-776-625+ | -:+033-001-032-091+
001,220,001-220,3,0,0,2,1,K-7:+740-100-176-838-001-220-455-530-741+ | M-707:+740-760-001-220-415-798-803+ | M-172:+405-018-001-220-786-850+
001,520,001-520,3,0,0,1,2,M-358:+003-001-520-240-806-002-502-031+ | M-670:+154-031-001-520-033-705+ | M-1284:+416-001-520-240-806-002-502-031+
001,550,001-550,3,1,0.3333333333333333,2,2,M-235:+368-001-550/740-543-350-002-820+ | M-310:+621/740-482-001-550+ | -:+740-740-001-550-467+
001,920,001-920,3,2,0.6666666666666666,1,1,M-23:+842-871-192-368/740-482-060-692-520-220-235-001-920+ | M-234:+842-535-099-004/740-482-060-692-520-220-235-001-920+ | M-840:+046-031-033-705-233-001-920-374+
002,252,002-252,3,0,0,2,1,K-24:+740-760-093-002-252-575+ | M-1901:+151-061/156-002-252-692+ | M-143:+740-205-032-002-252-840+
002,298,002-298,3,0,0,3,1,C-5:+740-140-717-002-298-741+ | M-683:+740-798-231-002-298-460-032+ | -:+136-002-298-741+
002,705,002-705,3,0,0,3,2,M-248:+740-100-415-002-705-590+ | -:+390-004-002-705-127+ | -:+740-390-590-231-002-705-530-904+
002,880,002-880,3,3,1,2,2,M-225:+241-002-880+ | M-1318:+740-460-503-002-880+ | Ns-55:+526-554-002-880+
002,920,002-920,3,0,0,3,2,C-3:+740-016-002-920-317+ | H-2016:+317-740-335-740-176-002-920-491+ | M-44:+740-760-033-705-803-002-920-317+
003,003,003-003,3,3,1,3,2,-:+390-003-003+ | -:+003/003+ | M-1904:+003-003+
007,503,007-503,3,1,0.3333333333333333,2,2,H-666:+740-007-503-626-484+ | M-362:+740-007-503-002-817+ | M-861:+740-007-503+
017,033,017-033,3,0,0,2,1,H-268:+740-585-017-033-706-803-002-220-455-920+ | M-50:+740-585-017-033-705-240-798-002-820+ | M-714:+740-585-017-033-705-233-798-803-002-861-603+
017,060,017-060,3,0,0,3,2,H-151:+407-017-060-193+ | M-856:+740-575-017-060-220-065-374+ | -:+740-154-017-060-130-035-171+
017,220,017-220,3,2,0.6666666666666666,2,2,H-592:+740-575-017-220-415-803+ | M-2053:+407-032-520-095-585-017-220+ | M-599:+408-032-520-095-585-017-220+
031,700,031-700,3,3,1,2,2,M-1588:+031-700+ | H-1550:+031-700+ | H-1036:+153-031-700+
032,025,032-025,3,3,1,1,1,H-2209:+400-740-032-025+ | H-2109:+690-032-025+ | H-2206:+740-032-025+
032,032,032-032,3,2,0.6666666666666666,1,2,H-1899:+032-032-700+ | -:+032/032+ | H-2282:+034-032-032+
032,233,032-233,3,1,0.3333333333333333,2,3,H-240:+740-904-032-233-803+ | M-217:+740-877-032-233+ | M-1346:+740-861-032-233-803-002-820+
032,235,032-235,3,2,0.6666666666666666,2,2,M-56:+740-877-032-235-060-550-611-840+ | M-89:+740-794-734-032-235+ | -:+740-877-032-235+
032,578,032-578,3,0,0,1,1,H-1354:+824-032-578-415+ | H-2213:+824-032-578-415+ | H-2214:+876-032-578-415+
032,798,032-798,3,1,0.3333333333333333,1,1,M-381:+740-055-220-032-798-002-820+ | M-387:+226-032-798-742-060-920+ | M-1275:+740-752-440-220-032-798+
032,904,032-904,3,3,1,2,2,H-272:+740-585-017-240-002-305-032-904+ | M-1529:+617-142-597-032-904+ | M-1569:+904-032-904+
033,711,033-711,3,0,0,1,1,-:+700-033-711-335-575-413+ | H-1815:+033-711-335-575-413+ | H-1814:+740-033-711-335-575-413+
048,002,048-002,3,0,0,2,3,L-84:+048-002-817+ | L-161:+740-048-002-817+ | M-895:+740-048-002-817+
060,297,060-297,3,1,0.3333333333333333,2,1,M-183:+520-233-060-297+ | M-921:+550-740-220-060-297-630+ | -:+520-070-495-240-060-297-368-632-032+
060,368,060-368,3,0,0,1,1,M-48:+390-820-463-060-368-920+ | M-80:+156-003-060-368-817+ | M-944:+090-740-233-060-368-817+
061,033,061-033,3,1,0.3333333333333333,2,2,H-1672:+740-400-142-061-033+ | H-149:+405-061-033-706-794-630-220-002-820+ | M-1978:+405-061-033-705-236+
061,060,061-060,3,0,0,3,2,H-1975:+740-760-061-060-692+ | M-322:+740-061-060-820+ | -:+740-798-706-061-060-550+
061,140,061-140,3,2,0.6666666666666666,1,2,H-1894:+400-740-061-140+ | H-1662:+033-033/740-142-061-140-002-546+ | H-1929:+400-740-061-140+
061,740,061-740,3,0,0,2,2,H-129:+409-061-740-235-220-031-002-861-244-165+ | H-654:+405-061-740-806+ | M-171:+407-061-740-923-233-806-060-692+
100,001,100-001,3,1,0.3333333333333333,2,3,H-196:+032-700-100-001+ | M-709:+740-100-001-440-742-060-920+ | M-402:+494-615-179-100-001-033-426+
100,233,100-233,3,0,0,2,3,L-4:+090-740-100-233-002-575-031+ | M-375:+740-100-233-220-032-002-820+ | M-550:+740-100-233-003+
104,002,104-002,3,0,0,3,2,H-244:+104-002-820+ | M-1110:+740-615-104-002-817+ | -:+368-415-104-002-824+
125,032,125-032,3,2,0.6666666666666666,2,2,H-74:+002-610-125-032+ | M-1665:+520-033-705-233-240-002-610-125-032+ | M-356:+400-595-420-125-032-820-920-140+
125,632,125-632,3,0,0,1,1,M-1692:+390-600-617-002-190-125-632-032+ | M-38:+740-690-435-255-220-032-240-235-002-390-125-632-032+ | M-119:+151-337-484-002-390-125-632-032-900-563+
136,140,136-140,3,1,0.3333333333333333,1,2,M-142:+136-140-002-861+ | M-488:+615-016-435-255-400-136-140+ | M-2033:+136-140-861-455-922+
140,220,140-220,3,0,0,2,2,H-608:+140-220/530+ | M-1741:+565-031-416-140-220-001+ | M-412:+031-625-140-220-415+
142,002,142-002,3,0,0,1,2,M-1976:+617-142-002-817+ | M-1916:+740-604-142-002-518+ | M-71:+151-279-142-002-390-095+
151,033,151-033,3,2,0.6666666666666666,2,2,K-22:+866-151-033-033+ | M-215:+151-033+ | M-1626:+151-033+
151,416,151-416,3,2,0.6666666666666666,1,1,M-293:+151-416-741-849+ | M-741:+151-416+ | M-1222:+151-416+
156,384,156-384,3,0,0,1,3,-:+156-384-031-400+ | H-324:+400-156-384-031+ | H-368:+400-156-384-031+
158,003,158-003,3,2,0.6666666666666666,3,3,H-1902:+158-003-494+ | M-1846:+400-158-003+ | K-380:+158-003+
161,097,161-097,3,1,0.3333333333333333,2,2,H-1666:+161-097-741-140+ | H-164:+161-097-002-817+ | M-197:+161-097+
167,706,167-706,3,3,1,2,2,H-2051:+167-706+ | H-196:+167-706+ | M-449:+167-706+
175,002,175-002,3,0,0,2,3,H-2022:+740-752-175-002-861+ | M-181:+520-175-002-295-502+ | M-1267:+416-001-740-720-175-002-861+
176,001,176-001,3,0,0,3,2,H-155:+740-176-001-367-861-216+ | M-372:+740-338-605-176-001-820+ | -:+740-176-001-741-703-900-003+
176,033,176-033,3,0,0,2,2,H-2139:+740-176-033-705-235+ | H-24:+740-626-176-033-705-233+ | M-814:+740-176-033-705-240-235-803+
176,798,176-798,3,0,0,2,1,H-171:+740-176-798-231+ | H-699:+740-176-798-231+ | M-494:+390-697-151-740-176-798-838+
220,031,220-031,3,0,0,2,2,H-129:+409-061-740-235-220-031-002-861-244-165+ | M-1688:+125-435-255-002-286-220-031-012-031-455-033-590+ | M-65:+520-220-031-001-706-575+
220,063,220-063,3,0,0,2,1,H-4:+220-063-051+ | M-1841:+740-760-260/220-255-220-063-315+ | M-1843:+520-220-001-820-220-063-315+
220,255,220-255,3,1,0.3333333333333333,2,1,M-1841:+740-760-260/220-255-220-063-315+ | M-133:+527-550-240-220-255-812-906-388+ | -:+740-760-175-220-255+
220,742,220-742,3,0,0,3,1,H-36:+740-798-220-742-146+ | M-304:+090-740-220-742-534-550-090+ | Ns-59:+520-220-742-060-920+
220,803,220-803,3,1,0.3333333333333333,1,1,M-1776:+520-220-803-741-262+ | M-117:+520-033-705-220-803-055-002-820+ | M-249:+140-165-740-176-220-803+
222,002,222-002,3,0,0,2,1,M-82:+740-222-002-207-550-390+ | M-200:+740-222-002-820+ | Ns-54:+740-222-002-817+
222,233,222-233,3,0,0,1,1,M-572:+740-222-233-235+ | M-573:+740-222-233-235/617-142-001-368-861+ | M-1521:+740-222-233-235+
231,220,231-220,3,0,0,3,1,C-10:+740-231-220-032-002-817+ | M-868:+520-033-705-231-220-002-817+ | K-145:+740-585-231-220-032-002-820+
231,798,231-798,3,2,0.6666666666666666,2,3,H-132:+154-806-471-407-845-740-233-231-798+ | M-57:+226-032-231-798-002-693+ | M-606:+740-100-904-033-705-231-798+
233,231,233-231,3,1,0.3333333333333333,2,2,H-132:+154-806-471-407-845-740-233-231-798+ | M-35:+740-390-590-233-231-002-107+ | M-250:+804-233-231+
235,745,235-745,3,0,0,2,1,H-39:+740-390-590-231-240-235-745-060-920+ | M-638:+740-482-055-240-235-745-740-590+ | M-671:+740-690-435-255-240-235-745-060-920+
240,233,240-233,3,0,0,1,1,M-41:+740-636-240-233-235-002-405-125-820+ | M-79:+688/740-100-240-233-002-861+ | M-236:+520-033-706-240-233-803+
240,740,240-740,3,0,0,1,2,M-1792:+740-760-240/740-952-740+ | M-509:+405-240-740-176-002-326+ | M-960:+520-240-740-590-575+
257,840,257-840,3,3,1,3,2,H-771:+032-257-840+ | M-1202:+790/740-100-415-740-257-840+ | Ns-87:+740-384-031-950-001-741-257-840+
298,350,298-350,3,0,0,2,2,H-1834:+298-350-892-590+ | M-1707:+298-350-761-032-060-572+ | M-195:+298-350-590-032-900-853+
320,233,320-233,3,0,0,2,2,H-1922:+400-740-920-320-233-240-798+ | H-22:+740-920-320-233-806-002-405-321+ | M-111:+740-920-320-233-001-821+
336,176,336-176,3,2,0.6666666666666666,2,3,H-218:+740-336-176+ | H-341:+400-740-336-176+ | M-34:+740-336-176-002-405-372-374+
350,031,350-031,3,1,0.3333333333333333,2,1,H-530:+520-400-350-031+ | M-1801:+520-400-350-031-741-759+ | M-263:+090-740-400-350-031-545+
350,125,350-125,3,0,0,3,3,Blk-1:+226-003-002-297-350-125-413+ | -:+740-400-061-299-350-125-176+ | Ns-60:+407-063-740-176-236-798-002-297-350-125-413+
368,005,368-005,3,0,0,3,2,H-175:+167-705-368-005-741-060-920+ | M-1909:+368-005-002-590-455+ | -:+368-005-741-060-920+
368,260,368-260,3,3,1,2,1,H-600:+002-368-260+ | M-1789:+740-455-002-368-260+ | M-1673:+817-900-241-368-260+
388,031,388-031,3,3,1,2,3,H-1834:+740-388-031+ | H-982:+740-388-031+ | M-948:+426-003-002-388-031+
388,233,388-233,3,1,0.3333333333333333,2,2,L-46:+527-388-233-740-176-002-861-392+ | M-88:+527-388-233+ | M-370:+832-904-740-444-388-233-798-806+
388,717,388-717,3,0,0,3,2,-:+154-388-717-705+ | H-1945:+400-740-388-717-705+ | M-1270:+154-388-717-706+
390,034,390-034,3,2,0.6666666666666666,3,3,Ai-7:+390-034+ | H-335:+390-034+ | M-315:+390-034-002-374-228-741+
400,097,400-097,3,2,0.6666666666666666,2,2,H-1860:+400-097+ | M-478:+400-097-700-004+ | M-830:+400-097+
400,390,400-390,3,0,0,2,2,C-32:+375-400-390-632+ | M-1807:+400-390-844+ | M-710:+400-390-004+
405,501,405-501,3,3,1,1,1,H-252:+520-240-002-405-501+ | H-260:+520-240-002-405-501+ | H-866:+520-240-002-405-501+
407,005,407-005,3,1,0.3333333333333333,2,3,H-756:+407-005-741-500-561+ | M-1920:+407-005+ | M-378:+407-005-001-746-740-590+
407,063,407-063,3,0,0,2,2,-:+407-063-845-240-798+ | M-403:+407-063-520-095+ | Ns-60:+407-063-740-176-236-798-002-297-350-125-413+
407,585,407-585,3,0,0,1,1,-:+407-585-033-705-233-235-806+ | M-513:+407-585-233+ | M-1524:+407-585-033-705-233-235-806+
415,060,415-060,3,0,0,2,2,H-1669:+520-220-415-060-920+ | M-163:+520-220-415-060-820+ | M-365:+527-550-033-705-220-415-060-550+
415,741,415-741,3,0,0,2,2,H-80:+595-820-100-415-741-315-850+ | M-427:+740-100-415-741-060-920+ | M-661:+740-798-220-415-741-072+
415,806,415-806,3,1,0.3333333333333333,2,2,H-103:+159-097/520-033-705/740-717-220-415-806+ | M-1985:+100-904-717-220-415-806-742+ | M-369:+740-690-435-255-240-220-415-806-742-060-920+
416,001,416-001,3,0,0,1,2,M-1763:+416-001-565-740-220-032-002-861+ | M-1267:+416-001-740-720-175-002-861+ | M-1284:+416-001-520-240-806-002-502-031+
443,388,443-388,3,0,0,1,2,H-137:+740-443-388-033-705-233-002-817+ | H-420:+407-004-001-740-443-388-140+ | H-1024:+740-443-388-231+
463,350,463-350,3,0,0,2,1,H-515:+740-798-463-350-741-590-032+ | M-665:+871-740-643/740-798-463-350-002-374-575+ | M-892:+740-798-463-350-742-706-032+
495,002,495-002,3,0,0,2,2,H-612:+740-615-495-002-825+ | H-838:+740-615-495-002-817+ | M-809:+520-460-495-002-595-906+
495,240,495-240,3,0,0,3,2,H-2021:+740-752-463-495-240-415+ | M-1726:+740-615-495-240-002-861+ | -:+520-070-495-240-060-297-368-632-032+
503,240,503-240,3,2,0.6666666666666666,1,1,M-1891:+400-740-017-503-240+ | M-30:+740-752-017-503-240-235-806+ | M-1727:+520-070-503-240+
504,350,504-350,3,0,0,2,2,H-2127:+504-350-741-060-920+ | M-1757:+504-350-240-741-060-920+ | M-285:+504-350-240-002-861+
519,002,519-002,3,0,0,2,2,M-327:+740-519-002-861+ | M-650:+520-220-415-519-002-817+ | -:+740-519-002-900-630+
520,001,520-001,3,2,0.6666666666666666,2,1,-:+520-001+ | M-1116:+874-543-350/520-001-741-794-324+ | -:+520-001+
520,031,520-031,3,3,1,3,3,H-922:+520-031+ | Rhd-1:+520-031+ | -:+520-031+
520,175,520-175,3,2,0.6666666666666666,2,1,H-503:+520-175+ | M-1829:+520-175+ | M-181:+520-175-002-295-502+
527,388,527-388,3,1,0.3333333333333333,2,1,L-46:+527-388-233-740-176-002-861-392+ | M-1748:+527-388+ | M-88:+527-388-233+
527,554,527-554,3,0,0,3,2,Blk-4:+527-554-298-368-634+ | H-680:+527-554-104+ | M-1087:+527-554-001-297-190+
543,350,543-350,3,0,0,2,1,K-15:+871-947/400-740-543-350-895-785-220-335+ | M-235:+368-001-550/740-543-350-002-820+ | M-1116:+874-543-350/520-001-741-794-324+
550,002,550-002,3,0,0,2,3,H-611:+527-550-002-125-590+ | M-1371:+527-550-002-370+ | M-1973:+740-575-017-233-550-002-861+
550,220,550-220,3,3,1,1,2,H-1123:+525-550-220+ | H-344:+526-550-220+ | H-359:+526-550-220+
550,240,550-240,3,0,0,1,1,M-42:+527-550-240-002-817+ | M-49:+527-550-240-220-032-002-300-350-032-190+ | M-133:+527-550-240-220-255-812-906-388+
555,231,555-231,3,0,0,3,2,H-459:+527-555-231-002-817+ | L-51:+527-555-231-235+ | M-1320:+527-555-231-240-798+
555,233,555-233,3,0,0,3,2,H-21:+405-061-527-555-233-235-806-002-817+ | M-1917:+400-527-555-233-235+ | ?-5:+555-233-002-820+
578,415,578-415,3,3,1,1,1,H-1354:+824-032-578-415+ | H-2213:+824-032-578-415+ | H-2214:+876-032-578-415+
590,060,590-060,3,0,0,2,2,H-1776:+740-390-590-060-550+ | H-510:+740-390-590-060-795+ | -:+740-405-590-060-146+
590,233,590-233,3,0,0,1,1,M-12:+740-390-590-233-002-368-202-892-371+ | M-35:+740-390-590-233-231-002-107+ | M-900:+740-390-590-233-220-415-798-838-002-820+
590,407,590-407,3,0,0,2,1,Dlp-2:+590-407-790-440+ | -:+590-407-790-032+ | -:+590-407-790-001-746+
592,031,592-031,3,2,0.6666666666666666,3,1,C-54:+842-032-031-592-031-060-920+ | H-67:+592-031+ | M-1897:+592-031+
595,391,595-391,3,3,1,1,3,M-1892:+368-501-706/821-001-480-850-595-391+ | M-2121:+821-001-480-850-595-391+ | M-1384:+904-004-821-001-480-850-595-391+
595,420,595-420,3,0,0,2,2,H-271:+595-420-717-745+ | M-356:+400-595-420-125-032-820-920-140+ | M-1203:+595-420-706-140+
595,575,595-575,3,0,0,2,2,H-1:+820-595-575-692+ | M-74:+595-575-704-140+ | M-1052:+679-740-220-032-806-001-595-575-001-095+
595,820,595-820,3,0,0,2,2,H-80:+595-820-100-415-741-315-850+ | H-506:+294-350-595-820-002-820+ | M-1290:+595-820-706+
615,703,615-703,3,3,1,2,1,H-3:+740-585-017-002-611-615-703+ | H-87:+740-615-703+ | M-1815:+740-615-703+
617,033,617-033,3,2,0.6666666666666666,2,1,H-1682:+154-003-617-033+ | M-1834:+450-617-033/740-463-510-741-252-791+ | M-4:+298-465-033-705-231-002-564-617-033+
621,390,621-390,3,0,0,1,1,M-1675:+621-390-844-002-820+ | M-1911:+621-390-531-002-820+ | M-278:+621-390-004-002-817+
621,520,621-520,3,0,0,1,1,M-1709:+621-520-220-002-817+ | M-296:+621-520-220-060-880+ | M-1150:+621-520-231-240-002-456+
630,240,630-240,3,1,0.3333333333333333,1,2,H-2192:+740-630-240-031-032-171+ | H-102:+740-630-240-741-861+ | H-321:+740-690-630-240+
690,032,690-032,3,1,0.3333333333333333,2,2,C-77:+151-690/032-031+ | H-2109:+690-032-025+ | H-43:+405-690-032+
700,004,700-004,3,3,1,2,2,H-1916:+700-004+ | H-302:+220-700-004+ | M-478:+400-097-700-004+
705,031,705-031,3,2,0.6666666666666666,2,2,H-369:+368-033-705-031-741-390-741+ | M-135:+520-033-705-031+ | M-928:+243-705-031+
705,060,705-060,3,0,0,2,2,H-1840:+090-740-255-705-060-550+ | M-1715:+740-923-033-705-060-692+ | M-303:+520-033-705-060-820+
706,140,706-140,3,2,0.6666666666666666,2,2,H-153:+064-706-140+ | M-8:+706-140-632+ | M-1203:+595-420-706-140+
706,231,706-231,3,0,0,2,1,H-1027:+520-033-706-231-415-803+ | H-388:+520-033-706-231-806-002-817+ | M-677:+740-923-070-032-033-706-231-242-002-861-901+
706,233,706-233,3,1,0.3333333333333333,2,2,-:+520-033-706-233+ | M-675:+740-388-807-033-706-233-235-168-032+ | M-1079:+740-760-033-706-233-803+
711,335,711-335,3,0,0,1,1,-:+700-033-711-335-575-413+ | H-1815:+033-711-335-575-413+ | H-1814:+740-033-711-335-575-413+
717,002,717-002,3,0,0,2,1,C-5:+740-140-717-002-298-741+ | M-258:+384-575/892-706-717-002-861+ | M-713:+226-803-717-002-764+
740,007,740-007,3,0,0,2,2,H-666:+740-007-503-626-484+ | M-362:+740-007-503-002-817+ | M-861:+740-007-503+
740,033,740-033,3,0,0,3,2,H-1814:+740-033-711-335-575-413+ | M-1408:+400-740-033-503+ | Ns-8:+740-033-495+
740,060,740-060,3,0,0,3,1,C-12:+161-390-590-031-740-060-920+ | M-257:+600-740-060-920+ | Sktd-2:+740-060-390-803-740+
740,067,740-067,3,0,0,3,3,C-55:+740-067-741-647-892+ | H-1940:+400-740-067-100+ | -:+740-067-900-002-003+
740,177,740-177,3,1,0.3333333333333333,2,2,H-232:+400-740-177-519+ | H-853:+740-177-231+ | C-91:+740-177+
740,362,740-362,3,1,0.3333333333333333,3,3,H-345:+090-740-362+ | K-89:+090-740-362-002-360-832+ | M-21:+350-001-740-362-692-032-002-861+
740,637,740-637,3,1,0.3333333333333333,2,2,H-2036:+400-740-637+ | H-983:+400-740-637-240+ | -:+740-637-240-002-861+
740,642,740-642,3,0,0,1,1,H-1845:+740-642-240-060-692+ | H-206:+740-642-240-204-705-621+ | H-821:+740-642-240-001-692+
740,643,740-643,3,0,0,2,1,H-51:+740-643-240-002-861+ | M-1719:+740-643-240+ | M-665:+871-740-643/740-798-463-350-002-374-575+
740,705,740-705,3,1,0.3333333333333333,2,2,H-1990:+851-740-705-924-156+ | M-223:+740-705+ | M-932:+740-705-171-360-064+
740,776,740-776,3,0,0,3,3,H-300:+400-740-776-495+ | K-63:+400-740-776-495+ | M-14:+740-776-503-002-817+
740,794,740-794,3,1,0.3333333333333333,2,2,H-720:+740-794+ | M-36:+740-794-630-220-032-002-368-906-329+ | M-89:+740-794-734-032-235+
740,806,740-806,3,2,0.6666666666666666,3,2,H-654:+405-061-740-806+ | L-83:+740-806-240-002-820+ | M-409:+045-740-806+
740,821,740-821,3,2,0.6666666666666666,3,2,H-176:+740-821+ | L-217:+740-821-741-060-920+ | M-1811:+740-821+
740,879,740-879,3,0,0,2,1,-:+244-165/740-879-220-416-803-002-861+ | M-109:+740-879-220-415-002-287-140+ | M-255:+740-879-233+
740,910,740-910,3,3,1,2,1,H-59:+740-910+ | H-79:+740-910+ | M-946:+740-910+
740,912,740-912,3,2,0.6666666666666666,2,1,L-56:+740-912+ | M-782:+740-912-001-740-621+ | M-1734:+740-912+
741,070,741-070,3,1,0.3333333333333333,1,2,M-1780:+740-645-003-741-070-255+ | M-494:+032-840-221-150-741-070-255+ | M-495:+032-840-267-150-741-070+
741,590,741-590,3,1,0.3333333333333333,2,2,H-1987:+390-004-455-371-741-590+ | H-515:+740-798-463-350-741-590-032+ | M-1900:+520-240-741-590-575+
741,861,741-861,3,3,1,2,1,H-102:+741-861+ | H-102:+740-630-240-741-861+ | M-170:+740-923-406-061-070-032-741-861+
745,060,745-060,3,0,0,2,2,H-39:+740-390-590-231-240-235-745-060-920+ | M-363:+740-100-415-745-060-920+ | M-671:+740-690-435-255-240-235-745-060-920+
752,482,752-482,3,1,0.3333333333333333,1,2,H-1793:+740-752-482-240+ | H-47:+740-752-482+ | H-199:+740-752-482-240+
760,033,760-033,3,0,0,2,1,H-1670:+740-760-033-033-240-002-824+ | M-44:+740-760-033-705-803-002-920-317+ | M-1079:+740-760-033-706-233-803+
760,070,760-070,3,0,0,2,2,H-161:+740-760-070-921-315-233+ | M-1676:+740-760-070-255-832-240-002-595-504-803+ | M-245:+740-760-070-921-460-503-002-817+
760,382,760-382,3,2,0.6666666666666666,1,2,H-1967:+382-760-382-002-820+ | H-1850:+400-740-760-382+ | H-975:+740-760-382+
773,240,773-240,3,0,0,1,1,M-5:+740-773-240-235-060-692+ | M-706:+740-773-240-002-861-031+ | M-979:+740-773-240/002-900-003-590+
776,495,776-495,3,3,1,2,2,-:+776-495+ | H-300:+400-740-776-495+ | K-63:+400-740-776-495+
794,630,794-630,3,0,0,2,2,H-149:+405-061-033-706-794-630-220-002-820+ | M-36:+740-794-630-220-032-002-368-906-329+ | M-396:+204-630-233-832-904-794-630-235-060-550+
798,233,798-233,3,1,0.3333333333333333,2,2,M-786:+740-798-233-741-175+ | M-1461:+740-798-233+ | -:+740-798-233-742-175+
798,838,798-838,3,1,0.3333333333333333,1,2,M-306:+621-740-798-838-741-092-850+ | M-494:+390-697-151-740-176-798-838+ | M-900:+740-390-590-233-220-415-798-838-002-820+
803,233,803-233,3,1,0.3333333333333333,3,1,C-8:+740-803-233-741-250-579+ | Jk-2:+740-803-233-002-817+ | M-238:+740-803-233+
817,491,817-491,3,3,1,1,2,H-1909:+740-817-491+ | H-1778:+740-817-491+ | H-2173:+400-740-817-491+
820,033,820-033,3,3,1,3,2,K-23:+740-441-002-820-033+ | -:+090-740-100-415-240-820-033+ | -:+820-033+
820,100,820-100,3,0,0,1,2,H-80:+595-820-100-415-741-315-850+ | H-799:+032-820-100-415+ | H-814:+400-820-100-415+
820,595,820-595,3,0,0,2,1,H-1:+820-595-575-692+ | M-1103:+001-820-595-760-706-635+ | M-1134:+820-595-813-541+
821,001,821-001,3,0,0,1,3,M-1892:+368-501-706/821-001-480-850-595-391+ | M-2121:+821-001-480-850-595-391+ | M-1384:+904-004-821-001-480-850-595-391+
832,002,832-002,3,0,0,2,3,H-2015:+520-033-705-235-832-002-817+ | L-57:+832-002-861+ | L-92:+520-070-255-832-002-817+
838,741,838-741,3,0,0,1,1,M-1821:+740-838-741-390-900-140+ | M-1690:+520-070-220-032-240-838-741-958-220-278+ | M-306:+621-740-798-838-741-092-850+
840,002,840-002,3,1,0.3333333333333333,3,3,-:+405-844-032-840-002-861+ | H-904:+740-032-840-002+ | M-1759:+740-032-840-002-768+
840,233,840-233,3,0,0,3,2,H-483:+740-032-840-233-060-550+ | L-87:+740-032-840-233-220-032-060-825-002+ | M-411:+390-840-233-240-744-033-272+
840,741,840-741,3,0,0,2,1,M-113:+740-032-840-741-060-920+ | M-241:+090-740-032-840-741-572-683+ | -:+390-840-741-031-370+
840,799,840-799,3,3,1,1,1,H-1354:+740-714-840-799+ | H-2213:+740-760-840-799+ | H-2246:+740-760-840-799+
845,033,845-033,3,0,0,2,2,H-130:+409-032-845-033-705-231-806-002-595-812-125-717+ | M-534:+407-321-407-845-033-705-235+ | M-593:+407-321-407-845-033-705-235+
845,806,845-806,3,3,1,1,1,M-2054:+740-900-850-407-061-845-806+ | M-582:+740-900-850-407-061-845-806+ | M-603:+740-900-850-407-845-806+
850,032,850-032,3,1,0.3333333333333333,2,1,C-76:+032-031/850-032-530-740-741-456+ | M-733:+151-740-760-220/892-590-850-032+ | M-742:+090-850-032-060-573+
850,407,850-407,3,0,0,1,1,M-2054:+740-900-850-407-061-845-806+ | M-582:+740-900-850-407-061-845-806+ | M-603:+740-900-850-407-845-806+
