checked_date,object,id,prev_before_002,head_after_002,sign_after_head,head_is_390,prev_is_235,sign_after_head_is_125,terminal_after_head,tail_after_head,symbol,cult,complete,condition,text
2026-05-31,M-762,3185.1,140,,,False,False,False,False,<END>,Bull1:I,-,Y,Fair,+226-140-002+
2026-05-31,M-776,3190.1,017,817,,False,False,False,False,<END>,Bull1:J,SAN,Y,Fair,+740-032-840-585-017-002-817+
2026-05-31,M-780,3194.1,156,820,,False,False,False,False,<END>,Bull1:W,SBN,Y,Poor,+740-773-156-002-820+
2026-05-31,M-781,3195.1,706,861,,False,False,False,False,<END>,Bull1:S,SAN,Y,Fair,+520-033-706-002-861+
2026-05-31,M-783,3197.1,061,861,,False,False,False,False,<END>,Bull1:S,SAN,Y,Good,+151-061-002-861+
2026-05-31,M-785,3199.1,705,861,,False,False,False,False,<END>,Bull1:S,SAN,Y,Poor,+740-255-705-002-861+
2026-05-31,M-787,3201.1,000,000,,False,False,False,False,<END>,Bull1:S,SAN,N,Poor,+151-000-002-000+
2026-05-31,M-792,3206.1,017,817,,False,False,False,False,<END>,Bull1:S,SAN,Y,Fair,+679-740-575-017-002-817+
2026-05-31,M-794,3208.1,231,861,,False,False,False,False,<END>,Bull1:S,SAN,Y,Good,+804-231-002-861+
2026-05-31,M-795,3209.1,260,817,,False,False,False,False,<END>,Bull1:W,SAN,Y,Poor,+156-260-002-817+
2026-05-31,M-803,3217.1,005,817,,False,False,False,False,<END>,Bull1,SAN,Y,Poor,+390-005-002-817+
2026-05-31,M-809,3222.1,495,595,906,False,False,False,True,906,Bull1,SAN,Y,Good,+520-460-495-002-595-906+
2026-05-31,M-816,3229.1,255,817,,False,False,False,False,<END>,Bull1:S,SAN,Y,Good,+740-690-435-255-002-817+
2026-05-31,M-819,3232.1,803,817,,False,False,False,False,<END>,Bull1:J,SAN,Y,Good,+520-233-240-803-002-817+
2026-05-31,M-823,3236.1,061,817,,False,False,False,False,<END>,Bull1:S,SAN,Y,Fair,+740-061-002-817+
2026-05-31,M-825,3238.1,,817,,False,False,False,False,<END>,Bull1:J,SAN,?,Poor,]002-817+
2026-05-31,M-827,3239.1,240,000,,False,False,False,False,<END>,Bull1:S,SAN,N,Fair,+226-240-002-000[
2026-05-31,M-833,3245.1,240,808,,False,False,False,False,<END>,Bull1:W,SAF,Y,Good,+527-550-740-240-002-808+
2026-05-31,M-835,3247.1,000,817,,False,False,False,False,<END>,Bull1,SAN,N,Poor,+090-740-035-171-000-002-817+
2026-05-31,M-839,3251.1,415,817,,False,False,False,False,<END>,Bull1:L,SAN,Y,Good,+740-100-415-002-817+
2026-05-31,M-845,3257.1,061,460,632,False,False,False,True,632,Bull1:W,S,N,Poor,+000-061-002-460-632+
2026-05-31,M-849,3261.1,350,550,615,False,False,False,True,615,Bull1:J,RAN,Y,Good,+151-350-002-550-615+
2026-05-31,M-850,3262.1,415,861,,False,False,False,False,<END>,Bull1:L,RAN,Y,Fair,+740-100-415-002-861+
2026-05-31,M-851,3263.1,590,817,,False,False,False,False,<END>,Bull1:W,RAN,Y,Fair,+621-740-390-590-002-817+
2026-05-31,M-853,3265.1,792,817,,False,False,False,False,<END>,Bull1:S,RAN,Y,Fair,+090-740-792-002-817+
2026-05-31,M-855,3267.1,590,817,690,False,False,False,False,690 544,Bull1,-,Y,Fair,+861-260-832-390-590-002-817-690-544+
2026-05-31,M-866,3277.1,233,000,,False,False,False,False,<END>,Bull1:I,SAN,N,Poor,+740-482-233-002-000+
2026-05-31,M-889,3295.1,803,820,,False,False,False,False,<END>,Bull1:I,RBF,Y,Poor,+740-384-032-803-002-820+
2026-05-31,M-895,3300.1,048,817,,False,False,False,False,<END>,Bull1,-,Y,Poor,+740-048-002-817+
2026-05-31,M-897,3302.1,235,817,,False,True,False,False,<END>,Bull1,-,Y,Poor,+527-550-235-002-817+
2026-05-31,M-900,3305.1,838,820,,False,False,False,False,<END>,Bull1,-,Y,Poor,+740-390-590-233-220-415-798-838-002-820+
2026-05-31,M-901,3306.1,125,861,,False,False,False,False,<END>,Bull1,-,Y,Poor,+090-125-002-861+
2026-05-31,M-903,3308.1,772,817,,False,False,False,False,<END>,Bull1,-,Y,Poor,+740-772-002-817+
2026-05-31,M-924,3320.1,772,817,,False,False,False,False,<END>,Bull1:J,SAN,N,Fair,+000-772-002-817+
2026-05-31,M-934,3329.1,235,861,,False,True,False,False,<END>,Bull1:W,SAF,Y,Good,+526-555-235-002-861+
2026-05-31,M-937,3332.1,031,900,615,False,False,False,True,615,Bull1:J,S,Y,Fair,+740-460-503-031-002-900-615+
2026-05-31,M-941,3336.1,031,861,,False,False,False,False,<END>,Bull1:S,SAN,N,Good,+000-642-240-031-002-861+
2026-05-31,M-948,3343.1,003,388,031,False,False,False,True,031,Bull1,S,Y,Fair,+426-003-002-388-031+
2026-05-31,M-957,3352.1,705,577,,False,False,False,False,<END>,Bull1,-,Y,Poor,+740-760-705-002-577+
2026-05-31,M-958,3353.1,240,900,003,False,False,False,False,003 590,Bull1:J,RAF,Y,Good,+740-772-240-002-900-003-590+
2026-05-31,M-982,3375.1,825,,,False,False,False,False,<END>,Bull1:U,SAN,Y,Fair,+740-825-002+
2026-05-31,M-1044,3421.1,032,861,,False,False,False,False,<END>,Bull,-,Y,Poor,+520-220-032-002-861+
2026-05-31,M-1045,3422.1,032,820,000,False,False,False,True,000,-,-,N,Poor,+740-100-415-070-032-002-820-000+
2026-05-31,M-1063,3437.1,004,861,,False,False,False,False,<END>,-,-,Y,Poor,+407-004-002-861+
2026-05-31,M-1082,3456.1,235,065,834,False,True,False,True,834,-,-,N,Poor,]000-235-002-065-834+
2026-05-31,M-1085,3459.1,350,817,,False,False,False,False,<END>,Gaur,Trough,Y,Good,+740-100-415-798-460-350-002-817+
2026-05-31,M-1088,3462.1,540,820,,False,False,False,False,<END>,Gaur,Trough,Y,Good,+740-540-002-820+
2026-05-31,M-1089,3463.1,590,374,840,False,False,False,True,840,Gaur,Trough,Y,Fair,+151-390-590-002-374-840+
2026-05-31,M-1107,3478.1,103,000,,False,False,False,False,<END>,Zebu,None,N,Good,+565-740-240-103-002-000+
2026-05-31,M-1109,3480.1,231,820,,False,False,False,False,<END>,Zebu,-,Y,Poor,+520-231-002-820+
2026-05-31,M-1110,3481.1,104,817,,False,False,False,False,<END>,Zebu,None,Y,Poor,+740-615-104-002-817+
2026-05-31,M-1112,3483.1,220,130,035,False,False,False,False,035 171,Zebu,None,Y,Fair,+740-585-220/002-130-035-171+
2026-05-31,M-1114,3485.1,140,741,060,False,False,False,False,060 920,Zebu,None,Y,Poor,+740-140-002-741-060-920+
2026-05-31,M-1115,3486.1,233,861,,False,False,False,False,<END>,Zebu,-,Y,Poor,+740-335-233-002-861+
2026-05-31,M-1119,3490.1,803,820,741,False,False,False,True,741,Zebu,None,Y,Good,+740-803-002-820-741+
2026-05-31,M-1126,3495.1,031,817,,False,False,False,False,<END>,Buff,Trough,N,Poor,+820/000-000-031-002-817+
2026-05-31,M-1127,3496.1,140,,,False,False,False,False,<END>,Buff,Trough,Y,Fair,+060-692/740-269-140-002+
2026-05-31,M-1135,3502.1,061,400,703,False,False,False,True,703,Rhin,SAN,Y,Good,+740-061-002-400-703+
2026-05-31,M-1137,3504.1,904,820,,False,False,False,False,<END>,None,None,Y,Poor,+740-904-002-820+
2026-05-31,M-1138,3505.1,017,820,,False,False,False,False,<END>,Rhin,Trough,Y,Fair,+740-585-017-002-820+
2026-05-31,M-1139,3506.1,621,820,,False,False,False,False,<END>,Rhin,-,Y,Poor,+740-416-621-002-820+
2026-05-31,M-1148,3509.1,220,861,,False,False,False,False,<END>,Elep,None,Y,Good,+520-220-002-861+
2026-05-31,M-1150,3511.1,240,456,,False,False,False,False,<END>,Elep,None,Y,Poor,+621-520-231-240-002-456+
2026-05-31,M-1152,3513.1,235,861,,False,True,False,False,<END>,Elep,Trough,Y,Good,+740-032-840-235-002-861+
2026-05-31,M-1155,3516.1,335,033,705,False,False,False,True,705,Elep,None,Y,Good,+740-760-335-002-033-705+
2026-05-31,M-1159,3519.1,032,168,032,False,False,False,True,032,Elep,None,Y,Good,+232-220-032-002-168-032+
2026-05-31,M-1160,3520.1,031,861,,False,False,False,False,<END>,Elep,None,N,Fair,+000-136-031-002-861+
2026-05-31,M-1161,3521.1,031,861,,False,False,False,False,<END>,Elep,None,Y,Good,+520-233-031-002-861+
2026-05-31,M-1166,3526.1,240,817,,False,False,False,False,<END>,Tigr,Trough,Y,Good,+740-923-240-002-817+
2026-05-31,M-1169,3529.1,072,270,633,False,False,False,False,633 032,Comp,None,Y,Good,+520-033-705-220-032/231-072-002-270-633-032+
2026-05-31,M-1177,3533.1,760,817,,False,False,False,False,<END>,CompBull,None,Y,Good,+740-760-002-817+
2026-05-31,M-1188,3539.1,240,244,632,False,False,False,True,632,None,None,N,Poor,]000/000-125-632-032/240-002-244-632+
2026-05-31,M-1189,3540.1,220,824,,False,False,False,False,<END>,-,-,N,Poor,]861-892-692/000-220-002-824[
2026-05-31,M-1206,3556.2,255,861,,False,False,False,False,<END>,Gaur,None,Y,Good,+740-690-435-255-002-861+
2026-05-31,M-1226,3561.1,233,817,,False,False,False,False,<END>,Gaur,Trough,Y,Fair,+520-033-705-235-233-002-817+
2026-05-31,M-1233,3565.5,850,,,False,False,False,False,<END>,None,None,Y,Poor,+033-700-850-002+
