"id","cisi","site","type","material","dir","position","length","prev","next","next2","at_start","at_end","text"
"3311.1","M-914","Mohenjo-daro","SEAL:S","Steatite","R/L","0","5","","920","320","True","False","+520-920-320-220-415+"
"3326.1","M-931","Mohenjo-daro","SEAL:S","-","R/L","0","5","","233","803","True","False","+520-233-803-060-820+"
"3331.1","M-936","Mohenjo-daro","SEAL:S","Steatite","R/L","0","2","","460","","True","False","+520-460+"
"3351.1","M-956","Mohenjo-daro","SEAL:S","Steatite","R/L","1","5","400","033","705","False","False","+400-520-033-705-233+"
"3354.1","M-959","Mohenjo-daro","SEAL:S","Steatite","R/L","0","5","","033","705","True","False","+520-033-705-236-803+"
"3355.1","M-960","Mohenjo-daro","SEAL:S","Steatite","R/L","0","5","","240","740","True","False","+520-240-740-590-575+"
"3357.1","M-962","Mohenjo-daro","SEAL:S","-","R/L","0","4","","220","240","True","False","+520-220-240-235+"
"3371.1","M-978","Mohenjo-daro","SEAL:S","-","R/L","0","2","","220","","True","False","+520-220+"
"3378.1","M-985","Mohenjo-daro","SEAL:S","-","R/L","0","7","","070","033","True","False","+520-070-033-705-233-235-803+"
"3413.1","M-1031","Mohenjo-daro","SEAL:S","-","R/L","0","4","","220","415","True","False","+520-220-415-817["
"3421.1","M-1044","Mohenjo-daro","SEAL:S","Steatite","R/L","0","5","","220","032","True","False","+520-220-032-002-861+"
"3426.1","M-1050","Mohenjo-daro","SEAL:S","Steatite","-","0","1","","","","True","True","+520["
"3442.1","M-1068","Mohenjo-daro","SEAL:S","-","R/L","0","4","","033","705","True","False","+520-033-705-240["
"3449.1","M-1075","Mohenjo-daro","SEAL","Steatite","R/L","1","3","400","550","","False","False","+400-520-550["
"3464.1","M-1090","Mohenjo-daro","SEAL:S","Steatite","R/L","0","6","","220","235","True","False","+520-220-235-000-130-741+"
"3467.1","M-1095","Mohenjo-daro","SEAL:S","Steatite","R/L","3","6","590","515","503","False","False","+861-292-590-520-515-503+"
"3480.1","M-1109","Mohenjo-daro","SEAL:S","Steatite","R/L","0","4","","231","002","True","False","+520-231-002-820+"
"3487.1","M-1116","Mohenjo-daro","SEAL:S","Steatite","R/L","3","8","350","001","741","False","False","+874-543-350/520-001-741-794-324+"
"3507.1","M-1141","Mohenjo-daro","SEAL:S","Steatite","R/L","1","7","621","072","921","False","False","+621-520-072-921-368-000-000+"
"3509.1","M-1148","Mohenjo-daro","SEAL:S","Steatite","R/L","0","4","","220","002","True","False","+520-220-002-861+"
"3511.1","M-1150","Mohenjo-daro","SEAL:S","Steatite","R/L","1","6","621","231","240","False","False","+621-520-231-240-002-456+"
"3515.1","M-1154","Mohenjo-daro","SEAL:S","Steatite","R/L","1","6","860","231","803","False","False","+860-520-231-803-001-440["
"3518.1","M-1157","Mohenjo-daro","SEAL:S","Steatite","R/L","0","4","","000","000","True","False","+520-000-000-233+"
"3521.1","M-1161","Mohenjo-daro","SEAL:S","Steatite","R/L","0","5","","233","031","True","False","+520-233-031-002-861+"
"3529.1","M-1169","Mohenjo-daro","SEAL:S","Steatite","R/L","0","11","","033","705","True","False","+520-033-705-220-032/231-072-002-270-633-032+"
"3556.1","M-1206","Mohenjo-daro","SEAL:S","Steatite","R/L","0","3","","220","034","True","False","+520-220-034+"
"3561.1","M-1226","Mohenjo-daro","SEAL:S","Steatite","R/L","0","7","","033","705","True","False","+520-033-705-235-233-002-817+"
"3570.1","M-1263","Mohenjo-daro","SEAL:R","Steatite","R/L","3","7","000","480","002","False","False","+000-740-000-520-480-002-570+"
"3576.1","M-1269","Mohenjo-daro","SEAL:R","-","R/L","0","5","","033","706","True","False","+520-033-706-240-235+"
"3579.1","M-1272","Mohenjo-daro","SEAL:R","Steatite","R/L","0","6","","070","921","True","False","+520-070-921-742-615-920+"
"3589.1","M-1284","Mohenjo-daro","SEAL:R","Steatite","R/L","2","8","001","240","806","False","False","+416-001-520-240-806-002-502-031+"
"3616.1","M-1311","Mohenjo-daro","SEAL:R","Steatite","R/L","0","5","","400","354","True","False","+520-400-354-002-817+"
"3658.1","M-1359","Mohenjo-daro","SEAL","Steatite","R/L","0","3","","033","705","True","False","+520-033-705+"
"3688.1","M-1396","Mohenjo-daro","TAB:B","Clay","R/L","0","5","","033","705","True","False","+520-033-705-803-853+"
"3791.1","M-1555","Mohenjo-daro","TAB:C","Copper","R/L","2","7","032","095","585","False","False","+407-032-520-095-585-017-231+"
"3792.1","M-1556","Mohenjo-daro","TAB:C","Copper","R/L","2","7","032","095","585","False","False","+407-032-520-095-585-017-231+"
"3793.1","M-1557","Mohenjo-daro","TAB:C","Copper","R/L","2","7","032","095","585","False","False","+407-032-520-095-585-017-231+"
"3794.1","M-1558","Mohenjo-daro","TAB:C","Copper","R/L","2","7","032","095","585","False","False","+407-032-520-095-585-017-231+"
"3816.1","M-1605","Mohenjo-daro","POT:T:g","Clay","R/L","0","3","","515","240","True","False","+520-515-240["
"3847.1","M-769","Mohenjo-daro","SEAL:S","Steatite","R/L","0","7","","075","235","True","False","+520-075-235-220-032-060-000["
"3854.1","Ns-6","Nausharo","SEAL:S","Steatite","R/L","0","4","","240","060","True","False","+520-240-060-922+"
"3984.1","M-1727","Mohenjo-daro","SEAL:S","-","R/L","0","4","","070","503","True","False","+520-070-503-240+"
"3985.1","M-1736","Mohenjo-daro","SEAL:S","-","R/L","0","8","","033","705","True","False","+520-033-705-235-240-741-903-903+"
"3995.1","M-1843","Mohenjo-daro","SEAL:S","-","R/L","0","7","","220","001","True","False","+520-220-001-820-220-063-315+"
"4069.1","H-1284","Harappa","TAB:I","-","L/R","0","3","","220","415","True","False","+520-220-415+"
"4128.1","H-1470","Harappa","POT:T:g","Clay","R/L","0","1","","","","True","True","]520+"
"4149.1","-","Dholavira","SEAL:S","-","R/L","0","3","","033","033","True","False","+520-033-033+"
"4153.1","-","Rakhigarhi","SEAL:S","-","R/L","0","2","","073","","True","False","+520-073+"
"4156.1","-","Dholavira","TAG","Clay","R/L","0","4","","000","002","True","False","+520-000-002-820+"
"4167.1","-","Dholavira","SEAL:R","Steatite","R/L","0","3","","033","706","True","False","+520-033-706+"
"4170.1","-","Dholavira","TAB:I","-","L/R","1","4","000","220","032","False","False","]000-520-220-032+"
"4177.1","-","Dholavira","SEAL:S","-","R/L","0","9","","233","803","True","False","+520-233-803-060-001-031-905-032-000+"
"4210.1","-","Dholavira","SEAL:S","Steatite","R/L","0","5","","033","705","True","False","+520-033-705-235-803["
"4216.1","-","Dholavira","SEAL:S","-","R/L","0","3","","000","235","True","False","+520-000-235+"
"4220.1","-","Dholavira","SEAL:S","Steatite","R/L","0","3","","742","861","True","False","+520-742-861+"
"4232.1","-","Dholavira","SEAL:S","-","R/L","0","2","","235","","True","False","+520-235+"
"4243.1","-","Dholavira","TAB:I","-","R/L","0","2","","175","","True","False","]520-175["
"4250.1","-","Dholavira","SEAL:S","-","R/L","0","7","","090","803","True","False","+520-090-803-564-741-798-892+"
"4263.1","-","Dholavira","SEAL:R","-","R/L","0","3","","095","000","True","False","+520-095-000["
"4314.1","-","Dholavira","TAG","-","R/L","0","4","","000","002","True","False","+520-000-002-820+"
"4314.2","-","Dholavira","TAG","-","R/L","0","4","","000","002","True","False","+520-000-002-000+"
"4325.1","-","Dholavira","SEAL:S","-","R/L","0","4","","000","000","True","False","+520-000-000-000["
"4530.1","H-1285","Harappa","TAB:I","Steatite","L/R","0","2","","400","","True","False","+520-400["
"4575.1","H-1292","Harappa","TAB:I","Steatite","R/L","3","4","390","","","False","True","]740-000-390-520["
"4580.1","H-1155","Harappa","TAB:B","-","R/L","0","5","","240","002","True","False","+520-240-002-405-501+"
"5218.1","-","Gola Dhoro (Bagasra)","SEAL:S","-","R/L","0","9","","070","495","True","False","+520-070-495-240-060-297-368-632-032+"
"5220.1","-","Bhirrana","SEAL:S","Steatite","R/L","0","3","","463","510","True","False","+520-463-510+"
"5269.1","Rhd-1","Rahman-deri","SEAL","Bone","-","0","2","","031","","True","False","+520-031+"
"5277.1","K-150","Kalibangan","SEAL:S","Steatite","R/L","0","3","","220","006","True","False","+520-220-006+"
"5360.1","Ns-59","Nausharo","SEAL:S","Steatite","R/L","0","5","","220","742","True","False","+520-220-742-060-920+"
"5421.1","-","Kanmer","SEAL:S","Steatite","R/L","0","2","","031","","True","False","+520-031+"
"5441.1","-","Banawali","SEAL:S","Steatite","R/L","0","2","","001","","True","False","+520-001+"
"5444.1","MQ-12","Miri Qalat","SEAL:S","Steatite","L/R","0","2","","013","","True","False","+520-013+"
"5456.1","-","Tarkhanewala-dera","TAG","Clay","R/L","0","4","","235","220","True","False","+520-235-220-032+"
"5561.1","-","Rakhigarhi","TAB:I","-","R/L","1","3","400","000","","False","False","+400-520-000["
"5563.1","-","Rakhigarhi","POT:T:g","-","-","1","2","382","","","False","True","+382-520+"
"5573.1","-","Unknown","SEAL:S","-","R/L","0","6","","033","033","True","False","+520-033-033-741-572-368+"
"5587.1","-","Mohenjo-daro","TAB:C","Copper","R/L","2","7","032","095","585","False","False","+407-032-520-095-585-017-231+"
