"id","cisi","side_index","sides","site","type","material","shape","complete","direction","token_count","status","short_mark_candidate","long_text_candidate","horizontal_bin","vertical_bin","thickness_bin","text"
"396.2","H-1877","2","2","Harappa","TAB:B","Faience","rectangular","Y","R/L","3","clean_side_row","false","true","h_000_015","v_000_010","th_000_003","+400-775-516+"
"377.1","H-1878","1","2","Harappa","TAB:B","Faience","rectangular","Y","-","2","usable_uncertain_side_row","false","false","h_000_015","v_010_020","th_000_003","+033-700+"
"377.2","H-1878","2","2","Harappa","TAB:B","Faience","rectangular","Y","R/L","2","clean_side_row","true","false","h_000_015","v_010_020","th_000_003","+167-705+"
"876.1","H-1879","1","2","Harappa","TAB:B","Faience","rectangular","Y","R/L","3","clean_side_row","false","true","h_000_015","v_000_010","th_000_003","+032-032-700+"
"876.2","H-1879","2","2","Harappa","TAB:B","Faience","rectangular","Y","R/L","3","clean_side_row","false","true","h_000_015","v_000_010","th_000_003","+520-033-033+"
"831.1","H-1880","1","2","Harappa","TAB:B","Faience","rectangular","Y","R/L","2","clean_side_row","true","false","h_000_015","v_000_010","th_000_003","+034-700+"
"831.2","H-1880","2","2","Harappa","TAB:B","Faience","rectangular","Y","R/L","3","clean_side_row","false","true","h_000_015","v_000_010","th_000_003","+520-033-033+"
"375.1","H-1881","1","2","Harappa","TAB:B","Faience","rectangular","Y","R/L","2","clean_side_row","true","false","h_015_025","v_000_010","th_000_003","+700-036+"
"375.2","H-1881","2","2","Harappa","TAB:B","Faience","rectangular","Y","R/L","4","clean_side_row","false","true","h_015_025","v_000_010","th_000_003","+415-700-033-171+"
"466.1","H-1882","1","2","Harappa","TAB:B","Faience","rectangular","Y","R/L","2","clean_side_row","true","false","h_000_015","v_000_010","th_003_007","+002-820+"
"466.2","H-1882","2","2","Harappa","TAB:B","Faience","rectangular","Y","R/L","2","clean_side_row","true","false","h_000_015","v_000_010","th_003_007","+861-003+"
"930.1","H-1883","1","2","Harappa","TAB:B","Faience","rectangular","Y","R/L","2","clean_side_row","true","false","h_000_015","v_000_010","th_000_003","+700-033+"
"930.2","H-1883","2","2","Harappa","TAB:B","Faience","rectangular","Y","L/R","3","clean_side_row","false","true","h_000_015","v_000_010","th_000_003","+740-790-032+"
"636.1","H-1884","1","2","Harappa","TAB:B","Faience","rectangular","N","-","2","audit_only_side_row","false","false","-","v_000_010","th_003_007","]000-490+"
"636.2","H-1884","2","2","Harappa","TAB:B","Faience","rectangular","-","-","1","audit_only_side_row","false","false","-","v_000_010","th_003_007","]033+"
"813.1","H-1885","1","2","Harappa","TAB:B","Faience","rectangular","N","-","1","audit_only_side_row","false","false","-","-","th_003_007","+000["
"813.2","H-1885","2","2","Harappa","TAB:B","Faience","rectangular","N","R/L","2","audit_only_side_row","false","false","-","-","th_003_007","+400-000["
"946.1","H-1886","1","2","Harappa","TAB:B","Faience","rectangular","-","-","1","audit_only_side_row","false","false","-","v_000_010","th_000_003","]034+"
"946.2","H-1886","2","2","Harappa","TAB:B","Faience","rectangular","-","R/L","2","audit_only_side_row","false","false","-","v_000_010","th_000_003","+400-740["
"936.1","H-1887","1","2","Harappa","TAB:B","Faience","rectangular","N","-","1","audit_only_side_row","false","false","-","v_000_010","th_000_003","]000+"
"936.2","H-1887","2","2","Harappa","TAB:B","Faience","rectangular","N","L/R","3","audit_only_side_row","false","false","-","v_000_010","th_000_003","+400-740-000["
"478.1","H-1888","1","2","Harappa","TAB:B","Faience","-","-","R/L","1","audit_only_side_row","false","false","-","v_000_010","th_000_003","+700["
"478.2","H-1888","2","2","Harappa","TAB:B","Faience","-","-","R/L","1","audit_only_side_row","false","false","-","v_000_010","th_000_003","+400["
"595.1","H-1892","1","2","Harappa","TAB:B","Faience","rectangular","N","R/L","3","usable_uncertain_side_row","false","false","h_015_025","v_010_020","th_003_007","+220-000-700+"
"595.2","H-1892","2","2","Harappa","TAB:B","Faience","rectangular","Y","R/L","2","clean_side_row","true","false","h_015_025","v_010_020","th_003_007","+400-698+"
"374.1","H-1893","1","2","Harappa","TAB:B","Faience","rectangular","N","R/L","5","usable_uncertain_side_row","false","false","h_015_025","v_000_010","th_000_003","+000-151-097-001-820+"
"374.2","H-1893","2","2","Harappa","TAB:B","Faience","rectangular","Y","R/L","4","clean_side_row","false","true","h_015_025","v_000_010","th_000_003","+390-003-060-550+"
"382.1","H-1894","1","2","Harappa","TAB:B","Faience","rectangular","Y","R/L","2","clean_side_row","true","false","h_000_015","v_000_010","th_000_003","+700-034+"
"382.2","H-1894","2","2","Harappa","TAB:B","Faience","rectangular","Y","R/L","4","clean_side_row","false","true","h_000_015","v_000_010","th_000_003","+400-740-061-140+"
"406.1","H-1895","1","2","Harappa","TAB:B","Faience","oval","Y","L/R","2","clean_side_row","true","false","h_000_015","v_000_010","th_000_003","+700-034+"
"406.2","H-1895","2","2","Harappa","TAB:B","Faience","oval","Y","L/R","4","clean_side_row","false","true","h_000_015","v_000_010","th_000_003","+400-740-100-240+"
"863.1","H-1896","1","2","Harappa","TAB:B","Faience","oval","Y","R/L","2","clean_side_row","true","false","h_015_025","v_010_020","th_003_007","+700-033+"
"863.2","H-1896","2","2","Harappa","TAB:B","Faience","oval","Y","R/L","3","clean_side_row","false","true","h_015_025","v_010_020","th_003_007","+400-892-831+"
"410.1","H-1897","1","2","Harappa","TAB:B","Faience","isosceles trapezoid","Y","R/L","2","clean_side_row","true","false","h_015_025","v_000_010","th_000_003","+033-700+"
"410.2","H-1897","2","2","Harappa","TAB:B","Faience","isosceles trapezoid","Y","R/L","4","clean_side_row","false","true","h_015_025","v_000_010","th_000_003","+400-740-904-240+"
"419.1","H-1898","1","2","Harappa","TAB:B","Faience","isosceles trapezoid","Y","R/L","2","clean_side_row","true","false","h_000_015","v_000_010","th_000_003","+700-033+"
"419.2","H-1898","2","2","Harappa","TAB:B","Faience","isosceles trapezoid","Y","R/L","3","clean_side_row","false","true","h_000_015","v_000_010","th_000_003","+400-368-741+"
"628.1","H-1899","1","2","Harappa","TAB:B","Faience","rectangular-round","Y","R/L","3","clean_side_row","false","true","h_000_015","v_000_010","th_003_007","+032-032-700+"
"628.2","H-1899","2","2","Harappa","TAB:B","Faience","rectangular-round","Y","R/L","3","clean_side_row","false","true","h_000_015","v_000_010","th_003_007","+520-033-033+"
"381.1","H-1900","1","2","Harappa","TAB:B","Faience","-","N","-","1","audit_only_side_row","false","false","-","v_010_020","th_000_003","+000["
"381.2","H-1900","2","2","Harappa","TAB:B","Faience","-","N","R/L","3","audit_only_side_row","false","false","-","v_010_020","th_000_003","]000-060-692+"
"399.1","H-1901","1","2","Harappa","TAB:B","Faience","-","-","-","1","audit_only_side_row","false","false","-","v_010_020","th_000_003","]032["
"399.2","H-1901","2","2","Harappa","TAB:B","Faience","-","-","R/L","2","audit_only_side_row","false","false","-","v_010_020","th_000_003","]060-692+"
"922.1","H-1902","1","2","Harappa","TAB:B","Faience","rectangular-notched","Y","R/L","2","clean_side_row","true","false","h_000_015","v_000_010","th_000_003","+700-032+"
"922.2","H-1902","2","2","Harappa","TAB:B","Faience","rectangular-notched","Y","R/L","3","clean_side_row","false","true","h_000_015","v_000_010","th_000_003","+158-003-494+"
"675.1","H-1903","1","2","Harappa","TAB:B","Faience","hexagonal","Y","R/L","2","clean_side_row","true","false","h_015_025","v_010_020","th_000_003","+033-700+"
"675.2","H-1903","2","2","Harappa","TAB:B","Faience","hexagonal","Y","R/L","3","clean_side_row","false","true","h_015_025","v_010_020","th_000_003","+740-923-235+"
"433.1","H-1905","1","2","Harappa","TAB:B","Faience","notched oval","Y","L/R","2","clean_side_row","true","false","h_000_015","v_000_010","th_000_003","+740-843+"
"433.2","H-1905","2","2","Harappa","TAB:B","Faience","notched oval","Y","R/L","2","clean_side_row","true","false","h_000_015","v_000_010","th_000_003","+700-033+"
"554.1","H-1906","1","2","Harappa","TAB:B","Faience","heart","Y","R/L","2","clean_side_row","true","false","-","-","th_003_007","+700-032+"
"554.2","H-1906","2","2","Harappa","TAB:B","Faience","heart","Y","R/L","5","clean_side_row","false","true","-","-","th_003_007","+400-090-740-400-090+"
"743.1","H-1907","1","2","Harappa","TAB:B","Faience","heart","Y","R/L","2","clean_side_row","true","false","h_000_015","v_000_010","th_000_003","+520-240+"
"743.2","H-1907","2","2","Harappa","TAB:B","Faience","heart","Y","R/L","2","clean_side_row","true","false","h_000_015","v_000_010","th_000_003","+700-034+"
"515.1","H-1908","1","2","Harappa","TAB:B","Faience","semi-circular","Y","R/L","2","clean_side_row","true","false","h_000_015","v_000_010","-","+700-033+"
"515.2","H-1908","2","2","Harappa","TAB:B","Faience","semi-circular","Y","R/L","2","clean_side_row","true","false","h_000_015","v_000_010","-","+520-240+"
"453.1","H-1909","1","2","Harappa","TAB:B","Faience","semi-circular","Y","R/L","2","clean_side_row","true","false","h_015_025","v_000_010","th_000_003","+700-032+"
"453.2","H-1909","2","2","Harappa","TAB:B","Faience","semi-circular","Y","R/L","3","clean_side_row","false","true","h_015_025","v_000_010","th_000_003","+740-817-491+"
"474.1","H-1910","1","2","Harappa","TAB:B","Faience","semi-circular","N","L/R","2","audit_only_side_row","false","false","-","v_000_010","th_000_003","]000-700+"
"474.2","H-1910","2","2","Harappa","TAB:B","Faience","semi-circular","N","L/R","3","audit_only_side_row","false","false","-","v_000_010","th_000_003","]740-176-000["
"803.1","H-1911","1","2","Harappa","TAB:B","Faience","-","-","-","1","audit_only_side_row","false","false","-","-","th_000_003","+034["
"803.2","H-1911","2","2","Harappa","TAB:B","Faience","-","N","-","2","audit_only_side_row","false","false","-","-","th_000_003","]033-000+"
"437.1","H-1912","1","2","Harappa","TAB:B","Faience","leaf","Y","L/R","2","clean_side_row","true","false","h_000_015","v_010_020","th_000_003","+033-700+"
"437.2","H-1912","2","2","Harappa","TAB:B","Faience","leaf","Y","L/R","2","clean_side_row","true","false","h_000_015","v_010_020","th_000_003","+520-240+"
"449.1","H-1914","1","2","Harappa","TAB:B","Faience","fish","N","-","2","audit_only_side_row","false","false","-","v_010_020","th_000_003","+033-000["
"449.2","H-1914","2","2","Harappa","TAB:B","Faience","fish","-","L/R","2","audit_only_side_row","false","false","-","v_010_020","th_000_003","+740-642["
"414.1","H-1915","1","2","Harappa","TAB:B","Faience","rectangular","Y","R/L","2","clean_side_row","true","false","h_015_025","v_000_010","th_003_007","+700-033+"
"414.2","H-1915","2","2","Harappa","TAB:B","Faience","rectangular","Y","R/L","3","clean_side_row","false","true","h_015_025","v_000_010","th_003_007","+032-920-491+"
"510.1","H-1916","1","2","Harappa","TAB:B","Faience","triangular","Y","R/L","2","clean_side_row","true","false","h_015_025","v_010_020","-","+700-004+"
"510.2","H-1916","2","2","Harappa","TAB:B","Faience","triangular","Y","R/L","4","clean_side_row","false","true","h_015_025","v_010_020","-","+520-070-255-832+"
"627.1","H-1917","1","2","Harappa","TAB:B","Faience","triangular","Y","R/L","2","clean_side_row","true","false","h_000_015","v_010_020","th_003_007","+700-004+"
"627.2","H-1917","2","2","Harappa","TAB:B","Faience","triangular","Y","R/L","3","clean_side_row","false","true","h_000_015","v_010_020","th_003_007","+400-151-097+"
"450.1","H-1918","1","2","Harappa","TAB:B","Faience","-","N","-","1","audit_only_side_row","false","false","-","-","th_000_003","]000+"
"450.2","H-1918","2","2","Harappa","TAB:B","Faience","-","N","-","2","audit_only_side_row","false","false","-","-","th_000_003","]000-090+"
"461.1","H-1919","1","2","Harappa","TAB:B","Faience","prism","Y","R/L","2","clean_side_row","true","false","h_000_015","v_000_010","-","+700-031+"
"461.2","H-1919","2","2","Harappa","TAB:B","Faience","prism","Y","R/L","2","clean_side_row","true","false","h_000_015","v_000_010","-","+740-892+"
"498.1","H-1921","1","2","Harappa","TAB:B","-","circular","Y","R/L","3","clean_side_row","false","true","-","-","-","+125-700-033+"
"498.2","H-1921","2","2","Harappa","TAB:B","-","circular","N","R/L","4","audit_only_side_row","false","false","-","-","-","]000-740-233-240+"
"569.1","H-1922","1","2","Harappa","TAB:B","Faience","circular","Y","R/L","2","clean_side_row","true","false","-","-","th_000_003","+700-032+"
"569.2","H-1922","2","2","Harappa","TAB:B","Faience","circular","Y","R/L","7","clean_side_row","false","true","-","-","th_000_003","+400-740-920-320-233-240-798+"
"567.1","H-1923","1","2","Harappa","TAB:B","Faience","circular","Y","R/L","2","clean_side_row","true","false","-","-","th_003_007","+700-032+"
"567.2","H-1923","2","2","Harappa","TAB:B","Faience","circular","Y","R/L","4","clean_side_row","false","true","-","-","th_003_007","+400-740-032-840+"
"373.1","H-1924","1","2","Harappa","TAB:B","Faience","circular","Y","R/L","2","clean_side_row","true","false","-","-","th_000_003","+033-700+"
"373.2","H-1924","2","2","Harappa","TAB:B","Faience","circular","Y","R/L","3","clean_side_row","false","true","-","-","th_000_003","+550-003-435+"
"864.1","H-1925","1","2","Harappa","TAB:B","Faience","circular","Y","-","2","usable_uncertain_side_row","false","false","-","-","th_000_003","+033-700+"
"864.2","H-1925","2","2","Harappa","TAB:B","Faience","circular","Y","-","2","usable_uncertain_side_row","false","false","-","-","th_000_003","+516-775+"
"921.1","H-1929","1","2","Harappa","TAB:B","Faience","prism","Y","R/L","2","clean_side_row","true","false","h_000_015","v_000_010","-","+700-033+"
"921.2","H-1929","2","2","Harappa","TAB:B","Faience","prism","Y","R/L","4","clean_side_row","false","true","h_000_015","v_000_010","-","+400-740-061-140+"
"771.1","H-1930","1","2","Harappa","TAB:B","Faience","prism","Y","R/L","3","clean_side_row","false","true","h_015_025","v_000_010","-","+032-700-601+"
"771.2","H-1930","2","2","Harappa","TAB:B","Faience","prism","Y","R/L","5","clean_side_row","false","true","h_015_025","v_000_010","-","+408-817-920-002-861+"
"548.1","H-1931","1","2","Harappa","TAB:B","Faience","prism","Y","R/L","2","clean_side_row","true","false","h_015_025","v_000_010","-","+700-032+"
"548.2","H-1931","2","2","Harappa","TAB:B","Faience","prism","Y","R/L","4","clean_side_row","false","true","h_015_025","v_000_010","-","+400-740-176-791+"
"504.1","H-1932","1","2","Harappa","TAB:B","-","prism","Y","R/L","2","clean_side_row","true","false","h_015_025","v_000_010","-","+032-700+"
"504.2","H-1932","2","2","Harappa","TAB:B","-","prism","N","R/L","5","usable_uncertain_side_row","false","false","h_015_025","v_000_010","-","+400-740-000-832-000+"
"917.1","H-1933","1","2","Harappa","TAB:B","Faience","prism","Y","R/L","2","clean_side_row","true","false","h_015_025","v_000_010","-","+700-033+"
"917.2","H-1933","2","2","Harappa","TAB:B","Faience","prism","Y","R/L","4","clean_side_row","false","true","h_015_025","v_000_010","-","+400-520-400-352+"
"765.1","H-1936","1","2","Harappa","TAB:B","Faience","prism","Y","L/R","2","clean_side_row","true","false","h_015_025","v_000_010","-","+700-032+"
"765.2","H-1936","2","2","Harappa","TAB:B","Faience","prism","Y","L/R","3","clean_side_row","false","true","h_015_025","v_000_010","-","+511-032-142+"
"938.1","H-1937","1","2","Harappa","TAB:B","Faience","prism","Y","R/L","2","clean_side_row","true","false","h_015_025","v_000_010","-","+034-700+"
"938.2","H-1937","2","2","Harappa","TAB:B","Faience","prism","Y","R/L","4","clean_side_row","false","true","h_015_025","v_000_010","-","+740-690-435-255+"
"516.1","H-1938","1","2","Harappa","TAB:B","-","prism","Y","R/L","2","clean_side_row","true","false","h_015_025","v_010_020","-","+033-700+"
"516.2","H-1938","2","2","Harappa","TAB:B","-","prism","Y","R/L","4","clean_side_row","false","true","h_015_025","v_010_020","-","+740-690-435-255+"
"556.1","H-1939","1","2","Harappa","TAB:B","Faience","prism","Y","R/L","3","clean_side_row","false","true","h_015_025","v_000_010","-","+824-892-413+"
"556.2","H-1939","2","2","Harappa","TAB:B","Faience","prism","Y","R/L","3","clean_side_row","false","true","h_015_025","v_000_010","-","+400-740-141+"
"458.1","H-1940","1","2","Harappa","TAB:B","Faience","prism","Y","L/R","2","clean_side_row","true","false","h_000_015","v_000_010","-","+700-033+"
"458.2","H-1940","2","2","Harappa","TAB:B","Faience","prism","Y","L/R","4","clean_side_row","false","true","h_000_015","v_000_010","-","+400-740-067-100+"
"927.1","H-1941","1","2","Harappa","TAB:B","Faience","prism","Y","R/L","2","clean_side_row","true","false","h_000_015","v_000_010","-","+700-032+"
"927.2","H-1941","2","2","Harappa","TAB:B","Faience","prism","Y","R/L","3","clean_side_row","false","true","h_000_015","v_000_010","-","+400-236-220+"
"409.1","H-1942","1","2","Harappa","TAB:B","Faience","prism","Y","R/L","2","clean_side_row","true","false","h_015_025","v_000_010","-","+032-700+"
"409.2","H-1942","2","2","Harappa","TAB:B","Faience","prism","Y","R/L","4","clean_side_row","false","true","h_015_025","v_000_010","-","+405-035-002-861+"
"422.1","H-1943","1","2","Harappa","TAB:B","Faience","prism","Y","R/L","2","clean_side_row","true","false","h_000_015","v_000_010","-","+700-034+"
"422.2","H-1943","2","2","Harappa","TAB:B","Faience","prism","Y","R/L","3","clean_side_row","false","true","h_000_015","v_000_010","-","+740-384-031+"
"923.1","H-1945","1","2","Harappa","TAB:B","Faience","prism","Y","R/L","2","clean_side_row","true","false","h_015_025","v_000_010","-","+032-700+"
"923.2","H-1945","2","2","Harappa","TAB:B","Faience","prism","Y","R/L","5","clean_side_row","false","true","h_015_025","v_000_010","-","+400-740-388-717-705+"
"658.1","H-1946","1","3","Harappa","TAB:B","Faience","prism","Y","R/L","2","clean_side_row","true","false","h_015_025","v_000_010","-","+700-014+"
"658.2","H-1946","2","3","Harappa","TAB:B","Faience","prism","Y","NR","1","usable_uncertain_side_row","false","false","h_015_025","v_000_010","-","+144+"
"658.3","H-1946","3","3","Harappa","TAB:B","Faience","prism","Y","R/L","2","clean_side_row","true","false","h_015_025","v_000_010","-","+700-125+"
"755.1","H-1947","1","3","Harappa","TAB:B","Faience","prism","Y","R/L","2","clean_side_row","true","false","h_015_025","v_000_010","-","+700-033+"
"755.2","H-1947","2","3","Harappa","TAB:B","Faience","prism","N","R/L","3","usable_uncertain_side_row","false","false","h_015_025","v_000_010","-","+740-000-031+"
"755.3","H-1947","3","3","Harappa","TAB:B","Faience","prism","N","R/L","3","usable_uncertain_side_row","false","false","h_015_025","v_000_010","-","+740-630-000+"
"475.1","H-1948","1","3","Harappa","TAB:B","Faience","prism","-","-","1","audit_only_side_row","false","false","h_000_015","v_000_010","-","]034["
"475.2","H-1948","2","3","Harappa","TAB:B","Faience","prism","-","R/L","3","audit_only_side_row","false","false","h_000_015","v_000_010","-","]740-440-920["
"475.3","H-1948","3","3","Harappa","TAB:B","Faience","prism","N","-","1","audit_only_side_row","false","false","h_000_015","v_000_010","-","]000["
"485.1","H-1953","1","2","Harappa","TAB:B","Clay","rectangular","Y","R/L","3","clean_side_row","false","true","h_015_025","v_010_020","th_003_007","+700-032-220+"
"485.2","H-1953","2","2","Harappa","TAB:B","Clay","rectangular","Y","R/L","5","clean_side_row","false","true","h_015_025","v_010_020","th_003_007","+520-220-415-240-803+"
"1227.1","H-196","1","3","Harappa","TAB:B","Faience","cylindrical","Y","R/L","4","clean_side_row","false","true","h_025_035","-","-","+407-590-740-072+"
"1227.2","H-196","2","3","Harappa","TAB:B","Faience","cylindrical","Y","R/L","2","clean_side_row","true","false","h_025_035","-","-","+167-706+"
"1227.3","H-196","3","3","Harappa","TAB:B","Faience","cylindrical","Y","R/L","4","clean_side_row","false","true","h_025_035","-","-","+032-700-100-001+"
"915.1","H-1968","1","2","Harappa","TAB:B","Clay","rectangular","-","NR","1","audit_only_side_row","false","false","-","v_010_020","th_003_007","]135["
"915.2","H-1968","2","2","Harappa","TAB:B","Clay","rectangular","-","-","3","audit_only_side_row","false","false","-","v_010_020","th_003_007","+920-318-233["
"535.1","H-1977","1","2","Harappa","TAB:B","Clay","rectangular","Y","R/L","3","clean_side_row","false","true","h_015_025","v_000_010","th_003_007","+740-032-840+"
"535.2","H-1977","2","2","Harappa","TAB:B","Clay","rectangular","Y","R/L","3","clean_side_row","false","true","h_015_025","v_000_010","th_003_007","+740-032-840+"
"393.1","H-1981","1","2","Harappa","TAB:B","Clay","rectangular","Y","R/L","2","clean_side_row","true","false","h_025_035","v_000_010","th_007_012","+700-034+"
"393.2","H-1981","2","2","Harappa","TAB:B","Clay","rectangular","N","R/L","4","usable_uncertain_side_row","false","false","h_025_035","v_000_010","th_007_012","+000-004-745-590+"
"690.1","H-1982","1","2","Harappa","TAB:B","Clay","cylindrical","Y","R/L","2","clean_side_row","true","false","h_025_035","-","th_007_012","+700-034+"
"690.2","H-1982","2","2","Harappa","TAB:B","Clay","cylindrical","N","R/L","4","usable_uncertain_side_row","false","false","h_025_035","-","th_007_012","+390-000-742-000+"
"1003.1","H-1985","1","2","Harappa","TAB:B","Clay","rectangular-round","-","-","1","audit_only_side_row","false","false","-","v_010_020","th_003_007","]240+"
"1003.2","H-1985","2","2","Harappa","TAB:B","Clay","rectangular-round","N","-","2","audit_only_side_row","false","false","-","v_010_020","th_003_007","+463-000["
"949.1","H-1986","1","2","Harappa","TAB:B","Clay","rectangular-round","-","-","2","audit_only_side_row","false","false","-","v_010_020","th_003_007","]716-605+"
"949.2","H-1986","2","2","Harappa","TAB:B","Clay","rectangular-round","Y","-","2","usable_uncertain_side_row","false","false","-","v_010_020","th_003_007","+033-700+"
"394.1","H-1987","1","2","Harappa","TAB:B","Clay","rectangular","Y","R/L","2","clean_side_row","true","false","h_015_025","v_000_010","th_003_007","+700-034+"
"394.2","H-1987","2","2","Harappa","TAB:B","Clay","rectangular","Y","R/L","6","clean_side_row","false","true","h_015_025","v_000_010","th_003_007","+390-004-455-371-741-590+"
"689.1","H-1988","1","2","Harappa","TAB:B","Clay","rectangular","Y","R/L","5","clean_side_row","false","true","h_015_025","v_000_010","th_003_007","+851-740-705-924-156+"
"689.2","H-1988","2","2","Harappa","TAB:B","Clay","rectangular","Y","R/L","6","clean_side_row","false","true","h_015_025","v_000_010","th_003_007","+700-033-711-335-575-413+"
"687.1","H-1989","1","2","Harappa","TAB:B","Clay","rectangular","Y","R/L","5","clean_side_row","false","true","h_015_025","v_000_010","th_003_007","+851-740-705-924-156+"
"687.2","H-1989","2","2","Harappa","TAB:B","Clay","rectangular","Y","R/L","6","clean_side_row","false","true","h_015_025","v_000_010","th_003_007","+700-033-711-335-575-413+"
"1230.1","H-199","1","2","Harappa","TAB:B","Faience","cylindrical","Y","R/L","4","clean_side_row","false","true","h_025_035","-","-","+740-752-482-240+"
"1230.2","H-199","2","2","Harappa","TAB:B","Faience","cylindrical","N","R/L","4","usable_uncertain_side_row","false","false","h_025_035","-","-","+000-000-000-745+"
"581.1","H-1990","1","2","Harappa","TAB:B","Clay","rectangular","Y","R/L","5","clean_side_row","false","true","h_015_025","v_000_010","th_003_007","+851-740-705-924-156+"
"581.2","H-1990","2","2","Harappa","TAB:B","Clay","rectangular","Y","R/L","6","clean_side_row","false","true","h_015_025","v_000_010","th_003_007","+700-033-711-335-575-413+"
"459.1","H-1991","1","2","Harappa","TAB:B","Clay","cylindrical","Y","R/L","3","clean_side_row","false","true","h_015_025","-","th_003_007","+824-892-413+"
"459.2","H-1991","2","2","Harappa","TAB:B","Clay","cylindrical","Y","R/L","3","clean_side_row","false","true","h_015_025","-","th_003_007","+740-100-415+"
"913.1","H-1992","1","2","Harappa","TAB:B","Faience","cylindrical","Y","R/L","3","clean_side_row","false","true","h_015_025","-","th_003_007","+520-220-415+"
"913.2","H-1992","2","2","Harappa","TAB:B","Faience","cylindrical","Y","R/L","3","clean_side_row","false","true","h_015_025","-","th_003_007","+520-220-415+"
"744.1","H-1993","1","2","Harappa","TAB:B","Clay","rectangular","Y","R/L","2","clean_side_row","true","false","h_025_035","v_010_020","th_003_007","+700-033+"
"744.2","H-1993","2","2","Harappa","TAB:B","Clay","rectangular","N","R/L","7","usable_uncertain_side_row","false","false","h_025_035","v_010_020","th_003_007","+740-000-220-004-002-390-095+"
"395.1","H-1994","1","2","Harappa","TAB:B","Clay","cylindrical","Y","-","2","usable_uncertain_side_row","false","false","h_015_025","-","th_007_012","+700-033+"
"395.2","H-1994","2","2","Harappa","TAB:B","Clay","cylindrical","Y","-","3","usable_uncertain_side_row","false","false","h_015_025","-","th_007_012","+200-705-380+"
"869.1","H-1995","1","2","Harappa","TAB:B","Clay","cylindrical","Y","R/L","2","clean_side_row","true","false","h_025_035","-","th_007_012","+700-033+"
"869.2","H-1995","2","2","Harappa","TAB:B","Clay","cylindrical","Y","R/L","3","clean_side_row","false","true","h_025_035","-","th_007_012","+400-151-142+"
"1231.1","H-200","1","2","Harappa","TAB:B","Faience","cylindrical","Y","R/L","4","clean_side_row","false","true","h_025_035","v_010_020","-","+740-752-482-240+"
"1231.2","H-200","2","2","Harappa","TAB:B","Faience","cylindrical","N","R/L","4","usable_uncertain_side_row","false","false","h_025_035","v_010_020","-","+000-000-000-745+"
"580.1","H-2006","1","2","Harappa","TAB:B","Clay","twisted rectangular","Y","NR","1","usable_uncertain_side_row","false","false","-","v_010_020","th_003_007","+700+"
"580.2","H-2006","2","2","Harappa","TAB:B","Clay","twisted rectangular","N","R/L","5","usable_uncertain_side_row","false","false","-","v_010_020","th_003_007","+740-752-175-000-000+"
"661.1","H-2007","1","2","Harappa","TAB:B","Clay","twisted rectangular","N","-","3","usable_uncertain_side_row","false","false","h_025_035","v_000_010","th_003_007","+000-000-140+"
"661.2","H-2007","2","2","Harappa","TAB:B","Clay","twisted rectangular","N","-","3","usable_uncertain_side_row","false","false","h_025_035","v_000_010","th_003_007","+000-705-590+"
"1232.1","H-201","1","2","Harappa","TAB:B","-","cylindrical","Y","R/L","4","clean_side_row","false","true","h_015_025","v_010_020","-","+740-752-482-240+"
"1232.2","H-201","2","2","Harappa","TAB:B","-","cylindrical","N","R/L","4","usable_uncertain_side_row","false","false","h_015_025","v_010_020","-","+000-000-000-745+"
"729.1","H-2010","1","2","Harappa","TAB:B","Faience","oval","Y","R/L","4","clean_side_row","false","true","h_025_035","v_010_020","-","+740-176-220-235+"
"729.2","H-2010","2","2","Harappa","TAB:B","Faience","oval","Y","R/L","5","clean_side_row","false","true","h_025_035","v_010_020","-","+740-482-240-002-861+"
"937.1","H-2011","1","2","Harappa","TAB:B","Clay","elliptical","Y","R/L","4","clean_side_row","false","true","h_025_035","v_010_020","th_003_007","+740-176-220-235+"
"937.2","H-2011","2","2","Harappa","TAB:B","Clay","elliptical","Y","R/L","5","clean_side_row","false","true","h_025_035","v_010_020","th_003_007","+740-482-240-002-861+"
"1019.1","H-2012","1","2","Harappa","TAB:B","Clay","-","-","R/L","2","audit_only_side_row","false","false","-","v_010_020","th_003_007","+740-482["
"1019.2","H-2012","2","2","Harappa","TAB:B","Clay","-","-","R/L","2","audit_only_side_row","false","false","-","v_010_020","th_003_007","]235-220+"
"412.1","H-2014","1","2","Harappa","TAB:B","Clay","-","-","L/R","3","audit_only_side_row","false","false","-","v_010_020","th_003_007","+033-705-235["
"412.2","H-2014","2","2","Harappa","TAB:B","Clay","-","N","L/R","4","audit_only_side_row","false","false","-","v_010_020","th_003_007","]000-832-002-817+"
"402.1","H-2015","1","2","Harappa","TAB:B","Clay","rectangular-round","N","L/R","4","usable_uncertain_side_row","false","false","h_gt_035","v_010_020","th_003_007","+033-705-235-000+"
"402.2","H-2015","2","2","Harappa","TAB:B","Clay","rectangular-round","Y","L/R","7","clean_side_row","false","true","h_gt_035","v_010_020","th_003_007","+520-033-705-235-832-002-817+"
"370.1","H-2016","1","2","Harappa","TAB:B","Clay","rectangular","Y","R/L","8","clean_side_row","false","true","h_025_035","v_010_020","th_003_007","+317-740-335-740-176-002-920-491+"
"370.2","H-2016","2","2","Harappa","TAB:B","Clay","rectangular","Y","R/L","6","clean_side_row","false","true","h_025_035","v_010_020","th_003_007","+700-032-740-335-575-413+"
