"checked_date","lipi_sign","source_row_id","cisi","cisi_prefix","in_mayig_overlap_by_cisi","overlap_count_match","overlap_comparison_status","site","type","material","shape","preservation","direction","class","sign_count","frame700_relation","text","overlap_lipi_text","overlap_mayig_graphemes","research_use","accepted_decipherment_claim"
"2026-05-25","032","1703.2","H-814","H","0","","","Harappa","TAB:B","Faience","rectangular-round","complete","L/R","VN","2","700_before_sign","+700-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","1704.1","H-815","H","0","","","Harappa","TAB:B","Faience","hexagonal","complete","R/L","VN","2","700_before_sign","+700-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","1706.2","H-817","H","0","","","Harappa","TAB:B","Faience","notched oval","complete","R/L","NV","2","700_after_sign","+032-700+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","1715.2","H-825","H","0","","","Harappa","TAB:B","-","crescent","chipped","R/L","SS","3","not_adjacent_to_700","+740-032-840+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","1717.2","H-829","H","0","","","Harappa","TAB:B","-","semi-circular","complete","L/R","VX","3","700_before_sign","+700-032-390+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","1719.2","H-833","H","0","","","Harappa","TAB:B","Faience","circular","complete","R/L","VN","2","700_before_sign","+700-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","1723.2","H-837","H","0","","","Harappa","TAB:B","Faience","circular","partly damaged","R/L","VN","2","700_before_sign","+700-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","1725.1","H-839","H","0","","","Harappa","TAB:B","Faience","circular","complete","R/L","NV","2","700_after_sign","+032-700+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","1735.2","H-849","H","0","","","Harappa","TAB:B","Faience","prism","complete","R/L","NV","2","700_after_sign","+032-700+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","1736.2","H-850","H","0","","","Harappa","TAB:B","Faience","prism","complete","R/L","NV","2","700_after_sign","+032-700+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","1738.1","H-852","H","0","","","Harappa","TAB:B","Faience","prism","complete","R/L","VN","2","700_before_sign","+700-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","1740.2","H-854","H","0","","","Harappa","TAB:B","Faience","prism","complete","L/R","VN","2","700_before_sign","+700-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","1760.2","H-877","H","0","","","Harappa","TAB:B","Faience","rectangular","complete","R/L","VN","2","700_before_sign","+700-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","1767.2","H-884","H","0","","","Harappa","TAB:I","Steatite","rectangular","complete","R/L","??","2","not_adjacent_to_700","+585-000-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","1786.1","H-904","H","0","","","Harappa","TAB:I","Steatite","rectangular","complete","R/L","SS","4","not_adjacent_to_700","+740-032-840-002+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","1787.2","H-905","H","0","","","Harappa","TAB:I","Steatite","rectangular","complete","R/L","LP","7","not_adjacent_to_700","+400-740-636-240-031-032-171+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","1796.1","H-916","H","0","","","Harappa","TAB:I","Steatite","rectangular","complete","R/L","SS","4","not_adjacent_to_700","+400-740-032-059+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","1797.2","H-917","H","0","","","Harappa","TAB:I","Steatite","rectangular","complete","R/L","SS","4","not_adjacent_to_700","+400-740-032-027+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","1798.2","H-918","H","0","","","Harappa","TAB:I","Steatite","rectangular","chipped","R/L","??","3","not_adjacent_to_700","+400-740-032-000+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","1806.2","H-926","H","0","","","Harappa","TAB:I","Steatite","rectangular","complete","R/L","VN","2","700_before_sign","+700-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","1810.2","H-930","H","0","","","Harappa","TAB:I","Steatite","rectangular","complete","R/L","VN","2","700_before_sign","+700-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","1821.1","H-941","H","0","","","Harappa","TAB:I","Steatite","rectangular","complete","R/L","SC","4","not_adjacent_to_700","+590-032-645-003+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","1823.2","H-943","H","0","","","Harappa","TAB:I","Steatite","rectangular","complete","R/L","VN","2","700_before_sign","+700-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","1824.2","H-944","H","0","","","Harappa","TAB:I","Steatite","rectangular","partly damaged","R/L","VN","2","700_before_sign","+700-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","1830.1","H-950","H","0","","","Harappa","TAB:I","Steatite","rectangular","complete","R/L","??","3","not_adjacent_to_700","+710-455-220-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","1839.2","H-962","H","0","","","Harappa","TAB:I","Steatite","oval","complete","R/L","VN","2","700_before_sign","+700-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","1840.2","H-963","H","0","","","Harappa","TAB:I","Steatite","circular","slightly chipped","R/L","VN","2","700_before_sign","+700-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","1842.2","H-965","H","0","","","Harappa","TAB:I","Steatite","rectangular-round","chipped","R/L","VN","2","700_before_sign","+700-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","1843.2","H-966","H","0","","","Harappa","TAB:I","-","rectangular-rounded","complete","R/L","VN","2","700_before_sign","+700-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","1844.1","H-967","H","0","","","Harappa","TAB:I","Steatite","rectangular-round","complete","R/L","SS","4","not_adjacent_to_700","+400-740-032-028+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","1845.1","H-968","H","0","","","Harappa","TAB:I","-","rectangular-round","complete","L/R","VN","2","700_before_sign","+700-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","1846.1","H-969","H","0","","","Harappa","TAB:B","-","elliptical","complete","R/L","VN","2","700_before_sign","+700-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","1847.2","H-970","H","0","","","Harappa","TAB:I","Steatite","elliptical","fragment","R/L","UC","1","not_adjacent_to_700","]032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","1848.2","H-971","H","0","","","Harappa","TAB:I","Steatite","notched oval","fragment","-","UC","1","not_adjacent_to_700","]032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","1852.2","H-975","H","0","","","Harappa","TAB:I","Steatite","prism","chipped","R/L","VN","2","700_before_sign","+700-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","1854.1","H-977","H","0","","","Harappa","TAB:I","Steatite","prism","fragment","R/L","??","3","not_adjacent_to_700","+400-740-032-000[","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","1864.2","H-988","H","0","","","Harappa","TAB:I","Steatite","cuboid","complete","R/L","LP","7","not_adjacent_to_700","+400-740-636-240-031-032-171+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","293.1","H-1033","H","0","","","Harappa","SEAL:S","Steatite","square","complete","R/L","LC","6","not_adjacent_to_700","+220-500-520-002-862-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","3922.1","H-1037","H","0","","","Harappa","SEAL:S","Steatite","square","complete","R/L","??","4","not_adjacent_to_700","+740-904-032-002-000+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","3925.1","H-1048","H","0","","","Harappa","SEAL:S","-","square","complete","R/L","LP","6","not_adjacent_to_700","+740-032-840-235-002-817+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","3950.1","H-1084","H","0","","","Harappa","POT:T:s","Clay","-","fragment","R/L","ZN","2","not_adjacent_to_700","+220-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","5407.1","H-1090","H","0","","","Harappa","TAG","Clay","rectangular","complete","-","??","1","not_adjacent_to_700","+000-032-000[","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","3959.2","H-1100","H","0","","","Harappa","TAB:B","-","rectangular","complete","R/L","VN","2","700_before_sign","+700-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","273.2","H-1102","H","0","","","Harappa","TAB:B","Faience","rectangular","complete","R/L","VN","2","700_before_sign","+700-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","226.2","H-1119","H","0","","","Harappa","TAB:B","Faience","cylindrical","complete","R/L","??","2","not_adjacent_to_700","+400-032-000+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","313.2","H-1123","H","0","","","Harappa","TAB:B","Faience","rectangular","complete","R/L","VN","2","700_before_sign","+700-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","4599.1","H-1125","H","0","","","Harappa","TAB:I","Steatite","rectangular","fragment","-","??","1","not_adjacent_to_700","+000-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","163.1","H-1128","H","0","","","Harappa","TAB:B","Faience","-","fragment","-","??","1","not_adjacent_to_700","]000-032[","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","249.2","H-1133","H","0","","","Harappa","TAB:B","Faience","conical","complete","R/L","VN","2","700_before_sign","+700-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","3973.2","H-1134","H","0","","","Harappa","TAB:B","-","conical","slightly chipped","R/L","VN","2","700_before_sign","+700-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","3974.2","H-1135","H","0","","","Harappa","TAB:B","-","-","fragment","-","UC","1","not_adjacent_to_700","]032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","3976.2","H-1140","H","0","","","Harappa","TAB:B","-","fish","complete","R/L","SC","4","not_adjacent_to_700","+740-032-840-679+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","4935.2","H-1141","H","0","","","Harappa","TAB:B","-","fish","complete","R/L","SC","4","not_adjacent_to_700","+740-032-840-679+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","682.1","H-1146","H","0","","","Harappa","TAB:B","-","circular","complete","R/L","VN","2","700_before_sign","+700-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","3982.2","H-1153","H","0","","","Harappa","TAB:B","Ceramic","prism","slightly chipped","R/L","NU","2","700_before_sign","+700-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","270.2","H-1156","H","0","","","Harappa","TAB:B","Steatite","rectangular","complete","R/L","VN","2","700_before_sign","+700-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","4065.2","H-1269","H","0","","","Harappa","TAB:I","-","-","fragment","R/L","UC","2","700_before_sign","]700-032[","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","4062.2","H-1275","H","0","","","Harappa","TAB:I","-","-","fragment","R/L","UC","2","700_before_sign","]700-032[","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","4068.1","H-1281","H","0","","","Harappa","TAB:I","Steatite","rectangular","chipped","R/L","VN","2","700_before_sign","+700-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","264.1","H-1287","H","0","","","Harappa","TAB:I","Steatite","rectangular","complete","R/L","SC","4","not_adjacent_to_700","+400-156-140-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","1061.2","H-1294","H","0","","","Harappa","TAB:I","Steatite","rectangular","complete","R/L","VN","2","700_before_sign","+700-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","257.2","H-1309","H","0","","","Harappa","TAB:I","Steatite","rectangular-round","complete","L/R","VN","2","700_before_sign","+700-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","229.1","H-1312","H","0","","","Harappa","TAB:I","Steatite","oval","fragment","R/L","SC","5","not_adjacent_to_700","+740-031-904-001-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","229.2","H-1312","H","0","","","Harappa","TAB:I","Steatite","oval","fragment","R/L","VN","2","700_before_sign","+700-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","4081.2","H-1313","H","0","","","Harappa","TAB:I","Steatite","elliptical","complete","R/L","VN","2","700_before_sign","+700-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","255.1","H-1319","H","0","","","Harappa","TAB:I","Steatite","notched oval","complete","R/L","VN","2","700_before_sign","+700-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","4072.2","H-1320","H","0","","","Harappa","TAB:I","-","notched oval","complete","R/L","VN","2","700_before_sign","+700-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","317.1","H-1321","H","0","","","Harappa","TAB:B","Steatite","notched oval","complete","R/L","SC","3","not_adjacent_to_700","+400-226-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","317.2","H-1321","H","0","","","Harappa","TAB:B","Steatite","notched oval","complete","R/L","VN","2","700_before_sign","+700-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","1054.2","H-1325","H","0","","","Harappa","TAB:I","Steatite","fish","complete","R/L","??","3","not_adjacent_to_700","+740-032-165-000+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","282.1","H-1330","H","0","","","Harappa","TAB:I","Steatite","circular","complete","R/L","VN","2","700_before_sign","+700-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","4090.1","H-1350","H","0","","","Harappa","TAB:I","-","prism","complete","R/L","ZN","2","not_adjacent_to_700","+226-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","1049.2","H-1353","H","0","","","Harappa","TAB:B","Steatite","prism","complete","-","NV","2","700_after_sign","+032-700+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","222.1","H-1354","H","0","","","Harappa","TAB:I","Steatite","rectangular","complete","R/L","SC","4","not_adjacent_to_700","+824-032-578-415+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","4101.1","H-1375","H","0","","","Harappa","POT:T:g","Clay","-","fragment","NR","NU","1","not_adjacent_to_700","+032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","4106.1","H-1383","H","0","","","Harappa","POT:T:g","Clay","-","fragment","NR","NU","1","not_adjacent_to_700","+032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","4113.1","H-1413","H","0","","","Harappa","POT:T:g","Clay","-","fragment","R/L","UC","3","not_adjacent_to_700","]408-070-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","4115.1","H-1415","H","0","","","Harappa","POT:T:g","Clay","-","fragment","R/L","??","1","not_adjacent_to_700","+032-000+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","175.1","H-1418","H","0","","","Harappa","POT:T:g","Clay","-","fragment","R/L","UC","2","not_adjacent_to_700","]220-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","320.1","H-1506","H","0","","","Harappa","MISC","Stone","-","fragment","R/L","UC","5","not_adjacent_to_700","]820-595-032-115-550[","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","5473.1","H-1519","H","0","","","Harappa","MISC","Copper","conical","complete","R/L","??","2","not_adjacent_to_700","+740-032-000+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","4480.1","H-1553","H","0","","","Harappa","POT:T:g","Ceramic","-","partly damaged","NR","NU","2","not_adjacent_to_700","+032-999-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","1020.1","H-1657","H","0","","","Harappa","SEAL:S","Steatite","square","complete","R/L","LP","13","not_adjacent_to_700","+740-405-590-032-900-003-806-235-220-032-002-690-921+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","513.1","H-1671","H","0","","","Harappa","SEAL:S","-","square","complete","R/L","IT","6","not_adjacent_to_700","+740-061-002-455-420-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","920.1","H-1678","H","0","","","Harappa","SEAL:S","Steatite","square","complete","R/L","MT","5","not_adjacent_to_700","+520-233-240-220-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","507.1","H-1681","H","0","","","Harappa","SEAL:S","Steatite","square","fragment","R/L","??","3","not_adjacent_to_700","]000-032-002-820+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","426.1","H-1714","H","0","","","Harappa","SEAL:R","Steatite","cuboid-convex","complete","R/L","SC","3","not_adjacent_to_700","+407-790-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","5457.1","H-1718","H","0","","","Harappa","SEAL","Steatite","-","fragment","R/L","??","2","not_adjacent_to_700","]000-240-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","371.1","H-1771","H","0","","","Harappa","TAB:B","Faience","rectangular","complete","L/R","VN","2","700_before_sign","+700-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","400.1","H-1772","H","0","","","Harappa","TAB:B","Faience","rectangular","complete","R/L","VN","2","700_before_sign","+700-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","383.1","H-1773","H","0","","","Harappa","TAB:B","Faience","rectangular","complete","L/R","VN","2","700_before_sign","+700-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","1021.2","H-1774","H","0","","","Harappa","TAB:B","Faience","rectangular","complete","R/L","VN","2","700_before_sign","+700-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","570.1","H-1797","H","0","","","Harappa","TAB:B","Faience","rectangular","complete","L/R","VN","2","700_after_sign","+032-700+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","477.1","H-1804","H","0","","","Harappa","TAB:B","Faience","rectangular","complete","R/L","VN","2","700_before_sign","+700-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","463.1","H-1827","H","0","","","Harappa","TAB:B","Faience","rectangular","complete","R/L","VX","5","700_before_sign","+700-032-690-368-817+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","792.1","H-1835","H","0","","","Harappa","TAB:B","Faience","rectangular","fragment","-","UC","3","not_adjacent_to_700","]436-032-923[","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","497.1","H-1836","H","0","","","Harappa","TAB:B","Faience","rectangular","complete","R/L","VN","2","700_before_sign","+700-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","652.1","H-1841","H","0","","","Harappa","TAB:B","Faience","rectangular","chipped","R/L","VN","2","700_before_sign","+700-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","386.1","H-1853","H","0","","","Harappa","TAB:B","Faience","rectangular","complete","R/L","VN","2","700_before_sign","+700-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","557.1","H-1855","H","0","","","Harappa","TAB:B","Faience","rectangular","complete","R/L","NV","2","700_after_sign","+032-700+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","599.1","H-1864","H","0","","","Harappa","TAB:B","Faience","rectangular","complete","R/L","NV","2","700_after_sign","+032-700+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","411.1","H-1865","H","0","","","Harappa","TAB:B","Faience","rectangular","complete","R/L","VN","2","700_before_sign","+700-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","876.1","H-1879","H","0","","","Harappa","TAB:B","Faience","rectangular","complete","R/L","NV","3","700_after_sign","+032-032-700+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","930.2","H-1883","H","0","","","Harappa","TAB:B","Faience","rectangular","complete","L/R","SC","3","not_adjacent_to_700","+740-790-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","628.1","H-1899","H","0","","","Harappa","TAB:B","Faience","rectangular-round","complete","R/L","NV","3","700_after_sign","+032-032-700+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","399.1","H-1901","H","0","","","Harappa","TAB:B","Faience","-","fragment","-","UC","1","not_adjacent_to_700","]032[","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","922.1","H-1902","H","0","","","Harappa","TAB:B","Faience","rectangular-notched","complete","R/L","VN","2","700_before_sign","+700-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","554.1","H-1906","H","0","","","Harappa","TAB:B","Faience","heart","complete","R/L","VN","2","700_before_sign","+700-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","453.1","H-1909","H","0","","","Harappa","TAB:B","Faience","semi-circular","complete","R/L","VN","2","700_before_sign","+700-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","414.2","H-1915","H","0","","","Harappa","TAB:B","Faience","rectangular","complete","R/L","SC","3","not_adjacent_to_700","+032-920-491+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","569.1","H-1922","H","0","","","Harappa","TAB:B","Faience","circular","complete","R/L","VN","2","700_before_sign","+700-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","567.1","H-1923","H","0","","","Harappa","TAB:B","Faience","circular","complete","R/L","VN","2","700_before_sign","+700-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","567.2","H-1923","H","0","","","Harappa","TAB:B","Faience","circular","complete","R/L","SC","4","not_adjacent_to_700","+400-740-032-840+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","771.1","H-1930","H","0","","","Harappa","TAB:B","Faience","prism","complete","R/L","NV","3","700_after_sign","+032-700-601+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","548.1","H-1931","H","0","","","Harappa","TAB:B","Faience","prism","complete","R/L","VN","2","700_before_sign","+700-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","504.1","H-1932","H","0","","","Harappa","TAB:B","-","prism","complete","R/L","NV","2","700_after_sign","+032-700+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","765.1","H-1936","H","0","","","Harappa","TAB:B","Faience","prism","complete","L/R","VN","2","700_before_sign","+700-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","765.2","H-1936","H","0","","","Harappa","TAB:B","Faience","prism","complete","L/R","SC","3","not_adjacent_to_700","+511-032-142+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","927.1","H-1941","H","0","","","Harappa","TAB:B","Faience","prism","complete","R/L","VN","2","700_before_sign","+700-032+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","409.1","H-1942","H","0","","","Harappa","TAB:B","Faience","prism","complete","R/L","NV","2","700_after_sign","+032-700+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","923.1","H-1945","H","0","","","Harappa","TAB:B","Faience","prism","chipped","R/L","VN","2","700_after_sign","+032-700+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","485.1","H-1953","H","0","","","Harappa","TAB:B","Clay","rectangular","complete","R/L","VX","3","700_before_sign","+700-032-220+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","535.1","H-1977","H","0","","","Harappa","TAB:B","Clay","rectangular","complete","R/L","SS","3","not_adjacent_to_700","+740-032-840+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","535.2","H-1977","H","0","","","Harappa","TAB:B","Clay","rectangular","complete","R/L","SS","3","not_adjacent_to_700","+740-032-840+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","697.1","H-2000","H","0","","","Harappa","TAB:B","Clay","cylindrical","chipped","-","??","3","700_before_sign","+700-032-000-091+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","370.2","H-2016","H","0","","","Harappa","TAB:B","Clay","rectangular","complete","R/L","MS","6","700_before_sign","+700-032-740-335-575-413+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","904.2","H-2019","H","0","","","Harappa","TAB:B","Clay","prism","complete","R/L","SC","4","not_adjacent_to_700","+690-590-032-220+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","902.2","H-2020","H","0","","","Harappa","TAB:B","Clay","prism","complete","R/L","SC","4","not_adjacent_to_700","+690-590-032-220+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","594.1","H-2022","H","0","","","Harappa","TAB:B","Clay","prism","complete","R/L","SC","3","not_adjacent_to_700","+032-850-031+","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
"2026-05-25","032","587.1","H-2059","H","0","","","Harappa","TAB:I","Steatite","rectangular","fragment","R/L","UC","2","700_before_sign","+700-032[","","","frame700_control_or_comparator_row_not_a_crosswalk_mapping","0"
