checked_date,object,row_id,site,type,context,successor,successor_in_framed_x_set,terminal_successor,next_after_successor,prev_before_390,text
2026-05-31,M-436,3846.1,Mohenjo-daro,TAB:B,unframed_390,370,false,true,<END>,<START>,+390-370+
2026-05-31,M-436,3846.2,Mohenjo-daro,TAB:B,unframed_390,370,false,true,<END>,<START>,+390-370+
2026-05-31,Ns-7,3855.1,Nausharo,SEAL:S,unframed_390,003,false,false,002,<START>,+390-003-002-820+
2026-05-31,Sktd-1,3875.1,Surkotada,SEAL:S,unframed_390,004,false,false,002,<START>,+390-004-002-390-125-820+
2026-05-31,Sktd-1,3875.1,Surkotada,SEAL:S,002_framed_390,125,true,false,820,002,+390-004-002-390-125-820+
2026-05-31,Sktd-2,3876.1,Surkotada,SEAL:S,unframed_390,803,false,false,740,060,+740-060-390-803-740+
2026-05-31,-:3884.1,3884.1,Tell Umma,TAG:L,unframed_390,004,false,false,002,<START>,+390-004-002-705-127+
2026-05-31,-:3885.1,3885.1,Tello,SEAL:S,unframed_390,440,false,false,384,220,+000-220-390-440-384+
2026-05-31,H-1046,3924.1,Harappa,SEAL:S,unframed_390,590,true,true,<END>,151,+151-390-590+
2026-05-31,H-1079,3931.1,Harappa,SEAL:R,unframed_390,590,true,false,002,740,+740-390-590-002-000[
2026-05-31,H-1107,3967.1,Harappa,TAB:B,unframed_390,590,true,false,235,740,+740-390-590-235+
2026-05-31,M-1806,3990.1,Mohenjo-daro,SEAL:S,unframed_390,003,false,false,002,<START>,+390-003-002-820+
2026-05-31,M-1823,3991.1,Mohenjo-daro,SEAL:S,unframed_390,004,false,false,002,<START>,+390-004-002-031-376+
2026-05-31,M-1825,3992.1,Mohenjo-daro,SEAL:S,002_framed_390,705,true,true,<END>,002,+157-031-002-390-705+
2026-05-31,M-1835,3993.1,Mohenjo-daro,SEAL:S,unframed_390,032,false,true,<END>,001,+154-900-004-001-390-032+
2026-05-31,H-1291,4071.1,Harappa,TAB:I,unframed_390,590,true,true,<END>,000,]000-390-590[
2026-05-31,-:4155.1,4155.1,Gonur Depe,SEAL:S,unframed_390,590,true,false,125,740,+740-390-590-125-220-235-002-285+
2026-05-31,-:4180.1,4180.1,Dholavira,SEAL:S,unframed_390,006,false,false,000,<START>,+390-006-000[
2026-05-31,-:4182.1,4182.1,Dholavira,SEAL:S,unframed_390,590,true,false,231,740,+740-390-590-231-002-705-530-904+
2026-05-31,-:4195.1,4195.1,Dholavira,SEAL:S,unframed_390,590,true,false,002,820,+820-390-590-002-861+
2026-05-31,-:4198.1,4198.1,Dholavira,SEAL:S,unframed_390,550,false,false,452,<START>,+390-550-452-060-690+
2026-05-31,-:4203.1,4203.1,Dholavira,SEAL:S,unframed_390,017,false,false,002,513,+463-513/390-017-002-463-575+
2026-05-31,-:4229.1,4229.1,Dholavira,SEAL:S,unframed_390,590,true,false,220,740,+740-390-590-220-463-240-001-820-060+
2026-05-31,-:4237.1,4237.1,Dholavira,SEAL:S,002_framed_390,705,true,true,<END>,002,+151-032-388-002-390-705+
2026-05-31,-:4260.1,4260.1,Dholavira,SEAL:R,unframed_390,016,false,false,002,<START>,+390-016-002-861+
2026-05-31,-:4278.1,4278.1,Dholavira,TAB:I,unframed_390,003,false,true,<END>,<START>,+390-003[
2026-05-31,H-1292,4575.1,Harappa,TAB:I,unframed_390,520,false,true,<END>,000,]740-000-390-520[
2026-05-31,K-392,5316.1,Kalibangan,POT:T:g,unframed_390,017,false,true,<END>,<START>,+390-017+
2026-05-31,Ns-46,5353.1,Nausharo,SEAL,unframed_390,790,false,true,<END>,<START>,+390-790+
2026-05-31,Ns-67,5368.1,Nausharo,POT:T:g,unframed_390,000,false,false,002,151,+000-151-390-000-002-000-000[
2026-05-31,-:5455.1,5455.1,Khirsara,SEAL:S,unframed_390,016,false,false,013,<START>,+390-016-013-820+
2026-05-31,-:5465.1,5465.1,Unknown,SEAL:S,unframed_390,840,false,false,741,<START>,+390-840-741-031-370+
2026-05-31,M-2094,5533.1,Mohenjo-daro,ROD,unframed_390,390,false,false,390,<START>,+390-390-390+
2026-05-31,M-2094,5533.1,Mohenjo-daro,ROD,unframed_390,390,false,true,<END>,390,+390-390-390+
