date,probe_id,queue_rank,priority_band,source_validation_need,direction_outcome,representative_cisi,family_cisis,representative_lipi_id,site,type,symbol,direction,text,tokens,diff_per_transition,route_count,plate_route_count,data_route_count,best_volume,best_page_index,best_source_url,best_local_artifact,best_artifact_sha256,source_status_rank,current_admissible_use,blocker,next_action,accepted_claims_increment
2026-05-29,directionality_public_route_probe_v2_ocr_coord_fix,41,P1_acquire_high_positive_source,replace_non_source_grade_catalogue_hint,stored_higher,M-195,M-195,2720.1,Mohenjo-daro,SEAL:S,Bull1:W,R/L,+298-350-590-032-900-853+,298 350 590 032 900 853,2.285935,0,0,0,,,,,,not_found_in_public_cisi_ocr_layer,not_admissible,No exact public CISI OCR label found in accessible India/Pakistan XML for this top-ranked directionality row.,"Try CISI 3.1, HARP, museum/archive sources, or non-OCR page-range routing.",0
2026-05-29,directionality_public_route_probe_v2_ocr_coord_fix,42,P1_acquire_high_positive_source,find_public_or_request_source_route,stored_higher,M-1322,M-1322,3627.1,Mohenjo-daro,SEAL:R,None,R/L,+423-003-491+,423 003 491,2.283392,2,2,0,cisi_pakistan,203,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n203_w2000.jpg,tmp/effective_unicity_directionality_public_route_probe_v2/crops/42_M_1322_cisi_pakistan_n203_1_context_enhanced_x2.jpg,e87bf7ea5213fd9163654e20e98135ac48267fdcf287bfc10ae9f1ac3e32e6f9,public_cisi_plate_route_candidate,source_route_inventory_only,"Needs visual source-panel review, token boxing, side/direction check, and matched negatives before source-normalized evidence.",Review the enhanced crop/contact sheet and only then build a blind token-box packet if the signband is visible.,0
2026-05-29,directionality_public_route_probe_v2_ocr_coord_fix,43,P1_acquire_high_positive_source,find_public_or_request_source_route,stored_higher,H-421,H-421,1423.1,Harappa,SEAL:S,Bull1:W,R/L,+679-740-240-060-550+,679 740 240 060 550,2.27671,2,2,0,cisi_pakistan,305,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n305_w2000.jpg,tmp/effective_unicity_directionality_public_route_probe_v2/crops/43_H_421_cisi_pakistan_n305_1_context_enhanced_x2.jpg,634c233a3fd107763b4804cdb732e77231654c588a274755997507c9e9913058,public_cisi_plate_route_candidate,source_route_inventory_only,"Needs visual source-panel review, token boxing, side/direction check, and matched negatives before source-normalized evidence.",Review the enhanced crop/contact sheet and only then build a blind token-box packet if the signband is visible.,0
2026-05-29,directionality_public_route_probe_v2_ocr_coord_fix,44,P1_acquire_high_positive_source,replace_non_source_grade_catalogue_hint,stored_higher,M-2104,M-2104,2527.1,Mohenjo-daro,ROD,None,R/L,+151-097-700-034+,151 097 700 034,2.23409,0,0,0,,,,,,not_found_in_public_cisi_ocr_layer,not_admissible,No exact public CISI OCR label found in accessible India/Pakistan XML for this top-ranked directionality row.,"Try CISI 3.1, HARP, museum/archive sources, or non-OCR page-range routing.",0
2026-05-29,directionality_public_route_probe_v2_ocr_coord_fix,45,P1_acquire_high_positive_source,replace_non_source_grade_catalogue_hint,stored_higher,M-915,M-915,3312.1,Mohenjo-daro,SEAL:S,Bull1:W,R/L,+151-097-031+,151 097 031,2.157543,2,2,0,cisi_pakistan,122,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n122_w2000.jpg,tmp/effective_unicity_directionality_public_route_probe_v2/crops/45_M_915_cisi_pakistan_n122_1_context_enhanced_x2.jpg,10ac3ddcdecfda85aaf718933e529999b0780535f85f66fd5a19d9a367619ef6,public_cisi_plate_route_candidate,source_route_inventory_only,"Needs visual source-panel review, token boxing, side/direction check, and matched negatives before source-normalized evidence.",Review the enhanced crop/contact sheet and only then build a blind token-box packet if the signband is visible.,0
2026-05-29,directionality_public_route_probe_v2_ocr_coord_fix,46,P1_acquire_high_positive_source,replace_non_source_grade_catalogue_hint,stored_higher,H-1049,H-1049,3926.1,Harappa,SEAL:S,Bull1:W,R/L,+405-004-002-933+,405 004 002 933,2.141416,0,0,0,,,,,,not_found_in_public_cisi_ocr_layer,not_admissible,No exact public CISI OCR label found in accessible India/Pakistan XML for this top-ranked directionality row.,"Try CISI 3.1, HARP, museum/archive sources, or non-OCR page-range routing.",0
2026-05-29,directionality_public_route_probe_v2_ocr_coord_fix,47,P1_acquire_high_positive_source,find_public_or_request_source_route,stored_higher,M-1743,M-1743,2230.1,Mohenjo-daro,SEAL:S,Bull1:J,R/L,+064-840-140-740-176+,064 840 140 740 176,2.128674,0,0,0,,,,,,not_found_in_public_cisi_ocr_layer,not_admissible,No exact public CISI OCR label found in accessible India/Pakistan XML for this top-ranked directionality row.,"Try CISI 3.1, HARP, museum/archive sources, or non-OCR page-range routing.",0
2026-05-29,directionality_public_route_probe_v2_ocr_coord_fix,48,P1_acquire_high_positive_source,find_public_or_request_source_route,stored_higher,H-1834,H-1834,559.2,Harappa,TAB:B,None,R/L,+298-350-892-590+,298 350 892 590,2.119981,0,0,0,,,,,,not_found_in_public_cisi_ocr_layer,not_admissible,No exact public CISI OCR label found in accessible India/Pakistan XML for this top-ranked directionality row.,"Try CISI 3.1, HARP, museum/archive sources, or non-OCR page-range routing.",0
2026-05-29,directionality_public_route_probe_v2_ocr_coord_fix,49,P1_acquire_high_positive_source,replace_non_source_grade_catalogue_hint,stored_higher,H-611,H-611,1551.1,Harappa,SEAL:S,None,R/L,+527-550-002-125-590+,527 550 002 125 590,2.114368,1,1,0,cisi_pakistan,335,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n335_w2000.jpg,tmp/effective_unicity_directionality_public_route_probe_v2/crops/49_H_611_cisi_pakistan_n335_1_context_enhanced_x2.jpg,432eae4b857cdd819b96c990ccf34dd9951c79d191ab3db0e35feaedb1d25c9e,public_cisi_plate_route_candidate,source_route_inventory_only,"Needs visual source-panel review, token boxing, side/direction check, and matched negatives before source-normalized evidence.",Review the enhanced crop/contact sheet and only then build a blind token-box packet if the signband is visible.,0
2026-05-29,directionality_public_route_probe_v2_ocr_coord_fix,50,P1_acquire_high_positive_source,find_public_or_request_source_route,stored_higher,M-1314,M-1314,3619.1,Mohenjo-daro,SEAL:R,None,R/L,+407-016-001-740-923+,407 016 001 740 923,2.101751,2,1,1,cisi_pakistan,202,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n202_w2000.jpg,tmp/effective_unicity_directionality_public_route_probe_v2/crops/50_M_1314_cisi_pakistan_n202_1_context_enhanced_x2.jpg,6f0c643591601df346eb5314ef5de14f8979beaf59dae330d3f092fb141100b5,public_cisi_plate_route_candidate,source_route_inventory_only,"Needs visual source-panel review, token boxing, side/direction check, and matched negatives before source-normalized evidence.",Review the enhanced crop/contact sheet and only then build a blind token-box packet if the signband is visible.,0
2026-05-29,directionality_public_route_probe_v2_ocr_coord_fix,51,P1_acquire_high_positive_source,replace_non_source_grade_catalogue_hint,stored_higher,H-985,H-985;M-97,1861.2,Harappa,TAB:I,None,R/L,+156-435-255+,156 435 255,2.100476,3,2,1,cisi_pakistan,378,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n378_w2000.jpg,tmp/effective_unicity_directionality_public_route_probe_v2/crops/51_H_985_cisi_pakistan_n378_1_context_enhanced_x2.jpg,507529e205dbd8b7d247033a2f74fb3fbf257e9ef42e89bcb48bf5e68825f1b3,public_cisi_plate_route_candidate,source_route_inventory_only,"Needs visual source-panel review, token boxing, side/direction check, and matched negatives before source-normalized evidence.",Review the enhanced crop/contact sheet and only then build a blind token-box packet if the signband is visible.,0
2026-05-29,directionality_public_route_probe_v2_ocr_coord_fix,52,P1_acquire_high_positive_source,replace_non_source_grade_catalogue_hint,stored_higher,M-575,M-1528;M-1529;M-1530;M-1531;M-1532;M-575;M-576,3779.1,Mohenjo-daro,TAB:C,Othr,R/L,+617-142-597-032-905+,617 142 597 032 905,2.0677,2,1,1,cisi_india,34,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n34_w2000.jpg,tmp/effective_unicity_directionality_public_route_probe_v2/crops/52_M_575_cisi_india_n34_1_context_enhanced_x2.jpg,a33fb06bf4afaeb5f892d01a89cec17b12f25452b6fcd1bc4a2ad31ad91a650e,public_cisi_plate_route_candidate,source_route_inventory_only,"Needs visual source-panel review, token boxing, side/direction check, and matched negatives before source-normalized evidence.",Review the enhanced crop/contact sheet and only then build a blind token-box packet if the signband is visible.,0
2026-05-29,directionality_public_route_probe_v2_ocr_coord_fix,53,P1_acquire_high_positive_source,replace_non_source_grade_catalogue_hint,stored_higher,M-1793,M-1793,2349.1,Mohenjo-daro,SEAL:S,Bull1:L,R/L,+226-032-060-891+,226 032 060 891,2.045266,0,0,0,,,,,,not_found_in_public_cisi_ocr_layer,not_admissible,No exact public CISI OCR label found in accessible India/Pakistan XML for this top-ranked directionality row.,"Try CISI 3.1, HARP, museum/archive sources, or non-OCR page-range routing.",0
2026-05-29,directionality_public_route_probe_v2_ocr_coord_fix,54,P1_acquire_high_positive_source,find_public_or_request_source_route,stored_higher,M-981,M-981,3374.1,Mohenjo-daro,SEAL:S,Bull1:W,R/L,+617-142-001-407-371+,617 142 001 407 371,2.002789,0,0,0,,,,,,not_found_in_public_cisi_ocr_layer,not_admissible,No exact public CISI OCR label found in accessible India/Pakistan XML for this top-ranked directionality row.,"Try CISI 3.1, HARP, museum/archive sources, or non-OCR page-range routing.",0
2026-05-29,directionality_public_route_probe_v2_ocr_coord_fix,55,P1_audit_reversed_anomaly,find_public_or_request_source_route,reversed_higher,M-1749,M-1749,2195.1,Mohenjo-daro,SEAL:S,Bull1:W,R/L,+220-455-125-031+,220 455 125 031,-0.034528,0,0,0,,,,,,not_found_in_public_cisi_ocr_layer,not_admissible,No exact public CISI OCR label found in accessible India/Pakistan XML for this top-ranked directionality row.,"Try CISI 3.1, HARP, museum/archive sources, or non-OCR page-range routing.",0
2026-05-29,directionality_public_route_probe_v2_ocr_coord_fix,56,P1_audit_reversed_anomaly,find_public_or_request_source_route,reversed_higher,H-2,H-2,1063.1,Harappa,SEAL:S,Bull1:W,R/L,+232-740-176-745-440-617+,232 740 176 745 440 617,-0.076159,4,2,2,cisi_india,193,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n193_w2000.jpg,tmp/effective_unicity_directionality_public_route_probe_v2/crops/56_H_2_cisi_india_n193_1_context_enhanced_x2.jpg,a4ff63ed2ee2af321d8b1f37309624dc3465380cf04add666f8c3e80d6f89797,public_cisi_plate_route_candidate,source_route_inventory_only,"Needs visual source-panel review, token boxing, side/direction check, and matched negatives before source-normalized evidence.",Review the enhanced crop/contact sheet and only then build a blind token-box packet if the signband is visible.,0
2026-05-29,directionality_public_route_probe_v2_ocr_coord_fix,57,P1_audit_reversed_anomaly,replace_non_source_grade_catalogue_hint,reversed_higher,M-40,M-40,2568.1,Mohenjo-daro,SEAL:S,Bull1:J,R/L,+391-002-527-475-005+,391 002 527 475 005,-0.107771,4,1,3,cisi_india,55,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n55_w2000.jpg,tmp/effective_unicity_directionality_public_route_probe_v2/crops/57_M_40_cisi_india_n55_1_context_enhanced_x2.jpg,2357624bc52bb033e30fa234d7f58fbbcd2e8206a891ceb8cdf8d55e64300c6f,public_cisi_plate_route_candidate,source_route_inventory_only,"Needs visual source-panel review, token boxing, side/direction check, and matched negatives before source-normalized evidence.",Review the enhanced crop/contact sheet and only then build a blind token-box packet if the signband is visible.,0
2026-05-29,directionality_public_route_probe_v2_ocr_coord_fix,58,P1_audit_reversed_anomaly,find_public_or_request_source_route,reversed_higher,M-416,M-416,2912.1,Mohenjo-daro,SEAL:C,Gaur,R/L,+324-255-001-405-016+,324 255 001 405 016,-0.107771,0,0,0,,,,,,not_found_in_public_cisi_ocr_layer,not_admissible,No exact public CISI OCR label found in accessible India/Pakistan XML for this top-ranked directionality row.,"Try CISI 3.1, HARP, museum/archive sources, or non-OCR page-range routing.",0
2026-05-29,directionality_public_route_probe_v2_ocr_coord_fix,59,P1_audit_reversed_anomaly,find_public_or_request_source_route,reversed_higher,M-1424,M-1424,3709.1,Mohenjo-daro,TAB:B,Gaur,R/L,+875-700-384-125+,875 700 384 125,-0.129325,4,4,0,cisi_pakistan,226,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n226_w2000.jpg,tmp/effective_unicity_directionality_public_route_probe_v2/crops/59_M_1424_cisi_pakistan_n226_1_context_enhanced_x2.jpg,2036cdd2a8089f6f521b0e4819de2cd3c04a7c4ebf36c83da7b3176363fcd594,public_cisi_plate_route_candidate,source_route_inventory_only,"Needs visual source-panel review, token boxing, side/direction check, and matched negatives before source-normalized evidence.",Review the enhanced crop/contact sheet and only then build a blind token-box packet if the signband is visible.,0
2026-05-29,directionality_public_route_probe_v2_ocr_coord_fix,60,P1_audit_reversed_anomaly,find_public_or_request_source_route,reversed_higher,M-139,M-139,2666.1,Mohenjo-daro,SEAL:S,Bull1:J,R/L,+033-832-236-741-361+,033 832 236 741 361,-0.138115,0,0,0,,,,,,not_found_in_public_cisi_ocr_layer,not_admissible,No exact public CISI OCR label found in accessible India/Pakistan XML for this top-ranked directionality row.,"Try CISI 3.1, HARP, museum/archive sources, or non-OCR page-range routing.",0
2026-05-29,directionality_public_route_probe_v2_ocr_coord_fix,61,P1_audit_reversed_anomaly,replace_non_source_grade_catalogue_hint,reversed_higher,M-490,M-490;M-491,2972.1,Mohenjo-daro,TAB:B,Scene,R/L,+850-140-803-002-840-016+,850 140 803 002 840 016,-0.148013,4,2,2,cisi_india,155,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n155_w2000.jpg,tmp/effective_unicity_directionality_public_route_probe_v2/crops/61_M_490_cisi_india_n155_1_context_enhanced_x2.jpg,2e4512f9952d4aaa9aa35a02dd3c5c6205676c013ef955cee0b30e56a8a435f4,public_cisi_plate_route_candidate,source_route_inventory_only,"Needs visual source-panel review, token boxing, side/direction check, and matched negatives before source-normalized evidence.",Review the enhanced crop/contact sheet and only then build a blind token-box packet if the signband is visible.,0
2026-05-29,directionality_public_route_probe_v2_ocr_coord_fix,62,P1_audit_reversed_anomaly,find_public_or_request_source_route,reversed_higher,H-1734,H-1734,715.1,Harappa,POT:T:s,None,R/L,+016-220-382+,016 220 382,-0.161657,0,0,0,,,,,,not_found_in_public_cisi_ocr_layer,not_admissible,No exact public CISI OCR label found in accessible India/Pakistan XML for this top-ranked directionality row.,"Try CISI 3.1, HARP, museum/archive sources, or non-OCR page-range routing.",0
2026-05-29,directionality_public_route_probe_v2_ocr_coord_fix,63,P1_audit_reversed_anomaly,replace_non_source_grade_catalogue_hint,reversed_higher,H-302,H-1191;H-1192;H-1953;H-2193;H-302;H-912,1324.1,Harappa,TAB:I,None,R/L,+220-700-004+,220 700 004,-0.169222,0,0,0,,,,,,not_found_in_public_cisi_ocr_layer,not_admissible,No exact public CISI OCR label found in accessible India/Pakistan XML for this top-ranked directionality row.,"Try CISI 3.1, HARP, museum/archive sources, or non-OCR page-range routing.",0
2026-05-29,directionality_public_route_probe_v2_ocr_coord_fix,64,P1_audit_reversed_anomaly,find_public_or_request_source_route,reversed_higher,H-4,H-4,1065.1,Harappa,SEAL:S,Bull1:W,R/L,+220-063-051+,220 063 051,-0.169222,4,1,3,cisi_india,195,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n195_w2000.jpg,tmp/effective_unicity_directionality_public_route_probe_v2/crops/64_H_4_cisi_india_n195_1_context_enhanced_x2.jpg,107be44bd27b97a91e1315b50abedc76faee0e7f5cae771ec2676dc24a5a2f94,public_cisi_plate_route_candidate,source_route_inventory_only,"Needs visual source-panel review, token boxing, side/direction check, and matched negatives before source-normalized evidence.",Review the enhanced crop/contact sheet and only then build a blind token-box packet if the signband is visible.,0
2026-05-29,directionality_public_route_probe_v2_ocr_coord_fix,65,P1_audit_reversed_anomaly,find_public_or_request_source_route,reversed_higher,M-151,M-151,2678.1,Mohenjo-daro,SEAL:S,Bull1:J,R/L,+220-065-864+,220 065 864,-0.169222,0,0,0,,,,,,not_found_in_public_cisi_ocr_layer,not_admissible,No exact public CISI OCR label found in accessible India/Pakistan XML for this top-ranked directionality row.,"Try CISI 3.1, HARP, museum/archive sources, or non-OCR page-range routing.",0
2026-05-29,directionality_public_route_probe_v2_ocr_coord_fix,66,P1_audit_reversed_anomaly,find_public_or_request_source_route,reversed_higher,H-642,H-642,1557.1,Harappa,SEAL:R,None,R/L,+001-304-354-125-812-033+,001 304 354 125 812 033,-0.190221,4,4,0,cisi_pakistan,339,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n339_w2000.jpg,tmp/effective_unicity_directionality_public_route_probe_v2/crops/66_H_642_cisi_pakistan_n339_1_context_enhanced_x2.jpg,754f136abdd51fbdf768bea8c147252c7771f4fb62a482d9b576211ee0eed3f4,public_cisi_plate_route_candidate,source_route_inventory_only,"Needs visual source-panel review, token boxing, side/direction check, and matched negatives before source-normalized evidence.",Review the enhanced crop/contact sheet and only then build a blind token-box packet if the signband is visible.,0
2026-05-29,directionality_public_route_probe_v2_ocr_coord_fix,67,P1_audit_reversed_anomaly,find_public_or_request_source_route,reversed_higher,M-2078,M-2078,2352.1,Mohenjo-daro,BNGL,None,R/L,+360-268-252-326+,360 268 252 326,-0.207218,0,0,0,,,,,,not_found_in_public_cisi_ocr_layer,not_admissible,No exact public CISI OCR label found in accessible India/Pakistan XML for this top-ranked directionality row.,"Try CISI 3.1, HARP, museum/archive sources, or non-OCR page-range routing.",0
2026-05-29,directionality_public_route_probe_v2_ocr_coord_fix,68,P1_audit_reversed_anomaly,replace_non_source_grade_catalogue_hint,reversed_higher,M-828,M-828,3240.1,Mohenjo-daro,SEAL:S,Bull1,R/L,+590-165-032-840+,590 165 032 840,-0.31412,2,2,0,cisi_pakistan,107,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n107_w2000.jpg,tmp/effective_unicity_directionality_public_route_probe_v2/crops/68_M_828_cisi_pakistan_n107_1_context_enhanced_x2.jpg,47564f200825a105aa3f4944a86938f677a67543af789115ee5bcaa85c5af4bf,public_cisi_plate_route_candidate,source_route_inventory_only,"Needs visual source-panel review, token boxing, side/direction check, and matched negatives before source-normalized evidence.",Review the enhanced crop/contact sheet and only then build a blind token-box packet if the signband is visible.,0
2026-05-29,directionality_public_route_probe_v2_ocr_coord_fix,69,P1_audit_reversed_anomaly,find_public_or_request_source_route,reversed_higher,H-2063,H-1181;H-2062;H-2063;H-2066;H-2069;H-299;H-896;H-897;H-899,532.1,Harappa,TAB:I,None,R/L,+868-706-590+,868 706 590,-0.330256,0,0,0,,,,,,not_found_in_public_cisi_ocr_layer,not_admissible,No exact public CISI OCR label found in accessible India/Pakistan XML for this top-ranked directionality row.,"Try CISI 3.1, HARP, museum/archive sources, or non-OCR page-range routing.",0
2026-05-29,directionality_public_route_probe_v2_ocr_coord_fix,70,P1_audit_reversed_anomaly,find_public_or_request_source_route,reversed_higher,M-1103,M-1103,3474.1,Mohenjo-daro,SEAL:S,Zebu,R/L,+001-820-595-760-706-635+,001 820 595 760 706 635,-0.339353,4,4,0,cisi_pakistan,150,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n150_w2000.jpg,tmp/effective_unicity_directionality_public_route_probe_v2/crops/70_M_1103_cisi_pakistan_n150_1_context_enhanced_x2.jpg,f147e27564347949db2a0a84f5eb997dcde63f287665c1a7196cf31d2ee25c2c,public_cisi_plate_route_candidate,source_route_inventory_only,"Needs visual source-panel review, token boxing, side/direction check, and matched negatives before source-normalized evidence.",Review the enhanced crop/contact sheet and only then build a blind token-box packet if the signband is visible.,0
2026-05-29,directionality_public_route_probe_v2_ocr_coord_fix,71,P1_audit_reversed_anomaly,find_public_or_request_source_route,reversed_higher,H-1148,H-1148,3978.1,Harappa,TAB:B,None,R/L,+615-352+,615 352,-0.345364,0,0,0,,,,,,not_found_in_public_cisi_ocr_layer,not_admissible,No exact public CISI OCR label found in accessible India/Pakistan XML for this top-ranked directionality row.,"Try CISI 3.1, HARP, museum/archive sources, or non-OCR page-range routing.",0
2026-05-29,directionality_public_route_probe_v2_ocr_coord_fix,72,P1_audit_reversed_anomaly,replace_non_source_grade_catalogue_hint,reversed_higher,H-796,H-796;M-1930,1687.1,Harappa,TAB:B,None,R/L,+370-455+,370 455,-0.453934,2,2,0,cisi_pakistan,360,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n360_w2000.jpg,tmp/effective_unicity_directionality_public_route_probe_v2/crops/72_H_796_cisi_pakistan_n360_1_context_enhanced_x2.jpg,5d7a59b5f84161d38c14ca5e23d8a12c28f1b17db53dd19fc11a37b59820dc64,public_cisi_plate_route_candidate,source_route_inventory_only,"Needs visual source-panel review, token boxing, side/direction check, and matched negatives before source-normalized evidence.",Review the enhanced crop/contact sheet and only then build a blind token-box packet if the signband is visible.,0
2026-05-29,directionality_public_route_probe_v2_ocr_coord_fix,73,P1_audit_reversed_anomaly,find_public_or_request_source_route,reversed_higher,H-951,H-951,1831.1,Harappa,TAB:I,None,R/L,+388-134-368-590+,388 134 368 590,-0.471423,0,0,0,,,,,,not_found_in_public_cisi_ocr_layer,not_admissible,No exact public CISI OCR label found in accessible India/Pakistan XML for this top-ranked directionality row.,"Try CISI 3.1, HARP, museum/archive sources, or non-OCR page-range routing.",0
2026-05-29,directionality_public_route_probe_v2_ocr_coord_fix,74,P1_audit_reversed_anomaly,find_public_or_request_source_route,reversed_higher,H-1036,H-1036,3921.1,Harappa,SEAL:S,Bull1,R/L,+153-031-700+,153 031 700,-0.528241,0,0,0,,,,,,not_found_in_public_cisi_ocr_layer,not_admissible,No exact public CISI OCR label found in accessible India/Pakistan XML for this top-ranked directionality row.,"Try CISI 3.1, HARP, museum/archive sources, or non-OCR page-range routing.",0
2026-05-29,directionality_public_route_probe_v2_ocr_coord_fix,75,P1_audit_reversed_anomaly,replace_non_source_grade_catalogue_hint,reversed_higher,M-1629,M-1629,3823.1,Mohenjo-daro,BNGL,None,R/L,+705-032-595-090-175+,705 032 595 090 175,-0.572331,1,1,0,cisi_pakistan,275,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n275_w2000.jpg,tmp/effective_unicity_directionality_public_route_probe_v2/crops/75_M_1629_cisi_pakistan_n275_1_context_enhanced_x2.jpg,fc3dd45bc62e5268ad830dfd1045623c9e35fa9beaefd53c861ce60d862c64a8,public_cisi_plate_route_candidate,source_route_inventory_only,"Needs visual source-panel review, token boxing, side/direction check, and matched negatives before source-normalized evidence.",Review the enhanced crop/contact sheet and only then build a blind token-box packet if the signband is visible.,0
2026-05-29,directionality_public_route_probe_v2_ocr_coord_fix,76,P1_audit_reversed_anomaly,find_public_or_request_source_route,reversed_higher,M-1097,M-1097,3469.1,Mohenjo-daro,SEAL:S,Gaur,R/L,+808-347-061+,808 347 061,-0.599474,1,1,0,cisi_pakistan,148,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n148_w2000.jpg,tmp/effective_unicity_directionality_public_route_probe_v2/crops/76_M_1097_cisi_pakistan_n148_1_context_enhanced_x2.jpg,030f1a70e178cbd103462e59ad80a183b078cfee09b6c856c565bfabdd50ca4c,public_cisi_plate_route_candidate,source_route_inventory_only,"Needs visual source-panel review, token boxing, side/direction check, and matched negatives before source-normalized evidence.",Review the enhanced crop/contact sheet and only then build a blind token-box packet if the signband is visible.,0
2026-05-29,directionality_public_route_probe_v2_ocr_coord_fix,77,P1_audit_reversed_anomaly,find_public_or_request_source_route,reversed_higher,M-402,M-402,2898.1,Mohenjo-daro,SEAL:R,None,R/L,+494-615-179-100-001-033-426+,494 615 179 100 001 033 426,-0.599474,0,0,0,,,,,,not_found_in_public_cisi_ocr_layer,not_admissible,No exact public CISI OCR label found in accessible India/Pakistan XML for this top-ranked directionality row.,"Try CISI 3.1, HARP, museum/archive sources, or non-OCR page-range routing.",0
2026-05-29,directionality_public_route_probe_v2_ocr_coord_fix,78,P1_audit_reversed_anomaly,find_public_or_request_source_route,reversed_higher,M-420,M-420,2914.1,Mohenjo-daro,POT:T:s,None,L/R,+747-004-408+,747 004 408,-0.599474,4,4,0,cisi_india,18,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n18_w2000.jpg,tmp/effective_unicity_directionality_public_route_probe_v2/crops/78_M_420_cisi_india_n18_1_context_enhanced_x2.jpg,1ecc330037500b236cbbe76e975d6bbf57c997e0cfa23a90f5c4fbff9657ceda,public_cisi_plate_route_candidate,source_route_inventory_only,"Needs visual source-panel review, token boxing, side/direction check, and matched negatives before source-normalized evidence.",Review the enhanced crop/contact sheet and only then build a blind token-box packet if the signband is visible.,0
2026-05-29,directionality_public_route_probe_v2_ocr_coord_fix,79,P1_audit_reversed_anomaly,find_public_or_request_source_route,reversed_higher,H-1990,H-1988;H-1989;H-1990,581.1,Harappa,TAB:B,None,R/L,+851-740-705-924-156+,851 740 705 924 156,-0.618929,0,0,0,,,,,,not_found_in_public_cisi_ocr_layer,not_admissible,No exact public CISI OCR label found in accessible India/Pakistan XML for this top-ranked directionality row.,"Try CISI 3.1, HARP, museum/archive sources, or non-OCR page-range routing.",0
2026-05-29,directionality_public_route_probe_v2_ocr_coord_fix,80,P1_audit_reversed_anomaly,replace_non_source_grade_catalogue_hint,reversed_higher,M-309,M-309,2828.1,Mohenjo-daro,SEAL:S,T-A-T,R/L,+224-740-061-002-824+,224 740 061 002 824,-0.680102,0,0,0,,,,,,not_found_in_public_cisi_ocr_layer,not_admissible,No exact public CISI OCR label found in accessible India/Pakistan XML for this top-ranked directionality row.,"Try CISI 3.1, HARP, museum/archive sources, or non-OCR page-range routing.",0
