target,prev,exact_cells,terminal_cells,terminal_share,sites,types,examples
741,368,1,1,1,1,1,H-1898:368-741-<END>:+400-368-741+
100,090,1,0,0,1,1,H-2174:090-100-415:+090-100-415-717+
415,100,32,7,0.21875,4,5,H-2174:100-415-717:+090-100-415-717+ | H-1991:100-415-<END>:+740-100-415+ | H-1978:100-415-<END>:+400-090-740-100-415+ | H-1775:100-415-176:+740-100-415-176-792-102+ | H-80:100-415-741:+595-820-100-415-741-315-850+
717,415,1,1,1,1,1,H-2174:415-717-<END>:+090-100-415-717+
384,740,13,2,0.15384615384615385,4,4,H-1943:740-384-031:+740-384-031+ | H-140:740-384-032:+740-384-032-002-817+ | H-790:740-384-033:+400-740-384-033+ | M-1771:740-384-741:+740-384-741-859+ | M-213:740-384-002:+740-384-002-390-346+
235,176,2,2,1,2,1,H-1997:176-235-<END>:+400-740-176-235+ | M-445:176-235-<END>:+740-176-235+
642,740,3,0,0,1,1,H-1845:740-642-240:+740-642-240-060-692+ | H-206:740-642-240:+740-642-240-204-705-621+ | H-821:740-642-240:+740-642-240-001-692+
240,642,4,1,0.25,1,2,H-1845:642-240-060:+740-642-240-060-692+ | H-206:642-240-204:+740-642-240-204-705-621+ | H-350:642-240-<END>:+740-690-642-240+ | H-821:642-240-001:+740-642-240-001-692+
143,740,1,0,0,1,1,H-2125:740-143-067:+740-143-067+
067,143,1,1,1,1,1,H-2125:143-067-<END>:+740-143-067+
717,740,13,4,0.3076923076923077,3,4,H-1854:740-717-<END>:+400-740-717+ | H-2136:740-717-<END>:+400-740-717+ | H-103:740-717-220:+159-097/520-033-705/740-717-220-415-806+ | H-178:740-717-<END>:+400-740-717+ | H-601:740-717-233:+740-717-233-220-032+
104,004,2,2,1,1,2,H-1673:004-104-<END>:+405-004-104+ | H-777:004-104-<END>:+390-004-104+
843,740,1,1,1,1,1,H-1905:740-843-<END>:+740-843+
001,034,1,1,1,1,1,H-2570:034-001-<END>:+700-034-001+
240,520,15,3,0.2,3,4,H-1912:520-240-<END>:+520-240+ | H-148:520-240-235:+520-240-235+ | H-252:520-240-002:+520-240-002-405-501+ | H-260:520-240-002:+520-240-002-405-501+ | H-866:520-240-002:+520-240-002-405-501+
820,033,1,1,1,1,1,H-2018:033-820-<END>:+033-820+
760,382,1,0,0,1,1,H-1967:382-760-382:+382-760-382-002-820+
382,760,3,2,0.6666666666666666,1,2,H-1967:760-382-002:+382-760-382-002-820+ | H-1850:760-382-<END>:+400-740-760-382+ | H-975:760-382-<END>:+740-760-382+
002,382,1,0,0,1,1,H-1967:382-002-820:+382-760-382-002-820+
817,740,7,0,0,3,3,H-1909:740-817-491:+740-817-491+ | H-1778:740-817-491:+740-817-491+ | H-2173:740-817-491:+400-740-817-491+ | H-2070:740-817-276:+400-740-817-276+ | H-1182:740-817-175:+400-740-817-175+
491,817,3,3,1,1,2,H-1909:817-491-<END>:+740-817-491+ | H-1778:817-491-<END>:+740-817-491+ | H-2173:817-491-<END>:+400-740-817-491+
240,760,2,1,0.5,2,2,H-2076:760-240-<END>:+740-760-240+ | M-1792:760-240-740:+740-760-240/740-952-740+
100,067,1,1,1,1,1,H-1940:067-100-<END>:+400-740-067-100+
031,700,2,1,0.5,1,2,H-1919:700-031-<END>:+700-031+ | H-2207:700-031-033:+700-031-033+
892,740,5,1,0.2,1,3,H-1919:740-892-<END>:+740-892+ | H-2090:740-892-617:+400-740-892-617+ | H-229:740-892-617:+400-740-892-617+ | H-612:740-892-590:+740-892-590-893-001-615+ | H-849:740-892-617:+400-740-892-617+
690,032,1,0,0,1,1,H-1827:032-690-368:+700-032-690-368-817+
003,861,2,2,1,1,2,H-1882:861-003-<END>:+861-003+ | H-2238:861-003-<END>:+861-003+
220,176,7,1,0.14285714285714285,2,3,H-1825:176-220-<END>:+740-176-220+ | H-2010:176-220-235:+740-176-220-235+ | H-806:176-220-235:+740-176-220-235+ | M-249:176-220-803:+140-165-740-176-220-803+ | M-511:176-220-032:+740-176-220-032+
555,526,4,0,0,3,2,H-2084:526-555-235:+526-555-235+ | L-9:526-555-235:+526-555-235+ | M-63:526-555-060:+526-555-060-550+ | M-934:526-555-235:+526-555-235-002-861+
235,555,5,3,0.6,3,3,H-2084:555-235-<END>:+526-555-235+ | L-9:555-235-<END>:+526-555-235+ | L-89:555-235-002:+527-555-235-002-861+ | M-934:555-235-002:+526-555-235-002-861+ | M-1351:555-235-<END>:+527-555-235+
416,861,1,1,1,1,1,H-2094:861-416-<END>:+002-861-416+
060,415,3,0,0,2,2,H-1669:415-060-920:+520-220-415-060-920+ | M-163:415-060-820:+520-220-415-060-820+ | M-365:415-060-550:+527-550-033-705-220-415-060-550+
220,032,5,3,0.6,2,3,H-1953:032-220-<END>:+700-032-220+ | H-2193:032-220-<END>:+590-032-220+ | H-2020:032-220-<END>:+690-590-032-220+ | M-1706:032-220-002:+740-803-220-032-220-002-820+ | M-52:032-220-415:+740-904-032-220-415-235-803-002-504-717+
240,415,7,2,0.2857142857142857,3,2,H-1953:415-240-803:+520-220-415-240-803+ | M-1746:415-240-002:+090-740-100-415-240-002-817+ | M-1814:415-240-<END>:+520-220-415-240+ | M-144:415-240-002:+740-100-415-240-002-817+ | M-199:415-240-002:+090-740-100-415-240-002-861+
803,240,5,2,0.4,3,2,H-1953:240-803-<END>:+520-220-415-240-803+ | K-5:240-803-741:+520-233-240-803-741-125+ | M-1716:240-803-002:+520-220-240-803-002-820+ | M-705:240-803-<END>:+740-772-240-803+ | M-819:240-803-002:+520-233-240-803-002-817+
032,740,42,1,0.023809523809523808,5,4,H-2184:740-032-015:+400-740-032-015+ | H-1977:740-032-840:+740-032-840+ | H-2115:740-032-028:+400-740-032-028+ | H-2208:740-032-027:+400-740-032-027+ | H-1923:740-032-840:+400-740-032-840+
015,032,1,1,1,1,1,H-2184:032-015-<END>:+400-740-032-015+
590,455,1,0,0,1,1,H-2127:455-590-142:+455-590-142-220+
142,590,1,0,0,1,1,H-2127:590-142-220:+455-590-142-220+
220,142,1,1,1,1,1,H-2127:142-220-<END>:+455-590-142-220+
350,504,3,0,0,2,2,H-2127:504-350-741:+504-350-741-060-920+ | M-1757:504-350-240:+504-350-240-741-060-920+ | M-285:504-350-240:+504-350-240-002-861+
741,350,2,0,0,1,2,H-2127:350-741-060:+504-350-741-060-920+ | H-515:350-741-590:+740-798-463-350-741-590-032+
175,176,1,1,1,1,1,H-741:176-175-<END>:+400-740-100-176-175+
700,125,1,0,0,1,1,H-1921:125-700-033:+125-700-033+
368,033,2,0,0,2,2,H-1862:033-368-091:+700-033-368-091+ | M-734:033-368-390:+033-033-368-390-590+
091,368,2,2,1,1,1,H-1862:368-091-<END>:+700-033-368-091+ | H-1863:368-091-<END>:+368-091+
400,033,1,0,0,1,1,H-1862:033-400-740:+700-033-400-740-388+
388,740,16,4,0.25,3,5,H-1862:740-388-<END>:+700-033-400-740-388+ | H-1834:740-388-031:+740-388-031+ | H-1863:740-388-<END>:+400-740-388+ | H-1945:740-388-717:+400-740-388-717-705+ | H-26:740-388-231:+740-388-231-240-798-001-820+
556,534,1,1,1,1,1,H-2576:534-556-<END>:+534-556+
003,405,4,2,0.5,3,3,H-1664:405-003-<END>:+405-003+ | H-1706:405-003-002:+405-003-002-293-360+ | K-97:405-003-<END>:+405-003+ | M-1364:405-003-060:+405-003-060-820+
004,700,3,3,1,2,2,H-1916:700-004-<END>:+700-004+ | H-302:700-004-<END>:+220-700-004+ | M-478:700-004-<END>:+400-097-700-004+
070,520,12,0,0,5,3,H-1916:520-070-255:+520-070-255-832+ | H-64:520-070-921:+520-070-921-240+ | H-91:520-070-253:+520-070-253-060-692+ | L-92:520-070-255:+520-070-255-832-002-817+ | M-1661:520-070-219:+520-070-219-002-861-032-520-919-140+
255,070,7,2,0.2857142857142857,4,3,H-1916:070-255-832:+520-070-255-832+ | H-2021:070-255-832:+740-752-070-255-832+ | L-92:070-255-832:+520-070-255-832-002-817+ | M-1676:070-255-832:+740-760-070-255-832-240-002-595-504-803+ | M-1780:070-255-<END>:+740-645-003-741-070-255+
832,255,5,2,0.4,4,3,H-1916:255-832-<END>:+520-070-255-832+ | H-2021:255-832-<END>:+740-752-070-255-832+ | L-92:255-832-002:+520-070-255-832-002-817+ | M-1676:255-832-240:+740-760-070-255-832-240-002-595-504-803+ | -:255-832-220:+520-070-255-832-220-003-853+
525,400,5,0,0,2,2,H-1816:400-525-550:+400-525-550-033-705-240+ | H-2069:400-525-550:+700-034-400-525-550+ | H-1817:400-525-554:+400-525-554+ | H-1813:400-525-550:+400-525-550-033-705-220+ | M-1390:400-525-550:+400-525-550+
033,550,5,1,0.2,2,3,H-1816:550-033-705:+400-525-550-033-705-240+ | H-1813:550-033-705:+400-525-550-033-705-220+ | M-365:550-033-705:+527-550-033-705-220-415-060-550+ | M-1080:550-033-<END>:+617-550-033+ | M-1299:550-033-705:+527-550-033-705-233-002-817+
455,002,2,0,0,2,1,H-1671:002-455-420:+740-061-002-455-420-032+ | M-1907:002-455-511:+390-005-002-455-511+
420,455,1,0,0,1,1,H-1671:455-420-032:+740-061-002-455-420-032+
032,420,1,1,1,1,1,H-1671:420-032-<END>:+740-061-002-455-420-032+
690,740,34,2,0.058823529411764705,4,5,H-1938:740-690-435:+740-690-435-255+ | H-1797:740-690-435:+740-690-435-255-055+ | H-2039:740-690-436:+740-690-436-255+ | H-1842:740-690-435:+740-690-435-176-233-803+ | H-1308:740-690-636:+740-690-636-240+
435,690,26,0,0,3,4,H-1938:690-435-255:+740-690-435-255+ | H-1797:690-435-255:+740-690-435-255-055+ | H-1842:690-435-176:+740-690-435-176-233-803+ | H-12:690-435-255:+740-690-435-255-803-220-240-235-002-817+ | H-20:690-435-255:+740-176-690-435-255-220-032-806-060-550+
155,004,1,0,0,1,1,H-2186:004-155-390:+390-004-155-390+
390,155,1,1,1,1,1,H-2186:155-390-<END>:+390-004-155-390+
400,034,1,0,0,1,1,H-2069:034-400-525:+700-034-400-525-550+
031,101,1,1,1,1,1,H-2175:101-031-<END>:+090-740-101-031+
637,740,3,1,0.3333333333333333,2,2,H-2036:740-637-<END>:+400-740-637+ | H-983:740-637-240:+400-740-637-240+ | -:740-637-240:+740-637-240-002-861+
002,590,8,0,0,3,2,H-1692:590-002-861:+740-390-590-002-861+ | -:590-002-817:+740-390-590-002-817+ | M-437:590-002-820:+740-390-590-002-820+ | M-813:590-002-861:+161-390-590-002-861+ | M-851:590-002-817:+621-740-390-590-002-817+
033,111,1,1,1,1,1,-:111-033-<END>:+111-033+
028,032,2,2,1,1,2,H-2115:032-028-<END>:+400-740-032-028+ | H-65:032-028-<END>:+740-032-028+
791,176,1,1,1,1,1,H-1931:176-791-<END>:+400-740-176-791+
027,032,2,2,1,1,1,H-2208:032-027-<END>:+400-740-032-027+ | H-303:032-027-<END>:+400-740-032-027+
519,176,1,1,1,1,1,H-1822:176-519-<END>:+400-740-176-519+
550,617,6,0,0,2,3,H-1767:617-550-003:+617-550-003+ | H-1951:617-550-003:+617-550-003-790+ | H-49:617-550-003:+617-550-003+ | M-401:617-550-003:+617-550-003+ | M-980:617-550-061:+740-617-550-061-435-093-740-100-415+
141,740,1,1,1,1,1,H-1939:740-141-<END>:+400-740-141+
153,400,1,0,0,1,1,H-1855:400-153-118:+400-153-118+
118,153,1,1,1,1,1,H-1855:153-118-<END>:+400-153-118+
031,388,3,3,1,2,3,H-1834:388-031-<END>:+740-388-031+ | H-982:388-031-<END>:+740-388-031+ | M-948:388-031-<END>:+426-003-002-388-031+
350,298,3,0,0,2,2,H-1834:298-350-892:+298-350-892-590+ | M-1707:298-350-761:+298-350-761-032-060-572+ | M-195:298-350-590:+298-350-590-032-900-853+
892,350,2,0,0,2,2,H-1834:350-892-590:+298-350-892-590+ | M-1767:350-892-632:+790/400-296-350-892-632-032+
236,400,4,1,0.25,1,2,H-1873:400-236-233:+400-236-233+ | H-1872:400-236-220:+400-236-220+ | H-2155:400-236-<END>:+400-236+ | H-1941:400-236-220:+400-236-220+
233,236,1,1,1,1,1,H-1873:236-233-<END>:+400-236-233+
233,320,3,0,0,2,2,H-1922:320-233-240:+400-740-920-320-233-240-798+ | H-22:320-233-806:+740-920-320-233-806-002-405-321+ | M-111:320-233-001:+740-920-320-233-001-821+
055,255,2,2,1,1,1,H-1797:255-055-<END>:+740-690-435-255-055+ | H-209:255-055-<END>:+400-921-690-435-255-055+
390,100,1,0,0,1,1,H-2197:100-390-231:+400-090-740-100-390-231+
231,390,1,1,1,1,1,H-2197:390-231-<END>:+400-090-740-100-390-231+
740,851,1,0,0,1,1,H-1990:851-740-705:+851-740-705-924-156+
705,740,3,1,0.3333333333333333,2,2,H-1990:740-705-924:+851-740-705-924-156+ | M-223:740-705-<END>:+740-705+ | M-932:740-705-171:+740-705-171-360-064+
924,705,1,0,0,1,1,H-1990:705-924-156:+851-740-705-924-156+
156,924,1,1,1,1,1,H-1990:924-156-<END>:+851-740-705-924-156+
806,154,14,0,0,3,3,H-1999:154-806-467:+400-154-806-467+ | H-1788:154-806-470:+154-806-470-002-861+ | H-27:154-806-468:+154-806-468-001-740-877-032+ | H-132:154-806-471:+154-806-471-407-845-740-233-231-798+ | H-143:154-806-469:+154-806-469-001-740-877-032+
467,806,7,4,0.5714285714285714,2,3,H-1999:806-467-<END>:+400-154-806-467+ | H-1979:806-467-<END>:+740-158-806-467+ | H-146:806-467-031:+154-806-467-031+ | H-154:806-467-013:+154-806-467-013-817+ | M-1683:806-467-001:+155-806-467-001-692+
175,100,1,0,0,1,1,H-1839:100-175-630:+740-100-175-630-705+
630,175,1,0,0,1,1,H-1839:175-630-705:+740-100-175-630-705+
705,630,1,1,1,1,1,H-1839:630-705-<END>:+740-100-175-630-705+
850,032,1,0,0,1,1,H-2022:032-850-031:+032-850-031+
031,850,2,2,1,2,2,H-2022:850-031-<END>:+032-850-031+ | M-1928:850-031-<END>:+850-031+
752,740,17,1,0.058823529411764705,2,4,H-2022:740-752-175:+740-752-175-002-861+ | H-2021:740-752-070:+740-752-070-255-832+ | H-2021:740-752-463:+740-752-463-495-240-415+ | H-1793:740-752-482:+740-752-482-240+ | H-47:740-752-482:+740-752-482+
175,752,1,0,0,1,1,H-2022:752-175-002:+740-752-175-002-861+
002,175,3,0,0,2,3,H-2022:175-002-861:+740-752-175-002-861+ | M-181:175-002-295:+520-175-002-295-502+ | M-1267:175-002-861:+416-001-740-720-175-002-861+
698,400,1,1,1,1,1,H-1892:400-698-<END>:+400-698+
033,176,3,0,0,2,2,H-2139:176-033-705:+740-176-033-705-235+ | H-24:176-033-705:+740-626-176-033-705-233+ | M-814:176-033-705:+740-176-033-705-240-235-803+
062,142,1,0,0,1,1,H-1864:142-062-002:+740-142-062-002-817+
002,062,1,0,0,1,1,H-1864:062-002-817:+740-142-062-002-817+
070,752,1,0,0,1,1,H-2021:752-070-255:+740-752-070-255-832+
463,752,1,0,0,1,1,H-2021:752-463-495:+740-752-463-495-240-415+
495,463,2,1,0.5,1,1,H-2021:463-495-240:+740-752-463-495-240-415+ | H-187:463-495-<END>:+400-740-463-495+
240,495,3,0,0,3,2,H-2021:495-240-415:+740-752-463-495-240-415+ | M-1726:495-240-002:+740-615-495-240-002-861+ | -:495-240-060:+520-070-495-240-060-297-368-632-032+
415,240,2,1,0.5,1,2,H-2021:240-415-<END>:+740-752-463-495-240-415+ | H-386:240-415-798:+527-555-740-055-240-415-798-060-201+
805,158,1,0,0,1,1,H-1732:158-805-480:+158-805-480+
480,805,1,1,1,1,1,H-1732:805-480-<END>:+158-805-480+
705,034,1,1,1,1,1,-:034-705-<END>:+034-705+
838,158,1,0,0,1,1,H-1709:158-838-470:+158-838-470+
470,838,1,1,1,1,1,H-1709:838-470-<END>:+158-838-470+
293,002,1,0,0,1,1,H-1706:002-293-360:+405-003-002-293-360+
360,293,1,1,1,1,1,H-1706:293-360-<END>:+405-003-002-293-360+
554,525,1,1,1,1,1,H-1817:525-554-<END>:+400-525-554+
408,003,1,1,1,1,1,H-1745:003-408-<END>:+003-408+
033,033,9,5,0.5555555555555556,5,4,H-1662:033-033-740:+033-033/740-142-061-140-002-546+ | H-1899:033-033-<END>:+520-033-033+ | H-1670:033-033-240:+740-760-033-033-240-002-824+ | H-1182:033-033-<END>:+033-033+ | K-22:033-033-<END>:+866-151-033-033+
740,033,4,0,0,2,1,H-1662:033-740-142:+033-033/740-142-061-140-002-546+ | M-1834:033-740-463:+450-617-033/740-463-510-741-252-791+ | M-212:033-740-388:+413-033/740-388+ | M-314:033-740-760:+953-817-390-125-308-809-033/740-760-706-466/520-231-240-235-002-820+
061,142,9,3,0.3333333333333333,2,2,H-1662:142-061-140:+033-033/740-142-061-140-002-546+ | H-1672:142-061-033:+740-400-142-061-033+ | H-1679:142-061-<END>:+740-400-142-061+ | H-780:142-061-<END>:+740-400-142-061+ | M-1772:142-061-002:+740-400-142-061-002-798-435-255-705+
002,140,7,2,0.2857142857142857,3,2,H-1662:140-002-546:+033-033/740-142-061-140-002-546+ | K-4:140-002-741:+036-269-140-002-741-060-920+ | M-142:140-002-861:+136-140-002-861+ | M-762:140-002-<END>:+226-140-002+ | M-1114:140-002-741:+740-140-002-741-060-920+
546,002,1,1,1,1,1,H-1662:002-546-<END>:+033-033/740-142-061-140-002-546+
151,400,4,0,0,1,2,H-1917:400-151-097:+400-151-097+ | H-1995:400-151-142:+400-151-142+ | H-297:400-151-336:+400-151-336-630-706+ | H-948:400-151-229:+400-151-229+
097,151,6,3,0.5,2,3,H-1917:151-097-<END>:+400-151-097+ | M-1839:151-097-<END>:+151-097+ | M-1816:151-097-<END>:+151-097+ | M-1703:151-097-232:+151-097-232-416+ | M-2104:151-097-700:+151-097-700-034+
032,032,3,2,0.6666666666666666,1,2,H-1899:032-032-700:+032-032-700+ | -:032-032-<END>:+032/032+ | H-2282:032-032-<END>:+034-032-032+
033,031,2,1,0.5,2,2,H-2207:031-033-<END>:+700-031-033+ | M-840:031-033-705:+046-031-033-705-233-001-920-374+
176,435,1,0,0,1,1,H-1842:435-176-233:+740-690-435-176-233-803+
233,176,8,3,0.375,4,4,H-1842:176-233-803:+740-690-435-176-233-803+ | K-62:176-233-803:+740-176-233-803+ | L-35:176-233-<END>:+740-176-233+ | L-55:176-233-<END>:+740-176-233+ | M-230:176-233-<END>:+090-740-176-233+
032,590,12,3,0.25,4,4,H-2193:590-032-220:+590-032-220+ | H-2149:590-032-645:+590-032-645-003+ | H-2020:590-032-220:+690-590-032-220+ | H-1657:590-032-900:+740-405-590-032-900-003-806-235-220-032-002-690-921+ | H-515:590-032-<END>:+740-798-463-350-741-590-032+
033,740,3,0,0,3,2,H-1814:740-033-711:+740-033-711-335-575-413+ | M-1408:740-033-503:+400-740-033-503+ | Ns-8:740-033-495:+740-033-495+
097,400,3,2,0.6666666666666666,2,2,H-1860:400-097-<END>:+400-097+ | M-478:400-097-700:+400-097-700-004+ | M-830:400-097-<END>:+400-097+
025,032,3,3,1,1,1,H-2209:032-025-<END>:+400-740-032-025+ | H-2109:032-025-<END>:+690-032-025+ | H-2206:032-025-<END>:+740-032-025+
681,690,1,1,1,1,1,H-2108:690-681-<END>:+690-681+
014,032,1,1,1,1,1,H-2108:032-014-<END>:+400-740-032-014+
255,740,12,1,0.08333333333333333,2,3,H-2198:740-255-032:+740-255-032+ | H-1840:740-255-705:+090-740-255-705-060-550+ | H-2123:740-255-061:+740-255-061+ | M-1855:740-255-<END>:+740-255+ | M-72:740-255-705:+740-255-705-140-003-002-861+
032,255,1,1,1,1,1,H-2198:255-032-<END>:+740-255-032+
031,176,2,1,0.5,2,2,H-1824:176-031-060:+740-176-031-060-201+ | M-155:176-031-<END>:+740-176-031+
201,060,5,5,1,2,2,H-1824:060-201-<END>:+740-176-031-060-201+ | H-17:060-201-<END>:+520-233-240-060-201+ | H-61:060-201-<END>:+740-690-435-255-001-060-201+ | H-386:060-201-<END>:+527-555-740-055-240-415-798-060-201+ | M-1739:060-201-<END>:+740-390-590-032-060-201+
365,798,2,0,0,1,2,H-1823:798-365-415:+400-740-798-365-415-001+ | H-659:798-365-263:+407-845-140-740-233-240-798-365-263+
415,365,1,0,0,1,1,H-1823:365-415-001:+400-740-798-365-415-001+
001,415,2,1,0.5,2,2,H-1823:415-001-<END>:+400-740-798-365-415-001+ | M-634:415-001-820:+679-740-220-415-001-820-812-820-140-820+
540,740,4,0,0,2,3,H-1841:740-540-204:+740-540-204-255+ | H-1667:740-540-002:+740-540-002-817+ | M-1088:740-540-002:+740-540-002-820+ | M-1379:740-540-920:+740-540-920+
204,540,1,0,0,1,1,H-1841:540-204-255:+740-540-204-255+
255,204,1,1,1,1,1,H-1841:204-255-<END>:+740-540-204-255+
220,705,6,1,0.16666666666666666,2,3,H-1813:705-220-<END>:+400-525-550-033-705-220+ | M-1696:705-220-415:+520-033-705-220-415-002-861+ | M-1954:705-220-415:+740-407-590-031-752-033-705-220-415-798-002-861+ | M-117:705-220-803:+520-033-705-220-803-055-002-820+ | M-365:705-220-415:+527-550-033-705-220-415-060-550+
014,700,1,1,1,1,1,H-1946:700-014-<END>:+700-014+
125,700,2,2,1,1,2,H-1946:700-125-<END>:+700-125+ | H-894:700-125-<END>:+700-125+
790,003,1,1,1,1,1,H-1951:003-790-<END>:+617-550-003-790+
061,760,1,0,0,1,1,H-1975:760-061-060:+740-760-061-060-692+
060,061,3,0,0,3,2,H-1975:061-060-692:+740-760-061-060-692+ | M-322:061-060-820:+740-061-060-820+ | -:061-060-550:+740-798-706-061-060-550+
142,400,7,1,0.14285714285714285,3,2,H-1672:400-142-061:+740-400-142-061-033+ | H-1679:400-142-061:+740-400-142-061+ | H-780:400-142-061:+740-400-142-061+ | M-1772:400-142-061:+740-400-142-061-002-798-435-255-705+ | M-145:400-142-880:+740-400-142-880+
033,061,3,1,0.3333333333333333,2,2,H-1672:061-033-<END>:+740-400-142-061-033+ | H-149:061-033-706:+405-061-033-706-794-630-220-002-820+ | M-1978:061-033-705:+405-061-033-705-236+
003,700,2,2,1,2,2,H-1891:700-003-<END>:+700-003+ | M-511:700-003-<END>:+165-900-700-003+
032,876,1,0,0,1,1,H-2214:876-032-578:+876-032-578-415+
235,923,2,1,0.5,2,2,H-1903:923-235-<END>:+740-923-235+ | M-407:923-235-742:+740-923-235-742-380+
347,741,1,1,1,1,1,H-2024:741-347-<END>:+090-740-176-741-347+
854,400,1,0,0,1,1,H-2217:400-854-032:+400-854-032+
032,854,1,1,1,1,1,H-2217:854-032-<END>:+400-854-032+
360,257,1,1,1,1,1,H-2217:257-360-<END>:+257-360+
617,892,3,3,1,1,2,H-2090:892-617-<END>:+400-740-892-617+ | H-229:892-617-<END>:+400-740-892-617+ | H-849:892-617-<END>:+400-740-892-617+
060,869,2,0,0,1,1,H-2090:869-060-820:+869-060-820+ | H-2089:869-060-001:+869-060-001-820+
820,060,23,23,1,5,4,H-2090:060-820-<END>:+869-060-820+ | H-715:060-820-<END>:+526-550-060-820+ | K-16:060-820-<END>:+090-740-240/060-820+ | L-21:060-820-<END>:+156-142-060-820+ | L-122:060-820-<END>:+527-550-740-443-060-820+
554,526,2,0,0,2,2,H-1146:526-554-002:+526-554-002-820+ | Ns-55:526-554-002:+526-554-002-880+
002,554,2,0,0,2,2,H-1146:554-002-820:+526-554-002-820+ | Ns-55:554-002-880:+526-554-002-880+
413,682,1,0,0,1,1,H-1684:682-413-840:+682-413-840/740-061+
840,413,2,0,0,2,2,H-1684:413-840-740:+682-413-840/740-061+ | -:413-840-091:+831-413-840-091+
740,840,2,0,0,2,1,H-1684:840-740-061:+682-413-840/740-061+ | M-1796:840-740-455:+740-032-840-740-455-861+
388,515,1,1,1,1,1,H-2575:515-388-<END>:+515-388+
003,156,15,10,0.6666666666666666,3,3,H-2238:156-003-<END>:+156-003+ | H-81:156-003-<END>:+156-003+ | H-288:156-003-<END>:+156-003+ | H-499:156-003-<END>:+156-003+ | L-42:156-003-<END>:+156-003+
090,951,1,1,1,1,1,H-1856:951-090-<END>:+951-090+
495,817,1,1,1,1,1,H-2373:817-495-<END>:+817-495+
852,400,1,1,1,1,1,H-2267:400-852-<END>:+400-852+
220,016,1,0,0,1,1,H-1734:016-220-382:+016-220-382+
382,220,1,1,1,1,1,H-1734:220-382-<END>:+016-220-382+
175,740,1,0,0,1,1,-:740-175-415:+740-175-415-033-001+
415,175,1,0,0,1,1,-:175-415-033:+740-175-415-033-001+
033,415,2,0,0,2,2,-:415-033-001:+740-175-415-033-001+ | M-1785:415-033-702:+906-200/740-100-415-033-702+
001,033,2,1,0.5,2,2,-:033-001-<END>:+740-175-415-033-001+ | -:033-001-032:+033-001-032-091+
031,413,1,1,1,1,1,-:413-031-<END>:+413-031+
235,220,9,3,0.3333333333333333,3,5,H-2010:220-235-<END>:+740-176-220-235+ | H-806:220-235-<END>:+740-176-220-235+ | M-23:220-235-001:+842-871-192-368/740-482-060-692-520-220-235-001-920+ | M-104:220-235-853:+090-740-220-235-853+ | M-234:220-235-001:+842-535-099-004/740-482-060-692-520-220-235-001-920+
240,482,5,2,0.4,2,2,H-2010:482-240-002:+740-482-240-002-861+ | H-1793:482-240-<END>:+740-752-482-240+ | H-199:482-240-<END>:+740-752-482-240+ | H-806:482-240-002:+740-482-240-002-861+ | M-280:482-240-002:+740-482-240-002-944-920-140+
503,017,6,3,0.5,2,2,-:017-503-<END>:+400-740-017-503+ | M-1717:017-503-368:+740-760-017-503-368-817+ | M-1891:017-503-240:+400-740-017-503-240+ | M-1813:017-503-<END>:+740-017-503+ | M-30:017-503-240:+740-752-017-503-240-235-806+
033,760,3,0,0,2,1,H-1670:760-033-033:+740-760-033-033-240-002-824+ | M-44:760-033-705:+740-760-033-705-803-002-920-317+ | M-1079:760-033-706:+740-760-033-706-233-803+
240,033,2,0,0,2,1,H-1670:033-240-002:+740-760-033-033-240-002-824+ | M-319:033-240-220:+740-812-033-240-220-032+
824,002,6,6,1,4,2,H-1670:002-824-<END>:+740-760-033-033-240-002-824+ | L-91:002-824-<END>:+416-002-824+ | M-309:002-824-<END>:+224-740-061-002-824+ | M-788:002-824-<END>:+740-482-235-002-824+ | M-872:002-824-<END>:+390-016-002-824+
900,368,1,1,1,1,1,H-2131:368-900-<END>:+368-900+
503,016,1,1,1,1,1,H-1964:016-503-<END>:+400-740-016-503+
792,740,5,3,0.6,2,4,-:740-792-<END>:+090-740-792+ | M-424:740-792-<END>:+740-792+ | M-853:740-792-002:+090-740-792-002-817+ | M-953:740-792-<END>:+740-792+ | M-1429:740-792-740:+090-740-792-740-220-003-803+
158,400,12,0,0,2,3,H-1980:400-158-806:+400-158-806-475+ | H-2185:400-158-690:+400-158-690+ | H-189:400-158-806:+400-158-806-470+ | H-208:400-158-806:+400-158-806-472+ | H-226:400-158-904:+400-158-904-736+
806,158,9,0,0,2,2,H-1980:158-806-475:+400-158-806-475+ | H-1979:158-806-467:+740-158-806-467+ | H-58:158-806-468:+158-806-468-740-752-231-235+ | H-189:158-806-470:+400-158-806-470+ | H-190:158-806-465:+158-806-465+
475,806,1,1,1,1,1,H-1980:806-475-<END>:+400-158-806-475+
240,176,4,1,0.25,2,2,H-2200:176-240-<END>:+400-740-176-240+ | H-408:176-240-002:+740-176-240-002-702-503+ | M-289:176-240-002:+740-176-240-002-817+ | M-629:176-240-798:+679-740-176-240-798-002-861+
798,017,2,2,1,2,2,H-2183:017-798-<END>:+400-740-575-017-798+ | M-1989:017-798-<END>:+679-740-575-017-798+
220,236,4,2,0.5,3,2,H-1872:236-220-<END>:+400-236-220+ | H-1941:236-220-<END>:+400-236-220+ | L-45:236-220-741:+411-440-236-220-741-634+ | M-726:236-220-032:+031-850-140-236-220-032-803-002-820+
