checked_date,template_4,count,contains_125_in_template_4,contains_125_anywhere_after_002,distinct_sites,distinct_types,distinct_prev_before_002,top_exact_text_share,top_exact_text,sites,types,prev_before_002,cisi,verdict,examples
2026-05-31,220-065-440-455,1,false,false,1,1,1,1.000000,+740-336-002-220-065-440-455+,Mohenjo-daro:1,SEAL:S:1,336:1,M-140:1,singleton_non125_background,M-140:+740-336-002-220-065-440-455+
2026-05-31,220-455-000-<END>,1,false,false,1,1,1,1.000000,+002-220-455-000+,Harappa:1,TAB:B:1,<START>:1,H-1874:1,singleton_non125_background,H-1874:+002-220-455-000+
2026-05-31,220-455-503-<END>,1,false,false,1,1,1,1.000000,+740-055-240-235-806-002-220-455-503+,Mohenjo-daro:1,SEAL:S:1,806:1,M-29:1,singleton_non125_background,M-29:+740-055-240-235-806-002-220-455-503+
2026-05-31,220-455-520-<END>,1,false,false,1,1,1,1.000000,+226-803-002-220-455-520+,Mohenjo-daro:1,SEAL:S:1,803:1,M-147:1,singleton_non125_background,M-147:+226-803-002-220-455-520+
2026-05-31,220-455-741-<END>,1,false,false,1,1,1,1.000000,+390-017-002-220-455-741+,Harappa:1,SEAL:S:1,017:1,H-82:1,singleton_non125_background,H-82:+390-017-002-220-455-741+
2026-05-31,220-455-920-<END>,1,false,false,1,1,1,1.000000,+740-585-017-033-706-803-002-220-455-920+,Harappa:1,SEAL:S:1,803:1,H-268:1,singleton_non125_background,H-268:+740-585-017-033-706-803-002-220-455-920+
2026-05-31,220-627-615-906,1,false,false,1,1,1,1.000000,+484-140-002-220-627-615-906-388+,Mohenjo-daro:1,TAG:O:1,140:1,M-1427:1,singleton_non125_background,M-1427:+484-140-002-220-627-615-906-388+
2026-05-31,220-880-689-<END>,1,false,false,1,1,1,1.000000,+740-717-233-002-220-880-689+,Mohenjo-daro:1,SEAL:S:1,233:1,M-655:1,singleton_non125_background,M-655:+740-717-233-002-220-880-689+
2026-05-31,221-<END>-<END>-<END>,1,false,false,1,1,1,1.000000,+806-231-002-221+,Lothal:1,SEAL:R:1,231:1,L-82:1,singleton_non125_background,L-82:+806-231-002-221+
2026-05-31,226-231-<END>-<END>,1,false,false,1,1,1,1.000000,+575-031-002-226-231[,Dholavira:1,TAB:I:1,031:1,-:1,singleton_non125_background,-:+575-031-002-226-231[
2026-05-31,233-235-<END>-<END>,1,false,false,1,1,1,1.000000,+405-032-900-003-070-002-233-235+,Harappa:1,SEAL:R:1,070:1,H-141:1,singleton_non125_background,H-141:+405-032-900-003-070-002-233-235+
2026-05-31,244-632-<END>-<END>,1,false,false,1,1,1,1.000000,]000/000-125-632-032/240-002-244-632+,Mohenjo-daro:1,SEAL:S:1,240:1,M-1188:1,singleton_non125_background,M-1188:]000/000-125-632-032/240-002-244-632+
2026-05-31,252-575-<END>-<END>,1,false,false,1,1,1,1.000000,+740-760-093-002-252-575+,Kalibangan:1,SEAL:S:1,093:1,K-24:1,singleton_non125_background,K-24:+740-760-093-002-252-575+
2026-05-31,252-692-<END>-<END>,1,false,false,1,1,1,1.000000,+151-061/156-002-252-692+,Mohenjo-daro:1,SEAL:S:1,156:1,M-1901:1,singleton_non125_background,M-1901:+151-061/156-002-252-692+
2026-05-31,252-840-<END>-<END>,1,false,false,1,1,1,1.000000,+740-205-032-002-252-840+,Mohenjo-daro:1,SEAL:S:1,032:1,M-143:1,singleton_non125_background,M-143:+740-205-032-002-252-840+
2026-05-31,257-550-<END>-<END>,1,false,false,1,1,1,1.000000,+000-000-002-257-550+,Baror:1,SEAL:S:1,000:1,-:1,singleton_non125_background,-:+000-000-002-257-550+
2026-05-31,257-898-<END>-<END>,1,false,false,1,1,1,1.000000,+520-220-621-415-002-257-898+,Mohenjo-daro:1,SEAL:S:1,415:1,M-154:1,singleton_non125_background,M-154:+520-220-621-415-002-257-898+
2026-05-31,267-000-033-<END>,1,false,false,1,1,1,1.000000,+740-690-435-255-002-267-000-033+,Rakhigarhi:1,SEAL:S:1,255:1,-:1,singleton_non125_background,-:+740-690-435-255-002-267-000-033+
2026-05-31,267-455-<END>-<END>,1,false,false,1,1,1,1.000000,+405-061-070-032-033-706-235-806-002-267-455+,Mohenjo-daro:1,SEAL:S:1,806:1,M-10:1,singleton_non125_background,M-10:+405-061-070-032-033-706-235-806-002-267-455+
2026-05-31,269-892-810-033,1,false,false,1,1,1,1.000000,+740-032-845-240-002-269-892-810-033+,Mohenjo-daro:1,SEAL:S:1,240:1,M-1766:1,singleton_non125_background,M-1766:+740-032-845-240-002-269-892-810-033+
2026-05-31,270-633-032-<END>,1,false,false,1,1,1,1.000000,+520-033-705-220-032/231-072-002-270-633-032+,Mohenjo-daro:1,SEAL:S:1,072:1,M-1169:1,singleton_non125_background,M-1169:+520-033-705-220-032/231-072-002-270-633-032+
2026-05-31,278-595-<END>-<END>,1,false,false,1,1,1,1.000000,+392-004-002-278-595+,Salut:1,SEAL:S:1,004:1,-:1,singleton_non125_background,-:+392-004-002-278-595+
2026-05-31,281-<END>-<END>-<END>,1,false,false,1,1,1,1.000000,+740-032-029-002-281+,Lakhanjo-daro:1,SEAL:S:1,029:1,-:1,singleton_non125_background,-:+740-032-029-002-281+
2026-05-31,285-491-<END>-<END>,1,false,false,1,1,1,1.000000,+440-411-740-335-002-285-491+,Kalibangan:1,SEAL:S:1,335:1,K-28:1,singleton_non125_background,K-28:+440-411-740-335-002-285-491+
2026-05-31,286-220-031-012,1,false,false,1,1,1,1.000000,+125-435-255-002-286-220-031-012-031-455-033-590+,Mohenjo-daro:1,SEAL:S:1,255:1,M-1688:1,singleton_non125_background,M-1688:+125-435-255-002-286-220-031-012-031-455-033-590+
2026-05-31,287-140-<END>-<END>,1,false,false,1,1,1,1.000000,+740-879-220-415-002-287-140+,Mohenjo-daro:1,SEAL:S:1,415:1,M-109:1,singleton_non125_background,M-109:+740-879-220-415-002-287-140+
2026-05-31,291-690-564-<END>,1,false,false,1,1,1,1.000000,+740-560-233-002-291-690-564+,Mohenjo-daro:1,SEAL:S:1,233:1,M-628:1,singleton_non125_background,M-628:+740-560-233-002-291-690-564+
2026-05-31,293-360-<END>-<END>,1,false,false,1,1,1,1.000000,+405-003-002-293-360+,Harappa:1,SEAL:R:1,003:1,H-1706:1,singleton_non125_background,H-1706:+405-003-002-293-360+
2026-05-31,295-502-<END>-<END>,1,false,false,1,1,1,1.000000,+520-175-002-295-502+,Mohenjo-daro:1,SEAL:S:1,175:1,M-181:1,singleton_non125_background,M-181:+520-175-002-295-502+
2026-05-31,296-000-<END>-<END>,1,false,false,1,1,1,1.000000,]460-350-002-296-000[,Kalibangan:1,SEAL:S:1,350:1,K-146:1,singleton_non125_background,K-146:]460-350-002-296-000[
2026-05-31,296-530-000-<END>,1,false,false,1,1,1,1.000000,+740-032-840-002-296-530-000+,Chanhu-daro:1,SEAL:S:1,840:1,C-57:1,singleton_non125_background,C-57:+740-032-840-002-296-530-000+
2026-05-31,297-000-<END>-<END>,1,false,false,1,1,1,1.000000,+740-519-002-297-000[,Harappa:1,SEAL:S:1,519:1,H-1038:1,singleton_non125_background,H-1038:+740-519-002-297-000[
2026-05-31,297-190-920-140,1,false,false,1,1,1,1.000000,+090-740-220-016-002-297-190-920-140+,Mohenjo-daro:1,SEAL:S:1,016:1,M-53:1,singleton_non125_background,M-53:+090-740-220-016-002-297-190-920-140+
2026-05-31,297-416-<END>-<END>,1,false,false,1,1,1,1.000000,+740-760-440-002-297-416+,Mohenjo-daro:1,SEAL:S:1,440:1,M-114:1,singleton_non125_background,M-114:+740-760-440-002-297-416+
2026-05-31,298-460-032-<END>,1,false,false,1,1,1,1.000000,+740-798-231-002-298-460-032+,Mohenjo-daro:1,SEAL:S:1,231:1,M-683:1,singleton_non125_background,M-683:+740-798-231-002-298-460-032+
2026-05-31,299-530-820-<END>,1,false,false,1,1,1,1.000000,+740-760-175-176-220-415-798-002-299-530-820+,Mohenjo-daro:1,SEAL:S:1,798:1,M-623:1,singleton_non125_background,M-623:+740-760-175-176-220-415-798-002-299-530-820+
2026-05-31,300-350-032-190,1,false,false,1,1,1,1.000000,+527-550-240-220-032-002-300-350-032-190+,Mohenjo-daro:1,SEAL:S:1,032:1,M-49:1,singleton_non125_background,M-49:+527-550-240-220-032-002-300-350-032-190+
2026-05-31,301-190-<END>-<END>,1,false,false,1,1,1,1.000000,+390-844-140-176-803-002-301-190+,Mohenjo-daro:1,SEAL:S:1,803:1,M-115:1,singleton_non125_background,M-115:+390-844-140-176-803-002-301-190+
2026-05-31,301-350-<END>-<END>,1,false,false,1,1,1,1.000000,+740-721-002-301-350+,Mohenjo-daro:1,SEAL:S:1,721:1,M-242:1,singleton_non125_background,M-242:+740-721-002-301-350+
2026-05-31,305-032-904-<END>,1,false,false,1,1,1,1.000000,+740-585-017-240-002-305-032-904+,Harappa:1,SEAL:S:1,240:1,H-272:1,singleton_non125_background,H-272:+740-585-017-240-002-305-032-904+
2026-05-31,308-072-<END>-<END>,1,false,false,1,1,1,1.000000,+236-002-308-072+,Banawali:1,SEAL:S:1,236:1,B-17:1,singleton_non125_background,B-17:+236-002-308-072+
2026-05-31,315-850-<END>-<END>,1,false,false,1,1,1,1.000000,+740-373-031-002-315-850+,Mohenjo-daro:1,SEAL:S:1,031:1,M-1002:1,singleton_non125_background,M-1002:+740-373-031-002-315-850+
2026-05-31,320-705-125-<END>,1,true,true,1,1,1,1.000000,+740-773-233-803-002-320-705-125+,Mohenjo-daro:1,SEAL:S:1,803:1,M-1668:1,singleton_125_template_wild,M-1668:+740-773-233-803-002-320-705-125+
2026-05-31,354-004-<END>-<END>,1,false,false,1,1,1,1.000000,]415-798-002-354-004+,Mohenjo-daro:1,SEAL:R:1,798:1,M-413:1,singleton_non125_background,M-413:]415-798-002-354-004+
2026-05-31,360-832-<END>-<END>,1,false,false,1,1,1,1.000000,+090-740-362-002-360-832+,Kalibangan:1,TAG:L:1,362:1,K-89:1,singleton_non125_background,K-89:+090-740-362-002-360-832+
2026-05-31,365-287-034-<END>,1,false,false,1,1,1,1.000000,+031-840-140-740-101-002-365-287-034+,Chanhu-daro:1,SEAL:S:1,101:1,C-1:1,singleton_non125_background,C-1:+031-840-140-740-101-002-365-287-034+
2026-05-31,365-374-000-<END>,1,false,false,1,1,1,1.000000,+740-100-415-240-002-365-374-000+,Harappa:1,SEAL:S:1,240:1,H-31:1,singleton_non125_background,H-31:+740-100-415-240-002-365-374-000+
2026-05-31,365-550-<END>-<END>,1,false,false,1,1,1,1.000000,+391-002-365-550+,Dholavira:1,SEAL:S:1,391:1,-:1,singleton_non125_background,-:+391-002-365-550+
2026-05-31,368-119-<END>-<END>,1,false,false,1,1,1,1.000000,+740-215-002-368-119+,Mohenjo-daro:1,SEAL:S:1,215:1,M-99:1,singleton_non125_background,M-99:+740-215-002-368-119+
2026-05-31,368-165-<END>-<END>,1,false,false,1,1,1,1.000000,+401-002-368-165+,Mohenjo-daro:1,SEAL:S:1,401:1,M-311:1,singleton_non125_background,M-311:+401-002-368-165+
2026-05-31,368-202-892-371,1,false,false,1,1,1,1.000000,+740-390-590-233-002-368-202-892-371+,Mohenjo-daro:1,SEAL:S:1,233:1,M-12:1,singleton_non125_background,M-12:+740-390-590-233-002-368-202-892-371+
2026-05-31,368-518-<END>-<END>,1,false,false,1,1,1,1.000000,+527-550-803-002-368-518+,Mohenjo-daro:1,SEAL:S:1,803:1,M-253:1,singleton_non125_background,M-253:+527-550-803-002-368-518+
2026-05-31,368-550-821-<END>,1,false,false,1,1,1,1.000000,+090-740-220-002-368-550-821+,Banawali:1,SEAL:S:1,220:1,B-1:1,singleton_non125_background,B-1:+090-740-220-002-368-550-821+
2026-05-31,368-590-900-<END>,1,false,false,1,1,1,1.000000,+002-368-590-900+,Unknown:1,SEAL:S:1,<START>:1,?-3:1,singleton_non125_background,?-3:+002-368-590-900+
2026-05-31,368-634-<END>-<END>,1,false,false,1,1,1,1.000000,+390-717-061-002-368-634+,Bala-kot:1,SEAL:S:1,061:1,Blk-2:1,singleton_non125_background,Blk-2:+390-717-061-002-368-634+
2026-05-31,368-840-900-<END>,1,false,false,1,1,1,1.000000,]220-002-368-840-900+,Lothal:1,TAG:1,220:1,L-213:1,singleton_non125_background,L-213:]220-002-368-840-900+
2026-05-31,368-861-590-032,1,false,false,1,1,1,1.000000,+740-690-435-255-002-368-861-590-032-368+,Kalibangan:1,SEAL:S:1,255:1,K-10:1,singleton_non125_background,K-10:+740-690-435-255-002-368-861-590-032-368+
2026-05-31,368-906-329-<END>,1,false,false,1,1,1,1.000000,+740-794-630-220-032-002-368-906-329+,Mohenjo-daro:1,SEAL:S:1,032:1,M-36:1,singleton_non125_background,M-36:+740-794-630-220-032-002-368-906-329+
2026-05-31,374-228-741-<END>,1,false,false,1,1,1,1.000000,+390-034-002-374-228-741+,Mohenjo-daro:1,SEAL:S:1,034:1,M-315:1,singleton_non125_background,M-315:+390-034-002-374-228-741+
2026-05-31,374-309-350-<END>,1,false,false,1,1,1,1.000000,+740-390-590-235-002-374-309-350+,Mohenjo-daro:1,SEAL:S:1,235:1,M-66:1,singleton_non125_background,M-66:+740-390-590-235-002-374-309-350+
2026-05-31,374-310-350-495,1,false,false,1,1,1,1.000000,+740-142-067/002-374-310-350-495-834+,Nausharo:1,SEAL:S:1,067:1,Ns-9:1,singleton_non125_background,Ns-9:+740-142-067/002-374-310-350-495-834+
2026-05-31,374-575-<END>-<END>,1,false,false,1,1,1,1.000000,+871-740-643/740-798-463-350-002-374-575+,Mohenjo-daro:1,SEAL:S:1,350:1,M-665:1,singleton_non125_background,M-665:+871-740-643/740-798-463-350-002-374-575+
2026-05-31,374-840-<END>-<END>,1,false,false,1,1,1,1.000000,+151-390-590-002-374-840+,Mohenjo-daro:1,SEAL:S:1,590:1,M-1089:1,singleton_non125_background,M-1089:+151-390-590-002-374-840+
2026-05-31,388-031-<END>-<END>,1,false,false,1,1,1,1.000000,+426-003-002-388-031+,Mohenjo-daro:1,SEAL:S:1,003:1,M-948:1,singleton_non125_background,M-948:+426-003-002-388-031+
2026-05-31,388-385-705-632,1,false,false,1,1,1,1.000000,+740-405-590-220-235-803-002-388-385-705-632+,Mohenjo-daro:1,SEAL:R:1,803:1,M-359:1,singleton_non125_background,M-359:+740-405-590-220-235-803-002-388-385-705-632+
2026-05-31,390-072-<END>-<END>,1,false,false,1,1,1,1.000000,+090-740-220-003-002-390-072+,Harappa:1,SEAL:S:1,003:1,H-68:1,singleton_non125_background,H-68:+090-740-220-003-002-390-072+
2026-05-31,390-125-195-<END>,1,true,true,1,1,1,1.000000,+740-760-235-002-390-125-195+,Mohenjo-daro:1,SEAL:S:1,235:1,M-735:1,singleton_125_template_wild,M-735:+740-760-235-002-390-125-195+
2026-05-31,390-125-820-<END>,1,true,true,1,1,1,1.000000,+390-004-002-390-125-820+,Surkotada:1,SEAL:S:1,004:1,Sktd-1:1,singleton_125_template_wild,Sktd-1:+390-004-002-390-125-820+
2026-05-31,390-140-<END>-<END>,1,false,false,1,1,1,1.000000,+740-061-002-390-140+,Mohenjo-daro:1,SEAL:S:1,061:1,M-708:1,singleton_non125_background,M-708:+740-061-002-390-140+
2026-05-31,390-346-<END>-<END>,1,false,false,1,1,1,1.000000,+740-384-002-390-346+,Mohenjo-daro:1,SEAL:S:1,384:1,M-213:1,singleton_non125_background,M-213:+740-384-002-390-346+
2026-05-31,390-530-741-<END>,1,false,false,1,1,1,1.000000,+740-798-803-002-390-530-741+,Harappa:1,TAB:B:1,803:1,H-773:1,singleton_non125_background,H-773:+740-798-803-002-390-530-741+
2026-05-31,390-590-032-<END>,1,false,false,1,1,1,1.000000,+740-205-032-002-390-590-032+,Unknown:1,SEAL:S:1,032:1,-:1,singleton_non125_background,-:+740-205-032-002-390-590-032+
2026-05-31,390-692-<END>-<END>,1,false,false,1,1,1,1.000000,+226-032-002-390-692+,Mohenjo-daro:1,SEAL:S:1,032:1,M-70:1,singleton_non125_background,M-70:+226-032-002-390-692+
2026-05-31,390-707-<END>-<END>,1,false,false,1,1,1,1.000000,+236-002-390-707+,Mohenjo-daro:1,SEAL:S:1,236:1,M-232:1,singleton_non125_background,M-232:+236-002-390-707+
2026-05-31,392-590-125-<END>,1,true,true,1,1,1,1.000000,+740-760-615-104-717-235-002-392-590-125+,Lohumjo-daro:1,SEAL:S:1,235:1,Lh-1:1,singleton_125_template_wild,Lh-1:+740-760-615-104-717-235-002-392-590-125+
2026-05-31,400-703-<END>-<END>,1,false,false,1,1,1,1.000000,+740-061-002-400-703+,Mohenjo-daro:1,SEAL:S:1,061:1,M-1135:1,singleton_non125_background,M-1135:+740-061-002-400-703+
2026-05-31,405-125-820-<END>,1,true,true,1,1,1,1.000000,+740-636-240-233-235-002-405-125-820+,Mohenjo-daro:1,SEAL:S:1,235:1,M-41:1,singleton_125_template_wild,M-41:+740-636-240-233-235-002-405-125-820+
2026-05-31,405-321-<END>-<END>,1,false,false,1,1,1,1.000000,+740-920-320-233-806-002-405-321+,Harappa:1,SEAL:S:1,806:1,H-22:1,singleton_non125_background,H-22:+740-920-320-233-806-002-405-321+
2026-05-31,405-372-374-<END>,1,false,false,1,1,1,1.000000,+740-336-176-002-405-372-374+,Mohenjo-daro:1,SEAL:S:1,176:1,M-34:1,singleton_non125_background,M-34:+740-336-176-002-405-372-374+
2026-05-31,407-125-590-831,1,true,true,1,1,1,1.000000,+002-407-125-590-831+,Mohenjo-daro:1,TAB:C:1,<START>:1,M-2055:1,singleton_125_template_wild,M-2055:+002-407-125-590-831+
2026-05-31,413-368-031-<END>,1,false,false,1,1,1,1.000000,+740-440-233-002-413-368-031+,Mohenjo-daro:1,SEAL:S:1,233:1,M-1894:1,singleton_non125_background,M-1894:+740-440-233-002-413-368-031+
2026-05-31,415-<END>-<END>-<END>,1,false,false,1,1,1,1.000000,+000-000-000-000/032-832-032-002-415+,Lothal:1,SEAL:S:1,032:1,L-15:1,singleton_non125_background,L-15:+000-000-000-000/032-832-032-002-415+
2026-05-31,416-000-<END>-<END>,1,false,false,1,1,1,1.000000,+520-220-016-002-416-000+,Mohenjo-daro:1,SEAL:S:1,016:1,M-1884:1,singleton_non125_background,M-1884:+520-220-016-002-416-000+
2026-05-31,418-<END>-<END>-<END>,1,false,false,1,1,1,1.000000,]240-002-418+,Harappa:1,TAB:B:1,240:1,H-701:1,singleton_non125_background,H-701:]240-002-418+
2026-05-31,435-000-<END>-<END>,1,false,false,1,1,1,1.000000,+740-176-220-415-002-435-000[,Mohenjo-daro:1,SEAL:S:1,415:1,M-1027:1,singleton_non125_background,M-1027:+740-176-220-415-002-435-000[
2026-05-31,435-255-777-<END>,1,false,false,1,1,1,1.000000,+740-639-240-002-435-255-777+,Harappa:1,SEAL:S:1,240:1,H-598:1,singleton_non125_background,H-598:+740-639-240-002-435-255-777+
2026-05-31,452-000-<END>-<END>,1,false,false,1,1,1,1.000000,+090-740-384-002-452-000+,Harappa:1,SEAL:S:1,384:1,H-461:1,singleton_non125_background,H-461:+090-740-384-002-452-000+
2026-05-31,454-<END>-<END>-<END>,1,false,false,1,1,1,1.000000,+001-226-032-002-454+,Mohenjo-daro:1,SEAL:R:1,032:1,M-367:1,singleton_non125_background,M-367:+001-226-032-002-454+
2026-05-31,455-420-032-<END>,1,false,false,1,1,1,1.000000,+740-061-002-455-420-032+,Harappa:1,SEAL:S:1,061:1,H-1671:1,singleton_non125_background,H-1671:+740-061-002-455-420-032+
2026-05-31,455-511-<END>-<END>,1,false,false,1,1,1,1.000000,+390-005-002-455-511+,Mohenjo-daro:1,SEAL:S:1,005:1,M-1907:1,singleton_non125_background,M-1907:+390-005-002-455-511+
2026-05-31,455-692-416-<END>,1,false,false,1,1,1,1.000000,+740-760-552/000-002-455-692-416+,Lothal:1,SEAL:S:1,000:1,L-5:1,singleton_non125_background,L-5:+740-760-552/000-002-455-692-416+
2026-05-31,456-<END>-<END>-<END>,1,false,false,1,1,1,1.000000,+621-520-231-240-002-456+,Mohenjo-daro:1,SEAL:S:1,240:1,M-1150:1,singleton_non125_background,M-1150:+621-520-231-240-002-456+
2026-05-31,457-<END>-<END>-<END>,1,false,false,1,1,1,1.000000,+033-705-233-235-002-457+,Dholavira:1,MISC:1,235:1,-:1,singleton_non125_background,-:+033-705-233-235-002-457+
2026-05-31,460-511-<END>-<END>,1,false,false,1,1,1,1.000000,]000-240-235-002-460-511+,Harappa:1,SEAL:S:1,235:1,H-426:1,singleton_non125_background,H-426:]000-240-235-002-460-511+
2026-05-31,460-632-<END>-<END>,1,false,false,1,1,1,1.000000,+000-061-002-460-632+,Mohenjo-daro:1,SEAL:S:1,061:1,M-845:1,singleton_non125_background,M-845:+000-061-002-460-632+
2026-05-31,463-575-<END>-<END>,1,false,false,1,1,1,1.000000,+463-513/390-017-002-463-575+,Dholavira:1,SEAL:S:1,017:1,-:1,singleton_non125_background,-:+463-513/390-017-002-463-575+
2026-05-31,504-717-<END>-<END>,1,false,false,1,1,1,1.000000,+740-904-032-220-415-235-803-002-504-717+,Mohenjo-daro:1,SEAL:S:1,803:1,M-52:1,singleton_non125_background,M-52:+740-904-032-220-415-235-803-002-504-717+
2026-05-31,518-<END>-<END>-<END>,1,false,false,1,1,1,1.000000,+740-604-142-002-518+,Mohenjo-daro:1,SEAL:S:1,142:1,M-1916:1,singleton_non125_background,M-1916:+740-604-142-002-518+
2026-05-31,520-000-000-000,1,false,false,1,1,1,1.000000,+000-002-520-000-000-000-906-388+,Mohenjo-daro:1,TAB:B:1,000:1,M-451:1,singleton_non125_background,M-451:+000-002-520-000-000-000-906-388+
2026-05-31,527-475-005-<END>,1,false,false,1,1,1,1.000000,+391-002-527-475-005+,Mohenjo-daro:1,SEAL:S:1,391:1,M-40:1,singleton_non125_background,M-40:+391-002-527-475-005+
2026-05-31,540-<END>-<END>-<END>,1,false,false,1,1,1,1.000000,+679-740-575-017-240-806-002-540+,Mohenjo-daro:1,SEAL:R:1,806:1,M-393:1,singleton_non125_background,M-393:+679-740-575-017-240-806-002-540+
2026-05-31,540-590-<END>-<END>,1,false,false,1,1,1,1.000000,+740-760-605-002-540-590+,Lothal:1,SEAL:R:1,605:1,L-112:1,singleton_non125_background,L-112:+740-760-605-002-540-590+
2026-05-31,546-<END>-<END>-<END>,1,false,false,1,1,1,1.000000,+033-033/740-142-061-140-002-546+,Harappa:1,SEAL:S:1,140:1,H-1662:1,singleton_non125_background,H-1662:+033-033/740-142-061-140-002-546+
2026-05-31,550-<END>-<END>-<END>,1,false,false,1,1,1,1.000000,+390-415-002-550+,Lothal:1,TAG:1,415:1,L-145:1,singleton_non125_background,L-145:+390-415-002-550+
2026-05-31,550-615-<END>-<END>,1,false,false,1,1,1,1.000000,+151-350-002-550-615+,Mohenjo-daro:1,SEAL:S:1,350:1,M-849:1,singleton_non125_background,M-849:+151-350-002-550-615+
2026-05-31,564-617-033-<END>,1,false,false,1,1,1,1.000000,+298-465-033-705-231-002-564-617-033+,Mohenjo-daro:1,SEAL:S:1,231:1,M-4:1,singleton_non125_background,M-4:+298-465-033-705-231-002-564-617-033+
2026-05-31,575-031-<END>-<END>,1,false,false,1,1,1,1.000000,+090-740-100-233-002-575-031+,Lothal:1,SEAL:S:1,233:1,L-4:1,singleton_non125_background,L-4:+090-740-100-233-002-575-031+
2026-05-31,577-<END>-<END>-<END>,1,false,false,1,1,1,1.000000,+740-760-705-002-577+,Mohenjo-daro:1,SEAL:S:1,705:1,M-957:1,singleton_non125_background,M-957:+740-760-705-002-577+
2026-05-31,585-<END>-<END>-<END>,1,false,false,1,1,1,1.000000,+520-033-705-002-585[,Mohenjo-daro:1,SEAL:R:1,705:1,M-1967:1,singleton_non125_background,M-1967:+520-033-705-002-585[
2026-05-31,590-455-<END>-<END>,1,false,false,1,1,1,1.000000,+368-005-002-590-455+,Mohenjo-daro:1,SEAL:S:1,005:1,M-1909:1,singleton_non125_background,M-1909:+368-005-002-590-455+
2026-05-31,595-342-632-<END>,1,false,false,1,1,1,1.000000,+016-002-595-342-632+,Mohenjo-daro:1,SEAL:R:1,016:1,M-1341:1,singleton_non125_background,M-1341:+016-002-595-342-632+
2026-05-31,595-390-000-<END>,1,false,false,1,1,1,1.000000,+001-350-002-595-390-000+,Kalibangan:1,TAG:L:1,350:1,K-89:1,singleton_non125_background,K-89:+001-350-002-595-390-000+
2026-05-31,595-504-803-<END>,1,false,false,1,1,1,1.000000,+740-760-070-255-832-240-002-595-504-803+,Mohenjo-daro:1,SEAL:S:1,240:1,M-1676:1,singleton_non125_background,M-1676:+740-760-070-255-832-240-002-595-504-803+
2026-05-31,595-575-794-000,1,false,false,1,1,1,1.000000,+740-032-840-233-240-033-706-055-002-595-575-794-000+,Harappa:1,SEAL:R:1,055:1,H-131:1,singleton_non125_background,H-131:+740-032-840-233-240-033-706-055-002-595-575-794-000+
2026-05-31,595-632-354-850,1,false,false,1,1,1,1.000000,+000-220-002-595-632-354-850+,Harappa:1,SEAL:S:1,220:1,H-385:1,singleton_non125_background,H-385:+000-220-002-595-632-354-850+
2026-05-31,595-812-125-717,1,true,true,1,1,1,1.000000,+409-032-845-033-705-231-806-002-595-812-125-717+,Harappa:1,SEAL:R:1,806:1,H-130:1,singleton_125_template_wild,H-130:+409-032-845-033-705-231-806-002-595-812-125-717+
2026-05-31,595-906-<END>-<END>,1,false,false,1,1,1,1.000000,+520-460-495-002-595-906+,Mohenjo-daro:1,SEAL:S:1,495:1,M-809:1,singleton_non125_background,M-809:+520-460-495-002-595-906+
2026-05-31,611-615-703-<END>,1,false,false,1,1,1,1.000000,+740-585-017-002-611-615-703+,Harappa:1,SEAL:S:1,017:1,H-3:1,singleton_non125_background,H-3:+740-585-017-002-611-615-703+
2026-05-31,615-<END>-<END>-<END>,1,false,false,1,1,1,1.000000,+156-176-518-220-416-002-615+,Harappa:1,SEAL:S:1,416:1,H-92:1,singleton_non125_background,H-92:+156-176-518-220-416-002-615+
2026-05-31,617-070-<END>-<END>,1,false,false,1,1,1,1.000000,+527-555-240-002-617-070+,Mohenjo-daro:1,SEAL:S:1,240:1,M-81:1,singleton_non125_background,M-81:+527-555-240-002-617-070+
2026-05-31,629-279-<END>-<END>,1,false,false,1,1,1,1.000000,+740-384-002-629-279+,Dholavira:1,SEAL:S:1,384:1,-:1,singleton_non125_background,-:+740-384-002-629-279+
2026-05-31,630-<END>-<END>-<END>,1,false,false,1,1,1,1.000000,+740-335-002-630[,Harappa:1,SEAL:1,335:1,H-563:1,singleton_non125_background,H-563:+740-335-002-630[
2026-05-31,679-<END>-<END>-<END>,1,false,false,1,1,1,1.000000,+740-630-155-002-679+,Mohenjo-daro:1,SEAL:S:1,155:1,M-267:1,singleton_non125_background,M-267:+740-630-155-002-679+
2026-05-31,690-<END>-<END>-<END>,1,false,false,1,1,1,1.000000,]000-002-690+,Harappa:1,SEAL:S:1,000:1,H-41:1,singleton_non125_background,H-41:]000-002-690+
2026-05-31,693-<END>-<END>-<END>,1,false,false,1,1,1,1.000000,+226-032-231-798-002-693+,Mohenjo-daro:1,SEAL:S:1,798:1,M-57:1,singleton_non125_background,M-57:+226-032-231-798-002-693+
2026-05-31,700-<END>-<END>-<END>,1,false,false,1,1,1,1.000000,]002-700+,Kot-Diji:1,POT:T:g:1,<START>:1,Kd-15:1,singleton_non125_background,Kd-15:]002-700+
2026-05-31,700-000-<END>-<END>,1,false,false,1,1,1,1.000000,+520-220-415-002-700-000+,Mohenjo-daro:1,SEAL:S:1,415:1,M-279:1,singleton_non125_background,M-279:+520-220-415-002-700-000+
2026-05-31,702-503-<END>-<END>,1,false,false,1,1,1,1.000000,+740-176-240-002-702-503+,Harappa:1,SEAL:S:1,240:1,H-408:1,singleton_non125_background,H-408:+740-176-240-002-702-503+
