"id","cisi","site","region","area_section","material","shape","type","sides","condition","complete","dir","class","text_length","text","signs","length","position_0","position_1","at_start","at_end","prev","next","next2","prev2","frame","damaged_or_open"
"1695.2","H-806","Harappa","Inter-Riverine","FTrench I","Clay","twisted rectangular-rounded","TAB:B","2","Fair","Y","R/L","MT","4","+740-176-220-235+","740-176-220-235","4","2","3","False","False","176","235","<END>","740","176-220-235","False"
"1696.2","H-807","Harappa","Inter-Riverine","--","-","twisted rectangular-rounded","TAB:B","2","Poor","Y","R/L","MT","4","+740-176-220-235+","740-176-220-235","4","2","3","False","False","176","235","<END>","740","176-220-235","False"
"1697.2","H-808","Harappa","Inter-Riverine","--","-","twisted rectangular-rounded","TAB:B","2","Poor","Y","R/L","MT","4","+740-176-220-235+","740-176-220-235","4","2","3","False","False","176","235","<END>","740","176-220-235","False"
"1738.2","H-852","Harappa","Inter-Riverine","FTrench VI","Faience","prism","TAB:B","2","Fair","Y","R/L","MT","5","+740-760-268-233-220+","740-760-268-233-220","5","4","5","False","True","233","<END>","<END>","268","233-220-<END>","False"
"1754.1","H-871","Harappa","Inter-Riverine","FGranery","Clay","cylindrical","TAB:B","1","Poor","Y","R/L","LT","11","+740-407-590-690-436-255-920-318-220-415-803+","740-407-590-690-436-255-920-318-220-415-803","11","8","9","False","False","318","415","803","920","318-220-415","False"
"1755.1","H-872","Harappa","Inter-Riverine","FGranery","Clay","cylindrical","TAB:B","1","Poor","Y","R/L","LT","11","+740-407-590-690-436-255-920-318-220-415-803+","740-407-590-690-436-255-920-318-220-415-803","11","8","9","False","False","318","415","803","920","318-220-415","False"
"1756.1","H-873","Harappa","Inter-Riverine","F-","Clay","cylindrical","TAB:B","1","Poor","Y","R/L","LT","11","+740-407-590-690-436-255-920-318-220-415-803+","740-407-590-690-436-255-920-318-220-415-803","11","8","9","False","False","318","415","803","920","318-220-415","False"
"1767.1","H-884","Harappa","Inter-Riverine","D-","Steatite","rectangular","TAB:I","2","Poor","Y","NR","ZN","1","+220+","220","1","0","1","True","True","<START>","<END>","<END>","<START>","<START>-220-<END>","False"
"1793.2","H-912","Harappa","Inter-Riverine","F-","Steatite","rectangular","TAB:I","2","Fair","Y","R/L","VX","3","+220-700-004+","220-700-004","3","0","1","True","False","<START>","700","004","<START>","<START>-220-700","False"
"1806.1","H-926","Harappa","Inter-Riverine","FTrench I","Steatite","rectangular","TAB:I","2","Poor","N","R/L","??","5","+400-740-840-000-220+","400-740-840-000-220","5","4","5","False","True","000","<END>","<END>","840","000-220-<END>","False"
"1818.1","H-938","Harappa","Inter-Riverine","F-","Steatite","rectangular","TAB:I","2","Good","Y","L/R","MT","3","+520-220-415+","520-220-415","3","1","2","False","False","520","415","<END>","<START>","520-220-415","False"
"1819.2","H-939","Harappa","Inter-Riverine","D-","Steatite","rectangular","TAB:I","2","Poor","Y","L/R","MT","3","+520-220-415+","520-220-415","3","1","2","False","False","520","415","<END>","<START>","520-220-415","False"
"1820.1","H-940","Harappa","Inter-Riverine","FGranery","Steatite","rectangular","TAB:I","2","Fair","Y","R/L","MT","3","+520-220-415+","520-220-415","3","1","2","False","False","520","415","<END>","<START>","520-220-415","False"
"1821.2","H-941","Harappa","Inter-Riverine","FGranery","Steatite","rectangular","TAB:I","2","Poor","Y","R/L","MT","3","+520-220-415+","520-220-415","3","1","2","False","False","520","415","<END>","<START>","520-220-415","False"
"1822.1","H-942","Harappa","Inter-Riverine","AB-","Steatite","rectangular","TAB:I","2","Fair","Y","L/R","MT","3","+520-220-016+","520-220-016","3","1","2","False","False","520","016","<END>","<START>","520-220-016","False"
"1849.1","H-972","Harappa","Inter-Riverine","FTrench IV+V","Steatite","heart","TAB:I","1","Poor","N","R/L","??","3","+000-220-415+","000-220-415","3","1","2","False","False","000","415","<END>","<START>","000-220-415","False"
"1850.1","H-973","Harappa","Inter-Riverine","FTrench I","Steatite","circular","TAB:I","2","Poor","Y","NR","ZN","1","+220+","220","1","0","1","True","True","<START>","<END>","<END>","<START>","<START>-220-<END>","False"
"1883.1","K-8","Kalibangan","Inter-Riverine","KLB-1-","Steatite","square","SEAL:S","1","Fair","N","R/L","??","4","+000-000-220-003+","000-000-220-003","4","2","3","False","False","000","003","<END>","000","000-220-003","False"
"1884.1","K-9","Kalibangan","Inter-Riverine","KLB-2-","Steatite","square","SEAL:S","1","Fine","Y","R/L","MT","5","+515-740-220-003-900+","515-740-220-003-900","5","2","3","False","False","740","003","900","515","740-220-003","False"
"1889.1","K-14","Kalibangan","Inter-Riverine","KLB-2-","Steatite","square","SEAL:S","1","Poor","N","R/L","??","8","+000-031-003/000-220-741-703-632+","000-031-003-000-220-741-703-632","8","4","5","False","False","000","741","703","003","000-220-741","False"
"1899.1","K-25","Kalibangan","Inter-Riverine","KLB-2-","Steatite","square","SEAL:S","1","Poor","Y","R/L","LC","7","+520-231-002-220-065-132-082+","520-231-002-220-065-132-082","7","3","4","False","False","002","065","132","231","002-220-065","False"
"1954.1","K-100","Kalibangan","Inter-Riverine","KLB-2-","Clay","-","POT:T:g","1","Poor","?","R/L","UC","3+?","+740-176-220[","740-176-220","3","2","3","False","True","176","<END>","<END>","740","176-220-<END>","True"
"1971.1","-","Kish","Mesopotamia","--","-","square","SEAL:S","1","Good","Y","R/L","LP","8","+740-390-590-220-003-060-840-416+","740-390-590-220-003-060-840-416","8","3","4","False","False","590","003","060","390","590-220-003","False"
"2032.4","L-66","Lothal","Gujarat/Kutch","--","Steatite","square","SEAL:S","5","Poor","Y","NR","ZN","1","+220+","220","1","0","1","True","True","<START>","<END>","<END>","<START>","<START>-220-<END>","False"
"2032.5","L-66","Lothal","Gujarat/Kutch","--","Steatite","square","SEAL:S","5","Poor","N","R/L","??","7","+000-904-220-032-000-000-000+","000-904-220-032-000-000-000","7","2","3","False","False","904","032","000","000","904-220-032","False"
"2041.1","L-87","Lothal","Gujarat/Kutch","SRG 2AX 4","Steatite","cuboid-convex","SEAL:R","1","Fair","Y","R/L","LP","9","+740-032-840-233-220-032-060-825-002+","740-032-840-233-220-032-060-825-002","9","4","5","False","False","233","032","060","840","233-220-032","False"
"2052.1","L-98","Lothal","Gujarat/Kutch","SRG 3BX 2","Steatite","rectangular","SEAL:R","1","Good","Y","R/L","MT","4","+520-220-415-519+","520-220-415-519","4","1","2","False","False","520","415","519","<START>","520-220-415","False"
"2063.1","L-114","Lothal","Gujarat/Kutch","SRG 1AX 1","Steatite","rectangular","SEAL:R","1","Poor","Y","R/L","LP","9","+740-407-590-904-220-032-803-060-920+","740-407-590-904-220-032-803-060-920","9","4","5","False","False","904","032","803","590","904-220-032","False"
"2068.1","L-124","Lothal","Gujarat/Kutch","SRG 3GX 10","Clay","-","TAG:L","1","Poor","Y","R/L","MS","8","+090-740-220-055-001-741-500-705+","090-740-220-055-001-741-500-705","8","2","3","False","False","740","055","001","090","740-220-055","False"
"2069.1","L-125","Lothal","Gujarat/Kutch","SRG 3GX 10","Clay","-","TAG:L","1","Poor","Y","R/L","MS","8","+090-740-220-055-001-741-500-705+","090-740-220-055-001-741-500-705","8","2","3","False","False","740","055","001","090","740-220-055","False"
"2070.1","L-126","Lothal","Gujarat/Kutch","SRG 3GX 10","Clay","-","TAG:L","1","Poor","Y","R/L","MS","8","+090-740-220-055-001-741-500-705+","090-740-220-055-001-741-500-705","8","2","3","False","False","740","055","001","090","740-220-055","False"
"2071.1","L-128","Lothal","Gujarat/Kutch","SRG 3GX 10","Clay","-","TAG:L","1","Poor","Y","R/L","MS","8","+090-740-220-055-001-741-500-705+","090-740-220-055-001-741-500-705","8","2","3","False","False","740","055","001","090","740-220-055","False"
"2072.1","L-129","Lothal","Gujarat/Kutch","SRG 3GX 10","Clay","-","TAG","1","Poor","Y","R/L","MS","8","+090-740-220-055-001-741-500-705+","090-740-220-055-001-741-500-705","8","2","3","False","False","740","055","001","090","740-220-055","False"
"2077.1","L-134","Lothal","Gujarat/Kutch","--","Clay","-","TAG","1","Poor","Y","R/L","IT","6","+520-233-220-240-002-617+","520-233-220-240-002-617","6","2","3","False","False","233","240","002","520","233-220-240","False"
"2086.1","L-144","Lothal","Gujarat/Kutch","--","Clay","-","TAG","1","Poor","N","R/L","??","4+?","+320-706-000-220[","320-706-000-220","4","3","4","False","True","000","<END>","<END>","706","000-220-<END>","True"
"2111.1","L-189","Lothal","Gujarat/Kutch","SRG 3GX 10","Clay","-","TAG","4","Poor","N","R/L","??","4+?","+090-740-220-000[","090-740-220-000","4","2","3","False","False","740","000","<END>","090","740-220-000","True"
"2112.1","L-190","Lothal","Gujarat/Kutch","SRG 3GX 10","Clay","-","TAG","3","Poor","Y","R/L","MS","8","+090-740-220-055-001-741-500-705+","090-740-220-055-001-741-500-705","8","2","3","False","False","740","055","001","090","740-220-055","False"
"2113.1","L-191","Lothal","Gujarat/Kutch","--","Clay","-","TAG","2","Poor","Y","R/L","MS","8","+090-740-220-055-001-741-500-705+","090-740-220-055-001-741-500-705","8","2","3","False","False","740","055","001","090","740-220-055","False"
"2115.1","L-193","Lothal","Gujarat/Kutch","SRG 3GX 10","Clay","-","TAG","3","Poor","Y","R/L","MS","8","+090-740-220-055-001-741-500-705+","090-740-220-055-001-741-500-705","8","2","3","False","False","740","055","001","090","740-220-055","False"
"2117.1","L-197","Lothal","Gujarat/Kutch","--","Clay","-","TAG","2","Poor","Y","R/L","MS","8","+090-740-220-055-001-741-500-705+","090-740-220-055-001-741-500-705","8","2","3","False","False","740","055","001","090","740-220-055","False"
"2119.1","L-199","Lothal","Gujarat/Kutch","--","-","-","TAG","1","Poor","N","-","??","5+?","]000-220-240-002-000[","000-220-240-002-000","5","1","2","False","False","000","240","002","<START>","000-220-240","True"
"2120.1","L-200","Lothal","Gujarat/Kutch","--","Clay","-","TAG","2","Poor","N","-","??","4+?","]000-000-220-617[","000-000-220-617","4","2","3","False","False","000","617","<END>","000","000-220-617","True"
"2122.1","L-202","Lothal","Gujarat/Kutch","--","Clay","-","TAG","2","Poor","N","R/L","??","4+?","]000-390-590-220[","000-390-590-220","4","3","4","False","True","590","<END>","<END>","390","590-220-<END>","True"
"2125.1","L-206","Lothal","Gujarat/Kutch","SRG 3GX 10","Clay","-","TAG:W","1","Poor","Y","R/L","MS","8","+090-740-220-055-001-741-500-705+","090-740-220-055-001-741-500-705","8","2","3","False","False","740","055","001","090","740-220-055","False"
"2129.2","L-211","Lothal","Gujarat/Kutch","--","Clay","-","TAG","3","Poor","N","R/L","??","6+?","+740-388-233-220-002-000[","740-388-233-220-002-000","6","3","4","False","False","233","002","000","388","233-220-002","True"
"2131.1","L-213","Lothal","Gujarat/Kutch","--","Clay","-","TAG","1","Poor","?","-","UC","5+?","]220-002-368-840-900+","220-002-368-840-900","5","0","1","True","False","<START>","002","368","<START>","<START>-220-002","True"
"2195.1","M-1749","Mohenjo-daro","Lower Indus","DKC","Steatite","square","SEAL:S","1","Poor","Y","R/L","SC","4","+220-455-125-031+","220-455-125-031","4","0","1","True","False","<START>","455","125","<START>","<START>-220-455","False"
"2265.1","M-888","Mohenjo-daro","Lower Indus","DKB","Steatite","square","SEAL:S","1","Fair","Y","R/L","SP","5","+520-220-240-741-440+","520-220-240-741-440","5","1","2","False","False","520","240","741","<START>","520-220-240","False"
"2268.1","M-1709","Mohenjo-daro","Lower Indus","DKB","Steatite","square","SEAL:S","1","Poor","Y","R/L","SP","5","+621-520-220-002-817+","621-520-220-002-817","5","2","3","False","False","520","002","817","621","520-220-002","False"
"2277.1","M-1990","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","rectangular","SEAL","1","Poor","Y","L/R","LP","7","+740-760-440-240-220-002-861+","740-760-440-240-220-002-861","7","4","5","False","False","240","002","861","440","240-220-002","False"
"2292.1","M-1706","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Fair","Y","R/L","LP","7","+740-803-220-032-220-002-820+","740-803-220-032-220-002-820","7","4","5","False","False","032","002","820","220","032-220-002","False"
"2313.1","M-1763","Mohenjo-daro","Lower Indus","DKG. (S)","Faience","square","SEAL:S","1","Fair","Y","R/L","LP","8","+416-001-565-740-220-032-002-861+","416-001-565-740-220-032-002-861","8","4","5","False","False","740","032","002","565","740-220-032","False"
"2357.3","M-1928","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","2","Fair","N","L/R","??","5","+000-233-220-002-861+","000-233-220-002-861","5","2","3","False","False","233","002","861","000","233-220-002","False"
"2381.1","M-1686","Mohenjo-daro","Lower Indus","DKG","Steatite","square","SEAL:S","1","Good","Y","R/L","SP","6","+740-904-220-032-002-142+","740-904-220-032-002-142","6","2","3","False","False","904","032","002","740","904-220-032","False"
"2400.1","M-1713","Mohenjo-daro","Lower Indus","DKG","Steatite","square","SEAL:S","1","Poor","N","R/L","??","6+?","]220-032/817-000-220-031+","220-032-817-000-220-031","6","0","1","True","False","<START>","032","817","<START>","<START>-220-032","True"
"2400.1","M-1713","Mohenjo-daro","Lower Indus","DKG","Steatite","square","SEAL:S","1","Poor","N","R/L","??","6+?","]220-032/817-000-220-031+","220-032-817-000-220-031","6","4","5","False","False","000","031","<END>","817","000-220-031","True"
"2417.1","M-1728","Mohenjo-daro","Lower Indus","DKE","Steatite","square","SEAL:S","1","Good","Y","R/L","LP","7","+161-055-240-220-032-002-820+","161-055-240-220-032-002-820","7","3","4","False","False","240","032","002","055","240-220-032","False"
"2420.1","M-1814","Mohenjo-daro","Lower Indus","DKE","Steatite","square","SEAL:S","1","Poor","Y","R/L","MT","4","+520-220-415-240+","520-220-415-240","4","1","2","False","False","520","415","240","<START>","520-220-415","False"
"2430.1","M-1872","Mohenjo-daro","Lower Indus","DKE","Steatite","-","SEAL","1","Poor","?","R/L","UC","4+?","]904-220-032-002[","904-220-032-002","4","1","2","False","False","904","032","002","<START>","904-220-032","True"
"2441.1","M-1912","Mohenjo-daro","Lower Indus","HRA","Steatite","square","SEAL:S","1","Fair","Y","R/L","MT","3","+520-220-003+","520-220-003","3","1","2","False","False","520","003","<END>","<START>","520-220-003","False"
"2485.1","M-1687","Mohenjo-daro","Lower Indus","HRA","Steatite","square","SEAL:S","1","Fair","Y","R/L","IT","4","+520-220-368-817+","520-220-368-817","4","1","2","False","False","520","368","817","<START>","520-220-368","False"
"2501.1","M-1812","Mohenjo-daro","Lower Indus","SD-","Steatite","square","SEAL:S","1","Poor","N","R/L","??","4","+000-000-220-032+","000-000-220-032","4","2","3","False","False","000","032","<END>","000","000-220-032","False"
"2506.1","M-1716","Mohenjo-daro","Lower Indus","VS-","Steatite","square","SEAL:S","1","Good","Y","R/L","SP","6","+520-220-240-803-002-820+","520-220-240-803-002-820","6","1","2","False","False","520","240","803","<START>","520-220-240","False"
"2510.1","M-1884","Mohenjo-daro","Lower Indus","DKA","Steatite","square","SEAL:S","1","Poor","N","R/L","??","6","+520-220-016-002-416-000+","520-220-016-002-416-000","6","1","2","False","False","520","016","002","<START>","520-220-016","False"
"2513.1","M-1776","Mohenjo-daro","Lower Indus","VSA","Steatite","square","SEAL:S","1","Poor","Y","R/L","SP","5","+520-220-803-741-262+","520-220-803-741-262","5","1","2","False","False","520","803","741","<START>","520-220-803","False"
"2516.1","M-1672","Mohenjo-daro","Lower Indus","VSA","Steatite","square","SEAL:S","1","Good","Y","R/L","SP","6","+520-220-003-741-060-920+","520-220-003-741-060-920","6","1","2","False","False","520","003","741","<START>","520-220-003","False"
"2518.1","M-2019","Mohenjo-daro","Lower Indus","VSA","Clay","-","TAB:B","1","Poor","N","-","??","3","+000-000-220+","000-000-220","3","2","3","False","True","000","<END>","<END>","000","000-220-<END>","False"
"2550.1","M-22","Mohenjo-daro","Lower Indus","HRB","Steatite","square","SEAL:S","1","Poor","N","R/L","??","7+?","+740-904-176-220-032-798-000[","740-904-176-220-032-798-000","7","3","4","False","False","176","032","798","904","176-220-032","True"
"2551.1","M-23","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Good","Y","R/L","2L","13","+842-871-192-368/740-482-060-692-520-220-235-001-920+","842-871-192-368-740-482-060-692-520-220-235-001-920","13","9","10","False","False","520","235","001","692","520-220-235","False"
"2557.1","M-29","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Good","Y","R/L","LP","9","+740-055-240-235-806-002-220-455-503+","740-055-240-235-806-002-220-455-503","9","6","7","False","False","002","455","503","806","002-220-455","False"
"2565.1","M-37","Mohenjo-daro","Lower Indus","DKB","Steatite","square","SEAL:S","1","Fine","Y","R/L","MT","3","+520-220-415+","520-220-415","3","1","2","False","False","520","415","<END>","<START>","520-220-415","False"
"2574.1","M-46","Mohenjo-daro","Lower Indus","DK-","Steatite","square","SEAL:S","1","Good","Y","R/L","LP","8","+740-798-240-235-002-220-065-215+","740-798-240-235-002-220-065-215","8","5","6","False","False","002","065","215","235","002-220-065","False"
"2577.1","M-49","Mohenjo-daro","Lower Indus","VS-","Steatite","square","SEAL:S","1","Poor","Y","R/L","LP","10","+527-550-240-220-032-002-300-350-032-190+","527-550-240-220-032-002-300-350-032-190","10","3","4","False","False","240","032","002","550","240-220-032","False"
"2580.1","M-52","Mohenjo-daro","Lower Indus","DKD","Steatite","square","SEAL:S","1","Good","Y","R/L","LP","10","+740-904-032-220-415-235-803-002-504-717+","740-904-032-220-415-235-803-002-504-717","10","3","4","False","False","032","415","235","904","032-220-415","False"
"2581.1","M-53","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Good","Y","R/L","LP","9","+090-740-220-016-002-297-190-920-140+","090-740-220-016-002-297-190-920-140","9","2","3","False","False","740","016","002","090","740-220-016","False"
"2593.1","M-65","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Good","Y","R/L","MS","6","+520-220-031-001-706-575+","520-220-031-001-706-575","6","1","2","False","False","520","031","001","<START>","520-220-031","False"
"2603.1","M-75","Mohenjo-daro","Lower Indus","VSA","Steatite","square","SEAL:S","1","Good","Y","R/L","SP","5","+520-220-004-002-817+","520-220-004-002-817","5","1","2","False","False","520","004","002","<START>","520-220-004","False"
"2621.1","M-94","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Good","Y","R/L","MT","5","+740-390-590-220-003+","740-390-590-220-003","5","3","4","False","False","590","003","<END>","390","590-220-003","False"
"2631.1","M-104","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Good","Y","R/L","SP","5","+090-740-220-235-853+","090-740-220-235-853","5","2","3","False","False","740","235","853","090","740-220-235","False"
"2654.1","M-127","Mohenjo-daro","Lower Indus","VSA","Steatite","square","SEAL:S","1","Poor","Y","R/L","IT","5","+565-740-220-741-176+","565-740-220-741-176","5","2","3","False","False","740","741","176","565","740-220-741","False"
"2660.1","M-133","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Good","Y","R/L","LP","8","+527-550-240-220-255-812-906-388+","527-550-240-220-255-812-906-388","8","3","4","False","False","240","255","812","550","240-220-255","False"
"2663.1","M-136","Mohenjo-daro","Lower Indus","DKG. (N)","Steatite","square","SEAL:S","1","Good","Y","R/L","LP","7","+090-740-220-016-031-908-545+","090-740-220-016-031-908-545","7","2","3","False","False","740","016","031","090","740-220-016","False"
"2667.1","M-140","Mohenjo-daro","Lower Indus","DKG. (S)","Faience","square","SEAL:S","1","Good","Y","R/L","IT","7","+740-336-002-220-065-440-455+","740-336-002-220-065-440-455","7","3","4","False","False","002","065","440","336","002-220-065","False"
"2674.1","M-147","Mohenjo-daro","Lower Indus","DKB","Steatite","square","SEAL:S","1","Good","Y","R/L","LC","6","+226-803-002-220-455-520+","226-803-002-220-455-520","6","3","4","False","False","002","455","520","803","002-220-455","False"
"2678.1","M-151","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Good","Y","R/L","SC","3","+220-065-864+","220-065-864","3","0","1","True","False","<START>","065","864","<START>","<START>-220-065","False"
"2681.1","M-154","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Good","Y","R/L","2L","7","+520-220-621-415-002-257-898+","520-220-621-415-002-257-898","7","1","2","False","False","520","621","415","<START>","520-220-621","False"
"2689.1","M-163","Mohenjo-daro","Lower Indus","HRB","Steatite","square","SEAL:S","1","Poor","Y","R/L","SP","5","+520-220-415-060-820+","520-220-415-060-820","5","1","2","False","False","520","415","060","<START>","520-220-415","False"
"2710.1","M-185","Mohenjo-daro","Lower Indus","DK-","Steatite","square","SEAL:S","1","Poor","Y","R/L","MT","2","+520-220+","520-220","2","1","2","False","True","520","<END>","<END>","<START>","520-220-<END>","False"
"2757.1","M-234","Mohenjo-daro","Lower Indus","DKC","Steatite","square","SEAL:S","1","Fair","Y","R/L","2L","13","+842-535-099-004/740-482-060-692-520-220-235-001-920+","842-535-099-004-740-482-060-692-520-220-235-001-920","13","9","10","False","False","520","235","001","692","520-220-235","False"
"2763.1","M-240","Mohenjo-daro","Lower Indus","HRB","Steatite","square","SEAL:S","1","Good","Y","R/L","LP","7","+520-240-220-032-002-861-603+","520-240-220-032-002-861-603","7","2","3","False","False","240","032","002","520","240-220-032","False"
"2772.1","M-249","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Good","Y","R/L","MT","6","+140-165-740-176-220-803+","140-165-740-176-220-803","6","4","5","False","False","176","803","<END>","740","176-220-803","False"
"2783.1","M-260","Mohenjo-daro","Lower Indus","DKG. (S)","Faience","square","SEAL:S","1","Good","Y","R/L","SP","6","+090-740-220-014-002-820+","090-740-220-014-002-820","6","2","3","False","False","740","014","002","090","740-220-014","False"
"2800.1","M-279","Mohenjo-daro","Lower Indus","DK-","Steatite","square","SEAL:S","1","Poor","N","R/L","??","6","+520-220-415-002-700-000+","520-220-415-002-700-000","6","1","2","False","False","520","415","002","<START>","520-220-415","False"
"2814.1","M-294","Mohenjo-daro","Lower Indus","HRB","Steatite","square","SEAL:S","1","Poor","Y","R/L","MT","3","+740-220-003+","740-220-003","3","1","2","False","False","740","003","<END>","<START>","740-220-003","False"
"2816.1","M-296","Mohenjo-daro","Lower Indus","DKB","Steatite","square","SEAL:S","1","Good","Y","R/L","SP","5","+621-520-220-060-880+","621-520-220-060-880","5","2","3","False","False","520","060","880","621","520-220-060","False"
"2823.1","M-304","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Good","Y","R/L","LP","7","+090-740-220-742-534-550-090+","090-740-220-742-534-550-090","7","2","3","False","False","740","742","534","090","740-220-742","False"
"2824.1","M-305","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Poor","N","-","??","5+?","]000-220-241-002-000[","000-220-241-002-000","5","1","2","False","False","000","241","002","<START>","000-220-241","True"
"2827.1","M-308","Mohenjo-daro","Lower Indus","DKG. (N)","Steatite","square","SEAL:S","1","Good","Y","R/L","SP","5","+520-220-002-727-317+","520-220-002-727-317","5","1","2","False","False","520","002","727","<START>","520-220-002","False"
"2837.1","M-319","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Good","Y","R/L","MT","6","+740-812-033-240-220-032+","740-812-033-240-220-032","6","4","5","False","False","240","032","<END>","033","240-220-032","False"
"2841.1","M-323","Mohenjo-daro","Lower Indus","DKE","Steatite","square","SEAL:S","1","Poor","Y","R/L","MT","4","+520-220-415-235+","520-220-415-235","4","1","2","False","False","520","415","235","<START>","520-220-415","False"
"2855.1","M-359","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","cuboid-convex","SEAL:R","1","Fair","Y","R/L","LP","11","+740-405-590-220-235-803-002-388-385-705-632+","740-405-590-220-235-803-002-388-385-705-632","11","3","4","False","False","590","235","803","405","590-220-235","False"
"2865.1","M-369","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","cuboid-convex","SEAL:R","1","Good","Y","R/L","LP","11","+740-690-435-255-240-220-415-806-742-060-920+","740-690-435-255-240-220-415-806-742-060-920","11","5","6","False","False","240","415","806","255","240-220-415","False"
"2871.1","M-375","Mohenjo-daro","Lower Indus","HR-","Steatite","cuboid-convex","SEAL:R","1","Good","Y","R/L","LP","7","+740-100-233-220-032-002-820+","740-100-233-220-032-002-820","7","3","4","False","False","233","032","002","100","233-220-032","False"
"2888.1","M-392","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","cuboid-convex","SEAL:R","1","Good","Y","R/L","MT","6","+740-405-590-220-032-806+","740-405-590-220-032-806","6","3","4","False","False","590","032","806","405","590-220-032","False"
"2891.1","M-395","Mohenjo-daro","Lower Indus","DKG. (N)","Steatite","cuboid-convex","SEAL:R","1","Good","Y","R/L","MT","4","+520-220-415-798+","520-220-415-798","4","1","2","False","False","520","415","798","<START>","520-220-415","False"
"2902.1","M-406","Mohenjo-daro","Lower Indus","--","Steatite","cuboid-convex","SEAL:R","1","Poor","N","R/L","??","4+?","]000-220-415-832[","000-220-415-832","4","1","2","False","False","000","415","832","<START>","000-220-415","True"
"2906.1","M-410","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","cuboid","SEAL:R","1","Good","Y","NR","ZN","1","+220+","220","1","0","1","True","True","<START>","<END>","<END>","<START>","<START>-220-<END>","False"
"2910.1","M-414","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","cuboid-convex","SEAL:R","1","Good","Y","-","SC","3","+220-786-255+","220-786-255","3","0","1","True","False","<START>","786","255","<START>","<START>-220-786","False"
"2928.2","M-434","Mohenjo-daro","Lower Indus","--","-","circular","MDLN","2","Poor","N","R/L","??","4","+400-000-000-220+","400-000-000-220","4","3","4","False","True","000","<END>","<END>","000","000-220-<END>","False"
"2953.1","M-468","Mohenjo-daro","Lower Indus","--","-","rectangular","TAB:B","1","Fair","Y","R/L","MT","5","+400-740-220-415-798+","400-740-220-415-798","5","2","3","False","False","740","415","798","400","740-220-415","False"
"2954.1","M-469","Mohenjo-daro","Lower Indus","DKG. (S)","Faience","rectangular","TAB:B","1","Fair","Y","R/L","MT","5","+400-740-220-415-798+","400-740-220-415-798","5","2","3","False","False","740","415","798","400","740-220-415","False"
"2983.1","M-507","Mohenjo-daro","Lower Indus","DK-","Copper","square","TAB:C","1","Fair","Y","R/L","MT","4","+407-845-220-415+","407-845-220-415","4","2","3","False","False","845","415","<END>","407","845-220-415","False"
"2984.1","M-508","Mohenjo-daro","Lower Indus","DK-","Copper","square","TAB:C","1","Poor","Y","R/L","MT","4","+407-845-220-415+","407-845-220-415","4","2","3","False","False","845","415","<END>","407","845-220-415","False"
"2987.2","M-511","Mohenjo-daro","Lower Indus","DKG. (S)","Copper","square","TAB:C","2","Good","Y","R/L","MT","4","+740-176-220-032+","740-176-220-032","4","2","3","False","False","176","032","<END>","740","176-220-032","False"
"2988.2","M-512","Mohenjo-daro","Lower Indus","DKG. (S)","Copper","square","TAB:C","2","Good","Y","R/L","MT","4","+740-176-220-032+","740-176-220-032","4","2","3","False","False","176","032","<END>","740","176-220-032","False"
"3066.2","M-605","Mohenjo-daro","Lower Indus","DKG. (S)","Copper","rectangular","TAB:C","2","Fair","Y","R/L","MT","5","+740-405-590-220-003+","740-405-590-220-003","5","3","4","False","False","590","003","<END>","405","590-220-003","False"
"3069.1","M-608","Mohenjo-daro","Lower Indus","DK-","Copper","rectangular","TAB:C","1","Poor","N","R/L","??","3","+740-220-000+","740-220-000","3","1","2","False","False","740","000","<END>","<START>","740-220-000","False"
"3073.1","M-621","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Fair","?","R/L","UC","6+?","]033-706-233-220-001-820+","033-706-233-220-001-820","6","3","4","False","False","233","001","820","706","233-220-001","True"
