"checked_date","source_row_id","cisi","cisi_prefix","priority_lane","priority_score","priority_reasons","mayig_current_repo_has_object","mayig_current_repo_commit","site","type","material","shape","preservation","complete","condition","direction","class","sign_count","frame700_relation","source_hook","text","acquisition_question","accepted_decipherment_claim"
"2026-05-25","659.1","H-2204","H","P1_frame700_034_branch","78","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook;good_condition","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","Steatite","prism","complete","Y","Good","R/L","VN","2","700_before_034","H95-2482Figure 27.06 | Period 3B/C | 3 | B/C | - -","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","1319.2","H-297","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","-","rectangular","complete","Y","Fair","R/L","VN","2","700_before_034","- -","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","1329.2","H-307","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","Steatite","rectangular","slightly chipped","Y","Fair","R/L","VN","2","700_before_034","1963 | Period 3B/C | Stratum V | -12.33 ft","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","1330.2","H-308","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","Steatite","rectangular","complete","Y","Fair","R/L","VN","2","700_before_034","2569 | Period 3B/C | Stratum V | -14.0 ft","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","1334.2","H-312","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","Steatite","elliptical","complete","Y","Fair","R/L","VN","2","700_before_034","2483 | Period 3B/C | Stratum VI | -15.0 ft","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","1335.2","H-313","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","Steatite","oval","complete","Y","Fair","R/L","VN","2","700_before_034","2648 | Period 3B/C | Stratum VI | -16.0 ft","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","1339.2","H-317","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","Steatite","oval","slightly chipped","Y","Fair","R/L","VN","2","700_before_034","3025 | Period 3B/C | -12.0 ft","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","1342.2","H-320","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","Steatite","oval","complete","Y","Poor","R/L","VN","2","700_before_034","3173 | Period 3B/C | - -","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","1346.2","H-324","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","Steatite","rectangular-round","complete","Y","Poor","R/L","VN","2","700_before_034","11851484 | Period 3B/C | -14.0 ft","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","1369.2","H-350","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","Steatite","prism","complete","Y","Fair","R/L","VN","2","700_before_034","3534a576 | Period 3B/C | -10.0 ft","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","1377.2","H-358","H","P1_frame700_034_branch","75","700_after_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","Steatite","prism","slightly chipped","Y","Poor","R/L","NV","2","700_after_034","11390579 | Period 3C-1 | Stratum IV | -10.0 ft","+034-700+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","1382.2","H-363","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","-","rectangular","complete","Y","Poor","R/L","VN","2","700_before_034","13030 | - -","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","1671.2","H-780","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:B","Faience","rectangular","complete","Y","Fair","R/L","VN","2","700_before_034","3789361 | Period 3B/C | Stratum VI | -17.5 ft","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","1676.1","H-785","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:B","Steatite","rectangular","complete","Y","Poor","R/L","VN","2","700_before_034","11348681 | Period 3C-2 | Stratum III | -8.0 ft","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","1679.2","H-788","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:B","Faience","rectangular","complete","Y","Poor","R/L","VN","2","700_before_034","558683 | Period 3B/C | Stratum VI | -15.5 ft","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","1708.2","H-819","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:B","-","heart","complete","Y","Fair","R/L","VN","2","700_before_034","12955 | - -","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","1712.1","H-823","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:B","-","rectangular","complete","Y","Fair","R/L","VN","2","700_before_034","H88-1196 | - -","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","1739.2","H-853","H","P1_frame700_034_branch","75","700_after_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:B","-","prism","complete","Y","Fair","R/L","NV","2","700_after_034","13556 | - -","+034-700+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","1774.2","H-892","H","P1_frame700_034_branch","75","700_after_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","Steatite","rectangular","complete","Y","Fair","R/L","NV","2","700_after_034","995451 | Period 3B/C | Stratum V | -13.0 ft","+034-700+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","1775.2","H-893","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","Steatite","rectangular","chipped","Y","Fair","R/L","VN","2","700_before_034","12581522 | Period 3B/C | Stratum VI | -16.9 ft","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","1785.2","H-903","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","Steatite","rectangular","complete","Y","Poor","R/L","VX","5","700_before_034","2728485 | Period 3B/C | Stratum VI | -15.0 ft","+700-034-690-368-817+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","1792.2","H-910","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","Steatite","rectangular","complete","Y","Poor","R/L","VN","2","700_before_034","10994470 | Period 3C-3 | Stratum II | -5.5 ft","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","1813.1","H-933","H","P1_frame700_034_branch","75","700_after_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","-","rectangular","complete","Y","Fair","R/L","NV","2","700_after_034","G252 | - -","+034-700+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","1816.2","H-936","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","Steatite","rectangular","complete","Y","Poor","R/L","VN","2","700_before_034","1242 | Period 3B/C | Stratum V | -12.0 ft","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","1819.1","H-939","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","Steatite","rectangular","complete","Y","Poor","L/R","VN","2","700_before_034","J402 | Stratum IV | -5.33 ft","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","1825.2","H-945","H","P1_frame700_034_branch","75","700_after_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","Steatite","rectangular","complete","Y","Fair","R/L","NV","2","700_after_034","2698503 | Period 3B/C | Stratum VI | -17.0 ft","+034-700+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","1826.1","H-946","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","Steatite","rectangular","complete","Y","Fair","R/L","VN","2","700_before_034","2544501 | Period 3B/C | Stratum VI | -16.0 ft","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","1827.2","H-947","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","Steatite","rectangular","complete","Y","Poor","R/L","VN","2","700_before_034","8650b493 | Period 3B/C | -7 ft","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","1832.2","H-952","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","Steatite","rectangular","complete","Y","Poor","R/L","VN","2","700_before_034","G257469 | - -","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","1833.1","H-953","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","-","rectangular","complete","Y","Poor","R/L","VN","2","700_before_034","13395 | - -","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","1837.1","H-960","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","Steatite","oval","complete","Y","Fair","R/L","VN","2","700_before_034","1261543 | Period 3B/C | Stratum V | -11.33 ft","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","1859.2","H-983","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","Steatite","prism","complete","Y","Fair","R/L","VN","2","700_before_034","2528582 | Period 3B/C | Stratum VI | -17.83 ft","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","1861.1","H-985","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","-","prism","slightly chipped","Y","Poor","R/L","VN","2","700_before_034","2528 | Period 3B/C | Stratum VI | -17.83 ft","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","3968.2","H-1120","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:B","-","rectangular","complete","Y","Poor","R/L","VN","2","700_before_034","13968155 | - -","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","198.2","H-1138","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:B","Faience","rectangular","complete","Y","Fair","R/L","VN","2","700_before_034","-346 | - -","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","222.3","H-1354","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","Steatite","rectangular","complete","Y","Fair","R/L","VN","2","700_before_034","11349583 | Period 3B/C | Stratum V | -11.33 ft","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","649.1","H-1823","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:B","Faience","rectangular","complete","Y","Fair","R/L","VN","2","700_before_034","H95-2438Figure 28.14 | Period 3B | 3 | B? | - -","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","895.2","H-1828","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:B","Faience","rectangular","complete","Y","Poor","R/L","VN","2","700_before_034","H97-3371Figure 14.12 | Period 3C | 3 | C | - -","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","772.1","H-1831","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:B","Faience","rectangular","slightly chipped","Y","Poor","R/L","VN","2","700_before_034","H96-3051Figure 21.10 | Period 3B/C | 3 | B/C | - -","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","415.1","H-1832","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:B","Faience","rectangular","complete","Y","Fair","R/L","VN","2","700_before_034","H2000-4470Figure 42.04 | Period 3B/C | 3 | B/C | - -","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","480.1","H-1850","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:B","Faience","rectangular","complete","Y","Fair","R/L","VN","2","700_before_034","H2001-5141Figure 48.07 | Period 3B/C | 3 | B/C | - -","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","506.1","H-1867","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:B","Faience","rectangular","complete","Y","Fair","R/L","VN","2","700_before_034","H90-1593Figure 13.46 (k) | Period 3B | 3 | B | - -","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","509.1","H-1868","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:B","Faience","rectangular","complete","Y","Fair","R/L","VN","2","700_before_034","H90-1596Figure 13.46 (j) | Period 3B | 3 | B | - -","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","508.1","H-1869","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:B","Faience","rectangular","complete","Y","Fair","R/L","VN","2","700_before_034","H90-1595Figure 13.46 (i) | Period 3B | 3 | B | - -","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","901.1","H-1870","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:B","Faience","rectangular","complete","Y","Fair","R/L","VN","2","700_before_034","H97-3380Figure 14.16 | Period 3 | 3 | - -","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","784.1","H-1871","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:B","Faience","rectangular","complete","Y","Fair","R/L","VN","2","700_before_034","H96-3110Figure 21.04 | Period 3B/C | 3 | B/C | - -","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","388.1","H-1874","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:B","Faience","rectangular","complete","Y","Poor","R/L","VN","2","700_before_034","H2000-4403Figure 44.03 | Period 3B | 3 | B | - -","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","468.1","H-1876","H","P1_frame700_034_branch","75","700_after_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:B","Faience","rectangular","complete","Y","Fair","R/L","NV","2","700_after_034","H2001-5083Figure 43.11 | Period 3B | 3 | B | - -","+034-700+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","382.1","H-1894","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:B","Faience","rectangular","complete","Y","Poor","R/L","VN","2","700_before_034","H2000-4391Figure 37.09 | Period 3B/C | 3 | B/C | - -","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","406.1","H-1895","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:B","Faience","oval","complete","Y","Fair","L/R","VN","2","700_before_034","H2000-4457Figure 39.03 | Period 3B/C | 3 | B/C | - -","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","690.1","H-1982","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:B","Clay","cylindrical","complete","Y","Poor","R/L","VN","2","700_before_034","H95-2601Figure 23.08 | Period 3B | 3 | B | - -","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","394.1","H-1987","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:B","Clay","rectangular","complete","Y","Fair","R/L","VN","2","700_before_034","H2000-4426Figure 39.07 | Period 3B/C | 3 | B/C | - -","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","862.1","H-2070","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","Steatite","rectangular","complete","Y","Fair","R/L","VN","2","700_before_034","H97-3324Figure 16.19 | Period 3 | 3 | - -","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","476.1","H-2094","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","Steatite","rectangular","complete","Y","Fair","R/L","VN","2","700_before_034","H2001-5134Figure 47.02 | Period 3C | 3 | C | - -","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","518.1","H-2095","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","-","rectangular","complete","Y","Fair","R/L","VN","2","700_before_034","H90-1688Figure 13.44 (d) | Period 3B | 3 | B | - -","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","642.2","H-2105","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","Steatite","rectangular","complete","Y","Poor","R/L","VN","2","700_before_034","H95-2428Figure 27.13 | Period 3B/C | 3 | B/C | - -","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","823.1","H-2130","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","Steatite","rectangular","complete","Y","Fair","R/L","VN","2","700_before_034","H96-2709Figure 17.02 | Period 3C | 3 | C | - -","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","3932.1","H-2137","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","Steatite","rectangular","complete","Y","Fair","R/L","VN","2","700_before_034","H95-2480Figure 30.09 | Period 3B/C | 3 | B/C | - -","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","397.1","H-2141","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","Steatite","rectangular","complete","Y","Fair","R/L","VN","2","700_before_034","H2000-4433Figure 38.01 | Period 3B/C | 3 | B/C | - -","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","815.1","H-2154","H","P1_frame700_034_branch","75","700_after_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","Steatite","rectangular","complete","Y","Fair","R/L","NV","2","700_after_034","H96-3176Figure 19.03 | Period 3B/C | 3 | B/C | - -","+034-700+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","812.1","H-2155","H","P1_frame700_034_branch","75","700_before_034;harappa_heavy_034_branch;tablet_branch;complete_direction_clean_no_000;has_source_or_context_hook","0","ad2f1e218a34b8c33c57de0d6cb8d99272765bbb","Harappa","TAB:I","Steatite","rectangular","complete","Y","Fair","R/L","VN","2","700_before_034","H96-3173Figure 19.12 | Period 3B/C | 3 | B/C | - -","+700-034+","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
