"id","cisi","site","region","area_section","material","shape","type","sides","condition","complete","dir","class","text_length","text","signs","length","position_0","position_1","at_start","at_end","prev","next","next2","prev2","frame","damaged_or_open"
"1302.1","H-280","Harappa","Inter-Riverine","FGranery","Clay","cylindrical","TAB:B","1","Poor","Y","R/L","LT","11","+740-407-590-690-436-255-920-318-220-415-803+","740-407-590-690-436-255-920-318-220-415-803","11","8","9","False","False","318","415","803","920","318-220-415","False"
"1303.1","H-281","Harappa","Inter-Riverine","FGranery","Clay","cylindrical","TAB:B","1","Fair","Y","R/L","LT","11","+740-407-590-690-436-255-920-318-220-415-803+","740-407-590-690-436-255-920-318-220-415-803","11","8","9","False","False","318","415","803","920","318-220-415","False"
"1304.1","H-282","Harappa","Inter-Riverine","FTrench I","-","cylindrical","TAB:B","1","Fair","Y","R/L","LT","11","+740-407-590-690-436-255-920-318-220-415-803+","740-407-590-690-436-255-920-318-220-415-803","11","8","9","False","False","318","415","803","920","318-220-415","False"
"1305.1","H-283","Harappa","Inter-Riverine","--","-","cylindrical","TAB:B","1","Fair","Y","R/L","LT","11","+740-407-590-690-436-255-920-318-220-415-803+","740-407-590-690-436-255-920-318-220-415-803","11","8","9","False","False","318","415","803","920","318-220-415","False"
"1306.1","H-284","Harappa","Inter-Riverine","FGranery","Clay","cylindrical","TAB:B","1","Poor","Y","R/L","LT","11","+740-407-590-690-436-255-920-318-220-415-803+","740-407-590-690-436-255-920-318-220-415-803","11","8","9","False","False","318","415","803","920","318-220-415","False"
"1324.1","H-302","Harappa","Inter-Riverine","F-","Steatite","rectangular","TAB:I","2","Good","Y","R/L","VX","3","+220-700-004+","220-700-004","3","0","1","True","False","<START>","700","004","<START>","<START>-220-700","False"
"1324.2","H-302","Harappa","Inter-Riverine","F-","Steatite","rectangular","TAB:I","2","Good","Y","R/L","MT","5","+400-760-740-220-416+","400-760-740-220-416","5","3","4","False","False","740","416","<END>","760","740-220-416","False"
"1341.1","H-319","Harappa","Inter-Riverine","FTrench IV+V","Steatite","oval","TAB:I","2","Good","Y","R/L","MT","3","+520-220-415+","520-220-415","3","1","2","False","False","520","415","<END>","<START>","520-220-415","False"
"1351.1","H-329","Harappa","Inter-Riverine","--","-","fish","TAB:I","2","Poor","Y","R/L","SS","2","+520-220+","520-220","2","1","2","False","True","520","<END>","<END>","<START>","520-220-<END>","False"
"1364.1","H-344","Harappa","Inter-Riverine","F-","Steatite","circular","TAB:I","2","Poor","Y","L/R","MT","3","+526-550-220+","526-550-220","3","2","3","False","True","550","<END>","<END>","526","550-220-<END>","False"
"1366.1","H-346","Harappa","Inter-Riverine","FTrench IV+V","Steatite","circular","TAB:I","2","Fair","Y","R/L","MT","3","+520-220-415+","520-220-415","3","1","2","False","False","520","415","<END>","<START>","520-220-415","False"
"1378.1","H-359","Harappa","Inter-Riverine","FTrench I","Steatite","prism","TAB:I","2","Poor","Y","L/R","MT","3","+526-550-220+","526-550-220","3","2","3","False","True","550","<END>","<END>","526","550-220-<END>","False"
"1383.1","H-364","Harappa","Inter-Riverine","FTrench I","Steatite","cuboid","TAB:I","1","Fair","Y","R/L","MT","3","+520-220-415+","520-220-415","3","1","2","False","False","520","415","<END>","<START>","520-220-415","False"
"1394.1","H-375","Harappa","Inter-Riverine","--","-","-","POT:T:g","1","Good","N","R/L","??","4+?","]000-220-002-000[","000-220-002-000","4","1","2","False","False","000","002","000","<START>","000-220-002","True"
"1399.1","H-385","Harappa","Inter-Riverine","AB-","Steatite","square","SEAL:S","1","Poor","N","R/L","??","7","+000-220-002-595-632-354-850+","000-220-002-595-632-354-850","7","1","2","False","False","000","002","595","<START>","000-220-002","False"
"1407.1","H-396","Harappa","Inter-Riverine","F-","Steatite","square","SEAL:S","1","Poor","N","R/L","??","6+?","+832-904-220-415-806-000[","832-904-220-415-806-000","6","2","3","False","False","904","415","806","832","904-220-415","True"
"1408.1","K-46","Kalibangan","Inter-Riverine","KLB-2-","Steatite","-","SEAL","1","Poor","N","-","??","3+?","]000-220-000[","000-220-000","3","1","2","False","False","000","000","<END>","<START>","000-220-000","True"
"1409.1","H-401","Harappa","Inter-Riverine","FGranery","Steatite","square","SEAL:S","1","Poor","N","R/L","??","4+?","+090-740-220-000[","090-740-220-000","4","2","3","False","False","740","000","<END>","090","740-220-000","True"
"1416.1","H-412","Harappa","Inter-Riverine","D-","Steatite","square","SEAL:S","1","Poor","Y","R/L","LP","6","+161-233-220-032-741-831+","161-233-220-032-741-831","6","2","3","False","False","233","032","741","161","233-220-032","False"
"1434.1","H-444","Harappa","Inter-Riverine","--","-","square","SEAL:S","1","Good","Y","R/L","SP","5","+241-220-032-002-861+","241-220-032-002-861","5","1","2","False","False","241","032","002","<START>","241-220-032","False"
"1480.1","H-502","Harappa","Inter-Riverine","AB-","Steatite","square","SEAL:S","1","Fair","Y","R/L","MT","4","+090-740-220-032+","090-740-220-032","4","2","3","False","False","740","032","<END>","090","740-220-032","False"
"1491.1","H-514","Harappa","Inter-Riverine","AB-","Steatite","square","SEAL:S","1","Fair","Y","R/L","SP","5","+151-220-016-002-820+","151-220-016-002-820","5","1","2","False","False","151","016","002","<START>","151-220-016","False"
"1500.1","H-525","Harappa","Inter-Riverine","FTrench I","Steatite","square","SEAL:S","1","Poor","?","R/L","UC","2+?","+520-220[","520-220","2","1","2","False","True","520","<END>","<END>","<START>","520-220-<END>","True"
"1519.1","H-566","Harappa","Inter-Riverine","H-","Steatite","square","SEAL:S","1","Poor","?","-","UC","1+?","]220[","220","1","0","1","True","True","<START>","<END>","<END>","<START>","<START>-220-<END>","True"
"1520.1","H-567","Harappa","Inter-Riverine","--","-","-","SEAL","1","Poor","?","-","UC","1+?","]220[","220","1","0","1","True","True","<START>","<END>","<END>","<START>","<START>-220-<END>","True"
"1522.1","H-569","Harappa","Inter-Riverine","FGranery","Steatite","square","SEAL:S","1","Poor","N","R/L","??","7+?","+740-032-840-240-220-032-000[","740-032-840-240-220-032-000","7","4","5","False","False","240","032","000","840","240-220-032","True"
"1531.1","H-581","Harappa","Inter-Riverine","D-","Steatite","square","SEAL:S","1","Poor","N","-","??","3+?","+585-220-000[","585-220-000","3","1","2","False","False","585","000","<END>","<START>","585-220-000","True"
"1536.1","H-592","Harappa","Inter-Riverine","--","-","square","SEAL:S","1","Poor","Y","R/L","MT","6","+740-575-017-220-415-803+","740-575-017-220-415-803","6","3","4","False","False","017","415","803","575","017-220-415","False"
"1537.1","H-593","Harappa","Inter-Riverine","F-","Steatite","square","SEAL:S","1","Poor","N","R/L","??","7+?","+740-760-235-240-002-220-000[","740-760-235-240-002-220-000","7","5","6","False","False","002","000","<END>","240","002-220-000","True"
"1544.1","H-601","Harappa","Inter-Riverine","FTrench IV+V","Clay","square","SEAL:S","1","Poor","Y","R/L","MT","5","+740-717-233-220-032+","740-717-233-220-032","5","3","4","False","False","233","032","<END>","717","233-220-032","False"
"1548.1","H-608","Harappa","Inter-Riverine","FTrench III","Steatite","square","SEAL:S","1","Poor","Y","R/L","2L","3","+140-220/530+","140-220-530","3","1","2","False","False","140","530","<END>","<START>","140-220-530","False"
"1555.1","H-640","Harappa","Inter-Riverine","--","-","cuboid-convex","SEAL:R","1","Poor","?","R/L","UC","4+?","]220-032-002-817+","220-032-002-817","4","0","1","True","False","<START>","032","002","<START>","<START>-220-032","True"
"1584.1","H-669","Harappa","Inter-Riverine","AB-","Steatite","cuboid-convex","SEAL:R","1","Fair","Y","R/L","SS","3","+740-220-032+","740-220-032","3","1","2","False","False","740","032","<END>","<START>","740-220-032","False"
"1640.1","H-747","Harappa","Inter-Riverine","FTrench VI","Faience","rectangular","TAB:B","1","Poor","?","R/L","UC","3+?","+400-740-220[","400-740-220","3","2","3","False","True","740","<END>","<END>","400","740-220-<END>","True"
"1641.1","H-748","Harappa","Inter-Riverine","FGranery","Faience","cuboid","TAB:B","1","Fair","Y","R/L","MT","5","+400-740-220-415-798+","400-740-220-415-798","5","2","3","False","False","740","415","798","400","740-220-415","False"
"1653.2","H-761","Harappa","Inter-Riverine","--","-","rectangular","TAB:B","2","Poor","Y","R/L","MT","4","+400-154-440-220+","400-154-440-220","4","3","4","False","True","440","<END>","<END>","154","440-220-<END>","False"
"1659.1","H-767","Harappa","Inter-Riverine","FTrench IV+V","Clay","plano-convex","TAB:B","2","Fair","Y","R/L","MT","5","+400-740-220-415-798+","400-740-220-415-798","5","2","3","False","False","740","415","798","400","740-220-415","False"
"1677.2","H-786","Harappa","Inter-Riverine","--","-","rectangular","TAB:B","2","Good","Y","R/L","MT","3","+520-220-415+","520-220-415","3","1","2","False","False","520","415","<END>","<START>","520-220-415","False"
"1680.1","H-789","Harappa","Inter-Riverine","FTrench I","Faience","rectangular","TAB:B","2","Good","Y","R/L","MT","4","+400-520-220-016+","400-520-220-016","4","2","3","False","False","520","016","<END>","400","520-220-016","False"
"1686.2","H-795","Harappa","Inter-Riverine","--","-","cylindrical","TAB:B","2","Poor","N","R/L","??","4","+442-000-220-000+","442-000-220-000","4","2","3","False","False","000","000","<END>","442","000-220-000","False"
"1695.2","H-806","Harappa","Inter-Riverine","FTrench I","Clay","twisted rectangular-rounded","TAB:B","2","Fair","Y","R/L","MT","4","+740-176-220-235+","740-176-220-235","4","2","3","False","False","176","235","<END>","740","176-220-235","False"
"1696.2","H-807","Harappa","Inter-Riverine","--","-","twisted rectangular-rounded","TAB:B","2","Poor","Y","R/L","MT","4","+740-176-220-235+","740-176-220-235","4","2","3","False","False","176","235","<END>","740","176-220-235","False"
"1697.2","H-808","Harappa","Inter-Riverine","--","-","twisted rectangular-rounded","TAB:B","2","Poor","Y","R/L","MT","4","+740-176-220-235+","740-176-220-235","4","2","3","False","False","176","235","<END>","740","176-220-235","False"
"1738.2","H-852","Harappa","Inter-Riverine","FTrench VI","Faience","prism","TAB:B","2","Fair","Y","R/L","MT","5","+740-760-268-233-220+","740-760-268-233-220","5","4","5","False","True","233","<END>","<END>","268","233-220-<END>","False"
"1754.1","H-871","Harappa","Inter-Riverine","FGranery","Clay","cylindrical","TAB:B","1","Poor","Y","R/L","LT","11","+740-407-590-690-436-255-920-318-220-415-803+","740-407-590-690-436-255-920-318-220-415-803","11","8","9","False","False","318","415","803","920","318-220-415","False"
"1755.1","H-872","Harappa","Inter-Riverine","FGranery","Clay","cylindrical","TAB:B","1","Poor","Y","R/L","LT","11","+740-407-590-690-436-255-920-318-220-415-803+","740-407-590-690-436-255-920-318-220-415-803","11","8","9","False","False","318","415","803","920","318-220-415","False"
"1756.1","H-873","Harappa","Inter-Riverine","F-","Clay","cylindrical","TAB:B","1","Poor","Y","R/L","LT","11","+740-407-590-690-436-255-920-318-220-415-803+","740-407-590-690-436-255-920-318-220-415-803","11","8","9","False","False","318","415","803","920","318-220-415","False"
"1767.1","H-884","Harappa","Inter-Riverine","D-","Steatite","rectangular","TAB:I","2","Poor","Y","NR","ZN","1","+220+","220","1","0","1","True","True","<START>","<END>","<END>","<START>","<START>-220-<END>","False"
"1793.1","H-912","Harappa","Inter-Riverine","F-","Steatite","rectangular","TAB:I","2","Fair","Y","R/L","MT","5","+400-740-760-220-416+","400-740-760-220-416","5","3","4","False","False","760","416","<END>","740","760-220-416","False"
"1793.2","H-912","Harappa","Inter-Riverine","F-","Steatite","rectangular","TAB:I","2","Fair","Y","R/L","VX","3","+220-700-004+","220-700-004","3","0","1","True","False","<START>","700","004","<START>","<START>-220-700","False"
"1806.1","H-926","Harappa","Inter-Riverine","FTrench I","Steatite","rectangular","TAB:I","2","Poor","N","R/L","??","5","+400-740-840-000-220+","400-740-840-000-220","5","4","5","False","True","000","<END>","<END>","840","000-220-<END>","False"
"1818.1","H-938","Harappa","Inter-Riverine","F-","Steatite","rectangular","TAB:I","2","Good","Y","L/R","MT","3","+520-220-415+","520-220-415","3","1","2","False","False","520","415","<END>","<START>","520-220-415","False"
"1819.2","H-939","Harappa","Inter-Riverine","D-","Steatite","rectangular","TAB:I","2","Poor","Y","L/R","MT","3","+520-220-415+","520-220-415","3","1","2","False","False","520","415","<END>","<START>","520-220-415","False"
"1820.1","H-940","Harappa","Inter-Riverine","FGranery","Steatite","rectangular","TAB:I","2","Fair","Y","R/L","MT","3","+520-220-415+","520-220-415","3","1","2","False","False","520","415","<END>","<START>","520-220-415","False"
"1821.2","H-941","Harappa","Inter-Riverine","FGranery","Steatite","rectangular","TAB:I","2","Poor","Y","R/L","MT","3","+520-220-415+","520-220-415","3","1","2","False","False","520","415","<END>","<START>","520-220-415","False"
"1822.1","H-942","Harappa","Inter-Riverine","AB-","Steatite","rectangular","TAB:I","2","Fair","Y","L/R","MT","3","+520-220-016+","520-220-016","3","1","2","False","False","520","016","<END>","<START>","520-220-016","False"
"1830.1","H-950","Harappa","Inter-Riverine","FTrench III","Steatite","rectangular","TAB:I","2","Poor","Y","R/L","??","4","+710-455-220-032+","710-455-220-032","4","2","3","False","False","455","032","<END>","710","455-220-032","False"
"1849.1","H-972","Harappa","Inter-Riverine","FTrench IV+V","Steatite","heart","TAB:I","1","Poor","N","R/L","??","3","+000-220-415+","000-220-415","3","1","2","False","False","000","415","<END>","<START>","000-220-415","False"
"1850.1","H-973","Harappa","Inter-Riverine","FTrench I","Steatite","circular","TAB:I","2","Poor","Y","NR","ZN","1","+220+","220","1","0","1","True","True","<START>","<END>","<END>","<START>","<START>-220-<END>","False"
"1882.1","K-7","Kalibangan","Inter-Riverine","KLB-1-","Steatite","square","SEAL:S","1","Fair","Y","R/L","IT","9","+740-100-176-838-001-220-455-530-741+","740-100-176-838-001-220-455-530-741","9","5","6","False","False","001","455","530","838","001-220-455","False"
"1883.1","K-8","Kalibangan","Inter-Riverine","KLB-1-","Steatite","square","SEAL:S","1","Fair","N","R/L","??","4","+000-000-220-003+","000-000-220-003","4","2","3","False","False","000","003","<END>","000","000-220-003","False"
"1884.1","K-9","Kalibangan","Inter-Riverine","KLB-2-","Steatite","square","SEAL:S","1","Fine","Y","R/L","MT","5","+515-740-220-003-900+","515-740-220-003-900","5","2","3","False","False","740","003","900","515","740-220-003","False"
"1889.1","K-14","Kalibangan","Inter-Riverine","KLB-2-","Steatite","square","SEAL:S","1","Poor","N","R/L","??","8","+000-031-003/000-220-741-703-632+","000-031-003-000-220-741-703-632","8","4","5","False","False","000","741","703","003","000-220-741","False"
"1890.1","K-15","Kalibangan","Inter-Riverine","KLB-2-","Steatite","square","SEAL:S","1","Fine","Y","R/L","2L","10","+871-947/400-740-543-350-895-785-220-335+","871-947-400-740-543-350-895-785-220-335","10","8","9","False","False","785","335","<END>","895","785-220-335","False"
"1899.1","K-25","Kalibangan","Inter-Riverine","KLB-2-","Steatite","square","SEAL:S","1","Poor","Y","R/L","LC","7","+520-231-002-220-065-132-082+","520-231-002-220-065-132-082","7","3","4","False","False","002","065","132","231","002-220-065","False"
"1950.1","K-96","Kalibangan","Inter-Riverine","KLB-1-","-","-","POT:T:g","1","Poor","N","R/L","??","5+?","]033-220-520-032-000[","033-220-520-032-000","5","1","2","False","False","033","520","032","<START>","033-220-520","True"
"1954.1","K-100","Kalibangan","Inter-Riverine","KLB-2-","Clay","-","POT:T:g","1","Poor","?","R/L","UC","3+?","+740-176-220[","740-176-220","3","2","3","False","True","176","<END>","<END>","740","176-220-<END>","True"
"1971.1","-","Kish","Mesopotamia","--","-","square","SEAL:S","1","Good","Y","R/L","LP","8","+740-390-590-220-003-060-840-416+","740-390-590-220-003-060-840-416","8","3","4","False","False","590","003","060","390","590-220-003","False"
"1972.1","Kd-7","Kot-Diji","Lower Indus","--","Clay","-","POT:T:g","1","Poor","N","R/L","??","8","+031-220-000-741-850-001-111-003+","031-220-000-741-850-001-111-003","8","1","2","False","False","031","000","741","<START>","031-220-000","False"
"2011.1","L-38","Lothal","Gujarat/Kutch","SRG 2N 3","Steatite","square","SEAL:S","1","Fair","Y","R/L","MT","3","+151-100-220+","151-100-220","3","2","3","False","True","100","<END>","<END>","151","100-220-<END>","False"
"2016.1","L-45","Lothal","Gujarat/Kutch","SRG 2B 8","Steatite","square","SEAL:S","1","Good","Y","R/L","LC","6","+411-440-236-220-741-634+","411-440-236-220-741-634","6","3","4","False","False","236","741","634","440","236-220-741","False"
"2032.4","L-66","Lothal","Gujarat/Kutch","--","Steatite","square","SEAL:S","5","Poor","Y","NR","ZN","1","+220+","220","1","0","1","True","True","<START>","<END>","<END>","<START>","<START>-220-<END>","False"
"2032.5","L-66","Lothal","Gujarat/Kutch","--","Steatite","square","SEAL:S","5","Poor","N","R/L","??","7","+000-904-220-032-000-000-000+","000-904-220-032-000-000-000","7","2","3","False","False","904","032","000","000","904-220-032","False"
"2041.1","L-87","Lothal","Gujarat/Kutch","SRG 2AX 4","Steatite","cuboid-convex","SEAL:R","1","Fair","Y","R/L","LP","9","+740-032-840-233-220-032-060-825-002+","740-032-840-233-220-032-060-825-002","9","4","5","False","False","233","032","060","840","233-220-032","False"
"2052.1","L-98","Lothal","Gujarat/Kutch","SRG 3BX 2","Steatite","rectangular","SEAL:R","1","Good","Y","R/L","MT","4","+520-220-415-519+","520-220-415-519","4","1","2","False","False","520","415","519","<START>","520-220-415","False"
"2063.1","L-114","Lothal","Gujarat/Kutch","SRG 1AX 1","Steatite","rectangular","SEAL:R","1","Poor","Y","R/L","LP","9","+740-407-590-904-220-032-803-060-920+","740-407-590-904-220-032-803-060-920","9","4","5","False","False","904","032","803","590","904-220-032","False"
"2068.1","L-124","Lothal","Gujarat/Kutch","SRG 3GX 10","Clay","-","TAG:L","1","Poor","Y","R/L","MS","8","+090-740-220-055-001-741-500-705+","090-740-220-055-001-741-500-705","8","2","3","False","False","740","055","001","090","740-220-055","False"
"2069.1","L-125","Lothal","Gujarat/Kutch","SRG 3GX 10","Clay","-","TAG:L","1","Poor","Y","R/L","MS","8","+090-740-220-055-001-741-500-705+","090-740-220-055-001-741-500-705","8","2","3","False","False","740","055","001","090","740-220-055","False"
"2070.1","L-126","Lothal","Gujarat/Kutch","SRG 3GX 10","Clay","-","TAG:L","1","Poor","Y","R/L","MS","8","+090-740-220-055-001-741-500-705+","090-740-220-055-001-741-500-705","8","2","3","False","False","740","055","001","090","740-220-055","False"
"2071.1","L-128","Lothal","Gujarat/Kutch","SRG 3GX 10","Clay","-","TAG:L","1","Poor","Y","R/L","MS","8","+090-740-220-055-001-741-500-705+","090-740-220-055-001-741-500-705","8","2","3","False","False","740","055","001","090","740-220-055","False"
"2072.1","L-129","Lothal","Gujarat/Kutch","SRG 3GX 10","Clay","-","TAG","1","Poor","Y","R/L","MS","8","+090-740-220-055-001-741-500-705+","090-740-220-055-001-741-500-705","8","2","3","False","False","740","055","001","090","740-220-055","False"
"2077.1","L-134","Lothal","Gujarat/Kutch","--","Clay","-","TAG","1","Poor","Y","R/L","IT","6","+520-233-220-240-002-617+","520-233-220-240-002-617","6","2","3","False","False","233","240","002","520","233-220-240","False"
"2085.1","L-143","Lothal","Gujarat/Kutch","--","-","-","TAG","1","Poor","Y","R/L","SP","6","+740-388-220-004-060-920+","740-388-220-004-060-920","6","2","3","False","False","388","004","060","740","388-220-004","False"
"2086.1","L-144","Lothal","Gujarat/Kutch","--","Clay","-","TAG","1","Poor","N","R/L","??","4+?","+320-706-000-220[","320-706-000-220","4","3","4","False","True","000","<END>","<END>","706","000-220-<END>","True"
"2111.1","L-189","Lothal","Gujarat/Kutch","SRG 3GX 10","Clay","-","TAG","4","Poor","N","R/L","??","4+?","+090-740-220-000[","090-740-220-000","4","2","3","False","False","740","000","<END>","090","740-220-000","True"
"2112.1","L-190","Lothal","Gujarat/Kutch","SRG 3GX 10","Clay","-","TAG","3","Poor","Y","R/L","MS","8","+090-740-220-055-001-741-500-705+","090-740-220-055-001-741-500-705","8","2","3","False","False","740","055","001","090","740-220-055","False"
"2113.1","L-191","Lothal","Gujarat/Kutch","--","Clay","-","TAG","2","Poor","Y","R/L","MS","8","+090-740-220-055-001-741-500-705+","090-740-220-055-001-741-500-705","8","2","3","False","False","740","055","001","090","740-220-055","False"
"2115.1","L-193","Lothal","Gujarat/Kutch","SRG 3GX 10","Clay","-","TAG","3","Poor","Y","R/L","MS","8","+090-740-220-055-001-741-500-705+","090-740-220-055-001-741-500-705","8","2","3","False","False","740","055","001","090","740-220-055","False"
"2117.1","L-197","Lothal","Gujarat/Kutch","--","Clay","-","TAG","2","Poor","Y","R/L","MS","8","+090-740-220-055-001-741-500-705+","090-740-220-055-001-741-500-705","8","2","3","False","False","740","055","001","090","740-220-055","False"
"2119.1","L-199","Lothal","Gujarat/Kutch","--","-","-","TAG","1","Poor","N","-","??","5+?","]000-220-240-002-000[","000-220-240-002-000","5","1","2","False","False","000","240","002","<START>","000-220-240","True"
"2120.1","L-200","Lothal","Gujarat/Kutch","--","Clay","-","TAG","2","Poor","N","-","??","4+?","]000-000-220-617[","000-000-220-617","4","2","3","False","False","000","617","<END>","000","000-220-617","True"
"2122.1","L-202","Lothal","Gujarat/Kutch","--","Clay","-","TAG","2","Poor","N","R/L","??","4+?","]000-390-590-220[","000-390-590-220","4","3","4","False","True","590","<END>","<END>","390","590-220-<END>","True"
"2125.1","L-206","Lothal","Gujarat/Kutch","SRG 3GX 10","Clay","-","TAG:W","1","Poor","Y","R/L","MS","8","+090-740-220-055-001-741-500-705+","090-740-220-055-001-741-500-705","8","2","3","False","False","740","055","001","090","740-220-055","False"
"2127.2","L-208","Lothal","Gujarat/Kutch","--","Clay","-","TAG","2","Poor","?","R/L","UC","4+?","]234-220-002-820[","234-220-002-820","4","1","2","False","False","234","002","820","<START>","234-220-002","True"
"2129.2","L-211","Lothal","Gujarat/Kutch","--","Clay","-","TAG","3","Poor","N","R/L","??","6+?","+740-388-233-220-002-000[","740-388-233-220-002-000","6","3","4","False","False","233","002","000","388","233-220-002","True"
"2131.1","L-213","Lothal","Gujarat/Kutch","--","Clay","-","TAG","1","Poor","?","-","UC","5+?","]220-002-368-840-900+","220-002-368-840-900","5","0","1","True","False","<START>","002","368","<START>","<START>-220-002","True"
"2178.1","M-1696","Mohenjo-daro","Lower Indus","DKB","Steatite","square","SEAL:S","1","Fair","Y","R/L","LP","7","+520-033-705-220-415-002-861+","520-033-705-220-415-002-861","7","3","4","False","False","705","415","002","033","705-220-415","False"
"2195.1","M-1749","Mohenjo-daro","Lower Indus","DKC","Steatite","square","SEAL:S","1","Poor","Y","R/L","SC","4","+220-455-125-031+","220-455-125-031","4","0","1","True","False","<START>","455","125","<START>","<START>-220-455","False"
"2231.1","M-1688","Mohenjo-daro","Lower Indus","DKG. (N)","Steatite","square","SEAL:S","1","Good","Y","R/L","LC","12","+125-435-255-002-286-220-031-012-031-455-033-590+","125-435-255-002-286-220-031-012-031-455-033-590","12","5","6","False","False","286","031","012","002","286-220-031","False"
"2234.1","M-1956","Mohenjo-daro","Lower Indus","DKG. (N)","Steatite","rectangular","SEAL:R","1","Good","Y","R/L","MT","7","+740-900-790-220-415-798-806+","740-900-790-220-415-798-806","7","3","4","False","False","790","415","798","900","790-220-415","False"
"2265.1","M-888","Mohenjo-daro","Lower Indus","DKB","Steatite","square","SEAL:S","1","Fair","Y","R/L","SP","5","+520-220-240-741-440+","520-220-240-741-440","5","1","2","False","False","520","240","741","<START>","520-220-240","False"
"2268.1","M-1709","Mohenjo-daro","Lower Indus","DKB","Steatite","square","SEAL:S","1","Poor","Y","R/L","SP","5","+621-520-220-002-817+","621-520-220-002-817","5","2","3","False","False","520","002","817","621","520-220-002","False"
"2277.1","M-1990","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","rectangular","SEAL","1","Poor","Y","L/R","LP","7","+740-760-440-240-220-002-861+","740-760-440-240-220-002-861","7","4","5","False","False","240","002","861","440","240-220-002","False"
"2279.1","M-1694","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Fair","N","R/L","??","5+?","+740-388-220-235-000[","740-388-220-235-000","5","2","3","False","False","388","235","000","740","388-220-235","True"
"2284.2","M-2053","Mohenjo-daro","Lower Indus","DKG. (S)","Copper","rectangular","TAB:C","2","Fair","Y","R/L","MT","7","+407-032-520-095-585-017-220+","407-032-520-095-585-017-220","7","6","7","False","True","017","<END>","<END>","585","017-220-<END>","False"
"2292.1","M-1706","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Fair","Y","R/L","LP","7","+740-803-220-032-220-002-820+","740-803-220-032-220-002-820","7","2","3","False","False","803","032","220","740","803-220-032","False"
"2292.1","M-1706","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Fair","Y","R/L","LP","7","+740-803-220-032-220-002-820+","740-803-220-032-220-002-820","7","4","5","False","False","032","002","820","220","032-220-002","False"
"2313.1","M-1763","Mohenjo-daro","Lower Indus","DKG. (S)","Faience","square","SEAL:S","1","Fair","Y","R/L","LP","8","+416-001-565-740-220-032-002-861+","416-001-565-740-220-032-002-861","8","4","5","False","False","740","032","002","565","740-220-032","False"
"2332.1","M-1741","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Good","Y","R/L","LC","6","+565-031-416-140-220-001+","565-031-416-140-220-001","6","4","5","False","False","140","001","<END>","416","140-220-001","False"
"2357.3","M-1928","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","2","Fair","N","L/R","??","5","+000-233-220-002-861+","000-233-220-002-861","5","2","3","False","False","233","002","861","000","233-220-002","False"
"2360.1","M-1971","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","rectangular","SEAL:R","1","Good","N","R/L","??","7","+000-550-033-706-220-415-798+","000-550-033-706-220-415-798","7","4","5","False","False","706","415","798","033","706-220-415","False"
"2377.1","M-707","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Fair","Y","R/L","LP","7","+740-760-001-220-415-798-803+","740-760-001-220-415-798-803","7","3","4","False","False","001","415","798","760","001-220-415","False"
"2381.1","M-1686","Mohenjo-daro","Lower Indus","DKG","Steatite","square","SEAL:S","1","Good","Y","R/L","SP","6","+740-904-220-032-002-142+","740-904-220-032-002-142","6","2","3","False","False","904","032","002","740","904-220-032","False"
"2400.1","M-1713","Mohenjo-daro","Lower Indus","DKG","Steatite","square","SEAL:S","1","Poor","N","R/L","??","6+?","]220-032/817-000-220-031+","220-032-817-000-220-031","6","0","1","True","False","<START>","032","817","<START>","<START>-220-032","True"
"2400.1","M-1713","Mohenjo-daro","Lower Indus","DKG","Steatite","square","SEAL:S","1","Poor","N","R/L","??","6+?","]220-032/817-000-220-031+","220-032-817-000-220-031","6","4","5","False","False","000","031","<END>","817","000-220-031","True"
"2401.1","M-1680","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Fair","Y","R/L","MT","4","+740-717-220-415+","740-717-220-415","4","2","3","False","False","717","415","<END>","740","717-220-415","False"
"2403.1","M-1690","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Good","Y","R/L","LP","10","+520-070-220-032-240-838-741-958-220-278+","520-070-220-032-240-838-741-958-220-278","10","2","3","False","False","070","032","240","520","070-220-032","False"
"2403.1","M-1690","Mohenjo-daro","Lower Indus","DKG. (S)","Steatite","square","SEAL:S","1","Good","Y","R/L","LP","10","+520-070-220-032-240-838-741-958-220-278+","520-070-220-032-240-838-741-958-220-278","10","8","9","False","False","958","278","<END>","741","958-220-278","False"
"2417.1","M-1728","Mohenjo-daro","Lower Indus","DKE","Steatite","square","SEAL:S","1","Good","Y","R/L","LP","7","+161-055-240-220-032-002-820+","161-055-240-220-032-002-820","7","3","4","False","False","240","032","002","055","240-220-032","False"
