"source_row_id","cisi","cisi_prefix","is_h2218_h2239","region","site","period","phase","material","shape","preservation","type","sides","direction","class","sign_count","horizontal_mm","vertical_mm","thickness_mm","text","tokens","target_signs_present","adjacent_target_patterns","exact_text_class","same_cisi_texts","has_companion_861_003","has_companion_156_003","has_companion_154_003","has_companion_400_740_176","accepted_decipherment_claim"
"732.1","H-2131","H","0","Inter-Riverine","Harappa","3","C","Steatite","rectangular","complete","TAB:I","2","R/L","VN","2","14","8.2","2.6","+700-033+","700 033","033","700_033","+700-033+","+368-900+;+700-033+","0","0","0","0","0"
"738.1","H-2074","H","0","Inter-Riverine","Harappa","3","B","Steatite","rectangular","fragment","TAB:I","2","R/L","UC","4","0","7.5","3","+700-034-690-365[","700 034 690 365","034","700_034","non_exact_or_longer","+700-034-690-365[;+740-760-000[","0","0","0","0","0"
"740.2","-","-","0","Inter-Riverine","Harappa","-","-","Steatite","rectangular","complete","TAB:I","2","R/L","VN","2","13","6.5","2.5","+700-034+","700 034","034","700_034","+700-034+","+700-034+","0","0","0","0","0"
"742.2","H-1810","H","0","Inter-Riverine","Harappa","3","C","Faience","rectangular","complete","TAB:B","2","R/L","SC","5","27","11.8","4.8","+033-711-335-575-413+","033 711 335 575 413","033","","non_exact_or_longer","+033-711-335-575-413+;+740-048-741-851+","0","0","0","0","0"
"743.2","H-1907","H","0","Inter-Riverine","Harappa","3","B/C","Faience","heart","complete","TAB:B","2","R/L","VN","2","11","8","2.5","+700-034+","700 034","034","700_034","+700-034+","+520-240+;+700-034+","0","0","0","0","0"
"744.1","H-1993","H","0","Inter-Riverine","Harappa","3","C","Clay","rectangular","complete","TAB:B","2","R/L","VN","2","29.2","10.7","6.2","+700-033+","700 033","033","700_033","+700-033+","+700-033+;+740-000-220-004-002-390-095+","0","0","0","0","0"
"751.1","H-1872","H","0","Inter-Riverine","Harappa","3","C","Faience","rectangular","complete","TAB:B","2","R/L","VN","2","13.9","8","4.2","+700-033+","700 033","033","700_033","+700-033+","+400-236-220+;+700-033+","0","0","0","0","0"
"752.1","H-2143","H","0","Inter-Riverine","Harappa","3","B","-","rectangular","complete","TAB:I","2","R/L","VN","2","13.5","6.5","0","+700-034+","700 034","034","700_034","+700-034+","+090-740-792+;+700-034+","0","0","0","0","0"
"755.1","H-1947","H","0","Inter-Riverine","Harappa","3","B/C","Faience","prism","complete","TAB:B","3","R/L","VN","2","19","8","0","+700-033+","700 033","033","700_033","+700-033+","+700-033+;+740-000-031+;+740-630-000+","0","0","0","0","0"
"758.2","H-1768","H","0","Inter-Riverine","Harappa","3","B/C","Faience","square","complete","TAB:B","2","R/L","VN","2","11.2","11.2","2","+700-033+","700 033","033","700_033","+700-033+","+144+;+700-033+","0","0","0","0","0"
"762.1","H-2098","H","0","Inter-Riverine","Harappa","3","B/C","Steatite","rectangular","chipped","TAB:I","2","-","NV","2","15","9","3.3","+034-700+","034 700","034","034_700","+034-700+","+034-700+;]861-416+","0","0","0","0","0"
"769.2","H-2239","H","1","Inter-Riverine","Harappa","3","B/C","Steatite","prism","complete","TAB:I","3","R/L","VN","2","9.5","6.2","0","+700-034+","700 034","034","700_034","+700-034+","+156-003+;+700-034+;+861-003+","1","1","0","0","0"
"769.3","H-2239","H","1","Inter-Riverine","Harappa","3","B/C","Steatite","prism","complete","TAB:I","3","R/L","SS","2","9.5","6.2","0","+156-003+","156 003","156","156_003","+156-003+","+156-003+;+700-034+;+861-003+","1","1","0","0","0"
"772.1","H-1831","H","0","Inter-Riverine","Harappa","3","B/C","Faience","rectangular","slightly chipped","TAB:B","2","R/L","VN","2","12.5","6","3.5 - 4.8","+700-034+","700 034","034","700_034","+700-034+","+156-176+;+700-034+","0","0","0","0","0"
"772.2","H-1831","H","0","Inter-Riverine","Harappa","3","B/C","Faience","rectangular","slightly chipped","TAB:B","2","R/L","SS","2","12.5","6","3.5 - 4.8","+156-176+","156 176","156","","non_exact_or_longer","+156-176+;+700-034+","0","0","0","0","0"
"773.1","H-1830","H","0","Inter-Riverine","Harappa","3","B/C","Faience","rectangular","complete","TAB:B","2","R/L","VN","2","11.2","6.5","5","+700-034+","700 034","034","700_034","+700-034+","+156-176+;+700-034+","0","0","0","0","0"
"773.2","H-1830","H","0","Inter-Riverine","Harappa","3","B/C","Faience","rectangular","complete","TAB:B","2","R/L","SS","2","11.2","6.5","5","+156-176+","156 176","156","","non_exact_or_longer","+156-176+;+700-034+","0","0","0","0","0"
"774.1","H-1861","H","0","Inter-Riverine","Harappa","3","B/C","Faience","rectangular","complete","TAB:B","2","R/L","VN","2","13.2","7.2","3.8","+700-033+","700 033","033","700_033","+700-033+","+368-091+;+700-033+","0","0","0","0","0"
"780.1","H-1844","H","0","Inter-Riverine","Harappa","3","B","Faience","rectangular","complete","TAB:B","2","R/L","VN","2","12.6","7.5","3","+700-034+","700 034","034","700_034","+700-034+","+400-154-690+;+700-034+","0","0","0","0","0"
"780.2","H-1844","H","0","Inter-Riverine","Harappa","3","B","Faience","rectangular","complete","TAB:B","2","R/L","SC","3","12.6","7.5","3","+400-154-690+","400 154 690","154","","non_exact_or_longer","+400-154-690+;+700-034+","0","0","0","0","0"
"784.1","H-1871","H","0","Inter-Riverine","Harappa","3","B/C","Faience","rectangular","complete","TAB:B","2","R/L","VN","2","13","7.2","0","+700-034+","700 034","034","700_034","+700-034+","+151-740-235+;+700-034+","0","0","0","0","0"
"786.1","H-2099","H","0","Inter-Riverine","Harappa","3","C","Steatite","rectangular","complete","TAB:I","2","R/L","ZN","2","13","7","2.6","+255-033+","255 033","033","","non_exact_or_longer","+255-033+;+416-590-033+","0","0","0","0","0"
"786.2","H-2099","H","0","Inter-Riverine","Harappa","3","C","Steatite","rectangular","complete","TAB:I","2","R/L","SC","3","13","7","2.6","+416-590-033+","416 590 033","033","","non_exact_or_longer","+255-033+;+416-590-033+","0","0","0","0","0"
"791.1","H-1807","H","0","Inter-Riverine","Harappa","3","B","Faience","rectangular","fragment","TAB:B","2","-","UC","1","0","7","3","]034+","034","034","","non_exact_or_longer","+235-840[;]034+","0","0","0","0","0"
"792.2","H-1835","H","0","Inter-Riverine","Harappa","3","B/C","Faience","rectangular","fragment","TAB:B","2","-","UC","1","0","5.3","3.3","]033[","033","033","","non_exact_or_longer","]033[;]436-032-923[","0","0","0","0","0"
"794.1","H-2237","H","1","Inter-Riverine","Harappa","3","B","Steatite","prism","complete","TAB:I","3","R/L","VN","2","10","6.5","0","+700-034+","700 034","034","700_034","+700-034+","+154-003+;+700-034+;+861-003+","1","0","1","0","0"
"794.3","H-2237","H","1","Inter-Riverine","Harappa","3","B","Steatite","prism","complete","TAB:I","3","R/L","SS","2","10","6.5","0","+154-003+","154 003","154","154_003","+154-003+","+154-003+;+700-034+;+861-003+","1","0","1","0","0"
"802.1","-","-","0","Inter-Riverine","Harappa","-","-","Clay","unusual","complete","MISC","1","NR","NU","1","0","0","0","+033+","033","033","","non_exact_or_longer","+033+","0","0","0","0","0"
"803.1","H-1911","H","0","Inter-Riverine","Harappa","3","B","Faience","-","fragment","TAB:B","2","-","UC","1","0","0","3","+034[","034","034","","non_exact_or_longer","+034[;]033-000+","0","0","0","0","0"
"803.2","H-1911","H","0","Inter-Riverine","Harappa","3","B","Faience","-","fragment","TAB:B","2","-","??","1","0","0","3","]033-000+","033 000","033","","non_exact_or_longer","+034[;]033-000+","0","0","0","0","0"
"804.2","H-2064","H","0","Inter-Riverine","Harappa","3","B","Steatite","rectangular","fragment","TAB:I","2","R/L","UC","3","0","9.8","3","]156-435-255+","156 435 255","156","","non_exact_or_longer","+868-706[;]156-435-255+","0","0","0","0","0"
"805.1","H-1788","H","0","Inter-Riverine","Harappa","3","B/C","Faience","rectangular","complete","TAB:B","1","R/L","SP","5","27.2","13.3","5","+154-806-470-002-861+","154 806 470 002 861","154","","non_exact_or_longer","+154-806-470-002-861+","0","0","0","0","0"
"809.1","H-1731","H","0","Inter-Riverine","Harappa","3","C","Clay","-","fragment","POT:T:s","1","R/L","??","2","0","0","0","]154-806-000[","154 806 000","154","","non_exact_or_longer","]154-806-000[","0","0","0","0","0"
"810.1","H-1682","H","0","Inter-Riverine","Harappa","3","B/C","Steatite","square","complete","SEAL:S","1","R/L","SC","4","20.4","19.8","6.2 - 10.3","+154-003-617-033+","154 003 617 033","033;154","154_003","non_exact_or_longer","+154-003-617-033+","0","0","0","0","0"
"812.1","H-2155","H","0","Inter-Riverine","Harappa","3","B/C","Steatite","rectangular","complete","TAB:I","2","R/L","VN","2","9.2","7.1","2.7","+700-034+","700 034","034","700_034","+700-034+","+400-236+;+700-034+","0","0","0","0","0"
"814.2","H-2134","H","0","Inter-Riverine","Harappa","3","B","Steatite","rectangular","complete","TAB:I","2","-","VN","2","14","8.5","2.5","+700-034+","700 034","034","700_034","+700-034+","+001-480-388-032+;+700-034+","0","0","0","0","0"
"815.1","H-2154","H","0","Inter-Riverine","Harappa","3","B/C","Steatite","rectangular","complete","TAB:I","2","R/L","NV","2","14","6","3.4","+034-700+","034 700","034","034_700","+034-700+","+034-700+;+400-226+","0","0","0","0","0"
"818.1","H-2285","H","0","Inter-Riverine","Harappa","3","B","Clay","-","fragment","POT:T:g","1","-","UC","2","0","0","0","]034-031[","034 031","034","","non_exact_or_longer","]034-031[","0","0","0","0","0"
"819.1","-","-","0","Inter-Riverine","Harappa","-","-","Ivory","rectangular","chipped","ROD","1","-","??","1","0","0","0","+033-000-000-000[","033 000 000 000","033","","non_exact_or_longer","+033-000-000-000[","0","0","0","0","0"
"823.1","H-2130","H","0","Inter-Riverine","Harappa","3","C","Steatite","rectangular","complete","TAB:I","2","R/L","VN","2","14.2","8.4","2.8","+700-034+","700 034","034","700_034","+700-034+","+365-900+;+700-034+","0","0","0","0","0"
"824.2","H-1775","H","0","Inter-Riverine","Harappa","3","B/C","Faience","rectangular","complete","TAB:B","2","R/L","??","3","32","12","6.1","+220-000-700-033+","220 000 700 033","033","700_033","non_exact_or_longer","+220-000-700-033+;+740-100-415-176-792-102+","0","0","0","0","0"
"827.1","H-2145","H","0","Inter-Riverine","Harappa","3","B","Steatite","rectangular","complete","TAB:I","2","-","VN","2","10.3","7","2.3","+700-034+","700 034","034","700_034","+700-034+","+074-220-415+;+700-034+","0","0","0","0","0"
"831.1","H-1880","H","0","Inter-Riverine","Harappa","3","B","Faience","rectangular","complete","TAB:B","2","R/L","NV","2","13.3","8","2.7","+034-700+","034 700","034","034_700","+034-700+","+034-700+;+520-033-033+","0","0","0","0","0"
"831.2","H-1880","H","0","Inter-Riverine","Harappa","3","B","Faience","rectangular","complete","TAB:B","2","R/L","SS","3","13.3","8","2.7","+520-033-033+","520 033 033","033","","non_exact_or_longer","+034-700+;+520-033-033+","0","0","0","0","0"
"832.2","H-2229","H","1","Inter-Riverine","Harappa","3","B","Steatite","prism","complete","TAB:I","3","R/L","VN","2","10","6","0","+700-034+","700 034","034","700_034","+700-034+","+156-003+;+700-034+;+861-003+","1","1","0","0","0"
"832.3","H-2229","H","1","Inter-Riverine","Harappa","3","B","Steatite","prism","complete","TAB:I","3","R/L","SS","2","10","6","0","+156-003+","156 003","156","156_003","+156-003+","+156-003+;+700-034+;+861-003+","1","1","0","0","0"
"833.2","H-2159","H","0","Inter-Riverine","Harappa","3","B","Steatite","-","fragment","TAB:I","2","-","??","2","0","0","2.4","]400-033-000[","400 033 000","033","","non_exact_or_longer","]000-484-000[;]400-033-000[","0","0","0","0","0"
"844.1","H-2221","H","1","Inter-Riverine","Harappa","3","-","Steatite","prism","complete","TAB:I","3","R/L","VN","2","12.2","7.2","0","+700-034+","700 034","034","700_034","+700-034+","+156-003+;+700-034+;+861-003+","1","1","0","0","0"
"844.3","H-2221","H","1","Inter-Riverine","Harappa","3","-","Steatite","prism","complete","TAB:I","3","R/L","SS","2","12.2","7.2","0","+156-003+","156 003","156","156_003","+156-003+","+156-003+;+700-034+;+861-003+","1","1","0","0","0"
"845.2","H-2222","H","1","Inter-Riverine","Harappa","3","-","Steatite","prism","complete","TAB:I","3","R/L","VN","2","12.2","7.2","0","+700-034+","700 034","034","700_034","+700-034+","+156-003+;+700-034+;+861-003+","1","1","0","0","0"
"845.3","H-2222","H","1","Inter-Riverine","Harappa","3","-","Steatite","prism","complete","TAB:I","3","R/L","SS","2","12.2","7.2","0","+156-003+","156 003","156","156_003","+156-003+","+156-003+;+700-034+;+861-003+","1","1","0","0","0"
"846.2","H-2223","H","1","Inter-Riverine","Harappa","3","-","Steatite","prism","complete","TAB:I","3","R/L","VN","2","11.2","7.5","0","+700-034+","700 034","034","700_034","+700-034+","+156-003+;+700-034+;+861-003+","1","1","0","0","0"
"846.3","H-2223","H","1","Inter-Riverine","Harappa","3","-","Steatite","prism","complete","TAB:I","3","R/L","SS","2","11.2","7.5","0","+156-003+","156 003","156","156_003","+156-003+","+156-003+;+700-034+;+861-003+","1","1","0","0","0"
"847.2","H-2236","H","1","Inter-Riverine","Harappa","3","-","steatite","prism","complete","TAB:I","3","R/L","VN","2","9","5.9","0","+700-034+","700 034","034","700_034","+700-034+","+156-003+;+700-034+;+861-003+","1","1","0","0","0"
"847.3","H-2236","H","1","Inter-Riverine","Harappa","3","-","steatite","prism","complete","TAB:I","3","R/L","SS","2","9","5.9","0","+156-003+","156 003","156","156_003","+156-003+","+156-003+;+700-034+;+861-003+","1","1","0","0","0"
"850.1","H-2230","H","1","Inter-Riverine","Harappa","3","-","Steatite","prism","complete","TAB:I","3","R/L","VN","2","10","7.2","0","+700-034+","700 034","034","700_034","+700-034+","+156-003+;+700-034+;+861-003+","1","1","0","0","0"
"850.3","H-2230","H","1","Inter-Riverine","Harappa","3","-","Steatite","prism","complete","TAB:I","3","R/L","SS","2","10","7.2","0","+156-003+","156 003","156","156_003","+156-003+","+156-003+;+700-034+;+861-003+","1","1","0","0","0"
"851.2","H-2220","H","1","Inter-Riverine","Harappa","3","-","Steatite","prism","slightly chipped","TAB:I","3","R/L","VN","2","12","8.2","0","+700-034+","700 034","034","700_034","+700-034+","+156-003+;+700-034+;+861-003+","1","1","0","0","0"
"851.3","H-2220","H","1","Inter-Riverine","Harappa","3","-","Steatite","prism","slightly chipped","TAB:I","3","R/L","SS","2","12","8.2","0","+156-003+","156 003","156","156_003","+156-003+","+156-003+;+700-034+;+861-003+","1","1","0","0","0"
"852.1","H-2226","H","1","Inter-Riverine","Harappa","3","-","Steatite","prism","complete","TAB:I","3","R/L","VN","2","11","7","0","+700-034+","700 034","034","700_034","+700-034+","+156-003+;+700-034+;+861-003+","1","1","0","0","0"
"852.3","H-2226","H","1","Inter-Riverine","Harappa","3","-","Steatite","prism","complete","TAB:I","3","R/L","SS","2","11","7","0","+156-003+","156 003","156","156_003","+156-003+","+156-003+;+700-034+;+861-003+","1","1","0","0","0"
"853.1","H-2227","H","1","Inter-Riverine","Harappa","3","-","Steatite","prism","complete","TAB:I","3","R/L","VN","2","12.5","7.2","0","+700-034+","700 034","034","700_034","+700-034+","+156-003+;+700-034+;+861-003+","1","1","0","0","0"
"853.3","H-2227","H","1","Inter-Riverine","Harappa","3","-","Steatite","prism","complete","TAB:I","3","R/L","SS","2","12.5","7.2","0","+156-003+","156 003","156","156_003","+156-003+","+156-003+;+700-034+;+861-003+","1","1","0","0","0"
"854.2","H-2225","H","1","Inter-Riverine","Harappa","3","-","Steatite","prism","complete","TAB:I","3","R/L","VN","2","12","7.5","0","+700-034+","700 034","034","700_034","+700-034+","+156-003+;+700-034+;+861-003+","1","1","0","0","0"
"854.3","H-2225","H","1","Inter-Riverine","Harappa","3","-","Steatite","prism","complete","TAB:I","3","R/L","SS","2","12","7.5","0","+156-003+","156 003","156","156_003","+156-003+","+156-003+;+700-034+;+861-003+","1","1","0","0","0"
"855.1","H-2228","H","1","Inter-Riverine","Harappa","3","-","Steatite","prism","complete","TAB:I","3","R/L","VN","2","11.8","6.5","0","+700-034+","700 034","034","700_034","+700-034+","+156-003+;+700-034+;+861-003+","1","1","0","0","0"
"855.3","H-2228","H","1","Inter-Riverine","Harappa","3","-","Steatite","prism","complete","TAB:I","3","R/L","SS","2","11.8","6.5","0","+156-003+","156 003","156","156_003","+156-003+","+156-003+;+700-034+;+861-003+","1","1","0","0","0"
"856.2","H-2219","H","1","Inter-Riverine","Harappa","3","-","Steatite","prism","complete","TAB:I","3","R/L","VN","2","12","7.5","0","+700-034+","700 034","034","700_034","+700-034+","+156-003+;+700-034+;+861-003+","1","1","0","0","0"
"856.3","H-2219","H","1","Inter-Riverine","Harappa","3","-","Steatite","prism","complete","TAB:I","3","R/L","SS","2","12","7.5","0","+156-003+","156 003","156","156_003","+156-003+","+156-003+;+700-034+;+861-003+","1","1","0","0","0"
"857.2","H-2224","H","1","Inter-Riverine","Harappa","3","-","Steatite","prism","complete","TAB:I","3","R/L","VN","2","12","7","0","+700-034+","700 034","034","700_034","+700-034+","+156-003+;+700-034+;+861-003+","1","1","0","0","0"
"857.3","H-2224","H","1","Inter-Riverine","Harappa","3","-","Steatite","prism","complete","TAB:I","3","R/L","SS","2","12","7","0","+156-003+","156 003","156","156_003","+156-003+","+156-003+;+700-034+;+861-003+","1","1","0","0","0"
"858.2","H-2218","H","1","Inter-Riverine","Harappa","3","-","Steatite","prism","complete","TAB:I","3","R/L","VN","2","12.5","8","0","+700-034+","700 034","034","700_034","+700-034+","+156-003+;+700-034+;+861-003+","1","1","0","0","0"
"858.3","H-2218","H","1","Inter-Riverine","Harappa","3","-","Steatite","prism","complete","TAB:I","3","R/L","SS","2","12.5","8","0","+156-003+","156 003","156","156_003","+156-003+","+156-003+;+700-034+;+861-003+","1","1","0","0","0"
"859.2","H-2231","H","1","Inter-Riverine","Harappa","3","-","Steatite","prism","complete","TAB:I","3","R/L","VN","2","10","7","0","+700-034+","700 034","034","700_034","+700-034+","+156-003+;+700-034+;+861-003+","1","1","0","0","0"
"859.3","H-2231","H","1","Inter-Riverine","Harappa","3","-","Steatite","prism","complete","TAB:I","3","R/L","SS","2","10","7","0","+156-003+","156 003","156","156_003","+156-003+","+156-003+;+700-034+;+861-003+","1","1","0","0","0"
"860.2","H-2232","H","1","Inter-Riverine","Harappa","3","-","Steatite","prism","complete","TAB:I","3","R/L","VN","2","9.2","5.8","0","+700-034+","700 034","034","700_034","+700-034+","+156-003+;+700-034+;+861-003+","1","1","0","0","0"
"860.3","H-2232","H","1","Inter-Riverine","Harappa","3","-","Steatite","prism","complete","TAB:I","3","R/L","SS","2","9.2","5.8","0","+156-003+","156 003","156","156_003","+156-003+","+156-003+;+700-034+;+861-003+","1","1","0","0","0"
"861.2","H-2234","H","1","Inter-Riverine","Harappa","3","-","Steatite","prism","complete","TAB:I","3","R/L","VN","2","9","6.5","0","+700-034+","700 034","034","700_034","+700-034+","+156-003+;+700-034+;+861-003+","1","1","0","0","0"
"861.3","H-2234","H","1","Inter-Riverine","Harappa","3","-","Steatite","prism","complete","TAB:I","3","R/L","SS","2","9","6.5","0","+156-003+","156 003","156","156_003","+156-003+","+156-003+;+700-034+;+861-003+","1","1","0","0","0"
"862.1","H-2070","H","0","Inter-Riverine","Harappa","3","-","Steatite","rectangular","complete","TAB:I","2","R/L","VN","2","13.2","8","2.4","+700-034+","700 034","034","700_034","+700-034+","+400-740-817-276+;+700-034+","0","0","0","0","0"
"863.1","H-1896","H","0","Inter-Riverine","Harappa","3","B","Faience","oval","complete","TAB:B","2","R/L","VN","2","16","11","3.2","+700-033+","700 033","033","700_033","+700-033+","+400-892-831+;+700-033+","0","0","0","0","0"
"864.1","H-1925","H","0","Inter-Riverine","Harappa","3","C","Faience","circular","complete","TAB:B","2","-","NV","2","0","0","3","+033-700+","033 700","033","033_700","+033-700+","+033-700+;+516-775+","0","0","0","0","0"
"866.1","H-2133","H","0","Inter-Riverine","Harappa","3","C","Steatite","rectangular","complete","TAB:I","2","-","VN","2","13.6","7","3","+700-034+","700 034","034","700_034","+700-034+","+031-480-388-032+;+700-034+","0","0","0","0","0"
"867.1","H-1812","H","0","Inter-Riverine","Harappa","3","C","Faience","rectangular","chipped","TAB:B","2","R/L","MT","6","0","9.5","4.4","+400-525-550-033-705-240+","400 525 550 033 705 240","033","","non_exact_or_longer","+400-525-550-033-705-240+;+700-033-711-335-575-413+","0","0","0","0","0"
"867.2","H-1812","H","0","Inter-Riverine","Harappa","3","C","Faience","rectangular","chipped","TAB:B","2","R/L","LC","6","0","9.5","4.4","+700-033-711-335-575-413+","700 033 711 335 575 413","033","700_033","non_exact_or_longer","+400-525-550-033-705-240+;+700-033-711-335-575-413+","0","0","0","0","0"
"868.2","H-1802","H","0","Inter-Riverine","Harappa","3","C","Faience","rectangular","fragment","TAB:B","2","R/L","UC","2","0","8.7","5","]033-605+","033 605","033","","non_exact_or_longer","+740-390-590[;]033-605+","0","0","0","0","0"
"869.1","H-1995","H","0","Inter-Riverine","Harappa","3","B/C","Clay","cylindrical","complete","TAB:B","2","R/L","VN","2","28.4","0","9","+700-033+","700 033","033","700_033","+700-033+","+400-151-142+;+700-033+","0","0","0","0","0"
"870.1","H-2235","H","1","Inter-Riverine","Harappa","3","-","Steatite","prism","complete","TAB:I","3","R/L","VN","2","11","6","0","+700-034+","700 034","034","700_034","+700-034+","+156-003+;+700-034+;+861-003+","1","1","0","0","0"
"870.3","H-2235","H","1","Inter-Riverine","Harappa","3","-","Steatite","prism","complete","TAB:I","3","R/L","SS","2","11","6","0","+156-003+","156 003","156","156_003","+156-003+","+156-003+;+700-034+;+861-003+","1","1","0","0","0"
"871.1","H-2206","H","0","Inter-Riverine","Harappa","3","-","Steatite","prism","chipped","TAB:I","2","R/L","VN","2","0","7","0","+700-034+","700 034","034","700_034","+700-034+","+700-034+;+740-032-025+","0","0","0","0","0"
"872.1","H-2067","H","0","Inter-Riverine","Harappa","3","-","Steatite","rectangular","fragment","TAB:I","2","-","UC","1","0","8.2","3","+154[","154","154","","non_exact_or_longer","+154[;]706-590+","0","0","0","0","0"
"876.2","H-1879","H","0","Inter-Riverine","Harappa","3","B","Faience","rectangular","complete","TAB:B","2","R/L","SS","3","13.4","7.2","2.5","+520-033-033+","520 033 033","033","","non_exact_or_longer","+032-032-700+;+520-033-033+","0","0","0","0","0"
"878.1","H-2233","H","1","Inter-Riverine","Harappa","3","B","Steatite","prism","complete","TAB:I","3","R/L","VN","2","10","6.5","0","+700-034+","700 034","034","700_034","+700-034+","+156-003+;+700-034+;+861-003+","1","1","0","0","0"
"878.3","H-2233","H","1","Inter-Riverine","Harappa","3","B","Steatite","prism","complete","TAB:I","3","R/L","SS","2","10","6.5","0","+156-003+","156 003","156","156_003","+156-003+","+156-003+;+700-034+;+861-003+","1","1","0","0","0"
"879.1","H-1833","H","0","Inter-Riverine","Harappa","3","B","Faience","rectangular","chipped","TAB:B","2","NR","NU","1","12","8","3.8","+034+","034","034","","non_exact_or_longer","+034+;+400-000-000+","0","0","0","0","0"
"890.1","H-1829","H","0","Inter-Riverine","Harappa","3","C","Faience","rectangular","complete","TAB:B","2","R/L","SS","2","12.6","7","4.5","+156-176+","156 176","156","","non_exact_or_longer","+156-176+;+700-034+","0","0","0","0","0"
"890.2","H-1829","H","0","Inter-Riverine","Harappa","3","C","Faience","rectangular","complete","TAB:B","2","R/L","VN","2","12.6","7","4.5","+700-034+","700 034","034","700_034","+700-034+","+156-176+;+700-034+","0","0","0","0","0"
"895.1","H-1828","H","0","Inter-Riverine","Harappa","3","C","Faience","rectangular","complete","TAB:B","2","R/L","SS","2","12.5","7","5","+156-176+","156 176","156","","non_exact_or_longer","+156-176+;+700-034+","0","0","0","0","0"
"895.2","H-1828","H","0","Inter-Riverine","Harappa","3","C","Faience","rectangular","complete","TAB:B","2","R/L","VN","2","12.5","7","5","+700-034+","700 034","034","700_034","+700-034+","+156-176+;+700-034+","0","0","0","0","0"
"901.1","H-1870","H","0","Inter-Riverine","Harappa","3","-","Faience","rectangular","complete","TAB:B","2","R/L","VN","2","16","9","3.7","+700-034+","700 034","034","700_034","+700-034+","+158-221+;+700-034+","0","0","0","0","0"
"916.1","H-1811","H","0","Inter-Riverine","Harappa","-","-","Faience","rectangular","complete","TAB:B","2","R/L","MT","6","20.3","9.5","4.2","+400-525-550-033-705-240+","400 525 550 033 705 240","033","","non_exact_or_longer","+400-525-550-033-705-240+;+700-033-711-335-575-413+","0","0","0","0","0"
"916.2","H-1811","H","0","Inter-Riverine","Harappa","-","-","Faience","rectangular","complete","TAB:B","2","R/L","LC","6","20.3","9.5","4.2","+700-033-711-335-575-413+","700 033 711 335 575 413","033","700_033","non_exact_or_longer","+400-525-550-033-705-240+;+700-033-711-335-575-413+","0","0","0","0","0"
"917.1","H-1933","H","0","Inter-Riverine","Harappa","-","-","Faience","prism","complete","TAB:B","2","R/L","VN","2","17.7","9","0","+700-033+","700 033","033","700_033","+700-033+","+400-520-400-352+;+700-033+","0","0","0","0","0"
"919.1","H-2044","H","0","Inter-Riverine","Harappa","3","C","Steatite","-","fragment","TAB:I","1","R/L","UC","2","0","8.1","2.3","]156-031+","156 031","156","","non_exact_or_longer","]156-031+","0","0","0","0","0"
"921.1","H-1929","H","0","Inter-Riverine","Harappa","3","B/C","Faience","prism","complete","TAB:B","2","R/L","VN","2","15","9","0","+700-033+","700 033","033","700_033","+700-033+","+400-740-061-140+;+700-033+","0","0","0","0","0"
"930.1","H-1883","H","0","Inter-Riverine","Harappa","3","B/C","Faience","rectangular","complete","TAB:B","2","R/L","VN","2","13.3","7","2","+700-033+","700 033","033","700_033","+700-033+","+700-033+;+740-790-032+","0","0","0","0","0"
"938.1","H-1937","H","0","Inter-Riverine","Harappa","3","-","Faience","prism","complete","TAB:B","2","R/L","NV","2","17.7","9.5","0","+034-700+","034 700","034","034_700","+034-700+","+034-700+;+740-690-435-255+","0","0","0","0","0"
"940.1","H-1720","H","0","Inter-Riverine","Harappa","3","B/C","Clay","-","fragment","TAG:L","2","R/L","UC","7","0","0","0","+033-413-893-405-090-405-326[","033 413 893 405 090 405 326","033","","non_exact_or_longer","+033-413-893-405-090-405-326[;]000-792[","0","0","0","0","0"
"944.1","H-1890","H","0","Inter-Riverine","Harappa","3","C","Faience","rectangular-round","fragment","TAB:B","1","-","??","1","0","11.2","4.5","+000-033-000[","000 033 000","033","","non_exact_or_longer","+000-033-000[","0","0","0","0","0"
"945.1","H-2142","H","0","Inter-Riverine","Harappa","3","C","Steatite","rectangular","complete","TAB:B","2","L/R","VN","2","13.8","8","2.3","+700-033+","700 033","033","700_033","+700-033+","+526-550-233+;+700-033+","0","0","0","0","0"
"946.1","H-1886","H","0","Inter-Riverine","Harappa","3","C","Faience","rectangular","fragment","TAB:B","2","-","UC","1","0","8.5","2","]034+","034","034","","non_exact_or_longer","+400-740[;]034+","0","0","0","0","0"
"948.1","H-2340","H","0","Inter-Riverine","Harappa","3","C","Clay","-","fragment","POT:T:g","1","-","??","3","0","0","0","+407-033-127-000[","407 033 127 000","033","","non_exact_or_longer","+407-033-127-000[","0","0","0","0","0"
"949.2","H-1986","H","0","Inter-Riverine","Harappa","3","C","Clay","rectangular-round","fragment","TAB:B","2","-","NV","2","0","11.5","6","+033-700+","033 700","033","033_700","+033-700+","+033-700+;]716-605+","0","0","0","0","0"
"961.1","-","-","0","Inter-Riverine","Harappa","3","-","Clay","-","fragment","POT:T:g","1","NR","NU","1","0","0","0","+033+","033","033","","non_exact_or_longer","+033+","0","0","0","0","0"
"979.1","-","-","0","Inter-Riverine","Harappa","2","-","Clay","-","fragment","POT:T:g","1","-","??","1","0","0","0","+000/034+","000 034","034","","non_exact_or_longer","+000/034+","0","0","0","0","0"
"990.1","H-2286","H","0","Inter-Riverine","Harappa","3","-","Clay","-","fragment","POT:T:g","1","NR","NU","1","0","0","0","+034+","034","034","","non_exact_or_longer","+034+","0","0","0","0","0"
