id,cisis,text,token_count,duplicate_weight,site,type,material,symbol,cult
574.1,H-2019|H-2020|H-2054|H-2055,+090-740-240-235+,4,4,Harappa,TAB:B|TAB:I,Clay|Steatite,Gavi|S590,None
578.2,H-2197,+400-090-740-100-390-231+,6,1,Harappa,TAB:I,Steatite,None,None
581.1,H-1988|H-1989|H-1990,+851-740-705-924-156+,5,3,Harappa,TAB:B,Clay,None,None
581.2,H-1811|H-1812|H-1813|H-1988|H-1989|H-1990|H-205|H-774,+700-033-711-335-575-413+,6,8,Harappa,TAB:B,Clay|Faience,None,None
592.1,H-1999,+400-154-806-467+,4,1,Harappa,TAB:B,Clay,Mult,None
593.2,H-1839,+740-100-175-630-705+,5,1,Harappa,TAB:B,Faience,None,None
594.1,H-2022,+032-850-031+,3,1,Harappa,TAB:B,Clay,Phyt,Mult
594.2,H-2022,+740-752-175-002-861+,5,1,Harappa,TAB:B,Clay,Phyt,Mult
595.2,H-1892,+400-698+,2,1,Harappa,TAB:B,Faience,None,None
596.2,H-2139,+740-176-033-705-235+,5,1,Harappa,TAB:I,Steatite,None,None
597.1,H-2039,+740-690-436-255+,4,1,Harappa,TAB:I,Steatite,Fish,None
599.2,H-1864,+740-142-062-002-817+,5,1,Harappa,TAB:B,Faience,None,None
601.1,H-2021,+740-752-070-255-832+,5,1,Harappa,TAB:B,Clay,Phyt,None
601.2,H-2021,+740-752-463-495-240-415+,6,1,Harappa,TAB:B,Clay,Phyt,None
603.1,H-1732,+158-805-480+,3,1,Harappa,POT:T:s,Clay,None,None
622.1,H-1709,+158-838-470+,3,1,Harappa,SEAL:R,Steatite,None,None
623.1,H-1706,+405-003-002-293-360+,5,1,Harappa,SEAL:R,Steatite,None,None
624.2,H-1817,+400-525-554+,3,1,Harappa,TAB:B,Faience,None,None
625.1,H-1745,+003-408+,2,1,Harappa,POT:T:s,Clay,None,None
627.2,H-1917,+400-151-097+,3,1,Harappa,TAB:B,Faience,None,None
628.1,H-1879|H-1899,+032-032-700+,3,2,Harappa,TAB:B,Faience,None,None
628.2,H-1879|H-1880|H-1899,+520-033-033+,3,3,Harappa,TAB:B,Faience,None,None
630.1,H-2207,+700-031-033+,3,1,Harappa,TAB:I,Steatite,Fish,None
631.2,H-1842,+740-690-435-176-233-803+,6,1,Harappa,TAB:B,Faience,None,None
632.1,H-2193,+590-032-220+,3,1,Harappa,TAB:I,Steatite,None,None
634.1,H-1680|M-1729|M-1806|Ns-7,+390-003-002-820+,4,4,Harappa|Mohenjo-daro|Nausharo,SEAL:S,Faience|Steatite,Bull1:J|Bull1:S|Bull1:W,SAN
635.2,H-1814,+740-033-711-335-575-413+,6,1,Harappa,TAB:B,Faience,None,None
637.2,H-1860|M-830,+400-097+,2,2,Harappa|Mohenjo-daro,SEAL:S|TAB:B,Faience|Steatite,Bull1|None,None|SAN
638.2,H-2209,+400-740-032-025+,4,1,Harappa,TAB:I,Steatite,Fish,None
640.1,H-2108|H-304,+690-681+,2,2,Harappa,TAB:I,Steatite,None,None
640.2,H-2108,+400-740-032-014+,4,1,Harappa,TAB:I,Steatite,None,None
643.1,H-2198,+740-255-032+,3,1,Harappa,TAB:I,Steatite,None,None
646.2,H-1824,+740-176-031-060-201+,5,1,Harappa,TAB:B,Faience,None,None
649.2,H-1823,+400-740-798-365-415-001+,6,1,Harappa,TAB:B,Faience,None,None
652.2,H-1841,+740-540-204-255+,4,1,Harappa,TAB:B,Faience,None,None
653.1,H-1813,+400-525-550-033-705-220+,6,1,Harappa,TAB:B,Faience,None,None
654.1,H-1863,+400-740-388+,3,1,Harappa,TAB:B,Faience,None,None
654.2,H-1861|H-1863,+368-091+,2,2,Harappa,TAB:B,Faience,None,None
658.1,H-1946,+700-014+,2,1,Harappa,TAB:B,Faience,None,None
658.3,H-1178|H-1946|H-894,+700-125+,2,3,Harappa,TAB:B|TAB:I,Faience|Steatite,None,None
662.1,H-1951,+617-550-003-790+,4,1,Harappa,TAB:B,Clay,Mult,SAN
664.1,H-1975,+740-760-061-060-692+,5,1,Harappa,TAB:B,Clay,Scene,None
668.1,H-1672,+740-400-142-061-033+,5,1,Harappa,SEAL:S,Steatite,Bull1:W,RAN
670.1,H-1891,+700-003+,2,1,Harappa,TAB:B,NA,None,None
672.3,H-2214,+876-032-578-415+,4,1,Harappa,TAB:I,Steatite,None,None
675.2,H-1903,+740-923-235+,3,1,Harappa,TAB:B,Faience,None,None
677.1,H-1934|H-1935|H-2024|H-2026|H-2027|H-2028|H-2029|H-2030,+090-740-176-741-347+,5,8,Harappa,TAB:B,Clay|Faience,Mult,None
679.2,H-2217,+400-854-032+,3,1,Harappa,TAB:I,Steatite,None,None
679.3,H-2217,+257-360+,2,1,Harappa,TAB:I,Steatite,None,None
681.1,H-2089|H-2090|H-229|H-849|H-850,+400-740-892-617+,4,5,Harappa,TAB:B|TAB:I,Faience|Steatite,Fish|None,None
681.2,H-2090,+869-060-820+,3,1,Harappa,TAB:I,Steatite,None,None
682.2,H-1146|H-833,+526-554-002-820+,4,2,Harappa,TAB:B,Faience,None,None
693.3,H-2218|H-2219|H-2220|H-2221|H-2222|H-2223|H-2224|H-2225|H-2226|H-2227|H-2228|H-2229|H-2230|H-2231|H-2232|H-2233|H-2234|H-2235|H-2236|H-2238|H-2239|H-288|H-499|H-81|L-42|M-1232|M-1388|M-1779|M-429|M-838|M-919,+156-003+,2,31,Harappa|Lothal|Mohenjo-daro,SEAL:S|TAB:I|TAG:L,Clay|Steatite|steatite,Bull1|Bull1:J|Bull1:L|Bull1:S|Fish|Gaur|None,None|SAF|SAN|Trough
702.1,H-2368|H-696|M-1195|M-1819|M-301,+740-176+,2,5,Harappa|Mohenjo-daro,POT:T:g|SEAL:S|TAB:B,Clay|Faience|Steatite,Bull1|Bull1:I|CompBull|None,None|SAN
703.1,H-2267,+400-852+,2,1,Harappa,POT:T:g,Clay,None,None
715.1,H-1734,+016-220-382+,3,1,Harappa,POT:T:s,Clay,None,None
729.1,H-1130|H-1131|H-2010|H-2011|H-806|H-807|H-808,+740-176-220-235+,4,7,Harappa,TAB:B,Clay|Faience,Bull1|None,None
729.2,H-1130|H-1131|H-2010|H-2011|H-806|H-807|H-808,+740-482-240-002-861+,5,7,Harappa,TAB:B,Clay|Faience,Bull1|None,None
731.1,H-1670,+740-760-033-033-240-002-824+,7,1,Harappa,SEAL:S,Steatite,Bull1:J,HAF
732.2,H-2131|H-307|H-927|H-928|H-929,+368-900+,2,5,Harappa,TAB:I,Steatite,None,None
737.1,H-1964|H-709|H-710,+400-740-016-503+,4,3,Harappa,TAB:B,Clay,Gavi,None
742.1,H-1810|H-890,+740-048-741-851+,4,2,Harappa,TAB:B|TAB:I,Faience|Steatite,None,None
745.1,H-1980,+400-158-806-475+,4,1,Harappa,TAB:B,Clay,Phyt,None
746.1,H-2200|H-2201,+400-740-176-240+,4,2,Harappa,TAB:I,Steatite,Fish,None
749.2,H-2183,+400-740-575-017-798+,5,1,Harappa,TAB:I,Steatite,None,None
751.2,H-1124|H-1872|H-1941,+400-236-220+,3,3,Harappa,TAB:B,Faience,Bult|None,None
752.2,H-2143,+090-740-792+,3,1,Harappa,TAB:I,NA,None,None
760.1,H-2040,+740-803-060-550+,4,1,Harappa,TAB:I,Steatite,Fish,None
765.2,H-1936,+511-032-142+,3,1,Harappa,TAB:B,Faience,Bult,None
768.1,H-1545,+031-893+,2,1,Harappa,POT:T:g,Clay,None,None
771.1,H-1930,+032-700-601+,3,1,Harappa,TAB:B,Faience,Gavi,None
771.2,H-1930,+408-817-920-002-861+,5,1,Harappa,TAB:B,Faience,Gavi,None
772.2,H-1828|H-1829|H-1830|H-1831|M-330,+156-176+,2,5,Harappa|Mohenjo-daro,SEAL:S|TAB:B,Faience|Steatite,None,None
775.1,H-1666,+161-097-741-140+,4,1,Harappa,SEAL:S,Steatite,Bull1:W,SAN
776.1,H-172|H-1958|H-1959|H-705,+712-840-400-740-440+,5,4,Harappa,TAB:B,Clay|Steatite,Gavi,None
780.2,H-1844,+400-154-690+,3,1,Harappa,TAB:B,Faience,None,None
784.2,H-1871,+151-740-235+,3,1,Harappa,TAB:B,Faience,None,None
786.1,H-2099,+255-033+,2,1,Harappa,TAB:I,Steatite,None,None
787.1,H-1983,+405-004-013-817+,4,1,Harappa,TAB:B,Clay,None,None
788.1,H-1840,+090-740-255-705-060-550+,6,1,Harappa,TAB:B,Faience,Bird,None
788.2,H-1840,+317-272-637+,3,1,Harappa,TAB:B,Faience,Bird,None
789.1,H-1785|M-1063,+407-004-002-861+,4,2,Harappa|Mohenjo-daro,SEAL:S|TAB:B,Faience|Steatite,Phyt,None
790.1,H-1961,+400-740-440+,3,1,Harappa,TAB:B,Clay,Gavi,None
794.3,H-2237|H-366,+154-003+,2,2,Harappa,TAB:I,Steatite,Fish|None,None
801.2,H-2173|H-900,+400-740-817-491+,4,2,Harappa,TAB:I,Steatite,None,None
805.1,H-1788,+154-806-470-002-861+,5,1,Harappa,TAB:B,Faience,None,SAN
806.1,H-2189,+824-700+,2,1,Harappa,TAB:B,Steatite,None,None
806.2,H-2189,+400-740-152-240+,4,1,Harappa,TAB:B,Steatite,None,None
810.1,H-1682,+154-003-617-033+,4,1,Harappa,SEAL:S,Steatite,Bull1,RAN
811.1,H-188|H-1978,+400-090-740-100-415+,5,2,Harappa,TAB:B,Clay,Phyt,None
812.2,H-2155|H-947,+400-236+,2,2,Harappa,TAB:I,Steatite,None,None
815.2,H-2154|H-889,+400-226+,2,2,Harappa,TAB:I,Steatite,Bult|None,None
816.2,H-2240,+869-575+,2,1,Harappa,TAB:I,Steatite,Bult,None
823.2,H-2130,+365-900+,2,1,Harappa,TAB:I,Steatite,None,None
824.1,H-1775,+740-100-415-176-792-102+,6,1,Harappa,TAB:B,Faience,None,None
825.1,H-1691|M-1854,+892-590+,2,2,Harappa|Mohenjo-daro,SEAL:S,Steatite,Bull1|None,None|RAN
829.2,H-2211,+700-840-032-741+,4,1,Harappa,TAB:I,Steatite,Bult,None
830.1,H-2104,+740-797-688+,3,1,Harappa,TAB:I,Steatite,None,None
834.2,H-2185,+400-158-690+,3,1,Harappa,TAB:I,Steatite,None,None
838.1,H-2190,+090-740-327+,3,1,Harappa,TAB:I,Steatite,None,None
840.1,H-2123|H-305|H-921,+740-255-061+,3,3,Harappa,TAB:I,Steatite,None,None
843.1,H-2109,+690-032-025+,3,1,Harappa,TAB:I,Steatite,None,None
843.2,H-2109,+400-740-681+,3,1,Harappa,TAB:I,Steatite,None,None
848.2,H-2149|H-941,+590-032-645-003+,4,2,Harappa,TAB:I,Steatite,None,None
862.2,H-2070,+400-740-817-276+,4,1,Harappa,TAB:I,Steatite,None,None
869.2,H-1995,+400-151-142+,3,1,Harappa,TAB:B,Clay,None,None
871.2,H-2206,+740-032-025+,3,1,Harappa,TAB:I,Steatite,Fish,None
885.1,H-1711,+740-840-013-745-031-370+,6,1,Harappa,SEAL:R,Steatite,None,None
887.2,H-2085,+413-892-824+,3,1,Harappa,TAB:I,Steatite,None,None
892.2,H-2119|H-475|M-182|M-938,+740-416+,2,4,Harappa|Mohenjo-daro,SEAL:S|TAB:I,Steatite,Bull1:S|Bull1:W|None,None|SAN
894.1,H-2135,+740-920-318-700-692+,5,1,Harappa,TAB:I,Steatite,None,None
897.2,H-2089,+869-060-001-820+,4,1,Harappa,TAB:I,Steatite,None,None
901.2,H-1870,+158-221+,2,1,Harappa,TAB:B,Faience,None,None
902.2,H-2019|H-2020,+690-590-032-220+,4,2,Harappa,TAB:B,Clay,Gavi,None
917.2,H-1933|H-213,+400-520-400-352+,4,2,Harappa,TAB:B,Faience,Gavi|None,None
920.1,H-1678,+520-233-240-220-032+,5,1,Harappa,SEAL:S,Steatite,Bull1:W,SAN
922.2,H-1902,+158-003-494+,3,1,Harappa,TAB:B,Faience,None,None
923.2,H-1945,+400-740-388-717-705+,5,1,Harappa,TAB:B,Faience,Fish,None
929.1,H-1679|H-451|H-780|M-879,+740-400-142-061+,4,4,Harappa|Mohenjo-daro,SEAL:S|TAB:B,Faience|Steatite,Bull1:J|Bull1:W|None,None|RAF|SAN
930.2,H-1883,+740-790-032+,3,1,Harappa,TAB:B,Faience,None,None
932.1,H-1710,+090-326-700-920-125-001-055-920-140+,9,1,Harappa,SEAL:R,Steatite,None,None
939.1,H-1705,+740-904-231-240-798-060-692+,7,1,Harappa,SEAL:R,Steatite,None,None
943.1,H-1667,+740-540-002-817+,4,1,Harappa,SEAL:S,Steatite,Bull1:W,SAN
945.2,H-2142|H-968,+526-550-233+,3,2,Harappa,TAB:B|TAB:I,Steatite,None,None
1004.1,H-1966,+520-233-049-002-861+,5,1,Harappa,TAB:B,Clay,Gaur,Trough
1007.1,H-1726,+740-100-692-491-002-817+,6,1,Harappa,POT:T:s,Clay,None,None
1011.1,H-1713,+426-003-013-817+,4,1,Harappa,SEAL:R,Steatite,None,None
1017.1,H-1736|H-1737,+220-033+,2,2,Harappa,POT:T:s,Clay,None,None
1018.2,H-2102,+137-413+,2,1,Harappa,TAB:I,Steatite,None,None
1020.1,H-1657,+740-405-590-032-900-003-806-235-220-032-002-690-921+,13,1,Harappa,SEAL:S,Steatite,Bull1:W,SAN
1021.1,H-1774,+400-740-335-482-175+,5,1,Harappa,TAB:B,Faience,Scene,None
1023.1,H-1793|H-199|H-200|H-201|H-743,+740-752-482-240+,4,5,Harappa,TAB:B,Faience,None,None|SAN
1023.2,H-1793|H-743|H-745,+700-745+,2,3,Harappa,TAB:B,Faience,None,SAN
1024.2,H-1851,+740-803-892-031-002-861+,6,1,Harappa,TAB:B,Faience,None,None
1034.1,H-1979,+740-158-806-467+,4,1,Harappa,TAB:B,Clay,Phyt,None
1051.1,H-1182,+400-740-817-175+,4,1,Harappa,TAB:I,Steatite,None,None
1057.1,H-194|H-733|H-734,+740-390-590-240+,4,3,Harappa,TAB:B,Faience,Phyt,None
1058.1,H-1308|H-965|H-966,+740-690-636-240+,4,3,Harappa,TAB:I,Steatite,None,None
1060.1,H-1050,+804-235-002-817+,4,1,Harappa,SEAL:S,Steatite,Bull1:W,SAN
1061.1,H-1294,+527-550-233+,3,1,Harappa,TAB:I,Steatite,None,None
1062.1,H-1,+820-595-575-692+,4,1,Harappa,SEAL:S,Steatite,Bull1:W,SAF
1063.1,H-2,+232-740-176-745-440-617+,6,1,Harappa,SEAL:S,Steatite,Bull1:W,SAN
1064.1,H-3,+740-585-017-002-611-615-703+,7,1,Harappa,SEAL:S,Steatite,Bull1:W,SAN
1065.1,H-4,+220-063-051+,3,1,Harappa,SEAL:S,Steatite,Bull1:W,SAN
1066.1,H-5,+920-706-193-384-032-920-140-902+,8,1,Harappa,SEAL:S,Steatite,Bull1:W,SAN
1067.1,H-6,+317-890-001-032-776-625+,6,1,Harappa,SEAL:S,Steatite,Bull1:W,SAN
1068.1,H-7,+920-440-692-001-542-250+,6,1,Harappa,SEAL:S,Steatite,Bull1:W,SAN
1069.1,H-8,+354-001-740-405-590-033-706-002-690-921+,10,1,Harappa,SEAL:S,Steatite,Bull1:W,SAN
1070.1,H-9,+220-017+,2,1,Harappa,SEAL:S,Steatite,Bull1:W,SAN
1071.1,H-10,+820-302-596-018-125-381+,6,1,Harappa,SEAL:S,Steatite,Bull1:W,SAO
1073.1,H-12,+740-690-435-255-803-220-240-235-002-817+,10,1,Harappa,SEAL:S,Steatite,Bull1:W,SAF
1074.1,H-13,+740-760-615-503-002-817+,6,1,Harappa,SEAL:S,Steatite,Bull1:W,SAF
1075.1,H-14,+740-772-240-060-415-056+,6,1,Harappa,SEAL:S,Steatite,Bull1:W,SAN
1077.1,H-17,+520-233-240-060-201+,5,1,Harappa,SEAL:S,Steatite,Bull1:W,SAN
1080.1,H-20,+740-176-690-435-255-220-032-806-060-550+,10,1,Harappa,SEAL:S,Steatite,Bull1:W,SAN
1081.1,H-21,+405-061-527-555-233-235-806-002-817+,9,1,Harappa,SEAL:S,Steatite,Bull1:W,S
1082.1,H-22,+740-920-320-233-806-002-405-321+,8,1,Harappa,SEAL:S,Steatite,Bull1:W,SAN
1083.1,H-23,+740-100-176-405-019+,5,1,Harappa,SEAL:S,Steatite,Bull1:W,S
1084.1,H-24,+740-626-176-033-705-233+,6,1,Harappa,SEAL:S,Steatite,Bull1:W,SAF
1085.1,H-25,+740-900-003-806-033-705-235-055+,8,1,Harappa,SEAL:S,Steatite,Bull1:W,SAN
1086.1,H-26,+740-388-231-240-798-001-820+,7,1,Harappa,SEAL:S,Steatite,Bull1:W,SAN
1087.1,H-27,+154-806-468-001-740-877-032+,7,1,Harappa,SEAL:S,Steatite,Bull1:W,SAN
1089.1,H-29,+595-140-640+,3,1,Harappa,SEAL:S,Steatite,Bull1:W,NA
1092.1,H-32|M-846,+740-923+,2,2,Harappa|Mohenjo-daro,SEAL:S,Steatite,Bull1|Bull1:W,SAF
1095.1,H-36,+740-798-220-742-146+,5,1,Harappa,SEAL:S,Steatite,Bull1:S,SAN
1096.1,H-37|K-17,+740-531+,2,2,Harappa|Kalibangan,SEAL:S,Steatite,Bull1:I|Bull1:S,RBN|SAN
1097.1,H-38,+156-803+,2,1,Harappa,SEAL:S,Steatite,Bull1:W,SAN
1098.1,H-39,+740-390-590-231-240-235-745-060-920+,9,1,Harappa,SEAL:S,Steatite,Bull1:W,SAF
1099.1,H-40,+740-798-235-001-368-831-165+,7,1,Harappa,SEAL:S,Steatite,Bull1:W,RAN
1101.1,H-42,+740-380-235-002-817+,5,1,Harappa,SEAL:S,Steatite,Bull1:J,RAN
1102.1,H-43,+405-690-032+,3,1,Harappa,SEAL:S,Steatite,Bull1:W,SAN
1103.1,H-44,+520-033-706-235-798-803-002-031-892+,9,1,Harappa,SEAL:S,Steatite,Bull1:W,SAN
1104.1,H-45,+090-740-101-002-820+,5,1,Harappa,SEAL:S,Steatite,Bull1:W,NA
1105.1,H-46,+740-920-320-235+,4,1,Harappa,SEAL:S,Steatite,Bull1:W,SAN
1106.1,H-47,+740-752-482+,3,1,Harappa,SEAL:S,Steatite,Bull1:W,SAN
1107.1,H-48,+430-003+,2,1,Harappa,SEAL:S,Steatite,Bull1:W,SAN
1109.1,H-50,+740-406-590-741-406-125+,6,1,Harappa,SEAL:S,Steatite,Bull1:W,SAN
1110.1,H-51,+740-643-240-002-861+,5,1,Harappa,SEAL:S,Steatite,Bull1:W,HAF
1112.1,H-53,+520-033-706+,3,1,Harappa,SEAL:S,NA,Bull1:I,SAF
1113.1,H-54,+390-003-368-817+,4,1,Harappa,SEAL:S,Steatite,Bull1:S,SAN
1114.1,H-55,+390-004-002-861-125+,5,1,Harappa,SEAL:S,Steatite,Bull1:X,SAF
1115.1,H-56,+740-176-060-692+,4,1,Harappa,SEAL:S,Steatite,Bull1:I,NA
1116.1,H-57,+159-057+,2,1,Harappa,SEAL:S,Steatite,Bull1:W,SAN
1117.1,H-58,+158-806-468-740-752-231-235+,7,1,Harappa,SEAL:S,Steatite,Bull1:W,SAN
1118.1,H-59|H-79|M-946,+740-910+,2,3,Harappa|Mohenjo-daro,SEAL:S,Steatite,Bull1|Bull1:S|Gaur,SAN|Trough
1120.1,H-61,+740-690-435-255-001-060-201+,7,1,Harappa,SEAL:S,Steatite,Bull1:II,SAN
1122.1,H-63,+740-100-717+,3,1,Harappa,SEAL:S,Steatite,Bull1:W,SAN
1123.1,H-64,+520-070-921-240+,4,1,Harappa,SEAL:S,Steatite,Bull1:W,SAN
1124.1,H-65,+740-032-028+,3,1,Harappa,SEAL:S,Steatite,Bull1:U,RAN
1125.1,H-66,+617-243-950+,3,1,Harappa,SEAL:S,Steatite,Bull1:W,HAN
1126.1,H-67|M-1897,+592-031+,2,2,Harappa|Mohenjo-daro,SEAL:S,Steatite,Bull1:II|Zebu,None|RAN
1127.1,H-68,+090-740-220-003-002-390-072+,7,1,Harappa,SEAL:S,Steatite,Bull1:I,RAN
1129.1,H-70,+390-003-491+,3,1,Harappa,SEAL:S,Steatite,Bull1:I,SAN
1130.1,H-71|M-1365|M-178|M-1799|M-822|M-987,+390-016+,2,6,Harappa|Mohenjo-daro,SEAL:R|SEAL:S,Limestone|Steatite,Bull1|Bull1:I|Bull1:L|Bull1:S|Othr,None|SAN
1131.1,H-185|H-72|M-2028|M-382|M-476,+617-142+,2,5,Harappa|Mohenjo-daro,SEAL:R|SEAL:S|TAB:B,Faience|Steatite,Bull1:W|None,None|SAN
1132.1,H-74,+002-610-125-032+,4,1,Harappa,SEAL:S,Steatite,Bull1:J,RAN
1133.1,H-75|H-816,+400-740-390-590+,4,2,Harappa,SEAL:S|TAB:B,Faience|Steatite,Bull1:I|None,None|SAN
1134.1,H-76,+740-100-240-235-741-175-132+,7,1,Harappa,SEAL:S,Steatite,Gaur,Trough
1137.1,H-80,+595-820-100-415-741-315-850+,7,1,Harappa,SEAL:S,Steatite,Gaur,Trough
1139.1,H-82,+390-017-002-220-455-741+,6,1,Harappa,SEAL:S,Steatite,Gaur,Trough
1141.1,H-85,+520-219-002-817+,4,1,Harappa,SEAL:S,Steatite,Zebu,NA
1142.1,H-86,+520-460-031+,3,1,Harappa,SEAL:S,Steatite,Zebu,None
1143.1,H-87|M-1815,+740-615-703+,3,2,Harappa|Mohenjo-daro,SEAL:S,Faience|Steatite,Buff|Bull1:I,SAN
1144.1,H-88,+740-032-840-820+,4,1,Harappa,SEAL:S,Steatite,Rhin,Trough
1145.1,H-89,+232-240-741-060-920+,5,1,Harappa,SEAL:S,NA,Elep,None
1146.1,H-90,+521-368-280-192-440+,5,1,Harappa,SEAL:S,Steatite,Elep,None
1147.1,H-91,+520-070-253-060-692+,5,1,Harappa,SEAL:S,Steatite,Elep,None
1148.1,H-92,+156-176-518-220-416-002-615+,7,1,Harappa,SEAL:S,Steatite,Elep,None
1151.1,H-96,+368-740-870+,3,1,Harappa,SEAL:S,Steatite,CompBull,None
1154.1,H-99,+400-565+,2,1,Harappa,SEAL:S,Clay,Othr,None
1158.1,H-1005,+748-530-323-316+,4,1,Harappa,POT:T:g,Clay,None,None
1161.1,H-101,+740-760-440+,3,1,Harappa,SEAL:S,NA,None,None
1164.1,H-1014,+407-016-013-861+,4,1,Harappa,MISC,NA,None,None
1166.1,H-1017,+556-060-550+,3,1,Harappa,ROD,Ivory,Bult,None
1168.1,H-102,+741-861+,2,1,Harappa,SEAL:S,NA,Bull1:W,SAN
1168.2,H-102,+740-630-240-741-861+,5,1,Harappa,SEAL:S,NA,Bull1:W,SAN
1170.1,H-129,+409-061-740-235-220-031-002-861-244-165+,10,1,Harappa,SEAL:R,Steatite,None,None
1171.1,H-130,+409-032-845-033-705-231-806-002-595-812-125-717+,12,1,Harappa,SEAL:R,NA,None,None
1173.1,H-132,+154-806-471-407-845-740-233-231-798+,9,1,Harappa,SEAL:R,NA,None,None
1174.1,H-133,+740-554-220-415-798-060-692+,7,1,Harappa,SEAL:R,Steatite,None,None
1175.1,H-134,+740-405-590-220-003-002-861+,7,1,Harappa,SEAL:R,Steatite,None,None
1176.1,H-135,+740-773-231-806-002-861+,6,1,Harappa,SEAL:R,Steatite,None,None
1178.1,H-137,+740-443-388-033-705-233-002-817+,8,1,Harappa,SEAL:R,NA,None,None
1179.1,H-138,+740-388+,2,1,Harappa,SEAL:R,NA,None,None
1180.1,H-139,+368-861-503+,3,1,Harappa,SEAL:R,Steatite,None,None
1181.1,H-140,+740-384-032-002-817+,5,1,Harappa,SEAL:R,Steatite,None,None
1182.1,H-141,+405-032-900-003-070-002-233-235+,8,1,Harappa,SEAL:R,Steatite,None,None
1183.1,H-142,+740-267-811-832-060-692+,6,1,Harappa,SEAL:R,Steatite,None,None
1184.1,H-143,+154-806-469-001-740-877-032+,7,1,Harappa,SEAL:R,Terracotta,None,None
1185.1,H-144,+203-892-193+,3,1,Harappa,SEAL:R,Steatite,None,None
1187.1,H-146,+154-806-467-031+,4,1,Harappa,SEAL:R,Steatite,None,None
1188.1,H-147|H-326|H-924|H-925|K-475|L-22|M-1774|M-1915,+740-840-013+,3,8,Harappa|Kalibangan|Lothal|Mohenjo-daro,MISC|SEAL:R|SEAL:S|TAB:I,Faience|Steatite|Terracotta,Bull1:U|Elep|None,None|SAN
1189.1,H-148,+520-240-235+,3,1,Harappa,SEAL:R,Steatite,None,None
1190.1,H-149,+405-061-033-706-794-630-220-002-820+,9,1,Harappa,SEAL:R,Steatite,None,None
1191.1,H-150,+063-740-918+,3,1,Harappa,SEAL:R,Steatite,None,None
1192.1,H-151,+407-017-060-193+,4,1,Harappa,SEAL:R,NA,None,None
1193.1,H-152|H-670|H-681|M-1986,+154-806-468+,3,4,Harappa|Mohenjo-daro,SEAL:R,Steatite,None,None
1194.1,H-153,+064-706-140+,3,1,Harappa,SEAL:R,Steatite,None,None
1195.1,H-154,+154-806-467-013-817+,5,1,Harappa,SEAL:R,Steatite,None,None
1196.1,H-155,+740-176-001-367-861-216+,6,1,Harappa,SEAL:R,Steatite,None,None
1197.1,H-156|M-1775,+740-049+,2,2,Harappa|Mohenjo-daro,SEAL:R|SEAL:S,Steatite,Bull1:W|None,None|SAN
1198.1,H-157,+154-615-503+,3,1,Harappa,SEAL:R,Steatite,None,None
1199.1,H-158,+154-806-472-001-740-405-590+,7,1,Harappa,SEAL:R,Steatite,None,None
1201.1,H-160,+400-154-806-468+,4,1,Harappa,SEAL:R,Steatite,None,None
1201.2,H-160,+090-017+,2,1,Harappa,SEAL:R,Steatite,None,None
1204.1,H-164,+161-097-002-817+,4,1,Harappa,SEAL:R,Steatite,None,None
1206.1,H-171|H-699|H-700,+740-176-798-231+,4,3,Harappa,TAB:B,Faience,Bull|Zebu,None
1208.1,H-174,+400-740-017-503+,4,1,Harappa,TAB:B,Clay,Gavi,None
1209.1,H-175,+167-705-368-005-741-060-920+,7,1,Harappa,TAB:B,Clay,Anth,None
1210.1,H-176|M-1811,+740-821+,2,2,Harappa|Mohenjo-daro,SEAL:S|TAB:B,Clay|Steatite,Bull1:L|Scene,None|SAN
1211.1,H-177,+700-033-151-706-031-002-817+,7,1,Harappa,TAB:B,Faience,Scene,None
1214.1,H-180,+151-390-590-741-330-368+,6,2,Harappa,TAB:B,Clay,Scene,None
1216.1,H-183|H-184,+400-202-892-220-920+,5,2,Harappa,TAB:B,Steatite,Phyt,None
1219.1,H-186,+032-840+,2,1,Harappa,TAB:B,Faience,Phyt,None
1220.1,H-187,+400-740-463-495+,4,1,Harappa,TAB:B,NA,Phyt,None
1222.1,H-189,+400-158-806-470+,4,1,Harappa,TAB:B,Clay,Othr,None
1223.1,H-1104|H-1105|H-190|H-724|H-726,+158-806-465+,3,5,Harappa,TAB:B,Clay|Steatite,Phyt,None
1224.1,H-191|H-729,+740-798-463-354+,4,2,Harappa,TAB:B,Faience,Phyt,None
1227.1,H-196,+407-590-740-072+,4,1,Harappa,TAB:B,Faience,Mult,HBN
1227.2,H-196|M-449,+167-706+,2,3,Harappa|Mohenjo-daro,TAB:B,Clay|Faience,Mult,HBN
1227.3,H-196,+032-700-100-001+,4,1,Harappa,TAB:B,Faience,Mult,HBN
1228.1,H-197|H-198,+142-033+,2,2,Harappa,TAB:B,NA,None,HAN
1234.1,H-203|H-748|H-767|M-468|M-469,+400-740-220-415-798+,5,5,Harappa|Mohenjo-daro,TAB:B,Clay|Faience,Box|None|Xhch,None
1235.1,H-1114|H-204|H-750|H-751|H-752|H-753|H-754|M-472,+400-740-405-590-235-806+,6,8,Harappa|Mohenjo-daro,TAB:B,Faience,None,None
1236.1,H-205,+740-048-741-850+,4,1,Harappa,TAB:B,Faience,None,None
1237.1,H-206,+740-642-240-204-705-621+,6,1,Harappa,TAB:B,NA,None,None
1239.1,H-208|H-775,+400-158-806-472+,4,2,Harappa,TAB:B,Faience,None,None
