"id","cisi","type","site","short_side_index","sides","direction","companion","order","short_text","token_string","context_class","side_relation","longer_row_count","longer_side_indexes","longer_texts","longer_tokens","has_long_400","has_long_740","has_long_176","has_long_240","has_long_031","has_long_001","has_long_140","has_long_368","has_long_900","has_sequence_400740176","has_sequence_740031001140","has_sequence_368900","group_signature","interpretation_status"
"1705.2","H-816","TAB:B","Harappa","2","2","R/L","033","700_last","+033-700+","033;700","single_longer_text","short_after_all_longer","1","1","+400-740-390-590+","390;400;590;740","true","true","false","false","false","false","false","false","false","false","false","false","1:+400-740-390-590+|2:+033-700+","context_orientation_audit_only_no_reading"
"1706.2","H-817","TAB:B","Harappa","2","2","R/L","032","700_last","+032-700+","032;700","single_longer_text","short_after_all_longer","1","1","+400-740-336-018+","018;336;400;740","true","true","false","false","false","false","false","false","false","false","false","false","1:+400-740-336-018+|2:+032-700+","context_orientation_audit_only_no_reading"
"1707.2","H-818","TAB:B","Harappa","2","2","R/L","033","700_first","+700-033+","700;033","single_longer_text","short_after_all_longer","1","1","+740-336-018+","018;336;740","false","true","false","false","false","false","false","false","false","false","false","false","1:+740-336-018+|2:+700-033+","context_orientation_audit_only_no_reading"
"1708.2","H-819","TAB:B","Harappa","2","2","R/L","034","700_first","+700-034+","700;034","all_short_or_no_longer_text","no_longer_text","0","","","","false","false","false","false","false","false","false","false","false","false","false","false","1:+520-240+|2:+700-034+","context_orientation_audit_only_no_reading"
"1710.1","H-821","TAB:B","Harappa","1","2","L/R","033","700_first","+700-033+","700;033","single_longer_text","short_before_all_longer","1","2","+740-642-240-001-692+","001;240;642;692;740","false","true","false","true","false","true","false","false","false","false","false","false","1:+700-033+|2:+740-642-240-001-692+","context_orientation_audit_only_no_reading"
"1711.1","H-822","TAB:B","Harappa","1","2","L/R","033","700_first","+700-033+","700;033","single_longer_text","short_before_all_longer","1","2","+740-642-240-001-692+","001;240;642;692;740","false","true","false","true","false","true","false","false","false","false","false","false","1:+700-033+|2:+740-642-240-001-692+","context_orientation_audit_only_no_reading"
"1712.1","H-823","TAB:B","Harappa","1","2","R/L","034","700_first","+700-034+","700;034","single_longer_text","short_before_all_longer","1","2","+740-636-240-060-692+","060;240;636;692;740","false","true","false","true","false","false","false","false","false","false","false","false","1:+700-034+|2:+740-636-240-060-692+","context_orientation_audit_only_no_reading"
"1716.1","H-827","TAB:B","Harappa","1","2","R/L","033","700_first","+700-033+","700;033","single_short_no_longer_text","no_longer_text","0","","","","false","false","false","false","false","false","false","false","false","false","false","false","1:+700-033+|2:+000-000-000+","context_orientation_audit_only_no_reading"
"1719.2","H-833","TAB:B","Harappa","2","2","R/L","032","700_first","+700-032+","700;032","single_longer_text","short_after_all_longer","1","1","+526-554-002-820+","002;526;554;820","false","false","false","false","false","false","false","false","false","false","false","false","1:+526-554-002-820+|2:+700-032+","context_orientation_audit_only_no_reading"
"1720.2","H-834","TAB:B","Harappa","2","2","R/L","033","700_first","+700-033+","700;033","single_longer_text","short_after_all_longer","1","1","+400-740-690-436-255+","255;400;436;690;740","true","true","false","false","false","false","false","false","false","false","false","false","1:+400-740-690-436-255+|2:+700-033+","context_orientation_audit_only_no_reading"
"1723.2","H-837","TAB:B","Harappa","2","2","R/L","032","700_first","+700-032+","700;032","single_short_no_longer_text","no_longer_text","0","","","","false","false","false","false","false","false","false","false","false","false","false","false","1:+000-480-176+|2:+700-032+","context_orientation_audit_only_no_reading"
"1724.2","H-838","TAB:B","Harappa","2","2","R/L","033","700_first","+700-033+","700;033","single_longer_text","short_after_all_longer","1","1","+740-615-495-002-817+","002;495;615;740;817","false","true","false","false","false","false","false","false","false","false","false","false","1:+740-615-495-002-817+|2:+700-033+","context_orientation_audit_only_no_reading"
"1725.1","H-839","TAB:B","Harappa","1","2","R/L","032","700_last","+032-700+","032;700","all_short_or_no_longer_text","no_longer_text","0","","","","false","false","false","false","false","false","false","false","false","false","false","false","1:+032-700+|2:+400-140+","context_orientation_audit_only_no_reading"
"1732.2","H-846","TAB:B","Harappa","2","2","R/L","033","700_first","+700-033+","700;033","single_longer_text","short_after_all_longer","1","1","+400-740-100-031-705+","031;100;400;705;740","true","true","false","false","true","false","false","false","false","false","false","false","1:+400-740-100-031-705+|2:+700-033+","context_orientation_audit_only_no_reading"
"1733.2","H-847","TAB:B","Harappa","2","3","R/L","033","700_first","+700-033+","700;033","single_longer_text","short_before_all_longer","1","3","+740-100-415+","100;415;740","false","true","false","false","false","false","false","false","false","false","false","false","1:+000-690-000+|2:+700-033+|3:+740-100-415+","context_orientation_audit_only_no_reading"
"1734.2","H-848","TAB:B","Harappa","2","2","R/L","033","700_first","+700-033+","700;033","single_short_no_longer_text","no_longer_text","0","","","","false","false","false","false","false","false","false","false","false","false","false","false","1:+740-100-000-000+|2:+700-033+","context_orientation_audit_only_no_reading"
"1735.2","H-849","TAB:B","Harappa","2","2","R/L","032","700_last","+032-700+","032;700","single_longer_text","short_after_all_longer","1","1","+400-740-892-617+","400;617;740;892","true","true","false","false","false","false","false","false","false","false","false","false","1:+400-740-892-617+|2:+032-700+","context_orientation_audit_only_no_reading"
"1736.2","H-850","TAB:B","Harappa","2","2","R/L","032","700_last","+032-700+","032;700","single_longer_text","short_after_all_longer","1","1","+400-740-892-617+","400;617;740;892","true","true","false","false","false","false","false","false","false","false","false","false","1:+400-740-892-617+|2:+032-700+","context_orientation_audit_only_no_reading"
"1738.1","H-852","TAB:B","Harappa","1","2","R/L","032","700_first","+700-032+","700;032","single_longer_text","short_before_all_longer","1","2","+740-760-268-233-220+","220;233;268;740;760","false","true","false","false","false","false","false","false","false","false","false","false","1:+700-032+|2:+740-760-268-233-220+","context_orientation_audit_only_no_reading"
"1739.2","H-853","TAB:B","Harappa","2","2","R/L","034","700_last","+034-700+","034;700","single_longer_text","short_after_all_longer","1","1","+740-177-231+","177;231;740","false","true","false","false","false","false","false","false","false","false","false","false","1:+740-177-231+|2:+034-700+","context_orientation_audit_only_no_reading"
"1740.2","H-854","TAB:B","Harappa","2","2","L/R","032","700_first","+700-032+","700;032","single_longer_text","short_after_all_longer","1","1","+400-740-335-003+","003;335;400;740","true","true","false","false","false","false","false","false","false","false","false","false","1:+400-740-335-003+|2:+700-032+","context_orientation_audit_only_no_reading"
"1741.2","H-857","TAB:B","Harappa","2","2","R/L","033","700_first","+700-033+","700;033","single_longer_text","short_after_all_longer","1","1","+740-390-590-235+","235;390;590;740","false","true","false","false","false","false","false","false","false","false","false","false","1:+740-390-590-235+|2:+700-033+","context_orientation_audit_only_no_reading"
"1759.2","H-876","TAB:B","Harappa","2","2","R/L","033","700_first","+700-033+","700;033","single_longer_text","short_after_all_longer","1","1","+200-705-380+","200;380;705","false","false","false","false","false","false","false","false","false","false","false","false","1:+200-705-380+|2:+700-033+","context_orientation_audit_only_no_reading"
"1760.2","H-877","TAB:B","Harappa","2","3","R/L","032","700_first","+700-032+","700;032","single_short_no_longer_text","no_longer_text","0","","","","false","false","false","false","false","false","false","false","false","false","false","false","1:+000-000+|2:+700-032+|3:+740-000+","context_orientation_audit_only_no_reading"
"1773.1","H-891","TAB:I","Harappa","1","2","R/L","033","700_first","+700-033+","700;033","single_short_no_longer_text","no_longer_text","0","","","","false","false","false","false","false","false","false","false","false","false","false","false","1:+700-033+|2:+400-740-590-017-000+","context_orientation_audit_only_no_reading"
"1774.2","H-892","TAB:I","Harappa","2","2","R/L","034","700_last","+034-700+","034;700","single_longer_text","short_after_all_longer","1","1","+400-740-336-176+","176;336;400;740","true","true","true","false","false","false","false","false","false","false","false","false","1:+400-740-336-176+|2:+034-700+","context_orientation_audit_only_no_reading"
"1775.2","H-893","TAB:I","Harappa","2","2","R/L","034","700_first","+700-034+","700;034","single_longer_text","short_after_all_longer","1","1","+400-740-337+","337;400;740","true","true","false","false","false","false","false","false","false","false","false","false","1:+400-740-337+|2:+700-034+","context_orientation_audit_only_no_reading"
"1782.2","H-900","TAB:I","Harappa","2","2","R/L","033","700_first","+700-033+","700;033","single_longer_text","short_after_all_longer","1","1","+400-740-817-491+","400;491;740;817","true","true","false","false","false","false","false","false","false","false","false","false","1:+400-740-817-491+|2:+700-033+","context_orientation_audit_only_no_reading"
"1792.2","H-910","TAB:I","Harappa","2","2","R/L","034","700_first","+700-034+","700;034","single_longer_text","short_after_all_longer","1","1","+002-861-416+","002;416;861","false","false","false","false","false","false","false","false","false","false","false","false","1:+002-861-416+|2:+700-034+","context_orientation_audit_only_no_reading"
"1794.2","H-914","TAB:I","Harappa","2","2","R/L","033","700_first","+700-033+","700;033","single_short_no_longer_text","no_longer_text","0","","","","false","false","false","false","false","false","false","false","false","false","false","false","1:+415-033-000+|2:+700-033+","context_orientation_audit_only_no_reading"
"1796.2","H-916","TAB:I","Harappa","2","2","R/L","033","700_first","+700-033+","700;033","single_longer_text","short_after_all_longer","1","1","+400-740-032-059+","032;059;400;740","true","true","false","false","false","false","false","false","false","false","false","false","1:+400-740-032-059+|2:+700-033+","context_orientation_audit_only_no_reading"
"1804.2","H-924","TAB:I","Harappa","2","2","R/L","033","700_first","+700-033+","700;033","single_longer_text","short_after_all_longer","1","1","+740-840-013+","013;740;840","false","true","false","false","false","false","false","false","false","false","false","false","1:+740-840-013+|2:+700-033+","context_orientation_audit_only_no_reading"
"1805.2","H-925","TAB:I","Harappa","2","2","R/L","033","700_first","+700-033+","700;033","single_longer_text","short_after_all_longer","1","1","+740-840-013+","013;740;840","false","true","false","false","false","false","false","false","false","false","false","false","1:+740-840-013+|2:+700-033+","context_orientation_audit_only_no_reading"
"1806.2","H-926","TAB:I","Harappa","2","2","R/L","032","700_first","+700-032+","700;032","single_short_no_longer_text","no_longer_text","0","","","","false","false","false","false","false","false","false","false","false","false","false","false","1:+400-740-840-000-220+|2:+700-032+","context_orientation_audit_only_no_reading"
"1807.1","H-927","TAB:I","Harappa","1","2","R/L","033","700_first","+700-033+","700;033","all_short_or_no_longer_text","no_longer_text","0","","","","false","false","false","false","false","false","false","false","false","false","false","false","1:+700-033+|2:+368-900+","context_orientation_audit_only_no_reading"
"1808.1","H-928","TAB:I","Harappa","1","2","R/L","033","700_first","+700-033+","700;033","all_short_or_no_longer_text","no_longer_text","0","","","","false","false","false","false","false","false","false","false","false","false","false","false","1:+700-033+|2:+368-900+","context_orientation_audit_only_no_reading"
"1809.1","H-929","TAB:I","Harappa","1","2","R/L","033","700_first","+700-033+","700;033","all_short_or_no_longer_text","no_longer_text","0","","","","false","false","false","false","false","false","false","false","false","false","false","false","1:+700-033+|2:+368-900+","context_orientation_audit_only_no_reading"
"1810.2","H-930","TAB:I","Harappa","2","2","R/L","032","700_first","+700-032+","700;032","single_longer_text","short_after_all_longer","1","1","+740-900-004+","004;740;900","false","true","false","false","false","false","false","false","true","false","false","false","1:+740-900-004+|2:+700-032+","context_orientation_audit_only_no_reading"
"1811.2","H-931","TAB:I","Harappa","2","2","R/L","033","700_last","+033-700+","033;700","single_short_no_longer_text","no_longer_text","0","","","","false","false","false","false","false","false","false","false","false","false","false","false","1:+000-000-000+|2:+033-700+","context_orientation_audit_only_no_reading"
"1813.1","H-933","TAB:I","Harappa","1","2","R/L","034","700_last","+034-700+","034;700","single_longer_text","short_before_all_longer","1","2","+400-740-176+","176;400;740","true","true","true","false","false","false","false","false","false","true","false","false","1:+034-700+|2:+400-740-176+","context_orientation_audit_only_no_reading"
"1814.1","H-934","TAB:I","Harappa","1","2","R/L","033","700_first","+700-033+","700;033","single_longer_text","short_before_all_longer","1","2","+400-740-176+","176;400;740","true","true","true","false","false","false","false","false","false","true","false","false","1:+700-033+|2:+400-740-176+","context_orientation_audit_only_no_reading"
"1815.2","H-935","TAB:I","Harappa","2","2","R/L","033","700_first","+700-033+","700;033","single_longer_text","short_after_all_longer","1","1","+400-740-176+","176;400;740","true","true","true","false","false","false","false","false","false","true","false","false","1:+400-740-176+|2:+700-033+","context_orientation_audit_only_no_reading"
"1816.2","H-936","TAB:I","Harappa","2","2","R/L","034","700_first","+700-034+","700;034","single_longer_text","short_after_all_longer","1","1","+400-740-176+","176;400;740","true","true","true","false","false","false","false","false","false","true","false","false","1:+400-740-176+|2:+700-034+","context_orientation_audit_only_no_reading"
"1818.2","H-938","TAB:I","Harappa","2","2","R/L","034","700_last","+034-700+","034;700","single_longer_text","short_after_all_longer","1","1","+520-220-415+","220;415;520","false","false","false","false","false","false","false","false","false","false","false","false","1:+520-220-415+|2:+034-700+","context_orientation_audit_only_no_reading"
"1819.1","H-939","TAB:I","Harappa","1","2","L/R","034","700_first","+700-034+","700;034","single_longer_text","short_before_all_longer","1","2","+520-220-415+","220;415;520","false","false","false","false","false","false","false","false","false","false","false","false","1:+700-034+|2:+520-220-415+","context_orientation_audit_only_no_reading"
"1822.2","H-942","TAB:I","Harappa","2","2","R/L","033","700_last","+033-700+","033;700","single_longer_text","short_after_all_longer","1","1","+520-220-016+","016;220;520","false","false","false","false","false","false","false","false","false","false","false","false","1:+520-220-016+|2:+033-700+","context_orientation_audit_only_no_reading"
"1823.2","H-943","TAB:I","Harappa","2","2","R/L","032","700_first","+700-032+","700;032","single_longer_text","short_after_all_longer","1","1","+400-158-592+","158;400;592","true","false","false","false","false","false","false","false","false","false","false","false","1:+400-158-592+|2:+700-032+","context_orientation_audit_only_no_reading"
"1824.2","H-944","TAB:I","Harappa","2","2","R/L","032","700_first","+700-032+","700;032","single_longer_text","short_after_all_longer","1","1","+400-158-592+","158;400;592","true","false","false","false","false","false","false","false","false","false","false","false","1:+400-158-592+|2:+700-032+","context_orientation_audit_only_no_reading"
"1825.2","H-945","TAB:I","Harappa","2","2","R/L","034","700_last","+034-700+","034;700","all_short_or_no_longer_text","no_longer_text","0","","","","false","false","false","false","false","false","false","false","false","false","false","false","1:+400-234+|2:+034-700+","context_orientation_audit_only_no_reading"
"1826.1","H-946","TAB:I","Harappa","1","2","R/L","034","700_first","+700-034+","700;034","all_short_or_no_longer_text","no_longer_text","0","","","","false","false","false","false","false","false","false","false","false","false","false","false","1:+700-034+|2:+400-234+","context_orientation_audit_only_no_reading"
"1827.2","H-947","TAB:I","Harappa","2","2","R/L","034","700_first","+700-034+","700;034","all_short_or_no_longer_text","no_longer_text","0","","","","false","false","false","false","false","false","false","false","false","false","false","false","1:+400-236+|2:+700-034+","context_orientation_audit_only_no_reading"
"1828.2","H-948","TAB:I","Harappa","2","2","R/L","033","700_first","+700-033+","700;033","single_longer_text","short_after_all_longer","1","1","+400-151-229+","151;229;400","true","false","false","false","false","false","false","false","false","false","false","false","1:+400-151-229+|2:+700-033+","context_orientation_audit_only_no_reading"
"1829.1","H-949","TAB:I","Harappa","1","2","R/L","033","700_first","+700-033+","700;033","all_short_or_no_longer_text","no_longer_text","0","","","","false","false","false","false","false","false","false","false","false","false","false","false","1:+700-033+|2:+151-229+","context_orientation_audit_only_no_reading"
"1830.2","H-950","TAB:I","Harappa","2","2","R/L","033","700_last","+033-700+","033;700","single_longer_text","short_after_all_longer","1","1","+710-455-220-032+","032;220;455;710","false","false","false","false","false","false","false","false","false","false","false","false","1:+710-455-220-032+|2:+033-700+","context_orientation_audit_only_no_reading"
"1831.2","H-951","TAB:I","Harappa","2","2","R/L","033","700_first","+700-033+","700;033","single_longer_text","short_after_all_longer","1","1","+388-134-368-590+","134;368;388;590","false","false","false","false","false","false","false","true","false","false","false","false","1:+388-134-368-590+|2:+700-033+","context_orientation_audit_only_no_reading"
"1832.2","H-952","TAB:I","Harappa","2","2","R/L","034","700_first","+700-034+","700;034","all_short_or_no_longer_text","no_longer_text","0","","","","false","false","false","false","false","false","false","false","false","false","false","false","1:+740-564+|2:+700-034+","context_orientation_audit_only_no_reading"
"1833.1","H-953","TAB:I","Harappa","1","2","R/L","034","700_first","+700-034+","700;034","single_short_no_longer_text","no_longer_text","0","","","","false","false","false","false","false","false","false","false","false","false","false","false","1:+700-034+|2:+000-550-556+","context_orientation_audit_only_no_reading"
"1836.2","H-959","TAB:I","Harappa","2","2","R/L","033","700_first","+700-033+","700;033","single_longer_text","short_after_all_longer","1","1","+400-740-178+","178;400;740","true","true","false","false","false","false","false","false","false","false","false","false","1:+400-740-178+|2:+700-033+","context_orientation_audit_only_no_reading"
"1837.1","H-960","TAB:I","Harappa","1","2","R/L","034","700_first","+700-034+","700;034","single_longer_text","short_before_all_longer","1","2","+400-740-176+","176;400;740","true","true","true","false","false","false","false","false","false","true","false","false","1:+700-034+|2:+400-740-176+","context_orientation_audit_only_no_reading"
"1838.2","H-961","TAB:I","Harappa","2","2","R/L","033","700_first","+700-033+","700;033","single_short_no_longer_text","no_longer_text","0","","","","false","false","false","false","false","false","false","false","false","false","false","false","1:+000-740-176+|2:+700-033+","context_orientation_audit_only_no_reading"
"1839.2","H-962","TAB:I","Harappa","2","2","R/L","032","700_first","+700-032+","700;032","single_longer_text","short_after_all_longer","1","1","+400-740-176+","176;400;740","true","true","true","false","false","false","false","false","false","true","false","false","1:+400-740-176+|2:+700-032+","context_orientation_audit_only_no_reading"
"1840.2","H-963","TAB:I","Harappa","2","2","R/L","032","700_first","+700-032+","700;032","single_short_no_longer_text","no_longer_text","0","","","","false","false","false","false","false","false","false","false","false","false","false","false","1:]740-176+|2:+700-032+","context_orientation_audit_only_no_reading"
"1842.2","H-965","TAB:I","Harappa","2","2","R/L","032","700_first","+700-032+","700;032","single_longer_text","short_after_all_longer","1","1","+740-690-636-240+","240;636;690;740","false","true","false","true","false","false","false","false","false","false","false","false","1:+740-690-636-240+|2:+700-032+","context_orientation_audit_only_no_reading"
"1843.2","H-966","TAB:I","Harappa","2","2","R/L","032","700_first","+700-032+","700;032","single_longer_text","short_after_all_longer","1","1","+740-690-636-240+","240;636;690;740","false","true","false","true","false","false","false","false","false","false","false","false","1:+740-690-636-240+|2:+700-032+","context_orientation_audit_only_no_reading"
"1845.1","H-968","TAB:I","Harappa","1","2","L/R","032","700_first","+700-032+","700;032","single_longer_text","short_before_all_longer","1","2","+526-550-233+","233;526;550","false","false","false","false","false","false","false","false","false","false","false","false","1:+700-032+|2:+526-550-233+","context_orientation_audit_only_no_reading"
"1846.1","H-969","TAB:B","Harappa","1","2","R/L","032","700_first","+700-032+","700;032","single_short_no_longer_text","no_longer_text","0","","","","false","false","false","false","false","false","false","false","false","false","false","false","1:+700-032+|2:+740-000-000+","context_orientation_audit_only_no_reading"
"1852.2","H-975","TAB:I","Harappa","2","2","R/L","032","700_first","+700-032+","700;032","single_longer_text","short_after_all_longer","1","1","+740-760-382+","382;740;760","false","true","false","false","false","false","false","false","false","false","false","false","1:+740-760-382+|2:+700-032+","context_orientation_audit_only_no_reading"
"1853.2","H-976","TAB:I","Harappa","2","2","R/L","033","700_first","+700-033+","700;033","all_short_or_no_longer_text","no_longer_text","0","","","","false","false","false","false","false","false","false","false","false","false","false","false","1:+400-137+|2:+700-033+","context_orientation_audit_only_no_reading"
"1855.2","H-978","TAB:I","Harappa","2","2","R/L","033","700_first","+700-033+","700;033","single_longer_text","short_after_all_longer","1","1","+400-740-176+","176;400;740","true","true","true","false","false","false","false","false","false","true","false","false","1:+400-740-176+|2:+700-033+","context_orientation_audit_only_no_reading"
"1856.1","H-979","TAB:I","Harappa","1","2","R/L","033","700_first","+700-033+","700;033","single_longer_text","short_before_all_longer","1","2","+400-740-176+","176;400;740","true","true","true","false","false","false","false","false","false","true","false","false","1:+700-033+|2:+400-740-176+","context_orientation_audit_only_no_reading"
"1859.2","H-983","TAB:I","Harappa","2","2","R/L","034","700_first","+700-034+","700;034","single_longer_text","short_after_all_longer","1","1","+400-740-637-240+","240;400;637;740","true","true","false","true","false","false","false","false","false","false","false","false","1:+400-740-637-240+|2:+700-034+","context_orientation_audit_only_no_reading"
"1861.1","H-985","TAB:I","Harappa","1","2","R/L","034","700_first","+700-034+","700;034","single_longer_text","short_before_all_longer","1","2","+156-435-255+","156;255;435","false","false","false","false","false","false","false","false","false","false","false","false","1:+700-034+|2:+156-435-255+","context_orientation_audit_only_no_reading"
"1862.2","H-986","TAB:I","Harappa","2","3","R/L","033","700_first","+700-033+","700;033","single_short_no_longer_text","no_longer_text","0","","","","false","false","false","false","false","false","false","false","false","false","false","false","1:+000-000-000-000-000-000+|2:+700-033+|3:+000-000-000+","context_orientation_audit_only_no_reading"
"1863.2","H-987","TAB:I","Harappa","2","3","R/L","033","700_first","+700-033+","700;033","multiple_longer_texts","short_between_longer_sides","2","1;3","+690-365-817+|+400-740-176+","176;365;400;690;740;817","true","true","true","false","false","false","false","false","false","true","false","false","1:+690-365-817+|2:+700-033+|3:+400-740-176+","context_orientation_audit_only_no_reading"
"3959.2","H-1100","TAB:B","Harappa","2","2","R/L","032","700_first","+700-032+","700;032","single_longer_text","short_after_all_longer","1","1","+740-904-240-002-817+","002;240;740;817;904","false","true","false","true","false","false","false","false","false","false","false","false","1:+740-904-240-002-817+|2:+700-032+","context_orientation_audit_only_no_reading"
"273.2","H-1102","TAB:B","Harappa","2","2","R/L","032","700_first","+700-032+","700;032","single_longer_text","short_after_all_longer","1","1","+400-740-382+","382;400;740","true","true","false","false","false","false","false","false","false","false","false","false","1:+400-740-382+|2:+700-032+","context_orientation_audit_only_no_reading"
"290.1","H-1112","TAB:B","Harappa","1","2","R/L","033","700_last","+033-700+","033;700","single_short_no_longer_text","no_longer_text","0","","","","false","false","false","false","false","false","false","false","false","false","false","false","1:+033-700+|2:+520-000-255+","context_orientation_audit_only_no_reading"
"3968.2","H-1120","TAB:B","Harappa","2","2","R/L","034","700_first","+700-034+","700;034","single_short_no_longer_text","no_longer_text","0","","","","false","false","false","false","false","false","false","false","false","false","false","false","1:+740-000-000-705+|2:+700-034+","context_orientation_audit_only_no_reading"
"313.2","H-1123","TAB:B","Harappa","2","2","R/L","032","700_first","+700-032+","700;032","single_longer_text","short_after_all_longer","1","1","+525-550-220+","220;525;550","false","false","false","false","false","false","false","false","false","false","false","false","1:+525-550-220+|2:+700-032+","context_orientation_audit_only_no_reading"
"3969.2","H-1124","TAB:B","Harappa","2","2","R/L","033","700_first","+700-033+","700;033","single_longer_text","short_after_all_longer","1","1","+400-236-220+","220;236;400","true","false","false","false","false","false","false","false","false","false","false","false","1:+400-236-220+|2:+700-033+","context_orientation_audit_only_no_reading"
"249.2","H-1133","TAB:B","Harappa","2","2","R/L","032","700_first","+700-032+","700;032","single_longer_text","short_after_all_longer","1","1","+400-892-831+","400;831;892","true","false","false","false","false","false","false","false","false","false","false","false","1:+400-892-831+|2:+700-032+","context_orientation_audit_only_no_reading"
"3973.2","H-1134","TAB:B","Harappa","2","2","R/L","032","700_first","+700-032+","700;032","single_short_no_longer_text","no_longer_text","0","","","","false","false","false","false","false","false","false","false","false","false","false","false","1:+400-892-000+|2:+700-032+","context_orientation_audit_only_no_reading"
"198.2","H-1138","TAB:B","Harappa","2","2","R/L","034","700_first","+700-034+","700;034","single_longer_text","short_after_all_longer","1","1","+740-603-240-060-692+","060;240;603;692;740","false","true","false","true","false","false","false","false","false","false","false","false","1:+740-603-240-060-692+|2:+700-034+","context_orientation_audit_only_no_reading"
"682.1","H-1146","TAB:B","Harappa","1","2","R/L","032","700_first","+700-032+","700;032","single_longer_text","short_before_all_longer","1","2","+526-554-002-820+","002;526;554;820","false","false","false","false","false","false","false","false","false","false","false","false","1:+700-032+|2:+526-554-002-820+","context_orientation_audit_only_no_reading"
"3982.2","H-1153","TAB:B","Harappa","2","2","R/L","032","700_first","+700-032+","700;032","single_short_no_longer_text","no_longer_text","0","","","","false","false","false","false","false","false","false","false","false","false","false","false","1:+740-000-000-000-000+|2:+700-032+","context_orientation_audit_only_no_reading"
"270.2","H-1156","TAB:B","Harappa","2","2","R/L","032","700_first","+700-032+","700;032","single_short_no_longer_text","no_longer_text","0","","","","false","false","false","false","false","false","false","false","false","false","false","false","1:+200-705-380+|2:+700-032+","context_orientation_audit_only_no_reading"
"268.1","H-1188","TAB:I","Harappa","1","2","R/L","033","700_first","+700-033+","700;033","single_short_no_longer_text","no_longer_text","0","","","","false","false","false","false","false","false","false","false","false","false","false","false","1:+700-033+|2:+869-000+","context_orientation_audit_only_no_reading"
"4059.2","H-1198","TAB:I","Harappa","2","2","R/L","033","700_first","+700-033+","700;033","single_longer_text","short_after_all_longer","1","1","+740-061-001-031-820+","001;031;061;740;820","false","true","false","false","true","true","false","false","false","false","false","false","1:+740-061-001-031-820+|2:+700-033+","context_orientation_audit_only_no_reading"
"4066.2","H-1270","TAB:I","Harappa","2","2","R/L","033","700_first","+700-033+","700;033","single_short_no_longer_text","no_longer_text","0","","","","false","false","false","false","false","false","false","false","false","false","false","false","1:+368-000+|2:+700-033+","context_orientation_audit_only_no_reading"
"265.2","H-1273","TAB:I","Harappa","2","2","R/L","034","700_first","+700-034+","700;034","single_longer_text","short_after_all_longer","1","1","+400-740-176+","176;400;740","true","true","true","false","false","false","false","false","false","true","false","false","1:+400-740-176+|2:+700-034+","context_orientation_audit_only_no_reading"
"4068.1","H-1281","TAB:I","Harappa","1","2","R/L","032","700_first","+700-032+","700;032","single_short_no_longer_text","no_longer_text","0","","","","false","false","false","false","false","false","false","false","false","false","false","false","1:+700-032+|2:+000[","context_orientation_audit_only_no_reading"
"4069.2","H-1284","TAB:I","Harappa","2","2","L/R","034","700_first","+700-034+","700;034","single_longer_text","short_after_all_longer","1","1","+520-220-415+","220;415;520","false","false","false","false","false","false","false","false","false","false","false","false","1:+520-220-415+|2:+700-034+","context_orientation_audit_only_no_reading"
"264.2","H-1287","TAB:I","Harappa","2","2","R/L","033","700_first","+700-033+","700;033","single_longer_text","short_after_all_longer","1","1","+400-156-140-032+","032;140;156;400","true","false","false","false","false","false","true","false","false","false","false","false","1:+400-156-140-032+|2:+700-033+","context_orientation_audit_only_no_reading"
"1061.2","H-1294","TAB:I","Harappa","2","2","R/L","032","700_first","+700-032+","700;032","single_longer_text","short_after_all_longer","1","1","+527-550-233+","233;527;550","false","false","false","false","false","false","false","false","false","false","false","false","1:+527-550-233+|2:+700-032+","context_orientation_audit_only_no_reading"
"4074.2","H-1295","TAB:I","Harappa","2","2","R/L","033","700_first","+700-033+","700;033","single_short_no_longer_text","no_longer_text","0","","","","false","false","false","false","false","false","false","false","false","false","false","false","1:+000-000-000+|2:+700-033+","context_orientation_audit_only_no_reading"
"4073.2","H-1302","TAB:I","Harappa","2","2","R/L","033","700_first","+700-033+","700;033","single_longer_text","short_after_all_longer","1","1","+400-740-176+","176;400;740","true","true","true","false","false","false","false","false","false","true","false","false","1:+400-740-176+|2:+700-033+","context_orientation_audit_only_no_reading"
"4077.2","H-1303","TAB:I","Harappa","2","2","R/L","033","700_first","+700-033+","700;033","single_longer_text","short_after_all_longer","1","1","+400-740-176+","176;400;740","true","true","true","false","false","false","false","false","false","true","false","false","1:+400-740-176+|2:+700-033+","context_orientation_audit_only_no_reading"
"5470.2","H-1304","TAB:I","Harappa","2","2","R/L","033","700_first","+700-033+","700;033","single_longer_text","short_after_all_longer","1","1","+400-740-176+","176;400;740","true","true","true","false","false","false","false","false","false","true","false","false","1:+400-740-176+|2:+700-033+","context_orientation_audit_only_no_reading"
"1058.2","H-1308","TAB:I","Harappa","2","2","L/R","033","700_first","+700-033+","700;033","single_longer_text","short_after_all_longer","1","1","+740-690-636-240+","240;636;690;740","false","true","false","true","false","false","false","false","false","false","false","false","1:+740-690-636-240+|2:+700-033+","context_orientation_audit_only_no_reading"
"257.2","H-1309","TAB:I","Harappa","2","2","L/R","032","700_first","+700-032+","700;032","single_longer_text","short_after_all_longer","1","1","+156-176-741-060-920+","060;156;176;741;920","false","false","true","false","false","false","false","false","false","false","false","false","1:+156-176-741-060-920+|2:+700-032+","context_orientation_audit_only_no_reading"
