"checked_date","object_key","cisi","cisi_prefix","max_priority_lane","max_priority_score","row_count","texts","source_row_ids","site","type_values","material_values","frame700_relations","source_hooks","mayig_current_repo_has_object","acquisition_question","accepted_decipherment_claim"
"2026-05-25","H-1894","H-1894","H","P1_frame700_034_branch","75","1","+700-034+","382.1","Harappa","TAB:B","Faience","700_before_034","H2000-4391Figure 37.09 | Period 3B/C | 3 | B/C | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-1895","H-1895","H","P1_frame700_034_branch","75","1","+700-034+","406.1","Harappa","TAB:B","Faience","700_before_034","H2000-4457Figure 39.03 | Period 3B/C | 3 | B/C | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-1982","H-1982","H","P1_frame700_034_branch","75","1","+700-034+","690.1","Harappa","TAB:B","Clay","700_before_034","H95-2601Figure 23.08 | Period 3B | 3 | B | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-1987","H-1987","H","P1_frame700_034_branch","75","1","+700-034+","394.1","Harappa","TAB:B","Clay","700_before_034","H2000-4426Figure 39.07 | Period 3B/C | 3 | B/C | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-2070","H-2070","H","P1_frame700_034_branch","75","1","+700-034+","862.1","Harappa","TAB:I","Steatite","700_before_034","H97-3324Figure 16.19 | Period 3 | 3 | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-2094","H-2094","H","P1_frame700_034_branch","75","1","+700-034+","476.1","Harappa","TAB:I","Steatite","700_before_034","H2001-5134Figure 47.02 | Period 3C | 3 | C | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-2095","H-2095","H","P1_frame700_034_branch","75","1","+700-034+","518.1","Harappa","TAB:I","-","700_before_034","H90-1688Figure 13.44 (d) | Period 3B | 3 | B | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-2105","H-2105","H","P1_frame700_034_branch","75","1","+700-034+","642.2","Harappa","TAB:I","Steatite","700_before_034","H95-2428Figure 27.13 | Period 3B/C | 3 | B/C | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-2130","H-2130","H","P1_frame700_034_branch","75","1","+700-034+","823.1","Harappa","TAB:I","Steatite","700_before_034","H96-2709Figure 17.02 | Period 3C | 3 | C | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-2137","H-2137","H","P1_frame700_034_branch","75","1","+700-034+","3932.1","Harappa","TAB:I","Steatite","700_before_034","H95-2480Figure 30.09 | Period 3B/C | 3 | B/C | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-2141","H-2141","H","P1_frame700_034_branch","75","1","+700-034+","397.1","Harappa","TAB:I","Steatite","700_before_034","H2000-4433Figure 38.01 | Period 3B/C | 3 | B/C | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-2154","H-2154","H","P1_frame700_034_branch","75","1","+034-700+","815.1","Harappa","TAB:I","Steatite","700_after_034","H96-3176Figure 19.03 | Period 3B/C | 3 | B/C | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-2155","H-2155","H","P1_frame700_034_branch","75","1","+700-034+","812.1","Harappa","TAB:I","Steatite","700_before_034","H96-3173Figure 19.12 | Period 3B/C | 3 | B/C | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-2206","H-2206","H","P1_frame700_034_branch","75","1","+700-034+","871.1","Harappa","TAB:I","Steatite","700_before_034","H97-3334Figure 15.05 | Period 3 | 3 | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-2208","H-2208","H","P1_frame700_034_branch","75","1","+034-700+","549.1","Harappa","TAB:I","Steatite","700_after_034","H94-2179Figure 27.04 | Period 3B/C | 3 | B/C | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-2246","H-2246","H","P1_frame700_034_branch","75","1","+700-034+","484.1","Harappa","TAB:I","Steatite","700_before_034","H2001-5145Figure 47.05 | Period 3C | 3 | C | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-2098","H-2098","H","P1_frame700_034_branch","67","1","+034-700+","762.1","Harappa","TAB:I","Steatite","700_after_034","H96-2792Figure 19.11 | Period 3B/C | 3 | B/C | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-2133","H-2133","H","P1_frame700_034_branch","67","1","+700-034+","866.1","Harappa","TAB:I","Steatite","700_before_034","H97-3328Figure 16.05 | Period 3C | 3 | C | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-2134","H-2134","H","P1_frame700_034_branch","67","1","+700-034+","814.2","Harappa","TAB:I","Steatite","700_before_034","H96-3175Figure 19.07 | Period 3B | 3 | B | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-2145","H-2145","H","P1_frame700_034_branch","67","1","+700-034+","827.1","Harappa","TAB:I","Steatite","700_before_034","H97-3283Figure 16.04 | Period 3B | 3 | B | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-285","H-285","H","P1_frame700_034_branch","65","1","+700-034+","1307.2","Harappa","TAB:I","Steatite","700_before_034","J581406 | Stratum III | -6.33 ft","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-982","H-982","H","P1_frame700_034_branch","63","1","+700-034+","1858.2","Harappa","SEAL:R","Steatite","700_before_034","2999574 | Period 3B/C | Stratum V | -11.58 ft","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-2570","H-2570","H","P1_frame700_034_branch","63","1","+700-034-001+","434.1","Harappa","ROD","Bone","700_before_034","H2000-4561Figure 46.09 | Period 3B/C | 3 | B/C | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","row:621.2","-","-","P1_frame700_034_branch","58","1","+700-034+","621.2","Harappa","TAB:I","Steatite","700_before_034","H95-2260Figure 30.06 | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-1293","H-1293","H","P1_frame700_034_branch","57","1","+700-034[","263.1","Harappa","TAB:I","Steatite","700_before_034","2481473 | Period 3B/C | Stratum VI | -15.67 ft","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-1843","H-1843","H","P1_frame700_034_branch","57","1","]700-034+","451.1","Harappa","TAB:B","Faience","700_before_034","H2001-5065Figure 43.09 | Period 3B | 3 | B | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-2074","H-2074","H","P1_frame700_034_branch","57","1","+700-034-690-365[","738.1","Harappa","TAB:I","Steatite","700_before_034","H96-2764Figure 17.17 | Period 3B | 3 | B | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","row:274.2","-","-","P1_frame700_034_branch","55","1","+700-034+","274.2","Harappa","TAB:I","Steatite","700_before_034","2895577 | Period 3B/C | Stratum V | -12.25 ft","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","row:740.2","-","-","P1_frame700_034_branch","55","1","+700-034+","740.2","Harappa","TAB:I","Steatite","700_before_034","H96-2765bFigure 18.02 | Period 3B/C | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","row:1052.2","-","-","P1_frame700_034_branch","55","1","+700-034+","1052.2","Harappa","TAB:I","Steatite","700_before_034","J229510 | Stratum II | -5.17 ft","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-244","H-244","H","P3_other_034_source_coverage","40","1","+034+","1269.2","Harappa","TAB:B","Faience","034_without_adjacent_700","11449665 | Period 3B/C | - -","0","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","H-335","H-335","H","P3_other_034_source_coverage","40","1","+390-034+","1356.1","Harappa","TAB:I","Steatite","034_without_adjacent_700","4179425 | Period 3B/C | Stratum V | -12.5 ft","0","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","H-1833","H-1833","H","P3_other_034_source_coverage","40","1","+034+","879.1","Harappa","TAB:B","Faience","034_without_adjacent_700","H97-3342Figure 14.15 | Period 3B | 3 | B | - -","0","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","row:4952.1","-","-","P2_mohenjo_034_missing_cisi_or_non_m_prefix","35","1","+034-000+","4952.1","Mohenjo-daro","TAG:C","Faience","034_without_adjacent_700","DK8244102.3 | Period 3B/C | Intermediate | III | -16.8 ft","0","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","H-2263","H-2263","H","P3_other_034_source_coverage","31","1","+034+","3938.1","Harappa","POT:T:g","Clay","034_without_adjacent_700","H95-2661640-0501 | Period 3B | 3 | B | - -","0","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","C-1","C-1","C","P3_other_034_source_coverage","23","1","+031-840-140-740-101-002-365-287-034+","89.1","Chanhu-daro","SEAL:S","Steatite","034_without_adjacent_700","CH 3817Pl. LI:25 | +14.1 ft","0","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","H-704","H-704","H","P3_other_034_source_coverage","22","1","]000-000-034[","1609.2","Harappa","TAB:B","Faience","034_without_adjacent_700","12160 | Period 3C-2 | Stratum III | -6.42 ft","0","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","H-964","H-964","H","P3_other_034_source_coverage","22","1","]000-034+","1841.1","Harappa","TAB:I","Steatite","034_without_adjacent_700","3399 | Period 3B/C | -10.42 ft","0","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","H-977","H-977","H","P3_other_034_source_coverage","22","1","]000-034+","1854.2","Harappa","TAB:I","Steatite","034_without_adjacent_700","8480591 | Period 3C-1 | Stratum IV | -7.75 ft","0","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","H-1122","H-1122","H","P3_other_034_source_coverage","22","1","]034+","307.2","Harappa","TAB:B","Faience","034_without_adjacent_700","8053685 | -2.83 ft","0","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","H-1296","H-1296","H","P3_other_034_source_coverage","22","1","]034[","4075.1","Harappa","TAB:I","-","034_without_adjacent_700","-765 | - -","0","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","H-1807","H-1807","H","P3_other_034_source_coverage","22","1","]034+","791.1","Harappa","TAB:B","Faience","034_without_adjacent_700","H96-3121Figure 21.15 | Period 3B | 3 | B | - -","0","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","H-1826","H-1826","H","P3_other_034_source_coverage","22","1","]034[","462.1","Harappa","TAB:B","Faience","034_without_adjacent_700","H2001-5077Figure 43.10 | Period 3B | 3 | B | - -","0","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","H-1848","H-1848","H","P3_other_034_source_coverage","22","1","]000-034+","380.1","Harappa","TAB:B","Faience","034_without_adjacent_700","H2000-4389Figure 37.03 | Period 3B/C | 3 | B/C | -0.0 m","0","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","H-1886","H-1886","H","P3_other_034_source_coverage","22","1","]034+","946.1","Harappa","TAB:B","Faience","034_without_adjacent_700","H98-3514Figure 24.12 | Period 3C | 3 | C | - -","0","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","H-1911","H-1911","H","P3_other_034_source_coverage","22","1","+034[","803.1","Harappa","TAB:B","Faience","034_without_adjacent_700","H96-3150Figure 21.14 | Period 3B | 3 | B | - -","0","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","H-1948","H-1948","H","P3_other_034_source_coverage","22","1","]034[","475.1","Harappa","TAB:B","Faience","034_without_adjacent_700","H2001-5133Figure 47.08 | Period 3C | 3 | C | - -","0","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","H-2106","H-2106","H","P3_other_034_source_coverage","22","1","]034+","648.1","Harappa","TAB:I","Steatite","034_without_adjacent_700","H95-2437Figure 27.12 | Period 3B/C | 3 | B/C | - -","0","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","H-2138","H-2138","H","P3_other_034_source_coverage","22","1","]034+","696.1","Harappa","TAB:I","Steatite","034_without_adjacent_700","H95-2616Figure 22.06 | Period 3C | 3 | C | - -","0","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","H-2205","H-2205","H","P3_other_034_source_coverage","22","1","]034+","641.1","Harappa","TAB:I","Steatite","034_without_adjacent_700","H95-2427Figure 25.05 | Period 3B/C | 3 | B/C | - -","0","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","H-2282","H-2282","H","P3_other_034_source_coverage","21","1","+034-032-032+","3934.1","Harappa","POT:T:g","Clay","034_without_adjacent_700","H98-8314-0111 | 3/4 | - -","0","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","H-2283","H-2283","H","P3_other_034_source_coverage","21","1","+034-999-034+","3935.1","Harappa","POT:T:g","Clay","034_without_adjacent_700","H96-3189 | Period 3 | 3 | - -","0","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","H-1496","H-1496","H","P3_other_034_source_coverage","18","1","+034+","4134.1","Harappa","POT:T:g","Clay","034_without_adjacent_700","-441 | - -","0","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","H-2286","H-2286","H","P3_other_034_source_coverage","18","1","+034+","990.1","Harappa","POT:T:g","Clay","034_without_adjacent_700","H98-8440-194Figure 34.03 | Period 3 | 3 | - -","0","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","Ai-7","Ai-7","other","P3_other_034_source_coverage","16","1","+390-034+","17.1","Amri","POT:T:g","Clay","034_without_adjacent_700","AI-23(10b) | - -","0","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","H-1369","H-1369","H","P3_other_034_source_coverage","10","1","+034-000-033+","213.1","Harappa","POT:T:g","-","034_without_adjacent_700","10288CIV:061 | - -","0","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","H-1400","H-1400","H","P3_other_034_source_coverage","10","1","+031-034-060-692[","200.1","Harappa","POT:T:g","Clay","034_without_adjacent_700","G277756 | - -","0","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","H-1460","H-1460","H","P3_other_034_source_coverage","10","1","]034-000+","172.1","Harappa","POT:T:g","Clay","034_without_adjacent_700","9615790 | - -","0","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","H-1493","H-1493","H","P3_other_034_source_coverage","10","1","]034+","4133.1","Harappa","POT:T:g","Clay","034_without_adjacent_700","H283413 | - -","0","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","H-1547","H-1547","H","P3_other_034_source_coverage","10","1","+034-698+","994.1","Harappa","POT:T:g","Clay","034_without_adjacent_700","H98-8453-10Figure 26.07 | Period 2 | 2 | - -","0","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","H-1739","H-1739","H","P3_other_034_source_coverage","10","1","]034-002-817[","1030.1","Harappa","POT:T:s","Clay","034_without_adjacent_700","H99-4210Figure 35.08 | Period 3C | 3 | C | - -","0","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","H-2268","H-2268","H","P3_other_034_source_coverage","10","1","+740-495-000-034+","708.1","Harappa","POT:T:g","Clay","034_without_adjacent_700","H95-3045 | Period 3 | 3 | - -","0","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","H-2285","H-2285","H","P3_other_034_source_coverage","10","1","]034-031[","818.1","Harappa","POT:T:g","Clay","034_without_adjacent_700","H96-3220Figure 31.14 | Period 3B | 3 | B | - -","0","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","row:728.2","-","-","P3_other_034_source_coverage","8","1","+034+","728.2","Harappa","POT:T:g","Clay","034_without_adjacent_700","H95-6640-501Figure 44.02 | - -","0","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","row:1059.1","-","-","P3_other_034_source_coverage","8","1","+033-034+","1059.1","Harappa","MISC","Stone","034_without_adjacent_700","Stratum IV | - -","0","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","K-174","K-174","K","P3_other_034_source_coverage","3","1","+034-999-034+","5299.1","Kalibangan","POT:T:g","Clay","034_without_adjacent_700","KLB2 21565 | Period 3C | 2 | Late | - -","0","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","K-183","K-183","K","P3_other_034_source_coverage","3","1","+034-033-033+","5308.1","Kalibangan","POT:T:g","Clay","034_without_adjacent_700","KLB2 10995 | Period 3C | 2 | Late | - -","0","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","Ns-72","Ns-72","other","P3_other_034_source_coverage","3","1","+034+","5373.1","Nausharo","POT:T:g","Clay","034_without_adjacent_700","3 | - -","0","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","row:334.1","-","-","P3_other_034_source_coverage","-2","1","+034+","334.1","Harappa","POT:T:g","Clay","034_without_adjacent_700","H99-8857-10Figure 67.04 | Period 3 | 3 | - -","0","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","row:609.1","-","-","P3_other_034_source_coverage","-2","1","+034-705+","609.1","Harappa","POsT:T:g","Clay","034_without_adjacent_700","H94-4898-352Figure 41.01 | - -","0","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","row:711.1","-","-","P3_other_034_source_coverage","-2","1","+034+","711.1","Harappa","POT:T:g","Clay","034_without_adjacent_700","H95-4416-246Figure 38.03 | - -","0","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","K-168","K-168","K","P3_other_034_source_coverage","-5","1","]034+","5293.1","Kalibangan","POT:T:g","Clay","034_without_adjacent_700","KLB 21577 | Period 3 | 2 | surface -","0","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","K-169","K-169","K","P3_other_034_source_coverage","-5","1","+034[","5294.1","Kalibangan","POT:T:g","Clay","034_without_adjacent_700","KLB1 21566 | Period 3C | 2 | Late | - -","0","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","K-176","K-176","K","P3_other_034_source_coverage","-5","1","]007-034[","5301.1","Kalibangan","POT:T:g","Clay","034_without_adjacent_700","KLB2 21656 | Period 3C | 2 | Late | - -","0","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","row:540.1","-","-","P3_other_034_source_coverage","-10","1","+034-000+","540.1","Harappa","POT:T:g","Clay","034_without_adjacent_700","H93-3544Figure 15.i | Period 3 | 3 | - -","0","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","row:979.1","-","-","P3_other_034_source_coverage","-10","1","+000/034+","979.1","Harappa","POT:T:g","Clay","034_without_adjacent_700","H98-8381-02Figure 40.04 | Period 2 | 2 | - -","0","Use only after higher-priority 034 coverage targets are exhausted.","0"
"2026-05-25","row:5419.1","-","-","P3_other_034_source_coverage","-17","1","+034+","5419.1","Derawar Ther","POT:T:g","Clay","034_without_adjacent_700","-Pl. 62:8 | - -","0","Use only after higher-priority 034 coverage targets are exhausted.","0"
