unit,unit_class,id,cisi,site,type,symbol,direction,text,unit_index,prev1,prev2,next1,unit_terminal,after_861,after_002_861
705,390_branch_head_control,2422.1,M-1954,Mohenjo-daro,SEAL:R,None,R/L,+740-407-590-031-752-033-705-220-415-798-002-861+,6,033,752 033,220,false,false,false
705,390_branch_head_control,2445.1,M-1978,Mohenjo-daro,SEAL:R,None,R/L,+405-061-033-705-236+,3,033,061 033,236,false,false,false
705,390_branch_head_control,2473.1,M-1665,Mohenjo-daro,SEAL:S,Bull1:W,R/L,+520-033-705-233-240-002-610-125-032+,2,033,520 033,233,false,false,false
705,390_branch_head_control,2478.1,M-1906,Mohenjo-daro,SEAL:S,Rhin,R/L,+520-033-705-233-235-060-820+,2,033,520 033,233,false,false,false
705,390_branch_head_control,2486.1,M-1723,Mohenjo-daro,SEAL:S,Bull1:W,R/L,+740-032-840-033-705-798+,4,033,840 033,798,false,false,false
705,390_branch_head_control,2488.2,-,Mohenjo-daro,TAB:C,Comp,R/L,+001-740-923-033-705+,4,033,923 033,<END>,true,false,false
705,390_branch_head_control,2497.1,M-1679,Mohenjo-daro,SEAL:S,Bull1,R/L,+740-176-585-000-705-741-460-353+,4,000,585 000,741,false,false,false
705,390_branch_head_control,2523.1,-,Mohenjo-daro,TAB:C,Comp,R/L,+407-585-033-705-233-235-806+,3,033,585 033,233,false,false,false
705,390_branch_head_control,2533.1,M-4,Mohenjo-daro,SEAL:S,Bull1:W,R/L,+298-465-033-705-231-002-564-617-033+,3,033,465 033,231,false,false,false
705,390_branch_head_control,2572.1,M-44,Mohenjo-daro,SEAL:S,Bull1:W,R/L,+740-760-033-705-803-002-920-317+,3,033,760 033,803,false,false,false
705,390_branch_head_control,2578.1,M-50,Mohenjo-daro,SEAL:S,Bull1:W,R/L,+740-585-017-033-705-240-798-002-820+,4,033,017 033,240,false,false,false
705,390_branch_head_control,2582.1,M-54,Mohenjo-daro,SEAL:S,Bull1:W,R/L,+236-240-033-705-798-002-820+,3,033,240 033,798,false,false,false
705,390_branch_head_control,2600.1,M-72,Mohenjo-daro,SEAL:S,Bull1:V,R/L,+740-255-705-140-003-002-861+,2,255,740 255,140,false,false,false
705,390_branch_head_control,2613.1,M-86,Mohenjo-daro,SEAL:S,Bull1:S,R/L,+520-033-705-231-002-820-700+,2,033,520 033,231,false,false,false
705,390_branch_head_control,2627.1,M-100,Mohenjo-daro,SEAL:S,Bull1:S,R/L,+090-740-255-705-002-861+,3,255,740 255,002,false,false,false
705,390_branch_head_control,2644.1,M-117,Mohenjo-daro,SEAL:S,Bull1:S,R/L,+520-033-705-220-803-055-002-820+,2,033,520 033,220,false,false,false
705,390_branch_head_control,2645.1,M-118,Mohenjo-daro,SEAL:S,Bull1:W,R/L,+740-772-033-705-233-803-002-861+,3,033,772 033,233,false,false,false
705,390_branch_head_control,2649.1,M-122,Mohenjo-daro,SEAL:S,Bull1:J,R/L,+520-033-705+,2,033,520 033,<END>,true,false,false
705,390_branch_head_control,2655.1,M-128,Mohenjo-daro,SEAL:S,Bull1:J,R/L,+740-923-803-741-500-705+,5,500,741 500,<END>,true,false,false
705,390_branch_head_control,2662.1,M-135,Mohenjo-daro,SEAL:S,Bull1:J,R/L,+520-033-705-031+,2,033,520 033,031,false,false,false
705,390_branch_head_control,2693.1,M-168,Mohenjo-daro,SEAL:S,Bull1:U,R/L,+031-277-705-000-060-920+,2,277,031 277,000,false,false,false
705,390_branch_head_control,2747.1,M-223,Mohenjo-daro,SEAL:S,Bull1:S,L/R,+740-705+,1,740,740,<END>,true,false,false
705,390_branch_head_control,2771.1,M-248,Mohenjo-daro,SEAL:S,Gaur,R/L,+740-100-415-002-705-590+,4,002,415 002,590,false,false,false
705,390_branch_head_control,2797.1,M-276,Mohenjo-daro,SEAL:S,Rhin,R/L,+520-033-705-176+,2,033,520 033,176,false,false,false
705,390_branch_head_control,2807.1,M-286,Mohenjo-daro,SEAL:S,Elep,R/L,+740-255-705+,2,255,740 255,<END>,true,false,false
705,390_branch_head_control,2822.1,M-303,Mohenjo-daro,SEAL:S,CompBull,R/L,+520-033-705-060-820+,2,033,520 033,060,false,false,false
705,390_branch_head_control,2851.1,M-355,Mohenjo-daro,SEAL:R,None,R/L,+740-877-032-033-705-231-235-002-861-360-520-919-140+,4,033,032 033,231,false,false,false
705,390_branch_head_control,2855.1,M-359,Mohenjo-daro,SEAL:R,None,R/L,+740-405-590-220-235-803-002-388-385-705-632+,9,385,388 385,632,false,false,false
705,390_branch_head_control,2861.1,M-365,Mohenjo-daro,SEAL:R,None,R/L,+527-550-033-705-220-415-060-550+,3,033,550 033,220,false,false,false
705,390_branch_head_control,2915.1,M-421,Mohenjo-daro,POT:T:s,None,-,+000-000-590-705+,3,590,000 590,<END>,true,false,false
705,390_branch_head_control,2924.1,M-430,Mohenjo-daro,TAB:B,-,R/L,+740-390-590-033-705-000+,4,033,590 033,000,false,false,false
705,390_branch_head_control,2925.1,M-431,Mohenjo-daro,TAB:B,-,R/L,+740-390-590-033-705+,4,033,590 033,<END>,true,false,false
705,390_branch_head_control,2926.1,M-432,Mohenjo-daro,TAB:B,None,R/L,+740-390-590-033-705+,4,033,590 033,<END>,true,false,false
705,390_branch_head_control,2927.1,M-433,Mohenjo-daro,TAB:B,-,R/L,+740-390-590-033-705-000+,4,033,590 033,000,false,false,false
705,390_branch_head_control,3006.1,M-534,Mohenjo-daro,TAB:C,Hare,R/L,+407-321-407-845-033-705-235+,5,033,845 033,235,false,false,false
705,390_branch_head_control,3007.1,M-535,Mohenjo-daro,TAB:C,Hare,R/L,+407-321-407-845-033-705-235+,5,033,845 033,235,false,false,false
705,390_branch_head_control,3008.1,M-536,Mohenjo-daro,TAB:C,Hare,R/L,+407-321-407-845-033-705-235+,5,033,845 033,235,false,false,false
705,390_branch_head_control,3009.1,M-537,Mohenjo-daro,TAB:C,Hare,R/L,+407-321-407-845-033-705-235+,5,033,845 033,235,false,false,false
705,390_branch_head_control,3010.1,M-538,Mohenjo-daro,TAB:C,Hare,R/L,+407-321-407-845-033-705-235+,5,033,845 033,235,false,false,false
705,390_branch_head_control,3011.1,M-539,Mohenjo-daro,TAB:C,Hare,R/L,+407-321-407-845-033-705-235+,5,033,845 033,235,false,false,false
705,390_branch_head_control,3013.1,M-541,Mohenjo-daro,TAB:C,Hare,R/L,+407-321-407-845-033-705-235+,5,033,845 033,235,false,false,false
705,390_branch_head_control,3014.1,M-542,Mohenjo-daro,TAB:C,Hare,R/L,+407-321-407-845-033-705-235+,5,033,845 033,235,false,false,false
705,390_branch_head_control,3058.1,M-593,Mohenjo-daro,TAB:C,None,R/L,+407-321-407-845-033-705-235+,5,033,845 033,235,false,false,false
705,390_branch_head_control,3067.2,M-606,Mohenjo-daro,TAB:C,None,R/L,+740-100-904-033-705-231-798+,4,033,904 033,231,false,false,false
705,390_branch_head_control,3109.1,M-670,Mohenjo-daro,SEAL:S,Bull1:W,R/L,+154-031-001-520-033-705+,5,033,520 033,<END>,true,false,false
705,390_branch_head_control,3139.1,M-714,Mohenjo-daro,SEAL:S,Bull1:W,R/L,+740-585-017-033-705-233-798-803-002-861-603+,4,033,017 033,233,false,false,false
705,390_branch_head_control,3164.1,M-740,Mohenjo-daro,SEAL:S,Bull1:J,R/L,+226-491-742-705-575+,3,742,491 742,575,false,false,false
705,390_branch_head_control,3177.1,M-754,Mohenjo-daro,SEAL:S,Bull1,R/L,+740-760-705-742-060-920+,2,760,740 760,742,false,false,false
705,390_branch_head_control,3180.1,M-757,Mohenjo-daro,SEAL:S,Bull1,R/L,+520-033-705-233-235-808+,2,033,520 033,233,false,false,false
705,390_branch_head_control,3199.1,M-785,Mohenjo-daro,SEAL:S,Bull1:S,R/L,+740-255-705-002-861+,2,255,740 255,002,false,false,false
705,390_branch_head_control,3227.1,M-814,Mohenjo-daro,SEAL:S,Bull1:S,R/L,+740-176-033-705-240-235-803+,3,033,176 033,240,false,false,false
705,390_branch_head_control,3252.1,M-840,Mohenjo-daro,SEAL:S,Bull1:T,R/L,+046-031-033-705-233-001-920-374+,3,033,031 033,233,false,false,false
705,390_branch_head_control,3271.1,M-860,Mohenjo-daro,SEAL:S,Bull1:S,R/L,+520-033-705-240+,2,033,520 033,240,false,false,false
705,390_branch_head_control,3274.1,M-863,Mohenjo-daro,SEAL:S,Bull1:L,R/L,+740-255-705-741-412+,2,255,740 255,741,false,false,false
705,390_branch_head_control,3278.1,M-868,Mohenjo-daro,SEAL:S,Bull1:W,R/L,+520-033-705-231-220-002-817+,2,033,520 033,231,false,false,false
705,390_branch_head_control,3282.1,M-873,Mohenjo-daro,SEAL:S,Bull1:X,R/L,+520-033-705-231-060-550+,2,033,520 033,231,false,false,false
705,390_branch_head_control,3288.1,M-880,Mohenjo-daro,SEAL:S,Bull1:S,R/L,+740-861-877-741-705-319+,4,741,877 741,319,false,false,false
705,390_branch_head_control,3324.1,M-928,Mohenjo-daro,SEAL:S,Bull1,R/L,+243-705-031+,1,243,243,031,false,false,false
705,390_branch_head_control,3327.1,M-932,Mohenjo-daro,SEAL:S,Bull1:S,R/L,+740-705-171-360-064+,1,740,740,171,false,false,false
705,390_branch_head_control,3351.1,M-956,Mohenjo-daro,SEAL:S,Bull1:J,R/L,+400-520-033-705-233+,3,033,520 033,233,false,false,false
705,390_branch_head_control,3352.1,M-957,Mohenjo-daro,SEAL:S,Bull1,R/L,+740-760-705-002-577+,2,760,740 760,002,false,false,false
705,390_branch_head_control,3354.1,M-959,Mohenjo-daro,SEAL:S,Bull1,R/L,+520-033-705-236-803+,2,033,520 033,236,false,false,false
705,390_branch_head_control,3378.1,M-985,Mohenjo-daro,SEAL:S,Bull1,R/L,+520-070-033-705-233-235-803+,3,033,070 033,233,false,false,false
705,390_branch_head_control,3389.1,M-997,Mohenjo-daro,SEAL:S,Bull1,R/L,+590-705-575-920-140+,1,590,590,575,false,false,false
705,390_branch_head_control,3516.1,M-1155,Mohenjo-daro,SEAL:S,Elep,R/L,+740-760-335-002-033-705+,5,033,002 033,<END>,true,false,false
705,390_branch_head_control,3561.1,M-1226,Mohenjo-daro,SEAL:S,Gaur,R/L,+520-033-705-235-233-002-817+,2,033,520 033,235,false,false,false
705,390_branch_head_control,3604.1,M-1299,Mohenjo-daro,SEAL:R,None,R/L,+527-550-033-705-233-002-817+,3,033,550 033,233,false,false,false
705,390_branch_head_control,3658.1,M-1359,Mohenjo-daro,SEAL,None,R/L,+520-033-705+,2,033,520 033,<END>,true,false,false
705,390_branch_head_control,3673.1,M-1375,Mohenjo-daro,POT:T:s,None,R/L,+790-032-033-705+,3,033,032 033,<END>,true,false,false
705,390_branch_head_control,3688.1,M-1396,Mohenjo-daro,TAB:B,Bull1,R/L,+520-033-705-803-853+,2,033,520 033,803,false,false,false
705,390_branch_head_control,3689.1,M-1397,Mohenjo-daro,TAB:B,-,R/L,+167-705+,1,167,167,<END>,true,false,false
705,390_branch_head_control,3689.2,M-1397,Mohenjo-daro,TAB:B,-,R/L,+167-705-000-360+,1,167,167,000,false,false,false
705,390_branch_head_control,3691.2,M-1400,Mohenjo-daro,TAB:B,Mult,R/L,+705-700-000+,0,<START>,<START>,700,false,false,false
705,390_branch_head_control,3753.1,M-1491,Mohenjo-daro,TAB:C,Hare,R/L,+407-321-407-845-033-705-235+,5,033,845 033,235,false,false,false
705,390_branch_head_control,3754.1,M-1492,Mohenjo-daro,TAB:C,Hare,R/L,+407-321-407-845-033-705-235+,5,033,845 033,235,false,false,false
705,390_branch_head_control,3755.1,M-1493,Mohenjo-daro,TAB:C,Hare,R/L,+407-321-407-845-033-705-235+,5,033,845 033,235,false,false,false
705,390_branch_head_control,3756.1,M-1494,Mohenjo-daro,TAB:C,Hare,R/L,+407-321-407-845-033-705-235+,5,033,845 033,235,false,false,false
705,390_branch_head_control,3776.1,M-1523,Mohenjo-daro,TAB:C,Comp,R/L,+407-585-033-705-233-235-806+,3,033,585 033,233,false,false,false
705,390_branch_head_control,3777.1,M-1524,Mohenjo-daro,TAB:C,-,R/L,+407-585-033-705-233-235-806+,3,033,585 033,233,false,false,false
705,390_branch_head_control,3787.1,M-1547,Mohenjo-daro,TAB:C,None,R/L,+407-321-407-845-033-705-235+,5,033,845 033,235,false,false,false
705,390_branch_head_control,3797.2,M-1568,Mohenjo-daro,TAB:C,None,R/L,+740-100-904-033-705-231-798+,4,033,904 033,231,false,false,false
705,390_branch_head_control,3823.1,M-1629,Mohenjo-daro,BNGL,None,R/L,+705-032-595-090-175+,0,<START>,<START>,032,false,false,false
705,390_branch_head_control,3867.1,Rgr-2,Rakhigarhi,SEAL:R,None,R/L,+527-554-000-000-060-892-705+,6,892,060 892,<END>,true,false,false
705,390_branch_head_control,3884.1,-,Tell Umma,TAG:L,Bull1,R/L,+390-004-002-705-127+,3,002,004 002,127,false,false,false
705,390_branch_head_control,3909.1,M-1698,Mohenjo-daro,SEAL:S,Bull1:W,R/L,+740-482-033-705-002-861-803+,3,033,482 033,002,false,false,false
705,390_branch_head_control,3968.1,H-1120,Harappa,TAB:B,None,R/L,+740-000-000-705+,3,000,000 000,<END>,true,false,false
705,390_branch_head_control,3985.1,M-1736,Mohenjo-daro,SEAL:S,Bull1:S,R/L,+520-033-705-235-240-741-903-903+,2,033,520 033,235,false,false,false
705,390_branch_head_control,3992.1,M-1825,Mohenjo-daro,SEAL:S,Bull1,R/L,+157-031-002-390-705+,4,390,002 390,<END>,true,false,false
705,390_branch_head_control,4032.1,M-2080,Mohenjo-daro,BNGL,None,R/L,+840-705+,1,840,840,<END>,true,false,false
705,390_branch_head_control,4047.1,M-2128,Mohenjo-daro,IMPL,None,R/L,+041-705-002-905+,1,041,041,002,false,false,false
705,390_branch_head_control,4078.1,H-1305,Harappa,TAB:I,None,R/L,+400-000-705+,2,000,400 000,<END>,true,false,false
705,390_branch_head_control,4182.1,-,Dholavira,SEAL:S,Bull1,R/L,+740-390-590-231-002-705-530-904+,5,002,231 002,530,false,false,false
705,390_branch_head_control,4237.1,-,Dholavira,SEAL:S,Bull1:I,R/L,+151-032-388-002-390-705+,5,390,002 390,<END>,true,false,false
705,390_branch_head_control,4244.1,-,Dholavira,MISC,-,R/L,+033-705-233-235-002-457+,1,033,033,233,false,false,false
705,390_branch_head_control,4249.1,-,Dholavira,SEAL:S,Gaur,R/L,+705-000-000+,0,<START>,<START>,000,false,false,false
705,390_branch_head_control,4345.1,-,Dholavira,TAG,Bull1,R/L,+000-705-002-861+,1,000,000,002,false,false,false
705,390_branch_head_control,5243.1,-,Lakhanjo-daro,TAG,None,R/L,+740-705-000-000+,1,740,740,000,false,false,false
705,390_branch_head_control,5388.1,L-127,Lothal,TAG:L,Bull1,R/L,+090-740-220-055-001-741-500-705+,7,500,741 500,<END>,true,false,false
692,390_branch_head_control,40.1,B-21,Banawali,SEAL:R,None,R/L,+426-003-060-692+,3,060,003 060,<END>,true,false,false
692,390_branch_head_control,67.1,C-75,Chanhu-daro,SEAL:S,Elep,R/L,+740-531-060-692+,3,060,531 060,<END>,true,false,false
692,390_branch_head_control,198.1,H-1138,Harappa,TAB:B,None,R/L,+740-603-240-060-692+,4,060,240 060,<END>,true,false,false
692,390_branch_head_control,199.1,H-423,Harappa,SEAL:S,Bull1,R/L,+520-220-240-798-060-692+,5,060,798 060,<END>,true,false,false
692,390_branch_head_control,201.1,-,Harappa,POT:T:g,None,-,+692+,0,<START>,<START>,<END>,true,false,false
692,390_branch_head_control,305.2,H-1113,Harappa,TAB:B,None,NR,+692+,0,<START>,<START>,<END>,true,false,false
692,390_branch_head_control,424.2,H-1845,Harappa,TAB:B,None,R/L,+740-642-240-060-692+,4,060,240 060,<END>,true,false,false
692,390_branch_head_control,664.1,H-1975,Harappa,TAB:B,Scene,R/L,+740-760-061-060-692+,4,060,061 060,<END>,true,false,false
692,390_branch_head_control,686.2,H-1846,Harappa,TAB:B,None,R/L,+740-603-240-060-692+,4,060,240 060,<END>,true,false,false
692,390_branch_head_control,894.1,H-2135,Harappa,TAB:I,None,R/L,+740-920-318-700-692+,4,700,318 700,<END>,true,false,false
692,390_branch_head_control,939.1,H-1705,Harappa,SEAL:R,None,R/L,+740-904-231-240-798-060-692+,6,060,798 060,<END>,true,false,false
692,390_branch_head_control,1007.1,H-1726,Harappa,POT:T:s,None,R/L,+740-100-692-491-002-817+,2,100,740 100,491,false,false,false
692,390_branch_head_control,1062.1,H-1,Harappa,SEAL:S,Bull1:W,R/L,+820-595-575-692+,3,575,595 575,<END>,true,false,false
692,390_branch_head_control,1068.1,H-7,Harappa,SEAL:S,Bull1:W,R/L,+920-440-692-001-542-250+,2,440,920 440,001,false,false,false
692,390_branch_head_control,1115.1,H-56,Harappa,SEAL:S,Bull1:I,R/L,+740-176-060-692+,3,060,176 060,<END>,true,false,false
692,390_branch_head_control,1147.1,H-91,Harappa,SEAL:S,Elep,R/L,+520-070-253-060-692+,4,060,253 060,<END>,true,false,false
692,390_branch_head_control,1174.1,H-133,Harappa,SEAL:R,None,R/L,+740-554-220-415-798-060-692+,6,060,798 060,<END>,true,false,false
692,390_branch_head_control,1183.1,H-142,Harappa,SEAL:R,None,R/L,+740-267-811-832-060-692+,5,060,832 060,<END>,true,false,false
692,390_branch_head_control,1263.1,H-237,Harappa,TAB:B,None,L/R,+740-642-240-060-692+,4,060,240 060,<END>,true,false,false
692,390_branch_head_control,1379.2,H-360,Harappa,TAB:I,Bult,R/L,+740-636-240-060-692+,4,060,240 060,<END>,true,false,false
692,390_branch_head_control,1382.3,H-363,Harappa,TAB:I,Mult,R/L,+692-892+,0,<START>,<START>,892,false,false,false
692,390_branch_head_control,1561.1,H-646,Harappa,SEAL:R,None,R/L,+000-033-033-060-692+,4,060,033 060,<END>,true,false,false
692,390_branch_head_control,1580.1,H-665,Harappa,SEAL:R,None,R/L,+407-004-060-692+,3,060,004 060,<END>,true,false,false
692,390_branch_head_control,1691.1,H-800,Harappa,TAB:B,None,R/L,+740-337-692-490+,2,337,740 337,490,false,false,false
692,390_branch_head_control,1710.2,H-821,Harappa,TAB:B,None,L/R,+740-642-240-001-692+,4,001,240 001,<END>,true,false,false
692,390_branch_head_control,1711.2,H-822,Harappa,TAB:B,None,L/R,+740-642-240-001-692+,4,001,240 001,<END>,true,false,false
692,390_branch_head_control,1712.2,H-823,Harappa,TAB:B,None,R/L,+740-636-240-060-692+,4,060,240 060,<END>,true,false,false
692,390_branch_head_control,1798.1,H-918,Harappa,TAB:I,None,R/L,+692-687+,0,<START>,<START>,687,false,false,false
692,390_branch_head_control,2050.1,L-96,Lothal,SEAL:R,None,R/L,+400-000-692+,2,000,400 000,<END>,true,false,false
692,390_branch_head_control,2084.1,L-142,Lothal,TAG:P,Bull1,R/L,+140-015-001-031-692+,4,031,001 031,<END>,true,false,false
692,390_branch_head_control,2218.1,M-1683,Mohenjo-daro,SEAL:S,Bull1:W,R/L,+155-806-467-001-692+,4,001,467 001,<END>,true,false,false
692,390_branch_head_control,2385.1,M-1715,Mohenjo-daro,SEAL:S,Bull1:J,R/L,+740-923-033-705-060-692+,5,060,705 060,<END>,true,false,false
692,390_branch_head_control,2428.1,M-1738,Mohenjo-daro,SEAL:S,Bull1:S,R/L,+226-240-235-060-692+,4,060,235 060,<END>,true,false,false
692,390_branch_head_control,2455.1,M-1747,Mohenjo-daro,SEAL:S,Bull1:S,R/L,+165-741-031-060-692+,4,060,031 060,<END>,true,false,false
692,390_branch_head_control,2534.1,M-5,Mohenjo-daro,SEAL:S,Bull1:W,R/L,+740-773-240-235-060-692+,5,060,235 060,<END>,true,false,false
692,390_branch_head_control,2549.1,M-21,Mohenjo-daro,SEAL:S,Bull1:W,R/L,+350-001-740-362-692-032-002-861+,4,362,740 362,032,false,false,false
692,390_branch_head_control,2554.1,M-26,Mohenjo-daro,SEAL:S,Bull1:J,R/L,+090-740-531-060-692+,4,060,531 060,<END>,true,false,false
692,390_branch_head_control,2583.1,M-55,Mohenjo-daro,SEAL:S,Bull1:W,R/L,+000-760-463-510-001-692+,5,001,510 001,<END>,true,false,false
692,390_branch_head_control,2597.1,M-69,Mohenjo-daro,SEAL:S,Bull1:I,R/L,+740-803-231-060-692+,4,060,231 060,<END>,true,false,false
692,390_branch_head_control,2598.1,M-70,Mohenjo-daro,SEAL:S,Bull1:T,R/L,+226-032-002-390-692+,4,390,002 390,<END>,true,false,false
692,390_branch_head_control,2653.1,M-126,Mohenjo-daro,SEAL:S,Bull1:U,R/L,+520-552-060-692+,3,060,552 060,<END>,true,false,false
692,390_branch_head_control,2661.1,M-134,Mohenjo-daro,SEAL:S,Bull1:W,R/L,+872-032-692+,2,032,872 032,<END>,true,false,false
692,390_branch_head_control,2673.1,M-146,Mohenjo-daro,SEAL:S,Bull1:J,R/L,+740-255-920-060-692+,4,060,920 060,<END>,true,false,false
692,390_branch_head_control,2696.1,M-171,Mohenjo-daro,SEAL:S,Bull1:W,R/L,+407-061-740-923-233-806-060-692+,7,060,806 060,<END>,true,false,false
692,390_branch_head_control,2811.1,M-291,Mohenjo-daro,SEAL:S,Othr,R/L,+740-890-692+,2,890,740 890,<END>,true,false,false
692,390_branch_head_control,2835.1,M-317,Mohenjo-daro,SEAL:S,Bull1,R/L,+255-060-692-401-920+,2,060,255 060,401,false,false,false
692,390_branch_head_control,2916.1,M-422,Mohenjo-daro,POT:T:s,None,R/L,+692-904-000-031-000+,0,<START>,<START>,904,false,false,false
692,390_branch_head_control,2917.1,M-423,Mohenjo-daro,POT:T:s,None,R/L,+000-000-904-692-000+,3,904,000 904,000,false,false,false
692,390_branch_head_control,2977.1,M-500,Mohenjo-daro,SEAL:C,Phyt,BUS,+400-592-140-003-900-692-003-700+,5,900,003 900,003,false,false,false
692,390_branch_head_control,3105.1,M-666,Mohenjo-daro,SEAL:S,Bull1,R/L,+740-440-231-060-692+,4,060,231 060,<END>,true,false,false
692,390_branch_head_control,3163.1,M-739,Mohenjo-daro,SEAL:S,Bull1:J,R/L,+090-740-100-415-002-031-350-550-692+,8,550,350 550,<END>,true,false,false
692,390_branch_head_control,3174.1,M-751,Mohenjo-daro,SEAL:S,Bull1:W,-,+692-451+,0,<START>,<START>,451,false,false,false
692,390_branch_head_control,3482.1,M-1111,Mohenjo-daro,SEAL:S,Zebu,R/L,+740-798-745-924-692+,4,924,745 924,<END>,true,false,false
692,390_branch_head_control,3525.1,M-1165,Mohenjo-daro,SEAL:S,Tigr,R/L,+090-740-920-140-060-692+,5,060,140 060,<END>,true,false,false
692,390_branch_head_control,3537.1,M-1181,Mohenjo-daro,SEAL:S,Anth,R/L,+740-927-231-060-692+,4,060,231 060,<END>,true,false,false
692,390_branch_head_control,3975.1,H-1137,Harappa,TAB:B,None,R/L,+740-603-240-060-692+,4,060,240 060,<END>,true,false,false
692,390_branch_head_control,4021.1,M-2032,Mohenjo-daro,TAB:B,None,R/L,+000-060-692+,2,060,000 060,<END>,true,false,false
692,390_branch_head_control,5355.1,Ns-53,Nausharo,SEAL:S,Bull1:I,R/L,+861-111-391-060-692+,4,060,391 060,<END>,true,false,false
