checked_date,motif,cisi,row_id,site,type,shape,prev_before_motif,next_after_motif,after_002,terminal_after_motif,left_prefix,right_suffix,local_context,exact_sequence,text
2026-05-31,390,M-708,3134.1,Mohenjo-daro,SEAL:S,square,002,140,true,false,740-061-002,140,740-061-002-390-140,740 061 002 390 140,+740-061-002-390-140+
2026-05-31,390,M-710,3135.1,Mohenjo-daro,SEAL:S,square,400,004,false,false,400,004,400-390-004,400 390 004,+400-390-004+
2026-05-31,390,M-719,3143.1,Mohenjo-daro,SEAL:S,square,740,630,false,false,000-740,630-032,000-740-390-630-032,000 740 390 630 032,]000-740-390-630-032+
2026-05-31,390,M-724,3148.1,Mohenjo-daro,SEAL:S,square,<START>,721,false,false,<START>,721-790-002-861,390-721-790-002-861,390 721 790 002 861,+390-721-790-002-861+
2026-05-31,390,M-734,3158.1,Mohenjo-daro,SEAL:S,square,368,590,false,false,033-033-368,590,033-033-368-390-590,033 033 368 390 590,+033-033-368-390-590+
2026-05-31,390,M-735,3159.1,Mohenjo-daro,SEAL:S,square,002,125,true,false,740-760-235-002,125-195,740-760-235-002-390-125-195,740 760 235 002 390 125 195,+740-760-235-002-390-125-195+
2026-05-31,390,M-746,3169.1,Mohenjo-daro,SEAL:S,square,741,590,false,false,740-440-220-032-741,590-032,440-220-032-741-390-590-032,740 440 220 032 741 390 590 032,+740-440-220-032-741-390-590-032+
2026-05-31,390,M-784,3198.1,Mohenjo-daro,SEAL:S,square,368,710,false,false,368,710,368-390-710,368 390 710,+368-390-710+
2026-05-31,390,M-813,3226.1,Mohenjo-daro,SEAL:S,square,161,590,false,false,161,590-002-861,161-390-590-002-861,161 390 590 002 861,+161-390-590-002-861+
2026-05-31,390,M-824,3237.1,Mohenjo-daro,SEAL:S,square,368,831,false,false,368,831,368-390-831,368 390 831,+368-390-831+
2026-05-31,390,M-834,3246.1,Mohenjo-daro,SEAL:S,square,151,590,false,false,151,590-900-002-861,151-390-590-900-002-861,151 390 590 900 002 861,+151-390-590-900-002-861+
2026-05-31,390,M-851,3263.1,Mohenjo-daro,SEAL:S,square,740,590,false,false,621-740,590-002-817,621-740-390-590-002-817,621 740 390 590 002 817,+621-740-390-590-002-817+
2026-05-31,390,M-855,3267.1,Mohenjo-daro,SEAL:S,square,832,590,false,false,861-260-832,590-002-817-690-544,861-260-832-390-590-002-817-690,861 260 832 390 590 002 817 690 544,+861-260-832-390-590-002-817-690-544+
2026-05-31,390,M-872,3281.1,Mohenjo-daro,SEAL:S,square,<START>,016,false,false,<START>,016-002-824,390-016-002-824,390 016 002 824,+390-016-002-824+
2026-05-31,390,M-878,3286.1,Mohenjo-daro,SEAL:S,square,741,125,false,false,740-900-005-741,125,740-900-005-741-390-125,740 900 005 741 390 125,+740-900-005-741-390-125+
2026-05-31,390,M-882,3290.1,Mohenjo-daro,SEAL:S,square,740,590,false,false,621-740,590-000-798-000,621-740-390-590-000-798-000,621 740 390 590 000 798 000,+621/740-390-590-000-798-000+
2026-05-31,390,M-900,3305.1,Mohenjo-daro,SEAL:S,square,740,590,false,false,740,590-233-220-415-798-838-002-820,740-390-590-233-220-415,740 390 590 233 220 415 798 838 002 820,+740-390-590-233-220-415-798-838-002-820+
2026-05-31,390,M-907,3309.1,Mohenjo-daro,SEAL:S,square,<START>,844,false,false,<START>,844-140-000,390-844-140-000,390 844 140 000,+390-844-140-000[
2026-05-31,390,M-909,3310.1,Mohenjo-daro,SEAL:S,square,<START>,004,false,false,<START>,004-741-575,390-004-741-575,390 004 741 575,+390-004-741-575[
2026-05-31,390,M-918,3315.1,Mohenjo-daro,SEAL:S,square,<START>,869,false,false,<START>,869-002-861,390-869-002-861,390 869 002 861,+390-869-002-861+
2026-05-31,390,M-933,3328.1,Mohenjo-daro,SEAL:S,square,740,590,false,false,740,590-741-821,740-390-590-741-821,740 390 590 741 821,+740-390-590-741-821+
2026-05-31,390,-:3335.1,3335.1,Unknown,SEAL:S,square,002,590,true,false,740-205-032-002,590-032,740-205-032-002-390-590-032,740 205 032 002 390 590 032,+740-205-032-002-390-590-032+
2026-05-31,390,M-965,3359.1,Mohenjo-daro,SEAL:S,square,740,590,false,false,740,590-032-741-527,740-390-590-032-741-527,740 390 590 032 741 527,+740-390-590-032-741-527+
2026-05-31,390,M-968,3361.1,Mohenjo-daro,SEAL:S,square,741,590,false,false,740-923-741,590,740-923-741-390-590,740 923 741 390 590,+740-923-741-390-590+
2026-05-31,390,M-998,3390.1,Mohenjo-daro,SEAL:S,square,820,590,false,false,820,590,820-390-590,820 390 590,+820-390-590+
2026-05-31,390,M-1017,3402.1,Mohenjo-daro,SEAL:S,square,740,590,false,false,740,590-000,740-390-590-000,740 390 590 000,+740-390-590-000[
2026-05-31,390,M-1058,3432.1,Mohenjo-daro,SEAL,-,<START>,000,false,false,<START>,000-000,390-000-000,390 000 000,+390-000-000[
2026-05-31,390,M-1089,3463.1,Mohenjo-daro,SEAL:S,square,151,590,false,false,151,590-002-374-840,151-390-590-002-374-840,151 390 590 002 374 840,+151-390-590-002-374-840+
2026-05-31,390,M-1098,3470.1,Mohenjo-daro,SEAL:S,square,<START>,005,false,false,<START>,005-140-000,390-005-140-000,390 005 140 000,+390-005-140-000[
2026-05-31,390,M-1170,3530.1,Mohenjo-daro,SEAL:S,square,<START>,403,false,false,<START>,403,390-403,390 403,+390-403+
2026-05-31,390,K-392,5316.1,Kalibangan,POT:T:g,-,<START>,017,false,false,<START>,017,390-017,390 017,+390-017+
2026-05-31,390,M-1224,3559.2,Mohenjo-daro,SEAL:S,square,401,016,false,false,401,016-853,401-390-016-853,401 390 016 853,+401-390-016-853+
2026-05-31,390,M-1343,3648.1,Mohenjo-daro,SEAL,-,740,590,false,false,740,590-235-002-861,740-390-590-235-002-861,740 390 590 235 002 861,+740-390-590-235-002-861+
2026-05-31,390,M-1362,3661.1,Mohenjo-daro,SEAL:R,rectangular,<START>,070,false,false,<START>,070-220-032,390-070-220-032,390 070 220 032,+390-070-220-032[
2026-05-31,390,M-1608,3817.1,Mohenjo-daro,POT:T:g,-,<START>,003,false,false,<START>,003-000-000,390-003-000-000,390 003 000 000,]390-003-000-000[
2026-05-31,390,M-436,3846.2,Mohenjo-daro,TAB:B,circular,<START>,370,false,false,<START>,370,390-370,390 370,+390-370+
2026-05-31,390,-:5251.1,5251.1,Nuhato,SEAL:S,square,000,<END>,false,true,000,<END>,000-390,000 390,]000-390+
2026-05-31,390,Sktd-1,3875.1,Surkotada,SEAL:S,square,<START>,004,false,false,<START>,004-002-390-125-820,390-004-002-390-125,390 004 002 390 125 820,+390-004-002-390-125-820+
2026-05-31,390,Sktd-1,3875.1,Surkotada,SEAL:S,square,002,125,true,false,390-004-002,125-820,390-004-002-390-125-820,390 004 002 390 125 820,+390-004-002-390-125-820+
2026-05-31,390,Sktd-2,3876.1,Surkotada,SEAL:S,square,060,803,false,false,740-060,803-740,740-060-390-803-740,740 060 390 803 740,+740-060-390-803-740+
2026-05-31,390,-:3884.1,3884.1,Tell Umma,TAG:L,-,<START>,004,false,false,<START>,004-002-705-127,390-004-002-705-127,390 004 002 705 127,+390-004-002-705-127+
2026-05-31,390,-:3885.1,3885.1,Tello,SEAL:S,square,220,440,false,false,000-220,440-384,000-220-390-440-384,000 220 390 440 384,+000-220-390-440-384+
2026-05-31,390,M-1669,3907.1,Mohenjo-daro,SEAL:S,square,740,<END>,false,true,740,<END>,740-390,740 390,+740-390+
2026-05-31,390,H-1046,3924.1,Harappa,SEAL:S,square,151,590,false,false,151,590,151-390-590,151 390 590,+151-390-590+
2026-05-31,390,H-1079,3931.1,Harappa,SEAL:R,rectangular-notched,740,590,false,false,740,590-002-000,740-390-590-002-000,740 390 590 002 000,+740-390-590-002-000[
2026-05-31,390,M-1823,3991.1,Mohenjo-daro,SEAL:S,square,<START>,004,false,false,<START>,004-002-031-376,390-004-002-031-376,390 004 002 031 376,+390-004-002-031-376+
2026-05-31,390,M-1825,3992.1,Mohenjo-daro,SEAL:S,square,002,705,true,false,157-031-002,705,157-031-002-390-705,157 031 002 390 705,+157-031-002-390-705+
2026-05-31,390,M-1835,3993.1,Mohenjo-daro,SEAL:S,square,001,032,false,false,154-900-004-001,032,154-900-004-001-390-032,154 900 004 001 390 032,+154-900-004-001-390-032+
2026-05-31,390,H-1291,4071.1,Harappa,TAB:I,rectangular,000,590,false,false,000,590,000-390-590,000 390 590,]000-390-590[
2026-05-31,390,-:4155.1,4155.1,Gonur Depe,SEAL:S,square,740,590,false,false,740,590-125-220-235-002-285,740-390-590-125-220-235,740 390 590 125 220 235 002 285,+740-390-590-125-220-235-002-285+
2026-05-31,390,-:4180.1,4180.1,Dholavira,SEAL:S,-,<START>,006,false,false,<START>,006-000,390-006-000,390 006 000,+390-006-000[
2026-05-31,390,-:4182.1,4182.1,Dholavira,SEAL:S,-,740,590,false,false,740,590-231-002-705-530-904,740-390-590-231-002-705,740 390 590 231 002 705 530 904,+740-390-590-231-002-705-530-904+
2026-05-31,390,-:4195.1,4195.1,Dholavira,SEAL:S,square,820,590,false,false,820,590-002-861,820-390-590-002-861,820 390 590 002 861,+820-390-590-002-861+
2026-05-31,390,-:4198.1,4198.1,Dholavira,SEAL:S,square,<START>,550,false,false,<START>,550-452-060-690,390-550-452-060-690,390 550 452 060 690,+390-550-452-060-690+
2026-05-31,390,-:4203.1,4203.1,Dholavira,SEAL:S,square,513,017,false,false,463-513,017-002-463-575,463-513-390-017-002-463-575,463 513 390 017 002 463 575,+463-513/390-017-002-463-575+
2026-05-31,390,-:4229.1,4229.1,Dholavira,SEAL:S,square,740,590,false,false,740,590-220-463-240-001-820-060,740-390-590-220-463-240,740 390 590 220 463 240 001 820 060,+740-390-590-220-463-240-001-820-060+
2026-05-31,390,-:4237.1,4237.1,Dholavira,SEAL:S,square,002,705,true,false,151-032-388-002,705,151-032-388-002-390-705,151 032 388 002 390 705,+151-032-388-002-390-705+
2026-05-31,390,-:4348.1,4348.1,Dholavira,TAG,-,861,<END>,false,true,740-142-000-002-861,<END>,142-000-002-861-390,740 142 000 002 861 390,]740-142-000-002-861-390[
2026-05-31,390,H-1292,4575.1,Harappa,TAB:I,-,000,520,false,false,740-000,520,740-000-390-520,740 000 390 520,]740-000-390-520[
2026-05-31,390,Ns-46,5353.1,Nausharo,SEAL,rectangular-rounded,<START>,790,false,false,<START>,790,390-790,390 790,+390-790+
2026-05-31,390,Ns-67,5368.1,Nausharo,POT:T:g,-,151,000,false,false,000-151,000-002-000-000,000-151-390-000-002-000-000,000 151 390 000 002 000 000,+000-151-390-000-002-000-000[
2026-05-31,390,-:5455.1,5455.1,Khirsara,SEAL:S,square,<START>,016,false,false,<START>,016-013-820,390-016-013-820,390 016 013 820,+390-016-013-820+
2026-05-31,390,-:5465.1,5465.1,Unknown,SEAL:S,square,<START>,840,false,false,<START>,840-741-031-370,390-840-741-031-370,390 840 741 031 370,+390-840-741-031-370+
2026-05-31,390,M-2094,5533.1,Mohenjo-daro,ROD,conical,<START>,390,false,false,<START>,390-390,390-390-390,390 390 390,+390-390-390+
2026-05-31,390,M-2094,5533.1,Mohenjo-daro,ROD,conical,390,390,false,false,390,390,390-390-390,390 390 390,+390-390-390+
2026-05-31,390,M-2094,5533.1,Mohenjo-daro,ROD,conical,390,<END>,false,true,390-390,<END>,390-390-390,390 390 390,+390-390-390+
2026-05-31,405,M-673,3112.1,Mohenjo-daro,SEAL:S,square,<START>,017,false,false,<START>,017,405-017,405 017,+405-017+
2026-05-31,405,-:18.1,18.1,Bakkar Buthi,POT:T:g,-,<START>,844,false,false,<START>,844-032-840-002-861,405-844-032-840-002,405 844 032 840 002 861,+405-844-032-840-002-861+
2026-05-31,405,C-87,57.1,Chanhu-daro,TAG:P,circular,740,<END>,false,true,740,<END>,740-405,740 405,+740-405+
2026-05-31,405,H-1401,192.1,Harappa,POT:T:g,-,000,<END>,false,true,000-000-000-000,<END>,000-000-000-000-405,000 000 000 000 405,+000-000-000-000-405[
2026-05-31,405,H-1047,233.1,Harappa,SEAL:S,square,<START>,004,false,false,<START>,004-745-905,405-004-745-905,405 004 745 905,+405-004-745-905+
2026-05-31,405,M-1641,3834.1,Mohenjo-daro,BNGL,-,<START>,<END>,false,true,<START>,<END>,405,405,+405+
2026-05-31,405,H-1517,315.1,Harappa,ROD,conical,<START>,005,false,false,<START>,005-002,405-005-002,405 005 002,+405-005-002+
2026-05-31,405,M-404,2900.1,Mohenjo-daro,SEAL:R,cuboid-convex,<START>,005,false,false,<START>,005,405-005,405 005,+405-005+
2026-05-31,405,H-1942,409.2,Harappa,TAB:B,prism,<START>,035,false,false,<START>,035-002-861,405-035-002-861,405 035 002 861,+405-035-002-861+
2026-05-31,405,H-1673,430.1,Harappa,SEAL:S,square,<START>,004,false,false,<START>,004-104,405-004-104,405 004 104,+405-004-104+
2026-05-31,405,K-97,1951.1,Kalibangan,POT:T:g,-,<START>,003,false,false,<START>,003,405-003,405 003,+405-003+
2026-05-31,405,H-1114,3960.1,Harappa,TAB:B,rectangular,740,590,false,false,400-740,590-235-806,400-740-405-590-235-806,400 740 405 590 235 806,+400-740-405-590-235-806+
2026-05-31,405,H-1706,623.1,Harappa,SEAL:R,cuboid-convex,<START>,003,false,false,<START>,003-002-293-360,405-003-002-293-360,405 003 002 293 360,+405-003-002-293-360+
2026-05-31,405,H-1983,787.1,Harappa,TAB:B,rectangular,<START>,004,false,false,<START>,004-013-817,405-004-013-817,405 004 013 817,+405-004-013-817+
2026-05-31,405,H-1720,940.1,Harappa,TAG:L,-,893,090,false,false,033-413-893,090-405-326,033-413-893-405-090-405-326,033 413 893 405 090 405 326,+033-413-893-405-090-405-326[
2026-05-31,405,H-1720,940.1,Harappa,TAG:L,-,090,326,false,false,033-413-893-405-090,326,413-893-405-090-405-326,033 413 893 405 090 405 326,+033-413-893-405-090-405-326[
2026-05-31,405,H-1719,942.1,Harappa,TAG:L,-,<START>,090,false,false,<START>,090-405-326-920,405-090-405-326-920,405 090 405 326 920,]405-090-405-326-920+
2026-05-31,405,H-1719,942.1,Harappa,TAG:L,-,090,326,false,false,405-090,326-920,405-090-405-326-920,405 090 405 326 920,]405-090-405-326-920+
2026-05-31,405,H-1657,1020.1,Harappa,SEAL:S,square,740,590,false,false,740,590-032-900-003-806-235-220-032-002-690-921,740-405-590-032-900-003,740 405 590 032 900 003 806 235 220 032 002 690 921,+740-405-590-032-900-003-806-235-220-032-002-690-921+
2026-05-31,405,H-8,1069.1,Harappa,SEAL:S,square,740,590,false,false,354-001-740,590-033-706-002-690-921,354-001-740-405-590-033-706-002,354 001 740 405 590 033 706 002 690 921,+354-001-740-405-590-033-706-002-690-921+
2026-05-31,405,H-21,1081.1,Harappa,SEAL:S,square,<START>,061,false,false,<START>,061-527-555-233-235-806-002-817,405-061-527-555-233,405 061 527 555 233 235 806 002 817,+405-061-527-555-233-235-806-002-817+
2026-05-31,405,H-22,1082.1,Harappa,SEAL:S,square,002,321,true,false,740-920-320-233-806-002,321,320-233-806-002-405-321,740 920 320 233 806 002 405 321,+740-920-320-233-806-002-405-321+
2026-05-31,405,H-23,1083.1,Harappa,SEAL:S,square,176,019,false,false,740-100-176,019,740-100-176-405-019,740 100 176 405 019,+740-100-176-405-019+
2026-05-31,405,H-43,1102.1,Harappa,SEAL:S,square,<START>,690,false,false,<START>,690-032,405-690-032,405 690 032,+405-690-032+
2026-05-31,405,H-134,1175.1,Harappa,SEAL:R,cuboid-convex,740,590,false,false,740,590-220-003-002-861,740-405-590-220-003-002,740 405 590 220 003 002 861,+740-405-590-220-003-002-861+
2026-05-31,405,H-136,1177.1,Harappa,SEAL:R,cuboid-convex,<START>,585,false,false,<START>,585-033-705-235-000,405-585-033-705-235,405 585 033 705 235 000,+405-585-033-705-235-000[
2026-05-31,405,H-141,1182.1,Harappa,SEAL:R,cuboid-convex,<START>,032,false,false,<START>,032-900-003-070-002-233-235,405-032-900-003-070,405 032 900 003 070 002 233 235,+405-032-900-003-070-002-233-235+
2026-05-31,405,H-149,1190.1,Harappa,SEAL:R,cuboid-convex,<START>,061,false,false,<START>,061-033-706-794-630-220-002-820,405-061-033-706-794,405 061 033 706 794 630 220 002 820,+405-061-033-706-794-630-220-002-820+
2026-05-31,405,H-158,1199.1,Harappa,SEAL:R,cuboid-convex,740,590,false,false,154-806-472-001-740,590,806-472-001-740-405-590,154 806 472 001 740 405 590,+154-806-472-001-740-405-590+
2026-05-31,405,H-755,1648.1,Harappa,TAB:B,rectangular,740,590,false,false,400-740,590,400-740-405-590,400 740 405 590,+400-740-405-590[
2026-05-31,405,H-1155,4580.1,Harappa,TAB:B,cylindrical,002,501,true,false,520-240-002,501,520-240-002-405-501,520 240 002 405 501,+520-240-002-405-501+
2026-05-31,405,H-389,1402.1,Harappa,SEAL:S,square,740,590,false,false,740,590-235-002-031-480-625,740-405-590-235-002-031,740 405 590 235 002 031 480 625,+740-405-590-235-002-031-480-625+
2026-05-31,405,H-479,1467.1,Harappa,SEAL:S,square,740,590,false,false,740,590-790,740-405-590-790,740 405 590 790,+740-405-590-790+
2026-05-31,405,H-537,1505.1,Harappa,SEAL:S,square,740,000,false,false,740,000,740-405-000,740 405 000,+740-405-000[
2026-05-31,405,H-641,1556.1,Harappa,SEAL:R,cuboid-convex,<START>,061,false,false,<START>,061-740-100-503-705-000,405-061-740-100-503,405 061 740 100 503 705 000,+405-061-740-100-503-705-000[
2026-05-31,405,H-654,1569.1,Harappa,SEAL:R,rectangular,<START>,061,false,false,<START>,061-740-806,405-061-740-806,405 061 740 806,+405-061-740-806+
2026-05-31,405,H-663,1578.1,Harappa,SEAL:R,cuboid-convex,<START>,002,false,false,<START>,002,405-002,405 002,]405-002[
2026-05-31,405,H-719,1622.1,Harappa,TAB:B,rectangular,<START>,004,false,false,<START>,004-002-861,405-004-002-861,405 004 002 861,+405-004-002-861+
2026-05-31,405,L-36,2009.1,Lothal,SEAL:S,square,065,720,false,false,422-003-001-060-065,720,003-001-060-065-405-720,422 003 001 060 065 405 720,+422-003-001-060-065-405-720+
2026-05-31,405,L-88,2042.1,Lothal,SEAL:R,cuboid-convex,<START>,005,false,false,<START>,005-001-063-615-262,405-005-001-063-615,405 005 001 063 615 262,+405-005-001-063-615-262+
2026-05-31,405,-:2247.1,2247.1,Mohenjo-daro,SEAL:R,rectangular,798,000,false,false,740-798,000,740-798-405-000,740 798 405 000,+740-798-405-000[
2026-05-31,405,M-1684,2271.1,Mohenjo-daro,SEAL:S,square,<START>,371,false,false,<START>,371-031,405-371-031,405 371 031,+405-371-031+
2026-05-31,405,M-1922,2327.1,Mohenjo-daro,SEAL:S,square,740,590,false,false,740,590,740-405-590,740 405 590,+740-405-590+
2026-05-31,405,M-1978,2445.1,Mohenjo-daro,SEAL:R,rectangular,<START>,061,false,false,<START>,061-033-705-236,405-061-033-705-236,405 061 033 705 236,+405-061-033-705-236+
2026-05-31,405,M-10,2539.1,Mohenjo-daro,SEAL:S,square,<START>,061,false,false,<START>,061-070-032-033-706-235-806-002-267-455,405-061-070-032-033,405 061 070 032 033 706 235 806 002 267 455,+405-061-070-032-033-706-235-806-002-267-455+
2026-05-31,405,M-34,2562.1,Mohenjo-daro,SEAL:S,square,002,372,true,false,740-336-176-002,372-374,740-336-176-002-405-372-374,740 336 176 002 405 372 374,+740-336-176-002-405-372-374+
2026-05-31,405,M-41,2569.1,Mohenjo-daro,SEAL:S,square,002,125,true,false,740-636-240-233-235-002,125-820,240-233-235-002-405-125-820,740 636 240 233 235 002 405 125 820,+740-636-240-233-235-002-405-125-820+
2026-05-31,405,M-172,2697.1,Mohenjo-daro,SEAL:S,square,<START>,018,false,false,<START>,018-001-220-786-850,405-018-001-220-786,405 018 001 220 786 850,+405-018-001-220-786-850+
2026-05-31,405,M-359,2855.1,Mohenjo-daro,SEAL:R,cuboid-convex,740,590,false,false,740,590-220-235-803-002-388-385-705-632,740-405-590-220-235-803,740 405 590 220 235 803 002 388 385 705 632,+740-405-590-220-235-803-002-388-385-705-632+
2026-05-31,405,M-386,2882.1,Mohenjo-daro,SEAL:R,cuboid-convex,<START>,004,false,false,<START>,004-001-139,405-004-001-139,405 004 001 139,+405-004-001-139+
2026-05-31,405,M-391,2887.1,Mohenjo-daro,SEAL:R,cuboid-convex,<START>,845,false,false,<START>,845-686-740-793-003-233-805-002-861-533-717,405-845-686-740-793,405 845 686 740 793 003 233 805 002 861 533 717,+405-845-686-740-793-003-233-805-002-861-533-717+
2026-05-31,405,M-392,2888.1,Mohenjo-daro,SEAL:R,cuboid-convex,740,590,false,false,740,590-220-032-806,740-405-590-220-032-806,740 405 590 220 032 806,+740-405-590-220-032-806+
2026-05-31,405,M-416,2912.1,Mohenjo-daro,SEAL:C,circular,001,016,false,false,324-255-001,016,324-255-001-405-016,324 255 001 405 016,+324-255-001-405-016+
2026-05-31,405,M-510,2986.2,Mohenjo-daro,TAB:C,square,<START>,240,false,false,<START>,240-740-176-002-326,405-240-740-176-002,405 240 740 176 002 326,+405-240-740-176-002-326+
2026-05-31,405,M-605,3066.2,Mohenjo-daro,TAB:C,rectangular,740,590,false,false,740,590-220-003,740-405-590-220-003,740 405 590 220 003,+740-405-590-220-003+
2026-05-31,405,M-672,3111.1,Mohenjo-daro,SEAL:S,square,740,590,false,false,740,590-235,740-405-590-235,740 405 590 235,+740-405-590-235+
2026-05-31,405,M-681,3117.1,Mohenjo-daro,SEAL:S,square,<START>,590,false,false,<START>,590,405-590,405 590,]405-590+
2026-05-31,405,M-1304,3609.1,Mohenjo-daro,SEAL:R,cuboid-convex,740,590,false,false,740,590-745,740-405-590-745,740 405 590 745,+740-405-590-745[
2026-05-31,405,M-1306,3611.1,Mohenjo-daro,SEAL:R,rectangular,740,590,false,false,740,590-806-002-820,740-405-590-806-002-820,740 405 590 806 002 820,+740-405-590-806-002-820+
2026-05-31,405,M-1323,3628.1,Mohenjo-daro,SEAL:R,cuboid-convex,798,590,false,false,740-798,590-033-706-806,740-798-405-590-033-706-806,740 798 405 590 033 706 806,+740-798-405-590-033-706-806+
2026-05-31,405,M-1339,3644.1,Mohenjo-daro,SEAL:R,cuboid-convex,<START>,017,false,false,<START>,017-001-000,405-017-001-000,405 017 001 000,+405-017-001-000[
2026-05-31,405,M-1364,3663.1,Mohenjo-daro,SEAL:R,rectangular,<START>,003,false,false,<START>,003-060-820,405-003-060-820,405 003 060 820,+405-003-060-820+
2026-05-31,405,M-1457,3734.2,Mohenjo-daro,TAB:C,square,100,590,false,false,790-740-100,590,790-740-100-405-590,790 740 100 405 590,+790-740-100-405-590+
2026-05-31,405,M-1636,3830.1,Mohenjo-daro,BNGL,-,<START>,631,false,false,<START>,631,405-631,405 631,+405-631+
2026-05-31,405,Pk-1,3862.1,Pirak,SEAL:S,square,440,<END>,false,true,740-176-741-440,<END>,740-176-741-440-405,740 176 741 440 405,+740-176-741-440-405[
2026-05-31,405,-:3865.1,3865.1,Ra's al-Junayz,POT:T:g,-,<START>,004,false,false,<START>,004,405-004,405 004,+405-004+
2026-05-31,405,H-1049,3926.1,Harappa,SEAL:S,square,<START>,004,false,false,<START>,004-002-933,405-004-002-933,405 004 002 933,+405-004-002-933+
2026-05-31,405,H-1366,4096.1,Harappa,POT:T:g,-,999,090,false,false,140-000-999,090,140-000-999-405-090,140 000 999 405 090,]140-000-999-405-090[
2026-05-31,405,H-1414,4114.1,Harappa,POT:T:g,-,<START>,070,false,false,<START>,070-000,405-070-000,405 070 000,+405-070-000[
2026-05-31,405,-:4272.1,4272.1,Dholavira,SEAL:R,cuboid-convex,<START>,016,false,false,<START>,016-002-861,405-016-002-861,405 016 002 861,+405-016-002-861+
2026-05-31,405,-:4895.1,4895.1,Khirsara,SEAL:R,rectangular,001,840,false,false,354-001,840-626-416-220-415-798-745,354-001-405-840-626-416-220,354 001 405 840 626 416 220 415 798 745,+354-001-405-840-626-416-220-415-798-745[
2026-05-31,405,-:5231.1,5231.1,Ur,SEAL:C,-,<START>,090,false,false,<START>,090,405-090,405 090,]405-090[
2026-05-31,405,-:5236.1,5236.1,Lakhanjo-daro,SEAL:S,square,740,590,false,false,740,590-060-146,740-405-590-060-146,740 405 590 060 146,+740-405-590-060-146+
2026-05-31,610,H-74,1132.1,Harappa,SEAL:S,square,002,125,true,false,002,125-032,002-610-125-032,002 610 125 032,+002-610-125-032+
2026-05-31,610,M-1665,2473.1,Mohenjo-daro,SEAL:S,square,002,125,true,false,520-033-705-233-240-002,125-032,705-233-240-002-610-125-032,520 033 705 233 240 002 610 125 032,+520-033-705-233-240-002-610-125-032+
2026-05-31,297-350,Blk-1,19.1,Bala-kot,SEAL:S,square,002,125,true,false,226-003-002,125-413,226-003-002-297-350-125-413,226 003 002 297 350 125 413,+226-003-002-297-350-125-413+
2026-05-31,297-350,Ns-60,5361.1,Nausharo,SEAL:R,rectangular,002,125,true,false,407-063-740-176-236-798-002,125-413,176-236-798-002-297-350-125-413,407 063 740 176 236 798 002 297 350 125 413,+407-063-740-176-236-798-002-297-350-125-413+
2026-05-31,095,C-40,121.1,Chanhu-daro,IMPL,-,390,909,false,false,390,909-005-825-776-220-016,390-095-909-005-825-776,390 095 909 005 825 776 220 016,+390-095-909-005-825-776-220-016+
2026-05-31,095,M-592,278.1,Mohenjo-daro,TAB:C,rectangular,595,<END>,false,true,617-142-001-595,<END>,617-142-001-595-095,617 142 001 595 095,+617-142-001-595-095[
2026-05-31,095,H-1993,744.2,Harappa,TAB:B,rectangular,390,<END>,false,true,740-000-220-004-002-390,<END>,220-004-002-390-095,740 000 220 004 002 390 095,+740-000-220-004-002-390-095+
2026-05-31,095,H-225,1252.1,Harappa,TAB:B,rectangular,850,000,false,false,850,000,850-095-000,850 095 000,]850-095-000+
2026-05-31,095,H-660,1575.1,Harappa,SEAL:R,cuboid-convex,520,033,false,false,520,033-706-240-798,520-095-033-706-240-798,520 095 033 706 240 798,+520-095-033-706-240-798+
2026-05-31,095,Kd-9,1974.1,Kot-Diji,POT:T:g,-,033,<END>,false,true,033,<END>,033-095,033 095,+033-095+
2026-05-31,095,L-1,1984.1,Lothal,SEAL:S,square,812,<END>,false,true,527-550-233-002-812,<END>,550-233-002-812-095,527 550 233 002 812 095,+527-550-233-002-812-095+
2026-05-31,095,M-2053,2284.2,Mohenjo-daro,TAB:C,rectangular,520,585,false,false,407-032-520,585-017-220,407-032-520-095-585-017-220,407 032 520 095 585 017 220,+407-032-520-095-585-017-220+
2026-05-31,095,M-71,2599.1,Mohenjo-daro,SEAL:S,square,390,<END>,false,true,151-279-142-002-390,<END>,279-142-002-390-095,151 279 142 002 390 095,+151-279-142-002-390-095+
2026-05-31,095,M-403,2899.1,Mohenjo-daro,SEAL:R,cuboid-convex,520,<END>,false,true,407-063-520,<END>,407-063-520-095,407 063 520 095,+407-063-520-095+
2026-05-31,095,H-2584,2919.1,Harappa,TAG:R,-,520,033,false,false,806-468-520,033-705,806-468-520-095-033-705,806 468 520 095 033 705,]806-468-520-095-033-705[
2026-05-31,095,M-520,2995.1,Mohenjo-daro,TAB:C,rectangular,595,760,false,false,617-142-001-595,760-744,617-142-001-595-095-760-744,617 142 001 595 095 760 744,+617-142-001-595-095-760-744+
2026-05-31,095,-:5587.1,5587.1,Mohenjo-daro,TAB:C,rectangular,520,585,false,false,407-032-520,585-017-231,407-032-520-095-585-017-231,407 032 520 095 585 017 231,+407-032-520-095-585-017-231+
2026-05-31,095,M-599,3061.2,Mohenjo-daro,TAB:C,rectangular,520,585,false,false,408-032-520,585-017-220,408-032-520-095-585-017-220,408 032 520 095 585 017 220,+408-032-520-095-585-017-220+
