"iteration","has_all_three_categories","has_at_least_four_y_values","has_at_least_three_sites","has_target_and_non240_817","has_outside_861_multisite","categories","y_values","sites"
"566","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"567","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"568","true","true","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Mohenjo-daro"
"569","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"570","true","false","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Mohenjo-daro"
"571","true","true","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Harappa;Mohenjo-daro"
"572","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"573","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"574","true","false","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Mohenjo-daro"
"575","false","false","true","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"576","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Mohenjo-daro"
"577","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Mohenjo-daro"
"578","true","true","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"579","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"580","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"581","true","true","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Kalibangan;Mohenjo-daro"
"582","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"583","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"584","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"585","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;861","Chanhu-daro;Harappa;Mohenjo-daro"
"586","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Kalibangan;Mohenjo-daro"
"587","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"588","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Mohenjo-daro"
"589","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"590","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"591","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Mohenjo-daro"
"592","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Kalibangan;Mohenjo-daro"
"593","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;820;861","Harappa;Kalibangan;Mohenjo-daro"
"594","false","false","true","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"595","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"596","false","false","true","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"597","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"598","true","true","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Harappa;Mohenjo-daro"
"599","true","true","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Mohenjo-daro"
"600","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"601","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","820;861","Harappa;Kalibangan;Mohenjo-daro"
"602","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Mohenjo-daro"
"603","true","true","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Kalibangan;Mohenjo-daro"
"604","true","true","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Harappa;Mohenjo-daro"
"605","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"606","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"607","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Mohenjo-daro"
"608","true","false","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Mohenjo-daro"
"609","false","false","false","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Harappa;Mohenjo-daro"
"610","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"611","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"612","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Kalibangan;Mohenjo-daro"
"613","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"614","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"615","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Mohenjo-daro"
"616","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"617","true","true","true","false","true","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"618","false","false","true","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"619","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"620","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"621","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"622","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"623","true","false","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Mohenjo-daro"
"624","true","true","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Harappa;Mohenjo-daro"
"625","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"626","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;820;861","Harappa;Kalibangan;Mohenjo-daro"
"627","false","false","true","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"628","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Mohenjo-daro"
"629","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"630","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"631","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;820;861","Chanhu-daro;Kalibangan;Mohenjo-daro"
"632","false","true","false","false","false","non240_a_220_032;target_240_220_032","300;817;820;861","Chanhu-daro;Mohenjo-daro"
"633","false","false","true","false","false","non240_a_220_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"634","false","false","false","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Harappa;Mohenjo-daro"
"635","true","true","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Harappa;Mohenjo-daro"
"636","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"637","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Mohenjo-daro"
"638","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"639","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","820;861","Chanhu-daro;Kalibangan;Mohenjo-daro"
"640","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"641","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"642","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"643","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Mohenjo-daro"
"644","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"645","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Mohenjo-daro"
"646","false","false","true","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"647","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"648","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"649","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","820;861","Harappa;Mohenjo-daro"
"650","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"651","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"652","false","false","false","false","false","non240_a_220_032;target_240_220_032","817;820;861","Kalibangan;Mohenjo-daro"
"653","false","false","true","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Chanhu-daro;Kalibangan;Mohenjo-daro"
"654","true","true","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Mohenjo-daro"
"655","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"656","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"657","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"658","true","true","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Mohenjo-daro"
"659","true","false","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Mohenjo-daro"
"660","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Kalibangan;Mohenjo-daro"
"661","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;861","Chanhu-daro;Harappa;Mohenjo-daro"
"662","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Kalibangan;Mohenjo-daro"
"663","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"664","true","false","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Mohenjo-daro"
"665","false","false","true","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"666","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"667","true","true","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Harappa;Mohenjo-daro"
"668","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"669","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"670","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;861","Chanhu-daro;Harappa;Mohenjo-daro"
"671","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"672","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","820;861","Chanhu-daro;Mohenjo-daro"
"673","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"674","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Kalibangan;Mohenjo-daro"
"675","true","false","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Mohenjo-daro"
"676","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Kalibangan;Mohenjo-daro"
"677","false","false","true","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"678","true","false","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Mohenjo-daro"
"679","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820","Chanhu-daro;Harappa;Mohenjo-daro"
"680","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Mohenjo-daro"
"681","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"682","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"683","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"684","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Mohenjo-daro"
"685","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"686","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"687","true","true","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Harappa;Mohenjo-daro"
"688","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;820;861","Chanhu-daro;Mohenjo-daro"
"689","true","true","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Mohenjo-daro"
"690","true","true","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"691","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"692","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"693","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"694","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"695","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"696","true","true","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Mohenjo-daro"
"697","true","true","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"698","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"699","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"700","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"701","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"702","true","true","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Mohenjo-daro"
"703","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"704","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"705","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;820;861","Chanhu-daro;Mohenjo-daro"
"706","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","820;861","Harappa;Mohenjo-daro"
"707","true","true","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"708","false","false","true","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"709","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"710","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"711","false","false","true","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"712","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"713","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","820;861","Chanhu-daro;Kalibangan;Mohenjo-daro"
"714","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"715","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Kalibangan;Mohenjo-daro"
"716","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"717","true","false","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Mohenjo-daro"
"718","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"719","false","false","false","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Chanhu-daro;Mohenjo-daro"
"720","true","true","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Kalibangan;Mohenjo-daro"
"721","false","false","false","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Harappa;Mohenjo-daro"
"722","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Mohenjo-daro"
"723","true","true","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Kalibangan;Mohenjo-daro"
"724","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"725","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;820;861","Chanhu-daro;Mohenjo-daro"
"726","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"727","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","820;861","Harappa;Mohenjo-daro"
"728","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"729","false","false","true","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"730","true","false","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Mohenjo-daro"
"731","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"732","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Kalibangan;Mohenjo-daro"
"733","false","false","false","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Chanhu-daro;Mohenjo-daro"
"734","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"735","false","false","true","false","false","non240_a_220_032;target_240_220_032","817;820;861","Chanhu-daro;Kalibangan;Mohenjo-daro"
"736","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;820;861","Harappa;Kalibangan;Mohenjo-daro"
"737","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"738","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Kalibangan;Mohenjo-daro"
"739","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"740","false","false","false","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Harappa;Mohenjo-daro"
"741","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"742","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"743","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"744","false","true","true","false","false","non240_a_220_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"745","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"746","true","false","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Mohenjo-daro"
"747","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"748","true","false","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Mohenjo-daro"
"749","false","false","true","false","false","non240_a_220_032;outside_a_220_x_032","820;861","Chanhu-daro;Kalibangan;Mohenjo-daro"
"750","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"751","true","true","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Harappa;Mohenjo-daro"
"752","false","false","true","false","false","non240_a_220_032;outside_a_220_x_032","820;861","Harappa;Kalibangan;Mohenjo-daro"
"753","false","false","false","false","false","non240_a_220_032;outside_a_220_x_032","817;820;861","Chanhu-daro;Mohenjo-daro"
"754","true","false","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Mohenjo-daro"
"755","true","true","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Harappa;Mohenjo-daro"
"756","true","true","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Mohenjo-daro"
"757","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"758","true","false","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Mohenjo-daro"
"759","true","false","false","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Mohenjo-daro"
"760","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Mohenjo-daro"
"761","true","true","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","300;817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"762","true","false","false","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Harappa;Mohenjo-daro"
"763","true","false","true","false","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"764","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"765","true","false","true","true","true","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
"766","true","false","true","true","false","non240_a_220_032;outside_a_220_x_032;target_240_220_032","817;820;861","Chanhu-daro;Harappa;Kalibangan;Mohenjo-daro"
