"cisi","source_hint_count","best_source_rank","best_source_file","best_status_text","best_source_url","best_local_image","best_sha256","best_note","source_files"
"H-2140","2","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-2140. Metadata source hooks: H2000-4475; Figure 42.01. Packet rows to verify: 418.1 +700-034+. All local rows to reconcile: 418.1 +700-034+; 418.2 +565-740-176-231+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv"
"H-2141","2","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-2141. Metadata source hooks: H2000-4433; Figure 38.01. Packet rows to verify: 397.1 +700-034+. All local rows to reconcile: 397.1 +700-034+; 397.2 +565-740-176-231+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv"
"H-2143","2","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-2143. Metadata source hooks: H96-2780. Packet rows to verify: 752.1 +700-034+. All local rows to reconcile: 752.1 +700-034+; 752.2 +090-740-792+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv"
"H-215","2","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-215. Metadata source hooks: 13155. Packet rows to verify: 1246.1 +700-034+. All local rows to reconcile: 1246.1 +700-034+; 1246.2 +400-137+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv"
"H-2154","2","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-2154. Metadata source hooks: H96-3176; Figure 19.03. Packet rows to verify: 815.1 +034-700+. All local rows to reconcile: 815.1 +034-700+; 815.2 +400-226+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv"
"H-2155","2","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-2155. Metadata source hooks: H96-3173; Figure 19.12. Packet rows to verify: 812.1 +700-034+. All local rows to reconcile: 812.1 +700-034+; 812.2 +400-236+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv"
"H-2183","3","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-2183. Metadata source hooks: H96-2776; Figure 17.12. Packet rows to verify: 749.1 +700-032+. All local rows to reconcile: 749.1 +700-032+; 749.2 +400-740-575-017-798+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv;source_box_negative_control_candidates.csv"
"H-2184","4","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-2184. Metadata source hooks: H2001-5200; Figure 47.01. Packet rows to verify: 490.1 +700-032+. All local rows to reconcile: 490.1 +700-032+; 490.2 +400-740-032-015+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv;source_box_negative_control_candidates.csv"
"H-2204","10","5","lipi_frame700_034_independent_source_leads.csv","confidence:high_object_identity_medium_alignment","","","","public sources give 19 x 7.3 x 3.5 and 3 incised sides; local row has 19 x 7.3 x 0 and two local rows; reconcile before row use","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_independent_source_leads.csv;lipi_frame700_034_source_acquisition_manifest.csv;lipi_frame700_034_source_coding_sheet_template.csv;lipi_frame700_034_source_route_audit.csv;lipi_frame700_034_two_lane_source_coding_sheet.csv;lipi_frame700_034_two_lane_source_packet.csv;source_box_negative_control_candidates.csv"
"H-2206","3","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-2206. Metadata source hooks: H97-3334; Figure 15.05. Packet rows to verify: 871.1 +700-034+. All local rows to reconcile: 871.1 +700-034+; 871.2 +740-032-025+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv;source_box_negative_control_candidates.csv"
"H-2208","3","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-2208. Metadata source hooks: H94-2179; Figure 27.04. Packet rows to verify: 549.1 +034-700+. All local rows to reconcile: 549.1 +034-700+; 549.2 +400-740-032-027+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv;source_box_negative_control_candidates.csv"
"H-2209","9","5","lipi_frame700_034_independent_source_leads.csv","confidence:no_public_hit_in_checked_layer","","","","paired with H-2204 only after source side relation is checked","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_independent_source_leads.csv;lipi_frame700_034_source_coding_sheet_template.csv;lipi_frame700_034_source_route_audit.csv;lipi_frame700_034_two_lane_source_coding_sheet.csv;lipi_frame700_034_two_lane_source_packet.csv;source_box_negative_control_candidates.csv"
"H-2217","12","5","lipi_frame700_034_independent_source_leads.csv","confidence:no_public_hit_in_checked_layer","","","","paired with H-2204 only after source side relation is checked","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_independent_source_leads.csv;lipi_frame700_034_source_coding_sheet_template.csv;lipi_frame700_034_source_route_audit.csv;lipi_frame700_034_two_lane_source_coding_sheet.csv;lipi_frame700_034_two_lane_source_packet.csv;source_box_negative_control_candidates.csv"
"H-2246","3","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-2246. Metadata source hooks: H2001-5145; Figure 47.05. Packet rows to verify: 484.1 +700-034+. All local rows to reconcile: 484.1 +700-034+; 484.2 +824-032-578-415+; 484.3 +740-760-840-799+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv;source_box_negative_control_candidates.csv"
"H-230","3","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-230. Metadata source hooks: 9059324. Packet rows to verify: 1257.2 +700-032+. All local rows to reconcile: 1257.1 +520-072-219+; 1257.2 +700-032+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv;source_box_negative_control_candidates.csv"
"H-232","3","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-232. Metadata source hooks: H550368. Packet rows to verify: 1259.2 +700-032+. All local rows to reconcile: 1259.1 +400-740-177-519+; 1259.2 +700-032+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv;source_box_negative_control_candidates.csv"
"H-233","3","5","lipi_frame700_034_source_acquisition_manifest.csv","T4_image_pointer_not_source_validated | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-233. Metadata source hooks: 12544387. Packet rows to verify: 1260.2 +700-033+. All local rows to reconcile: 1260.1 +400-740-176+; 1260.2 +700-033+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv;lipi_short_mark_source_acquisition_queue.csv"
"H-251","3","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-251. Metadata source hooks: 8800342. Packet rows to verify: 1276.2 +700-032+. All local rows to reconcile: 1276.1 +400-740-100-240+; 1276.2 +700-032+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv;source_box_negative_control_candidates.csv"
"H-285","2","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-285. Metadata source hooks: J581406. Packet rows to verify: 1307.2 +700-034+. All local rows to reconcile: 1307.1 +740-382-002[; 1307.2 +700-034+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv"
"H-297","2","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-297. Metadata source hooks: no excavation/figure hook in filtered metadata. Packet rows to verify: 1319.2 +700-034+. All local rows to reconcile: 1319.1 +400-151-336-630-706+; 1319.2 +700-034+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv"
"H-307","2","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-307. Metadata source hooks: 1963. Packet rows to verify: 1329.2 +700-034+. All local rows to reconcile: 1329.1 +368-900+; 1329.2 +700-034+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv"
"H-308","2","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-308. Metadata source hooks: 2569. Packet rows to verify: 1330.2 +700-034+. All local rows to reconcile: 1330.1 +400-740-176+; 1330.2 +700-034+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv"
"H-309","3","5","lipi_frame700_034_source_acquisition_manifest.csv","T4_text_pointer_not_source_validated | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-309. Metadata source hooks: 2056(1). Packet rows to verify: 1331.2 +700-033+. All local rows to reconcile: 1331.1 +400-740-176+; 1331.2 +700-033+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv;lipi_short_mark_source_acquisition_queue.csv"
"H-312","2","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-312. Metadata source hooks: 2483. Packet rows to verify: 1334.2 +700-034+. All local rows to reconcile: 1334.1 +400-740-176+; 1334.2 +700-034+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv"
"H-313","2","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-313. Metadata source hooks: 2648. Packet rows to verify: 1335.2 +700-034+. All local rows to reconcile: 1335.1 +400-740-176+; 1335.2 +700-034+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv"
"H-314","2","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-314. Metadata source hooks: 3091. Packet rows to verify: 1336.2 +700-034+. All local rows to reconcile: 1336.1 +400-740-176+; 1336.2 +700-034+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv"
"H-316","3","5","lipi_frame700_034_source_acquisition_manifest.csv","T4_text_pointer_not_source_validated | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-316. Metadata source hooks: 2480. Packet rows to verify: 1338.2 +700-033+. All local rows to reconcile: 1338.1 +400-740-176+; 1338.2 +700-033+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv;lipi_short_mark_source_acquisition_queue.csv"
"H-317","2","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-317. Metadata source hooks: 3025. Packet rows to verify: 1339.2 +700-034+. All local rows to reconcile: 1339.1 +400-740-176+; 1339.2 +700-034+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv"
"H-319","2","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-319. Metadata source hooks: 10060544. Packet rows to verify: 1341.2 +700-034+. All local rows to reconcile: 1341.1 +520-220-415+; 1341.2 +700-034+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv"
"H-320","2","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-320. Metadata source hooks: 3173. Packet rows to verify: 1342.2 +700-034+. All local rows to reconcile: 1342.1 +520-240-000+; 1342.2 +700-034+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv"
"H-321","3","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-321. Metadata source hooks: J575. Packet rows to verify: 1343.2 +032-700+. All local rows to reconcile: 1343.1 +740-690-630-240+; 1343.2 +032-700+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv;source_box_negative_control_candidates.csv"
"H-322","4","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-322. Metadata source hooks: no excavation/figure hook in filtered metadata. Packet rows to verify: 1344.2 +700-032+. All local rows to reconcile: 1344.1 +400-740-032-028+; 1344.2 +700-032+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv;source_box_negative_control_candidates.csv"
"H-324","2","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-324. Metadata source hooks: 11851484. Packet rows to verify: 1346.2 +700-034+. All local rows to reconcile: 1346.1 +400-156-384-031+; 1346.2 +700-034+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv"
"H-341","3","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-341. Metadata source hooks: 4080419. Packet rows to verify: 1362.2 +700-032+. All local rows to reconcile: 1362.1 +400-740-336-176+; 1362.2 +700-032+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv;source_box_negative_control_candidates.csv"
"H-350","2","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-350. Metadata source hooks: 3534a576. Packet rows to verify: 1369.2 +700-034+. All local rows to reconcile: 1369.1 +740-690-642-240+; 1369.2 +700-034+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv"
"H-351","3","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-351. Metadata source hooks: 2429581. Packet rows to verify: 1370.2 +700-034+. All local rows to reconcile: 1370.1 +400-740-032-060-013+; 1370.2 +700-034+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv;source_box_negative_control_candidates.csv"
"H-353","12","5","lipi_frame700_034_source_acquisition_manifest.csv","T4_text_pointer_not_source_validated | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-353. Metadata source hooks: 1348. Packet rows to verify: 1372.2 +700-033+. All local rows to reconcile: 1372.1 +400-740-176+; 1372.2 +700-033+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv;lipi_frame700_034_source_panel_graph_edges.csv;lipi_frame700_034_source_panel_graph_nodes.csv;lipi_frame700_034_source_route_audit.csv;lipi_frame700_034_two_lane_source_coding_sheet.csv;lipi_frame700_034_two_lane_source_packet.csv;lipi_short_mark_source_acquisition_queue.csv"
"H-355","3","5","lipi_frame700_034_source_acquisition_manifest.csv","T4_text_pointer_not_source_validated | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-355. Metadata source hooks: 1274. Packet rows to verify: 1374.2 +700-033+; 1374.3 +700-033+. All local rows to reconcile: 1374.1 +400-740-176+; 1374.2 +700-033+; 1374.3 +700-033+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv;lipi_short_mark_source_acquisition_queue.csv"
"H-356","2","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-356. Metadata source hooks: 2478. Packet rows to verify: 1375.1 +700-033+. All local rows to reconcile: 1375.1 +700-033+; 1375.2 +400-740-176+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv"
"H-357","3","5","lipi_frame700_034_source_acquisition_manifest.csv","T4_text_pointer_not_source_validated | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-357. Metadata source hooks: 2917. Packet rows to verify: 1376.2 +700-033+. All local rows to reconcile: 1376.1 +400-740-176+; 1376.2 +700-033+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv;lipi_short_mark_source_acquisition_queue.csv"
"H-358","2","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-358. Metadata source hooks: 11390579. Packet rows to verify: 1377.2 +034-700+. All local rows to reconcile: 1377.1 +400-156-435-255+; 1377.2 +034-700+; 1377.3 +740-000+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv"
"H-363","2","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-363. Metadata source hooks: 13030. Packet rows to verify: 1382.2 +700-034+. All local rows to reconcile: 1382.1 +565-741-263+; 1382.2 +700-034+; 1382.3 +692-892+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv"
"H-543","11","5","lipi_034_m2104_source_visual_notes.csv","control_plate_visible_broken","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n324_w2000.jpg","","","","effective_unicity_directionality_source_queue_source_index.csv;lipi_034_m2104_source_route_hits.csv;lipi_034_m2104_source_visual_notes.csv"
"H-544","14","5","lipi_034_m2104_source_visual_notes.csv","control_plate_visible","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n325_w2000.jpg","","","","effective_unicity_directionality_source_queue_source_index.csv;lipi_034_m2104_source_route_hits.csv;lipi_034_m2104_source_visual_notes.csv"
"H-697","4","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-697. Metadata source hooks: 10965. Packet rows to verify: 1602.2 +700-032+. All local rows to reconcile: 1602.1 +740-904-240-002-817+; 1602.2 +700-032+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv;source_box_negative_control_candidates.csv"
"H-766","3","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-766. Metadata source hooks: H715359. Packet rows to verify: 1658.2 +700-032+. All local rows to reconcile: 1658.1 +065-826+; 1658.2 +700-032+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv;source_box_negative_control_candidates.csv"
"H-768","3","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-768. Metadata source hooks: 10997358. Packet rows to verify: 1660.2 +700-032+. All local rows to reconcile: 1660.1 +400-740-033-705-233-235-000+; 1660.2 +700-032+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv;source_box_negative_control_candidates.csv"
"H-771","17","5","lipi_frame700_034_independent_source_leads.csv","confidence:no_public_hit_in_checked_layer","","","","need source image because catalog handle alone is not enough","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_independent_source_leads.csv;lipi_frame700_034_source_acquisition_manifest.csv;lipi_frame700_034_source_coding_sheet_template.csv;lipi_frame700_034_source_panel_graph_edges.csv;lipi_frame700_034_source_panel_graph_nodes.csv;lipi_frame700_034_source_route_audit.csv;lipi_frame700_034_two_lane_source_coding_sheet.csv;lipi_frame700_034_two_lane_source_packet.csv;source_box_negative_control_candidates.csv"
"H-777","3","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-777. Metadata source hooks: H86-01. Packet rows to verify: 1668.1 +032-700+. All local rows to reconcile: 1668.1 +032-700+; 1668.2 +390-004-104+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv;source_box_negative_control_candidates.csv"
"H-780","2","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-780. Metadata source hooks: 3789361. Packet rows to verify: 1671.2 +700-034+. All local rows to reconcile: 1671.1 +740-400-142-061+; 1671.2 +700-034+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv"
"H-785","2","5","lipi_frame700_034_source_acquisition_manifest.csv","no_public_lead_source_required | source_acquisition_only_source_images_not_validated","","","","Request source-grade images/plates for all catalog rows of H-785. Metadata source hooks: 11348681. Packet rows to verify: 1676.1 +700-034+. All local rows to reconcile: 1676.1 +700-034+; 1676.2 +740-255-000+. Needed: side labels/order, image/impression direction, sign segmentation, object material/shape/dimensions, and proof rows are distinct physical sides.","effective_unicity_directionality_source_queue_source_index.csv;lipi_frame700_034_source_acquisition_manifest.csv"
