"id","cisi","site","type","material","dir","position","length","prev","next","next2","at_start","at_end","text"
"2432.2","M-2014","Mohenjo-daro","TAB:B","Clay","R/L","3","4","798","","","False","True","+527-550-798-220+"
"2441.1","M-1912","Mohenjo-daro","SEAL:S","Steatite","R/L","1","3","520","003","","False","False","+520-220-003+"
"2459.1","M-1882","Mohenjo-daro","SEAL:S","Steatite","R/L","2","5","927","235","000","False","False","+740-927-220-235-000["
"2475.1","M-1841","Mohenjo-daro","SEAL:S","Steatite","R/L","3","8","260","255","220","False","False","+740-760-260/220-255-220-063-315+"
"2475.1","M-1841","Mohenjo-daro","SEAL:S","Steatite","R/L","5","8","255","063","315","False","False","+740-760-260/220-255-220-063-315+"
"2480.1","M-1985","Mohenjo-daro","SEAL:R","Steatite","R/L","3","7","717","415","806","False","False","+100-904-717-220-415-806-742+"
"2485.1","M-1687","Mohenjo-daro","SEAL:S","Steatite","R/L","1","4","520","368","817","False","False","+520-220-368-817+"
"2490.1","M-1667","Mohenjo-daro","SEAL:S","Steatite","R/L","4","9","255","032","002","False","False","+740-690-435-255-220-032-002-717-820+"
"2501.1","M-1812","Mohenjo-daro","SEAL:S","Steatite","R/L","2","4","000","032","","False","False","+000-000-220-032+"
"2506.1","M-1716","Mohenjo-daro","SEAL:S","Steatite","R/L","1","6","520","240","803","False","False","+520-220-240-803-002-820+"
"2507.1","M-1730","Mohenjo-daro","SEAL:S","Steatite","R/L","3","6","510","065","393","False","False","+740-460-510-220-065-393+"
"2510.1","M-1884","Mohenjo-daro","SEAL:S","Steatite","R/L","1","6","520","016","002","False","False","+520-220-016-002-416-000+"
"2513.1","M-1776","Mohenjo-daro","SEAL:S","Steatite","R/L","1","5","520","803","741","False","False","+520-220-803-741-262+"
"2516.1","M-1672","Mohenjo-daro","SEAL:S","Steatite","R/L","1","6","520","003","741","False","False","+520-220-003-741-060-920+"
"2518.1","M-2019","Mohenjo-daro","TAB:B","Clay","-","2","3","000","","","False","True","+000-000-220+"
"2550.1","M-22","Mohenjo-daro","SEAL:S","Steatite","R/L","3","7","176","032","798","False","False","+740-904-176-220-032-798-000["
"2551.1","M-23","Mohenjo-daro","SEAL:S","Steatite","R/L","9","13","520","235","001","False","False","+842-871-192-368/740-482-060-692-520-220-235-001-920+"
"2557.1","M-29","Mohenjo-daro","SEAL:S","Steatite","R/L","6","9","002","455","503","False","False","+740-055-240-235-806-002-220-455-503+"
"2564.1","M-36","Mohenjo-daro","SEAL:S","Steatite","R/L","3","9","630","032","002","False","False","+740-794-630-220-032-002-368-906-329+"
"2565.1","M-37","Mohenjo-daro","SEAL:S","Steatite","R/L","1","3","520","415","","False","False","+520-220-415+"
"2566.1","M-38","Mohenjo-daro","SEAL:S","Steatite","R/L","4","13","255","032","240","False","False","+740-690-435-255-220-032-240-235-002-390-125-632-032+"
"2574.1","M-46","Mohenjo-daro","SEAL:S","Steatite","R/L","5","8","002","065","215","False","False","+740-798-240-235-002-220-065-215+"
"2577.1","M-49","Mohenjo-daro","SEAL:S","Steatite","R/L","3","10","240","032","002","False","False","+527-550-240-220-032-002-300-350-032-190+"
"2580.1","M-52","Mohenjo-daro","SEAL:S","Steatite","R/L","3","10","032","415","235","False","False","+740-904-032-220-415-235-803-002-504-717+"
"2581.1","M-53","Mohenjo-daro","SEAL:S","Steatite","R/L","2","9","740","016","002","False","False","+090-740-220-016-002-297-190-920-140+"
"2589.1","M-61","Mohenjo-daro","SEAL:S","Steatite","R/L","3","7","231","455","615","False","False","+740-000-231-220-455-615-689+"
"2592.1","M-64","Mohenjo-daro","SEAL:S","Steatite","R/L","4","6","060","004","","False","False","+520-033-706-060-220-004+"
"2593.1","M-65","Mohenjo-daro","SEAL:S","Steatite","R/L","1","6","520","031","001","False","False","+520-220-031-001-706-575+"
"2603.1","M-75","Mohenjo-daro","SEAL:S","Steatite","R/L","1","5","520","004","002","False","False","+520-220-004-002-817+"
"2618.1","M-91","Mohenjo-daro","SEAL:S","Steatite","R/L","3","9","798","032","002","False","False","+740-100-798-220-032-002-861-255-416+"
"2621.1","M-94","Mohenjo-daro","SEAL:S","Steatite","R/L","3","5","590","003","","False","False","+740-390-590-220-003+"
"2631.1","M-104","Mohenjo-daro","SEAL:S","Steatite","R/L","2","5","740","235","853","False","False","+090-740-220-235-853+"
"2635.1","M-108","Mohenjo-daro","SEAL:S","Steatite","R/L","2","7","820","065","798","False","False","+413-820-220-065-798-550-820+"
"2636.1","M-109","Mohenjo-daro","SEAL:S","Steatite","R/L","2","7","879","415","002","False","False","+740-879-220-415-002-287-140+"
"2639.1","M-112","Mohenjo-daro","SEAL:S","Steatite","R/L","2","8","760","016","382","False","False","+740-760-220-016-382-741-572-684+"
"2644.1","M-117","Mohenjo-daro","SEAL:S","Steatite","R/L","3","8","705","803","055","False","False","+520-033-705-220-803-055-002-820+"
"2651.1","M-124","Mohenjo-daro","SEAL:S","Clay","R/L","2","4","923","032","","False","False","+740-923-220-032+"
"2654.1","M-127","Mohenjo-daro","SEAL:S","Steatite","R/L","2","5","740","741","176","False","False","+565-740-220-741-176+"
"2657.1","M-130","Mohenjo-daro","SEAL:S","Steatite","R/L","2","6","094","032","002","False","False","+740-094-220-032-002-144+"
"2660.1","M-133","Mohenjo-daro","SEAL:S","Steatite","R/L","3","8","240","255","812","False","False","+527-550-240-220-255-812-906-388+"
"2663.1","M-136","Mohenjo-daro","SEAL:S","Steatite","R/L","2","7","740","016","031","False","False","+090-740-220-016-031-908-545+"
"2667.1","M-140","Mohenjo-daro","SEAL:S","Faience","R/L","3","7","002","065","440","False","False","+740-336-002-220-065-440-455+"
"2674.1","M-147","Mohenjo-daro","SEAL:S","Steatite","R/L","3","6","002","455","520","False","False","+226-803-002-220-455-520+"
"2678.1","M-151","Mohenjo-daro","SEAL:S","Steatite","R/L","0","3","","065","864","True","False","+220-065-864+"
"2681.1","M-154","Mohenjo-daro","SEAL:S","Steatite","R/L","1","7","520","621","415","False","False","+520-220-621-415-002-257-898+"
"2689.1","M-163","Mohenjo-daro","SEAL:S","Steatite","R/L","1","5","520","415","060","False","False","+520-220-415-060-820+"
"2697.1","M-172","Mohenjo-daro","SEAL:S","Steatite","R/L","3","6","001","786","850","False","False","+405-018-001-220-786-850+"
"2699.1","M-174","Mohenjo-daro","SEAL:S","Steatite","R/L","2","6","923","032","002","False","False","+740-923-220-032-002-820+"
"2710.1","M-185","Mohenjo-daro","SEAL:S","Steatite","R/L","1","2","520","","","False","True","+520-220+"
"2728.1","M-203","Mohenjo-daro","SEAL:S","Steatite","R/L","5","6","081","","","False","True","+740-390-590-741-081-220+"
"2735.1","M-211","Mohenjo-daro","SEAL:S","Steatite","R/L","3","7","100","002","031","False","False","+090-740-100-220-002-031-165+"
"2742.1","M-218","Mohenjo-daro","SEAL:S","Steatite","R/L","1","3","400","428","","False","False","+400-220-428+"
"2745.1","M-221","Mohenjo-daro","SEAL:S","-","R/L","3","7","335","032","002","False","False","+740-760-335-220-032-002-820+"
"2757.1","M-234","Mohenjo-daro","SEAL:S","Steatite","R/L","9","13","520","235","001","False","False","+842-535-099-004/740-482-060-692-520-220-235-001-920+"
"2760.1","M-237","Mohenjo-daro","SEAL:S","Steatite","R/L","3","6","626","016","000","False","False","+565-740-626-220-016-000["
"2763.1","M-240","Mohenjo-daro","SEAL:S","Steatite","R/L","2","7","240","032","002","False","False","+520-240-220-032-002-861-603+"
"2772.1","M-249","Mohenjo-daro","SEAL:S","Steatite","R/L","4","6","176","803","","False","False","+140-165-740-176-220-803+"
"2779.1","M-256","Mohenjo-daro","SEAL:S","Steatite","R/L","2","5","804","060","550","False","False","+930/804-220-060-550+"
"2783.1","M-260","Mohenjo-daro","SEAL:S","Faience","R/L","2","6","740","014","002","False","False","+090-740-220-014-002-820+"
"2798.1","M-277","Mohenjo-daro","SEAL:S","Steatite","R/L","2","5","803","368","000","False","False","+740-803-220-368-000+"
"2800.1","M-279","Mohenjo-daro","SEAL:S","Steatite","R/L","1","6","520","415","002","False","False","+520-220-415-002-700-000+"
"2814.1","M-294","Mohenjo-daro","SEAL:S","Steatite","R/L","1","3","740","003","","False","False","+740-220-003+"
"2816.1","M-296","Mohenjo-daro","SEAL:S","Steatite","R/L","2","5","520","060","880","False","False","+621-520-220-060-880+"
"2823.1","M-304","Mohenjo-daro","SEAL:S","Steatite","R/L","2","7","740","742","534","False","False","+090-740-220-742-534-550-090+"
"2824.1","M-305","Mohenjo-daro","SEAL:S","Steatite","-","1","5","000","241","002","False","False","]000-220-241-002-000["
"2827.1","M-308","Mohenjo-daro","SEAL:S","Steatite","R/L","1","5","520","002","727","False","False","+520-220-002-727-317+"
"2837.1","M-319","Mohenjo-daro","SEAL:S","Steatite","R/L","4","6","240","032","","False","False","+740-812-033-240-220-032+"
"2841.1","M-323","Mohenjo-daro","SEAL:S","Steatite","R/L","1","4","520","415","235","False","False","+520-220-415-235+"
"2855.1","M-359","Mohenjo-daro","SEAL:R","Steatite","R/L","3","11","590","235","803","False","False","+740-405-590-220-235-803-002-388-385-705-632+"
"2861.1","M-365","Mohenjo-daro","SEAL:R","Steatite","R/L","4","8","705","415","060","False","False","+527-550-033-705-220-415-060-550+"
"2865.1","M-369","Mohenjo-daro","SEAL:R","Steatite","R/L","5","11","240","415","806","False","False","+740-690-435-255-240-220-415-806-742-060-920+"
"2871.1","M-375","Mohenjo-daro","SEAL:R","Steatite","R/L","3","7","233","032","002","False","False","+740-100-233-220-032-002-820+"
"2877.1","M-381","Mohenjo-daro","SEAL:R","Steatite","R/L","2","7","055","032","798","False","False","+740-055-220-032-798-002-820+"
"2888.1","M-392","Mohenjo-daro","SEAL:R","Steatite","R/L","3","6","590","032","806","False","False","+740-405-590-220-032-806+"
"2891.1","M-395","Mohenjo-daro","SEAL:R","Steatite","R/L","1","4","520","415","798","False","False","+520-220-415-798+"
"2902.1","M-406","Mohenjo-daro","SEAL:R","Steatite","R/L","1","4","000","415","832","False","False","]000-220-415-832["
"2906.1","M-410","Mohenjo-daro","SEAL:R","Steatite","NR","0","1","","","","True","True","+220+"
"2908.1","M-412","Mohenjo-daro","SEAL:R","Steatite","R/L","3","5","140","415","","False","False","+031-625-140-220-415+"
"2910.1","M-414","Mohenjo-daro","SEAL:R","Steatite","-","0","3","","786","255","True","False","+220-786-255+"
"2928.2","M-434","Mohenjo-daro","MDLN","-","R/L","3","4","000","","","False","True","+400-000-000-220+"
"2938.1","M-453","Mohenjo-daro","TAB:B","Faience","R/L","3","6","840","002","861","False","False","+740-032-840-220-002-861+"
"2953.1","M-468","Mohenjo-daro","TAB:B","-","R/L","2","5","740","415","798","False","False","+400-740-220-415-798+"
"2954.1","M-469","Mohenjo-daro","TAB:B","Faience","R/L","2","5","740","415","798","False","False","+400-740-220-415-798+"
"2958.1","M-473","Mohenjo-daro","TAB:B","Faience","R/L","2","3","100","","","False","True","+740-100-220+"
"2983.1","M-507","Mohenjo-daro","TAB:C","Copper","R/L","2","4","845","415","","False","False","+407-845-220-415+"
"2984.1","M-508","Mohenjo-daro","TAB:C","Copper","R/L","2","4","845","415","","False","False","+407-845-220-415+"
"2987.2","M-511","Mohenjo-daro","TAB:C","Copper","R/L","2","4","176","032","","False","False","+740-176-220-032+"
"2988.2","M-512","Mohenjo-daro","TAB:C","Copper","R/L","2","4","176","032","","False","False","+740-176-220-032+"
"3041.1","M-571","Mohenjo-daro","TAB:C","Copper","R/L","2","4","773","032","","False","False","+740-773-220-032+"
"3061.2","M-599","Mohenjo-daro","TAB:C","Copper","L/R","6","7","017","","","False","True","+408-032-520-095-585-017-220+"
"3066.2","M-605","Mohenjo-daro","TAB:C","Copper","R/L","3","5","590","003","","False","False","+740-405-590-220-003+"
"3069.1","M-608","Mohenjo-daro","TAB:C","Copper","R/L","1","3","740","000","","False","False","+740-220-000+"
"3073.1","M-621","Mohenjo-daro","SEAL:S","Steatite","R/L","3","6","233","001","820","False","False","]033-706-233-220-001-820+"
"3074.1","M-623","Mohenjo-daro","SEAL:S","-","R/L","4","11","176","415","798","False","False","+740-760-175-176-220-415-798-002-299-530-820+"
"3078.1","M-627","Mohenjo-daro","SEAL:S","Steatite","R/L","5","6","440","","","False","True","+617-243-741-615-440-220+"
"3081.1","M-631","Mohenjo-daro","SEAL:S","Steatite","R/L","4","8","240","032","368","False","False","+520-033-706-240-220-032-368-263+"
"3082.1","M-632","Mohenjo-daro","SEAL:S","Steatite","R/L","1","7","000","415","798","False","False","]000-220-415-798-746-442-556+"
"3084.1","M-634","Mohenjo-daro","SEAL:S","Steatite","R/L","2","10","740","415","001","False","False","+679-740-220-415-001-820-812-820-140-820+"
"3085.1","M-636","Mohenjo-daro","SEAL:S","Steatite","R/L","3","8","235","032","002","False","False","+527-555-235-220-032-002-000-216+"
"3092.1","M-648","Mohenjo-daro","SEAL:S","-","R/L","3","7","100","032","741","False","False","+090-740-100-220-032-741-361+"
"3094.1","M-650","Mohenjo-daro","SEAL:S","Steatite","R/L","1","6","520","415","519","False","False","+520-220-415-519-002-817+"
"3095.1","M-651","Mohenjo-daro","SEAL:S","Steatite","R/L","2","6","717","240","002","False","False","+740-717-220-240-002-820+"
"3097.1","M-655","Mohenjo-daro","SEAL:S","Steatite","R/L","4","7","002","880","689","False","False","+740-717-233-002-220-880-689+"
"3100.1","M-661","Mohenjo-daro","SEAL:S","Steatite","R/L","2","6","798","415","741","False","False","+740-798-220-415-741-072+"
"3113.1","M-674","Mohenjo-daro","SEAL:S","Steatite","R/L","3","5","706","415","","False","False","+520-033-706-220-415+"
"3118.1","-","Unknown","SEAL:S","-","R/L","4","7","832","003","853","False","False","+520-070-255-832-220-003-853+"
"3140.1","M-715","Mohenjo-daro","SEAL:S","Steatite","R/L","1","6","520","016","741","False","False","+520-220-016-741-556-000["
"3144.1","M-720","Mohenjo-daro","SEAL:S","Steatite","R/L","3","7","923","032","002","False","False","+000-740-923-220-032-002-817+"
"3146.1","M-722","Mohenjo-daro","SEAL:S","Steatite","R/L","3","7","240","032","002","False","False","+740-585-240-220-032-002-817+"
"3147.1","M-723","Mohenjo-daro","SEAL:S","Steatite","R/L","4","8","235","032","002","False","False","+740-460-510-235-220-032-002-861+"
"3149.1","M-725","Mohenjo-daro","SEAL:S","Steatite","R/L","2","7","740","003","741","False","False","+090-740-220-003-741-252-530+"
"3150.1","M-726","Mohenjo-daro","SEAL:S","-","R/L","4","9","236","032","803","False","False","+031-850-140-236-220-032-803-002-820+"
"3155.1","M-731","Mohenjo-daro","SEAL:S","-","R/L","1","2","151","","","False","True","+151-220+"
"3157.1","M-733","Mohenjo-daro","SEAL:S","Steatite","R/L","3","8","760","892","590","False","False","+151-740-760-220/892-590-850-032+"
"3161.1","M-737","Mohenjo-daro","SEAL:S","Steatite","R/L","4","6","740","000","","False","False","+706-000/090-740-220-000["
"3169.1","M-746","Mohenjo-daro","SEAL:S","Steatite","R/L","2","8","440","032","741","False","False","+740-440-220-032-741-390-590-032+"
"3186.1","M-768","Mohenjo-daro","SEAL:S","Steatite","R/L","3","5","320","415","","False","False","+520-920-320-220-415["
"3268.1","M-856","Mohenjo-daro","SEAL:S","Steatite","R/L","4","7","060","065","374","False","False","+740-575-017-060-220-065-374+"
"3278.1","M-868","Mohenjo-daro","SEAL:S","-","R/L","4","7","231","002","817","False","False","+520-033-705-231-220-002-817+"
"3289.1","M-881","Mohenjo-daro","SEAL:S","Steatite","R/L","0","4","","065","615","True","False","]220-065-615-066+"
"3292.1","M-886","Mohenjo-daro","SEAL:S","-","-","0","1","","","","True","True","]220+"
"3305.1","M-900","Mohenjo-daro","SEAL:S","Steatite","R/L","4","10","233","415","798","False","False","+740-390-590-233-220-415-798-838-002-820+"
"3311.1","M-914","Mohenjo-daro","SEAL:S","Steatite","R/L","3","5","320","415","","False","False","+520-920-320-220-415+"
"3318.1","M-921","Mohenjo-daro","SEAL:S","-","R/L","2","6","740","060","297","False","False","+550-740-220-060-297-630+"
"3338.1","M-943","Mohenjo-daro","SEAL:S","Steatite","R/L","2","5","176","415","798","False","False","+740-176-220-415-798+"
"3357.1","M-962","Mohenjo-daro","SEAL:S","-","R/L","1","4","520","240","235","False","False","+520-220-240-235+"
"3360.1","M-967","Mohenjo-daro","SEAL:S","Steatite","R/L","3","4","440","","","False","True","+401-861-440-220+"
"3371.1","M-978","Mohenjo-daro","SEAL:S","-","R/L","1","2","520","","","False","True","+520-220+"
"3377.1","-","Dholavira","TAG","Clay","R/L","1","5","000","000","740","False","False","]000-220-000-740-000["
"3405.1","M-1020","Mohenjo-daro","SEAL","Steatite","R/L","3","4","001","","","False","True","+740-554-001-220["
"3409.1","M-1027","Mohenjo-daro","SEAL:S","-","R/L","2","7","176","415","002","False","False","+740-176-220-415-002-435-000["
"3413.1","M-1031","Mohenjo-daro","SEAL:S","-","R/L","1","4","520","415","817","False","False","+520-220-415-817["
"3421.1","M-1044","Mohenjo-daro","SEAL:S","Steatite","R/L","1","5","520","032","002","False","False","+520-220-032-002-861+"
"3427.1","M-1052","Mohenjo-daro","SEAL:R","-","R/L","2","10","740","032","806","False","False","+679-740-220-032-806-001-595-575-001-095+"
"3431.1","M-1057","Mohenjo-daro","SEAL:S","Faience","R/L","5","8","440","705","000","False","False","+353-090-350-001-440-220-705-000["
"3434.1","M-1060","Mohenjo-daro","SEAL","Steatite","R/L","3","4","320","","","False","True","+550-920-320-220["
"3464.1","M-1090","Mohenjo-daro","SEAL:S","Steatite","R/L","1","6","520","235","000","False","False","+520-220-235-000-130-741+"
"3483.1","M-1112","Mohenjo-daro","SEAL:S","Steatite","R/L","2","7","585","002","130","False","False","+740-585-220/002-130-035-171+"
"3492.1","M-1121","Mohenjo-daro","SEAL:S","-","R/L","2","3","585","","","False","True","+000-585-220+"
"3509.1","M-1148","Mohenjo-daro","SEAL:S","Steatite","R/L","1","4","520","002","861","False","False","+520-220-002-861+"
"3519.1","M-1159","Mohenjo-daro","SEAL:S","Steatite","R/L","1","6","232","032","002","False","False","+232-220-032-002-168-032+"
"3529.1","M-1169","Mohenjo-daro","SEAL:S","Steatite","R/L","3","11","705","032","231","False","False","+520-033-705-220-032/231-072-002-270-633-032+"
"3540.1","M-1189","Mohenjo-daro","SEAL:S","Steatite","R/L","4","7","000","002","824","False","False","]861-892-692/000-220-002-824["
"3556.1","M-1206","Mohenjo-daro","SEAL:S","Steatite","R/L","1","3","520","034","","False","False","+520-220-034+"
"3572.1","M-1265","Mohenjo-daro","SEAL:R","Steatite","R/L","3","6","240","032","806","False","False","+740-055-240-220-032-806+"
"3582.1","M-1275","Mohenjo-daro","SEAL:R","-","R/L","3","6","440","032","798","False","False","+740-752-440-220-032-798+"
"3599.1","M-1294","Mohenjo-daro","SEAL:R","Steatite","R/L","2","3","176","","","False","True","+740-176-220["
"3600.1","M-1295","Mohenjo-daro","SEAL:R","Steatite","R/L","2","6","845","415","798","False","False","+407-845-220-415-798-000["
"3617.1","M-1312","Mohenjo-daro","SEAL:R","Steatite","R/L","2","3","740","","","False","True","+400-740-220+"
"3634.1","M-1329","Mohenjo-daro","SEAL:R","Steatite","R/L","3","6","001","455","820","False","False","]000-142-001-220-455-820+"
"3635.1","M-1330","Mohenjo-daro","SEAL:R","Steatite","R/L","2","3","845","","","False","True","+407-845-220["
"3649.1","M-1344","Mohenjo-daro","SEAL:R","Steatite","R/L","2","3","407","","","False","True","+740-407-220["
"3651.1","M-1350","Mohenjo-daro","SEAL:R","Steatite","R/L","2","8","371","415","803","False","False","+406-371-220-415-803-742-920-320+"
"3661.1","M-1362","Mohenjo-daro","SEAL:R","Steatite","L/R","2","4","070","032","","False","False","+390-070-220-032["
"3711.1","M-1426","Mohenjo-daro","TAB:B","Clay","R/L","3","8","036","415","798","False","False","+740-760-036-220-415-798-002-861+"
"3712.1","M-1427","Mohenjo-daro","TAG:O","Clay","R/L","3","8","002","627","615","False","False","+484-140-002-220-627-615-906-388+"
"3713.1","M-1429","Mohenjo-daro","TAB:B","-","R/L","4","7","740","003","803","False","False","+090-740-792-740-220-003-803+"
"3720.1","M-1439","Mohenjo-daro","TAB:B","-","R/L","1","3","740","003","","False","False","+740-220-003+"
"3721.1","M-1440","Mohenjo-daro","TAG:O","Faience","-","1","3","000","002","","False","False","]000-220-002+"
"3722.1","M-1441","Mohenjo-daro","SEAL:R","-","R/L","1","3","740","003","","False","False","+740-220-003+"
"3723.1","M-1442","Mohenjo-daro","TAB:B","-","R/L","1","3","740","003","","False","False","+740-220-003+"
"3724.1","M-1443","Mohenjo-daro","SEAL:R","-","R/L","1","3","740","003","","False","False","+740-220-003+"
"3729.1","M-1450","Mohenjo-daro","TAB:C","Copper","R/L","1","4","740","233","000","False","False","+740-220-233-000+"
"3733.1","M-1456","Mohenjo-daro","TAB:C","Copper","R/L","2","4","845","415","","False","False","+407-845-220-415+"
"3734.1","M-1457","Mohenjo-daro","TAB:C","Copper","R/L","2","4","845","415","","False","False","+407-845-220-415+"
"3773.1","M-1520","Mohenjo-daro","TAB:C","Copper","R/L","2","4","222","235","","False","False","+740-222-220-235+"
"3800.1","M-1576","Mohenjo-daro","POT:T:g","Clay","R/L","1","4","241","235","803","False","False","+241-220-235-803+"
"3826.1","M-1632","Mohenjo-daro","BNGL","Stoneware","-","1","3","440","413","","False","False","+440-220-413+"
"3847.1","M-769","Mohenjo-daro","SEAL:S","Steatite","R/L","3","7","235","032","060","False","False","+520-075-235-220-032-060-000["
"3853.1","Ns-5","Nausharo","SEAL:S","Steatite","R/L","2","6","740","016","002","False","False","+090-740-220-016-002-820+"
"3858.1","Nd-1","Nindowari-damb","SEAL:S","-","BUS","1","9","817","632","066","False","False","+817-220-632-066-740-760-026-060-257+"
"3861.1","Pbm-1","Pabumath","SEAL:S","-","R/L","0","6","","416","220","True","False","]220-416-220-415-741-000["
"3861.1","Pbm-1","Pabumath","SEAL:S","-","R/L","2","6","416","415","741","False","False","]220-416-220-415-741-000["
"3864.1","-","Ra's al-Junayz","POT:T:g","Clay","R/L","2","4","029","000","","False","False","+740-029-220-000["
"3871.1","-","Rupar","POT:T:g","Clay","R/L","2","4","590","033","","False","False","+000-590-220-033+"
"3885.1","-","Tello","SEAL:S","-","R/L","1","5","000","390","440","False","False","+000-220-390-440-384+"
"3897.1","-","Ur","SEAL:C","Steatite","R/L","3","5","924","528","","False","False","+093-340-924-220-528+"
"3950.1","H-1084","Harappa","POT:T:s","Clay","R/L","0","2","","032","","True","False","+220-032+"
"3952.1","-","Dholavira","TAG","-","L/R","1","2","740","","","False","True","+740-220+"
"3964.1","H-1103","Harappa","TAB:B","Steatite","R/L","3","5","000","000","","False","False","+400-202-000-220-000+"
"3969.1","H-1124","Harappa","TAB:B","-","R/L","2","3","236","","","False","True","+400-236-220+"
"3970.2","H-1130","Harappa","TAB:B","-","R/L","2","4","176","235","","False","False","+740-176-220-235+"
"3971.2","H-1131","Harappa","TAB:B","-","R/L","2","4","176","235","","False","False","+740-176-220-235+"
"3989.1","M-1788","Mohenjo-daro","SEAL:S","-","R/L","1","5","000","032","002","False","False","+000-220-032-002-817+"
"3995.1","M-1843","Mohenjo-daro","SEAL:S","-","R/L","1","7","520","001","820","False","False","+520-220-001-820-220-063-315+"
"3995.1","M-1843","Mohenjo-daro","SEAL:S","-","R/L","4","7","820","063","315","False","False","+520-220-001-820-220-063-315+"
"4009.1","M-1968","Mohenjo-daro","SEAL:R","-","R/L","0","2","","415","","True","False","]220-415+"
"4017.1","M-1991","Mohenjo-daro","SEAL:R","Steatite","R/L","3","5","227","000","","False","False","+000-740-227-220-000["
"4018.1","M-1995","Mohenjo-daro","SEAL","metal","R/L","1","6","000","832","002","False","False","]000-220-832-002-000-000["
"4042.1","M-2109","Mohenjo-daro","ROD","Ivory","R/L","2","4","000","415","","False","False","+400-000-220-415+"
"4044.1","M-2111","Mohenjo-daro","ROD","Ivory","R/L","2","4","000","415","","False","False","+400-000-220-415+"
"4056.1","H-1191","Harappa","TAB:I","-","R/L","3","5","760","416","","False","False","+400-740-760-220-416+"
"4056.2","H-1191","Harappa","TAB:I","-","R/L","0","3","","700","004","True","False","+220-700-004+"
"4069.1","H-1284","Harappa","TAB:I","-","L/R","1","3","520","415","","False","False","+520-220-415+"
"4084.1","H-1342","Harappa","TAB:I","-","R/L","2","3","740","","","False","True","+090-740-220+"
"4108.1","H-1387","Harappa","POT:M","Clay","NR","0","1","","","","True","True","+220+"
"4132.1","H-1486","Harappa","POT:T:g","Clay","-","0","1","","","","True","True","]220+"
"4155.1","-","Gonur Depe","SEAL:S","Steatite","R/L","4","8","125","235","002","False","False","+740-390-590-125-220-235-002-285+"
"4170.1","-","Dholavira","TAB:I","-","L/R","2","4","520","032","","False","False","]000-520-220-032+"
"4191.1","-","Dholavira","SEAL","-","R/L","5","7","740","000","","False","False","]740-760-382/000-740-220-000["
"4194.1","-","Dholavira","SEAL:R","-","R/L","4","7","013","455","806","False","False","+154-806-472-013-220-455-806+"
"4199.1","-","Dholavira","SEAL","Steatite","R/L","0","2","","000","","True","False","+220-000["
"4224.1","-","Dholavira","SEAL:S","-","R/L","2","3","235","","","False","True","+740-235-220+"
"4229.1","-","Dholavira","SEAL:S","Steatite","R/L","3","9","590","463","240","False","False","+740-390-590-220-463-240-001-820-060+"
"4236.1","-","Dholavira","SEAL:S","-","R/L","3","5","175","255","","False","False","+740-760-175-220-255+"
"4286.1","-","Dholavira","TAB:I","-","R/L","1","3","153","032","","False","False","+153-220-032+"
"4289.1","-","Dholavira","TAG","Clay","R/L","3","5","000","240","","False","False","+000-000-000-220-240["
"4291.1","-","Dholavira","TAG","-","R/L","2","3","794","","","False","True","]148-794-220["
"4298.1","-","Dholavira","TAG","-","R/L","0","4","","000","002","True","False","]220-000-002-000["
"4335.2","-","Dholavira","TAG:PC","-","R/L","3","5","840","000","","False","False","+740-032-840-220-000["
"4895.1","-","Khirsara","SEAL:R","-","R/L","6","10","416","415","798","False","False","+354-001-405-840-626-416-220-415-798-745["
"5224.1","-","Unknown","SEAL:C","-","R/L","4","7","001","033","000","False","False","+000-061-032-001-220-033-000+"
"5227.1","-","Karzakan","SEAL:C","-","R/L","0","4","","455","031","True","False","+220-455-031-091+"
"5229.1","-","Saar","SEAL:C","-","R/L","4","6","091","055","","False","False","+031-093-001-091-220-055+"
"5273.1","K-145","Kalibangan","SEAL:S","-","R/L","3","7","231","032","002","False","False","+740-585-231-220-032-002-820+"
"5277.1","K-150","Kalibangan","SEAL:S","Steatite","R/L","1","3","520","006","","False","False","+520-220-006+"
"5309.1","K-189","Kalibangan","POT:T:g","Clay","-","1","2","000","","","False","True","]000-220+"
"5313.1","K-385","Kalibangan","POT:T:g","Clay","-","0","3","","150","000","True","False","]220-150-000+"
"5351.1","K-447","Kalibangan","MISC","Clay","NR","0","1","","","","True","True","+220+"
"5360.1","Ns-59","Nausharo","SEAL:S","Steatite","R/L","1","5","520","742","060","False","False","+520-220-742-060-920+"
"5388.1","L-127","Lothal","TAG:L","Clay","R/L","2","8","740","055","001","False","False","+090-740-220-055-001-741-500-705+"
"5397.1","-","Harappa","POT:T:g","Clay","-","2","3","000","","","False","True","]000-000-220+"
"5418.1","-","Guddal A","POT:T:g","Clay","-","0","1","","","","True","True","]220["
"5451.1","-","Shikarpur","SEAL:S","Steatite","L/R","1","5","335","098","921","False","False","+335-220-098-921-861+"
"5452.1","-","Kanmer","POT:T:g","-","NR","0","1","","","","True","True","+220+"
"5456.1","-","Tarkhanewala-dera","TAG","Clay","R/L","2","4","235","032","","False","False","+520-235-220-032+"
"5559.1","-","Rakhigarhi","Unknown","-","-","1","2","706","","","False","True","]706-220+"
"5562.1","-","Rakhigarhi","TAB:I","-","-","1","2","000","","","False","True","]000-220+"
