"id","cisi","site","type","material","condition","complete","text","signs","length","position_0","position_1","prev","next","frame","known_next","damaged_or_open","clean_closed","prev_is_240","next_is_032","companion_count","companion_ids","companion_texts","companion_classes","no_companion_side"
"2195.1","M-1749","Mohenjo-daro","SEAL:S","Steatite","Poor","Y","+220-455-125-031+","220-455-125-031","4","0","1","<START>","455","<START>-220-455","true","false","true","false","false","0","","","no_companion_side","true"
"2231.1","M-1688","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+125-435-255-002-286-220-031-012-031-455-033-590+","125-435-255-002-286-220-031-012-031-455-033-590","12","5","6","286","031","286-220-031","true","false","true","false","false","0","","","no_companion_side","true"
"2234.1","M-1956","Mohenjo-daro","SEAL:R","Steatite","Good","Y","+740-900-790-220-415-798-806+","740-900-790-220-415-798-806","7","3","4","790","415","790-220-415","true","false","true","false","false","0","","","no_companion_side","true"
"2265.1","M-888","Mohenjo-daro","SEAL:S","Steatite","Fair","Y","+520-220-240-741-440+","520-220-240-741-440","5","1","2","520","240","520-220-240","true","false","true","false","false","0","","","no_companion_side","true"
"2268.1","M-1709","Mohenjo-daro","SEAL:S","Steatite","Poor","Y","+621-520-220-002-817+","621-520-220-002-817","5","2","3","520","002","520-220-002","true","false","true","false","false","0","","","no_companion_side","true"
"2277.1","M-1990","Mohenjo-daro","SEAL","Steatite","Poor","Y","+740-760-440-240-220-002-861+","740-760-440-240-220-002-861","7","4","5","240","002","240-220-002","true","false","true","true","false","0","","","no_companion_side","true"
"2292.1","M-1706","Mohenjo-daro","SEAL:S","Steatite","Fair","Y","+740-803-220-032-220-002-820+","740-803-220-032-220-002-820","7","2","3","803","032","803-220-032","true","false","true","false","true","0","","","no_companion_side","true"
"2292.1","M-1706","Mohenjo-daro","SEAL:S","Steatite","Fair","Y","+740-803-220-032-220-002-820+","740-803-220-032-220-002-820","7","4","5","032","002","032-220-002","true","false","true","false","false","0","","","no_companion_side","true"
"2313.1","M-1763","Mohenjo-daro","SEAL:S","Faience","Fair","Y","+416-001-565-740-220-032-002-861+","416-001-565-740-220-032-002-861","8","4","5","740","032","740-220-032","true","false","true","false","true","0","","","no_companion_side","true"
"2332.1","M-1741","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+565-031-416-140-220-001+","565-031-416-140-220-001","6","4","5","140","001","140-220-001","true","false","true","false","false","0","","","no_companion_side","true"
"2357.3","M-1928","Mohenjo-daro","SEAL:S","Steatite","Fair","N","+000-233-220-002-861+","000-233-220-002-861","5","2","3","233","002","233-220-002","true","false","true","false","false","2","2357.1;2357.2","+156-003-031+;+850-031+","longer_other;two_sign_other","false"
"2360.1","M-1971","Mohenjo-daro","SEAL:R","Steatite","Good","N","+000-550-033-706-220-415-798+","000-550-033-706-220-415-798","7","4","5","706","415","706-220-415","true","false","true","false","false","0","","","no_companion_side","true"
"2377.1","M-707","Mohenjo-daro","SEAL:S","Steatite","Fair","Y","+740-760-001-220-415-798-803+","740-760-001-220-415-798-803","7","3","4","001","415","001-220-415","true","false","true","false","false","0","","","no_companion_side","true"
"2381.1","M-1686","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+740-904-220-032-002-142+","740-904-220-032-002-142","6","2","3","904","032","904-220-032","true","false","true","false","true","0","","","no_companion_side","true"
"2401.1","M-1680","Mohenjo-daro","SEAL:S","Steatite","Fair","Y","+740-717-220-415+","740-717-220-415","4","2","3","717","415","717-220-415","true","false","true","false","false","0","","","no_companion_side","true"
"2403.1","M-1690","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+520-070-220-032-240-838-741-958-220-278+","520-070-220-032-240-838-741-958-220-278","10","2","3","070","032","070-220-032","true","false","true","false","true","0","","","no_companion_side","true"
"2403.1","M-1690","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+520-070-220-032-240-838-741-958-220-278+","520-070-220-032-240-838-741-958-220-278","10","8","9","958","278","958-220-278","true","false","true","false","false","0","","","no_companion_side","true"
"2417.1","M-1728","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+161-055-240-220-032-002-820+","161-055-240-220-032-002-820","7","3","4","240","032","240-220-032","true","false","true","true","true","0","","","no_companion_side","true"
"2420.1","M-1814","Mohenjo-daro","SEAL:S","Steatite","Poor","Y","+520-220-415-240+","520-220-415-240","4","1","2","520","415","520-220-415","true","false","true","false","false","0","","","no_companion_side","true"
"2422.1","M-1954","Mohenjo-daro","SEAL:R","Steatite","Fair","Y","+740-407-590-031-752-033-705-220-415-798-002-861+","740-407-590-031-752-033-705-220-415-798-002-861","12","7","8","705","415","705-220-415","true","false","true","false","false","0","","","no_companion_side","true"
"2427.1","M-1768","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+740-798-220-060-820+","740-798-220-060-820","5","2","3","798","060","798-220-060","true","false","true","false","false","0","","","no_companion_side","true"
"2441.1","M-1912","Mohenjo-daro","SEAL:S","Steatite","Fair","Y","+520-220-003+","520-220-003","3","1","2","520","003","520-220-003","true","false","true","false","false","0","","","no_companion_side","true"
"2475.1","M-1841","Mohenjo-daro","SEAL:S","Steatite","Fair","Y","+740-760-260/220-255-220-063-315+","740-760-260-220-255-220-063-315","8","3","4","260","255","260-220-255","true","false","true","false","false","0","","","no_companion_side","true"
"2475.1","M-1841","Mohenjo-daro","SEAL:S","Steatite","Fair","Y","+740-760-260/220-255-220-063-315+","740-760-260-220-255-220-063-315","8","5","6","255","063","255-220-063","true","false","true","false","false","0","","","no_companion_side","true"
"2480.1","M-1985","Mohenjo-daro","SEAL:R","Steatite","Fair","Y","+100-904-717-220-415-806-742+","100-904-717-220-415-806-742","7","3","4","717","415","717-220-415","true","false","true","false","false","0","","","no_companion_side","true"
"2485.1","M-1687","Mohenjo-daro","SEAL:S","Steatite","Fair","Y","+520-220-368-817+","520-220-368-817","4","1","2","520","368","520-220-368","true","false","true","false","false","0","","","no_companion_side","true"
"2490.1","M-1667","Mohenjo-daro","SEAL:S","Steatite","Poor","Y","+740-690-435-255-220-032-002-717-820+","740-690-435-255-220-032-002-717-820","9","4","5","255","032","255-220-032","true","false","true","false","true","0","","","no_companion_side","true"
"2501.1","M-1812","Mohenjo-daro","SEAL:S","Steatite","Poor","N","+000-000-220-032+","000-000-220-032","4","2","3","000","032","000-220-032","true","false","true","false","true","0","","","no_companion_side","true"
"2506.1","M-1716","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+520-220-240-803-002-820+","520-220-240-803-002-820","6","1","2","520","240","520-220-240","true","false","true","false","false","0","","","no_companion_side","true"
"2507.1","M-1730","Mohenjo-daro","SEAL:S","Steatite","Poor","Y","+740-460-510-220-065-393+","740-460-510-220-065-393","6","3","4","510","065","510-220-065","true","false","true","false","false","0","","","no_companion_side","true"
"2510.1","M-1884","Mohenjo-daro","SEAL:S","Steatite","Poor","N","+520-220-016-002-416-000+","520-220-016-002-416-000","6","1","2","520","016","520-220-016","true","false","true","false","false","0","","","no_companion_side","true"
"2513.1","M-1776","Mohenjo-daro","SEAL:S","Steatite","Poor","Y","+520-220-803-741-262+","520-220-803-741-262","5","1","2","520","803","520-220-803","true","false","true","false","false","0","","","no_companion_side","true"
"2516.1","M-1672","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+520-220-003-741-060-920+","520-220-003-741-060-920","6","1","2","520","003","520-220-003","true","false","true","false","false","0","","","no_companion_side","true"
"2551.1","M-23","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+842-871-192-368/740-482-060-692-520-220-235-001-920+","842-871-192-368-740-482-060-692-520-220-235-001-920","13","9","10","520","235","520-220-235","true","false","true","false","false","0","","","no_companion_side","true"
"2557.1","M-29","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+740-055-240-235-806-002-220-455-503+","740-055-240-235-806-002-220-455-503","9","6","7","002","455","002-220-455","true","false","true","false","false","0","","","no_companion_side","true"
"2564.1","M-36","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+740-794-630-220-032-002-368-906-329+","740-794-630-220-032-002-368-906-329","9","3","4","630","032","630-220-032","true","false","true","false","true","0","","","no_companion_side","true"
"2565.1","M-37","Mohenjo-daro","SEAL:S","Steatite","Fine","Y","+520-220-415+","520-220-415","3","1","2","520","415","520-220-415","true","false","true","false","false","0","","","no_companion_side","true"
"2566.1","M-38","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+740-690-435-255-220-032-240-235-002-390-125-632-032+","740-690-435-255-220-032-240-235-002-390-125-632-032","13","4","5","255","032","255-220-032","true","false","true","false","true","0","","","no_companion_side","true"
"2574.1","M-46","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+740-798-240-235-002-220-065-215+","740-798-240-235-002-220-065-215","8","5","6","002","065","002-220-065","true","false","true","false","false","0","","","no_companion_side","true"
"2577.1","M-49","Mohenjo-daro","SEAL:S","Steatite","Poor","Y","+527-550-240-220-032-002-300-350-032-190+","527-550-240-220-032-002-300-350-032-190","10","3","4","240","032","240-220-032","true","false","true","true","true","0","","","no_companion_side","true"
"2580.1","M-52","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+740-904-032-220-415-235-803-002-504-717+","740-904-032-220-415-235-803-002-504-717","10","3","4","032","415","032-220-415","true","false","true","false","false","0","","","no_companion_side","true"
"2581.1","M-53","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+090-740-220-016-002-297-190-920-140+","090-740-220-016-002-297-190-920-140","9","2","3","740","016","740-220-016","true","false","true","false","false","0","","","no_companion_side","true"
"2589.1","M-61","Mohenjo-daro","SEAL:S","Steatite","Poor","N","+740-000-231-220-455-615-689+","740-000-231-220-455-615-689","7","3","4","231","455","231-220-455","true","false","true","false","false","0","","","no_companion_side","true"
"2592.1","M-64","Mohenjo-daro","SEAL:S","Steatite","Fair","Y","+520-033-706-060-220-004+","520-033-706-060-220-004","6","4","5","060","004","060-220-004","true","false","true","false","false","0","","","no_companion_side","true"
"2593.1","M-65","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+520-220-031-001-706-575+","520-220-031-001-706-575","6","1","2","520","031","520-220-031","true","false","true","false","false","0","","","no_companion_side","true"
"2603.1","M-75","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+520-220-004-002-817+","520-220-004-002-817","5","1","2","520","004","520-220-004","true","false","true","false","false","0","","","no_companion_side","true"
"2618.1","M-91","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+740-100-798-220-032-002-861-255-416+","740-100-798-220-032-002-861-255-416","9","3","4","798","032","798-220-032","true","false","true","false","true","0","","","no_companion_side","true"
"2621.1","M-94","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+740-390-590-220-003+","740-390-590-220-003","5","3","4","590","003","590-220-003","true","false","true","false","false","0","","","no_companion_side","true"
"2631.1","M-104","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+090-740-220-235-853+","090-740-220-235-853","5","2","3","740","235","740-220-235","true","false","true","false","false","0","","","no_companion_side","true"
"2635.1","M-108","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+413-820-220-065-798-550-820+","413-820-220-065-798-550-820","7","2","3","820","065","820-220-065","true","false","true","false","false","0","","","no_companion_side","true"
"2636.1","M-109","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+740-879-220-415-002-287-140+","740-879-220-415-002-287-140","7","2","3","879","415","879-220-415","true","false","true","false","false","0","","","no_companion_side","true"
"2639.1","M-112","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+740-760-220-016-382-741-572-684+","740-760-220-016-382-741-572-684","8","2","3","760","016","760-220-016","true","false","true","false","false","0","","","no_companion_side","true"
"2644.1","M-117","Mohenjo-daro","SEAL:S","Steatite","Fair","Y","+520-033-705-220-803-055-002-820+","520-033-705-220-803-055-002-820","8","3","4","705","803","705-220-803","true","false","true","false","false","0","","","no_companion_side","true"
"2651.1","M-124","Mohenjo-daro","SEAL:S","Clay","Fair","Y","+740-923-220-032+","740-923-220-032","4","2","3","923","032","923-220-032","true","false","true","false","true","0","","","no_companion_side","true"
"2654.1","M-127","Mohenjo-daro","SEAL:S","Steatite","Poor","Y","+565-740-220-741-176+","565-740-220-741-176","5","2","3","740","741","740-220-741","true","false","true","false","false","0","","","no_companion_side","true"
"2657.1","M-130","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+740-094-220-032-002-144+","740-094-220-032-002-144","6","2","3","094","032","094-220-032","true","false","true","false","true","0","","","no_companion_side","true"
"2660.1","M-133","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+527-550-240-220-255-812-906-388+","527-550-240-220-255-812-906-388","8","3","4","240","255","240-220-255","true","false","true","true","false","0","","","no_companion_side","true"
"2663.1","M-136","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+090-740-220-016-031-908-545+","090-740-220-016-031-908-545","7","2","3","740","016","740-220-016","true","false","true","false","false","0","","","no_companion_side","true"
"2667.1","M-140","Mohenjo-daro","SEAL:S","Faience","Good","Y","+740-336-002-220-065-440-455+","740-336-002-220-065-440-455","7","3","4","002","065","002-220-065","true","false","true","false","false","0","","","no_companion_side","true"
"2674.1","M-147","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+226-803-002-220-455-520+","226-803-002-220-455-520","6","3","4","002","455","002-220-455","true","false","true","false","false","0","","","no_companion_side","true"
"2678.1","M-151","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+220-065-864+","220-065-864","3","0","1","<START>","065","<START>-220-065","true","false","true","false","false","0","","","no_companion_side","true"
"2681.1","M-154","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+520-220-621-415-002-257-898+","520-220-621-415-002-257-898","7","1","2","520","621","520-220-621","true","false","true","false","false","0","","","no_companion_side","true"
"2689.1","M-163","Mohenjo-daro","SEAL:S","Steatite","Poor","Y","+520-220-415-060-820+","520-220-415-060-820","5","1","2","520","415","520-220-415","true","false","true","false","false","0","","","no_companion_side","true"
"2697.1","M-172","Mohenjo-daro","SEAL:S","Steatite","Fair","Y","+405-018-001-220-786-850+","405-018-001-220-786-850","6","3","4","001","786","001-220-786","true","false","true","false","false","0","","","no_companion_side","true"
"2699.1","M-174","Mohenjo-daro","SEAL:S","Steatite","Poor","Y","+740-923-220-032-002-820+","740-923-220-032-002-820","6","2","3","923","032","923-220-032","true","false","true","false","true","0","","","no_companion_side","true"
"2735.1","M-211","Mohenjo-daro","SEAL:S","Steatite","Fair","Y","+090-740-100-220-002-031-165+","090-740-100-220-002-031-165","7","3","4","100","002","100-220-002","true","false","true","false","false","0","","","no_companion_side","true"
"2742.1","M-218","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+400-220-428+","400-220-428","3","1","2","400","428","400-220-428","true","false","true","false","false","0","","","no_companion_side","true"
"2745.1","M-221","Mohenjo-daro","SEAL:S","-","Poor","Y","+740-760-335-220-032-002-820+","740-760-335-220-032-002-820","7","3","4","335","032","335-220-032","true","false","true","false","true","0","","","no_companion_side","true"
"2757.1","M-234","Mohenjo-daro","SEAL:S","Steatite","Fair","Y","+842-535-099-004/740-482-060-692-520-220-235-001-920+","842-535-099-004-740-482-060-692-520-220-235-001-920","13","9","10","520","235","520-220-235","true","false","true","false","false","0","","","no_companion_side","true"
"2763.1","M-240","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+520-240-220-032-002-861-603+","520-240-220-032-002-861-603","7","2","3","240","032","240-220-032","true","false","true","true","true","0","","","no_companion_side","true"
"2772.1","M-249","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+140-165-740-176-220-803+","140-165-740-176-220-803","6","4","5","176","803","176-220-803","true","false","true","false","false","0","","","no_companion_side","true"
"2779.1","M-256","Mohenjo-daro","SEAL:S","Steatite","Poor","Y","+930/804-220-060-550+","930-804-220-060-550","5","2","3","804","060","804-220-060","true","false","true","false","false","0","","","no_companion_side","true"
"2783.1","M-260","Mohenjo-daro","SEAL:S","Faience","Good","Y","+090-740-220-014-002-820+","090-740-220-014-002-820","6","2","3","740","014","740-220-014","true","false","true","false","false","0","","","no_companion_side","true"
"2798.1","M-277","Mohenjo-daro","SEAL:S","Steatite","Poor","N","+740-803-220-368-000+","740-803-220-368-000","5","2","3","803","368","803-220-368","true","false","true","false","false","0","","","no_companion_side","true"
"2800.1","M-279","Mohenjo-daro","SEAL:S","Steatite","Poor","N","+520-220-415-002-700-000+","520-220-415-002-700-000","6","1","2","520","415","520-220-415","true","false","true","false","false","0","","","no_companion_side","true"
"2814.1","M-294","Mohenjo-daro","SEAL:S","Steatite","Poor","Y","+740-220-003+","740-220-003","3","1","2","740","003","740-220-003","true","false","true","false","false","0","","","no_companion_side","true"
"2816.1","M-296","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+621-520-220-060-880+","621-520-220-060-880","5","2","3","520","060","520-220-060","true","false","true","false","false","0","","","no_companion_side","true"
"2823.1","M-304","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+090-740-220-742-534-550-090+","090-740-220-742-534-550-090","7","2","3","740","742","740-220-742","true","false","true","false","false","0","","","no_companion_side","true"
"2827.1","M-308","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+520-220-002-727-317+","520-220-002-727-317","5","1","2","520","002","520-220-002","true","false","true","false","false","0","","","no_companion_side","true"
"2837.1","M-319","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+740-812-033-240-220-032+","740-812-033-240-220-032","6","4","5","240","032","240-220-032","true","false","true","true","true","0","","","no_companion_side","true"
"2841.1","M-323","Mohenjo-daro","SEAL:S","Steatite","Poor","Y","+520-220-415-235+","520-220-415-235","4","1","2","520","415","520-220-415","true","false","true","false","false","0","","","no_companion_side","true"
"2855.1","M-359","Mohenjo-daro","SEAL:R","Steatite","Fair","Y","+740-405-590-220-235-803-002-388-385-705-632+","740-405-590-220-235-803-002-388-385-705-632","11","3","4","590","235","590-220-235","true","false","true","false","false","0","","","no_companion_side","true"
"2861.1","M-365","Mohenjo-daro","SEAL:R","Steatite","Good","Y","+527-550-033-705-220-415-060-550+","527-550-033-705-220-415-060-550","8","4","5","705","415","705-220-415","true","false","true","false","false","0","","","no_companion_side","true"
"2865.1","M-369","Mohenjo-daro","SEAL:R","Steatite","Good","Y","+740-690-435-255-240-220-415-806-742-060-920+","740-690-435-255-240-220-415-806-742-060-920","11","5","6","240","415","240-220-415","true","false","true","true","false","0","","","no_companion_side","true"
"2871.1","M-375","Mohenjo-daro","SEAL:R","Steatite","Good","Y","+740-100-233-220-032-002-820+","740-100-233-220-032-002-820","7","3","4","233","032","233-220-032","true","false","true","false","true","0","","","no_companion_side","true"
"2877.1","M-381","Mohenjo-daro","SEAL:R","Steatite","Good","Y","+740-055-220-032-798-002-820+","740-055-220-032-798-002-820","7","2","3","055","032","055-220-032","true","false","true","false","true","0","","","no_companion_side","true"
"2888.1","M-392","Mohenjo-daro","SEAL:R","Steatite","Good","Y","+740-405-590-220-032-806+","740-405-590-220-032-806","6","3","4","590","032","590-220-032","true","false","true","false","true","0","","","no_companion_side","true"
"2891.1","M-395","Mohenjo-daro","SEAL:R","Steatite","Good","Y","+520-220-415-798+","520-220-415-798","4","1","2","520","415","520-220-415","true","false","true","false","false","0","","","no_companion_side","true"
"2908.1","M-412","Mohenjo-daro","SEAL:R","Steatite","Poor","Y","+031-625-140-220-415+","031-625-140-220-415","5","3","4","140","415","140-220-415","true","false","true","false","false","0","","","no_companion_side","true"
"2910.1","M-414","Mohenjo-daro","SEAL:R","Steatite","Good","Y","+220-786-255+","220-786-255","3","0","1","<START>","786","<START>-220-786","true","false","true","false","false","0","","","no_companion_side","true"
"2938.1","M-453","Mohenjo-daro","TAB:B","Faience","Fair","Y","+740-032-840-220-002-861+","740-032-840-220-002-861","6","3","4","840","002","840-220-002","true","false","true","false","false","0","","","no_companion_side","true"
"2953.1","M-468","Mohenjo-daro","TAB:B","-","Fair","Y","+400-740-220-415-798+","400-740-220-415-798","5","2","3","740","415","740-220-415","true","false","true","false","false","0","","","no_companion_side","true"
"2954.1","M-469","Mohenjo-daro","TAB:B","Faience","Fair","Y","+400-740-220-415-798+","400-740-220-415-798","5","2","3","740","415","740-220-415","true","false","true","false","false","0","","","no_companion_side","true"
"2983.1","M-507","Mohenjo-daro","TAB:C","Copper","Fair","Y","+407-845-220-415+","407-845-220-415","4","2","3","845","415","845-220-415","true","false","true","false","false","0","","","no_companion_side","true"
"2984.1","M-508","Mohenjo-daro","TAB:C","Copper","Poor","Y","+407-845-220-415+","407-845-220-415","4","2","3","845","415","845-220-415","true","false","true","false","false","0","","","no_companion_side","true"
"2987.2","M-511","Mohenjo-daro","TAB:C","Copper","Good","Y","+740-176-220-032+","740-176-220-032","4","2","3","176","032","176-220-032","true","false","true","false","true","1","2987.1","+165-900-700-003+","700_other_branch","false"
"2988.2","M-512","Mohenjo-daro","TAB:C","Copper","Good","Y","+740-176-220-032+","740-176-220-032","4","2","3","176","032","176-220-032","true","false","true","false","true","1","2988.1","+165-900-700-003+","700_other_branch","false"
"3041.1","M-571","Mohenjo-daro","TAB:C","Copper","Good","Y","+740-773-220-032+","740-773-220-032","4","2","3","773","032","773-220-032","true","false","true","false","true","0","","","no_companion_side","true"
"3066.2","M-605","Mohenjo-daro","TAB:C","Copper","Fair","Y","+740-405-590-220-003+","740-405-590-220-003","5","3","4","590","003","590-220-003","true","false","true","false","false","1","3066.1","+841+","one_sign_other","false"
"3069.1","M-608","Mohenjo-daro","TAB:C","Copper","Poor","N","+740-220-000+","740-220-000","3","1","2","740","000","740-220-000","true","false","true","false","false","0","","","no_companion_side","true"
"3074.1","M-623","Mohenjo-daro","SEAL:S","-","Poor","Y","+740-760-175-176-220-415-798-002-299-530-820+","740-760-175-176-220-415-798-002-299-530-820","11","4","5","176","415","176-220-415","true","false","true","false","false","0","","","no_companion_side","true"
"3081.1","M-631","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+520-033-706-240-220-032-368-263+","520-033-706-240-220-032-368-263","8","4","5","240","032","240-220-032","true","false","true","true","true","0","","","no_companion_side","true"
"3084.1","M-634","Mohenjo-daro","SEAL:S","Steatite","Poor","Y","+679-740-220-415-001-820-812-820-140-820+","679-740-220-415-001-820-812-820-140-820","10","2","3","740","415","740-220-415","true","false","true","false","false","0","","","no_companion_side","true"
"3085.1","M-636","Mohenjo-daro","SEAL:S","Steatite","Poor","N","+527-555-235-220-032-002-000-216+","527-555-235-220-032-002-000-216","8","3","4","235","032","235-220-032","true","false","true","false","true","0","","","no_companion_side","true"
"3092.1","M-648","Mohenjo-daro","SEAL:S","-","Fair","Y","+090-740-100-220-032-741-361+","090-740-100-220-032-741-361","7","3","4","100","032","100-220-032","true","false","true","false","true","0","","","no_companion_side","true"
"3094.1","M-650","Mohenjo-daro","SEAL:S","Steatite","Fair","Y","+520-220-415-519-002-817+","520-220-415-519-002-817","6","1","2","520","415","520-220-415","true","false","true","false","false","0","","","no_companion_side","true"
"3095.1","M-651","Mohenjo-daro","SEAL:S","Steatite","Fair","Y","+740-717-220-240-002-820+","740-717-220-240-002-820","6","2","3","717","240","717-220-240","true","false","true","false","false","0","","","no_companion_side","true"
"3097.1","M-655","Mohenjo-daro","SEAL:S","Steatite","Fair","Y","+740-717-233-002-220-880-689+","740-717-233-002-220-880-689","7","4","5","002","880","002-220-880","true","false","true","false","false","0","","","no_companion_side","true"
"3100.1","M-661","Mohenjo-daro","SEAL:S","Steatite","Fair","Y","+740-798-220-415-741-072+","740-798-220-415-741-072","6","2","3","798","415","798-220-415","true","false","true","false","false","0","","","no_companion_side","true"
"3113.1","M-674","Mohenjo-daro","SEAL:S","Steatite","Fair","Y","+520-033-706-220-415+","520-033-706-220-415","5","3","4","706","415","706-220-415","true","false","true","false","false","0","","","no_companion_side","true"
"3118.1","-","Unknown","SEAL:S","-","Good","Y","+520-070-255-832-220-003-853+","520-070-255-832-220-003-853","7","4","5","832","003","832-220-003","true","false","true","false","false","0","","","no_companion_side","true"
"3144.1","M-720","Mohenjo-daro","SEAL:S","Steatite","Poor","N","+000-740-923-220-032-002-817+","000-740-923-220-032-002-817","7","3","4","923","032","923-220-032","true","false","true","false","true","0","","","no_companion_side","true"
"3146.1","M-722","Mohenjo-daro","SEAL:S","Steatite","Poor","Y","+740-585-240-220-032-002-817+","740-585-240-220-032-002-817","7","3","4","240","032","240-220-032","true","false","true","true","true","0","","","no_companion_side","true"
"3147.1","M-723","Mohenjo-daro","SEAL:S","Steatite","Fair","Y","+740-460-510-235-220-032-002-861+","740-460-510-235-220-032-002-861","8","4","5","235","032","235-220-032","true","false","true","false","true","0","","","no_companion_side","true"
"3149.1","M-725","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+090-740-220-003-741-252-530+","090-740-220-003-741-252-530","7","2","3","740","003","740-220-003","true","false","true","false","false","0","","","no_companion_side","true"
"3150.1","M-726","Mohenjo-daro","SEAL:S","-","Fair","Y","+031-850-140-236-220-032-803-002-820+","031-850-140-236-220-032-803-002-820","9","4","5","236","032","236-220-032","true","false","true","false","true","0","","","no_companion_side","true"
"3157.1","M-733","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+151-740-760-220/892-590-850-032+","151-740-760-220-892-590-850-032","8","3","4","760","892","760-220-892","true","false","true","false","false","0","","","no_companion_side","true"
"3169.1","M-746","Mohenjo-daro","SEAL:S","Steatite","Poor","Y","+740-440-220-032-741-390-590-032+","740-440-220-032-741-390-590-032","8","2","3","440","032","440-220-032","true","false","true","false","true","0","","","no_companion_side","true"
"3268.1","M-856","Mohenjo-daro","SEAL:S","Steatite","Poor","Y","+740-575-017-060-220-065-374+","740-575-017-060-220-065-374","7","4","5","060","065","060-220-065","true","false","true","false","false","0","","","no_companion_side","true"
"3278.1","M-868","Mohenjo-daro","SEAL:S","-","Fair","Y","+520-033-705-231-220-002-817+","520-033-705-231-220-002-817","7","4","5","231","002","231-220-002","true","false","true","false","false","0","","","no_companion_side","true"
"3305.1","M-900","Mohenjo-daro","SEAL:S","Steatite","Poor","Y","+740-390-590-233-220-415-798-838-002-820+","740-390-590-233-220-415-798-838-002-820","10","4","5","233","415","233-220-415","true","false","true","false","false","0","","","no_companion_side","true"
"3311.1","M-914","Mohenjo-daro","SEAL:S","Steatite","Fair","Y","+520-920-320-220-415+","520-920-320-220-415","5","3","4","320","415","320-220-415","true","false","true","false","false","0","","","no_companion_side","true"
"3318.1","M-921","Mohenjo-daro","SEAL:S","-","Fair","Y","+550-740-220-060-297-630+","550-740-220-060-297-630","6","2","3","740","060","740-220-060","true","false","true","false","false","0","","","no_companion_side","true"
"3338.1","M-943","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+740-176-220-415-798+","740-176-220-415-798","5","2","3","176","415","176-220-415","true","false","true","false","false","0","","","no_companion_side","true"
"3357.1","M-962","Mohenjo-daro","SEAL:S","-","Fair","Y","+520-220-240-235+","520-220-240-235","4","1","2","520","240","520-220-240","true","false","true","false","false","0","","","no_companion_side","true"
"3421.1","M-1044","Mohenjo-daro","SEAL:S","Steatite","Poor","Y","+520-220-032-002-861+","520-220-032-002-861","5","1","2","520","032","520-220-032","true","false","true","false","true","0","","","no_companion_side","true"
"3427.1","M-1052","Mohenjo-daro","SEAL:R","-","Poor","Y","+679-740-220-032-806-001-595-575-001-095+","679-740-220-032-806-001-595-575-001-095","10","2","3","740","032","740-220-032","true","false","true","false","true","0","","","no_companion_side","true"
"3464.1","M-1090","Mohenjo-daro","SEAL:S","Steatite","Poor","N","+520-220-235-000-130-741+","520-220-235-000-130-741","6","1","2","520","235","520-220-235","true","false","true","false","false","0","","","no_companion_side","true"
"3483.1","M-1112","Mohenjo-daro","SEAL:S","Steatite","Fair","Y","+740-585-220/002-130-035-171+","740-585-220-002-130-035-171","7","2","3","585","002","585-220-002","true","false","true","false","false","0","","","no_companion_side","true"
