rank,scope,unit_kind,unit,context_field,context_value,n_rows,unit_rows,label_rows,support,expected,precision,recall,lift,log2_lift,z,max_null_ge_observed_share,worst_null_model,non_site_max_null_ge_observed_share,non_site_worst_null_model,field_max_null_ge_observed_share,field_worst_null_model,example_cisis,example_texts
48,context_exact,bigram,617-142,material_type,Copper|TAB:C,2192,20,76,9,0.693431,0.45,0.118421,12.978947,3.698101,10.197035,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,M-519;M-520;M-574;M-1532|M-575|M-576;M-1458;M-1470;M-1528;M-1529,+617-142-001-595-095-760-744+;+617-142-001-595-095-760-744+;+617-142-001-368-861+;+617-142-597-032-905+;+407-004-001-617-142+;+617-142-001-595-095-717-747+;+617-142-597-032-905+;+617-142-597-032-904+
49,context_exact,unigram,002,material_type,Steatite|SEAL:S,2192,487,950,309,211.062956,0.634497,0.325263,1.464018,0.549933,10.152183,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,B-1;B-7;B-15;B-17;C-66;C-60;C-74;C-67,+090-740-220-002-368-550-821+;+002-817+;+002-817+;+236-002-308-072+;+390-003-002-817+;+740-176-032-002-861+;+125-002-861+;+520-233-803-002-817+
50,context_exact,first,400,cult,None,2192,235,1097,191,117.607208,0.812766,0.174111,1.62405,0.699596,10.131539,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,0.21,shuffle_units_within_site_type,H-1142;H-1133|H-1896;H-1319;H-1121|H-789;H-1287;H-1273|H-1302|H-1303|H-308|H-309|H-312|H-313|H-314|H-315|H-316|H-317|H-932|H-934|H-935|H-936|H-937|H-960|H-962|H-987;H-1158|H-287|H-879|H-882;H-1102,+400-154-440-220+;+400-892-831+;+400-678+;+400-520-220-016+;+400-156-140-032+;+400-740-176+;+400-740-760-605+;+400-740-382+
51,context_exact,unigram,806,type,SEAL:R,2192,84,214,35,8.20073,0.416667,0.163551,4.267913,2.093531,10.043607,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-661;H-130;H-132;H-135;H-143;H-146;H-152|H-681;H-154,+740-055-806+;+409-032-845-033-705-231-806-002-595-812-125-717+;+154-806-471-407-845-740-233-231-798+;+740-773-231-806-002-861+;+154-806-469-001-740-877-032+;+154-806-467-031+;+154-806-468+;+154-806-467-013-817+
52,context_exact,unigram,400,material_type,Faience|TAB:B,2192,257,225,72,26.380018,0.280156,0.32,2.729339,1.448551,9.977376,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1142;H-1133|H-1896;H-1121|H-789;H-1102;H-1894;H-1853;H-1858|H-1859;H-1876|H-1877,+400-154-440-220+;+400-892-831+;+400-520-220-016+;+400-740-382+;+400-740-061-140+;+400-617-829+;+400-137+;+400-775-516+
53,context_exact,unigram,806,type_symbol,SEAL:R|None,2192,84,206,34,7.894161,0.404762,0.165049,4.306981,2.106677,9.95179,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,0.89,shuffle_units_within_site_type,H-661;H-130;H-132;H-135;H-143;H-146;H-152|H-681;H-154,+740-055-806+;+409-032-845-033-705-231-806-002-595-812-125-717+;+154-806-471-407-845-740-233-231-798+;+740-773-231-806-002-861+;+154-806-469-001-740-877-032+;+154-806-467-031+;+154-806-468+;+154-806-467-013-817+
54,context_exact,unigram,400,type_symbol,TAB:B|None,2192,257,241,75,28.255931,0.291829,0.311203,2.65431,1.408337,9.918456,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,0.89,shuffle_units_within_site_type,H-1133|H-1896;H-1121|H-789;H-1102;H-874;H-1321;H-1894;H-1853;H-1858|H-1859,+400-892-831+;+400-520-220-016+;+400-740-382+;+400-740-455+;+400-226-032+;+400-740-061-140+;+400-617-829+;+400-137+
55,context_exact,bigram,617-142,material,Copper,2192,20,80,9,0.729927,0.45,0.1125,12.33,3.624101,9.904538,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,M-519;M-520;M-574;M-1532|M-575|M-576;M-1458;M-1470;M-1528;M-1529,+617-142-001-595-095-760-744+;+617-142-001-595-095-760-744+;+617-142-001-368-861+;+617-142-597-032-905+;+407-004-001-617-142+;+617-142-001-595-095-717-747+;+617-142-597-032-905+;+617-142-597-032-904+
56,context_exact,first,700,type,TAB:B,2192,89,437,54,17.743157,0.606742,0.12357,3.043427,1.605697,9.818786,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1138|H-1817|H-1823|H-1824|H-1825|H-1828|H-1829|H-1830|H-1831|H-1832|H-1844|H-1845|H-1846|H-1850|H-1854|H-1860|H-1867|H-1868|H-1869|H-1870|H-1871|H-1874|H-1894|H-1895|H-1907|H-771|H-780|H-788;H-1102|H-1123|H-1133|H-1804|H-1836|H-1841|H-1853|H-1865|H-1902|H-1906|H-1909|H-1922|H-1923|H-209|H-214|H-232|H-717|H-766|H-768|H-802|H-814|H-833|H-837|H-877;H-1156|H-1321|H-217;H-2016;H-1771|H-1772|H-1773;H-1881;H-1981|H-1982;H-1987,+700-034+;+700-032+;+700-032+;+700-032-740-335-575-413+;+700-032+;+700-036+;+700-034+;+700-034+
57,context_exact,unigram,400,site_type_symbol,Harappa|TAB:B|None,2192,257,219,70,25.676551,0.272374,0.319635,2.726223,1.446903,9.81076,1,shuffle_units_within_site_type,,,1,shuffle_units_within_site_type,H-1133|H-1896;H-1121|H-789;H-1102;H-874;H-1321;H-1894;H-1853;H-1858|H-1859,+400-892-831+;+400-520-220-016+;+400-740-382+;+400-740-455+;+400-226-032+;+400-740-061-140+;+400-617-829+;+400-137+
58,context_exact,unigram,002,site_type,Mohenjo-daro|SEAL:S,2192,487,770,262,171.07208,0.537988,0.34026,1.531518,0.614962,9.784467,1,shuffle_units_within_site_type,,,1,shuffle_units_within_site_type,M-1696;M-1880;M-1850;M-1766;M-1675;M-1676;M-1692;M-1697|M-712,+520-033-705-220-415-002-861+;+151-176-002-861+;+506-002-817+;+740-032-845-240-002-269-892-810-033+;+621-390-844-002-820+;+740-760-070-255-832-240-002-595-504-803+;+390-600-617-002-190-125-632-032+;+390-003-002-861+
59,context_exact,unigram,400,cult,None,2192,257,1097,201,128.617245,0.782101,0.183227,1.562776,0.644111,9.609027,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,0.63,shuffle_units_within_site_type,H-1142;H-1133|H-1896;H-1319;H-1121|H-789;H-1287;H-1273|H-1302|H-1303|H-308|H-309|H-312|H-313|H-314|H-315|H-316|H-317|H-932|H-934|H-935|H-936|H-937|H-960|H-962|H-987;H-1158|H-287|H-879|H-882;H-1102,+400-154-440-220+;+400-892-831+;+400-678+;+400-520-220-016+;+400-156-140-032+;+400-740-176+;+400-740-760-605+;+400-740-382+
60,context_exact,unigram,400,material,Faience,2192,257,239,73,28.021442,0.284047,0.305439,2.605148,1.381365,9.578779,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1142;H-1133|H-1896;H-1121|H-789;H-1102;H-1894;H-1853;H-1858|H-1859;H-1876|H-1877,+400-154-440-220+;+400-892-831+;+400-520-220-016+;+400-740-382+;+400-740-061-140+;+400-617-829+;+400-137+;+400-775-516+
61,context_exact,unigram,585,site_type,Mohenjo-daro|TAB:C,2192,33,75,11,1.129106,0.333333,0.146667,9.742222,3.284251,9.522344,1,shuffle_units_within_site_type,,,1,shuffle_units_within_site_type,M-2053;M-513|M-514|M-515;M-547;M-548;M-549;M-578;M-1534|M-580|M-581;M-599,+407-032-520-095-585-017-220+;+407-585-233+;+407-032-520-095-585-017-231+;+407-032-520-095-585-017-231+;+407-032-520-095-585-017-231+;+740-388-585-017+;+740-388-585-017+;+408-032-520-095-585-017-220+
62,context_exact,unigram,585,type,TAB:C,2192,33,76,11,1.144161,0.333333,0.144737,9.614035,3.265142,9.447294,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,M-2053;M-513|M-514|M-515;M-547;M-548;M-549;M-578;M-1534|M-580|M-581;M-599,+407-032-520-095-585-017-220+;+407-585-233+;+407-032-520-095-585-017-231+;+407-032-520-095-585-017-231+;+407-032-520-095-585-017-231+;+740-388-585-017+;+740-388-585-017+;+408-032-520-095-585-017-220+
63,context_exact,unigram,585,material_type,Copper|TAB:C,2192,33,76,11,1.144161,0.333333,0.144737,9.614035,3.265142,9.447294,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,M-2053;M-513|M-514|M-515;M-547;M-548;M-549;M-578;M-1534|M-580|M-581;M-599,+407-032-520-095-585-017-220+;+407-585-233+;+407-032-520-095-585-017-231+;+407-032-520-095-585-017-231+;+407-032-520-095-585-017-231+;+740-388-585-017+;+740-388-585-017+;+408-032-520-095-585-017-220+
64,context_exact,first,154,site_type_symbol,Harappa|SEAL:R|None,2192,25,57,8,0.650091,0.32,0.140351,12.305965,3.621286,9.287693,1,shuffle_units_within_site_type,,,1,shuffle_units_within_site_type,H-132;H-143;H-146;H-152|H-681;H-154;H-157;H-158;H-670,+154-806-471-407-845-740-233-231-798+;+154-806-469-001-740-877-032+;+154-806-467-031+;+154-806-468+;+154-806-467-013-817+;+154-615-503+;+154-806-472-001-740-405-590+;+154-806-468+
65,context_exact,unigram,585,material,Copper,2192,33,80,11,1.20438,0.333333,0.1375,9.133333,3.191141,9.160485,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,M-2053;M-513|M-514|M-515;M-547;M-548;M-549;M-578;M-1534|M-580|M-581;M-599,+407-032-520-095-585-017-220+;+407-585-233+;+407-032-520-095-585-017-231+;+407-032-520-095-585-017-231+;+407-032-520-095-585-017-231+;+740-388-585-017+;+740-388-585-017+;+408-032-520-095-585-017-220+
66,context_exact,unigram,154,site_type_symbol,Harappa|SEAL:R|None,2192,32,57,9,0.832117,0.28125,0.157895,10.815789,3.435067,9.137619,1,shuffle_units_within_site_type,,,1,shuffle_units_within_site_type,H-132;H-143;H-146;H-152|H-681;H-154;H-157;H-158;H-160,+154-806-471-407-845-740-233-231-798+;+154-806-469-001-740-877-032+;+154-806-467-031+;+154-806-468+;+154-806-467-013-817+;+154-615-503+;+154-806-472-001-740-405-590+;+400-154-806-468+
67,context_exact,bigram,400-740,type,TAB:B,2192,115,437,61,22.926551,0.530435,0.139588,2.660671,1.41179,9.127199,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1102;H-874;H-1894;H-1895;H-1897;H-1997;H-1854;H-1940,+400-740-382+;+400-740-455+;+400-740-061-140+;+400-740-100-240+;+400-740-904-240+;+400-740-176-235+;+400-740-717+;+400-740-067-100+
68,context_exact,first,400,type,TAB:I,2192,235,231,65,24.765055,0.276596,0.281385,2.624666,1.392134,9.044635,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1319;H-1287;H-1273|H-1302|H-1303|H-308|H-309|H-312|H-313|H-314|H-315|H-316|H-317|H-932|H-934|H-935|H-936|H-937|H-960|H-962|H-987;H-1158|H-287|H-879|H-882;H-1331|H-1332|H-347;H-1192;H-1181|H-2062|H-2063|H-2066|H-358|H-896;H-2184,+400-678+;+400-156-140-032+;+400-740-176+;+400-740-760-605+;+400-098+;+400-740-767-220-416+;+400-156-435-255+;+400-740-032-015+
69,context_exact,first,400,site_type,Harappa|TAB:I,2192,235,226,64,24.229015,0.27234,0.283186,2.641461,1.401336,9.027194,1,shuffle_units_within_site_type,,,1,shuffle_units_within_site_type,H-1319;H-1287;H-1273|H-1302|H-1303|H-308|H-309|H-312|H-313|H-314|H-315|H-316|H-317|H-932|H-934|H-935|H-936|H-937|H-960|H-962|H-987;H-1158|H-287|H-879|H-882;H-1331|H-1332|H-347;H-1192;H-1181|H-2062|H-2063|H-2066|H-358|H-896;H-2184,+400-678+;+400-156-140-032+;+400-740-176+;+400-740-760-605+;+400-098+;+400-740-767-220-416+;+400-156-435-255+;+400-740-032-015+
70,context_exact,first,154,site_type,Harappa|SEAL:R,2192,25,61,8,0.695712,0.32,0.131148,11.499016,3.523439,8.93066,1,shuffle_units_within_site_type,,,1,shuffle_units_within_site_type,H-132;H-143;H-146;H-152|H-681;H-154;H-157;H-158;H-670,+154-806-471-407-845-740-233-231-798+;+154-806-469-001-740-877-032+;+154-806-467-031+;+154-806-468+;+154-806-467-013-817+;+154-615-503+;+154-806-472-001-740-405-590+;+154-806-468+
71,context_exact,bigram,154-806,type_symbol,SEAL:R|None,2192,14,206,11,1.315693,0.785714,0.053398,8.36061,3.063608,8.896395,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-132;H-143;H-146;H-152|H-681;H-154;H-158;H-160;H-670,+154-806-471-407-845-740-233-231-798+;+154-806-469-001-740-877-032+;+154-806-467-031+;+154-806-468+;+154-806-467-013-817+;+154-806-472-001-740-405-590+;+400-154-806-468+;+154-806-468+
72,context_exact,last,806,site_type,Mohenjo-daro|TAB:C,2192,31,75,10,1.060675,0.322581,0.133333,9.427957,3.236945,8.893386,1,shuffle_units_within_site_type,,,1,shuffle_units_within_site_type,M-1563|M-2054|M-602|M-604;M-503;M-504;M-1535|M-1536|M-1540|M-2050|M-582|M-583|M-585|M-586|M-587|M-588;M-1550|M-597;M-603;M-1449;M-1452,+740-900-850-407-061-845-806+;+740-176-233-806+;+740-384-233-806+;+740-900-850-407-061-845-806+;+740-384-233-806+;+740-900-850-407-845-806+;+740-176-233-806+;+740-176-231-806+
73,context_exact,bigram,400-740,site_type,Harappa|TAB:B,2192,115,370,54,19.411496,0.469565,0.145946,2.781857,1.476048,8.844052,1,shuffle_units_within_site_type,,,1,shuffle_units_within_site_type,H-1102;H-874;H-1894;H-1895;H-1897;H-1997;H-1854;H-1940,+400-740-382+;+400-740-455+;+400-740-061-140+;+400-740-100-240+;+400-740-904-240+;+400-740-176-235+;+400-740-717+;+400-740-067-100+
74,context_exact,last,806,type,TAB:C,2192,31,76,10,1.074818,0.322581,0.131579,9.303905,3.217836,8.822791,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,M-1563|M-2054|M-602|M-604;M-503;M-504;M-1535|M-1536|M-1540|M-2050|M-582|M-583|M-585|M-586|M-587|M-588;M-1550|M-597;M-603;M-1449;M-1452,+740-900-850-407-061-845-806+;+740-176-233-806+;+740-384-233-806+;+740-900-850-407-061-845-806+;+740-384-233-806+;+740-900-850-407-845-806+;+740-176-233-806+;+740-176-231-806+
75,context_exact,last,806,material_type,Copper|TAB:C,2192,31,76,10,1.074818,0.322581,0.131579,9.303905,3.217836,8.822791,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,M-1563|M-2054|M-602|M-604;M-503;M-504;M-1535|M-1536|M-1540|M-2050|M-582|M-583|M-585|M-586|M-587|M-588;M-1550|M-597;M-603;M-1449;M-1452,+740-900-850-407-061-845-806+;+740-176-233-806+;+740-384-233-806+;+740-900-850-407-061-845-806+;+740-384-233-806+;+740-900-850-407-845-806+;+740-176-233-806+;+740-176-231-806+
76,context_exact,unigram,806,material_type,Steatite|SEAL:R,2192,84,163,27,6.24635,0.321429,0.165644,4.322524,2.111874,8.799266,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-661;H-135;H-146;H-154;H-158;H-160;H-649;H-670,+740-055-806+;+740-773-231-806-002-861+;+154-806-467-031+;+154-806-467-013-817+;+154-806-472-001-740-405-590+;+400-154-806-468+;+520-033-705-233-240-806-002-820+;+154-806-468+
77,context_exact,bigram,585-017,site_type,Mohenjo-daro|TAB:C,2192,21,75,8,0.718522,0.380952,0.106667,11.133968,3.476896,8.781135,1,shuffle_units_within_site_type,,,1,shuffle_units_within_site_type,M-2053;M-547;M-548;M-549;M-578;M-1534|M-580|M-581;M-599;M-1555|M-1556|M-1557|M-1558,+407-032-520-095-585-017-220+;+407-032-520-095-585-017-231+;+407-032-520-095-585-017-231+;+407-032-520-095-585-017-231+;+740-388-585-017+;+740-388-585-017+;+408-032-520-095-585-017-220+;+407-032-520-095-585-017-231+
78,context_exact,unigram,154,site_type,Harappa|SEAL:R,2192,32,61,9,0.890511,0.28125,0.147541,10.106557,3.33722,8.778023,1,shuffle_units_within_site_type,,,1,shuffle_units_within_site_type,H-132;H-143;H-146;H-152|H-681;H-154;H-157;H-158;H-160,+154-806-471-407-845-740-233-231-798+;+154-806-469-001-740-877-032+;+154-806-467-031+;+154-806-468+;+154-806-467-013-817+;+154-615-503+;+154-806-472-001-740-405-590+;+400-154-806-468+
79,context_exact,bigram,585-017,type,TAB:C,2192,21,76,8,0.728102,0.380952,0.105263,10.987469,3.457787,8.713754,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,M-2053;M-547;M-548;M-549;M-578;M-1534|M-580|M-581;M-599;M-1555|M-1556|M-1557|M-1558,+407-032-520-095-585-017-220+;+407-032-520-095-585-017-231+;+407-032-520-095-585-017-231+;+407-032-520-095-585-017-231+;+740-388-585-017+;+740-388-585-017+;+408-032-520-095-585-017-220+;+407-032-520-095-585-017-231+
80,context_exact,bigram,585-017,material_type,Copper|TAB:C,2192,21,76,8,0.728102,0.380952,0.105263,10.987469,3.457787,8.713754,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,M-2053;M-547;M-548;M-549;M-578;M-1534|M-580|M-581;M-599;M-1555|M-1556|M-1557|M-1558,+407-032-520-095-585-017-220+;+407-032-520-095-585-017-231+;+407-032-520-095-585-017-231+;+407-032-520-095-585-017-231+;+740-388-585-017+;+740-388-585-017+;+408-032-520-095-585-017-220+;+407-032-520-095-585-017-231+
81,context_exact,bigram,154-806,type,SEAL:R,2192,14,214,11,1.366788,0.785714,0.051402,8.048064,3.008642,8.700012,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-132;H-143;H-146;H-152|H-681;H-154;H-158;H-160;H-670,+154-806-471-407-845-740-233-231-798+;+154-806-469-001-740-877-032+;+154-806-467-031+;+154-806-468+;+154-806-467-013-817+;+154-806-472-001-740-405-590+;+400-154-806-468+;+154-806-468+
82,context_exact,unigram,407,site_type_symbol,Mohenjo-daro|TAB:C|None,2192,60,21,7,0.574818,0.116667,0.333333,12.177778,3.606179,8.632536,1,shuffle_units_within_site_type,,,1,shuffle_units_within_site_type,M-2053;M-1563|M-2054|M-602|M-604;M-513|M-514|M-515;M-1547|M-593;M-603;M-1555|M-1556|M-1557|M-1558;M-2055,+407-032-520-095-585-017-220+;+740-900-850-407-061-845-806+;+407-585-233+;+407-321-407-845-033-705-235+;+740-900-850-407-845-806+;+407-032-520-095-585-017-231+;+002-407-125-590-831+
83,context_exact,unigram,158,symbol,Phyt,2192,23,29,5,0.304288,0.217391,0.172414,16.431784,4.038417,8.612757,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,0.35,shuffle_units_within_site_type,H-1980;H-1979;H-190|H-724;H-726;H-1104|H-1105,+400-158-806-475+;+740-158-806-467+;+158-806-465+;+158-806-465+;+158-806-465+
84,context_exact,unigram,158,type_symbol,TAB:B|Phyt,2192,23,29,5,0.304288,0.217391,0.172414,16.431784,4.038417,8.612757,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1980;H-1979;H-190|H-724;H-726;H-1104|H-1105,+400-158-806-475+;+740-158-806-467+;+158-806-465+;+158-806-465+;+158-806-465+
85,context_exact,unigram,158,site_type_symbol,Harappa|TAB:B|Phyt,2192,23,29,5,0.304288,0.217391,0.172414,16.431784,4.038417,8.612757,1,shuffle_units_within_site_type,,,1,shuffle_units_within_site_type,H-1980;H-1979;H-190|H-724;H-726;H-1104|H-1105,+400-158-806-475+;+740-158-806-467+;+158-806-465+;+158-806-465+;+158-806-465+
86,context_exact,unigram,700,cult,None,2192,132,1097,114,66.060219,0.863636,0.10392,1.725698,0.78718,8.606505,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1138|H-1817|H-1823|H-1824|H-1825|H-1828|H-1829|H-1830|H-1831|H-1832|H-1844|H-1845|H-1846|H-1850|H-1854|H-1860|H-1867|H-1868|H-1869|H-1870|H-1871|H-1874|H-1894|H-1895|H-1907|H-771|H-780|H-788;H-1354|H-2246|H-983;H-1281|H-1294|H-1309|H-1312|H-1313|H-1319|H-1330|H-2129|H-2139|H-2146|H-2173|H-2183|H-2184|H-2185|H-2186|H-2198|H-2217|H-315|H-340|H-341|H-926|H-930|H-943|H-944|H-962|H-963|H-965;H-1102|H-1123|H-1133|H-1804|H-1836|H-1841|H-1853|H-1865|H-1902|H-1906|H-1909|H-1922|H-1923|H-209|H-214|H-232|H-717|H-766|H-768|H-802|H-814|H-833|H-837|H-877;H-1188|H-1270|H-1287|H-1302|H-1303|H-1308|H-2115|H-2125|H-2131|H-2197|H-2213|H-2214|H-2215|H-2238|H-296|H-303|H-309|H-311|H-316|H-326|H-343|H-344|H-345|H-891|H-900|H-914|H-916|H-925|H-927|H-928|H-929|H-934|H-935|H-948|H-949|H-951|H-959|H-961|H-986|H-987;H-1273|H-2070|H-2094|H-2102|H-2105|H-2130|H-2137|H-2140|H-2141|H-2155|H-2218|H-2219|H-2220|H-2221|H-2222|H-2223|H-2224|H-2225|H-2226|H-2227|H-2228|H-2229|H-2230|H-2231|H-2232|H-2233|H-2234|H-2235|H-2237|H-2239|H-285|H-307|H-308|H-312|H-313|H-314|H-317|H-320|H-324|H-893|H-910|H-936|H-939|H-946|H-947|H-952|H-960;H-1156|H-1321|H-217;H-1112|H-1842|H-1851|H-1858|H-1859|H-1897|H-1903|H-1912|H-1924|H-249|H-776|H-789|H-792|H-793|H-812|H-816,+700-034+;+700-034+;+700-032+;+700-032+;+700-033+;+700-034+;+700-032+;+033-700+
87,context_exact,last,806,material,Copper,2192,31,80,10,1.131387,0.322581,0.125,8.83871,3.143836,8.552976,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,M-1563|M-2054|M-602|M-604;M-503;M-504;M-1535|M-1536|M-1540|M-2050|M-582|M-583|M-585|M-586|M-587|M-588;M-1550|M-597;M-603;M-1449;M-1452,+740-900-850-407-061-845-806+;+740-176-233-806+;+740-384-233-806+;+740-900-850-407-061-845-806+;+740-384-233-806+;+740-900-850-407-845-806+;+740-176-233-806+;+740-176-231-806+
88,context_exact,bigram,400-740,cult,None,2192,115,1097,102,57.552464,0.886957,0.092981,1.772296,0.82562,8.513966,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1273|H-1302|H-1303|H-308|H-309|H-312|H-313|H-314|H-315|H-316|H-317|H-932|H-934|H-935|H-936|H-937|H-960|H-962|H-987;H-1158|H-287|H-879|H-882;H-1102;H-874;H-1192;H-1894;H-1895;H-1897,+400-740-176+;+400-740-760-605+;+400-740-382+;+400-740-455+;+400-740-767-220-416+;+400-740-061-140+;+400-740-100-240+;+400-740-904-240+
89,context_exact,bigram,585-017,material,Copper,2192,21,80,8,0.766423,0.380952,0.1,10.438095,3.383787,8.456357,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,M-2053;M-547;M-548;M-549;M-578;M-1534|M-580|M-581;M-599;M-1555|M-1556|M-1557|M-1558,+407-032-520-095-585-017-220+;+407-032-520-095-585-017-231+;+407-032-520-095-585-017-231+;+407-032-520-095-585-017-231+;+740-388-585-017+;+740-388-585-017+;+408-032-520-095-585-017-220+;+407-032-520-095-585-017-231+
90,context_exact,first,400,material_type,Steatite|TAB:I,2192,235,181,53,19.404653,0.225532,0.292818,2.731304,1.44959,8.424928,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1319;H-1287;H-1273|H-1302|H-1303|H-308|H-309|H-312|H-313|H-314|H-315|H-316|H-317|H-932|H-934|H-935|H-936|H-937|H-960|H-962|H-987;H-1158|H-287|H-879|H-882;H-1331|H-1332|H-347;H-1192;H-1181|H-2062|H-2063|H-2066|H-358|H-896;H-2184,+400-678+;+400-156-140-032+;+400-740-176+;+400-740-760-605+;+400-098+;+400-740-767-220-416+;+400-156-435-255+;+400-740-032-015+
91,context_exact,unigram,400,type,TAB:I,2192,257,231,66,27.083485,0.256809,0.285714,2.436909,1.285053,8.412864,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,H-1319;H-1287;H-1273|H-1302|H-1303|H-308|H-309|H-312|H-313|H-314|H-315|H-316|H-317|H-932|H-934|H-935|H-936|H-937|H-960|H-962|H-987;H-1158|H-287|H-879|H-882;H-1331|H-1332|H-347;H-1192;H-1181|H-2062|H-2063|H-2066|H-358|H-896;H-2184,+400-678+;+400-156-140-032+;+400-740-176+;+400-740-760-605+;+400-098+;+400-740-767-220-416+;+400-156-435-255+;+400-740-032-015+
92,context_exact,unigram,400,site_type,Harappa|TAB:I,2192,257,226,65,26.497263,0.252918,0.287611,2.453084,1.294596,8.404276,1,shuffle_units_within_site_type,,,1,shuffle_units_within_site_type,H-1319;H-1287;H-1273|H-1302|H-1303|H-308|H-309|H-312|H-313|H-314|H-315|H-316|H-317|H-932|H-934|H-935|H-936|H-937|H-960|H-962|H-987;H-1158|H-287|H-879|H-882;H-1331|H-1332|H-347;H-1192;H-1181|H-2062|H-2063|H-2066|H-358|H-896;H-2184,+400-678+;+400-156-140-032+;+400-740-176+;+400-740-760-605+;+400-098+;+400-740-767-220-416+;+400-156-435-255+;+400-740-032-015+
93,context_exact,unigram,407,type_symbol,TAB:C|None,2192,60,22,7,0.60219,0.116667,0.318182,11.624242,3.539065,8.400065,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,M-2053;M-1563|M-2054|M-602|M-604;M-513|M-514|M-515;M-1547|M-593;M-603;M-1555|M-1556|M-1557|M-1558;M-2055,+407-032-520-095-585-017-220+;+740-900-850-407-061-845-806+;+407-585-233+;+407-321-407-845-033-705-235+;+740-900-850-407-845-806+;+407-032-520-095-585-017-231+;+002-407-125-590-831+
94,context_exact,first,400,symbol,None,2192,235,765,140,82.014142,0.595745,0.183007,1.707023,0.771482,8.396761,1,shuffle_units_within_site_type,1,shuffle_units_within_site_type,0.39,shuffle_units_within_site_type,H-1133|H-1896;H-1319;H-1121|H-789;H-1287;H-1273|H-1302|H-1303|H-308|H-309|H-312|H-313|H-314|H-315|H-316|H-317|H-932|H-934|H-935|H-936|H-937|H-960|H-962|H-987;H-1102;H-1331|H-1332|H-347;H-874,+400-892-831+;+400-678+;+400-520-220-016+;+400-156-140-032+;+400-740-176+;+400-740-382+;+400-098+;+400-740-455+
95,context_exact,unigram,806,site_type_symbol,Harappa|SEAL:R|None,2192,84,57,14,2.184307,0.166667,0.245614,6.409357,2.68018,8.258661,1,shuffle_units_within_site_type,,,1,shuffle_units_within_site_type,H-661;H-130;H-132;H-135;H-143;H-146;H-152|H-681;H-154,+740-055-806+;+409-032-845-033-705-231-806-002-595-812-125-717+;+154-806-471-407-845-740-233-231-798+;+740-773-231-806-002-861+;+154-806-469-001-740-877-032+;+154-806-467-031+;+154-806-468+;+154-806-467-013-817+
