"id","cisi","prev","next","frame","site","type","text","companion_text","companion_class"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+000[","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+740-032-840-220-000[","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+740-760-000[","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+354-794-892[","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+740[","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","]000-240[","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+094-033[","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","]000+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","]700-090[","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","]000-000-700-000[","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+000-000-000-000[","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","]240-002-031-000[","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+000-705-002-861+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","]000-032-840-002-000+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","]000-803-740-000[","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","]740-142-000-002-861-390[","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","]000-100-001-832[","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+032+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+032+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+032+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+032+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","]000-741-000-000+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","]803-000[","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","]630-000[","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","]000-032-000[","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+000-575[","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+426-000[","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","]000-317-000+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+742+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+742+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+742+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+000-000+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+000-000+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+820+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","]000[","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+035+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+110[","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+354-001-405-840-626-416-220-415-798-745[","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+034-000+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+155-005+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+090-740-100-415-240-820-033+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+000-000-000+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+520-070-495-240-060-297-368-632-032+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+292-352-125-741-900-322+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+520-463-510+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+740-000-744-013-255+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+000-090-001-133-384-160+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+000-061-032-001-220-033-000+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","]000-001-000-090-000[","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+002/000-090-725-000+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+220-455-031-091+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+033-001-032-091+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+031-093-001-091-220-055+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+740/740+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","]405-090[","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+055-099-121-055-831-031-071+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+740-061+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+740-032-029-002-281+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+740-405-590-060-146+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+740-000-000[","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+740+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+156+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+382-382-382+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+740-705-000-000+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+740-706+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+740-706+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+740-706-365-000[","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+740-706-365-000[","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","]000-861+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","]678+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+033-033[","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","]000-390+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+740-900-803+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","]892-000+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+500[","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+700+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+000-600-000-000[","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+033-155+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+400-137+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","]000-000-220+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+740-000-000+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+032+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+000-176+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+843+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","]000-374-000-820+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","]000-000-416[","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+515-849[","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","]000-740[","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","]220[","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+034+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","]000-049-002-820+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+520-031+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+151-400-142+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+740-000-032-000-000+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+520-001+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+335-220-098-921-861+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+220+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+415-820+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+237+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+390-016-013-820+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+520-235-220-032+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+000-000-315-849[","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+697-031+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+000-840-140-002-817+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+390-840-741-031-370+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+361-002-000-317-688+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+002-861-000[","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+820-033+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+455+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","]411-956[","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","]741[","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","]861[","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","]000-530[","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","]820[","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","]002-920+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+091+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","]742[","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+392-861+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","]000-590[","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+740-000[","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+000+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+145-139-000-000+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","]706-220+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","]000-100-415-240-741-060-920+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+400-520-000[","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","]000-220+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+382-520+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+000-032-705[","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","]000-220-000-368-220-031+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+390+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+390+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+390+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+031-820-104-013-817+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+136-002-298-741+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+520-033-033-741-572-368+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+740-861-877-741-000+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+136-002-861+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+368-415-104-002-824+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","]231-226-002-031-575+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","]035-171+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+000+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","]740-081[","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","]705-000[","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+000-176-142+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+740-154-017-060-130-035-171+","one_sign_or_contains_110"
"291.1","-","318","415","318-220-415","Harappa","TAB:B","+740-407-590-690-436-255-920-318-220-415-803+","+407-032-520-095-585-017-231+","one_sign_or_contains_110"
"388.2","H-1874","002","455","002-220-455","Harappa","TAB:B","+002-220-455-000+","+700-034+","700_034_branch"
"481.1","H-2148","520","415","520-220-415","Harappa","TAB:I","+520-220-415+","+110+","one_sign_or_contains_110"
"485.2","H-1953","520","415","520-220-415","Harappa","TAB:B","+520-220-415-240-803+","+700-032-220+","700_032_branch"
"595.1","H-1892","<START>","000","<START>-220-000","Harappa","TAB:B","+220-000-700+","+400-698+","two_sign_other"
"729.1","H-2010","176","235","176-220-235","Harappa","TAB:B","+740-176-220-235+","+740-482-240-002-861+","longer_other"
"744.2","H-1993","000","004","000-220-004","Harappa","TAB:B","+740-000-220-004-002-390-095+","+700-033+","700_033_branch"
"816.1","H-2240","520","415","520-220-415","Harappa","TAB:I","+520-220-415+","+869-575+","two_sign_other"
"824.2","H-1775","<START>","000","<START>-220-000","Harappa","TAB:B","+220-000-700-033+","+740-100-415-176-792-102+","longer_other"
"841.1","H-2146","520","415","520-220-415","Harappa","TAB:I","+520-220-415+","+700-032+","700_032_branch"
"848.1","H-2149","520","415","520-220-415","Harappa","TAB:I","+520-220-415+","+590-032-645-003+","longer_other"
"913.1","H-1992","520","415","520-220-415","Harappa","TAB:B","+520-220-415+","+520-220-415+","companion_starts_520_220"
"913.2","H-1992","520","415","520-220-415","Harappa","TAB:B","+520-220-415+","+520-220-415+","companion_starts_520_220"
"925.2","H-1838","<START>","000","<START>-220-000","Harappa","TAB:B","+220-000-000-000+","+000-415-176-000+","longer_other"
"937.1","H-2011","176","235","176-220-235","Harappa","TAB:B","+740-176-220-235+","+740-482-240-002-861+","longer_other"
"1258.1","H-231","520","240","520-220-240","Harappa","TAB:B","+520-220-240-002-820+","+700-033+","700_033_branch"
"1324.1","H-302","<START>","700","<START>-220-700","Harappa","TAB:I","+220-700-004+","+400-760-740-220-416+","longer_other"
"1324.2","H-302","740","416","740-220-416","Harappa","TAB:I","+400-760-740-220-416+","+220-700-004+","700_other_branch"
"1341.1","H-319","520","415","520-220-415","Harappa","TAB:I","+520-220-415+","+700-034+","700_034_branch"
"1366.1","H-346","520","415","520-220-415","Harappa","TAB:I","+520-220-415+","+700-090+","700_other_branch"
"1659.1","H-767","740","415","740-220-415","Harappa","TAB:B","+400-740-220-415-798+","+700-033+","700_033_branch"
"1677.2","H-786","520","415","520-220-415","Harappa","TAB:B","+520-220-415+","+824-892-413+","longer_other"
"1680.1","H-789","520","016","520-220-016","Harappa","TAB:B","+400-520-220-016+","+033-700+","700_033_branch"
"1686.2","H-795","000","000","000-220-000","Harappa","TAB:B","+442-000-220-000+","+033-700+","700_033_branch"
"1695.2","H-806","176","235","176-220-235","Harappa","TAB:B","+740-176-220-235+","+740-482-240-002-861+","longer_other"
"1696.2","H-807","176","235","176-220-235","Harappa","TAB:B","+740-176-220-235+","+740-482-240-002-861+","longer_other"
"1697.2","H-808","176","235","176-220-235","Harappa","TAB:B","+740-176-220-235+","+740-482-240-002-861+","longer_other"
"1793.2","H-912","<START>","700","<START>-220-700","Harappa","TAB:I","+220-700-004+","+400-740-760-220-416+","longer_other"
"1818.1","H-938","520","415","520-220-415","Harappa","TAB:I","+520-220-415+","+034-700+","700_034_branch"
"1819.2","H-939","520","415","520-220-415","Harappa","TAB:I","+520-220-415+","+700-034+","700_034_branch"
"1820.1","H-940","520","415","520-220-415","Harappa","TAB:I","+520-220-415+","+110+","one_sign_or_contains_110"
"1821.2","H-941","520","415","520-220-415","Harappa","TAB:I","+520-220-415+","+590-032-645-003+","longer_other"
"1822.1","H-942","520","016","520-220-016","Harappa","TAB:I","+520-220-016+","+033-700+","700_033_branch"
"1971.1","-","590","003","590-220-003","Kish","SEAL:S","+740-390-590-220-003-060-840-416+","+220-000+","one_sign_or_contains_110"
"1971.1","-","590","003","590-220-003","Kish","SEAL:S","+740-390-590-220-003-060-840-416+","+740-235+","one_sign_or_contains_110"
"1971.1","-","590","003","590-220-003","Kish","SEAL:S","+740-390-590-220-003-060-840-416+","+405-844-032-840-002-861+","one_sign_or_contains_110"
"1971.1","-","590","003","590-220-003","Kish","SEAL:S","+740-390-590-220-003-060-840-416+","+000+","one_sign_or_contains_110"
"1971.1","-","590","003","590-220-003","Kish","SEAL:S","+740-390-590-220-003-060-840-416+","+520-001+","one_sign_or_contains_110"
"1971.1","-","590","003","590-220-003","Kish","SEAL:S","+740-390-590-220-003-060-840-416+","+000-000-000+","one_sign_or_contains_110"
"1971.1","-","590","003","590-220-003","Kish","SEAL:S","+740-390-590-220-003-060-840-416+","+390-003-003+","one_sign_or_contains_110"
"1971.1","-","590","003","590-220-003","Kish","SEAL:S","+740-390-590-220-003-060-840-416+","+006+","one_sign_or_contains_110"
"1971.1","-","590","003","590-220-003","Kish","SEAL:S","+740-390-590-220-003-060-840-416+","+236-002-820+","one_sign_or_contains_110"
"1971.1","-","590","003","590-220-003","Kish","SEAL:S","+740-390-590-220-003-060-840-416+","+740-760-000-742-013/742-552+","one_sign_or_contains_110"
"1971.1","-","590","003","590-220-003","Kish","SEAL:S","+740-390-590-220-003-060-840-416+","+151-892-032+","one_sign_or_contains_110"
"1971.1","-","590","003","590-220-003","Kish","SEAL:S","+740-390-590-220-003-060-840-416+","+156-019+","one_sign_or_contains_110"
"1971.1","-","590","003","590-220-003","Kish","SEAL:S","+740-390-590-220-003-060-840-416+","+093-808+","one_sign_or_contains_110"
"1971.1","-","590","003","590-220-003","Kish","SEAL:S","+740-390-590-220-003-060-840-416+","+244-165/740-879-220-416-803-002-861+","one_sign_or_contains_110"
"1971.1","-","590","003","590-220-003","Kish","SEAL:S","+740-390-590-220-003-060-840-416+","+520-460-495+","one_sign_or_contains_110"
"1971.1","-","590","003","590-220-003","Kish","SEAL:S","+740-390-590-220-003-060-840-416+","+740-416-002-861+","one_sign_or_contains_110"
"1971.1","-","590","003","590-220-003","Kish","SEAL:S","+740-390-590-220-003-060-840-416+","+520-460+","one_sign_or_contains_110"
"1971.1","-","590","003","590-220-003","Kish","SEAL:S","+740-390-590-220-003-060-840-416+","+154-388-717-705+","one_sign_or_contains_110"
"1971.1","-","590","003","590-220-003","Kish","SEAL:S","+740-390-590-220-003-060-840-416+","+590-407-790-032+","one_sign_or_contains_110"
"1971.1","-","590","003","590-220-003","Kish","SEAL:S","+740-390-590-220-003-060-840-416+","+390-016-002-861+","one_sign_or_contains_110"
"1971.1","-","590","003","590-220-003","Kish","SEAL:S","+740-390-590-220-003-060-840-416+","+617-142+","one_sign_or_contains_110"
