scope,null_model,iteration,max_z,max_support,max_unit,max_context_field,max_context_value
text_only,shuffle_contexts_within_token_count,85,5.503617,8,bigram:003-002,material_type,Steatite|SEAL:R
text_only,shuffle_contexts_within_token_count,86,5.29343,5,unigram:055,site_type_symbol,Mohenjo-daro|SEAL:S|Bull1:I
text_only,shuffle_contexts_within_token_count,87,6.433353,5,last:892,site_type_symbol,Mohenjo-daro|SEAL:S|Bull1:J
text_only,shuffle_contexts_within_token_count,88,7.869554,6,unigram:645,site_type_symbol,Mohenjo-daro|SEAL:S|Bull1:J
text_only,shuffle_contexts_within_token_count,89,4.692892,5,unigram:921,site_type,Mohenjo-daro|SEAL:R
text_only,shuffle_contexts_within_token_count,90,5.841898,5,last:005,site_type_symbol,Harappa|SEAL:S|Bull1:W
text_only,shuffle_contexts_within_token_count,91,7.544187,5,unigram:156,site_type_symbol,Mohenjo-daro|TAB:C|None
text_only,shuffle_contexts_within_token_count,92,6.97863,5,unigram:156,symbol,Phyt
text_only,shuffle_contexts_within_token_count,93,5.723609,9,unigram:158,site_type,Harappa|TAB:I
text_only,shuffle_contexts_within_token_count,94,5.627419,5,unigram:550,site_type_symbol,Mohenjo-daro|TAB:B|None
text_only,shuffle_contexts_within_token_count,95,5.667624,6,unigram:097,material,Clay
text_only,shuffle_contexts_within_token_count,96,5.595749,5,bigram:240-060,symbol,Bull1:J
text_only,shuffle_contexts_within_token_count,97,5.145195,32,unigram:220,site_type_symbol,Mohenjo-daro|SEAL:R|None
text_only,shuffle_contexts_within_token_count,98,6.970047,5,bigram:002-220,site_type_symbol,Harappa|SEAL:S|Bull1:W
text_only,shuffle_contexts_within_token_count,99,7.286983,5,unigram:175,cult,RAN
text_only,shuffle_units_within_site_type,0,12.557319,5,bigram:617-142,site_type_symbol,Mohenjo-daro|TAB:C|None
text_only,shuffle_units_within_site_type,1,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,2,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,3,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,4,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,5,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,6,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,7,16.069503,5,bigram:700-033,type_symbol,TAB:B|Bult
text_only,shuffle_units_within_site_type,8,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,9,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,10,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,11,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,12,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,13,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,14,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,15,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,16,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,17,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,18,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,19,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,20,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,21,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,22,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,23,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,24,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,25,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,26,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,27,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,28,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,29,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,30,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,31,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,32,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,33,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,34,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,35,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,36,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,37,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,38,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,39,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,40,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,41,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,42,12.652062,8,unigram:407,type_symbol,TAB:C|Othr
text_only,shuffle_units_within_site_type,43,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,44,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,45,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,46,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,47,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,48,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,49,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,50,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,51,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,52,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,53,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,54,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,55,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,56,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,57,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,58,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,59,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,60,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,61,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,62,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,63,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,64,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,65,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,66,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,67,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,68,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,69,12.448772,8,first:407,site_type_symbol,Mohenjo-daro|TAB:C|None
text_only,shuffle_units_within_site_type,70,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,71,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,72,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,73,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,74,13.411723,10,unigram:700,type_symbol,TAB:B|Bult
text_only,shuffle_units_within_site_type,75,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,76,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,77,12.442682,66,first:400,site_type_symbol,Harappa|TAB:B|None
text_only,shuffle_units_within_site_type,78,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,79,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,80,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,81,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,82,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,83,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,84,13.097891,5,unigram:095,site_type_symbol,Mohenjo-daro|TAB:C|None
text_only,shuffle_units_within_site_type,85,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,86,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,87,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,88,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,89,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,90,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,91,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,92,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,93,12.448772,8,first:407,site_type_symbol,Mohenjo-daro|TAB:C|None
text_only,shuffle_units_within_site_type,94,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,95,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,96,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,97,12.39563,82,first:400,site_type,Harappa|TAB:B
text_only,shuffle_units_within_site_type,98,12.652062,8,unigram:407,type_symbol,TAB:C|Othr
text_only,shuffle_units_within_site_type,99,12.652062,8,unigram:407,type_symbol,TAB:C|Othr
