date,triage_id,queue_rank,representative_cisi,site,type,text,diff_per_transition,route_count,plate_route_count,data_route_count,source_status_rank,best_volume,best_page_index,best_source_url,best_local_artifact,best_artifact_sha256,visual_review_status,admissibility_tier,signband_visible,immediate_blind_packet_candidate,manual_visual_note,next_gate,skeptic_boundary,forger_boundary,accepted_claims_increment
2026-05-29,directionality_route_visual_triage_v1,36,H-1047,Harappa,SEAL:S,+405-004-745-905+,2.348634,0,0,0,not_found_in_public_cisi_ocr_layer,,,,,,not_found_in_public_cisi_ocr_layer,tier_6_no_public_route,no,no,No exact public CISI OCR route was found in the accessible India/Pakistan XML layer.,"Try CISI 3.1, HARP, museum/archive sources, or non-OCR page-range routing.","Visual route triage cannot validate source-normalized token order, physical direction, sign identity, meaning, phonetic value, language family, or translation.",No forger pass has been run on visual admissibility tiers. These tiers only select candidates for the next blind token-boxing/control packet; accepted claims remain zero.,0
2026-05-29,directionality_route_visual_triage_v1,37,H-132,Harappa,SEAL:R,+154-806-471-407-845-740-233-231-798+,2.331656,0,0,0,not_found_in_public_cisi_ocr_layer,,,,,,not_found_in_public_cisi_ocr_layer,tier_6_no_public_route,no,no,No exact public CISI OCR route was found in the accessible India/Pakistan XML layer.,"Try CISI 3.1, HARP, museum/archive sources, or non-OCR page-range routing.","Visual route triage cannot validate source-normalized token order, physical direction, sign identity, meaning, phonetic value, language family, or translation.",No forger pass has been run on visual admissibility tiers. These tiers only select candidates for the next blind token-boxing/control packet; accepted claims remain zero.,0
2026-05-29,directionality_route_visual_triage_v1,38,H-1767,Harappa,TAB:B,+617-550-003+,2.321996,0,0,0,not_found_in_public_cisi_ocr_layer,,,,,,not_found_in_public_cisi_ocr_layer,tier_6_no_public_route,no,no,No exact public CISI OCR route was found in the accessible India/Pakistan XML layer.,"Try CISI 3.1, HARP, museum/archive sources, or non-OCR page-range routing.","Visual route triage cannot validate source-normalized token order, physical direction, sign identity, meaning, phonetic value, language family, or translation.",No forger pass has been run on visual admissibility tiers. These tiers only select candidates for the next blind token-boxing/control packet; accepted claims remain zero.,0
2026-05-29,directionality_route_visual_triage_v1,39,H-659,Harappa,SEAL:R,+407-845-140-740-233-240-798-365-263+,2.294623,1,1,0,public_cisi_plate_route_candidate,cisi_pakistan,343,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n343_w2000.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/39_H_659_cisi_pakistan_n343_1_context_enhanced_x2.jpg,ffc2daba85e9bc5b1f251186b47d0810200b48ef3787a696b06ca63e9530764b,not_yet_visual_reviewed,tier_4_plate_route_unreviewed,unreviewed,no,"Public OCR route exists, but this route was not manually visually triaged in this pass.",Manual visual source-panel review before any token-box packet.,"Visual route triage cannot validate source-normalized token order, physical direction, sign identity, meaning, phonetic value, language family, or translation.",No forger pass has been run on visual admissibility tiers. These tiers only select candidates for the next blind token-boxing/control packet; accepted claims remain zero.,0
2026-05-29,directionality_route_visual_triage_v1,40,M-127,Mohenjo-daro,SEAL:S,+565-740-220-741-176+,2.289074,2,1,1,public_cisi_plate_route_candidate,cisi_india,77,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n77_w2000.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/40_M_127_cisi_india_n77_1_context_enhanced_x2.jpg,91665d08d32a3b58e0e32ec11ee503720fa5848aaf659ea5bf3c693976f99baf,not_yet_visual_reviewed,tier_4_plate_route_unreviewed,unreviewed,no,"Public OCR route exists, but this route was not manually visually triaged in this pass.",Manual visual source-panel review before any token-box packet.,"Visual route triage cannot validate source-normalized token order, physical direction, sign identity, meaning, phonetic value, language family, or translation.",No forger pass has been run on visual admissibility tiers. These tiers only select candidates for the next blind token-boxing/control packet; accepted claims remain zero.,0
2026-05-29,directionality_route_visual_triage_v1,41,M-195,Mohenjo-daro,SEAL:S,+298-350-590-032-900-853+,2.285935,0,0,0,not_found_in_public_cisi_ocr_layer,,,,,,not_found_in_public_cisi_ocr_layer,tier_6_no_public_route,no,no,No exact public CISI OCR route was found in the accessible India/Pakistan XML layer.,"Try CISI 3.1, HARP, museum/archive sources, or non-OCR page-range routing.","Visual route triage cannot validate source-normalized token order, physical direction, sign identity, meaning, phonetic value, language family, or translation.",No forger pass has been run on visual admissibility tiers. These tiers only select candidates for the next blind token-boxing/control packet; accepted claims remain zero.,0
2026-05-29,directionality_route_visual_triage_v1,42,M-1322,Mohenjo-daro,SEAL:R,+423-003-491+,2.283392,2,2,0,public_cisi_plate_route_candidate,cisi_pakistan,203,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n203_w2000.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/42_M_1322_cisi_pakistan_n203_1_context_enhanced_x2.jpg,60b6f33307040d5241e42cb0792969d3e4965fa5b4f40cd7bd1a7f10f1527ea1,not_yet_visual_reviewed,tier_4_plate_route_unreviewed,unreviewed,no,"Public OCR route exists, but this route was not manually visually triaged in this pass.",Manual visual source-panel review before any token-box packet.,"Visual route triage cannot validate source-normalized token order, physical direction, sign identity, meaning, phonetic value, language family, or translation.",No forger pass has been run on visual admissibility tiers. These tiers only select candidates for the next blind token-boxing/control packet; accepted claims remain zero.,0
2026-05-29,directionality_route_visual_triage_v1,43,H-421,Harappa,SEAL:S,+679-740-240-060-550+,2.27671,2,2,0,public_cisi_plate_route_candidate,cisi_pakistan,305,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n305_w2000.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/43_H_421_cisi_pakistan_n305_1_context_enhanced_x2.jpg,c8234dd1da8d18aa4cc8cdc79fdd90ef998ef944fdde2c9fb5b8c7623ed1f6e7,not_yet_visual_reviewed,tier_4_plate_route_unreviewed,unreviewed,no,"Public OCR route exists, but this route was not manually visually triaged in this pass.",Manual visual source-panel review before any token-box packet.,"Visual route triage cannot validate source-normalized token order, physical direction, sign identity, meaning, phonetic value, language family, or translation.",No forger pass has been run on visual admissibility tiers. These tiers only select candidates for the next blind token-boxing/control packet; accepted claims remain zero.,0
2026-05-29,directionality_route_visual_triage_v1,44,M-2104,Mohenjo-daro,ROD,+151-097-700-034+,2.23409,0,0,0,not_found_in_public_cisi_ocr_layer,,,,,,not_found_in_public_cisi_ocr_layer,tier_6_no_public_route,no,no,No exact public CISI OCR route was found in the accessible India/Pakistan XML layer.,"Try CISI 3.1, HARP, museum/archive sources, or non-OCR page-range routing.","Visual route triage cannot validate source-normalized token order, physical direction, sign identity, meaning, phonetic value, language family, or translation.",No forger pass has been run on visual admissibility tiers. These tiers only select candidates for the next blind token-boxing/control packet; accepted claims remain zero.,0
2026-05-29,directionality_route_visual_triage_v1,45,M-915,Mohenjo-daro,SEAL:S,+151-097-031+,2.157543,2,2,0,public_cisi_plate_route_candidate,cisi_pakistan,122,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n122_w2000.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/45_M_915_cisi_pakistan_n122_1_context_enhanced_x2.jpg,8cbe791a3c7f6b5d6829eeb360db2064eafb488795728546ecc3128a44bf4a4c,not_yet_visual_reviewed,tier_4_plate_route_unreviewed,unreviewed,no,"Public OCR route exists, but this route was not manually visually triaged in this pass.",Manual visual source-panel review before any token-box packet.,"Visual route triage cannot validate source-normalized token order, physical direction, sign identity, meaning, phonetic value, language family, or translation.",No forger pass has been run on visual admissibility tiers. These tiers only select candidates for the next blind token-boxing/control packet; accepted claims remain zero.,0
2026-05-29,directionality_route_visual_triage_v1,46,H-1049,Harappa,SEAL:S,+405-004-002-933+,2.141416,0,0,0,not_found_in_public_cisi_ocr_layer,,,,,,not_found_in_public_cisi_ocr_layer,tier_6_no_public_route,no,no,No exact public CISI OCR route was found in the accessible India/Pakistan XML layer.,"Try CISI 3.1, HARP, museum/archive sources, or non-OCR page-range routing.","Visual route triage cannot validate source-normalized token order, physical direction, sign identity, meaning, phonetic value, language family, or translation.",No forger pass has been run on visual admissibility tiers. These tiers only select candidates for the next blind token-boxing/control packet; accepted claims remain zero.,0
2026-05-29,directionality_route_visual_triage_v1,47,M-1743,Mohenjo-daro,SEAL:S,+064-840-140-740-176+,2.128674,0,0,0,not_found_in_public_cisi_ocr_layer,,,,,,not_found_in_public_cisi_ocr_layer,tier_6_no_public_route,no,no,No exact public CISI OCR route was found in the accessible India/Pakistan XML layer.,"Try CISI 3.1, HARP, museum/archive sources, or non-OCR page-range routing.","Visual route triage cannot validate source-normalized token order, physical direction, sign identity, meaning, phonetic value, language family, or translation.",No forger pass has been run on visual admissibility tiers. These tiers only select candidates for the next blind token-boxing/control packet; accepted claims remain zero.,0
2026-05-29,directionality_route_visual_triage_v1,48,H-1834,Harappa,TAB:B,+298-350-892-590+,2.119981,0,0,0,not_found_in_public_cisi_ocr_layer,,,,,,not_found_in_public_cisi_ocr_layer,tier_6_no_public_route,no,no,No exact public CISI OCR route was found in the accessible India/Pakistan XML layer.,"Try CISI 3.1, HARP, museum/archive sources, or non-OCR page-range routing.","Visual route triage cannot validate source-normalized token order, physical direction, sign identity, meaning, phonetic value, language family, or translation.",No forger pass has been run on visual admissibility tiers. These tiers only select candidates for the next blind token-boxing/control packet; accepted claims remain zero.,0
2026-05-29,directionality_route_visual_triage_v1,49,H-611,Harappa,SEAL:S,+527-550-002-125-590+,2.114368,1,1,0,public_cisi_plate_route_candidate,cisi_pakistan,335,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n335_w2000.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/49_H_611_cisi_pakistan_n335_1_context_enhanced_x2.jpg,83393bf2df29a2d1665aba4bde1e1c6683eca5b0454170052a8913d1739851db,not_yet_visual_reviewed,tier_4_plate_route_unreviewed,unreviewed,no,"Public OCR route exists, but this route was not manually visually triaged in this pass.",Manual visual source-panel review before any token-box packet.,"Visual route triage cannot validate source-normalized token order, physical direction, sign identity, meaning, phonetic value, language family, or translation.",No forger pass has been run on visual admissibility tiers. These tiers only select candidates for the next blind token-boxing/control packet; accepted claims remain zero.,0
2026-05-29,directionality_route_visual_triage_v1,50,M-1314,Mohenjo-daro,SEAL:R,+407-016-001-740-923+,2.101751,2,1,1,public_cisi_plate_route_candidate,cisi_pakistan,202,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n202_w2000.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/50_M_1314_cisi_pakistan_n202_1_context_enhanced_x2.jpg,d03700993eb5d859b5071f33f7c438c35560c68a15a4b906439bf2bde9d64616,not_yet_visual_reviewed,tier_4_plate_route_unreviewed,unreviewed,no,"Public OCR route exists, but this route was not manually visually triaged in this pass.",Manual visual source-panel review before any token-box packet.,"Visual route triage cannot validate source-normalized token order, physical direction, sign identity, meaning, phonetic value, language family, or translation.",No forger pass has been run on visual admissibility tiers. These tiers only select candidates for the next blind token-boxing/control packet; accepted claims remain zero.,0
2026-05-29,directionality_route_visual_triage_v1,51,H-985,Harappa,TAB:I,+156-435-255+,2.100476,3,2,1,public_cisi_plate_route_candidate,cisi_pakistan,378,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n378_w2000.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/51_H_985_cisi_pakistan_n378_1_context_enhanced_x2.jpg,450ceb5670f5945de786cecfda08ade6678c5e25b448b93faca2597ed379b70f,not_yet_visual_reviewed,tier_4_plate_route_unreviewed,unreviewed,no,"Public OCR route exists, but this route was not manually visually triaged in this pass.",Manual visual source-panel review before any token-box packet.,"Visual route triage cannot validate source-normalized token order, physical direction, sign identity, meaning, phonetic value, language family, or translation.",No forger pass has been run on visual admissibility tiers. These tiers only select candidates for the next blind token-boxing/control packet; accepted claims remain zero.,0
2026-05-29,directionality_route_visual_triage_v1,52,M-575,Mohenjo-daro,TAB:C,+617-142-597-032-905+,2.0677,2,1,1,public_cisi_plate_route_candidate,cisi_india,34,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n34_w2000.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/52_M_575_cisi_india_n34_1_context_enhanced_x2.jpg,6bbe551e6180596abfd4351680b0e1f75e54745c43922f2a9bb339bb18253dd9,not_yet_visual_reviewed,tier_4_plate_route_unreviewed,unreviewed,no,"Public OCR route exists, but this route was not manually visually triaged in this pass.",Manual visual source-panel review before any token-box packet.,"Visual route triage cannot validate source-normalized token order, physical direction, sign identity, meaning, phonetic value, language family, or translation.",No forger pass has been run on visual admissibility tiers. These tiers only select candidates for the next blind token-boxing/control packet; accepted claims remain zero.,0
2026-05-29,directionality_route_visual_triage_v1,53,M-1793,Mohenjo-daro,SEAL:S,+226-032-060-891+,2.045266,0,0,0,not_found_in_public_cisi_ocr_layer,,,,,,not_found_in_public_cisi_ocr_layer,tier_6_no_public_route,no,no,No exact public CISI OCR route was found in the accessible India/Pakistan XML layer.,"Try CISI 3.1, HARP, museum/archive sources, or non-OCR page-range routing.","Visual route triage cannot validate source-normalized token order, physical direction, sign identity, meaning, phonetic value, language family, or translation.",No forger pass has been run on visual admissibility tiers. These tiers only select candidates for the next blind token-boxing/control packet; accepted claims remain zero.,0
2026-05-29,directionality_route_visual_triage_v1,54,M-981,Mohenjo-daro,SEAL:S,+617-142-001-407-371+,2.002789,0,0,0,not_found_in_public_cisi_ocr_layer,,,,,,not_found_in_public_cisi_ocr_layer,tier_6_no_public_route,no,no,No exact public CISI OCR route was found in the accessible India/Pakistan XML layer.,"Try CISI 3.1, HARP, museum/archive sources, or non-OCR page-range routing.","Visual route triage cannot validate source-normalized token order, physical direction, sign identity, meaning, phonetic value, language family, or translation.",No forger pass has been run on visual admissibility tiers. These tiers only select candidates for the next blind token-boxing/control packet; accepted claims remain zero.,0
2026-05-29,directionality_route_visual_triage_v1,55,M-1749,Mohenjo-daro,SEAL:S,+220-455-125-031+,-0.034528,0,0,0,not_found_in_public_cisi_ocr_layer,,,,,,not_found_in_public_cisi_ocr_layer,tier_6_no_public_route,no,no,No exact public CISI OCR route was found in the accessible India/Pakistan XML layer.,"Try CISI 3.1, HARP, museum/archive sources, or non-OCR page-range routing.","Visual route triage cannot validate source-normalized token order, physical direction, sign identity, meaning, phonetic value, language family, or translation.",No forger pass has been run on visual admissibility tiers. These tiers only select candidates for the next blind token-boxing/control packet; accepted claims remain zero.,0
2026-05-29,directionality_route_visual_triage_v1,56,H-2,Harappa,SEAL:S,+232-740-176-745-440-617+,-0.076159,4,2,2,public_cisi_plate_route_candidate,cisi_india,193,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n193_w2000.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/56_H_2_cisi_india_n193_1_context_enhanced_x2.jpg,3961af4420671eeaea24092a5f9538bab64fb7f94a7d83503936ce397625a562,not_yet_visual_reviewed,tier_4_plate_route_unreviewed,unreviewed,no,"Public OCR route exists, but this route was not manually visually triaged in this pass.",Manual visual source-panel review before any token-box packet.,"Visual route triage cannot validate source-normalized token order, physical direction, sign identity, meaning, phonetic value, language family, or translation.",No forger pass has been run on visual admissibility tiers. These tiers only select candidates for the next blind token-boxing/control packet; accepted claims remain zero.,0
2026-05-29,directionality_route_visual_triage_v1,57,M-40,Mohenjo-daro,SEAL:S,+391-002-527-475-005+,-0.107771,4,1,3,public_cisi_plate_route_candidate,cisi_india,55,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n55_w2000.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/57_M_40_cisi_india_n55_1_context_enhanced_x2.jpg,f4c0ca14e52742af0a48ff0f970cff5ed08457b2929d41008c804aac0fd06384,not_yet_visual_reviewed,tier_4_plate_route_unreviewed,unreviewed,no,"Public OCR route exists, but this route was not manually visually triaged in this pass.",Manual visual source-panel review before any token-box packet.,"Visual route triage cannot validate source-normalized token order, physical direction, sign identity, meaning, phonetic value, language family, or translation.",No forger pass has been run on visual admissibility tiers. These tiers only select candidates for the next blind token-boxing/control packet; accepted claims remain zero.,0
2026-05-29,directionality_route_visual_triage_v1,58,M-416,Mohenjo-daro,SEAL:C,+324-255-001-405-016+,-0.107771,0,0,0,not_found_in_public_cisi_ocr_layer,,,,,,not_found_in_public_cisi_ocr_layer,tier_6_no_public_route,no,no,No exact public CISI OCR route was found in the accessible India/Pakistan XML layer.,"Try CISI 3.1, HARP, museum/archive sources, or non-OCR page-range routing.","Visual route triage cannot validate source-normalized token order, physical direction, sign identity, meaning, phonetic value, language family, or translation.",No forger pass has been run on visual admissibility tiers. These tiers only select candidates for the next blind token-boxing/control packet; accepted claims remain zero.,0
2026-05-29,directionality_route_visual_triage_v1,59,M-1424,Mohenjo-daro,TAB:B,+875-700-384-125+,-0.129325,4,4,0,public_cisi_plate_route_candidate,cisi_pakistan,226,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n226_w2000.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/59_M_1424_cisi_pakistan_n226_1_context_enhanced_x2.jpg,2f15f7d97a7d93827f9e0dbc00a26dda77a9ac071e89effa2c768ceb11faaeb7,not_yet_visual_reviewed,tier_4_plate_route_unreviewed,unreviewed,no,"Public OCR route exists, but this route was not manually visually triaged in this pass.",Manual visual source-panel review before any token-box packet.,"Visual route triage cannot validate source-normalized token order, physical direction, sign identity, meaning, phonetic value, language family, or translation.",No forger pass has been run on visual admissibility tiers. These tiers only select candidates for the next blind token-boxing/control packet; accepted claims remain zero.,0
2026-05-29,directionality_route_visual_triage_v1,60,M-139,Mohenjo-daro,SEAL:S,+033-832-236-741-361+,-0.138115,0,0,0,not_found_in_public_cisi_ocr_layer,,,,,,not_found_in_public_cisi_ocr_layer,tier_6_no_public_route,no,no,No exact public CISI OCR route was found in the accessible India/Pakistan XML layer.,"Try CISI 3.1, HARP, museum/archive sources, or non-OCR page-range routing.","Visual route triage cannot validate source-normalized token order, physical direction, sign identity, meaning, phonetic value, language family, or translation.",No forger pass has been run on visual admissibility tiers. These tiers only select candidates for the next blind token-boxing/control packet; accepted claims remain zero.,0
2026-05-29,directionality_route_visual_triage_v1,61,M-490,Mohenjo-daro,TAB:B,+850-140-803-002-840-016+,-0.148013,4,2,2,public_cisi_plate_route_candidate,cisi_india,155,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n155_w2000.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/61_M_490_cisi_india_n155_1_context_enhanced_x2.jpg,e943f2945c2a71ee218a80f8a9d7771e7c4c3f5e8894129e21a91a19ac813e1e,not_yet_visual_reviewed,tier_4_plate_route_unreviewed,unreviewed,no,"Public OCR route exists, but this route was not manually visually triaged in this pass.",Manual visual source-panel review before any token-box packet.,"Visual route triage cannot validate source-normalized token order, physical direction, sign identity, meaning, phonetic value, language family, or translation.",No forger pass has been run on visual admissibility tiers. These tiers only select candidates for the next blind token-boxing/control packet; accepted claims remain zero.,0
2026-05-29,directionality_route_visual_triage_v1,62,H-1734,Harappa,POT:T:s,+016-220-382+,-0.161657,0,0,0,not_found_in_public_cisi_ocr_layer,,,,,,not_found_in_public_cisi_ocr_layer,tier_6_no_public_route,no,no,No exact public CISI OCR route was found in the accessible India/Pakistan XML layer.,"Try CISI 3.1, HARP, museum/archive sources, or non-OCR page-range routing.","Visual route triage cannot validate source-normalized token order, physical direction, sign identity, meaning, phonetic value, language family, or translation.",No forger pass has been run on visual admissibility tiers. These tiers only select candidates for the next blind token-boxing/control packet; accepted claims remain zero.,0
2026-05-29,directionality_route_visual_triage_v1,63,H-302,Harappa,TAB:I,+220-700-004+,-0.169222,0,0,0,not_found_in_public_cisi_ocr_layer,,,,,,not_found_in_public_cisi_ocr_layer,tier_6_no_public_route,no,no,No exact public CISI OCR route was found in the accessible India/Pakistan XML layer.,"Try CISI 3.1, HARP, museum/archive sources, or non-OCR page-range routing.","Visual route triage cannot validate source-normalized token order, physical direction, sign identity, meaning, phonetic value, language family, or translation.",No forger pass has been run on visual admissibility tiers. These tiers only select candidates for the next blind token-boxing/control packet; accepted claims remain zero.,0
2026-05-29,directionality_route_visual_triage_v1,64,H-4,Harappa,SEAL:S,+220-063-051+,-0.169222,4,1,3,public_cisi_plate_route_candidate,cisi_india,195,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n195_w2000.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/64_H_4_cisi_india_n195_1_context_enhanced_x2.jpg,f8c058dc5c0d1ddd1fbddc72cf58ae6738476b8b71f0c8b8155f644227dac923,not_yet_visual_reviewed,tier_4_plate_route_unreviewed,unreviewed,no,"Public OCR route exists, but this route was not manually visually triaged in this pass.",Manual visual source-panel review before any token-box packet.,"Visual route triage cannot validate source-normalized token order, physical direction, sign identity, meaning, phonetic value, language family, or translation.",No forger pass has been run on visual admissibility tiers. These tiers only select candidates for the next blind token-boxing/control packet; accepted claims remain zero.,0
2026-05-29,directionality_route_visual_triage_v1,65,M-151,Mohenjo-daro,SEAL:S,+220-065-864+,-0.169222,0,0,0,not_found_in_public_cisi_ocr_layer,,,,,,not_found_in_public_cisi_ocr_layer,tier_6_no_public_route,no,no,No exact public CISI OCR route was found in the accessible India/Pakistan XML layer.,"Try CISI 3.1, HARP, museum/archive sources, or non-OCR page-range routing.","Visual route triage cannot validate source-normalized token order, physical direction, sign identity, meaning, phonetic value, language family, or translation.",No forger pass has been run on visual admissibility tiers. These tiers only select candidates for the next blind token-boxing/control packet; accepted claims remain zero.,0
2026-05-29,directionality_route_visual_triage_v1,66,H-642,Harappa,SEAL:R,+001-304-354-125-812-033+,-0.190221,4,4,0,public_cisi_plate_route_candidate,cisi_pakistan,339,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n339_w2000.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/66_H_642_cisi_pakistan_n339_1_context_enhanced_x2.jpg,4c71201d0b61f807c4abdd8e5109e9e5eaa8d35e77feb65d15655841bd497c9d,not_yet_visual_reviewed,tier_4_plate_route_unreviewed,unreviewed,no,"Public OCR route exists, but this route was not manually visually triaged in this pass.",Manual visual source-panel review before any token-box packet.,"Visual route triage cannot validate source-normalized token order, physical direction, sign identity, meaning, phonetic value, language family, or translation.",No forger pass has been run on visual admissibility tiers. These tiers only select candidates for the next blind token-boxing/control packet; accepted claims remain zero.,0
2026-05-29,directionality_route_visual_triage_v1,67,M-2078,Mohenjo-daro,BNGL,+360-268-252-326+,-0.207218,0,0,0,not_found_in_public_cisi_ocr_layer,,,,,,not_found_in_public_cisi_ocr_layer,tier_6_no_public_route,no,no,No exact public CISI OCR route was found in the accessible India/Pakistan XML layer.,"Try CISI 3.1, HARP, museum/archive sources, or non-OCR page-range routing.","Visual route triage cannot validate source-normalized token order, physical direction, sign identity, meaning, phonetic value, language family, or translation.",No forger pass has been run on visual admissibility tiers. These tiers only select candidates for the next blind token-boxing/control packet; accepted claims remain zero.,0
2026-05-29,directionality_route_visual_triage_v1,68,M-828,Mohenjo-daro,SEAL:S,+590-165-032-840+,-0.31412,2,2,0,public_cisi_plate_route_candidate,cisi_pakistan,107,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n107_w2000.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/68_M_828_cisi_pakistan_n107_1_context_enhanced_x2.jpg,8835cc548cdb5f242467e63c5615aa5bada3644b2d6a159ef9a0711671acb301,not_yet_visual_reviewed,tier_4_plate_route_unreviewed,unreviewed,no,"Public OCR route exists, but this route was not manually visually triaged in this pass.",Manual visual source-panel review before any token-box packet.,"Visual route triage cannot validate source-normalized token order, physical direction, sign identity, meaning, phonetic value, language family, or translation.",No forger pass has been run on visual admissibility tiers. These tiers only select candidates for the next blind token-boxing/control packet; accepted claims remain zero.,0
2026-05-29,directionality_route_visual_triage_v1,69,H-2063,Harappa,TAB:I,+868-706-590+,-0.330256,0,0,0,not_found_in_public_cisi_ocr_layer,,,,,,not_found_in_public_cisi_ocr_layer,tier_6_no_public_route,no,no,No exact public CISI OCR route was found in the accessible India/Pakistan XML layer.,"Try CISI 3.1, HARP, museum/archive sources, or non-OCR page-range routing.","Visual route triage cannot validate source-normalized token order, physical direction, sign identity, meaning, phonetic value, language family, or translation.",No forger pass has been run on visual admissibility tiers. These tiers only select candidates for the next blind token-boxing/control packet; accepted claims remain zero.,0
2026-05-29,directionality_route_visual_triage_v1,70,M-1103,Mohenjo-daro,SEAL:S,+001-820-595-760-706-635+,-0.339353,4,4,0,public_cisi_plate_route_candidate,cisi_pakistan,150,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n150_w2000.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/70_M_1103_cisi_pakistan_n150_1_context_enhanced_x2.jpg,d7dd43b1a92a27cc825750ad5a3e108a4b2d6aa836d25ad07dd40d678a85c9cd,not_yet_visual_reviewed,tier_4_plate_route_unreviewed,unreviewed,no,"Public OCR route exists, but this route was not manually visually triaged in this pass.",Manual visual source-panel review before any token-box packet.,"Visual route triage cannot validate source-normalized token order, physical direction, sign identity, meaning, phonetic value, language family, or translation.",No forger pass has been run on visual admissibility tiers. These tiers only select candidates for the next blind token-boxing/control packet; accepted claims remain zero.,0
2026-05-29,directionality_route_visual_triage_v1,71,H-1148,Harappa,TAB:B,+615-352+,-0.345364,0,0,0,not_found_in_public_cisi_ocr_layer,,,,,,not_found_in_public_cisi_ocr_layer,tier_6_no_public_route,no,no,No exact public CISI OCR route was found in the accessible India/Pakistan XML layer.,"Try CISI 3.1, HARP, museum/archive sources, or non-OCR page-range routing.","Visual route triage cannot validate source-normalized token order, physical direction, sign identity, meaning, phonetic value, language family, or translation.",No forger pass has been run on visual admissibility tiers. These tiers only select candidates for the next blind token-boxing/control packet; accepted claims remain zero.,0
