checked_date,row_id,object,site,type,symbol,cult,prev_before_002,prev2_before_002,head_after_002,branch_after_head,tail_after_branch,terminal_after_head,local_frame_class,source_status,source_bucket,exact_text
2026-05-31,1515.1,H-561,Harappa,SEAL:S,-,-,226,226,000,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+226-002-000[
2026-05-31,1517.1,H-563,Harappa,SEAL,-,-,335,740 335,630,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-335-002-630[
2026-05-31,1526.1,H-574,Harappa,SEAL,-,-,803,000 803,820,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,]000-803-002-820+
2026-05-31,1537.1,H-593,Harappa,SEAL:S,-,-,240,235 240,220,000,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+740-760-235-240-002-220-000[
2026-05-31,1540.2,H-597,Harappa,SEAL:S,Bull1:J,SAN,032,070 032,861,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-390-590-070-032-002-861+
2026-05-31,1541.2,H-598,Harappa,SEAL:S,Bull1:W,SAN,240,639 240,435,255,777,false,background,metadata_or_unrouted,metadata_or_unrouted,+740-639-240-002-435-255-777+
2026-05-31,1543.1,H-600,Harappa,SEAL:S,Bull1:I,SAF,<START>,<START>,368,260,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+002-368-260+
2026-05-31,1549.1,H-609,Harappa,SEAL:S,Bull1:W,SAN,231,233 231,817,000,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,]798-233-231-002-817-000+
2026-05-31,1551.1,H-611,Harappa,SEAL:S,None,None,550,527 550,125,590,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+527-550-002-125-590+
2026-05-31,1552.1,H-612,Harappa,SEAL:S,Bull1:L,SAN,495,615 495,825,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-615-495-002-825+
2026-05-31,1554.1,H-639,Harappa,SEAL:R,None,None,235,845 235,717,747,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+407-000-000-705-832-904-845-235-002-717-747+
2026-05-31,1555.1,H-640,Harappa,SEAL:R,None,None,032,220 032,817,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,]220-032-002-817+
2026-05-31,1564.1,H-649,Harappa,SEAL:R,None,None,806,240 806,820,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+520-033-705-233-240-806-002-820+
2026-05-31,1566.1,H-651,Harappa,SEAL:R,None,None,031,031,861,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,]031-002-861+
2026-05-31,1568.1,H-653,Harappa,SEAL:R,None,None,000,000 000,820,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+000-000-000-000-002-820+
2026-05-31,1573.1,H-658,Harappa,SEAL:R,None,None,900,900,817,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,]900-002-817+
2026-05-31,1594.1,H-688,Harappa,SEAL,None,None,233,520 233,861,831,165,false,background,metadata_or_unrouted,metadata_or_unrouted,+520-233-002-861-831-165+
2026-05-31,1606.1,H-701,Harappa,TAB:B,Goat,Plant,240,240,418,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,]240-002-418+
2026-05-31,1607.1,H-702,Harappa,TAB:B,Mult,None,137,137,820,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+137-002-820+
2026-05-31,1611.1,H-706,Harappa,TAB:B,Gavi,None,137,033 137,820,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+700-033-137-002-820+
2026-05-31,1622.1,H-719,Harappa,TAB:B,Phyt,None,004,405 004,861,<END>,<END>,true,004_002_other,metadata_or_unrouted,metadata_or_unrouted,+405-004-002-861+
2026-05-31,1665.1,H-773,Harappa,TAB:B,None,None,803,798 803,390,530,741,false,non004_002_390,route_pressure_panel_compatible_not_strict,route_pressure,+740-798-803-002-390-530-741+
2026-05-31,1717.1,H-829,Harappa,TAB:B,None,None,139,139,820,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+139-002-820+
2026-05-31,1724.1,H-838,Harappa,TAB:B,None,None,495,615 495,817,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-615-495-002-817+
2026-05-31,1791.1,H-909,Harappa,TAB:I,None,None,<START>,<START>,820,000,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+002-820-000[
2026-05-31,1875.1,Jk-2,Jhukar,SEAL:S,Bull1:J,SAN,233,803 233,817,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-803-233-002-817+
2026-05-31,1878.1,K-2,Kalibangan,SEAL:S,Bull1:W,RBF,017,585 017,000,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-585-017-002-000+
2026-05-31,1879.1,K-4,Kalibangan,SEAL:S,Bull1:W,SAF,140,269 140,741,060,920,false,background,metadata_or_unrouted,metadata_or_unrouted,+036-269-140-002-741-060-920+
2026-05-31,1885.1,K-10,Kalibangan,SEAL:S,Bull1:I,RAN,255,435 255,368,861,590 032 368,false,background,metadata_or_unrouted,metadata_or_unrouted,+740-690-435-255-002-368-861-590-032-368+
2026-05-31,1887.1,K-12,Kalibangan,SEAL:S,Bull1:I,RAN,003,000 003,820,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+000-003-002-820+
2026-05-31,1893.1,K-18,Kalibangan,SEAL:S,Bull1:X,RAF,307,307,762,463,140,false,background,metadata_or_unrouted,metadata_or_unrouted,+307-002-762-463-140+
2026-05-31,1897.1,K-23,Kalibangan,SEAL:S,Bull1:I,RAN,441,740 441,820,033,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+740-441-002-820-033+
2026-05-31,1898.1,K-24,Kalibangan,SEAL:S,Bull1,R,093,760 093,252,575,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+740-760-093-002-252-575+
2026-05-31,1899.1,K-25,Kalibangan,SEAL:S,Bull1,-,231,520 231,220,065,132 082,false,background,metadata_or_unrouted,metadata_or_unrouted,+520-231-002-220-065-132-082+
2026-05-31,1902.1,K-28,Kalibangan,SEAL:S,Gaur,None,335,740 335,285,491,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+440-411-740-335-002-285-491+
2026-05-31,1906.1,K-33,Kalibangan,SEAL:S,Buff,Trough,226,226,861,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+226-002-861+
2026-05-31,1908.1,K-40,Kalibangan,SEAL:S,Elep,None,031,760 031,861,791,440 717,false,background,metadata_or_unrouted,metadata_or_unrouted,+760-031-002-861-791-440-717+
2026-05-31,1910.1,K-44,Kalibangan,SEAL:S,-,-,176,337 176,000,000,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+740-337-176-002-000-000[
2026-05-31,1917.1,K-54,Kalibangan,SEAL:S,None,None,000,000,870,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+000-002-870+
2026-05-31,5281.1,K-156,Kalibangan,TAG,Bull1,-,417,890 417,056,091,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+892-890-417-002-056-091+
2026-05-31,1935.1,K-78,Kalibangan,TAB:B,Gavi,None,390,817 390,820,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-817-390-002-820+
2026-05-31,3137.1,M-712,Mohenjo-daro,SEAL:S,Bull1:W,SAF,003,390 003,861,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+390-003-002-861+
2026-05-31,1940.1,K-85,Kalibangan,TAG:L,Elep,None,033,520 033,861,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+520-033-002-861+
2026-05-31,1942.2,K-87,Kalibangan,TAG:L,Mult,-,000,000 000,861,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-000-000-002-861[
2026-05-31,1943.1,K-88,Kalibangan,TAG:L,Bull1,?,460,000 460,861,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-000-460-002-861+
2026-05-31,1944.1,K-89,Kalibangan,TAG:L,Bull1,SAN,362,740 362,360,832,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+090-740-362-002-360-832+
2026-05-31,1944.2,K-89,Kalibangan,TAG:L,Bull1,SAN,000,705 000,000,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+000-033-705-000-002-000+
2026-05-31,1944.3,K-89,Kalibangan,TAG:L,Bull1,SAN,350,001 350,595,390,000,false,background,metadata_or_unrouted,metadata_or_unrouted,+001-350-002-595-390-000+
2026-05-31,1979.1,Kd-15,Kot-Diji,POT:T:g,None,None,<START>,<START>,700,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,]002-700+
2026-05-31,1981.1,Lh-1,Lohumjo-daro,SEAL:S,Bull1:S,SAN,235,717 235,392,590,125,false,background,metadata_or_unrouted,metadata_or_unrouted,+740-760-615-104-717-235-002-392-590-125+
2026-05-31,1984.1,L-1,Lothal,SEAL:S,Bull1:W,SAF,233,550 233,812,095,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+527-550-233-002-812-095+
2026-05-31,1986.1,L-4,Lothal,SEAL:S,Bull1,SAN,233,100 233,575,031,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+090-740-100-233-002-575-031+
2026-05-31,1987.1,L-5,Lothal,SEAL:S,Bull1:J,RAF,000,552 000,455,692,416,false,background,metadata_or_unrouted,metadata_or_unrouted,+740-760-552/000-002-455-692-416+
2026-05-31,1989.1,L-10,Lothal,SEAL:S,Bull1:L,SAN,491,460 491,000,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+520-033-705-233-240-460-491-002-000+
2026-05-31,1990.1,L-11,Lothal,SEAL:S,Bull1:L,SAN,778,255 778,817,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+590-705-435-255-778-002-817+
2026-05-31,1991.1,L-12,Lothal,SEAL:S,Bull1:L,SAN,354,000 354,130,035,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+000-798-000-354-002-130-035[
2026-05-31,1993.1,L-15,Lothal,SEAL:S,None,None,032,832 032,415,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+000-000-000-000/032-832-032-002-415+
2026-05-31,1996.1,L-18,Lothal,SEAL:S,Bull1:S,SAN,031,415 031,820,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+415-031-002-820+
2026-05-31,2002.1,L-25,Lothal,SEAL:S,Bull1,-,016,740 016,000,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-016-002-000[
2026-05-31,2012.1,L-39,Lothal,SEAL:S,Bull1,SAN,315,520 315,861,626,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+520-315-002-861-626+
2026-05-31,2013.1,L-41,Lothal,SEAL:S,Bull,-,233,740 233,817,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+090-740-233-002-817+
2026-05-31,2017.1,L-46,Lothal,SEAL:S,Gaur,Trough,176,740 176,861,392,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+527-388-233-740-176-002-861-392+
2026-05-31,2018.1,L-47,Lothal,SEAL:S,Bull1,-,190,409 190,798,055,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+409-190-002-798-055+
2026-05-31,2024.1,L-57,Lothal,SEAL:S,-,-,832,832,861,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+832-002-861+
2026-05-31,2028.1,L-62,Lothal,SEAL,None,None,003,003,861,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,]003-002-861[
2026-05-31,2031.1,L-65,Lothal,SEAL:S,Bull1:W,SAF,240,240,861,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,]240-002-861+
2026-05-31,2036.1,L-82,Lothal,SEAL:R,None,None,231,806 231,221,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+806-231-002-221+
2026-05-31,2037.1,L-83,Lothal,SEAL:L,None,None,240,806 240,820,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-806-240-002-820+
2026-05-31,2038.1,L-84,Lothal,SEAL:R,-,-,048,048,817,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+048-002-817+
2026-05-31,2043.1,L-89,Lothal,SEAL:R,None,None,235,555 235,861,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+527-555-235-002-861+
2026-05-31,2045.1,L-91,Lothal,SEAL:R,-,-,416,416,824,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+416-002-824+
2026-05-31,2046.1,L-92,Lothal,SEAL:R,None,None,832,255 832,817,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+520-070-255-832-002-817+
2026-05-31,2049.1,L-95,Lothal,SEAL:R,None,None,175,000 175,880,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-000-175-002-880+
2026-05-31,2061.1,L-112,Lothal,SEAL:R,None,None,605,760 605,540,590,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+740-760-605-002-540-590+
2026-05-31,2122.2,L-202,Lothal,TAG,-,-,236,236,861,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,]236-002-861+
2026-05-31,2077.1,L-134,Lothal,TAG,-,-,240,220 240,617,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+520-233-220-240-002-617+
2026-05-31,2078.1,L-136,Lothal,TAG,Bull1,SAN,<START>,<START>,617,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,]002-617+
2026-05-31,2080.1,L-138,Lothal,TAG:L,-,-,070,520 070,000,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+520-070-002-000[
2026-05-31,2081.1,L-139,Lothal,TAG,-,-,032,590 032,880,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,]390-590-032-002-880[
2026-05-31,2087.1,L-145,Lothal,TAG,Bull1,-,415,390 415,550,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+390-415-002-550+
2026-05-31,3300.1,M-895,Mohenjo-daro,SEAL:S,Bull1,-,048,740 048,817,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-048-002-817+
2026-05-31,2112.2,L-190,Lothal,TAG,-,-,000,000 000,920,317,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+000-000-000-002-920-317[
2026-05-31,2113.2,L-191,Lothal,TAG,-,-,235,235,861,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,]235-002-861+
2026-05-31,2116.1,L-196,Lothal,TAG,-,-,032,590 032,000,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,]390-590-032-002-000[
2026-05-31,2118.2,L-198,Lothal,TAG,-,-,032,590 032,000,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-390-590-032-002-000[
2026-05-31,2119.1,L-199,Lothal,TAG,-,-,240,220 240,000,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,]000-220-240-002-000[
2026-05-31,2124.2,L-205,Lothal,TAG,None,None,803,798 803,000,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-798-803-002-000[
2026-05-31,2126.1,L-207,Lothal,TAG,Bull1,-,482,740 482,820,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-482-002-820+
2026-05-31,2127.1,L-208,Lothal,TAG,-,-,000,000,000,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,]000-002-000[
2026-05-31,2127.2,L-208,Lothal,TAG,-,-,220,234 220,820,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,]234-220-002-820[
2026-05-31,2129.2,L-211,Lothal,TAG,Bull,-,220,233 220,000,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-388-233-220-002-000[
2026-05-31,2131.1,L-213,Lothal,TAG,-,-,220,220,368,840,900,false,background,metadata_or_unrouted,metadata_or_unrouted,]220-002-368-840-900+
2026-05-31,2142.1,L-226,Lothal,POT:T:g,-,-,495,000 495,861,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,]000-495-002-861+
2026-05-31,2323.1,M-1755,Mohenjo-daro,SEAL:S,Bull1:L,SAN,176,740 176,861,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-176-002-861+
2026-05-31,2178.1,M-1696,Mohenjo-daro,SEAL:S,Bull1:II,SAN,415,220 415,861,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+520-033-705-220-415-002-861+
2026-05-31,2179.1,M-1880,Mohenjo-daro,SEAL:S,Gaur,Trough,176,151 176,861,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+151-176-002-861+
2026-05-31,2188.1,M-1850,Mohenjo-daro,SEAL:S,Bull1:S,None,506,506,817,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+506-002-817+
2026-05-31,2193.1,M-1766,Mohenjo-daro,SEAL:S,Bull1:W,SAF,240,845 240,269,892,810 033,false,background,metadata_or_unrouted,metadata_or_unrouted,+740-032-845-240-002-269-892-810-033+
2026-05-31,2198.1,M-1895,Mohenjo-daro,SEAL:S,Zebu,-,000,923 000,285,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-923-000-002-285+
2026-05-31,2202.1,M-2005,Mohenjo-daro,POT:T:g,None,None,033,808 033,000,031,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+808-033-002-000-031+
2026-05-31,2204.1,M-1976,Mohenjo-daro,SEAL:R,None,None,142,617 142,817,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+617-142-002-817+
2026-05-31,2318.1,M-2089,Mohenjo-daro,ROD,None,None,<START>,<START>,861,096,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+002-861-096+
2026-05-31,2213.1,M-235,Mohenjo-daro,SEAL:S,Gaur,Trough,350,543 350,820,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+368-001-550/740-543-350-002-820+
2026-05-31,2220.1,M-1675,Mohenjo-daro,SEAL:S,Bull1:W,RBF,844,390 844,820,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+621-390-844-002-820+
2026-05-31,2224.1,M-1676,Mohenjo-daro,SEAL:S,Bull1:S,-,240,832 240,595,504,803,false,background,metadata_or_unrouted,metadata_or_unrouted,+740-760-070-255-832-240-002-595-504-803+
2026-05-31,2226.1,M-1692,Mohenjo-daro,SEAL:S,Bull1:L,SAN,617,600 617,190,125,632 032,false,background,metadata_or_unrouted,metadata_or_unrouted,+390-600-617-002-190-125-632-032+
2026-05-31,2229.1,M-1737,Mohenjo-daro,SEAL:S,Bull1:W,SAN,032,921 032,820,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-760-072-921-032-002-820+
2026-05-31,2231.1,M-1688,Mohenjo-daro,SEAL:S,Bull1:S,SAN,255,435 255,286,220,031 012 031 455 033 590,false,background,metadata_or_unrouted,metadata_or_unrouted,+125-435-255-002-286-220-031-012-031-455-033-590+
2026-05-31,2232.1,M-1916,Mohenjo-daro,SEAL:S,Tigr,Trough,142,604 142,518,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-604-142-002-518+
2026-05-31,2236.1,M-1677,Mohenjo-daro,SEAL:S,Bull1:W,-,032,382 032,820,001,440 012,false,background,metadata_or_unrouted,metadata_or_unrouted,+520-382-032-002-820-001-440-012+
2026-05-31,2239.1,M-1778,Mohenjo-daro,SEAL:S,Bull1:I,SAN,235,000 235,861,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,]000-235-002-861+
2026-05-31,2240.1,M-1674,Mohenjo-daro,SEAL:S,Bull1:J,RAF,231,222 231,861,683,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+090-740-222-231-002-861-683+
2026-05-31,2243.1,M-940,Mohenjo-daro,SEAL:S,Bull1:J,SAN,555,527 555,817,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+527-555-002-817+
2026-05-31,2251.1,M-1704,Mohenjo-daro,SEAL:S,Bull1:W,SAN,605,760 605,861,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-760-605-002-861+
2026-05-31,2255.1,M-1765,Mohenjo-daro,SEAL:S,Bull1:W,SAF,705,632 705,093,033,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+215-031-480-140-632-705-002-093-033+
2026-05-31,2256.1,M-1753,Mohenjo-daro,SEAL:S,Bull1:L,SAN,240,519 240,861,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-760-519-240-002-861+
2026-05-31,2257.1,M-656,Mohenjo-daro,SEAL:S,Bull1,SA?,803,705 803,861,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,]000-920-705-803-002-861+
2026-05-31,5260.1,L-6,Lothal,SEAL:S,Bull1,SAN,000,000 000,000,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+000-000-000-002-000+
2026-05-31,2261.1,M-1721,Mohenjo-daro,SEAL:S,Bull1:W,SAN,042,740 042,820,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-042-002-820+
2026-05-31,2263.1,M-963,Mohenjo-daro,SEAL:S,Bull1:S,SAN,176,740 176,817,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-176-002-817+
2026-05-31,2268.1,M-1709,Mohenjo-daro,SEAL:S,Bull1:S,RAF,220,520 220,817,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+621-520-220-002-817+
2026-05-31,2270.1,M-1668,Mohenjo-daro,SEAL:S,Bull1:S,SAN,803,233 803,320,705,125,false,background,metadata_or_unrouted,metadata_or_unrouted,+740-773-233-803-002-320-705-125+
2026-05-31,2274.1,M-1860,Mohenjo-daro,SEAL:S,Bull1,S,231,231,861,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,]231-002-861+
2026-05-31,2276.1,M-1726,Mohenjo-daro,SEAL:S,Bull1:W,SAN,240,495 240,861,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-615-495-240-002-861+
2026-05-31,2277.1,M-1990,Mohenjo-daro,SEAL,None,None,220,240 220,861,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-760-440-240-220-002-861+
2026-05-31,2278.1,M-1974,Mohenjo-daro,SEAL:R,None,None,521,400 521,820,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+064-031-400-521-002-820+
2026-05-31,2283.1,M-1746,Mohenjo-daro,SEAL:S,Bull1:S,SAN,240,415 240,817,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+090-740-100-415-240-002-817+
2026-05-31,2290.1,M-1791,Mohenjo-daro,SEAL:S,Bull1:J,RAF,268,760 268,840,032,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+740-760-268-002-840-032+
2026-05-31,2292.1,M-1706,Mohenjo-daro,SEAL:S,Bull1:I,SAN,220,032 220,820,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-803-220-032-220-002-820+
2026-05-31,2296.1,M-1711,Mohenjo-daro,SEAL:S,Bull1:W,RAF,049,760 049,817,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-760-049-002-817+
2026-05-31,2297.1,M-1772,Mohenjo-daro,SEAL:S,Bull1:I,SAF,061,142 061,798,435,255 705,false,background,metadata_or_unrouted,metadata_or_unrouted,+740-400-142-061-002-798-435-255-705+
2026-05-31,2299.1,M-1708,Mohenjo-daro,SEAL:S,Bull1:I,RAN,017,585 017,817,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-585-017-002-817+
2026-05-31,2301.1,-:2301.1,Mohenjo-daro,ROD,None,None,003,122 003,000,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+000-000-122-003-002-000+
2026-05-31,2310.1,M-1810,Mohenjo-daro,SEAL:S,Bull1:J,SAN,003,140 003,156,920,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+740-100-140-003-002-156-920+
2026-05-31,2311.1,M-1832,Mohenjo-daro,SEAL:S,Bull1,?,031,554 031,000,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+527-554-031-002-000+
2026-05-31,2313.1,M-1763,Mohenjo-daro,SEAL:S,Bull1:W,SAN,032,220 032,861,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+416-001-565-740-220-032-002-861+
2026-05-31,2315.1,M-1783,Mohenjo-daro,SEAL:S,Bull1,?,003,425 003,000,215,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+520-442/425-003-002-000-215+
2026-05-31,2326.1,M-1967,Mohenjo-daro,SEAL:R,None,None,705,033 705,585,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+520-033-705-002-585[
2026-05-31,2338.1,M-1955,Mohenjo-daro,SEAL:R,None,None,803,322 803,820,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+390-920-322-803-002-820+
2026-05-31,2342.1,M-1661,Mohenjo-daro,SEAL:S,Bull1:W,SAN,219,070 219,861,032,520 919 140,false,background,metadata_or_unrouted,metadata_or_unrouted,+520-070-219-002-861-032-520-919-140+
2026-05-31,2350.1,M-1899,Mohenjo-daro,SEAL:S,Zebu,None,132,924 132,861,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+924-132-002-861+
2026-05-31,2357.3,M-1928,Mohenjo-daro,SEAL:S,Buff,Trough,220,233 220,861,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+000-233-220-002-861+
2026-05-31,2359.1,M-1693,Mohenjo-daro,SEAL:S,Bull1,SAN,235,706 235,817,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+527-555-033-706-235-002-817+
2026-05-31,2366.1,M-1789,Mohenjo-daro,SEAL:S,Bull1:I,RAF,455,740 455,368,260,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+740-455-002-368-260+
2026-05-31,2374.1,M-1733,Mohenjo-daro,SEAL:S,Bull1:S,SAN,000,000,735,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,]000-002-735+
2026-05-31,2375.1,M-1759,Mohenjo-daro,SEAL:S,Bull1:S,SAN,840,032 840,768,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-032-840-002-768+
2026-05-31,2376.1,M-1842,Mohenjo-daro,SEAL:S,Bull1,RBF,235,000 235,861,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+520-000-235-002-861+
2026-05-31,5283.1,K-157,Kalibangan,TAB:B,Gavi,None,000,000 000,820,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-000-000-002-820+
2026-05-31,2381.1,M-1686,Mohenjo-daro,SEAL:S,Bull1:W,SAN,032,220 032,142,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-904-220-032-002-142+
2026-05-31,2388.1,-:2388.1,Mohenjo-daro,SEAL:S,Bull1:S,RAN,240,637 240,861,<END>,<END>,true,background,metadata_or_unrouted,metadata_or_unrouted,+740-637-240-002-861+
2026-05-31,2389.1,M-1681,Mohenjo-daro,SEAL:S,Bull1:W,SAN,798,740 798,861,832,<END>,false,background,metadata_or_unrouted,metadata_or_unrouted,+520-072-233-740-798-002-861-832+
