"dataset","category","tail_class","y_after_002","y_terminal","post_y_string","next002","core_tail_861_820_817","core_terminal_tail","terminal","before_pair","prev2","prev1","next1","next2","after_pair","tail_string","tail_after_032","text","occurrence_index","row_count","id","ids","cisi","cisis","site","sites","type","types","material","materials","has_slash"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-405","<START>","405","900","003","900-003","900-003-070-002-233-235","6","+405-032-900-003-070-002-233-235+","1","1",,"1182.1",,"H-141",,"Harappa",,"SEAL:R",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-407","<START>","407","520","095","520-095","520-095-585-017-220","5","+407-032-520-095-585-017-220+","1","1",,"2284.2",,"M-2053",,"Mohenjo-daro",,"TAB:C",,"Copper","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-407","<START>","407","520","095","520-095","520-095-585-017-231","5","+407-032-520-095-585-017-231+","1","8",,"3019.1;3020.1;3021.1;3791.1;3792.1;3793.1;3794.1;5587.1",,"-;M-1555;M-1556;M-1557;M-1558;M-547;M-548;M-549",,"Mohenjo-daro",,"TAB:C",,"Copper","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-408","<START>","408","520","095","520-095","520-095-585-017-220","5","+408-032-520-095-585-017-220+","1","1",,"3061.2",,"M-599",,"Mohenjo-daro",,"TAB:C",,"Copper","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-409","<START>","409","845","033","845-033","845-033-705-231-806-002-595-812-125-717","10","+409-032-845-033-705-231-806-002-595-812-125-717+","1","1",,"1171.1",,"H-130",,"Harappa",,"SEAL:R",,"-","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-511","<START>","511","<END>","<END>","<END>","<END>","0","+511-032+","1","1",,"1317.1",,"H-295",,"Harappa",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-511","<START>","511","142","<END>","142-<END>","142","1","+511-032-142+","1","1",,"765.2",,"H-1936",,"Harappa",,"TAB:B",,"Faience","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-590","<START>","590","220","<END>","220-<END>","220","1","+590-032-220+","1","1",,"632.1",,"H-2193",,"Harappa",,"TAB:I",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-590","<START>","590","645","003","645-003","645-003","2","+590-032-645-003+","1","2",,"1821.1;848.2",,"H-2149;H-941",,"Harappa",,"TAB:I",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-690","<START>","690","025","<END>","025-<END>","025","1","+690-032-025+","1","1",,"843.1",,"H-2109",,"Harappa",,"TAB:I",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-700","<START>","700","<END>","<END>","<END>","<END>","0","+700-032+","1","89",,"1021.2;1061.2;1240.2;1244.2;1245.2;1248.2;1257.2;1259.2;1276.2;1337.2;1344.2;1349.2;1361.2;1362.2;1380.2;1381.2;1602.2;1620.2;1658.2;1660.2;1669.1;1675.2;1687.2;1693.2;1703.2;1704.1;1719.2;1723.2;1738.1;1740.2;1760.2;1806.2;1810.2;1823.2;1824.2;1839.2;1840.2;1842.2;1843.2;1845.1;1846.1;1852.2;1926.2;229.2;249.2;255.1;257.2;270.2;273.2;280.2;282.1;313.2;317.2;371.1;383.1;386.1;3895.2;3959.2;3973.2;3982.2;400.1;4068.1;4072.2;4081.2;411.1;453.1;477.1;490.1;497.1;519.1;548.1;554.1;567.1;569.1;596.1;643.2;652.1;674.1;679.1;682.1;749.1;753.1;765.1;801.1;829.1;834.1;841.2;922.1;927.1",,"-;?-6;H-1100;H-1102;H-1123;H-1133;H-1134;H-1146;H-1153;H-1156;H-1281;H-1294;H-1309;H-1312;H-1313;H-1319;H-1320;H-1321;H-1330;H-1771;H-1772;H-1773;H-1774;H-1804;H-1836;H-1841;H-1853;H-1865;H-1902;H-1906;H-1909;H-1922;H-1923;H-1931;H-1936;H-1941;H-209;H-2129;H-213;H-2139;H-214;H-2146;H-217;H-2173;H-2183;H-2184;H-2185;H-2186;H-2198;H-2201;H-2211;H-2217;H-230;H-232;H-251;H-315;H-322;H-327;H-340;H-341;H-361;H-362;H-697;H-717;H-766;H-768;H-778;H-784;H-796;H-802;H-814;H-815;H-833;H-837;H-852;H-854;H-877;H-926;H-930;H-943;H-944;H-962;H-963;H-965;H-966;H-968;H-969;H-975;K-68",,"Harappa;Kalibangan;Unknown",,"TAB:B;TAB:I",,"-;Ceramic;Clay;Faience;Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-700","<START>","700","000","091","000-091","000-091","2","+700-032-000-091+","1","1",,"697.1",,"H-2000",,"Harappa",,"TAB:B",,"Clay","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-700","<START>","700","220","<END>","220-<END>","220","1","+700-032-220+","1","1",,"485.1",,"H-1953",,"Harappa",,"TAB:B",,"Clay","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-700","<START>","700","390","<END>","390-<END>","390","1","+700-032-390+","1","1",,"1717.2",,"H-829",,"Harappa",,"TAB:B",,"-","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-700","<START>","700","690","368","690-368","690-368-817","3","+700-032-690-368-817+","1","1",,"463.1",,"H-1827",,"Harappa",,"TAB:B",,"Faience","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-700","<START>","700","740","335","740-335","740-335-575-413","4","+700-032-740-335-575-413+","1","2",,"1700.2;370.2",,"H-2016;H-811",,"Harappa",,"TAB:B",,"Clay;Faience","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-705","<START>","705","595","090","595-090","595-090-175","3","+705-032-595-090-175+","1","1",,"3823.1",,"M-1629",,"Mohenjo-daro",,"BNGL",,"Stoneware","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-717","<START>","717","521","<END>","521-<END>","521","1","+717-032-521+","1","1",,"2532.1",,"M-3",,"Mohenjo-daro",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","000","<END>","000-<END>","000","1","+740-032-000+","1","2",,"5473.1;877.2",,"-;H-1519",,"Harappa",,"MISC;TAB:I",,"Copper;Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","025","<END>","025-<END>","025","1","+740-032-025+","1","1",,"871.2",,"H-2206",,"Harappa",,"TAB:I",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","028","<END>","028-<END>","028","1","+740-032-028+","1","1",,"1124.1",,"H-65",,"Harappa",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","029","002","029-002","029-002-281","3","+740-032-029-002-281+","1","1",,"5235.1",,"-",,"Lakhanjo-daro",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","055","001","055-001","055-001-407-004","4","+740-032-055-001-407-004+","1","1",,"3613.1",,"M-1308",,"Mohenjo-daro",,"SEAL:R",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","059","<END>","059-<END>","059","1","+740-032-059+","1","1",,"1326.2",,"H-304",,"Harappa",,"TAB:I",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","165","000","165-000","165-000","2","+740-032-165-000+","1","1",,"1054.2",,"H-1325",,"Harappa",,"TAB:I",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","840","<END>","840-<END>","840","1","+740-032-840+","1","10",,"1215.1;1215.2;1328.1;1625.1;1715.2;2026.1;2511.1;535.1;535.2;694.1",,"-;H-182;H-1977;H-2187;H-306;H-723;H-825;L-59",,"Harappa;Lothal;Mohenjo-daro",,"SEAL:S;TAB:B;TAB:I",,"-;Clay;Faience;Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","840","002","840-002","840-002","2","+740-032-840-002+","1","1",,"1786.1",,"H-904",,"Harappa",,"TAB:I",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","840","002","840-002","840-002-296-530-000","5","+740-032-840-002-296-530-000+","1","1",,"82.1",,"C-57",,"Chanhu-daro",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","840","002","840-002","840-002-768","3","+740-032-840-002-768+","1","1",,"2375.1",,"M-1759",,"Mohenjo-daro",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","840","033","840-033","840-033-705-798","4","+740-032-840-033-705-798+","1","1",,"2486.1",,"M-1723",,"Mohenjo-daro",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","840","220","840-220","840-220","2","+740-032-840-220+","1","1",,"2432.1",,"M-2014",,"Mohenjo-daro",,"TAB:B",,"Clay","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","840","220","840-220","840-220-002-861","4","+740-032-840-220-002-861+","1","1",,"2938.1",,"M-453",,"Mohenjo-daro",,"TAB:B",,"Faience","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","840","233","840-233","840-233-060-550","4","+740-032-840-233-060-550+","1","1",,"1471.1",,"H-483",,"Harappa",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","840","233","840-233","840-233-220-032-060-825-002","7","+740-032-840-233-220-032-060-825-002+","1","1",,"2041.1",,"L-87",,"Lothal",,"SEAL:R",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","840","233","840-233","840-233-240-033-706-055-002-595-575-794-000","11","+740-032-840-233-240-033-706-055-002-595-575-794-000+","1","1",,"1172.1",,"H-131",,"Harappa",,"SEAL:R",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","840","235","840-235","840-235-002-817","4","+740-032-840-235-002-817+","1","1",,"3925.1",,"H-1048",,"Harappa",,"SEAL:S",,"-","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","840","235","840-235","840-235-002-861","4","+740-032-840-235-002-861+","1","1",,"3513.1",,"M-1152",,"Mohenjo-daro",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","840","240","840-240","840-240-002-000","4","+740-032-840-240-002-000+","1","1",,"2939.1",,"M-454",,"Mohenjo-daro",,"TAB:B",,"-","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","840","585","840-585","840-585-017-002-817","5","+740-032-840-585-017-002-817+","1","1",,"3190.1",,"M-776",,"Mohenjo-daro",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","840","679","840-679","840-679","2","+740-032-840-679+","1","3",,"1262.2;3976.2;4935.2",,"H-1140;H-1141;H-236",,"Harappa",,"TAB:B",,"-;Faience","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","840","740","840-740","840-740-455-861","4","+740-032-840-740-455-861+","1","1",,"2413.1",,"M-1796",,"Mohenjo-daro",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","840","741","840-741","840-741-060-920","4","+740-032-840-741-060-920+","1","1",,"2640.1",,"M-113",,"Mohenjo-daro",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","840","803","840-803","840-803","2","+740-032-840-803+","1","1",,"4184.1",,"-",,"Dholavira",,"SEAL:S",,"-","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","840","820","840-820","840-820","2","+740-032-840-820+","1","1",,"1144.1",,"H-88",,"Harappa",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","845","240","845-240","845-240-002-269-892-810-033","7","+740-032-845-240-002-269-892-810-033+","1","1",,"2193.1",,"M-1766",,"Mohenjo-daro",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-740","<START>","740","923","382","923-382","923-382-233-002-112","5","+740-032-923-382-233-002-112+","1","1",,"2561.1",,"M-33",,"Mohenjo-daro",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-741","<START>","741","031","046","031-046","031-046","2","+741-032/031-046+","1","1",,"2158.1",,"M-2062",,"Mohenjo-daro",,"POT:T:g",,"Clay","true"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-790","<START>","790","033","705","033-705","033-705","2","+790-032-033-705+","1","1",,"3673.1",,"M-1375",,"Mohenjo-daro",,"POT:T:s",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-824","<START>","824","578","415","578-415","578-415","2","+824-032-578-415+","1","4",,"1379.1;222.1;407.2;484.2",,"H-1354;H-2213;H-2246;H-360",,"Harappa",,"TAB:I",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-840","<START>","840","<END>","<END>","<END>","<END>","0","+840-032+","1","1",,"3071.1",,"M-619",,"Mohenjo-daro",,"MISC",,"Clay","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-842","<START>","842","031","592","031-592","031-592-031-060-920","5","+842-032-031-592-031-060-920+","1","1",,"64.1",,"C-54",,"Chanhu-daro",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-865","<START>","865","226","032","226-032","226-032-700-605","4","+865-032/226-032-700-605+","1","1",,"2336.1",,"M-1769",,"Mohenjo-daro",,"SEAL:S",,"Steatite","true"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-872","<START>","872","692","<END>","692-<END>","692","1","+872-032-692+","1","1",,"2661.1",,"M-134",,"Mohenjo-daro",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-876","<START>","876","578","415","578-415","578-415","2","+876-032-578-415+","1","1",,"672.3",,"H-2214",,"Harappa",,"TAB:I",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-877","<START>","877","480","<END>","480-<END>","480","1","+877-032-480+","1","1",,"2138.1",,"L-222",,"Lothal",,"POT:T:g",,"-","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-904","<START>","904","904","<END>","904-<END>","904","1","+904-032-904+","1","1",,"3798.1",,"M-1569",,"Mohenjo-daro",,"TAB:C",,"Copper","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","000-000","000","000","803","220","803-220","803-220","2","+032-031-390-844-000-000-032-803-220+","6","1",,"116.1",,"C-34",,"Chanhu-daro",,"TAB:B",,"Clay","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","000-000","000","000","832","032","832-032","832-032-002-415","4","+000-000-000-000/032-832-032-002-415+","4","1",,"1993.1",,"L-15",,"Lothal",,"SEAL:S",,"Clay","true"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","000-031","000","031","<END>","<END>","<END>","<END>","0","+740-575-017-000-000-031-032+","6","1",,"2694.1",,"M-169",,"Mohenjo-daro",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","000-035","000","035","<END>","<END>","<END>","<END>","0","+000-035-032+","2","1",,"4035.1",,"M-2096",,"Mohenjo-daro",,"ROD",,"Ivory","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","000-061","000","061","001","220","001-220","001-220-033-000","4","+000-061-032-001-220-033-000+","2","1",,"5224.1",,"-",,"Unknown",,"SEAL:C",,"-","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","000-132","000","132","<END>","<END>","<END>","<END>","0","+090-055-000-132-032+","4","1",,"3888.1",,"-",,"Unknown",,"SEAL:CY",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","000-717","000","717","000","<END>","000-<END>","000","1","+740-100-000-717-032-000+","4","1",,"1937.1",,"K-81",,"Kalibangan",,"TAG:L",,"-","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_002_other_tail","454","True","<END>","True","False","False","False","001-226","001","226","002","454","002-454","002-454","2","+001-226-032-002-454+","2","1",,"2863.1",,"M-367",,"Mohenjo-daro",,"SEAL:R",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","001-390","001","390","<END>","<END>","<END>","<END>","0","+154-900-004-001-390-032+","5","1",,"3993.1",,"M-1835",,"Mohenjo-daro",,"SEAL:S",,"-","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","002-168","002","168","<END>","<END>","<END>","<END>","0","+232-220-032-002-168-032+","5","1",,"3519.1",,"M-1159",,"Mohenjo-daro",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","002-172","002","172","<END>","<END>","<END>","<END>","0","+520-033-705-002-172-032+","5","1",,"1445.1",,"H-455",,"Harappa",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","002-305","002","305","904","<END>","904-<END>","904","1","+740-585-017-240-002-305-032-904+","6","1",,"1296.1",,"H-272",,"Harappa",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","002-817","002","817","320","<END>","320-<END>","320","1","+000-000-000-798-002-817-032-320+","6","1",,"3685.1",,"M-1391",,"Mohenjo-daro",,"TAG:O",,"Clay","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","002-840","002","840","<END>","<END>","<END>","<END>","0","+740-760-268-002-840-032+","5","1",,"2290.1",,"M-1791",,"Mohenjo-daro",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","002-861","002","861","520","919","520-919","520-919-140","3","+520-070-219-002-861-032-520-919-140+","5","1",,"2342.1",,"M-1661",,"Mohenjo-daro",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","002-862","002","862","<END>","<END>","<END>","<END>","0","+220-500-520-002-862-032+","5","1",,"293.1",,"H-1033",,"Harappa",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","031-000","031","000","<END>","<END>","<END>","<END>","0","+700-031-000-032+","3","1",,"228.2",,"-",,"Harappa",,"TAB:I",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","031-090","031","090","001","505","001-505","001-505","2","+151-031-090-032-001-505+","3","1",,"3301.1",,"M-896",,"Mohenjo-daro",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","031-850","031","850","530","740","530-740","530-740-741-456","4","+032-031/850-032-530-740-741-456+","3","1",,"72.1",,"C-76",,"Chanhu-daro",,"SEAL:S",,"Steatite","true"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","031-905","031","905","000","<END>","000-<END>","000","1","+520-233-803-060-001-031-905-032-000+","7","1",,"4177.1",,"-",,"Dholavira",,"SEAL:S",,"-","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","031-999","031","999","<END>","<END>","<END>","<END>","0","+031-999-032+","2","2",,"355.1;5381.1",,"-;Ns-82",,"Harappa;Nausharo",,"POT:T:g",,"Clay","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","032-000","032","000","740","002","740-002","740-002-820","3","+832-390-032/000-032-740-002-820+","4","1",,"2515.1",,"M-1851",,"Mohenjo-daro",,"SEAL:S",,"Steatite","true"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","032-226","032","226","013","480","013-480","013-480-850","3","+390-128-702-032/226-032-013-480-850+","5","1",,"111.1",,"C-24",,"Chanhu-daro",,"SEAL:S",,"Steatite","true"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","032-226","032","226","700","605","700-605","700-605","2","+865-032/226-032-700-605+","3","1",,"2336.1",,"M-1769",,"Mohenjo-daro",,"SEAL:S",,"Steatite","true"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_002_other_tail","415","True","<END>","True","False","False","False","032-832","032","832","002","415","002-415","002-415","2","+000-000-000-000/032-832-032-002-415+","6","1",,"1993.1",,"L-15",,"Lothal",,"SEAL:S",,"Clay","true"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","032-999","032","999","<END>","<END>","<END>","<END>","0","+032-999-032+","2","1",,"4480.1",,"H-1553",,"Harappa",,"POT:T:g",,"Ceramic","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","033-001","033","001","091","<END>","091-<END>","091","1","+033-001-032-091+","2","1",,"5228.1",,"-",,"Karzakan",,"SEAL:C",,"-","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","034-032","034","032","<END>","<END>","<END>","<END>","0","+034-032-032+","2","1",,"3934.1",,"H-2282",,"Harappa",,"POT:T:g",,"Clay","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","061-070","061","070","033","706","033-706","033-706-235-806-002-267-455","7","+405-061-070-032-033-706-235-806-002-267-455+","3","1",,"2539.1",,"M-10",,"Mohenjo-daro",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","061-070","061","070","741","861","741-861","741-861","2","+740-923-406-061-070-032-741-861+","5","1",,"2695.1",,"M-170",,"Mohenjo-daro",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_002_core_tail","820","True","<END>","True","True","True","False","072-921","072","921","002","820","002-820","002-820","2","+740-760-072-921-032-002-820+","4","1",,"2229.1",,"M-1737",,"Mohenjo-daro",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","090-740","090","740","840","<END>","840-<END>","840","1","+400-090-740-032-840+","3","1",,"3559.1",,"M-1224",,"Mohenjo-daro",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","090-740","090","740","840","741","840-741","840-741-572-683","4","+090-740-032-840-741-572-683+","2","1",,"2764.1",,"M-241",,"Mohenjo-daro",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","090-850","090","850","060","573","060-573","060-573","2","+090-850-032-060-573+","2","1",,"3166.1",,"M-742",,"Mohenjo-daro",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","125-632","125","632","<END>","<END>","<END>","<END>","0","+390-600-617-002-190-125-632-032+","7","1",,"2226.1",,"M-1692",,"Mohenjo-daro",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","125-632","125","632","<END>","<END>","<END>","<END>","0","+740-690-435-255-220-032-240-235-002-390-125-632-032+","12","1",,"2566.1",,"M-38",,"Mohenjo-daro",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","125-632","125","632","900","563","900-563","900-563","2","+151-337-484-002-390-125-632-032-900-563+","7","1",,"2646.1",,"M-119",,"Mohenjo-daro",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","128-702","128","702","226","032","226-032","226-032-013-480-850","5","+390-128-702-032/226-032-013-480-850+","3","1",,"111.1",,"C-24",,"Chanhu-daro",,"SEAL:S",,"Steatite","true"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","142-384","142","384","154","806","154-806","154-806-467","3","+617-142-384-032-154-806-467+","3","1",,"2867.1",,"M-371",,"Mohenjo-daro",,"SEAL:R",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","142-597","142","597","904","<END>","904-<END>","904","1","+617-142-597-032-904+","3","1",,"3779.1",,"M-1529",,"Mohenjo-daro",,"TAB:C",,"Copper","false"
