"id","cisi","site","type","material","condition","complete","text","signs","length","position_0","position_1","prev","next","frame","known_next","damaged_or_open","clean_closed","exact_triplet_whole_row","exact_triplet_formula","exact_triplet_by_prev_frame","source_hint_present","source_hint_count","source_hint_statuses","source_hint_reports"
"1544.1","H-601","Harappa","SEAL:S","Clay","Poor","Y","+740-717-233-220-032+","740-717-233-220-032","5","3","4","233","032","233-220-032","true","false","true","false","","false","false","0","",""
"1548.1","H-608","Harappa","SEAL:S","Steatite","Poor","Y","+140-220/530+","140-220-530","3","1","2","140","530","140-220-530","true","false","true","false","","false","false","0","",""
"1555.1","H-640","Harappa","SEAL:R","-","Poor","?","]220-032-002-817+","220-032-002-817","4","0","1","<START>","032","<START>-220-032","true","true","false","false","","false","false","0","",""
"1584.1","H-669","Harappa","SEAL:R","Steatite","Fair","Y","+740-220-032+","740-220-032","3","1","2","740","032","740-220-032","true","false","true","true","740-220-032","true","false","0","",""
"1640.1","H-747","Harappa","TAB:B","Faience","Poor","?","+400-740-220[","400-740-220","3","2","3","740","<END>","740-220-<END>","false","true","false","false","","false","false","0","",""
"1641.1","H-748","Harappa","TAB:B","Faience","Fair","Y","+400-740-220-415-798+","400-740-220-415-798","5","2","3","740","415","740-220-415","true","false","true","false","","false","false","0","",""
"1653.2","H-761","Harappa","TAB:B","-","Poor","Y","+400-154-440-220+","400-154-440-220","4","3","4","440","<END>","440-220-<END>","false","false","true","false","","false","false","0","",""
"1659.1","H-767","Harappa","TAB:B","Clay","Fair","Y","+400-740-220-415-798+","400-740-220-415-798","5","2","3","740","415","740-220-415","true","false","true","false","","false","false","0","",""
"1677.2","H-786","Harappa","TAB:B","-","Good","Y","+520-220-415+","520-220-415","3","1","2","520","415","520-220-415","true","false","true","true","520-220-415","true","true","2","source_visible_but_side_mapping_unresolved;not_exact_side_control","data/open_prototype/reports/lipi_034_m1206_allograph_decision_gate_evidence.csv;data/open_prototype/reports/lipi_034_m1206_source_normalized_component_packet_inputs.csv"
"1680.1","H-789","Harappa","TAB:B","Faience","Good","Y","+400-520-220-016+","400-520-220-016","4","2","3","520","016","520-220-016","true","false","true","false","","false","false","0","",""
"1686.2","H-795","Harappa","TAB:B","-","Poor","N","+442-000-220-000+","442-000-220-000","4","2","3","000","000","000-220-000","true","false","true","false","","false","false","0","",""
"1695.2","H-806","Harappa","TAB:B","Clay","Fair","Y","+740-176-220-235+","740-176-220-235","4","2","3","176","235","176-220-235","true","false","true","false","","false","false","0","",""
"1696.2","H-807","Harappa","TAB:B","-","Poor","Y","+740-176-220-235+","740-176-220-235","4","2","3","176","235","176-220-235","true","false","true","false","","false","false","0","",""
"1697.2","H-808","Harappa","TAB:B","-","Poor","Y","+740-176-220-235+","740-176-220-235","4","2","3","176","235","176-220-235","true","false","true","false","","false","false","0","",""
"1738.2","H-852","Harappa","TAB:B","Faience","Fair","Y","+740-760-268-233-220+","740-760-268-233-220","5","4","5","233","<END>","233-220-<END>","false","false","true","false","","false","false","0","",""
"1754.1","H-871","Harappa","TAB:B","Clay","Poor","Y","+740-407-590-690-436-255-920-318-220-415-803+","740-407-590-690-436-255-920-318-220-415-803","11","8","9","318","415","318-220-415","true","false","true","false","","false","false","0","",""
"1755.1","H-872","Harappa","TAB:B","Clay","Poor","Y","+740-407-590-690-436-255-920-318-220-415-803+","740-407-590-690-436-255-920-318-220-415-803","11","8","9","318","415","318-220-415","true","false","true","false","","false","false","0","",""
"1756.1","H-873","Harappa","TAB:B","Clay","Poor","Y","+740-407-590-690-436-255-920-318-220-415-803+","740-407-590-690-436-255-920-318-220-415-803","11","8","9","318","415","318-220-415","true","false","true","false","","false","false","0","",""
"1767.1","H-884","Harappa","TAB:I","Steatite","Poor","Y","+220+","220","1","0","1","<START>","<END>","<START>-220-<END>","false","false","true","false","","false","false","0","",""
"1793.1","H-912","Harappa","TAB:I","Steatite","Fair","Y","+400-740-760-220-416+","400-740-760-220-416","5","3","4","760","416","760-220-416","true","false","true","false","","false","false","0","",""
"1793.2","H-912","Harappa","TAB:I","Steatite","Fair","Y","+220-700-004+","220-700-004","3","0","1","<START>","700","<START>-220-700","true","false","true","true","220-700-004","false","false","0","",""
"1806.1","H-926","Harappa","TAB:I","Steatite","Poor","N","+400-740-840-000-220+","400-740-840-000-220","5","4","5","000","<END>","000-220-<END>","false","false","true","false","","false","false","0","",""
"1818.1","H-938","Harappa","TAB:I","Steatite","Good","Y","+520-220-415+","520-220-415","3","1","2","520","415","520-220-415","true","false","true","true","520-220-415","true","true","7","same_side_photo_duplicate;source_visible_exact_side;source_grade_exact_side;source_grade_exact_side_duplicate;source_local220_candidate","data/open_prototype/reports/lipi_034_m1206_allograph_decision_gate_evidence.csv;data/open_prototype/reports/lipi_034_m1206_source_normalized_component_packet_inputs.csv;data/open_prototype/reports/parpola_sign60_local220_middle_crop_manifest.csv;data/open_prototype/reports/parpola_sign60_local220_strict_fish_family_manifest.csv"
"1819.2","H-939","Harappa","TAB:I","Steatite","Poor","Y","+520-220-415+","520-220-415","3","1","2","520","415","520-220-415","true","false","true","true","520-220-415","true","false","0","",""
"1820.1","H-940","Harappa","TAB:I","Steatite","Fair","Y","+520-220-415+","520-220-415","3","1","2","520","415","520-220-415","true","false","true","true","520-220-415","true","true","5","source_visible_exact_side;source_grade_exact_side;source_local220_candidate","data/open_prototype/reports/lipi_034_m1206_allograph_decision_gate_evidence.csv;data/open_prototype/reports/lipi_034_m1206_source_normalized_component_packet_inputs.csv;data/open_prototype/reports/parpola_sign60_local220_middle_crop_manifest.csv;data/open_prototype/reports/parpola_sign60_local220_strict_fish_family_manifest.csv"
"1821.2","H-941","Harappa","TAB:I","Steatite","Poor","Y","+520-220-415+","520-220-415","3","1","2","520","415","520-220-415","true","false","true","true","520-220-415","true","true","2","source_visible_but_side_mapping_unresolved;not_exact_side_control","data/open_prototype/reports/lipi_034_m1206_allograph_decision_gate_evidence.csv;data/open_prototype/reports/lipi_034_m1206_source_normalized_component_packet_inputs.csv"
"1822.1","H-942","Harappa","TAB:I","Steatite","Fair","Y","+520-220-016+","520-220-016","3","1","2","520","016","520-220-016","true","false","true","true","520-220-016","true","true","18","crop_manifest_locked;local_stress_matrix_defined;object_level_side_inference_only;prior_work_control_set_preserved;source_normalization_pending;source_visible_full_signband_control;terminal_evidence_rejected_for_now;source_visible_side_mapping_caution;data_route_present_but_blurry;label_confirmation_only;source_visible_companion_side;not_primary_evidence;source_visible_singleton_016_control_target_side_mapping_caution;weak_source_local220_candidate","data/open_prototype/reports/h942_h2240_h2241_source_normalization_gate.csv;data/open_prototype/reports/lipi_034_m1206_allograph_decision_gate_evidence.csv;data/open_prototype/reports/lipi_034_m1206_k150_h942_singleton_controls_source_gate_sources.csv;data/open_prototype/reports/lipi_034_m1206_source_normalized_component_packet_inputs.csv;data/open_prototype/reports/parpola_sign60_local220_middle_crop_manifest.csv;data/open_prototype/reports/parpola_sign60_local220_strict_fish_family_manifest.csv"
"1830.1","H-950","Harappa","TAB:I","Steatite","Poor","Y","+710-455-220-032+","710-455-220-032","4","2","3","455","032","455-220-032","true","false","true","false","","false","false","0","",""
"1849.1","H-972","Harappa","TAB:I","Steatite","Poor","N","+000-220-415+","000-220-415","3","1","2","000","415","000-220-415","true","false","true","true","000-220-415","true","false","0","",""
"1850.1","H-973","Harappa","TAB:I","Steatite","Poor","Y","+220+","220","1","0","1","<START>","<END>","<START>-220-<END>","false","false","true","false","","false","false","0","",""
"1882.1","K-7","Kalibangan","SEAL:S","Steatite","Fair","Y","+740-100-176-838-001-220-455-530-741+","740-100-176-838-001-220-455-530-741","9","5","6","001","455","001-220-455","true","false","true","false","","false","false","0","",""
"1883.1","K-8","Kalibangan","SEAL:S","Steatite","Fair","N","+000-000-220-003+","000-000-220-003","4","2","3","000","003","000-220-003","true","false","true","false","","false","false","0","",""
"1884.1","K-9","Kalibangan","SEAL:S","Steatite","Fine","Y","+515-740-220-003-900+","515-740-220-003-900","5","2","3","740","003","740-220-003","true","false","true","false","","false","false","0","",""
"1889.1","K-14","Kalibangan","SEAL:S","Steatite","Poor","N","+000-031-003/000-220-741-703-632+","000-031-003-000-220-741-703-632","8","4","5","000","741","000-220-741","true","false","true","false","","false","false","0","",""
"1890.1","K-15","Kalibangan","SEAL:S","Steatite","Fine","Y","+871-947/400-740-543-350-895-785-220-335+","871-947-400-740-543-350-895-785-220-335","10","8","9","785","335","785-220-335","true","false","true","false","","false","false","0","",""
"1899.1","K-25","Kalibangan","SEAL:S","Steatite","Poor","Y","+520-231-002-220-065-132-082+","520-231-002-220-065-132-082","7","3","4","002","065","002-220-065","true","false","true","false","","false","false","0","",""
"1950.1","K-96","Kalibangan","POT:T:g","-","Poor","N","]033-220-520-032-000[","033-220-520-032-000","5","1","2","033","520","033-220-520","true","true","false","false","","false","false","0","",""
"1954.1","K-100","Kalibangan","POT:T:g","Clay","Poor","?","+740-176-220[","740-176-220","3","2","3","176","<END>","176-220-<END>","false","true","false","false","","false","false","0","",""
"1971.1","-","Kish","SEAL:S","-","Good","Y","+740-390-590-220-003-060-840-416+","740-390-590-220-003-060-840-416","8","3","4","590","003","590-220-003","true","false","true","false","","false","false","0","",""
"1972.1","Kd-7","Kot-Diji","POT:T:g","Clay","Poor","N","+031-220-000-741-850-001-111-003+","031-220-000-741-850-001-111-003","8","1","2","031","000","031-220-000","true","false","true","false","","false","false","0","",""
"2011.1","L-38","Lothal","SEAL:S","Steatite","Fair","Y","+151-100-220+","151-100-220","3","2","3","100","<END>","100-220-<END>","false","false","true","true","151-100-220","false","false","0","",""
"2016.1","L-45","Lothal","SEAL:S","Steatite","Good","Y","+411-440-236-220-741-634+","411-440-236-220-741-634","6","3","4","236","741","236-220-741","true","false","true","false","","false","false","0","",""
"2032.4","L-66","Lothal","SEAL:S","Steatite","Poor","Y","+220+","220","1","0","1","<START>","<END>","<START>-220-<END>","false","false","true","false","","false","false","0","",""
"2032.5","L-66","Lothal","SEAL:S","Steatite","Poor","N","+000-904-220-032-000-000-000+","000-904-220-032-000-000-000","7","2","3","904","032","904-220-032","true","false","true","false","","false","false","0","",""
"2041.1","L-87","Lothal","SEAL:R","Steatite","Fair","Y","+740-032-840-233-220-032-060-825-002+","740-032-840-233-220-032-060-825-002","9","4","5","233","032","233-220-032","true","false","true","false","","false","false","0","",""
"2052.1","L-98","Lothal","SEAL:R","Steatite","Good","Y","+520-220-415-519+","520-220-415-519","4","1","2","520","415","520-220-415","true","false","true","false","","false","false","0","",""
"2063.1","L-114","Lothal","SEAL:R","Steatite","Poor","Y","+740-407-590-904-220-032-803-060-920+","740-407-590-904-220-032-803-060-920","9","4","5","904","032","904-220-032","true","false","true","false","","false","false","0","",""
"2068.1","L-124","Lothal","TAG:L","Clay","Poor","Y","+090-740-220-055-001-741-500-705+","090-740-220-055-001-741-500-705","8","2","3","740","055","740-220-055","true","false","true","false","","false","false","0","",""
"2069.1","L-125","Lothal","TAG:L","Clay","Poor","Y","+090-740-220-055-001-741-500-705+","090-740-220-055-001-741-500-705","8","2","3","740","055","740-220-055","true","false","true","false","","false","false","0","",""
"2070.1","L-126","Lothal","TAG:L","Clay","Poor","Y","+090-740-220-055-001-741-500-705+","090-740-220-055-001-741-500-705","8","2","3","740","055","740-220-055","true","false","true","false","","false","false","0","",""
"2071.1","L-128","Lothal","TAG:L","Clay","Poor","Y","+090-740-220-055-001-741-500-705+","090-740-220-055-001-741-500-705","8","2","3","740","055","740-220-055","true","false","true","false","","false","false","0","",""
"2072.1","L-129","Lothal","TAG","Clay","Poor","Y","+090-740-220-055-001-741-500-705+","090-740-220-055-001-741-500-705","8","2","3","740","055","740-220-055","true","false","true","false","","false","false","0","",""
"2077.1","L-134","Lothal","TAG","Clay","Poor","Y","+520-233-220-240-002-617+","520-233-220-240-002-617","6","2","3","233","240","233-220-240","true","false","true","false","","false","false","0","",""
"2085.1","L-143","Lothal","TAG","-","Poor","Y","+740-388-220-004-060-920+","740-388-220-004-060-920","6","2","3","388","004","388-220-004","true","false","true","false","","false","false","0","",""
"2086.1","L-144","Lothal","TAG","Clay","Poor","N","+320-706-000-220[","320-706-000-220","4","3","4","000","<END>","000-220-<END>","false","true","false","false","","false","false","0","",""
"2111.1","L-189","Lothal","TAG","Clay","Poor","N","+090-740-220-000[","090-740-220-000","4","2","3","740","000","740-220-000","true","true","false","false","","false","false","0","",""
"2112.1","L-190","Lothal","TAG","Clay","Poor","Y","+090-740-220-055-001-741-500-705+","090-740-220-055-001-741-500-705","8","2","3","740","055","740-220-055","true","false","true","false","","false","false","0","",""
"2113.1","L-191","Lothal","TAG","Clay","Poor","Y","+090-740-220-055-001-741-500-705+","090-740-220-055-001-741-500-705","8","2","3","740","055","740-220-055","true","false","true","false","","false","false","0","",""
"2115.1","L-193","Lothal","TAG","Clay","Poor","Y","+090-740-220-055-001-741-500-705+","090-740-220-055-001-741-500-705","8","2","3","740","055","740-220-055","true","false","true","false","","false","false","0","",""
"2117.1","L-197","Lothal","TAG","Clay","Poor","Y","+090-740-220-055-001-741-500-705+","090-740-220-055-001-741-500-705","8","2","3","740","055","740-220-055","true","false","true","false","","false","false","0","",""
"2119.1","L-199","Lothal","TAG","-","Poor","N","]000-220-240-002-000[","000-220-240-002-000","5","1","2","000","240","000-220-240","true","true","false","false","","false","false","0","",""
"2120.1","L-200","Lothal","TAG","Clay","Poor","N","]000-000-220-617[","000-000-220-617","4","2","3","000","617","000-220-617","true","true","false","false","","false","false","0","",""
"2122.1","L-202","Lothal","TAG","Clay","Poor","N","]000-390-590-220[","000-390-590-220","4","3","4","590","<END>","590-220-<END>","false","true","false","false","","false","false","0","",""
"2125.1","L-206","Lothal","TAG:W","Clay","Poor","Y","+090-740-220-055-001-741-500-705+","090-740-220-055-001-741-500-705","8","2","3","740","055","740-220-055","true","false","true","false","","false","false","0","",""
"2127.2","L-208","Lothal","TAG","Clay","Poor","?","]234-220-002-820[","234-220-002-820","4","1","2","234","002","234-220-002","true","true","false","false","","false","false","0","",""
"2129.2","L-211","Lothal","TAG","Clay","Poor","N","+740-388-233-220-002-000[","740-388-233-220-002-000","6","3","4","233","002","233-220-002","true","true","false","false","","false","false","0","",""
"2131.1","L-213","Lothal","TAG","Clay","Poor","?","]220-002-368-840-900+","220-002-368-840-900","5","0","1","<START>","002","<START>-220-002","true","true","false","false","","false","false","0","",""
"2178.1","M-1696","Mohenjo-daro","SEAL:S","Steatite","Fair","Y","+520-033-705-220-415-002-861+","520-033-705-220-415-002-861","7","3","4","705","415","705-220-415","true","false","true","false","","false","false","0","",""
"2195.1","M-1749","Mohenjo-daro","SEAL:S","Steatite","Poor","Y","+220-455-125-031+","220-455-125-031","4","0","1","<START>","455","<START>-220-455","true","false","true","false","","false","false","0","",""
"2231.1","M-1688","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+125-435-255-002-286-220-031-012-031-455-033-590+","125-435-255-002-286-220-031-012-031-455-033-590","12","5","6","286","031","286-220-031","true","false","true","false","","false","false","0","",""
"2234.1","M-1956","Mohenjo-daro","SEAL:R","Steatite","Good","Y","+740-900-790-220-415-798-806+","740-900-790-220-415-798-806","7","3","4","790","415","790-220-415","true","false","true","false","","false","false","0","",""
"2265.1","M-888","Mohenjo-daro","SEAL:S","Steatite","Fair","Y","+520-220-240-741-440+","520-220-240-741-440","5","1","2","520","240","520-220-240","true","false","true","false","","false","false","0","",""
"2268.1","M-1709","Mohenjo-daro","SEAL:S","Steatite","Poor","Y","+621-520-220-002-817+","621-520-220-002-817","5","2","3","520","002","520-220-002","true","false","true","false","","false","false","0","",""
"2277.1","M-1990","Mohenjo-daro","SEAL","Steatite","Poor","Y","+740-760-440-240-220-002-861+","740-760-440-240-220-002-861","7","4","5","240","002","240-220-002","true","false","true","false","","false","false","0","",""
"2279.1","M-1694","Mohenjo-daro","SEAL:S","Steatite","Fair","N","+740-388-220-235-000[","740-388-220-235-000","5","2","3","388","235","388-220-235","true","true","false","false","","false","false","0","",""
"2284.2","M-2053","Mohenjo-daro","TAB:C","Copper","Fair","Y","+407-032-520-095-585-017-220+","407-032-520-095-585-017-220","7","6","7","017","<END>","017-220-<END>","false","false","true","false","","false","false","0","",""
"2292.1","M-1706","Mohenjo-daro","SEAL:S","Steatite","Fair","Y","+740-803-220-032-220-002-820+","740-803-220-032-220-002-820","7","2","3","803","032","803-220-032","true","false","true","false","","false","false","0","",""
"2292.1","M-1706","Mohenjo-daro","SEAL:S","Steatite","Fair","Y","+740-803-220-032-220-002-820+","740-803-220-032-220-002-820","7","4","5","032","002","032-220-002","true","false","true","false","","false","false","0","",""
"2313.1","M-1763","Mohenjo-daro","SEAL:S","Faience","Fair","Y","+416-001-565-740-220-032-002-861+","416-001-565-740-220-032-002-861","8","4","5","740","032","740-220-032","true","false","true","false","","false","false","0","",""
"2332.1","M-1741","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+565-031-416-140-220-001+","565-031-416-140-220-001","6","4","5","140","001","140-220-001","true","false","true","false","","false","false","0","",""
"2357.3","M-1928","Mohenjo-daro","SEAL:S","Steatite","Fair","N","+000-233-220-002-861+","000-233-220-002-861","5","2","3","233","002","233-220-002","true","false","true","false","","false","false","0","",""
"2360.1","M-1971","Mohenjo-daro","SEAL:R","Steatite","Good","N","+000-550-033-706-220-415-798+","000-550-033-706-220-415-798","7","4","5","706","415","706-220-415","true","false","true","false","","false","false","0","",""
"2377.1","M-707","Mohenjo-daro","SEAL:S","Steatite","Fair","Y","+740-760-001-220-415-798-803+","740-760-001-220-415-798-803","7","3","4","001","415","001-220-415","true","false","true","false","","false","false","0","",""
"2381.1","M-1686","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+740-904-220-032-002-142+","740-904-220-032-002-142","6","2","3","904","032","904-220-032","true","false","true","false","","false","false","0","",""
"2400.1","M-1713","Mohenjo-daro","SEAL:S","Steatite","Poor","N","]220-032/817-000-220-031+","220-032-817-000-220-031","6","0","1","<START>","032","<START>-220-032","true","true","false","false","","false","false","0","",""
"2400.1","M-1713","Mohenjo-daro","SEAL:S","Steatite","Poor","N","]220-032/817-000-220-031+","220-032-817-000-220-031","6","4","5","000","031","000-220-031","true","true","false","false","","false","false","0","",""
"2401.1","M-1680","Mohenjo-daro","SEAL:S","Steatite","Fair","Y","+740-717-220-415+","740-717-220-415","4","2","3","717","415","717-220-415","true","false","true","false","","false","false","0","",""
"2403.1","M-1690","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+520-070-220-032-240-838-741-958-220-278+","520-070-220-032-240-838-741-958-220-278","10","2","3","070","032","070-220-032","true","false","true","false","","false","false","0","",""
"2403.1","M-1690","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+520-070-220-032-240-838-741-958-220-278+","520-070-220-032-240-838-741-958-220-278","10","8","9","958","278","958-220-278","true","false","true","false","","false","false","0","",""
"2417.1","M-1728","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+161-055-240-220-032-002-820+","161-055-240-220-032-002-820","7","3","4","240","032","240-220-032","true","false","true","false","","false","false","0","",""
"2420.1","M-1814","Mohenjo-daro","SEAL:S","Steatite","Poor","Y","+520-220-415-240+","520-220-415-240","4","1","2","520","415","520-220-415","true","false","true","false","","false","false","0","",""
"2422.1","M-1954","Mohenjo-daro","SEAL:R","Steatite","Fair","Y","+740-407-590-031-752-033-705-220-415-798-002-861+","740-407-590-031-752-033-705-220-415-798-002-861","12","7","8","705","415","705-220-415","true","false","true","false","","false","false","0","",""
"2427.1","M-1768","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+740-798-220-060-820+","740-798-220-060-820","5","2","3","798","060","798-220-060","true","false","true","false","","false","false","0","",""
"2430.1","M-1872","Mohenjo-daro","SEAL","Steatite","Poor","?","]904-220-032-002[","904-220-032-002","4","1","2","904","032","904-220-032","true","true","false","false","","false","false","0","",""
"2432.1","M-2014","Mohenjo-daro","TAB:B","Clay","Fair","Y","+740-032-840-220+","740-032-840-220","4","3","4","840","<END>","840-220-<END>","false","false","true","false","","false","false","0","",""
"2432.2","M-2014","Mohenjo-daro","TAB:B","Clay","Fair","Y","+527-550-798-220+","527-550-798-220","4","3","4","798","<END>","798-220-<END>","false","false","true","false","","false","false","0","",""
"2441.1","M-1912","Mohenjo-daro","SEAL:S","Steatite","Fair","Y","+520-220-003+","520-220-003","3","1","2","520","003","520-220-003","true","false","true","true","520-220-003","true","true","2","secondary_visual_lead_only_not_source_grade;secondary_visual_only","data/open_prototype/reports/lipi_034_m1206_allograph_decision_gate_evidence.csv;data/open_prototype/reports/lipi_034_m1206_terminal_triad_visual_inputs.csv"
"2459.1","M-1882","Mohenjo-daro","SEAL:S","Steatite","Poor","N","+740-927-220-235-000[","740-927-220-235-000","5","2","3","927","235","927-220-235","true","true","false","false","","false","false","0","",""
"2475.1","M-1841","Mohenjo-daro","SEAL:S","Steatite","Fair","Y","+740-760-260/220-255-220-063-315+","740-760-260-220-255-220-063-315","8","3","4","260","255","260-220-255","true","false","true","false","","false","false","0","",""
"2475.1","M-1841","Mohenjo-daro","SEAL:S","Steatite","Fair","Y","+740-760-260/220-255-220-063-315+","740-760-260-220-255-220-063-315","8","5","6","255","063","255-220-063","true","false","true","false","","false","false","0","",""
"2480.1","M-1985","Mohenjo-daro","SEAL:R","Steatite","Fair","Y","+100-904-717-220-415-806-742+","100-904-717-220-415-806-742","7","3","4","717","415","717-220-415","true","false","true","false","","false","false","0","",""
"2485.1","M-1687","Mohenjo-daro","SEAL:S","Steatite","Fair","Y","+520-220-368-817+","520-220-368-817","4","1","2","520","368","520-220-368","true","false","true","false","","false","false","0","",""
"2490.1","M-1667","Mohenjo-daro","SEAL:S","Steatite","Poor","Y","+740-690-435-255-220-032-002-717-820+","740-690-435-255-220-032-002-717-820","9","4","5","255","032","255-220-032","true","false","true","false","","false","false","0","",""
"2501.1","M-1812","Mohenjo-daro","SEAL:S","Steatite","Poor","N","+000-000-220-032+","000-000-220-032","4","2","3","000","032","000-220-032","true","false","true","false","","false","false","0","",""
"2506.1","M-1716","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+520-220-240-803-002-820+","520-220-240-803-002-820","6","1","2","520","240","520-220-240","true","false","true","false","","false","false","0","",""
"2507.1","M-1730","Mohenjo-daro","SEAL:S","Steatite","Poor","Y","+740-460-510-220-065-393+","740-460-510-220-065-393","6","3","4","510","065","510-220-065","true","false","true","false","","false","false","0","",""
"2510.1","M-1884","Mohenjo-daro","SEAL:S","Steatite","Poor","N","+520-220-016-002-416-000+","520-220-016-002-416-000","6","1","2","520","016","520-220-016","true","false","true","false","","false","false","0","",""
"2513.1","M-1776","Mohenjo-daro","SEAL:S","Steatite","Poor","Y","+520-220-803-741-262+","520-220-803-741-262","5","1","2","520","803","520-220-803","true","false","true","false","","false","false","0","",""
"2516.1","M-1672","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+520-220-003-741-060-920+","520-220-003-741-060-920","6","1","2","520","003","520-220-003","true","false","true","false","","false","false","0","",""
"2518.1","M-2019","Mohenjo-daro","TAB:B","Clay","Poor","N","+000-000-220+","000-000-220","3","2","3","000","<END>","000-220-<END>","false","false","true","true","000-000-220","false","false","0","",""
"2550.1","M-22","Mohenjo-daro","SEAL:S","Steatite","Poor","N","+740-904-176-220-032-798-000[","740-904-176-220-032-798-000","7","3","4","176","032","176-220-032","true","true","false","false","","false","false","0","",""
"2551.1","M-23","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+842-871-192-368/740-482-060-692-520-220-235-001-920+","842-871-192-368-740-482-060-692-520-220-235-001-920","13","9","10","520","235","520-220-235","true","false","true","false","","false","false","0","",""
"2557.1","M-29","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+740-055-240-235-806-002-220-455-503+","740-055-240-235-806-002-220-455-503","9","6","7","002","455","002-220-455","true","false","true","false","","false","false","0","",""
"2564.1","M-36","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+740-794-630-220-032-002-368-906-329+","740-794-630-220-032-002-368-906-329","9","3","4","630","032","630-220-032","true","false","true","false","","false","false","0","",""
"2565.1","M-37","Mohenjo-daro","SEAL:S","Steatite","Fine","Y","+520-220-415+","520-220-415","3","1","2","520","415","520-220-415","true","false","true","true","520-220-415","true","true","8","source_visible_same_site;source_grade_exact_side;source_crop_visible;source_visible;source_local220_candidate","data/open_prototype/reports/lipi_034_m1206_allograph_decision_gate_evidence.csv;data/open_prototype/reports/lipi_034_m1206_source_normalized_component_packet_inputs.csv;data/open_prototype/reports/lipi_034_m1206_terminal_triad_visual_inputs.csv;data/open_prototype/reports/parpola_sign60_local220_middle_crop_manifest.csv;data/open_prototype/reports/parpola_sign60_local220_strict_fish_family_manifest.csv"
"2566.1","M-38","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+740-690-435-255-220-032-240-235-002-390-125-632-032+","740-690-435-255-220-032-240-235-002-390-125-632-032","13","4","5","255","032","255-220-032","true","false","true","false","","false","false","0","",""
"2574.1","M-46","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+740-798-240-235-002-220-065-215+","740-798-240-235-002-220-065-215","8","5","6","002","065","002-220-065","true","false","true","false","","false","false","0","",""
"2577.1","M-49","Mohenjo-daro","SEAL:S","Steatite","Poor","Y","+527-550-240-220-032-002-300-350-032-190+","527-550-240-220-032-002-300-350-032-190","10","3","4","240","032","240-220-032","true","false","true","false","","false","false","0","",""
"2580.1","M-52","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+740-904-032-220-415-235-803-002-504-717+","740-904-032-220-415-235-803-002-504-717","10","3","4","032","415","032-220-415","true","false","true","false","","false","false","0","",""
"2581.1","M-53","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+090-740-220-016-002-297-190-920-140+","090-740-220-016-002-297-190-920-140","9","2","3","740","016","740-220-016","true","false","true","false","","false","false","0","",""
"2589.1","M-61","Mohenjo-daro","SEAL:S","Steatite","Poor","N","+740-000-231-220-455-615-689+","740-000-231-220-455-615-689","7","3","4","231","455","231-220-455","true","false","true","false","","false","false","0","",""
"2592.1","M-64","Mohenjo-daro","SEAL:S","Steatite","Fair","Y","+520-033-706-060-220-004+","520-033-706-060-220-004","6","4","5","060","004","060-220-004","true","false","true","false","","false","false","0","",""
"2593.1","M-65","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+520-220-031-001-706-575+","520-220-031-001-706-575","6","1","2","520","031","520-220-031","true","false","true","false","","false","false","0","",""
"2603.1","M-75","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+520-220-004-002-817+","520-220-004-002-817","5","1","2","520","004","520-220-004","true","false","true","false","","false","false","0","",""
"2618.1","M-91","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+740-100-798-220-032-002-861-255-416+","740-100-798-220-032-002-861-255-416","9","3","4","798","032","798-220-032","true","false","true","false","","false","false","0","",""
"2621.1","M-94","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+740-390-590-220-003+","740-390-590-220-003","5","3","4","590","003","590-220-003","true","false","true","false","","false","false","0","",""
"2631.1","M-104","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+090-740-220-235-853+","090-740-220-235-853","5","2","3","740","235","740-220-235","true","false","true","false","","false","false","0","",""
"2635.1","M-108","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+413-820-220-065-798-550-820+","413-820-220-065-798-550-820","7","2","3","820","065","820-220-065","true","false","true","false","","false","false","0","",""
"2636.1","M-109","Mohenjo-daro","SEAL:S","Steatite","Good","Y","+740-879-220-415-002-287-140+","740-879-220-415-002-287-140","7","2","3","879","415","879-220-415","true","false","true","false","","false","false","0","",""
