query_id,lead_id,rank,lead_label,lead_class,query_role,query_text,verified_context_count,same_line_context_count,adjacent_context_count,artifact_count,artifact_ps,rationale,predicted_failure_mode
query_4b7dba75741cd310,lead_13_3188b3eaeefc6965,13,Meluhha route-control lane,route_toponym_control,diagnostic,kur me-luh-ha{ki} ma2-gan{ki} dilmun{ki},1,1,0,1,P469516,Meluhha appears in the wider Magan/Dilmun route formula; this is a good control lane for overfitting Meluhha alone.,"Mostly literary/royal route formula, not an onomastic or object-level bridge."
query_d306a61212ce36e7,lead_13_3188b3eaeefc6965,13,Meluhha route-control lane,route_toponym_control,diagnostic,ma2-gan me-luh-ha kur-bi-ta,0,0,0,0,,Meluhha appears in the wider Magan/Dilmun route formula; this is a good control lane for overfitting Meluhha alone.,"Mostly literary/royal route formula, not an onomastic or object-level bridge."
query_44d8e2cb4706553a,lead_13_3188b3eaeefc6965,13,Meluhha route-control lane,route_toponym_control,anchor,ma2-gan{ki},6,1,5,5,P227509|P232277|P431886|P461937|P469516,Meluhha appears in the wider Magan/Dilmun route formula; this is a good control lane for overfitting Meluhha alone.,"Mostly literary/royal route formula, not an onomastic or object-level bridge."
query_9704c325d8ea1d79,lead_13_3188b3eaeefc6965,13,Meluhha route-control lane,route_toponym_control,anchor,dilmun{ki},1,1,0,1,P469516,Meluhha appears in the wider Magan/Dilmun route formula; this is a good control lane for overfitting Meluhha alone.,"Mostly literary/royal route formula, not an onomastic or object-level bridge."
query_0be649fcf2a46204,lead_13_3188b3eaeefc6965,13,Meluhha route-control lane,route_toponym_control,anchor,gu-bi,2,0,2,2,P232277|P431886,Meluhha appears in the wider Magan/Dilmun route formula; this is a good control lane for overfitting Meluhha alone.,"Mostly literary/royal route formula, not an onomastic or object-level bridge."
query_c6b6ffa30228a2de,lead_13_3188b3eaeefc6965,13,Meluhha route-control lane,route_toponym_control,control,ma2-gan{ki},6,1,5,5,P227509|P232277|P431886|P461937|P469516,Meluhha appears in the wider Magan/Dilmun route formula; this is a good control lane for overfitting Meluhha alone.,"Mostly literary/royal route formula, not an onomastic or object-level bridge."
query_bd975ff475ecc2d4,lead_13_3188b3eaeefc6965,13,Meluhha route-control lane,route_toponym_control,control,dilmun{ki},1,1,0,1,P469516,Meluhha appears in the wider Magan/Dilmun route formula; this is a good control lane for overfitting Meluhha alone.,"Mostly literary/royal route formula, not an onomastic or object-level bridge."
query_bdbb671ecfb1aaff,lead_14_5bb7547e7f5bf63e,14,Meluhha speckled dog/object,animal_object_modifier,diagnostic,ur gun3-a me-luh-ha,2,2,0,2,P226318|P432309,`ur gun3-a me-luh-ha{ki}` is a potential animal/object modifier context from the expanded inventory.,Object or animal tribute label; useful as modifier-control only.
query_a713524e841f4c45,lead_14_5bb7547e7f5bf63e,14,Meluhha speckled dog/object,animal_object_modifier,diagnostic,ur gun3-a me-luh-ha{ki},2,2,0,2,P226318|P432309,`ur gun3-a me-luh-ha{ki}` is a potential animal/object modifier context from the expanded inventory.,Object or animal tribute label; useful as modifier-control only.
query_b85e9e69830db3dd,lead_14_5bb7547e7f5bf63e,14,Meluhha speckled dog/object,animal_object_modifier,anchor,ur gun3-a,2,2,0,2,P226318|P432309,`ur gun3-a me-luh-ha{ki}` is a potential animal/object modifier context from the expanded inventory.,Object or animal tribute label; useful as modifier-control only.
query_d40d851daf81c236,lead_14_5bb7547e7f5bf63e,14,Meluhha speckled dog/object,animal_object_modifier,control,ur gun3-a,2,2,0,2,P226318|P432309,`ur gun3-a me-luh-ha{ki}` is a potential animal/object modifier context from the expanded inventory.,Object or animal tribute label; useful as modifier-control only.
