target_id,iteration,synthetic_pattern,synthetic_units,focus_candidates
toponym_meluhha,1369,ABC,pa90lb-pbi2zq-pc3cru,2
toponym_meluhha,1370,ABC,pa17uo-pbf4ch-pc10i,2
toponym_meluhha,1371,ABC,paetvw-pb28t7-pc6plj,2
toponym_meluhha,1372,ABC,pa142m-pbf1vs-pc49zi,2
toponym_meluhha,1373,ABC,pai37g-pbhji8-pceled,2
toponym_meluhha,1374,ABC,pa8tt1-pbhpj7-pcjuac,2
toponym_meluhha,1375,ABC,pa3niq-pbbuod-pcfa8v,2
toponym_meluhha,1376,ABC,paidec-pbfc3l-pc8njk,2
toponym_meluhha,1377,ABC,pahpgg-pbhf80-pcftpg,2
toponym_meluhha,1378,ABC,pa9fzm-pb5l2j-pcc9wo,2
toponym_meluhha,1379,ABC,pakyek-pb8a8w-pce4h,2
toponym_meluhha,1380,ABC,pahiqn-pb86v8-pc3jmk,2
toponym_meluhha,1381,ABC,paixxl-pbd3fc-pcct8e,2
toponym_meluhha,1382,ABC,pa1vx0-pbhc77-pcld5y,2
toponym_meluhha,1383,ABC,pa9glj-pb7g1r-pchmmj,2
toponym_meluhha,1384,ABC,pajjs7-pblfkn-pc397l,2
toponym_meluhha,1385,ABC,pafmg0-pbiomc-pc59so,2
toponym_meluhha,1386,ABC,pa1lao-pb2fuf-pc2pn9,2
toponym_meluhha,1387,ABC,pa6ntl-pb9iuh-pc9005,2
toponym_meluhha,1388,ABC,pa5bhp-pbh9gp-pciis8,2
toponym_meluhha,1389,ABC,pa2cy1-pb7d26-pchs7p,2
toponym_meluhha,1390,ABC,pa3pix-pb3xgy-pc7k0q,2
toponym_meluhha,1391,ABC,pac0vz-pb9gcv-pcbyx5,2
toponym_meluhha,1392,ABC,pa2tv7-pbc1sx-pchk06,2
toponym_meluhha,1393,ABC,pa1ys8-pb5yzr-pc4ai2,2
toponym_meluhha,1394,ABC,pa6x5b-pb587r-pcj63r,2
toponym_meluhha,1395,ABC,pahhce-pbivna-pce75n,2
toponym_meluhha,1396,ABC,pag0sr-pbbfq9-pc4qvv,2
toponym_meluhha,1397,ABC,pa45s6-pbbeoe-pcidj6,2
toponym_meluhha,1398,ABC,pa98cm-pb20m8-pc3urk,2
toponym_meluhha,1399,ABC,pa9b20-pb5hdl-pc9kxf,2
toponym_meluhha,1400,ABC,pa940g-pbdmbc-pcadrs,2
toponym_meluhha,1401,ABC,pa1eeq-pb1q2s-pchzyg,2
toponym_meluhha,1402,ABC,paky3l-pb8603-pcfgkv,2
toponym_meluhha,1403,ABC,pac1lw-pb3wo0-pc2260,2
toponym_meluhha,1404,ABC,pafrr9-pbhi7j-pc4gao,2
toponym_meluhha,1405,ABC,pad0q1-pbk6kn-pc7omx,2
toponym_meluhha,1406,ABC,pagssh-pba3yd-pc4slo,2
toponym_meluhha,1407,ABC,paeqnz-pbes28-pc94hz,2
toponym_meluhha,1408,ABC,paj6pm-pbkob9-pca5o9,2
toponym_meluhha,1409,ABC,pafmb9-pbfrh0-pc4q82,2
toponym_meluhha,1410,ABC,pabrge-pbi0t6-pcjgk4,2
toponym_meluhha,1411,ABC,paaw7i-pbl1zg-pcf3j5,2
toponym_meluhha,1412,ABC,pa4imv-pbivg7-pcc88d,2
toponym_meluhha,1413,ABC,pa32ru-pb7srq-pc79t6,2
toponym_meluhha,1414,ABC,pabqw-pb35rd-pc63wy,2
toponym_meluhha,1415,ABC,pa33ks-pb658o-pc14sc,2
toponym_meluhha,1416,ABC,pabyvf-pb2obz-pcap5v,2
toponym_meluhha,1417,ABC,paj4c1-pbbri1-pcitt9,2
toponym_meluhha,1418,ABC,paisdi-pb90xv-pciiy7,2
toponym_meluhha,1419,ABC,pa604-pbdo9m-pccqp6,2
toponym_meluhha,1420,ABC,pa2l40-pbgmrm-pciumh,2
toponym_meluhha,1421,ABC,paar35-pb4igu-pchqcu,2
toponym_meluhha,1422,ABC,pagr6z-pbo83-pcbdwb,2
toponym_meluhha,1423,ABC,paiglo-pbffvr-pcgoxt,2
toponym_meluhha,1424,ABC,paipfx-pb8mc3-pc2bpj,2
toponym_meluhha,1425,ABC,paklzm-pbjqml-pc14xq,2
toponym_meluhha,1426,ABC,pa10uq-pb7q63-pccdh1,2
toponym_meluhha,1427,ABC,pais9t-pb2jb6-pcbs6n,2
toponym_meluhha,1428,ABC,pabs8g-pbgymq-pcixwr,2
toponym_meluhha,1429,ABC,pak05z-pbjnl0-pc2qey,2
toponym_meluhha,1430,ABC,pak5es-pb7k07-pcd9vv,2
toponym_meluhha,1431,ABC,paflbu-pbcl7z-pc6065,2
toponym_meluhha,1432,ABC,pa1pi7-pb52yr-pc9nnw,2
toponym_meluhha,1433,ABC,paili2-pb8qjp-pca6wh,2
toponym_meluhha,1434,ABC,padhw4-pb7pwc-pcj261,2
toponym_meluhha,1435,ABC,painq-pb4eui-pcdtvf,2
toponym_meluhha,1436,ABC,pafcwz-pb95gt-pc3wcd,2
toponym_meluhha,1437,ABC,pake4i-pb3etg-pcdqft,2
toponym_meluhha,1438,ABC,pa3zez-pbklth-pcdj8c,2
toponym_meluhha,1439,ABC,padgfu-pbb1oe-pcicj4,2
toponym_meluhha,1440,ABC,pa7okq-pb4xp8-pc7im0,2
toponym_meluhha,1441,ABC,pa169f-pbcpuv-pcfdtj,2
toponym_meluhha,1442,ABC,pa4lx7-pbeb6a-pccneq,2
toponym_meluhha,1443,ABC,padw0l-pb7ov-pcjtyi,2
toponym_meluhha,1444,ABC,pagsyg-pbjzax-pc4dn5,2
toponym_meluhha,1445,ABC,pa26dc-pbix3u-pc58mc,2
toponym_meluhha,1446,ABC,pa3ae-pbewnf-pchmwc,2
toponym_meluhha,1447,ABC,pa3ksr-pbci1r-pcj0m8,2
toponym_meluhha,1448,ABC,pagzqs-pbf8l6-pcezou,2
toponym_meluhha,1449,ABC,pabgc7-pbgnee-pc28t9,2
toponym_meluhha,1450,ABC,pa5z87-pb4si3-pc6whb,2
toponym_meluhha,1451,ABC,pal6di-pbh00s-pc32wn,2
toponym_meluhha,1452,ABC,paacl0-pb8olq-pcaw4s,2
toponym_meluhha,1453,ABC,pah2ba-pb33w2-pc520y,2
toponym_meluhha,1454,ABC,pak0t1-pbham0-pc3wrk,2
toponym_meluhha,1455,ABC,pakhsu-pb151r-pc7nz8,2
toponym_meluhha,1456,ABC,pa3871-pbilly-pc3alf,2
toponym_meluhha,1457,ABC,pa5n-pba1ri-pc41tt,2
toponym_meluhha,1458,ABC,pa7hfm-pbinir-pc6buk,2
toponym_meluhha,1459,ABC,padu80-pb2crk-pcc59m,2
toponym_meluhha,1460,ABC,pabq4i-pb9qsb-pc891c,2
toponym_meluhha,1461,ABC,pa4inr-pbghmo-pchywf,2
toponym_meluhha,1462,ABC,pa337f-pb9p6l-pch9we,2
toponym_meluhha,1463,ABC,pa9xpa-pb8ws6-pc9e41,2
toponym_meluhha,1464,ABC,paa6nq-pb9hac-pc385l,2
toponym_meluhha,1465,ABC,pa4h7-pbf2ij-pcgvut,2
toponym_meluhha,1466,ABC,paagya-pbdd8u-pchjkd,2
toponym_meluhha,1467,ABC,pa9ykf-pb5ijy-pchyg7,2
toponym_meluhha,1468,ABC,pakm70-pb93wh-pcgpwl,2
toponym_meluhha,1469,ABC,pa57t6-pbhec3-pc5rsv,2
toponym_meluhha,1470,ABC,pa6vq5-pb5ait-pc1qvn,2
toponym_meluhha,1471,ABC,pa94fx-pbg0ij-pc2uvo,2
toponym_meluhha,1472,ABC,paai4m-pbl3pi-pc4zz9,2
toponym_meluhha,1473,ABC,pa4e4w-pb3epq-pcchl8,2
toponym_meluhha,1474,ABC,pa1x51-pb5ei-pcdpsi,2
toponym_meluhha,1475,ABC,pakvu2-pbuj9-pcjezu,2
toponym_meluhha,1476,ABC,paisx-pb3x6k-pcb9iv,2
toponym_meluhha,1477,ABC,pabh7c-pbi0b4-pc7yej,2
toponym_meluhha,1478,ABC,paioe2-pbisyy-pceqc6,2
toponym_meluhha,1479,ABC,pahmfc-pb84sc-pcl7za,2
toponym_meluhha,1480,ABC,pahh64-pbeecm-pcesh0,2
toponym_meluhha,1481,ABC,pae0u7-pb237t-pc61bp,2
toponym_meluhha,1482,ABC,pal1zv-pb9l5e-pc26o6,2
toponym_meluhha,1483,ABC,pa8h6a-pbi2ry-pcbtn,2
toponym_meluhha,1484,ABC,pa4n18-pba0sr-pciyt0,2
toponym_meluhha,1485,ABC,pabxbv-pbkjs-pch929,2
toponym_meluhha,1486,ABC,pa9bke-pbgr6l-pc8mqf,2
toponym_meluhha,1487,ABC,pa8uyh-pbix2k-pcimzu,2
toponym_meluhha,1488,ABC,paldpn-pberku-pcaty6,2
toponym_meluhha,1489,ABC,pa3ts0-pb2bu1-pc7d96,2
toponym_meluhha,1490,ABC,paiay8-pbfqt4-pc2b3o,2
toponym_meluhha,1491,ABC,pa4h17-pbkxm-pcg9ci,2
toponym_meluhha,1492,ABC,paj367-pbh6u5-pc8sr1,2
toponym_meluhha,1493,ABC,pag2d0-pb13c3-pch9n9,2
toponym_meluhha,1494,ABC,paf89e-pbj1pp-pcfnxm,2
toponym_meluhha,1495,ABC,pahziq-pb7pp6-pcgqj1,2
toponym_meluhha,1496,ABC,pa7il1-pb3ox6-pcdcw9,2
toponym_meluhha,1497,ABC,pah430-pbef2p-pc5pej,2
toponym_meluhha,1498,ABC,pal187-pbbn26-pcjau8,2
toponym_meluhha,1499,ABC,pa643p-pbdbpy-pc43xy,2
toponym_meluhha,1500,ABC,pagg7k-pbkr45-pc2fku,2
toponym_meluhha,1501,ABC,pafw77-pbhja3-pcaqsd,2
toponym_meluhha,1502,ABC,pacrhk-pb90dz-pc761q,2
toponym_meluhha,1503,ABC,pa61fd-pb166l-pcgnws,2
toponym_meluhha,1504,ABC,pad3kt-pbfbt5-pcb84t,2
toponym_meluhha,1505,ABC,pa4q9d-pbbf60-pc9asj,2
toponym_meluhha,1506,ABC,pa5wvx-pbby3-pce1x1,2
toponym_meluhha,1507,ABC,pacfxe-pb7dt0-pc94z,2
toponym_meluhha,1508,ABC,pa5aod-pby7f-pcka5t,2
toponym_meluhha,1509,ABC,pad5k0-pbl5ql-pcgzyg,2
toponym_meluhha,1510,ABC,padmtg-pbg8qj-pc62uo,2
toponym_meluhha,1511,ABC,paesdb-pb5t0b-pcjn5m,2
toponym_meluhha,1512,ABC,pa8o08-pb9cp3-pc2e4d,2
toponym_meluhha,1513,ABC,pa8dih-pbivnh-pcbe7s,2
toponym_meluhha,1514,ABC,padqmr-pb8rpa-pciymp,2
toponym_meluhha,1515,ABC,pa8cpt-pbjtxi-pch3co,2
toponym_meluhha,1516,ABC,pabdza-pb2x8-pccsyk,2
toponym_meluhha,1517,ABC,pa521u-pb6pr3-pch4qn,2
toponym_meluhha,1518,ABC,pagytb-pb7w7g-pc2i2y,2
toponym_meluhha,1519,ABC,pac4wr-pbcyyx-pc5zxo,2
toponym_meluhha,1520,ABC,pab88d-pbd3gm-pcjnsf,2
toponym_meluhha,1521,ABC,pa2bmm-pb7lun-pcb494,2
toponym_meluhha,1522,ABC,padrhq-pbh9du-pcdz6r,2
toponym_meluhha,1523,ABC,pa3keh-pbfyvh-pc6o9u,2
toponym_meluhha,1524,ABC,pabzuo-pbitd9-pccu5h,2
toponym_meluhha,1525,ABC,pae7r2-pbh6pl-pcig6g,2
toponym_meluhha,1526,ABC,paaxsz-pbh29e-pcfaak,2
toponym_meluhha,1527,ABC,pa6s9q-pbajmw-pc1973,2
toponym_meluhha,1528,ABC,pai2y-pbiikv-pcd39c,2
toponym_meluhha,1529,ABC,paf3xw-pbi8b4-pc3k3p,2
toponym_meluhha,1530,ABC,paahab-pbivdc-pccyqg,2
toponym_meluhha,1531,ABC,pajcwn-pbgvep-pcijww,2
toponym_meluhha,1532,ABC,pag8d8-pbaag9-pcg00l,2
toponym_meluhha,1533,ABC,pacqwg-pbeh3j-pc2ci6,2
toponym_meluhha,1534,ABC,pa2je9-pbfbfl-pckzet,2
toponym_meluhha,1535,ABC,pa3hax-pb1axv-pcezde,2
toponym_meluhha,1536,ABC,pa2lez-pbjtyd-pchqk4,2
toponym_meluhha,1537,ABC,pagsvi-pb32pe-pc3c1k,2
toponym_meluhha,1538,ABC,pa72yy-pbfv9a-pchg2u,2
toponym_meluhha,1539,ABC,pa1m0p-pbjbbn-pcg27a,2
toponym_meluhha,1540,ABC,pacrna-pbev1n-pchto8,2
toponym_meluhha,1541,ABC,paj6q1-pb39tx-pccuj1,2
toponym_meluhha,1542,ABC,pab5vv-pbwo1-pc7e8n,2
toponym_meluhha,1543,ABC,pad6pf-pb6kao-pc2eff,2
toponym_meluhha,1544,ABC,pajmst-pbkckb-pc6ldx,2
toponym_meluhha,1545,ABC,pai5e-pb6yrf-pcfx44,2
toponym_meluhha,1546,ABC,paihc0-pbhhzm-pc96xo,2
toponym_meluhha,1547,ABC,pa34k5-pb840b-pcfevz,2
toponym_meluhha,1548,ABC,pakowt-pb6ups-pcepr3,2
toponym_meluhha,1549,ABC,pa3u01-pbvoj-pclfem,2
toponym_meluhha,1550,ABC,pa4m07-pb2kgj-pc1noh,2
toponym_meluhha,1551,ABC,pab0fw-pbc80m-pck8kn,2
toponym_meluhha,1552,ABC,pajoas-pb8gxe-pc7f9f,2
toponym_meluhha,1553,ABC,pawed-pb12sp-pcl0te,2
toponym_meluhha,1554,ABC,pa5ae0-pbholm-pc33bu,2
toponym_meluhha,1555,ABC,padma4-pbi1d9-pcbtlw,2
toponym_meluhha,1556,ABC,pa7r8c-pbajq6-pcbm6d,2
toponym_meluhha,1557,ABC,pa9rxh-pb300t-pci8hb,2
toponym_meluhha,1558,ABC,pad8m9-pbkdeh-pc8kv3,2
toponym_meluhha,1559,ABC,padd7p-pb78af-pcjjx1,2
toponym_meluhha,1560,ABC,pa8c19-pba2eu-pcbyr7,2
toponym_meluhha,1561,ABC,pa6yzs-pbcu2o-pcaw23,2
toponym_meluhha,1562,ABC,pa7ece-pbgwej-pca9vr,2
toponym_meluhha,1563,ABC,pag3uz-pb9jer-pce47j,2
toponym_meluhha,1564,ABC,paixnf-pbdx15-pcexh3,2
toponym_meluhha,1565,ABC,pai1xy-pb9tpt-pc874n,2
toponym_meluhha,1566,ABC,paf1w0-pbas6e-pc99f3,2
toponym_meluhha,1567,ABC,pah4qp-pb7bny-pc49mr,2
toponym_meluhha,1568,ABC,paanmi-pb2vc3-pckfgx,2
toponym_meluhha,1569,ABC,pa4npq-pbg0th-pcj8im,2
toponym_meluhha,1570,ABC,pa5mu1-pb2k6l-pcin1p,2
toponym_meluhha,1571,ABC,pachp1-pb8c8f-pcgehj,2
toponym_meluhha,1572,ABC,paw5u-pb1kbc-pcapm2,2
toponym_meluhha,1573,ABC,pa7278-pb5848-pcj6mr,2
toponym_meluhha,1574,ABC,pake17-pb1neb-pcjzvn,2
toponym_meluhha,1575,ABC,paf6v8-pbl5v4-pcjki1,2
toponym_meluhha,1576,ABC,pa63re-pbedxm-pc6yqk,2
toponym_meluhha,1577,ABC,pakune-pb9s08-pcc6sw,2
toponym_meluhha,1578,ABC,pa4fbh-pbgg1i-pcc8v3,2
toponym_meluhha,1579,ABC,paibiy-pbfzhb-pcdxck,2
toponym_meluhha,1580,ABC,pa88wc-pbl5nz-pcdurk,2
toponym_meluhha,1581,ABC,padaaz-pbhnt5-pcf21x,2
toponym_meluhha,1582,ABC,pad9y4-pbfn7z-pcijs0,2
toponym_meluhha,1583,ABC,pa2l3f-pb1q3q-pcd22e,2
toponym_meluhha,1584,ABC,pa9kbl-pbhjb4-pckf26,2
toponym_meluhha,1585,ABC,paip3a-pb7u1t-pc5moq,2
toponym_meluhha,1586,ABC,pae0ll-pb95f0-pc83nc,2
toponym_meluhha,1587,ABC,pa5b9q-pbctc1-pcka7l,2
toponym_meluhha,1588,ABC,pajzrd-pb4q0n-pcgt6z,2
toponym_meluhha,1589,ABC,pahsq-pb5luc-pcdol3,2
toponym_meluhha,1590,ABC,pa6n00-pbggtc-pcggbf,2
toponym_meluhha,1591,ABC,pag5r3-pbiqla-pciq2p,2
toponym_meluhha,1592,ABC,pajq79-pb9t8r-pcd5tp,2
toponym_meluhha,1593,ABC,pa8koz-pb2b7o-pc1oxe,2
toponym_meluhha,1594,ABC,pahxub-pbhded-pc37l5,2
toponym_meluhha,1595,ABC,pa5z41-pbahuu-pc873,2
toponym_meluhha,1596,ABC,pa94md-pb9849-pc9b24,2
toponym_meluhha,1597,ABC,pa8vr0-pbhl5b-pc2nvn,2
toponym_meluhha,1598,ABC,paihiu-pb6f9a-pck4bj,2
toponym_meluhha,1599,ABC,paescs-pb952c-pcks2i,2
toponym_meluhha,1600,ABC,pa6bni-pbirmd-pcjjtd,2
toponym_meluhha,1601,ABC,paadmy-pb97rd-pc1lxg,2
toponym_meluhha,1602,ABC,pabhjs-pbl178-pc3c2o,2
toponym_meluhha,1603,ABC,pafxl0-pb43fg-pci5lz,2
toponym_meluhha,1604,ABC,pa88v5-pbj3t5-pc4rd5,2
toponym_meluhha,1605,ABC,pa5i3n-pb59lg-pch5mm,2
toponym_meluhha,1606,ABC,pabx82-pbi6np-pc9d4b,2
toponym_meluhha,1607,ABC,pa7fmw-pb5rqx-pcbpnp,2
toponym_meluhha,1608,ABC,pahzw-pbcdus-pcjks8,2
toponym_meluhha,1609,ABC,pah504-pb2reu-pc96tn,2
toponym_meluhha,1610,ABC,pa40g8-pbg2wi-pc4v5r,2
toponym_meluhha,1611,ABC,pafhon-pbgkqb-pc24qx,2
toponym_meluhha,1612,ABC,pal307-pbi2m0-pc937s,2
toponym_meluhha,1613,ABC,paeo3c-pbiba0-pcff53,2
toponym_meluhha,1614,ABC,padbk6-pbpgu-pcj2sq,2
toponym_meluhha,1615,ABC,pad69-pb8e5v-pc8tsm,2
toponym_meluhha,1616,ABC,pa9psw-pbees7-pc24l2,2
toponym_meluhha,1617,ABC,pa2uld-pbh4yk-pc3hdl,2
toponym_meluhha,1618,ABC,pa6hwm-pb2w04-pcfjjf,2
toponym_meluhha,1619,ABC,pa391e-pble86-pc27ug,2
toponym_meluhha,1620,ABC,pafs1y-pb8ni4-pchnsu,2
toponym_meluhha,1621,ABC,padx9t-pb9g7p-pc26l6,2
toponym_meluhha,1622,ABC,pa1fl7-pb6khi-pc2jp2,2
toponym_meluhha,1623,ABC,pakpuq-pbbgam-pc7tgz,2
toponym_meluhha,1624,ABC,paecti-pbhejm-pcdhu7,2
toponym_meluhha,1625,ABC,pahde6-pb8hjx-pc98c6,2
toponym_meluhha,1626,ABC,pa4dua-pbivee-pc6v1o,2
toponym_meluhha,1627,ABC,pakch1-pbeeg-pc1jx,2
toponym_meluhha,1628,ABC,pala8d-pbxj8-pcixi4,2
toponym_meluhha,1629,ABC,pa2tk8-pbla9x-pce11n,2
toponym_meluhha,1630,ABC,pahizq-pbg9tb-pcc9bo,2
toponym_meluhha,1631,ABC,pa234g-pbh3a9-pc1zg4,2
toponym_meluhha,1632,ABC,pa36fw-pbf0id-pcjp9x,2
toponym_meluhha,1633,ABC,pa41e4-pbcxs1-pc7wz2,2
toponym_meluhha,1634,ABC,pa1em6-pbyrh-pcchpe,2
toponym_meluhha,1635,ABC,paf9ry-pb8f4g-pcjs3h,2
toponym_meluhha,1636,ABC,pa5eyt-pbdcgc-pc4s57,2
toponym_meluhha,1637,ABC,pa8qqg-pb4r5f-pc9ojf,2
toponym_meluhha,1638,ABC,pa3ld4-pbl3a9-pccbb6,2
toponym_meluhha,1639,ABC,pa3ocu-pbc017-pc2s7k,2
toponym_meluhha,1640,ABC,pa4rhq-pb3g0x-pcb9us,2
toponym_meluhha,1641,ABC,pa4eip-pbjlf-pcavvi,2
toponym_meluhha,1642,ABC,pa5t7m-pbdtf1-pc8c25,2
toponym_meluhha,1643,ABC,paktyv-pb8shd-pc4p0k,2
toponym_meluhha,1644,ABC,pa63gj-pbl8k6-pc8zya,2
toponym_meluhha,1645,ABC,pa8bpa-pbjcio-pc83rx,2
toponym_meluhha,1646,ABC,pablwk-pb33l-pc8br0,2
toponym_meluhha,1647,ABC,pacu4x-pbf9qz-pciuxx,2
toponym_meluhha,1648,ABC,pa7rbe-pbgesk-pc7jzq,2
toponym_meluhha,1649,ABC,pale4q-pb3ugb-pcfy5d,2
toponym_meluhha,1650,ABC,pa1uxi-pb7s4t-pc2wvf,2
toponym_meluhha,1651,ABC,pa7wl-pbfn7y-pcgj78,2
toponym_meluhha,1652,ABC,pa1dbm-pb36zt-pc2ef9,2
toponym_meluhha,1653,ABC,pa998-pbngf-pc2w8o,2
toponym_meluhha,1654,ABC,pac9r7-pb5mpn-pc1u1d,2
toponym_meluhha,1655,ABC,paguu0-pb4bzt-pcez4e,2
toponym_meluhha,1656,ABC,pa5ptd-pboft-pc3f3j,2
toponym_meluhha,1657,ABC,pacecj-pb6n3c-pcivuz,2
toponym_meluhha,1658,ABC,padqnj-pb6x93-pcgk4o,2
toponym_meluhha,1659,ABC,pa57dy-pb74n0-pc7l1x,2
toponym_meluhha,1660,ABC,pab679-pbkvo2-pc90d3,2
toponym_meluhha,1661,ABC,paf481-pbgu2i-pchbyj,2
toponym_meluhha,1662,ABC,paahx6-pbeia9-pc4zu4,2
toponym_meluhha,1663,ABC,pa12sc-pbj2p2-pcvyp,2
toponym_meluhha,1664,ABC,pagh7n-pb3qkp-pc8enp,2
toponym_meluhha,1665,ABC,pacb8u-pb7hr-pcfkvy,2
toponym_meluhha,1666,ABC,pa4qdi-pbjq60-pcdq5f,2
toponym_meluhha,1667,ABC,pa3gmc-pbgsgo-pc1bd9,2
toponym_meluhha,1668,ABC,pa269m-pbauqx-pcekzy,2
toponym_meluhha,1669,ABC,pajdtk-pb6py4-pcfy,2
toponym_meluhha,1670,ABC,pahl38-pbg40u-pc8e62,2
toponym_meluhha,1671,ABC,pa1xq7-pbfg0s-pcee2l,2
toponym_meluhha,1672,ABC,pabspk-pb95lx-pc6u0w,2
toponym_meluhha,1673,ABC,pap0j-pbe2jw-pcg7t6,2
toponym_meluhha,1674,ABC,paitis-pbffua-pc2qvd,2
toponym_meluhha,1675,ABC,pai05v-pbhbsm-pch56j,2
toponym_meluhha,1676,ABC,pa2y31-pbh49m-pcafup,2
toponym_meluhha,1677,ABC,padoom-pb6sua-pcb6j0,2
toponym_meluhha,1678,ABC,pa8myy-pbg9bb-pc94mr,2
toponym_meluhha,1679,ABC,paldx-pb4e8x-pcjyw2,2
toponym_meluhha,1680,ABC,paefbr-pbjr8i-pcabr5,2
toponym_meluhha,1681,ABC,pa6203-pbe5gg-pc780f,2
toponym_meluhha,1682,ABC,pa7ibr-pb8xl2-pc2yta,2
toponym_meluhha,1683,ABC,pa21n-pb3xmp-pchzg4,2
toponym_meluhha,1684,ABC,parrc-pb71o1-pc14j6,2
toponym_meluhha,1685,ABC,pa3shc-pb9vds-pcdvqz,2
toponym_meluhha,1686,ABC,pafae3-pbkwhs-pcdgcq,2
toponym_meluhha,1687,ABC,pa2yv-pb4mbc-pc1otx,2
toponym_meluhha,1688,ABC,pajp78-pb2tpy-pc9w1j,2
toponym_meluhha,1689,ABC,paikj2-pbb8f4-pcb07z,2
toponym_meluhha,1690,ABC,pa6a07-pbiaf7-pc7vdt,2
toponym_meluhha,1691,ABC,pae1du-pbk1op-pc966e,2
toponym_meluhha,1692,ABC,pa5w8s-pbkvg1-pcirn5,2
toponym_meluhha,1693,ABC,pafsz4-pbcjl0-pck3f2,2
toponym_meluhha,1694,ABC,paasgu-pbl6tq-pcdyn6,2
toponym_meluhha,1695,ABC,pa7cmv-pb1zi2-pcekeo,2
toponym_meluhha,1696,ABC,paka9b-pbiu1n-pckepn,2
toponym_meluhha,1697,ABC,pabayl-pbfdin-pc7puy,2
toponym_meluhha,1698,ABC,pahnla-pb2b2p-pc8hb4,2
toponym_meluhha,1699,ABC,pa5xxc-pbibit-pca466,2
toponym_meluhha,1700,ABC,pa4ly1-pbbqqq-pcfj77,2
toponym_meluhha,1701,ABC,pa5j9z-pbfvfq-pcd62v,2
toponym_meluhha,1702,ABC,pag4yg-pb1abo-pc5m72,2
toponym_meluhha,1703,ABC,pa5xem-pb1enb-pc1hy8,2
toponym_meluhha,1704,ABC,pa5gl9-pbjaey-pc38oy,2
toponym_meluhha,1705,ABC,pa5n7k-pb7qgb-pcj3my,2
toponym_meluhha,1706,ABC,pa85x6-pbdo89-pccqe7,2
toponym_meluhha,1707,ABC,pacfpm-pb6xna-pc5vdg,2
toponym_meluhha,1708,ABC,pafgok-pbjb1r-pcjzfe,2
toponym_meluhha,1709,ABC,pa4yzd-pbj8n-pcawm9,2
toponym_meluhha,1710,ABC,pajza8-pbbulv-pcj77r,2
toponym_meluhha,1711,ABC,pa4xwh-pbl3ou-pcis19,2
toponym_meluhha,1712,ABC,pakoyw-pbl02a-pc9uod,2
toponym_meluhha,1713,ABC,pa9gu9-pbfjnp-pcbhqv,2
toponym_meluhha,1714,ABC,paj4ru-pbajce-pchzeh,2
toponym_meluhha,1715,ABC,pahnhu-pb9pax-pc77h2,2
toponym_meluhha,1716,ABC,pacvc0-pbcg8z-pc27q,2
toponym_meluhha,1717,ABC,pacw9u-pb559v-pcc3rp,2
toponym_meluhha,1718,ABC,paceq5-pb92bq-pcpmm,2
toponym_meluhha,1719,ABC,paegp9-pb7twp-pccufg,2
toponym_meluhha,1720,ABC,pa8und-pbds89-pcamty,2
toponym_meluhha,1721,ABC,paky7g-pbblwc-pc3sih,2
toponym_meluhha,1722,ABC,pa5k9j-pbcdd0-pcwuk,2
toponym_meluhha,1723,ABC,paexml-pbbfse-pc4upr,2
toponym_meluhha,1724,ABC,pai5ng-pb19yg-pcbek3,2
toponym_meluhha,1725,ABC,paffvj-pb7ocm-pcjgh0,2
toponym_meluhha,1726,ABC,pa4046-pbgiw0-pc88p7,2
toponym_meluhha,1727,ABC,pabh42-pbg0jq-pc5lrl,2
toponym_meluhha,1728,ABC,pabrrg-pb8ssk-pc92i1,2
toponym_meluhha,1729,ABC,paca7p-pb2nmm-pcg090,2
toponym_meluhha,1730,ABC,pa37gc-pbldzt-pcal5u,2
toponym_meluhha,1731,ABC,pagc5f-pbh6wv-pcatc8,2
toponym_meluhha,1732,ABC,paf4ka-pbb3n4-pc9fgf,2
toponym_meluhha,1733,ABC,pa7z8s-pbh5qn-pca7fg,2
toponym_meluhha,1734,ABC,pa8pgm-pb9tk0-pcj12y,2
toponym_meluhha,1735,ABC,pa3mec-pb7ros-pc2gku,2
toponym_meluhha,1736,ABC,pa3fri-pbd8ic-pccjsi,2
toponym_meluhha,1737,ABC,pagq4-pb6jno-pc8fip,2
toponym_meluhha,1738,ABC,pa29lj-pb9m1s-pcaw8,2
toponym_meluhha,1739,ABC,pa9w45-pbb0k7-pcfauf,2
toponym_meluhha,1740,ABC,pabn0y-pb47yy-pcb1m2,2
toponym_meluhha,1741,ABC,paicyp-pbbd6y-pc4l4g,2
toponym_meluhha,1742,ABC,pabz37-pbgssn-pcb51p,2
toponym_meluhha,1743,ABC,pajalv-pb2jwv-pc8ukn,2
toponym_meluhha,1744,ABC,paj7o0-pbh1a5-pc9was,2
toponym_meluhha,1745,ABC,pac962-pb3zj9-pc4ca0,2
toponym_meluhha,1746,ABC,pakozb-pbeg03-pcjrju,2
toponym_meluhha,1747,ABC,paenc2-pb75t4-pc9aa4,2
toponym_meluhha,1748,ABC,pabfsf-pb6mmc-pc5uzw,2
toponym_meluhha,1749,ABC,pa2vrd-pbkhi9-pchq84,2
toponym_meluhha,1750,ABC,pa9wq0-pb4tts-pcjog6,2
toponym_meluhha,1751,ABC,pa2leq-pbj726-pc58xj,2
toponym_meluhha,1752,ABC,pa2eqg-pbd424-pcjvrm,2
