context_id,query_term,query_class,artifact_p,artifact_id,designation,museum_no,provenience,period,dates_referenced,surface_context,line_number,line_index,line_raw,line_text,previous_line,following_line,has_meluhha_in_artifact,has_lu_sunzida_in_artifact,line_has_meluhha,line_has_lu_sunzida,min_distance_to_meluhha_line,source_url
2e3a35e380ddbdb1,me-luh-ha-ta,meluhha_ablative,P232300,232300,"RIME 3/1.01.07, Cyl A witness",MNB 1512,Girsu (mod. Tello),Lagash II (ca. 2200-2100 BC),Gudea.00.00.00,@object cylinder | @column 1 | @column 2 | @column 3 | @column 4 | @column 5 | @column 6 | @column 7 | @column 8 | @column 9 | @column 10 | @column 11 | @column 12 | @column 13 | @column 14 | @column 15 | @column 16,22,442,22. gug gi-rin-e me-luh-ha-ta,gug gi-rin-e me-luh-ha-ta,21. gu3-de2-a ku3 NE-a kur-bi-ta mu-na-ta-e11-de3,23. szu mu-na-pesz-e,true,false,true,false,0,https://cdli.earth/P232300
be005cbc7488ddef,me-luh-ha-da,meluhha_comitative,P232301,232301,"RIME 3/1.01.07, Cyl B witness",MNB 1511,Girsu (mod. Tello),Lagash II (ca. 2200-2100 BC),Gudea.00.00.00,@object cylinder | @surface a | @column 1 | @column 2 | @column 3 | @column 4 | @column 5 | @column 6 | @column 7 | @column 8 | @column 9 | @column 10 | @column 11 | @column 12 | @column 13 | @column 14,13,327,13. uruda# nagga lagab za-gin3-na ku3 NE gug gi-rin me-luh-ha-da,uruda# nagga lagab za-gin3-na ku3 NE gug gi-rin me-luh-ha-da,12. sa12 im-mi-ib2-rig7-ge,14. {uruda}szen mah {uruda}uri mah,true,false,true,false,0,https://cdli.earth/P232301
b5cb4d0d16f7454c,me-luh-ha{ki},meluhha_toponym,P235705,235705,Anonymous 235705 unpublished unassigned ?,Anonymous 235705,Girsu (mod. Tello),Ur III (ca. 2100-2000 BC),Šū-Suen.01.00.00,@reverse,2,5,2. e2-duru5 me-luh-ha{ki}-ta,e2-duru5 me-luh-ha{ki}-ta,1. ib2-ra,3. mu {d}szu-{d}suen lugal,true,false,true,false,0,https://cdli.earth/P235705
8b1f903b79743e5d,lu2-sun2-zi-da,lu_sunzida_name_test,P248901,248901,"AAICAB 1/2, pl. 152, 1971-389",Ashm 1971-0389,Puzriš-Dagan (mod. Drehem),Ur III (ca. 2100-2000 BC),Šulgi.47.03.16,@obverse,5,4,5. 1(disz) sila4 lu2-sun2-zi-da,1(disz) sila4 lu2-sun2-zi-da,4. 1(disz) masz2 za-ak-i3-li2,6. 4(disz) udu niga 1(disz) sila4,false,true,false,true,,https://cdli.earth/P248901
fb1688e303ad34ca,me-luh-ha-ta,meluhha_ablative,P251861,251861,"CUSAS 17, 022",MS 2814,uncertain (mod. uncertain),Old Babylonian (ca. 1900-1600 BC),,@reverse | @column 1,1,32,1. kur me-luh-ha-ta# i-si im-ku4-ku4,kur me-luh-ha-ta# i-si im-ku4-ku4,13'. _i-na sza-du ma-ka-an_ na4 _lu# u2-sze-ri-dam#_,2. _i-na sza-du me-luh-ha i-szi-a#-am# u2-sze-ri-dam#_,true,false,true,false,0,https://cdli.earth/P251861
36fabec7ebebd721,me-luh-ha{ki},meluhha_toponym,P320486,320486,"CM 26, 136",BM 085060,Umma (mod. Tell Jokha),Ur III (ca. 2100-2000 BC),Šulgi.41.04.28 (us2-us2 year) (Reichskalender),@obverse,2,1,2. {d}utu-illat sukkal u4 me-luh-ha!?{ki}-sze3 i3-gen-na,{d}utu-illat sukkal u4 me-luh-ha!?{ki}-sze3 i3-gen-na,1. 2(disz) tug2 guz-za 4(disz)-kam us2,3. sukkal-mah maszkim,true,false,true,false,0,https://cdli.earth/P320486
17c8d0344150870c,ma2 me-luh-ha,meluhha_ship_context,P326408,326408,"CUSAS 20, 153",CUNES 52-13-050,Adab (mod. Bismaya),Old Akkadian (ca. 2340-2200 BC),00.00.00.00,@obverse,3,2,3. 1(asz@c) udu nu-banda3 ma2 me-luh-ha,1(asz@c) udu nu-banda3 ma2 me-luh-ha,2. {d}utu-sa6,4. 1(asz@c) udu lugal#-nita#-zi,true,false,true,false,0,https://cdli.earth/P326408
459f60a25d2a1493,me-luh-ha{ki},meluhha_toponym,P346086,346086,"CDLI Literary 000332, ex. 003",BM —,Ur (mod. Tell Muqayyar),Old Babylonian (ca. 1900-1600 BC),,@obverse | @column 1 | @column 2,3,25,3. kur me-luh-ha{ki} {na4}gug nig2 al di kal-la#?-[...],kur me-luh-ha{ki} {na4}gug nig2 al di kal-la#?-[...],2. {na4}za#-gin3 x x saga#?-ga hu-mu-ra-bala-bala-[...],4. {gesz}mes sza3-gan gesz-ab-ba saga{+ga}-[...],true,false,true,false,0,https://cdli.earth/P346086
328fc613e0c66433,me-luh-ha{ki},meluhha_toponym,P346242,346242,"CDLI Literary 000771, ex. 022",BM —,Ur (mod. Tell Muqayyar),Old Babylonian (ca. 1900-1600 BC),,@reverse,4,21,4. gig2-ga me-luh-ha{ki} dimx(LUGAL@s) zi3 mil lu2-tu15# [...],gig2-ga me-luh-ha{ki} dimx(LUGAL@s) zi3 mil lu2-tu15# [...],3. sig7-sig7-ga sza3 lugud [...],5. ib2 gid2# sza3# ti#-ki-il gu2 gur4 gaba ze2-x [...],true,false,true,false,0,https://cdli.earth/P346242
d2e4971062bcea46,me-luh-ha-ta,meluhha_ablative,P374962,374962,"Nisaba 18, 041",BM 094466A,Girsu (mod. Tello),Ur III (ca. 2100-2000 BC),Šulgi.42.09.00,@reverse,1,4,1. e2-duru5 me-luh-ha-ta,e2-duru5 me-luh-ha-ta,4. sza3-gal erin2 esz3 didli-sze3,2. ki ur-{gesz}gigir-ta,true,false,true,false,0,https://cdli.earth/P374962
0ca79c009dea6539,me-luh-ha-ta,meluhha_ablative,P378169,378169,"PPAC 5, 0830",BM 086687,Girsu (mod. Tello),Ur III (ca. 2100-2000 BC),00.00.00.00,@obverse,4,3,4. e2-duru5 me-luh-ha-ta,e2-duru5 me-luh-ha-ta,3. kiszib3 ur-{d}ba-ba6 dumu ur-nig2,,true,false,true,false,0,https://cdli.earth/P378169
3e18926dad7b2740,ma2 me-luh-ha,meluhha_ship_context,P382354,382354,"TCBI 1, 102","BdI 1, 154",Adab (mod. Bismaya),Old Akkadian (ca. 2340-2200 BC),,@reverse,2,5,2. ma2 me-luh-ha-sze3,ma2 me-luh-ha-sze3,1. giri3-gen-na,3. iti# sze#-sag11-ku5-a,true,false,true,false,0,https://cdli.earth/P382354
fad16a9c7df29e44,lu2-sun2-zi-da,lu_sunzida_name_test,P390252,390252,LB 3191,LB 3191,Puzriš-Dagan (mod. Drehem),Ur III (ca. 2100-2000 BC),Šulgi.46.06.13,@obverse,6,5,6. 1(disz) sila4 lu2-sun2-zi-da,1(disz) sila4 lu2-sun2-zi-da,5. 1(disz) sila4 e2-a-i3-li2,7. 1(disz) sila4 bu-bu,false,true,false,true,,https://cdli.earth/P390252
430866ebf5610667,lu2-sun2-zi-da,lu_sunzida_name_test,P391626,391626,"CUSAS 26, 175",OIM A04491,,Old Akkadian (ca. 2340-2200 BC),,@obverse,3,2,3. 5(disz) lu2-sun2-zi-da,5(disz) lu2-sun2-zi-da,2. ugula zu-zu,4. 5(disz) da-ti,false,true,false,true,,https://cdli.earth/P391626
7591cdd2a6dd5468,lu2-sun2-zi-da,lu_sunzida_name_test,P407695,407695,"Nisaba 27, 111",SM 1913.02.074,Umma (mod. Tell Jokha),Ur III (ca. 2100-2000 BC),00.00.10.22,@obverse,5,4,5. lu2-sun2-zi-da,lu2-sun2-zi-da,4. 5(disz) sila3 kasz saga 5(disz) sila3 ninda 5(disz) gin2 szum2 3(disz) gin2 i3 2(disz) gin2 naga,6. 5(disz) sila3 kasz 5(disz) sila3 ninda 5(disz) gin2 szum2 3(disz) gin2 i3 2(disz) gin2 naga,false,true,false,true,,https://cdli.earth/P407695
069b22cf7a2155b7,me-luh-ha-ta,meluhha_ablative,P431881,431881,"RIME 3/1.01.07, Cyl A composite",,Girsu (mod. Tello),Lagash II (ca. 2200-2100 BC),Gudea.00.00.00,@object composite text | @surface a,443,442,443. gug gi-rin-e me-luh-ha-ta,gug gi-rin-e me-luh-ha-ta,442. gu3-de2-a ku3 NE-a kur-bi-ta mu-na-ta-e11-de3,444. szu mu-na-pesz-e,true,false,true,false,0,https://cdli.earth/P431881
c70e85ca13b6bdbc,me-luh-ha-da,meluhha_comitative,P431882,431882,"RIME 3/1.01.07, Cyl B composite",,Girsu (mod. Tello),Lagash II (ca. 2200-2100 BC),Gudea.00.00.00,@object composite text | @surface a,328,327,328. uruda nagga lagab za-gin3-na ku3 NE gug gi-rin me-luh-ha-da,uruda nagga lagab za-gin3-na ku3 NE gug gi-rin me-luh-ha-da,327. sa12 im-mi-ib2-rig7-ge,329. {uruda}szen mah {uruda}uri mah,true,false,true,false,0,https://cdli.earth/P431882
bdfbc81f252b7b18,me-luh-ha-ta,meluhha_ablative,P431884,431884,"RIME 3/1.01.07, St B composite",,Girsu (mod. Tello),Lagash II (ca. 2200-2100 BC),Gudea.00.00.00,@object composite text | @surface a,170,169,170. kur me-luh-ha-ta,kur me-luh-ha-ta,169. ku3-sig17 sahar-ba,171. im-ta-e11,true,false,true,false,0,https://cdli.earth/P431884
b01e45574cf0fdff,me-luh-ha{ki},meluhha_toponym,P431886,431886,"RIME 3/1.01.07, St D composite",,Girsu (mod. Tello),Lagash II (ca. 2200-2100 BC),Gudea.00.00.00,@object composite text | @surface a,58,57,58. me-luh-ha{ki},me-luh-ha{ki},57. ma2-gan{ki},59. gu-bi{ki},true,false,true,false,0,https://cdli.earth/P431886
819f01e7bcee4680,me-luh-ha{ki},meluhha_toponym,P432309,432309,RIME 3/2.01.05.04 composite,,Ur (mod. Tell Muqayyar),Ur III (ca. 2100-2000 BC),Ibbi-Suen.00.00.00,@object composite text | @surface a,9,8,9. ur gun3-a me-luh-ha{ki},ur gun3-a me-luh-ha{ki},8. lugal an-ub-da limmu2-ba-ke4,10. mar-ha#!-szi{ki!}-ta,true,false,true,false,0,https://cdli.earth/P432309
a35829b59743ba1d,lu2 me-luh-ha,meluhha_person_title,P453801,453801,"Nisaba 15, 0371",Anonymous 453801,Irisagrig (mod. uncertain),Ur III (ca. 2100-2000 BC),Šū-Suen.06.12.00,@obverse,5,4,5. i3-ba lu2 me-luh-ha{ki}-me,i3-ba lu2 me-luh-ha{ki}-me,4. 1/2(disz) sila3 a-li-a-hi dam-a-ni,1. a-ru-a lugal,true,false,true,false,0,https://cdli.earth/P453801
988f5aedd0d4bb55,me-luh-ha{ki},meluhha_toponym,P453801,453801,"Nisaba 15, 0371",Anonymous 453801,Irisagrig (mod. uncertain),Ur III (ca. 2100-2000 BC),Šū-Suen.06.12.00,@obverse,5,4,5. i3-ba lu2 me-luh-ha{ki}-me,i3-ba lu2 me-luh-ha{ki}-me,4. 1/2(disz) sila3 a-li-a-hi dam-a-ni,1. a-ru-a lugal,true,false,true,false,0,https://cdli.earth/P453801
dcf2962819a03ee7,lu2 me-luh-ha,meluhha_person_title,P454137,454137,"Nisaba 15, 0951",Anonymous 454137,Irisagrig (mod. uncertain),Ur III (ca. 2100-2000 BC),"Ibbi-Suen.03.07.00, Ibbi-Suen.03.08.00",@reverse | @column 1,4,47,4. 1(asz) 1(ban2) gur lu2 me-luh-ha-me,1(asz) 1(ban2) gur lu2 me-luh-ha-me,3. 1(barig) 4(ban2) erin2 gi {gesz}ma-nu,5. 1(barig) 4(ban2) da-da i3-du8,true,false,true,false,0,https://cdli.earth/P454137
3742a12b6536c33a,me-luh-ha{ki},meluhha_toponym,P461937,461937,RIME 2.01.01.11 composite,,,Old Akkadian (ca. 2340-2200 BC),Sargon.00.00.00,@object composite text | @surface a | @m=division Sumerian version on column 5,9,8,9. _ma2_ me-luh-ha{ki},_ma2_ me-luh-ha{ki},8. _za3 a-ab-ba-ka-sze3_,10. _ma2_ ma2-gan{ki},true,false,true,false,0,https://cdli.earth/P461937
4aad16f8db3221ea,me-luh-ha{ki},meluhha_toponym,P461954,461954,RIME 2.01.02.08 composite,,Nippur (mod. Nuffar),Old Akkadian (ca. 2340-2200 BC),Rimush.00.00.00,@object compiste text | @surface a,7,6,7. u3 me-luh-ha{ki},u3 me-luh-ha{ki},6. u3 gu-pi-in{ki},8. in qab2-li2,true,false,true,false,0,https://cdli.earth/P461954
cb1a677c611bef13,me-luh-ha{ki},meluhha_toponym,P469514,469514,CDLI Literary 000332 (Enki and Ninhursaga) composite,,,Old Babylonian (ca. 1900-1600 BC),,@object composite text | @surface a,,51,49c. kur me-luh-ha{ki} {na4}gug nig2 al di kal-la,c. kur me-luh-ha{ki} {na4}gug nig2 al di kal-la,49b. {na4}za-gin3 x x x-ga hu-mu-ra-bala-bala-e,49d. {gesz}mesz3 sza3-gan gesz-ab-ba saga-ga,true,false,true,false,0,https://cdli.earth/P469514
b2543451a6c0d671,me-luh-ha{ki},meluhha_toponym,P469516,469516,CDLI Literary 000334 (Enki and World Order) composite,,Nippur (mod. Nuffar),Old Babylonian (ca. 1900-1600 BC),,@object composite text | @surface a,124,123,124. kur me-luh-ha{ki} ma2-gan{ki} dilmun{ki}-bi,kur me-luh-ha{ki} ma2-gan{ki} dilmun{ki}-bi,123. {gesz}erin sig7-sig7-ga-bi u6 ga-am3-du11,125. {d}en-ki-me-en igi he2-em-da-a-du8,true,false,true,false,0,https://cdli.earth/P469516
d866dfb731069835,me-luh-ha{ki},meluhha_toponym,P469516,469516,CDLI Literary 000334 (Enki and World Order) composite,,Nippur (mod. Nuffar),Old Babylonian (ca. 1900-1600 BC),,@object composite text | @surface a,128,127,128. {gesz}ma2-gi4-lum me-luh-ha{ki}-a-ke4,{gesz}ma2-gi4-lum me-luh-ha{ki}-a-ke4,127. {gesz}ma2 ma2-gan{ki}-na an-za3 he2-en-la2,129. ku3-sig17 ku3-babbar bala-sze3 he2-ak-e,true,false,true,false,0,https://cdli.earth/P469516
ceb18fa5137c29b2,me-luh-ha{ki},meluhha_toponym,P469516,469516,CDLI Literary 000334 (Enki and World Order) composite,,Nippur (mod. Nuffar),Old Babylonian (ca. 1900-1600 BC),,@object composite text | @surface a,219,218,219. kur me-luh-ha{ki} nam-mi-ib2-dib,kur me-luh-ha{ki} nam-mi-ib2-dib,218. esz3 uri2{ki} gu2 an-sze3 he2-zi,220. {d}en-ki lugal abzu-ke4 nam nam-mi-ib2-tar-re,true,false,true,false,0,https://cdli.earth/P469516
e64b35a64cce0bf3,me-luh-ha{ki},meluhha_toponym,P469679,469679,CDLI Literary 000375 (Curse of Agade) composite,,,Old Babylonian (ca. 1900-1600 BC),00.00.00.00,@object composite text | @surface a,48,47,48. me-luh-ha{ki} lu2 kur ge6-ga-ke4,me-luh-ha{ki} lu2 kur ge6-ga-ke4,47. gu4 du7 masz2 du7-da mu-un-na-da-an-ku4-ku4,49. nig2-szu kur2-kur2-ra mu-un-na-ra-ab-e11-de3,true,false,true,false,0,https://cdli.earth/P469679
45532b0c63251faf,lu2-sun2-zi-da,lu_sunzida_name_test,P469955,469955,PTS unn02,PTS unn02,Puzriš-Dagan (mod. Drehem),Ur III (ca. 2100-2000 BC),Šulgi.46.12.16,@obverse,9,8,9. 2(disz) amar masz-da3 mu-kux(DU) lu2-sun2-zi-da,2(disz) amar masz-da3 mu-kux(DU) lu2-sun2-zi-da,8. zabar-dab5 maszkim,1. 2(disz) amar masz-da3 mu-kux(DU) i-di3-{d}suen,false,true,false,true,,https://cdli.earth/P469955
01efa7bc1e159fa4,me-luh-ha-ta,meluhha_ablative,P500263,500263,"CTPSM 1, 073",GMII 1443,Girsu (mod. Tello),Ur III (ca. 2100-2000 BC),Šū-Suen.09.00.00,@obverse,5,4,5. 1(asz) me-luh-ha-ta,1(asz) me-luh-ha-ta,4. 4(asz) {gesz}geszimmar-du3-a-ta,6. 2(barig)# 3(ban2)# ki <igi>-an-na-ke4-zu-ta,true,false,true,false,0,https://cdli.earth/P500263
0fa3100c31879569,me-luh-ha-ta,meluhha_ablative,P512784,512784,"ZA 107, 179 no. 21",IM 208078,Puzriš-Dagan (mod. Drehem),Ur III (ca. 2100-2000 BC),--.--.--.--,@reverse,7,10,7. [me?]-luh-ha-ta,[me?]-luh-ha-ta,6. [x? tu-ra]-am-i3-li2,8. [x? nin9]-kal-la,true,false,true,false,0,https://cdli.earth/P512784
cb17bd426c17cd68,lu2 me-luh-ha,meluhha_person_title,P516138,516138,"CUSAS 40, 1354",IM —,Irisagrig (mod. uncertain),Ur III (ca. 2100-2000 BC),Šū-Suen.06.03.00 ,@obverse,5,4,5. i3-ba lu2 me-luh-ha{ki}-me,i3-ba lu2 me-luh-ha{ki}-me,4. 1/2(disz) sila3 a-li-a-hi dam-a-ni,1. a-ru-a lugal,true,false,true,false,0,https://cdli.earth/P516138
ac638e3f2d4d73da,me-luh-ha{ki},meluhha_toponym,P516138,516138,"CUSAS 40, 1354",IM —,Irisagrig (mod. uncertain),Ur III (ca. 2100-2000 BC),Šū-Suen.06.03.00 ,@obverse,5,4,5. i3-ba lu2 me-luh-ha{ki}-me,i3-ba lu2 me-luh-ha{ki}-me,4. 1/2(disz) sila3 a-li-a-hi dam-a-ni,1. a-ru-a lugal,true,false,true,false,0,https://cdli.earth/P516138
e6dd5d0658c7d440,lu2 me-luh-ha,meluhha_person_title,P516366,516366,"CUSAS 40, 1582",IM —,Irisagrig (mod. uncertain),Ur III (ca. 2100-2000 BC),Šū-Suen.06.12.00 ,@obverse,5,4,5. i3-ba lu2 me-luh-ha ki-me,i3-ba lu2 me-luh-ha ki-me,4. 1/2(disz) sila3 a-li-a-hi dam-a-ni,1. a-ru-a lugal,true,false,true,false,0,https://cdli.earth/P516366
816638789c9bd170,me-luh-ha{ki},meluhha_toponym,P525331,525331,CDLI seals 014339 (physical),AO 22310,,Ur III (ca. 2100-2000 BC),,@object seal | @surface a,2,1,2. eme-bal me-luh-ha{ki},eme-bal me-luh-ha{ki},1. szu-i3-li2-su,,true,false,true,false,0,https://cdli.earth/P525331
