token_id,packet_id,blind_id,cisi,role,truth_class,orientation_policy,visual_index,assigned_sign,target_text,source_path,token_crop,x0,x1,bbox_w,bbox_h,aspect,ink_density,sha256,admissibility
tok_139e67cb56290333,m70_order_window_pilot_v1,B012,M-1273,scoring_negative,negative_002_y_prev_not_032_suffix_control,visual_ltr_catalog_reverse,3,002,+740-055-002-861-603+,tmp/032_002_861_suffix_split/M1273_impression_a_cisi_pakistan_n195.png,data/brahmi/source_token_crops_v2/M_1273_B012_3_d17875cba8ac647d.png,486,1064,584,527,1.108159,0.448404,3ba7442e8e8a20a51b397586c2ad65dc90cbdb1c0415c30a30f9a7eda4d884bd,projection_exact_count_unverified_token_identity
tok_76fcfaa9625ca19f,m70_order_window_pilot_v1,B012,M-1273,scoring_negative,negative_002_y_prev_not_032_suffix_control,visual_ltr_catalog_order,4,861,+740-055-002-861-603+,tmp/032_002_861_suffix_split/M1273_impression_a_cisi_pakistan_n195.png,data/brahmi/source_token_crops_v2/M_1273_B012_4_b5981c5392ed8156.png,1064,1164,106,439,0.241458,0.129155,6808e80deb8d19d17ec51af8e62becf69f76cedf24a6d8e199f14294c75f1ce9,projection_exact_count_unverified_token_identity
tok_1bdddc47ebe30423,m70_order_window_pilot_v1,B012,M-1273,scoring_negative,negative_002_y_prev_not_032_suffix_control,visual_ltr_catalog_reverse,4,055,+740-055-002-861-603+,tmp/032_002_861_suffix_split/M1273_impression_a_cisi_pakistan_n195.png,data/brahmi/source_token_crops_v2/M_1273_B012_4_b5981c5392ed8156.png,1064,1164,106,439,0.241458,0.129155,6808e80deb8d19d17ec51af8e62becf69f76cedf24a6d8e199f14294c75f1ce9,projection_exact_count_unverified_token_identity
tok_a8609ac3b823ce46,m70_order_window_pilot_v1,B012,M-1273,scoring_negative,negative_002_y_prev_not_032_suffix_control,visual_ltr_catalog_order,5,603,+740-055-002-861-603+,tmp/032_002_861_suffix_split/M1273_impression_a_cisi_pakistan_n195.png,data/brahmi/source_token_crops_v2/M_1273_B012_5_5048dd769844f6d2.png,1164,1217,54,437,0.123570,0.037312,83532e36fea4cf994df09d7313c42e5ee579503d369d95084583291b691601c7,projection_exact_count_unverified_token_identity
tok_f114a4957af4a6eb,m70_order_window_pilot_v1,B012,M-1273,scoring_negative,negative_002_y_prev_not_032_suffix_control,visual_ltr_catalog_reverse,5,740,+740-055-002-861-603+,tmp/032_002_861_suffix_split/M1273_impression_a_cisi_pakistan_n195.png,data/brahmi/source_token_crops_v2/M_1273_B012_5_5048dd769844f6d2.png,1164,1217,54,437,0.123570,0.037312,83532e36fea4cf994df09d7313c42e5ee579503d369d95084583291b691601c7,projection_exact_count_unverified_token_identity
tok_3531756192e87294,m70_order_window_pilot_v1,B015,M-381,scoring_negative,negative_032_not_adjacent_to_002_stress,visual_ltr_catalog_order,1,740,+740-055-220-032-798-002-820+,tmp/source_box_negative_control_v2/panel_crops/M-381_cisi_india_n129_plate_label_free_panel_enhanced_x2.jpg,data/brahmi/source_token_crops_v2/M_381_B015_1_a71cd4d54e92e97c.png,113,244,132,632,0.208861,0.092465,d51d4fe3b299a53eaa21ff155efae3f4603db58dc1ebfffbf6afdae540521a3a,projection_exact_count_unverified_token_identity
tok_a0644246f0a9162f,m70_order_window_pilot_v1,B015,M-381,scoring_negative,negative_032_not_adjacent_to_002_stress,visual_ltr_catalog_reverse,1,820,+740-055-220-032-798-002-820+,tmp/source_box_negative_control_v2/panel_crops/M-381_cisi_india_n129_plate_label_free_panel_enhanced_x2.jpg,data/brahmi/source_token_crops_v2/M_381_B015_1_a71cd4d54e92e97c.png,113,244,132,632,0.208861,0.092465,d51d4fe3b299a53eaa21ff155efae3f4603db58dc1ebfffbf6afdae540521a3a,projection_exact_count_unverified_token_identity
tok_d65a10587f260f78,m70_order_window_pilot_v1,B015,M-381,scoring_negative,negative_032_not_adjacent_to_002_stress,visual_ltr_catalog_order,2,055,+740-055-220-032-798-002-820+,tmp/source_box_negative_control_v2/panel_crops/M-381_cisi_india_n129_plate_label_free_panel_enhanced_x2.jpg,data/brahmi/source_token_crops_v2/M_381_B015_2_31d4c26ae9af2412.png,244,483,245,635,0.385827,0.101637,fca2904106b5dc55ac6ecd937a5fad47eb10be1cd02d842a1a9dee60cb556280,projection_exact_count_unverified_token_identity
tok_9d895186a997704c,m70_order_window_pilot_v1,B015,M-381,scoring_negative,negative_032_not_adjacent_to_002_stress,visual_ltr_catalog_reverse,2,002,+740-055-220-032-798-002-820+,tmp/source_box_negative_control_v2/panel_crops/M-381_cisi_india_n129_plate_label_free_panel_enhanced_x2.jpg,data/brahmi/source_token_crops_v2/M_381_B015_2_31d4c26ae9af2412.png,244,483,245,635,0.385827,0.101637,fca2904106b5dc55ac6ecd937a5fad47eb10be1cd02d842a1a9dee60cb556280,projection_exact_count_unverified_token_identity
tok_ac8ff09e68a493c0,m70_order_window_pilot_v1,B015,M-381,scoring_negative,negative_032_not_adjacent_to_002_stress,visual_ltr_catalog_order,3,220,+740-055-220-032-798-002-820+,tmp/source_box_negative_control_v2/panel_crops/M-381_cisi_india_n129_plate_label_free_panel_enhanced_x2.jpg,data/brahmi/source_token_crops_v2/M_381_B015_3_80ee2712820b44ce.png,483,561,84,631,0.133122,0.020429,23c9559ccf5ab1c07adc1a58ccfa9442c28eb6c1dcaa87de82e0dd3798aa519a,projection_exact_count_unverified_token_identity
tok_dad1de046d78341a,m70_order_window_pilot_v1,B015,M-381,scoring_negative,negative_032_not_adjacent_to_002_stress,visual_ltr_catalog_reverse,3,798,+740-055-220-032-798-002-820+,tmp/source_box_negative_control_v2/panel_crops/M-381_cisi_india_n129_plate_label_free_panel_enhanced_x2.jpg,data/brahmi/source_token_crops_v2/M_381_B015_3_80ee2712820b44ce.png,483,561,84,631,0.133122,0.020429,23c9559ccf5ab1c07adc1a58ccfa9442c28eb6c1dcaa87de82e0dd3798aa519a,projection_exact_count_unverified_token_identity
tok_511b18401e51d011,m70_order_window_pilot_v1,B015,M-381,scoring_negative,negative_032_not_adjacent_to_002_stress,visual_ltr_catalog_order,4,032,+740-055-220-032-798-002-820+,tmp/source_box_negative_control_v2/panel_crops/M-381_cisi_india_n129_plate_label_free_panel_enhanced_x2.jpg,data/brahmi/source_token_crops_v2/M_381_B015_4_783f74d508b905e3.png,561,616,61,631,0.096672,0.017638,f4e5ad5789b8789197db78d51b34c87fcbd63726aaaaf5b5d0dc9f0f6829f350,projection_exact_count_unverified_token_identity
tok_16cbe2a635a5ca4a,m70_order_window_pilot_v1,B015,M-381,scoring_negative,negative_032_not_adjacent_to_002_stress,visual_ltr_catalog_reverse,4,032,+740-055-220-032-798-002-820+,tmp/source_box_negative_control_v2/panel_crops/M-381_cisi_india_n129_plate_label_free_panel_enhanced_x2.jpg,data/brahmi/source_token_crops_v2/M_381_B015_4_783f74d508b905e3.png,561,616,61,631,0.096672,0.017638,f4e5ad5789b8789197db78d51b34c87fcbd63726aaaaf5b5d0dc9f0f6829f350,projection_exact_count_unverified_token_identity
tok_06672d067b503169,m70_order_window_pilot_v1,B015,M-381,scoring_negative,negative_032_not_adjacent_to_002_stress,visual_ltr_catalog_order,5,798,+740-055-220-032-798-002-820+,tmp/source_box_negative_control_v2/panel_crops/M-381_cisi_india_n129_plate_label_free_panel_enhanced_x2.jpg,data/brahmi/source_token_crops_v2/M_381_B015_5_8d308cd37f8d34aa.png,616,671,61,712,0.085674,0.017212,656722f3958d49216d19675f937db1b04ad30617f156b49bc9ffc194c6f5479f,projection_exact_count_unverified_token_identity
tok_a5623b6759a07c4d,m70_order_window_pilot_v1,B015,M-381,scoring_negative,negative_032_not_adjacent_to_002_stress,visual_ltr_catalog_reverse,5,220,+740-055-220-032-798-002-820+,tmp/source_box_negative_control_v2/panel_crops/M-381_cisi_india_n129_plate_label_free_panel_enhanced_x2.jpg,data/brahmi/source_token_crops_v2/M_381_B015_5_8d308cd37f8d34aa.png,616,671,61,712,0.085674,0.017212,656722f3958d49216d19675f937db1b04ad30617f156b49bc9ffc194c6f5479f,projection_exact_count_unverified_token_identity
tok_e3f95fed70a2338c,m70_order_window_pilot_v1,B015,M-381,scoring_negative,negative_032_not_adjacent_to_002_stress,visual_ltr_catalog_order,6,002,+740-055-220-032-798-002-820+,tmp/source_box_negative_control_v2/panel_crops/M-381_cisi_india_n129_plate_label_free_panel_enhanced_x2.jpg,data/brahmi/source_token_crops_v2/M_381_B015_6_0cf49ef28088549f.png,671,735,70,709,0.098731,0.023199,c6d40dc100119293c014c03ff93a27c5c20f6b601ce563f728b05edc7b2311e1,projection_exact_count_unverified_token_identity
tok_0533095931a3656c,m70_order_window_pilot_v1,B015,M-381,scoring_negative,negative_032_not_adjacent_to_002_stress,visual_ltr_catalog_reverse,6,055,+740-055-220-032-798-002-820+,tmp/source_box_negative_control_v2/panel_crops/M-381_cisi_india_n129_plate_label_free_panel_enhanced_x2.jpg,data/brahmi/source_token_crops_v2/M_381_B015_6_0cf49ef28088549f.png,671,735,70,709,0.098731,0.023199,c6d40dc100119293c014c03ff93a27c5c20f6b601ce563f728b05edc7b2311e1,projection_exact_count_unverified_token_identity
tok_fa5674652d7077c1,m70_order_window_pilot_v1,B015,M-381,scoring_negative,negative_032_not_adjacent_to_002_stress,visual_ltr_catalog_order,7,820,+740-055-220-032-798-002-820+,tmp/source_box_negative_control_v2/panel_crops/M-381_cisi_india_n129_plate_label_free_panel_enhanced_x2.jpg,data/brahmi/source_token_crops_v2/M_381_B015_7_fdedcfb24072c324.png,735,1576,842,707,1.190948,0.232352,b2ef331150330145ceb6fc7a3b122d1631dbd0734290fcf2a57e67935c0e6b94,projection_exact_count_unverified_token_identity
tok_ebb7df75d223bf18,m70_order_window_pilot_v1,B015,M-381,scoring_negative,negative_032_not_adjacent_to_002_stress,visual_ltr_catalog_reverse,7,740,+740-055-220-032-798-002-820+,tmp/source_box_negative_control_v2/panel_crops/M-381_cisi_india_n129_plate_label_free_panel_enhanced_x2.jpg,data/brahmi/source_token_crops_v2/M_381_B015_7_fdedcfb24072c324.png,735,1576,842,707,1.190948,0.232352,b2ef331150330145ceb6fc7a3b122d1631dbd0734290fcf2a57e67935c0e6b94,projection_exact_count_unverified_token_identity
tok_3f41c7eee9322683,directionality_no_overlay_packet_v1,D001,M-811,primary_target,tier1_directionality_candidate_mohenjo_daro_three_token_impression,visual_ltr_catalog_order,1,226,+226-032-803+,tmp/effective_unicity_directionality_blind_packet/source_crops/M_811_a_signband_source.png,data/brahmi/source_token_crops_v2/M_811_D001_1_fad0b7991269f1b0.png,0,36,39,345,0.113043,0.022433,d48e4c329c13d27b551efc96dbf718100555e2364f4c9d1de24e6f1353fd5902,projection_exact_count_unverified_token_identity
tok_936f45233a5a6a5b,directionality_no_overlay_packet_v1,D001,M-811,primary_target,tier1_directionality_candidate_mohenjo_daro_three_token_impression,visual_ltr_catalog_reverse,1,803,+226-032-803+,tmp/effective_unicity_directionality_blind_packet/source_crops/M_811_a_signband_source.png,data/brahmi/source_token_crops_v2/M_811_D001_1_fad0b7991269f1b0.png,0,36,39,345,0.113043,0.022433,d48e4c329c13d27b551efc96dbf718100555e2364f4c9d1de24e6f1353fd5902,projection_exact_count_unverified_token_identity
tok_403c97650d059cca,directionality_no_overlay_packet_v1,D001,M-811,primary_target,tier1_directionality_candidate_mohenjo_daro_three_token_impression,visual_ltr_catalog_order,2,032,+226-032-803+,tmp/effective_unicity_directionality_blind_packet/source_crops/M_811_a_signband_source.png,data/brahmi/source_token_crops_v2/M_811_D001_2_688aaf6d038cc0e8.png,36,476,424,335,1.265672,0.116534,e26ec673338a839fe09f2b09a5741bd0d18e7d21c248777551344722e2b9edf3,projection_exact_count_unverified_token_identity
tok_db5548af223c8dd8,directionality_no_overlay_packet_v1,D001,M-811,primary_target,tier1_directionality_candidate_mohenjo_daro_three_token_impression,visual_ltr_catalog_reverse,2,032,+226-032-803+,tmp/effective_unicity_directionality_blind_packet/source_crops/M_811_a_signband_source.png,data/brahmi/source_token_crops_v2/M_811_D001_2_688aaf6d038cc0e8.png,36,476,424,335,1.265672,0.116534,e26ec673338a839fe09f2b09a5741bd0d18e7d21c248777551344722e2b9edf3,projection_exact_count_unverified_token_identity
tok_35abe09b2975a7dc,directionality_no_overlay_packet_v1,D001,M-811,primary_target,tier1_directionality_candidate_mohenjo_daro_three_token_impression,visual_ltr_catalog_order,3,803,+226-032-803+,tmp/effective_unicity_directionality_blind_packet/source_crops/M_811_a_signband_source.png,data/brahmi/source_token_crops_v2/M_811_D001_3_7085f1ed9c728589.png,476,840,342,345,0.991304,0.151246,8e4180b77fa5622f18f81e57c062d983bd26bc73c108600952c1ef42ce411e76,projection_exact_count_unverified_token_identity
tok_016f46edbe849a43,directionality_no_overlay_packet_v1,D001,M-811,primary_target,tier1_directionality_candidate_mohenjo_daro_three_token_impression,visual_ltr_catalog_reverse,3,226,+226-032-803+,tmp/effective_unicity_directionality_blind_packet/source_crops/M_811_a_signband_source.png,data/brahmi/source_token_crops_v2/M_811_D001_3_7085f1ed9c728589.png,476,840,342,345,0.991304,0.151246,8e4180b77fa5622f18f81e57c062d983bd26bc73c108600952c1ef42ce411e76,projection_exact_count_unverified_token_identity
tok_d0b65846e90e30f4,directionality_no_overlay_packet_v1,D003,M-1320,primary_target,tier1_directionality_candidate_mohenjo_daro_five_token_face,visual_ltr_catalog_order,1,527,+527-555-231-240-798+,tmp/effective_unicity_directionality_blind_packet/source_crops/M_1320_A_signband_source.png,data/brahmi/source_token_crops_v2/M_1320_D003_1_44cce848e64a7c1b.png,0,81,84,395,0.212658,0.100257,28810b6993eeca54037b045f122a5018b8ea86336ecf86923812b4a24c571427,projection_exact_count_unverified_token_identity
tok_f4270d493ac45a56,directionality_no_overlay_packet_v1,D003,M-1320,primary_target,tier1_directionality_candidate_mohenjo_daro_five_token_face,visual_ltr_catalog_reverse,1,798,+527-555-231-240-798+,tmp/effective_unicity_directionality_blind_packet/source_crops/M_1320_A_signband_source.png,data/brahmi/source_token_crops_v2/M_1320_D003_1_44cce848e64a7c1b.png,0,81,84,395,0.212658,0.100257,28810b6993eeca54037b045f122a5018b8ea86336ecf86923812b4a24c571427,projection_exact_count_unverified_token_identity
tok_2ef88f24932a93e8,directionality_no_overlay_packet_v1,D003,M-1320,primary_target,tier1_directionality_candidate_mohenjo_daro_five_token_face,visual_ltr_catalog_order,2,555,+527-555-231-240-798+,tmp/effective_unicity_directionality_blind_packet/source_crops/M_1320_A_signband_source.png,data/brahmi/source_token_crops_v2/M_1320_D003_2_b26b3b401e3f4e13.png,81,531,456,395,1.154430,0.203850,211f8e9735b7e71b5ac613d8230017a814e30a62213e726290996db93424a786,projection_exact_count_unverified_token_identity
tok_ba002fadeb14f1c3,directionality_no_overlay_packet_v1,D003,M-1320,primary_target,tier1_directionality_candidate_mohenjo_daro_five_token_face,visual_ltr_catalog_reverse,2,240,+527-555-231-240-798+,tmp/effective_unicity_directionality_blind_packet/source_crops/M_1320_A_signband_source.png,data/brahmi/source_token_crops_v2/M_1320_D003_2_b26b3b401e3f4e13.png,81,531,456,395,1.154430,0.203850,211f8e9735b7e71b5ac613d8230017a814e30a62213e726290996db93424a786,projection_exact_count_unverified_token_identity
tok_3bbdf9f6032549ed,directionality_no_overlay_packet_v1,D003,M-1320,primary_target,tier1_directionality_candidate_mohenjo_daro_five_token_face,visual_ltr_catalog_order,3,231,+527-555-231-240-798+,tmp/effective_unicity_directionality_blind_packet/source_crops/M_1320_A_signband_source.png,data/brahmi/source_token_crops_v2/M_1320_D003_3_c0362910fd197231.png,531,713,188,343,0.548105,0.096880,d41602abd6f56d97d4df8e4b8f825530d37f577b8ef7c569db10dd32236a8f20,projection_exact_count_unverified_token_identity
tok_cff90e2a88a5490e,directionality_no_overlay_packet_v1,D003,M-1320,primary_target,tier1_directionality_candidate_mohenjo_daro_five_token_face,visual_ltr_catalog_reverse,3,231,+527-555-231-240-798+,tmp/effective_unicity_directionality_blind_packet/source_crops/M_1320_A_signband_source.png,data/brahmi/source_token_crops_v2/M_1320_D003_3_c0362910fd197231.png,531,713,188,343,0.548105,0.096880,d41602abd6f56d97d4df8e4b8f825530d37f577b8ef7c569db10dd32236a8f20,projection_exact_count_unverified_token_identity
tok_c79a74e5e669a7c4,directionality_no_overlay_packet_v1,D003,M-1320,primary_target,tier1_directionality_candidate_mohenjo_daro_five_token_face,visual_ltr_catalog_order,4,240,+527-555-231-240-798+,tmp/effective_unicity_directionality_blind_packet/source_crops/M_1320_A_signband_source.png,data/brahmi/source_token_crops_v2/M_1320_D003_4_138bc12981034a61.png,713,1162,455,387,1.175711,0.119094,034e34741deb87b1cdc17898a5dc7c7231c5aa11c9f8b65703abb85f79f7509e,projection_exact_count_unverified_token_identity
tok_f466323a1fde1e34,directionality_no_overlay_packet_v1,D003,M-1320,primary_target,tier1_directionality_candidate_mohenjo_daro_five_token_face,visual_ltr_catalog_reverse,4,555,+527-555-231-240-798+,tmp/effective_unicity_directionality_blind_packet/source_crops/M_1320_A_signband_source.png,data/brahmi/source_token_crops_v2/M_1320_D003_4_138bc12981034a61.png,713,1162,455,387,1.175711,0.119094,034e34741deb87b1cdc17898a5dc7c7231c5aa11c9f8b65703abb85f79f7509e,projection_exact_count_unverified_token_identity
tok_c3231ea0d4fee217,directionality_no_overlay_packet_v1,D003,M-1320,primary_target,tier1_directionality_candidate_mohenjo_daro_five_token_face,visual_ltr_catalog_order,5,798,+527-555-231-240-798+,tmp/effective_unicity_directionality_blind_packet/source_crops/M_1320_A_signband_source.png,data/brahmi/source_token_crops_v2/M_1320_D003_5_0655501e7c6252d6.png,1162,1280,121,395,0.306329,0.168701,feea4a3267d04f36ef133b2da848e4e7b9c45cf340518b63d27ac7d1648cceba,projection_exact_count_unverified_token_identity
tok_a0a605bb98daa523,directionality_no_overlay_packet_v1,D003,M-1320,primary_target,tier1_directionality_candidate_mohenjo_daro_five_token_face,visual_ltr_catalog_reverse,5,527,+527-555-231-240-798+,tmp/effective_unicity_directionality_blind_packet/source_crops/M_1320_A_signband_source.png,data/brahmi/source_token_crops_v2/M_1320_D003_5_0655501e7c6252d6.png,1162,1280,121,395,0.306329,0.168701,feea4a3267d04f36ef133b2da848e4e7b9c45cf340518b63d27ac7d1648cceba,projection_exact_count_unverified_token_identity
tok_2e33841cd23d1596,directionality_no_overlay_packet_v1,D004,H-152,quarantine_negative,volume_provenance_mismatch_control,visual_ltr_catalog_order,1,154,+154-806-468+,tmp/effective_unicity_directionality_blind_packet/source_crops/H_152_A_signband_source.png,data/brahmi/source_token_crops_v2/H_152_D004_1_0f8cd12d5f57e55b.png,0,297,300,260,1.153846,0.356756,179dbb4cf1a3a472168688aed69281ac9d32094f022875f5ef53c5aa4d59e1ae,projection_exact_count_unverified_token_identity
tok_1d292a7d3449e516,directionality_no_overlay_packet_v1,D004,H-152,quarantine_negative,volume_provenance_mismatch_control,visual_ltr_catalog_reverse,1,468,+154-806-468+,tmp/effective_unicity_directionality_blind_packet/source_crops/H_152_A_signband_source.png,data/brahmi/source_token_crops_v2/H_152_D004_1_0f8cd12d5f57e55b.png,0,297,300,260,1.153846,0.356756,179dbb4cf1a3a472168688aed69281ac9d32094f022875f5ef53c5aa4d59e1ae,projection_exact_count_unverified_token_identity
tok_1916a8b225232dc5,directionality_no_overlay_packet_v1,D004,H-152,quarantine_negative,volume_provenance_mismatch_control,visual_ltr_catalog_order,2,806,+154-806-468+,tmp/effective_unicity_directionality_blind_packet/source_crops/H_152_A_signband_source.png,data/brahmi/source_token_crops_v2/H_152_D004_2_b2ed0f478ed161cf.png,297,432,141,260,0.542308,0.135224,39bdff4ec2892b2033d8099e459c260d545fb1e6dbd53c9f7967fb5128d74dcd,projection_exact_count_unverified_token_identity
tok_94425176b3572d64,directionality_no_overlay_packet_v1,D004,H-152,quarantine_negative,volume_provenance_mismatch_control,visual_ltr_catalog_reverse,2,806,+154-806-468+,tmp/effective_unicity_directionality_blind_packet/source_crops/H_152_A_signband_source.png,data/brahmi/source_token_crops_v2/H_152_D004_2_b2ed0f478ed161cf.png,297,432,141,260,0.542308,0.135224,39bdff4ec2892b2033d8099e459c260d545fb1e6dbd53c9f7967fb5128d74dcd,projection_exact_count_unverified_token_identity
tok_ab5cb8d1d28984b4,directionality_no_overlay_packet_v1,D004,H-152,quarantine_negative,volume_provenance_mismatch_control,visual_ltr_catalog_order,3,468,+154-806-468+,tmp/effective_unicity_directionality_blind_packet/source_crops/H_152_A_signband_source.png,data/brahmi/source_token_crops_v2/H_152_D004_3_981a9fe276dca4e5.png,432,605,176,260,0.676923,0.163750,81fb745c8002850cbeee28c9957bed36faee99a3698026febc823a25e777c95c,projection_exact_count_unverified_token_identity
tok_34a0f7fe36d6f4a9,directionality_no_overlay_packet_v1,D004,H-152,quarantine_negative,volume_provenance_mismatch_control,visual_ltr_catalog_reverse,3,154,+154-806-468+,tmp/effective_unicity_directionality_blind_packet/source_crops/H_152_A_signband_source.png,data/brahmi/source_token_crops_v2/H_152_D004_3_981a9fe276dca4e5.png,432,605,176,260,0.676923,0.163750,81fb745c8002850cbeee28c9957bed36faee99a3698026febc823a25e777c95c,projection_exact_count_unverified_token_identity
tok_4ef29b3a99eebbd2,directionality_no_overlay_packet_v1,D005,M-811,primary_target,tier1_directionality_candidate_mohenjo_daro_three_token_face,visual_ltr_catalog_order,1,226,+226-032-803+,tmp/effective_unicity_directionality_blind_packet/source_crops/M_811_A_signband_source.png,data/brahmi/source_token_crops_v2/M_811_D005_1_ce14bf6e26a1aa5b.png,0,36,39,345,0.113043,0.022433,d48e4c329c13d27b551efc96dbf718100555e2364f4c9d1de24e6f1353fd5902,projection_exact_count_unverified_token_identity
tok_24dc5d46f9a8c7d4,directionality_no_overlay_packet_v1,D005,M-811,primary_target,tier1_directionality_candidate_mohenjo_daro_three_token_face,visual_ltr_catalog_reverse,1,803,+226-032-803+,tmp/effective_unicity_directionality_blind_packet/source_crops/M_811_A_signband_source.png,data/brahmi/source_token_crops_v2/M_811_D005_1_ce14bf6e26a1aa5b.png,0,36,39,345,0.113043,0.022433,d48e4c329c13d27b551efc96dbf718100555e2364f4c9d1de24e6f1353fd5902,projection_exact_count_unverified_token_identity
tok_5569028a2118fe18,directionality_no_overlay_packet_v1,D005,M-811,primary_target,tier1_directionality_candidate_mohenjo_daro_three_token_face,visual_ltr_catalog_order,2,032,+226-032-803+,tmp/effective_unicity_directionality_blind_packet/source_crops/M_811_A_signband_source.png,data/brahmi/source_token_crops_v2/M_811_D005_2_ea848681668ad7fd.png,36,476,424,335,1.265672,0.116534,e26ec673338a839fe09f2b09a5741bd0d18e7d21c248777551344722e2b9edf3,projection_exact_count_unverified_token_identity
tok_b7775c4fe61b7b83,directionality_no_overlay_packet_v1,D005,M-811,primary_target,tier1_directionality_candidate_mohenjo_daro_three_token_face,visual_ltr_catalog_reverse,2,032,+226-032-803+,tmp/effective_unicity_directionality_blind_packet/source_crops/M_811_A_signband_source.png,data/brahmi/source_token_crops_v2/M_811_D005_2_ea848681668ad7fd.png,36,476,424,335,1.265672,0.116534,e26ec673338a839fe09f2b09a5741bd0d18e7d21c248777551344722e2b9edf3,projection_exact_count_unverified_token_identity
tok_c9aedd8a9faf720c,directionality_no_overlay_packet_v1,D005,M-811,primary_target,tier1_directionality_candidate_mohenjo_daro_three_token_face,visual_ltr_catalog_order,3,803,+226-032-803+,tmp/effective_unicity_directionality_blind_packet/source_crops/M_811_A_signband_source.png,data/brahmi/source_token_crops_v2/M_811_D005_3_ee144c6249ee089b.png,476,840,342,345,0.991304,0.151246,8e4180b77fa5622f18f81e57c062d983bd26bc73c108600952c1ef42ce411e76,projection_exact_count_unverified_token_identity
tok_07c85dbeb337f2d7,directionality_no_overlay_packet_v1,D005,M-811,primary_target,tier1_directionality_candidate_mohenjo_daro_three_token_face,visual_ltr_catalog_reverse,3,226,+226-032-803+,tmp/effective_unicity_directionality_blind_packet/source_crops/M_811_A_signband_source.png,data/brahmi/source_token_crops_v2/M_811_D005_3_ee144c6249ee089b.png,476,840,342,345,0.991304,0.151246,8e4180b77fa5622f18f81e57c062d983bd26bc73c108600952c1ef42ce411e76,projection_exact_count_unverified_token_identity
tok_ceb237d69f576a6f,directionality_no_overlay_packet_v1,D007,M-1458,scoring_negative,tier3_low_legibility_tablet_control,visual_ltr_catalog_order,1,407,+407-004-001-617-142+,tmp/effective_unicity_directionality_blind_packet/source_crops/M_1458_A_tablet_panel_source.png,data/brahmi/source_token_crops_v2/M_1458_D007_1_d6ab93cb41aebebe.png,0,393,383,670,0.571642,0.232686,2333092635a127b8781ad14551f9270d3d3a3e66c999bd83c88ef51bd30375ab,projection_exact_count_unverified_token_identity
tok_dfcbedb2914a9668,directionality_no_overlay_packet_v1,D007,M-1458,scoring_negative,tier3_low_legibility_tablet_control,visual_ltr_catalog_reverse,1,142,+407-004-001-617-142+,tmp/effective_unicity_directionality_blind_packet/source_crops/M_1458_A_tablet_panel_source.png,data/brahmi/source_token_crops_v2/M_1458_D007_1_d6ab93cb41aebebe.png,0,393,383,670,0.571642,0.232686,2333092635a127b8781ad14551f9270d3d3a3e66c999bd83c88ef51bd30375ab,projection_exact_count_unverified_token_identity
tok_5f1eeb947fcdba71,directionality_no_overlay_packet_v1,D007,M-1458,scoring_negative,tier3_low_legibility_tablet_control,visual_ltr_catalog_order,2,004,+407-004-001-617-142+,tmp/effective_unicity_directionality_blind_packet/source_crops/M_1458_A_tablet_panel_source.png,data/brahmi/source_token_crops_v2/M_1458_D007_2_896bf4d2b8f610fb.png,393,580,134,577,0.232236,0.001636,1d84161e7baf0936a385a69a5f78ff93f701ddf3dde75eb24b54dd0c66a18cc2,projection_exact_count_unverified_token_identity
tok_7ccca26462f93e25,directionality_no_overlay_packet_v1,D007,M-1458,scoring_negative,tier3_low_legibility_tablet_control,visual_ltr_catalog_reverse,2,617,+407-004-001-617-142+,tmp/effective_unicity_directionality_blind_packet/source_crops/M_1458_A_tablet_panel_source.png,data/brahmi/source_token_crops_v2/M_1458_D007_2_896bf4d2b8f610fb.png,393,580,134,577,0.232236,0.001636,1d84161e7baf0936a385a69a5f78ff93f701ddf3dde75eb24b54dd0c66a18cc2,projection_exact_count_unverified_token_identity
tok_cbf7ea3d7ff807da,directionality_no_overlay_packet_v1,D007,M-1458,scoring_negative,tier3_low_legibility_tablet_control,visual_ltr_catalog_order,3,001,+407-004-001-617-142+,tmp/effective_unicity_directionality_blind_packet/source_crops/M_1458_A_tablet_panel_source.png,data/brahmi/source_token_crops_v2/M_1458_D007_3_043fb67afb0dc840.png,580,645,10,495,0.020202,0.000185,279e518feabe0a479bec09f63281ed6c8e856a2781824ea374ef6f3a60f2ce3c,projection_exact_count_unverified_token_identity
tok_ff887a1db157f68e,directionality_no_overlay_packet_v1,D007,M-1458,scoring_negative,tier3_low_legibility_tablet_control,visual_ltr_catalog_reverse,3,001,+407-004-001-617-142+,tmp/effective_unicity_directionality_blind_packet/source_crops/M_1458_A_tablet_panel_source.png,data/brahmi/source_token_crops_v2/M_1458_D007_3_043fb67afb0dc840.png,580,645,10,495,0.020202,0.000185,279e518feabe0a479bec09f63281ed6c8e856a2781824ea374ef6f3a60f2ce3c,projection_exact_count_unverified_token_identity
tok_704fb1038291483c,directionality_no_overlay_packet_v1,D007,M-1458,scoring_negative,tier3_low_legibility_tablet_control,visual_ltr_catalog_order,4,617,+407-004-001-617-142+,tmp/effective_unicity_directionality_blind_packet/source_crops/M_1458_A_tablet_panel_source.png,data/brahmi/source_token_crops_v2/M_1458_D007_4_6bc9789b0bc1e417.png,645,751,80,404,0.198020,0.000919,f783b5cd6efa73fe0486e1b02186543749ebded3016e6bd4826e9445e32ad39f,projection_exact_count_unverified_token_identity
